Stunde im Jahr [h]	Variante 10.1 Raumlufttemperatur [C]	Variante 10.1 Heizleistung [W]	Variante 10.1 Kühlleistung [W]
5756	24.93	0	300
5757	24.93	0	300
5758	24.93	0	300
5759	24.93	0	300
5760	24.92	0	300
5761	24.92	0	300
5762	24.92	0	300
5763	24.92	0	300
5764	24.92	0	300
5765	24.91	0	300
5766	24.91	0	300
5767	24.91	0	300
5768	24.91	0	300
5769	24.91	0	300
5770	24.91	0	300
5771	24.9	0	300
5772	24.9	0	300
5773	24.9	0	300
5774	24.9	0	300
5775	24.9	0	300
5776	24.9	0	300
5777	24.89	0	300
5778	24.89	0	300
5779	24.89	0	300
5780	24.89	0	300
5781	24.89	0	300
5782	24.89	0	300
5783	24.88	0	300
5784	24.88	0	300
5785	24.88	0	300
5786	24.88	0	300
5787	24.88	0	300
5788	24.88	0	300
5789	24.87	0	300
5790	24.87	0	300
5791	24.87	0	300
5792	24.87	0	300
5793	24.87	0	300
5794	24.87	0	300
5795	24.87	0	300
5796	24.86	0	300
5797	24.86	0	300
5798	24.86	0	300
5799	24.86	0	300
5800	24.86	0	300
5801	24.86	0	300
5802	24.85	0	300
5803	24.85	0	300
5804	24.85	0	300
5805	24.85	0	300
5806	24.85	0	300
5807	24.85	0	300
5808	24.85	0	300
5809	24.84	0	300
5810	24.84	0	300
5811	24.83	0	300
5812	24.82	0	300
5813	24.81	0	300
5814	24.79	0	300
5815	24.77	0	300
5816	24.75	0	300
5817	24.72	0	300
5818	24.69	0	300
5819	24.66	0	300
5820	24.63	0	300
5821	24.59	0	300
5822	24.55	0	300
5823	24.51	0	300
5824	24.46	0	300
5825	24.41	0	300
5826	24.36	0	300
5827	24.3	0	300
5828	24.24	0	300
5829	24.18	0	300
5830	24.12	0	300
5831	24.05	0	300
5832	23.99	0	300
5833	23.93	0	300
5834	23.86	0	300
5835	23.8	0	300
5836	23.74	0	300
5837	23.67	0	300
5838	23.61	0	300
5839	23.55	0	300
5840	23.49	0	300
5841	23.42	0	300
5842	23.36	0	300
5843	23.3	0	300
5844	23.24	0	300
5845	23.18	0	300
5846	23.12	0	300
5847	23.06	0	300
5848	23	0	300
5849	22.94	0	300
5850	22.88	0	300
5851	22.82	0	300
5852	22.76	0	300
5853	22.7	0	300
5854	22.64	0	300
5855	22.58	0	300
5856	22.52	0	300
5857	22.47	0	300
5858	22.41	0	300
5859	22.35	0	300
5860	22.29	0	300
5861	22.23	0	300
5862	22.18	0	300
5863	22.12	0	300
5864	22.06	0	300
5865	22	0	300
5866	21.95	0	300
5867	21.89	0	300
5868	21.83	0	300
5869	21.78	0	300
5870	21.72	0	300
5871	21.66	0	300
5872	21.61	0	300
5873	21.55	0	300
5874	21.5	0	300
5875	21.44	0	300
5876	21.39	0	300
5877	21.33	0	300
5878	21.28	0	300
5879	21.22	0	300
5880	21.17	0	300
5881	21.11	0	300
5882	21.06	0	300
5883	21	0	300
5884	21	0	293.12
5885	21	0	286.42
5886	21	0	279.88
5887	21	0	273.44
5888	21	0	267.13
5889	21	0	260.94
5890	21	0	254.89
5891	21	0	248.97
5892	21	0	243.17
5893	21	0	237.5
5894	21	0	231.94
5895	21	0	226.51
5896	21	0	221.2
5897	21	0	216
5898	21	0	210.91
5899	21	0	205.93
5900	21	0	201.06
5901	21	0	196.29
5902	21	0	191.63
5903	21	0	187.07
5904	21	0	182.61
5905	21	0	178.25
5906	21	0	173.98
5907	21	0	169.81
5908	21	0	165.73
5909	21	0	161.73
5910	21	0	157.82
5911	21	0	154
5912	21	0	150.26
5913	21	0	146.6
5914	21	0	143.02
5915	21	0	139.52
5916	21	0	136.09
5917	21	0	132.74
5918	21	0	129.46
5919	21	0	126.24
5920	21	0	123.1
5921	21	0	120.03
5922	21	0	117.02
5923	21	0	114.08
5924	21	0	111.2
5925	21	0	108.39
5926	21	0	105.63
5927	21	0	102.94
5928	21	0	100.3
5929	21	0	97.72
5930	21	0	95.19
5931	21	0	92.72
5932	21	0	90.3
5933	21	0	87.94
5934	21	0	85.62
5935	21	0	83.36
5936	21	0	81.14
5937	21	0	78.97
5938	21	0	76.85
5939	21	0	74.78
5940	21	0	72.75
5941	21	0	70.76
5942	21	0	68.82
5943	21	0	66.92
5944	21	0	65.05
5945	21	0	63.23
5946	21	0	61.45
5947	21	0	59.71
5948	21	0	58
5949	21	0	56.33
5950	21	0	54.7
5951	21	0	53.1
5952	21	0	51.54
5953	21	0	50.01
5954	21	0	48.51
5955	21	0	47.05
5956	21	0	45.61
5957	21	0	44.21
5958	21	0	42.84
5959	21	0	41.5
5960	21	0	40.19
5961	21	0	38.9
5962	21	0	37.65
5963	21	0	36.42
5964	21	0	35.21
5965	21	0	34.04
5966	21	0	32.89
5967	21	0	31.76
5968	21	0	30.66
5969	21	0	29.58
5970	21	0	28.52
5971	21	0	27.49
5972	21	0	26.48
5973	21	0	25.5
5974	21	0	24.53
5975	21	0	23.58
5976	21	0	22.66
5977	21	0	21.75
5978	21	0	20.87
5979	21	0	20
5980	21	0	19.15
5981	21	0	18.33
5982	21	0	17.52
5983	21	0	16.72
5984	21	0	15.95
5985	21	0	15.19
5986	21	0	14.44
5987	21	0	13.72
5988	21	0	13
5989	21	0	12.31
5990	21	0	11.63
5991	21	0	10.96
5992	21	0	10.31
5993	21	0	9.67
5994	21	0	9.05
5995	21	0	8.44
5996	21	0	7.84
5997	21	0	7.25
5998	21	0	6.68
5999	21	0	6.12
6000	21	0	5.58
6001	21	0	5.04
6002	21	0	4.52
6003	21	0	4
6004	21	0	3.5
6005	21	0	3.01
6006	21	0	2.53
6007	21	0	2.06
6008	21	0	1.6
6009	21	0	1.15
6010	21	0	0.71
6011	21	0	0.28
6012	21	0	0
6013	21	0	0
6014	20.99	0	0
6015	20.99	0	0
6016	20.99	0	0
6017	20.98	0	0
6018	20.98	0	0
6019	20.98	0	0
6020	20.97	0	0
6021	20.97	0	0
6022	20.97	0	0
6023	20.96	0	0
6024	20.96	0	0
6025	20.96	0	0
6026	20.95	0	0
6027	20.95	0	0
6028	20.95	0	0
6029	20.95	0	0
6030	20.94	0	0
6031	20.94	0	0
6032	20.94	0	0
6033	20.93	0	0
6034	20.93	0	0
6035	20.93	0	0
6036	20.92	0	0
6037	20.92	0	0
6038	20.92	0	0
6039	20.92	0	0
6040	20.91	0	0
6041	20.91	0	0
6042	20.91	0	0
6043	20.9	0	0
6044	20.9	0	0
6045	20.9	0	0
6046	20.9	0	0
6047	20.89	0	0
6048	20.89	0	0
6049	20.89	0	0
6050	20.88	0	0
6051	20.88	0	0
6052	20.88	0	0
6053	20.88	0	0
6054	20.87	0	0
6055	20.87	0	0
6056	20.87	0	0
6057	20.86	0	0
6058	20.86	0	0
6059	20.86	0	0
6060	20.86	0	0
6061	20.85	0	0
6062	20.85	0	0
6063	20.85	0	0
6064	20.85	0	0
6065	20.84	0	0
6066	20.84	0	0
6067	20.84	0	0
6068	20.83	0	0
6069	20.83	0	0
6070	20.83	0	0
6071	20.83	0	0
6072	20.82	0	0
6073	20.82	0	0
6074	20.82	0	0
6075	20.82	0	0
6076	20.81	0	0
6077	20.81	0	0
6078	20.81	0	0
6079	20.8	0	0
6080	20.8	0	0
6081	20.8	0	0
6082	20.8	0	0
6083	20.79	0	0
6084	20.79	0	0
6085	20.79	0	0
6086	20.79	0	0
6087	20.78	0	0
6088	20.78	0	0
6089	20.78	0	0
6090	20.78	0	0
6091	20.77	0	0
6092	20.77	0	0
6093	20.77	0	0
6094	20.77	0	0
6095	20.76	0	0
6096	20.76	0	0
6097	20.76	0	0
6098	20.76	0	0
6099	20.75	0	0
6100	20.75	0	0
6101	20.75	0	0
6102	20.75	0	0
6103	20.74	0	0
6104	20.74	0	0
6105	20.74	0	0
6106	20.74	0	0
6107	20.73	0	0
6108	20.73	0	0
6109	20.73	0	0
6110	20.73	0	0
6111	20.72	0	0
6112	20.72	0	0
6113	20.72	0	0
6114	20.72	0	0
6115	20.72	0	0
6116	20.71	0	0
6117	20.71	0	0
6118	20.71	0	0
6119	20.71	0	0
6120	20.7	0	0
6121	20.7	0	0
6122	20.7	0	0
6123	20.7	0	0
6124	20.69	0	0
6125	20.69	0	0
6126	20.69	0	0
6127	20.69	0	0
6128	20.69	0	0
6129	20.68	0	0
6130	20.68	0	0
6131	20.68	0	0
6132	20.68	0	0
6133	20.67	0	0
6134	20.67	0	0
6135	20.67	0	0
6136	20.67	0	0
6137	20.67	0	0
6138	20.66	0	0
6139	20.66	0	0
6140	20.66	0	0
6141	20.66	0	0
6142	20.65	0	0
6143	20.65	0	0
6144	20.65	0	0
6145	20.65	0	0
6146	20.65	0	0
6147	20.64	0	0
6148	20.64	0	0
6149	20.64	0	0
6150	20.64	0	0
6151	20.64	0	0
6152	20.63	0	0
6153	20.63	0	0
6154	20.63	0	0
6155	20.63	0	0
6156	20.63	0	0
6157	20.62	0	0
6158	20.62	0	0
6159	20.62	0	0
6160	20.62	0	0
6161	20.62	0	0
6162	20.61	0	0
6163	20.61	0	0
6164	20.61	0	0
6165	20.61	0	0
6166	20.61	0	0
6167	20.6	0	0
6168	20.6	0	0
6169	20.6	0	0
6170	20.6	0	0
6171	20.6	0	0
6172	20.59	0	0
6173	20.59	0	0
6174	20.59	0	0
6175	20.59	0	0
6176	20.59	0	0
6177	20.58	0	0
6178	20.58	0	0
6179	20.58	0	0
6180	20.58	0	0
6181	20.58	0	0
6182	20.57	0	0
6183	20.57	0	0
6184	20.57	0	0
6185	20.57	0	0
6186	20.57	0	0
6187	20.56	0	0
6188	20.56	0	0
6189	20.56	0	0
6190	20.56	0	0
6191	20.56	0	0
6192	20.56	0	0
6193	20.55	0	0
6194	20.55	0	0
6195	20.55	0	0
6196	20.55	0	0
6197	20.55	0	0
6198	20.54	0	0
6199	20.54	0	0
6200	20.54	0	0
6201	20.54	0	0
6202	20.54	0	0
6203	20.54	0	0
6204	20.53	0	0
6205	20.53	0	0
6206	20.53	0	0
6207	20.53	0	0
6208	20.53	0	0
6209	20.53	0	0
6210	20.52	0	0
6211	20.52	0	0
6212	20.52	0	0
6213	20.52	0	0
6214	20.52	0	0
6215	20.52	0	0
6216	20.51	0	0
6217	20.51	0	0
6218	20.51	0	0
6219	20.51	0	0
6220	20.51	0	0
6221	20.51	0	0
6222	20.5	0	0
6223	20.5	0	0
6224	20.5	0	0
6225	20.5	0	0
6226	20.5	0	0
6227	20.5	0	0
6228	20.49	0	0
6229	20.49	0	0
6230	20.49	0	0
6231	20.49	0	0
6232	20.49	0	0
6233	20.49	0	0
6234	20.48	0	0
6235	20.48	0	0
6236	20.48	0	0
6237	20.48	0	0
6238	20.48	0	0
6239	20.48	0	0
6240	20.47	0	0
6241	20.47	0	0
6242	20.47	0	0
6243	20.47	0	0
6244	20.47	0	0
6245	20.47	0	0
6246	20.47	0	0
6247	20.46	0	0
6248	20.46	0	0
6249	20.46	0	0
6250	20.46	0	0
6251	20.46	0	0
6252	20.46	0	0
6253	20.45	0	0
6254	20.45	0	0
6255	20.45	0	0
6256	20.45	0	0
6257	20.45	0	0
6258	20.45	0	0
6259	20.45	0	0
6260	20.44	0	0
6261	20.44	0	0
6262	20.44	0	0
6263	20.44	0	0
6264	20.44	0	0
6265	20.44	0	0
6266	20.44	0	0
6267	20.43	0	0
6268	20.43	0	0
6269	20.43	0	0
6270	20.43	0	0
6271	20.43	0	0
6272	20.43	0	0
6273	20.43	0	0
6274	20.42	0	0
6275	20.42	0	0
6276	20.42	0	0
6277	20.42	0	0
6278	20.42	0	0
6279	20.42	0	0
6280	20.42	0	0
6281	20.41	0	0
6282	20.41	0	0
6283	20.41	0	0
6284	20.41	0	0
6285	20.41	0	0
6286	20.41	0	0
6287	20.41	0	0
6288	20.41	0	0
6289	20.4	0	0
6290	20.4	0	0
6291	20.4	0	0
6292	20.4	0	0
6293	20.4	0	0
6294	20.4	0	0
6295	20.4	0	0
6296	20.39	0	0
6297	20.39	0	0
6298	20.39	0	0
6299	20.39	0	0
6300	20.39	0	0
6301	20.39	0	0
6302	20.39	0	0
6303	20.39	0	0
6304	20.38	0	0
6305	20.38	0	0
6306	20.38	0	0
6307	20.38	0	0
6308	20.38	0	0
6309	20.38	0	0
6310	20.38	0	0
6311	20.38	0	0
6312	20.37	0	0
6313	20.37	0	0
6314	20.37	0	0
6315	20.37	0	0
6316	20.37	0	0
6317	20.37	0	0
6318	20.37	0	0
6319	20.37	0	0
6320	20.37	0	0
6321	20.36	0	0
6322	20.36	0	0
6323	20.36	0	0
6324	20.36	0	0
6325	20.36	0	0
6326	20.36	0	0
6327	20.36	0	0
6328	20.36	0	0
6329	20.35	0	0
6330	20.35	0	0
6331	20.35	0	0
6332	20.35	0	0
6333	20.35	0	0
6334	20.35	0	0
6335	20.35	0	0
6336	20.35	0	0
6337	20.35	0	0
6338	20.34	0	0
6339	20.34	0	0
6340	20.34	0	0
6341	20.34	0	0
6342	20.34	0	0
6343	20.34	0	0
6344	20.34	0	0
6345	20.34	0	0
6346	20.34	0	0
6347	20.33	0	0
6348	20.33	0	0
6349	20.33	0	0
6350	20.33	0	0
6351	20.33	0	0
6352	20.33	0	0
6353	20.33	0	0
6354	20.33	0	0
6355	20.33	0	0
6356	20.32	0	0
6357	20.32	0	0
6358	20.32	0	0
6359	20.32	0	0
6360	20.32	0	0
6361	20.32	0	0
6362	20.32	0	0
6363	20.32	0	0
6364	20.32	0	0
6365	20.32	0	0
6366	20.31	0	0
6367	20.31	0	0
6368	20.31	0	0
6369	20.31	0	0
6370	20.31	0	0
6371	20.31	0	0
6372	20.31	0	0
6373	20.31	0	0
6374	20.31	0	0
6375	20.31	0	0
6376	20.3	0	0
6377	20.3	0	0
6378	20.3	0	0
6379	20.3	0	0
6380	20.3	0	0
6381	20.3	0	0
6382	20.3	0	0
6383	20.3	0	0
6384	20.3	0	0
6385	20.3	0	0
6386	20.29	0	0
6387	20.29	0	0
6388	20.29	0	0
6389	20.29	0	0
6390	20.29	0	0
6391	20.29	0	0
6392	20.29	0	0
6393	20.29	0	0
6394	20.29	0	0
6395	20.29	0	0
6396	20.29	0	0
6397	20.28	0	0
6398	20.28	0	0
6399	20.28	0	0
6400	20.28	0	0
6401	20.28	0	0
6402	20.28	0	0
6403	20.28	0	0
6404	20.28	0	0
6405	20.28	0	0
6406	20.28	0	0
6407	20.28	0	0
6408	20.27	0	0
6409	20.27	0	0
6410	20.27	0	0
6411	20.27	0	0
6412	20.27	0	0
6413	20.27	0	0
6414	20.27	0	0
6415	20.27	0	0
6416	20.27	0	0
6417	20.27	0	0
6418	20.27	0	0
6419	20.26	0	0
6420	20.26	0	0
6421	20.26	0	0
6422	20.26	0	0
6423	20.26	0	0
6424	20.26	0	0
6425	20.26	0	0
6426	20.26	0	0
6427	20.26	0	0
6428	20.26	0	0
6429	20.26	0	0
6430	20.26	0	0
6431	20.25	0	0
6432	20.25	0	0
6433	20.25	0	0
6434	20.25	0	0
6435	20.25	0	0
6436	20.25	0	0
6437	20.25	0	0
6438	20.25	0	0
6439	20.25	0	0
6440	20.25	0	0
6441	20.25	0	0
6442	20.25	0	0
6443	20.24	0	0
6444	20.24	0	0
6445	20.24	0	0
6446	20.24	0	0
6447	20.24	0	0
6448	20.24	0	0
6449	20.24	0	0
6450	20.24	0	0
6451	20.24	0	0
6452	20.24	0	0
6453	20.24	0	0
6454	20.24	0	0
6455	20.24	0	0
6456	20.23	0	0
6457	20.23	0	0
6458	20.23	0	0
6459	20.23	0	0
6460	20.23	0	0
6461	20.23	0	0
6462	20.23	0	0
6463	20.23	0	0
6464	20.23	0	0
6465	20.23	0	0
6466	20.23	0	0
6467	20.23	0	0
6468	20.23	0	0
6469	20.22	0	0
6470	20.22	0	0
6471	20.22	0	0
6472	20.22	0	0
6473	20.22	0	0
6474	20.22	0	0
6475	20.22	0	0
6476	20.22	0	0
6477	20.22	0	0
6478	20.22	0	0
6479	20.22	0	0
6480	20.22	0	0
6481	20.22	0	0
6482	20.22	0	0
6483	20.21	0	0
6484	20.21	0	0
6485	20.21	0	0
6486	20.21	0	0
6487	20.21	0	0
6488	20.21	0	0
6489	20.21	0	0
6490	20.21	0	0
6491	20.21	0	0
6492	20.21	0	0
6493	20.21	0	0
6494	20.21	0	0
6495	20.21	0	0
6496	20.21	0	0
6497	20.21	0	0
6498	20.2	0	0
6499	20.2	0	0
6500	20.2	0	0
6501	20.2	0	0
6502	20.2	0	0
6503	20.2	0	0
6504	20.2	0	0
6505	20.2	0	0
6506	20.2	0	0
6507	20.2	0	0
6508	20.2	0	0
6509	20.2	0	0
6510	20.2	0	0
6511	20.2	0	0
6512	20.2	0	0
6513	20.19	0	0
6514	20.19	0	0
6515	20.19	0	0
6516	20.19	0	0
6517	20.19	0	0
6518	20.19	0	0
6519	20.19	0	0
6520	20.19	0	0
6521	20.19	0	0
6522	20.19	0	0
6523	20.19	0	0
6524	20.19	0	0
6525	20.19	0	0
6526	20.19	0	0
6527	20.19	0	0
6528	20.19	0	0
6529	20.18	0	0
6530	20.18	0	0
6531	20.18	0	0
6532	20.17	0	0
6533	20.16	0	0
6534	20.14	0	0
6535	20.13	0	0
6536	20.11	0	0
6537	20.08	0	0
6538	20.05	0	0
6539	20.02	0	0
6540	19.99	0	0
6541	19.95	0	0
6542	19.91	0	0
6543	19.87	0	0
6544	19.83	0	0
6545	19.78	0	0
6546	19.72	0	0
6547	19.67	0	0
6548	19.61	0	0
6549	19.55	0	0
6550	19.49	0	0
6551	19.42	0	0
6552	19.36	0	0
6553	19.3	0	0
6554	19.24	0	0
6555	19.17	0	0
6556	19.11	0	0
6557	19.05	0	0
6558	18.99	0	0
6559	18.93	0	0
6560	18.86	0	0
6561	18.8	0	0
6562	18.74	0	0
6563	18.68	0	0
6564	18.62	0	0
6565	18.56	0	0
6566	18.5	0	0
6567	18.44	0	0
6568	18.38	0	0
6569	18.32	0	0
6570	18.26	0	0
6571	18.2	0	0
6572	18.14	0	0
6573	18.08	0	0
6574	18.02	0	0
6575	17.96	0	0
6576	17.91	0	0
6577	17.85	0	0
6578	17.79	0	0
6579	17.73	0	0
6580	17.67	0	0
6581	17.62	0	0
6582	17.56	0	0
6583	17.5	0	0
6584	17.44	0	0
6585	17.39	0	0
6586	17.33	0	0
6587	17.27	0	0
6588	17.22	0	0
6589	17.16	0	0
6590	17.11	0	0
6591	17.05	0	0
6592	17	0	0
6593	16.94	0	0
6594	16.88	0	0
6595	16.83	0	0
6596	16.77	0	0
6597	16.72	0	0
6598	16.67	0	0
6599	16.61	0	0
6600	16.56	0	0
6601	16.5	0	0
6602	16.45	0	0
6603	16.39	0	0
6604	16.34	0	0
6605	16.29	0	0
6606	16.23	0	0
6607	16.18	0	0
6608	16.13	0	0
6609	16.08	0	0
6610	16.02	0	0
6611	15.97	0	0
6612	15.92	0	0
6613	15.87	0	0
6614	15.82	0	0
6615	15.76	0	0
6616	15.71	0	0
6617	15.66	0	0
6618	15.61	0	0
6619	15.56	0	0
6620	15.51	0	0
6621	15.46	0	0
6622	15.41	0	0
6623	15.36	0	0
6624	15.31	0	0
6625	15.26	0	0
6626	15.21	0	0
6627	15.16	0	0
6628	15.11	0	0
6629	15.06	0	0
6630	15.01	0	0
6631	14.96	0	0
6632	14.91	0	0
6633	14.86	0	0
6634	14.81	0	0
6635	14.77	0	0
6636	14.72	0	0
6637	14.67	0	0
6638	14.62	0	0
6639	14.57	0	0
6640	14.53	0	0
6641	14.48	0	0
6642	14.43	0	0
6643	14.39	0	0
6644	14.34	0	0
6645	14.29	0	0
6646	14.24	0	0
6647	14.2	0	0
6648	14.15	0	0
6649	14.11	0	0
6650	14.06	0	0
6651	14.01	0	0
6652	13.97	0	0
6653	13.92	0	0
6654	13.88	0	0
6655	13.83	0	0
6656	13.79	0	0
6657	13.74	0	0
6658	13.7	0	0
6659	13.65	0	0
6660	13.61	0	0
6661	13.56	0	0
6662	13.52	0	0
6663	13.47	0	0
6664	13.43	0	0
6665	13.39	0	0
6666	13.34	0	0
6667	13.3	0	0
6668	13.26	0	0
6669	13.21	0	0
6670	13.17	0	0
6671	13.13	0	0
6672	13.08	0	0
6673	13.04	0	0
6674	13	0	0
6675	12.96	0	0
6676	12.91	0	0
6677	12.87	0	0
6678	12.83	0	0
6679	12.79	0	0
6680	12.75	0	0
6681	12.7	0	0
6682	12.66	0	0
6683	12.62	0	0
6684	12.58	0	0
6685	12.54	0	0
6686	12.5	0	0
6687	12.46	0	0
6688	12.42	0	0
6689	12.38	0	0
6690	12.34	0	0
6691	12.3	0	0
6692	12.26	0	0
6693	12.22	0	0
6694	12.18	0	0
6695	12.14	0	0
6696	12.1	0	0
6697	12.06	0	0
6698	12.02	0	0
6699	11.98	0	0
6700	11.94	0	0
6701	11.9	0	0
6702	11.86	0	0
6703	11.82	0	0
6704	11.78	0	0
6705	11.75	0	0
6706	11.71	0	0
6707	11.67	0	0
6708	11.63	0	0
6709	11.59	0	0
6710	11.55	0	0
6711	11.52	0	0
6712	11.48	0	0
6713	11.44	0	0
6714	11.4	0	0
6715	11.37	0	0
6716	11.33	0	0
6717	11.29	0	0
6718	11.26	0	0
6719	11.22	0	0
6720	11.18	0	0
6721	11.15	0	0
6722	11.11	0	0
6723	11.07	0	0
6724	11.04	0	0
6725	11	0	0
6726	10.97	0	0
6727	10.93	0	0
6728	10.89	0	0
6729	10.86	0	0
6730	10.82	0	0
6731	10.79	0	0
6732	10.75	0	0
6733	10.72	0	0
6734	10.68	0	0
6735	10.65	0	0
6736	10.61	0	0
6737	10.58	0	0
6738	10.54	0	0
6739	10.51	0	0
6740	10.48	0	0
6741	10.44	0	0
6742	10.41	0	0
6743	10.37	0	0
6744	10.34	0	0
6745	10.31	0	0
6746	10.27	0	0
6747	10.24	0	0
6748	10.21	0	0
6749	10.17	0	0
6750	10.14	0	0
6751	10.11	0	0
6752	10.07	0	0
6753	10.04	0	0
6754	10.01	0	0
6755	10	3.31	0
6756	10	7.38	0
6757	10	11.37	0
6758	10	15.28	0
6759	10	19.1	0
6760	10	22.84	0
6761	10	26.49	0
6762	10	30.07	0
6763	10	33.57	0
6764	10	37	0
6765	10	40.35	0
6766	10	43.63	0
6767	10	46.84	0
6768	10	49.97	0
6769	10	53.04	0
6770	10	56.05	0
6771	10	58.99	0
6772	10	61.86	0
6773	10	64.68	0
6774	10	67.43	0
6775	10	70.12	0
6776	10	72.75	0
6777	10	75.33	0
6778	10	77.85	0
6779	10	80.32	0
6780	10	82.74	0
6781	10	85.1	0
6782	10	87.41	0
6783	10	89.67	0
6784	10	91.88	0
6785	10	94.05	0
6786	10	96.16	0
6787	10	98.24	0
6788	10	100.26	0
6789	10	102.25	0
6790	10	104.19	0
6791	10	106.09	0
6792	10	107.95	0
6793	10	109.76	0
6794	10	111.54	0
6795	10	113.28	0
6796	10	114.98	0
6797	10	116.65	0
6798	10	118.28	0
6799	10	119.88	0
6800	10	121.44	0
6801	10	122.96	0
6802	10	124.46	0
6803	10	125.92	0
6804	10	127.35	0
6805	10	128.75	0
6806	10	130.12	0
6807	10	131.46	0
6808	10	132.77	0
6809	10	134.05	0
6810	10	135.31	0
6811	10	136.53	0
6812	10	137.74	0
6813	10	138.91	0
6814	10	140.06	0
6815	10	141.19	0
6816	10	142.29	0
6817	10	143.36	0
6818	10	144.42	0
6819	10	145.45	0
6820	10	146.46	0
6821	10	147.44	0
6822	10	148.41	0
6823	10	149.35	0
6824	10	150.28	0
6825	10	151.18	0
6826	10	152.07	0
6827	10	152.93	0
6828	10	153.78	0
6829	10	154.61	0
6830	10	155.42	0
6831	10	156.21	0
6832	10	156.99	0
6833	10	157.74	0
6834	10	158.49	0
6835	10	159.21	0
6836	10	159.93	0
6837	10	160.62	0
6838	10	161.3	0
6839	10	161.97	0
6840	10	162.62	0
6841	10	163.26	0
6842	10	163.88	0
6843	10	164.49	0
6844	10	165.09	0
6845	10	165.67	0
6846	10	166.24	0
6847	10	166.8	0
6848	10	167.35	0
6849	10	167.88	0
6850	10	168.41	0
6851	10	168.92	0
6852	10	169.42	0
6853	10	169.91	0
6854	10	170.39	0
6855	10	170.86	0
6856	10	171.32	0
6857	10	171.77	0
6858	10	172.21	0
6859	10	172.64	0
6860	10	173.06	0
6861	10	173.47	0
6862	10	173.87	0
6863	10	174.26	0
6864	10	174.65	0
6865	10	175.03	0
6866	10	175.4	0
6867	10	175.76	0
6868	10	176.11	0
6869	10	176.45	0
6870	10	176.79	0
6871	10	177.12	0
6872	10	177.45	0
6873	10	177.76	0
6874	10	178.07	0
6875	10	178.38	0
6876	10	178.67	0
6877	10	178.96	0
6878	10	179.25	0
6879	10	179.52	0
6880	10	179.8	0
6881	10	180.06	0
6882	10	180.32	0
6883	10	180.57	0
6884	10	180.82	0
6885	10	181.07	0
6886	10	181.31	0
6887	10	181.55	0
6888	10	181.76	0
6889	10	181.89	0
6890	10	181.81	0
6891	10	181.44	0
6892	10	180.71	0
6893	10	179.59	0
6894	10	178.08	0
6895	10	176.19	0
6896	10	173.94	0
6897	10	171.31	0
6898	10	168.34	0
6899	10	165.05	0
6900	10	161.63	0
6901	10	158.19	0
6902	10	154.81	0
6903	10	151.49	0
6904	10	148.22	0
6905	10	145.03	0
6906	10	141.89	0
6907	10	138.83	0
6908	10	135.83	0
6909	10	132.89	0
6910	10	130.02	0
6911	10	127.2	0
6912	10	124.45	0
6913	10	121.76	0
6914	10	119.12	0
6915	10	116.55	0
6916	10	114.03	0
6917	10	111.56	0
6918	10	109.15	0
6919	10	106.79	0
6920	10	104.48	0
6921	10	102.22	0
6922	10	100.01	0
6923	10	97.85	0
6924	10	95.73	0
6925	10	93.66	0
6926	10	91.64	0
6927	10	89.66	0
6928	10	87.73	0
6929	10	85.83	0
6930	10	83.98	0
6931	10	82.16	0
6932	10	80.39	0
6933	10	78.66	0
6934	10	76.96	0
6935	10	75.3	0
6936	10	73.67	0
6937	10	72.08	0
6938	10	70.52	0
6939	10	69	0
6940	10	67.51	0
6941	10	66.05	0
6942	10	64.63	0
6943	10	63.23	0
6944	10	61.86	0
6945	10	60.53	0
6946	10	59.22	0
6947	10	57.94	0
6948	10	56.69	0
6949	10	55.47	0
6950	10	54.27	0
6951	10	53.1	0
6952	10	51.95	0
6953	10	50.83	0
6954	10	49.73	0
6955	10	48.65	0
6956	10	47.6	0
6957	10	46.57	0
6958	10	45.57	0
6959	10	44.58	0
6960	10	43.62	0
6961	10	42.68	0
6962	10	41.76	0
6963	10	40.85	0
6964	10	39.97	0
6965	10	39.11	0
6966	10	38.26	0
6967	10	37.43	0
6968	10	36.62	0
6969	10	35.83	0
6970	10	35.06	0
6971	10	34.3	0
6972	10	33.56	0
6973	10	32.83	0
6974	10	32.12	0
6975	10	31.43	0
6976	10	30.75	0
6977	10	30.08	0
6978	10	29.43	0
6979	10	28.8	0
6980	10	28.17	0
6981	10	27.56	0
6982	10	26.97	0
6983	10	26.38	0
6984	10	25.81	0
6985	10	25.26	0
6986	10	24.71	0
6987	10	24.18	0
6988	10	23.65	0
6989	10	23.14	0
6990	10	22.64	0
6991	10	22.15	0
6992	10	21.67	0
6993	10	21.2	0
6994	10	20.75	0
6995	10	20.3	0
6996	10	19.86	0
6997	10	19.43	0
6998	10	19.01	0
6999	10	18.6	0
7000	10	18.2	0
7001	10	17.8	0
7002	10	17.42	0
7003	10	17.04	0
7004	10	16.67	0
7005	10	16.31	0
7006	10	15.96	0
7007	10	15.62	0
7008	10	15.28	0
7009	10	14.95	0
7010	10	14.63	0
7011	10	14.31	0
7012	10	14	0
7013	10	13.7	0
7014	10	13.4	0
7015	10	13.11	0
7016	10	12.83	0
7017	10	12.55	0
7018	10	12.28	0
7019	10	12.02	0
7020	10	11.76	0
7021	10	11.5	0
7022	10	11.25	0
7023	10	11.01	0
7024	10	10.77	0
