Stunde im Jahr [h]	Variante 10.1 Raumlufttemperatur [C]	Variante 10.1 Heizleistung [W]	Variante 10.1 Kühlleistung [W]
7025	10	10.54	0
7026	10	10.31	0
7027	10	10.09	0
7028	10	9.87	0
7029	10	9.66	0
7030	10	9.45	0
7031	10	9.24	0
7032	10	9.04	0
7033	10	8.85	0
7034	10	8.66	0
7035	10	8.47	0
7036	10	8.29	0
7037	10	8.11	0
7038	10	7.93	0
7039	10	7.76	0
7040	10	7.59	0
7041	10	7.43	0
7042	10	7.27	0
7043	10	7.11	0
7044	10	6.96	0
7045	10	6.81	0
7046	10	6.66	0
7047	10	6.52	0
7048	10	6.38	0
7049	10	6.24	0
7050	10	6.1	0
7051	10	5.97	0
7052	10	5.84	0
7053	10	5.72	0
7054	10	5.59	0
7055	10	5.47	0
7056	10	5.35	0
7057	10	5.24	0
7058	10	5.12	0
7059	10	5.01	0
7060	10	4.91	0
7061	10	4.8	0
7062	10	4.7	0
7063	10	4.59	0
7064	10	4.5	0
7065	10	4.4	0
7066	10	4.3	0
7067	10	4.21	0
7068	10	4.12	0
7069	10	4.03	0
7070	10	3.94	0
7071	10	3.86	0
7072	10	3.77	0
7073	10	3.69	0
7074	10	3.61	0
7075	10	3.54	0
7076	10	3.46	0
7077	10	3.38	0
7078	10	3.31	0
7079	10	3.24	0
7080	10	3.17	0
7081	10	3.1	0
7082	10	3.03	0
7083	10	2.97	0
7084	10	2.9	0
7085	10	2.84	0
7086	10	2.78	0
7087	10	2.72	0
7088	10	2.66	0
7089	10	2.6	0
7090	10	2.55	0
7091	10	2.49	0
7092	10	2.44	0
7093	10	2.39	0
7094	10	2.33	0
7095	10	2.28	0
7096	10	2.23	0
7097	10	2.19	0
7098	10	2.14	0
7099	10	2.09	0
7100	10	2.05	0
7101	10	2	0
7102	10	1.96	0
7103	10	1.92	0
7104	10	1.88	0
7105	10	1.84	0
7106	10	1.8	0
7107	10	1.76	0
7108	10	1.72	0
7109	10	1.68	0
7110	10	1.65	0
7111	10	1.61	0
7112	10	1.58	0
7113	10	1.54	0
7114	10	1.51	0
7115	10	1.48	0
7116	10	1.44	0
7117	10	1.41	0
7118	10	1.38	0
7119	10	1.35	0
7120	10	1.32	0
7121	10	1.3	0
7122	10	1.27	0
7123	10	1.24	0
7124	10	1.21	0
7125	10	1.19	0
7126	10	1.16	0
7127	10	1.14	0
7128	10	1.11	0
7129	10	1.09	0
7130	10	1.06	0
7131	10	1.04	0
7132	10	1.02	0
7133	10	1	0
7134	10	0.98	0
7135	10	0.95	0
7136	10	0.93	0
7137	10	0.91	0
7138	10	0.89	0
7139	10	0.88	0
7140	10	0.86	0
7141	10	0.84	0
7142	10	0.82	0
7143	10	0.8	0
7144	10	0.78	0
7145	10	0.77	0
7146	10	0.75	0
7147	10	0.73	0
7148	10	0.72	0
7149	10	0.7	0
7150	10	0.69	0
7151	10	0.67	0
7152	10	0.66	0
7153	10	0.64	0
7154	10	0.63	0
7155	10	0.62	0
7156	10	0.6	0
7157	10	0.59	0
7158	10	0.58	0
7159	10	0.57	0
7160	10	0.55	0
7161	10	0.54	0
7162	10	0.53	0
7163	10	0.52	0
7164	10	0.51	0
7165	10	0.5	0
7166	10	0.49	0
7167	10	0.47	0
7168	10	0.46	0
7169	10	0.45	0
7170	10	0.44	0
7171	10	0.43	0
7172	10	0.43	0
7173	10	0.42	0
7174	10	0.41	0
7175	10	0.4	0
7176	10	0.39	0
7177	10	0.38	0
7178	10	0.37	0
7179	10	0.37	0
7180	10	0.36	0
7181	10	0.35	0
7182	10	0.34	0
7183	10	0.33	0
7184	10	0.33	0
7185	10	0.32	0
7186	10	0.31	0
7187	10	0.31	0
7188	10	0.3	0
7189	10	0.29	0
7190	10	0.29	0
7191	10	0.28	0
7192	10	0.28	0
7193	10	0.27	0
7194	10	0.26	0
7195	10	0.26	0
7196	10	0.25	0
7197	10	0.25	0
7198	10	0.24	0
7199	10	0.24	0
7200	10	0.23	0
7201	10	0.23	0
7202	10	0.22	0
7203	10	0.22	0
7204	10	0.21	0
7205	10	0.21	0
7206	10	0.2	0
7207	10	0.2	0
7208	10	0.19	0
7209	10	0.19	0
7210	10	0.19	0
7211	10	0.18	0
7212	10	0.18	0
7213	10	0.17	0
7214	10	0.17	0
7215	10	0.17	0
7216	10	0.16	0
7217	10	0.16	0
7218	10	0.16	0
7219	10	0.15	0
7220	10	0.15	0
7221	10	0.15	0
7222	10	0.14	0
7223	10	0.14	0
7224	10	0.14	0
7225	10	0.13	0
7226	10	0.13	0
7227	10	0.13	0
7228	10	0.13	0
7229	10	0.12	0
7230	10	0.12	0
7231	10	0.12	0
7232	10	0.11	0
7233	10	0.11	0
7234	10	0.11	0
7235	10	0.11	0
7236	10	0.11	0
7237	10	0.1	0
7238	10	0.1	0
7239	10	0.1	0
7240	10	0.1	0
7241	10	0.09	0
7242	10	0.09	0
7243	10	0.09	0
7244	10	0.09	0
7245	10	0.09	0
7246	10	0.08	0
7247	10	0.08	0
7248	10	0.08	0
7249	10	0.08	0
7250	10	0.08	0
7251	10	0.08	0
7252	10	0.07	0
7253	10	0.07	0
7254	10	0.07	0
7255	10	0.07	0
7256	10	0.07	0
7257	10	0.07	0
7258	10	0.07	0
7259	10	0.06	0
7260	10	0.06	0
7261	10	0.06	0
7262	10	0.06	0
7263	10	0.06	0
7264	10	0.06	0
7265	10	0.06	0
7266	10	0.05	0
7267	10	0.05	0
7268	10	0.05	0
7269	10	0.05	0
7270	10	0.05	0
7271	10	0.05	0
7272	10.48	66.44	0
7273	10.98	128.85	0
7274	11.48	190.41	0
7275	11.98	251.18	0
7276	12.48	311.24	0
7277	12.98	370.62	0
7278	13.48	429.33	0
7279	13.98	487.4	0
7280	14.17	500	0
7281	14.21	500	0
7282	14.26	500	0
7283	14.3	500	0
7284	14.33	500	0
7285	14.37	500	0
7286	14.4	500	0
7287	14.43	500	0
7288	14.45	500	0
7289	14.47	500	0
7290	14.49	500	0
7291	14.5	500	0
7292	14.51	500	0
7293	14.52	500	0
7294	14.53	500	0
7295	14.53	500	0
7296	14.54	500	0
7297	14.54	500	0
7298	14.55	500	0
7299	14.55	500	0
7300	14.56	500	0
7301	14.56	500	0
7302	14.57	500	0
7303	14.57	500	0
7304	14.57	500	0
7305	14.58	500	0
7306	14.58	500	0
7307	14.59	500	0
7308	14.59	500	0
7309	14.6	500	0
7310	14.6	500	0
7311	14.61	500	0
7312	14.61	500	0
7313	14.62	500	0
7314	14.62	500	0
7315	14.63	500	0
7316	14.63	500	0
7317	14.63	500	0
7318	14.64	500	0
7319	14.64	500	0
7320	14.65	500	0
7321	14.65	500	0
7322	14.66	500	0
7323	14.66	500	0
7324	14.66	500	0
7325	14.67	500	0
7326	14.67	500	0
7327	14.68	500	0
7328	14.68	500	0
7329	14.69	500	0
7330	14.69	500	0
7331	14.7	500	0
7332	14.7	500	0
7333	14.7	500	0
7334	14.71	500	0
7335	14.71	500	0
7336	14.72	500	0
7337	14.72	500	0
7338	14.72	500	0
7339	14.73	500	0
7340	14.73	500	0
7341	14.74	500	0
7342	14.74	500	0
7343	14.75	500	0
7344	14.75	500	0
7345	14.75	500	0
7346	14.76	500	0
7347	14.76	500	0
7348	14.77	500	0
7349	14.77	500	0
7350	14.77	500	0
7351	14.78	500	0
7352	14.78	500	0
7353	14.79	500	0
7354	14.79	500	0
7355	14.79	500	0
7356	14.8	500	0
7357	14.8	500	0
7358	14.81	500	0
7359	14.81	500	0
7360	14.81	500	0
7361	14.82	500	0
7362	14.82	500	0
7363	14.83	500	0
7364	14.83	500	0
7365	14.83	500	0
7366	14.84	500	0
7367	14.84	500	0
7368	14.85	500	0
7369	14.85	500	0
7370	14.85	500	0
7371	14.86	500	0
7372	14.86	500	0
7373	14.86	500	0
7374	14.87	500	0
7375	14.87	500	0
7376	14.88	500	0
7377	14.88	500	0
7378	14.88	500	0
7379	14.89	500	0
7380	14.89	500	0
7381	14.89	500	0
7382	14.9	500	0
7383	14.9	500	0
7384	14.91	500	0
7385	14.91	500	0
7386	14.91	500	0
7387	14.92	500	0
7388	14.92	500	0
7389	14.92	500	0
7390	14.93	500	0
7391	14.93	500	0
7392	14.93	500	0
7393	14.94	500	0
7394	14.94	500	0
7395	14.95	500	0
7396	14.95	500	0
7397	14.95	500	0
7398	14.96	500	0
7399	14.96	500	0
7400	14.96	500	0
7401	14.97	500	0
7402	14.97	500	0
7403	14.97	500	0
7404	14.98	500	0
7405	14.98	500	0
7406	14.98	500	0
7407	14.99	500	0
7408	14.99	500	0
7409	14.99	500	0
7410	15	500	0
7411	15	500	0
7412	15	500	0
7413	15.01	500	0
7414	15.01	500	0
7415	15.01	500	0
7416	15.02	500	0
7417	15.02	500	0
7418	15.02	500	0
7419	15.03	500	0
7420	15.03	500	0
7421	15.03	500	0
7422	15.04	500	0
7423	15.04	500	0
7424	15.04	500	0
7425	15.05	500	0
7426	15.05	500	0
7427	15.05	500	0
7428	15.06	500	0
7429	15.06	500	0
7430	15.06	500	0
7431	15.07	500	0
7432	15.07	500	0
7433	15.07	500	0
7434	15.08	500	0
7435	15.08	500	0
7436	15.08	500	0
7437	15.08	500	0
7438	15.09	500	0
7439	15.09	500	0
7440	15.09	500	0
7441	15.1	500	0
7442	15.1	500	0
7443	15.1	500	0
7444	15.11	500	0
7445	15.11	500	0
7446	15.11	500	0
7447	15.11	500	0
7448	15.12	500	0
7449	15.12	500	0
7450	15.12	500	0
7451	15.13	500	0
7452	15.13	500	0
7453	15.13	500	0
7454	15.14	500	0
7455	15.14	500	0
7456	15.14	500	0
7457	15.14	500	0
7458	15.15	500	0
7459	15.15	500	0
7460	15.15	500	0
7461	15.16	500	0
7462	15.16	500	0
7463	15.16	500	0
7464	15.16	500	0
7465	15.17	500	0
7466	15.17	500	0
7467	15.17	500	0
7468	15.18	500	0
7469	15.18	500	0
7470	15.18	500	0
7471	15.18	500	0
7472	15.19	500	0
7473	15.19	500	0
7474	15.19	500	0
7475	15.2	500	0
7476	15.2	500	0
7477	15.2	500	0
7478	15.2	500	0
7479	15.21	500	0
7480	15.21	500	0
7481	15.21	500	0
7482	15.21	500	0
7483	15.22	500	0
7484	15.22	500	0
7485	15.22	500	0
7486	15.22	500	0
7487	15.23	500	0
7488	15.23	500	0
7489	15.23	500	0
7490	15.24	500	0
7491	15.24	500	0
7492	15.24	500	0
7493	15.24	500	0
7494	15.25	500	0
7495	15.25	500	0
7496	15.25	500	0
7497	15.25	500	0
7498	15.26	500	0
7499	15.26	500	0
7500	15.26	500	0
7501	15.26	500	0
7502	15.27	500	0
7503	15.27	500	0
7504	15.27	500	0
7505	15.27	500	0
7506	15.28	500	0
7507	15.28	500	0
7508	15.28	500	0
7509	15.28	500	0
7510	15.29	500	0
7511	15.29	500	0
7512	15.29	500	0
7513	15.29	500	0
7514	15.3	500	0
7515	15.3	500	0
7516	15.3	500	0
7517	15.3	500	0
7518	15.31	500	0
7519	15.31	500	0
7520	15.31	500	0
7521	15.31	500	0
7522	15.31	500	0
7523	15.32	500	0
7524	15.32	500	0
7525	15.32	500	0
7526	15.32	500	0
7527	15.33	500	0
7528	15.33	500	0
7529	15.33	500	0
7530	15.33	500	0
7531	15.34	500	0
7532	15.34	500	0
7533	15.34	500	0
7534	15.34	500	0
7535	15.34	500	0
7536	15.35	500	0
7537	15.35	500	0
7538	15.35	500	0
7539	15.35	500	0
7540	15.36	500	0
7541	15.36	500	0
7542	15.36	500	0
7543	15.36	500	0
7544	15.36	500	0
7545	15.37	500	0
7546	15.37	500	0
7547	15.37	500	0
7548	15.37	500	0
7549	15.38	500	0
7550	15.38	500	0
7551	15.38	500	0
7552	15.38	500	0
7553	15.38	500	0
7554	15.39	500	0
7555	15.39	500	0
7556	15.39	500	0
7557	15.39	500	0
7558	15.39	500	0
7559	15.4	500	0
7560	15.4	500	0
7561	15.4	500	0
7562	15.4	500	0
7563	15.4	500	0
7564	15.41	500	0
7565	15.41	500	0
7566	15.41	500	0
7567	15.41	500	0
7568	15.41	500	0
7569	15.42	500	0
7570	15.42	500	0
7571	15.42	500	0
7572	15.42	500	0
7573	15.42	500	0
7574	15.43	500	0
7575	15.43	500	0
7576	15.43	500	0
7577	15.43	500	0
7578	15.43	500	0
7579	15.44	500	0
7580	15.44	500	0
7581	15.44	500	0
7582	15.44	500	0
7583	15.44	500	0
7584	15.45	500	0
7585	15.45	500	0
7586	15.45	500	0
7587	15.45	500	0
7588	15.45	500	0
7589	15.46	500	0
7590	15.46	500	0
7591	15.46	500	0
7592	15.46	500	0
7593	15.46	500	0
7594	15.46	500	0
7595	15.47	500	0
7596	15.47	500	0
7597	15.47	500	0
7598	15.47	500	0
7599	15.47	500	0
7600	15.48	500	0
7601	15.48	500	0
7602	15.48	500	0
7603	15.48	500	0
7604	15.48	500	0
7605	15.48	500	0
7606	15.49	500	0
7607	15.49	500	0
7608	15.49	500	0
7609	15.49	500	0
7610	15.49	500	0
7611	15.5	500	0
7612	15.5	500	0
7613	15.5	500	0
7614	15.5	500	0
7615	15.5	500	0
7616	15.5	500	0
7617	15.51	500	0
7618	15.51	500	0
7619	15.51	500	0
7620	15.51	500	0
7621	15.51	500	0
7622	15.51	500	0
7623	15.52	500	0
7624	15.52	500	0
7625	15.52	500	0
7626	15.52	500	0
7627	15.52	500	0
7628	15.52	500	0
7629	15.53	500	0
7630	15.53	500	0
7631	15.53	500	0
7632	15.53	500	0
7633	15.53	500	0
7634	15.53	500	0
7635	15.54	500	0
7636	15.54	500	0
7637	15.54	500	0
7638	15.54	500	0
7639	15.54	500	0
7640	15.54	500	0
7641	15.55	500	0
7642	15.55	500	0
7643	15.55	500	0
7644	15.55	500	0
7645	15.55	500	0
7646	15.55	500	0
7647	15.55	500	0
7648	15.56	500	0
7649	15.56	500	0
7650	15.56	500	0
7651	15.56	500	0
7652	15.56	500	0
7653	15.56	500	0
7654	15.56	500	0
7655	15.57	500	0
7656	15.57	500	0
7657	15.57	500	0
7658	15.57	500	0
7659	15.57	500	0
7660	15.57	500	0
7661	15.58	500	0
7662	15.58	500	0
7663	15.58	500	0
7664	15.58	500	0
7665	15.58	500	0
7666	15.58	500	0
7667	15.58	500	0
7668	15.59	500	0
7669	15.59	500	0
7670	15.59	500	0
7671	15.59	500	0
7672	15.59	500	0
7673	15.59	500	0
7674	15.59	500	0
7675	15.6	500	0
7676	15.6	500	0
7677	15.6	500	0
7678	15.6	500	0
7679	15.6	500	0
7680	15.6	500	0
7681	15.6	500	0
7682	15.61	500	0
7683	15.61	500	0
7684	15.61	500	0
7685	15.61	500	0
7686	15.61	500	0
7687	15.61	500	0
7688	15.61	500	0
7689	15.61	500	0
7690	15.62	500	0
7691	15.62	500	0
7692	15.62	500	0
7693	15.62	500	0
7694	15.62	500	0
7695	15.62	500	0
7696	15.62	500	0
7697	15.63	500	0
7698	15.63	500	0
7699	15.63	500	0
7700	15.63	500	0
7701	15.63	500	0
7702	15.63	500	0
7703	15.63	500	0
7704	15.63	500	0
7705	15.64	500	0
7706	15.64	500	0
7707	15.64	500	0
7708	15.64	500	0
7709	15.64	500	0
7710	15.64	500	0
7711	15.64	500	0
7712	15.64	500	0
7713	15.65	500	0
7714	15.65	500	0
7715	15.65	500	0
7716	15.65	500	0
7717	15.65	500	0
7718	15.65	500	0
7719	15.65	500	0
7720	15.65	500	0
7721	15.66	500	0
7722	15.66	500	0
7723	15.66	500	0
7724	15.66	500	0
7725	15.66	500	0
7726	15.66	500	0
7727	15.66	500	0
7728	15.66	500	0
7729	15.66	500	0
7730	15.67	500	0
7731	15.67	500	0
7732	15.67	500	0
7733	15.67	500	0
7734	15.67	500	0
7735	15.67	500	0
7736	15.67	500	0
7737	15.67	500	0
7738	15.68	500	0
7739	15.68	500	0
7740	15.68	500	0
7741	15.68	500	0
7742	15.68	500	0
7743	15.68	500	0
7744	15.68	500	0
7745	15.68	500	0
7746	15.68	500	0
7747	15.69	500	0
7748	15.69	500	0
7749	15.69	500	0
7750	15.69	500	0
7751	15.69	500	0
7752	15.69	500	0
7753	15.69	500	0
7754	15.69	500	0
7755	15.69	500	0
7756	15.7	500	0
7757	15.7	500	0
7758	15.7	500	0
7759	15.7	500	0
7760	15.7	500	0
7761	15.7	500	0
7762	15.7	500	0
7763	15.7	500	0
7764	15.7	500	0
7765	15.7	500	0
7766	15.71	500	0
7767	15.71	500	0
7768	15.71	500	0
7769	15.71	500	0
7770	15.71	500	0
7771	15.71	500	0
7772	15.71	500	0
7773	15.71	500	0
7774	15.71	500	0
7775	15.71	500	0
7776	15.72	500	0
7777	15.72	500	0
7778	15.72	500	0
7779	15.72	500	0
7780	15.72	500	0
7781	15.72	500	0
7782	15.72	500	0
7783	15.72	500	0
7784	15.72	500	0
7785	15.72	500	0
7786	15.73	500	0
7787	15.73	500	0
7788	15.73	500	0
7789	15.73	500	0
7790	15.73	500	0
7791	15.73	500	0
7792	15.73	500	0
7793	15.73	500	0
7794	15.73	500	0
7795	15.73	500	0
7796	15.74	500	0
7797	15.74	500	0
7798	15.74	500	0
7799	15.74	500	0
7800	15.74	500	0
7801	15.74	500	0
7802	15.74	500	0
7803	15.74	500	0
7804	15.74	500	0
7805	15.74	500	0
7806	15.74	500	0
7807	15.75	500	0
7808	15.75	500	0
7809	15.75	500	0
7810	15.75	500	0
7811	15.75	500	0
7812	15.75	500	0
7813	15.75	500	0
7814	15.75	500	0
7815	15.75	500	0
7816	15.75	500	0
7817	15.75	500	0
7818	15.76	500	0
7819	15.76	500	0
7820	15.76	500	0
7821	15.76	500	0
7822	15.76	500	0
7823	15.76	500	0
7824	15.76	500	0
7825	15.76	500	0
7826	15.76	500	0
7827	15.76	500	0
7828	15.76	500	0
7829	15.76	500	0
7830	15.77	500	0
7831	15.77	500	0
7832	15.77	500	0
7833	15.77	500	0
7834	15.77	500	0
7835	15.77	500	0
7836	15.77	500	0
7837	15.77	500	0
7838	15.77	500	0
7839	15.77	500	0
7840	15.77	500	0
7841	15.77	500	0
7842	15.78	500	0
7843	15.78	500	0
7844	15.78	500	0
7845	15.78	500	0
7846	15.78	500	0
7847	15.78	500	0
7848	15.78	500	0
7849	15.78	500	0
7850	15.78	500	0
7851	15.78	500	0
7852	15.78	500	0
7853	15.78	500	0
7854	15.78	500	0
7855	15.79	500	0
7856	15.79	500	0
7857	15.79	500	0
7858	15.79	500	0
7859	15.79	500	0
7860	15.79	500	0
7861	15.79	500	0
7862	15.79	500	0
7863	15.79	500	0
7864	15.79	500	0
7865	15.79	500	0
7866	15.79	500	0
7867	15.79	500	0
7868	15.8	500	0
7869	15.8	500	0
7870	15.8	500	0
7871	15.8	500	0
7872	15.8	500	0
7873	15.8	500	0
7874	15.8	500	0
7875	15.8	500	0
7876	15.8	500	0
7877	15.8	500	0
7878	15.8	500	0
7879	15.8	500	0
7880	15.8	500	0
7881	15.81	500	0
7882	15.81	500	0
7883	15.81	500	0
7884	15.81	500	0
7885	15.81	500	0
7886	15.81	500	0
7887	15.81	500	0
7888	15.81	500	0
7889	15.81	500	0
7890	15.81	500	0
7891	15.81	500	0
7892	15.81	500	0
7893	15.81	500	0
7894	15.81	500	0
7895	15.81	500	0
7896	15.82	500	0
7897	15.82	500	0
7898	15.82	500	0
7899	15.82	500	0
7900	15.82	500	0
7901	15.82	500	0
7902	15.82	500	0
7903	15.82	500	0
7904	15.82	500	0
7905	15.82	500	0
7906	15.82	500	0
7907	15.82	500	0
7908	15.82	500	0
7909	15.82	500	0
7910	15.82	500	0
7911	15.83	500	0
7912	15.83	500	0
7913	15.83	500	0
7914	15.83	500	0
7915	15.83	500	0
7916	15.83	500	0
7917	15.83	500	0
7918	15.83	500	0
7919	15.83	500	0
7920	15.83	500	0
7921	15.83	500	0
7922	15.83	500	0
7923	15.83	500	0
7924	15.83	500	0
7925	15.83	500	0
7926	15.83	500	0
7927	15.84	500	0
7928	15.84	500	0
7929	15.84	500	0
7930	15.84	500	0
7931	15.84	500	0
7932	15.84	500	0
7933	15.84	500	0
7934	15.84	500	0
7935	15.84	500	0
7936	15.84	500	0
7937	15.84	500	0
7938	15.84	500	0
7939	15.84	500	0
7940	15.84	500	0
7941	15.84	500	0
7942	15.84	500	0
7943	15.84	500	0
7944	15.85	500	0
7945	15.85	500	0
7946	15.85	500	0
7947	15.85	500	0
7948	15.85	500	0
7949	15.85	500	0
7950	15.85	500	0
7951	15.85	500	0
7952	15.85	500	0
7953	15.85	500	0
7954	15.85	500	0
7955	15.85	500	0
7956	15.85	500	0
7957	15.85	500	0
7958	15.85	500	0
7959	15.85	500	0
7960	15.85	500	0
7961	15.86	500	0
7962	15.86	500	0
7963	15.86	500	0
7964	15.86	500	0
7965	15.86	500	0
7966	15.86	500	0
7967	15.86	500	0
7968	15.86	500	0
7969	15.86	500	0
7970	15.86	500	0
7971	15.86	500	0
7972	15.86	500	0
7973	15.86	500	0
7974	15.86	500	0
7975	15.86	500	0
7976	15.86	500	0
7977	15.86	500	0
7978	15.86	500	0
7979	15.86	500	0
7980	15.87	500	0
7981	15.87	500	0
7982	15.87	500	0
7983	15.87	500	0
7984	15.87	500	0
7985	15.87	500	0
7986	15.87	500	0
7987	15.87	500	0
7988	15.87	500	0
7989	15.87	500	0
7990	15.87	500	0
7991	15.87	500	0
7992	15.87	500	0
7993	15.87	500	0
7994	15.87	500	0
7995	15.87	500	0
7996	15.87	500	0
7997	15.87	500	0
7998	15.87	500	0
7999	15.87	500	0
8000	15.88	500	0
8001	15.88	500	0
8002	15.88	500	0
8003	15.88	500	0
8004	15.88	500	0
8005	15.88	500	0
8006	15.88	500	0
8007	15.88	500	0
8008	15.88	500	0
8009	15.88	500	0
8010	15.88	500	0
8011	15.88	500	0
8012	15.88	500	0
8013	15.88	500	0
8014	15.88	500	0
8015	15.88	500	0
8016	15.88	500	0
8017	15.88	500	0
8018	15.88	500	0
8019	15.88	500	0
8020	15.88	500	0
8021	15.89	500	0
8022	15.89	500	0
8023	15.89	500	0
8024	15.89	500	0
8025	15.89	500	0
8026	15.89	500	0
8027	15.89	500	0
8028	15.89	500	0
8029	15.89	500	0
8030	15.89	500	0
8031	15.89	500	0
8032	15.89	500	0
8033	15.89	500	0
8034	15.89	500	0
8035	15.89	500	0
8036	15.89	500	0
8037	15.89	500	0
8038	15.89	500	0
8039	15.89	500	0
8040	15.89	500	0
8041	15.89	500	0
8042	15.89	500	0
8043	15.89	500	0
8044	15.9	500	0
8045	15.9	500	0
8046	15.9	500	0
8047	15.9	500	0
8048	15.9	500	0
8049	15.9	500	0
8050	15.9	500	0
8051	15.9	500	0
8052	15.9	500	0
8053	15.9	500	0
8054	15.9	500	0
8055	15.9	500	0
8056	15.9	500	0
8057	15.9	500	0
8058	15.9	500	0
8059	15.9	500	0
8060	15.9	500	0
8061	15.9	500	0
8062	15.9	500	0
8063	15.9	500	0
8064	15.9	500	0
8065	15.9	500	0
8066	15.9	500	0
8067	15.9	500	0
8068	15.91	500	0
8069	15.91	500	0
8070	15.91	500	0
8071	15.91	500	0
8072	15.91	500	0
8073	15.91	500	0
8074	15.91	500	0
8075	15.91	500	0
8076	15.91	500	0
8077	15.91	500	0
8078	15.91	500	0
8079	15.91	500	0
8080	15.91	500	0
8081	15.91	500	0
8082	15.91	500	0
8083	15.91	500	0
8084	15.91	500	0
8085	15.91	500	0
8086	15.91	500	0
8087	15.91	500	0
8088	15.91	500	0
8089	15.91	500	0
8090	15.91	500	0
8091	15.91	500	0
8092	15.91	500	0
8093	15.91	500	0
8094	15.91	500	0
8095	15.92	500	0
8096	15.92	500	0
8097	15.92	500	0
8098	15.92	500	0
8099	15.92	500	0
8100	15.92	500	0
8101	15.92	500	0
8102	15.92	500	0
8103	15.92	500	0
8104	15.92	500	0
8105	15.92	500	0
8106	15.92	500	0
8107	15.92	500	0
8108	15.92	500	0
8109	15.92	500	0
8110	15.92	500	0
8111	15.92	500	0
8112	15.92	500	0
8113	15.92	500	0
8114	15.92	500	0
8115	15.92	500	0
8116	15.92	500	0
8117	15.92	500	0
8118	15.92	500	0
8119	15.92	500	0
8120	15.92	500	0
8121	15.92	500	0
8122	15.92	500	0
8123	15.92	500	0
8124	15.93	500	0
8125	15.93	500	0
8126	15.93	500	0
8127	15.93	500	0
8128	15.93	500	0
8129	15.93	500	0
8130	15.93	500	0
8131	15.93	500	0
8132	15.93	500	0
8133	15.93	500	0
8134	15.93	500	0
8135	15.93	500	0
8136	15.93	500	0
8137	15.93	500	0
8138	15.93	500	0
8139	15.93	500	0
8140	15.93	500	0
8141	15.93	500	0
8142	15.93	500	0
8143	15.93	500	0
8144	15.93	500	0
8145	15.93	500	0
8146	15.93	500	0
8147	15.93	500	0
8148	15.93	500	0
8149	15.93	500	0
8150	15.93	500	0
8151	15.93	500	0
8152	15.93	500	0
8153	15.93	500	0
8154	15.93	500	0
8155	15.93	500	0
8156	15.94	500	0
8157	15.94	500	0
8158	15.94	500	0
8159	15.94	500	0
8160	15.94	500	0
8161	15.94	500	0
8162	15.94	500	0
8163	15.94	500	0
8164	15.94	500	0
8165	15.94	500	0
8166	15.94	500	0
8167	15.94	500	0
8168	15.94	500	0
8169	15.94	500	0
8170	15.94	500	0
8171	15.94	500	0
8172	15.94	500	0
8173	15.94	500	0
8174	15.94	500	0
8175	15.94	500	0
8176	15.94	500	0
8177	15.94	500	0
8178	15.94	500	0
8179	15.94	500	0
8180	15.94	500	0
8181	15.94	500	0
8182	15.94	500	0
8183	15.94	500	0
8184	15.94	500	0
8185	15.94	500	0
8186	15.94	500	0
8187	15.94	500	0
8188	15.94	500	0
8189	15.94	500	0
8190	15.94	500	0
8191	15.94	500	0
8192	15.95	500	0
8193	15.95	500	0
8194	15.95	500	0
8195	15.95	500	0
8196	15.95	500	0
8197	15.95	500	0
8198	15.95	500	0
8199	15.95	500	0
8200	15.95	500	0
8201	15.95	500	0
8202	15.95	500	0
8203	15.95	500	0
8204	15.95	500	0
8205	15.95	500	0
8206	15.95	500	0
8207	15.95	500	0
8208	15.95	500	0
8209	15.95	500	0
8210	15.95	500	0
8211	15.95	500	0
8212	15.95	500	0
8213	15.95	500	0
8214	15.95	500	0
8215	15.95	500	0
8216	15.95	500	0
8217	15.95	500	0
8218	15.95	500	0
8219	15.95	500	0
8220	15.95	500	0
8221	15.95	500	0
8222	15.95	500	0
8223	15.95	500	0
8224	15.95	500	0
8225	15.95	500	0
8226	15.95	500	0
8227	15.95	500	0
8228	15.95	500	0
8229	15.95	500	0
8230	15.95	500	0
8231	15.95	500	0
8232	15.96	500	0
8233	15.96	500	0
8234	15.96	500	0
8235	15.96	500	0
8236	15.96	500	0
8237	15.96	500	0
8238	15.96	500	0
8239	15.96	500	0
8240	15.96	500	0
8241	15.96	500	0
8242	15.96	500	0
8243	15.96	500	0
8244	15.96	500	0
8245	15.96	500	0
8246	15.96	500	0
8247	15.96	500	0
8248	15.96	500	0
8249	15.96	500	0
8250	15.96	500	0
8251	15.96	500	0
8252	15.96	500	0
8253	15.96	500	0
8254	15.96	500	0
8255	15.96	500	0
8256	15.96	500	0
8257	15.96	500	0
8258	15.96	500	0
8259	15.96	500	0
8260	15.96	500	0
8261	15.96	500	0
8262	15.96	500	0
8263	15.96	500	0
8264	15.96	500	0
8265	15.96	500	0
8266	15.96	500	0
8267	15.96	500	0
8268	15.96	500	0
8269	15.96	500	0
8270	15.96	500	0
8271	15.96	500	0
8272	15.96	500	0
8273	15.96	500	0
8274	15.96	500	0
8275	15.96	500	0
8276	15.96	500	0
8277	15.96	500	0
8278	15.96	500	0
8279	15.97	500	0
8280	15.97	500	0
8281	15.97	500	0
8282	15.97	500	0
8283	15.97	500	0
8284	15.97	500	0
8285	15.97	500	0
8286	15.97	500	0
8287	15.97	500	0
8288	15.97	500	0
8289	15.97	500	0
