Zeit [h]	Variante 10.1 Raumlufttemperatur [C]	Variante 10.1 Heizleistung [W]	Variante 10.1 Kühlleistung [W]	Variante 10.2 Raumlufttemperatur [C]	Variante 10.2 Heizleistung [W]	Variante 10.2 Kühlleistung [W]	Variante 10.2 Rücklauftemperatur [C]	Variante 10.2 Innentemperatur.Dach [C]	Variante 10.2 Innentemperatur.Boden [C]	Variante 10.2 Innentemperatur.Wand.Nord [C]	Variante 10.2 Innentemperatur.Wand.Ost [C]	Variante 10.2 Innentemperatur.Wand.Süd [C]	Variante 10.2 Innentemperatur.Wand.West [C]	Variante 10.3 Raumlufttemperatur [C]	Variante 10.3 Heizleistung [W]	Variante 10.3 Kühlleistung [W]	Variante 10.3 Rücklauftemperatur [C]	Variante 10.3 Innentemperatur.Dach [C]	Variante 10.3 Innentemperatur.Boden [C]	Variante 10.3 Innentemperatur.Wand.Nord [C]	Variante 10.3 Innentemperatur.Wand.Ost [C]	Variante 10.3 Innentemperatur.Wand.Süd [C]	Variante 10.3 Innentemperatur.Wand.West [C]	Variante 10.4 Raumlufttemperatur [C]	Variante 10.4 Heizleistung [W]	Variante 10.4 Kühlleistung [W]	Variante 10.4 Rücklauftemperatur [C]	Variante 10.4 Innentemperatur.Dach [C]	Variante 10.4 Innentemperatur.Boden [C]	Variante 10.4 Innentemperatur.Wand.Nord [C]	Variante 10.4 Innentemperatur.Wand.Ost [C]	Variante 10.4 Innentemperatur.Wand.Süd [C]	Variante 10.4 Innentemperatur.Wand.West [C]	Variante 10.5 Raumlufttemperatur [C]	Variante 10.5 Heizleistung [W]	Variante 10.5 Kühlleistung [W]	Variante 10.5 Rücklauftemperatur [C]	Variante 10.5 Innentemperatur.Dach [C]	Variante 10.5 Innentemperatur.Boden [C]	Variante 10.5 Innentemperatur.Wand.Nord [C]	Variante 10.5 Innentemperatur.Wand.Ost [C]	Variante 10.5 Innentemperatur.Wand.Süd [C]	Variante 10.5 Innentemperatur.Wand.West [C]	Variante 10.6 Raumlufttemperatur [C]	Variante 10.6 Heizleistung [W]	Variante 10.6 Kühlleistung [W]	Variante 10.6 Rücklauftemperatur [C]	Variante 10.6 Innentemperatur.Dach [C]	Variante 10.6 Innentemperatur.Boden [C]	Variante 10.6 Innentemperatur.Wand.Nord [C]	Variante 10.6 Innentemperatur.Wand.Ost [C]	Variante 10.6 Innentemperatur.Wand.Süd [C]	Variante 10.6 Innentemperatur.Wand.West [C]
4142	29.9617	383.476	0	29.7109	408.45	-320.145	34.5114	27.2481	32.9121	27.2481	27.2481	27.2481	27.2481	30.9646	449.05	-169.519	34.4629	29.6683	32.6598	29.6624	29.6573	29.6624	29.6573	20.6476	0.000104577	-84.1624	21.7184	20.0357	21.5317	20.0357	20.0357	20.0357	20.0357	21.0493	-0.362736	-127.232	22.5346	20.2106	22.4838	20.2099	20.2079	20.2099	20.2079	23.4368	-0.462181	-0.0246474	21.9341	39.0969	30.2742	39.0969	30.2742	39.0969	30.2742
4143	29.9617	383.476	0	29.7112	408.429	-320.124	34.5115	27.2486	32.9123	27.2486	27.2486	27.2486	27.2486	30.9646	449.045	-169.516	34.4629	29.6684	32.6598	29.6625	29.6574	29.6625	29.6574	20.5805	0.000105733	-76.8131	21.5897	20.0165	21.3807	20.0165	20.0165	20.0165	20.0165	20.8153	-0.0447165	-89.3636	22.0112	20.2187	21.8163	20.2181	20.2161	20.2181	20.2161	23.5344	-0.914161	-0.0353914	22.1636	40.0385	30.2885	40.0385	30.2885	40.0385	30.2885
4144	29.9617	383.476	0	29.7115	408.408	-320.103	34.5115	27.2491	32.9124	27.2491	27.2491	27.2491	27.2491	30.9647	449.039	-169.513	34.4629	29.6685	32.6598	29.6626	29.6574	29.6626	29.6574	20.5267	0.000106659	-71.4408	21.4827	19.999	21.2672	19.999	19.999	19.999	19.999	20.6713	-0.0109077	-68.6175	21.7008	20.2002	21.4239	20.1997	20.1978	20.1997	20.1978	23.6192	-0.120861	-0.0450915	22.36	40.7514	30.308	40.7514	30.308	40.7514	30.308
4145	29.9617	383.476	0	29.7119	408.387	-320.083	34.5115	27.2495	32.9125	27.2495	27.2495	27.2495	27.2495	30.9648	449.034	-169.511	34.4629	29.6685	32.6598	29.6626	29.6575	29.6626	29.6575	20.4804	0.000107452	-67.1765	21.3885	19.9827	21.1748	19.9827	19.9827	19.9827	19.9827	20.5769	1.91E-05	-56.8628	21.4964	20.1777	21.1897	20.1774	20.1755	20.1774	20.1755	23.6986	-0.0181105	-0.0536092	22.5371	41.0781	30.3322	41.0781	30.3322	41.0781	30.3322
4146	29.9617	383.476	0	29.7122	408.366	-320.063	34.5115	27.25	32.9127	27.25	27.25	27.25	27.25	30.9648	449.029	-169.508	34.4629	29.6686	32.6599	29.6627	29.6576	29.6627	29.6576	20.4387	0.000108163	-63.5619	21.3025	19.9671	21.0949	19.9671	19.9671	19.9671	19.9671	20.5091	0.000116299	-49.5695	21.347	20.156	21.0371	20.1558	20.154	20.1558	20.154	23.7756	-0.00615986	-0.0608634	22.7021	41.0412	30.3604	41.0412	30.3604	41.0412	30.3604
4147	29.9617	383.476	0	29.7125	408.346	-320.043	34.5116	27.2505	32.9128	27.2505	27.2505	27.2505	27.2505	30.9649	449.023	-169.506	34.4629	29.6687	32.6599	29.6628	29.6577	29.6628	29.6577	20.3995	0.000108825	-60.3511	21.2207	19.9517	21.0225	19.9517	19.9517	19.9517	19.9517	20.4557	0.000108613	-44.5363	21.2258	20.136	20.927	20.1358	20.1341	20.1358	20.1341	23.8515	-0.00212108	-0.066541	22.8581	40.6057	30.3916	40.6057	30.3916	40.6057	30.3916
4148	29.9617	383.476	0	29.7128	408.326	-320.023	34.5116	27.251	32.9129	27.251	27.251	27.251	27.251	30.9649	449.018	-169.504	34.4629	29.6688	32.6599	29.6629	29.6577	29.6629	29.6577	20.3605	0.000109466	-57.409	21.1404	19.9354	20.9541	19.9354	19.9354	19.9354	19.9354	20.4088	0.000109536	-40.6863	21.1191	20.1164	20.8388	20.1163	20.1146	20.1163	20.1146	23.9263	-2.27E-05	-0.0703432	23.0061	39.5925	30.4249	39.5925	30.4249	39.5925	30.4249
4149	29.9617	383.476	0	29.7131	408.306	-320.003	34.5116	27.2514	32.913	27.2514	27.2514	27.2514	27.2514	30.965	449.013	-169.501	34.4629	29.6688	32.66	29.6629	29.6578	29.6629	29.6578	20.3206	0.000110097	-54.667	21.0616	19.917	20.8873	19.917	19.917	19.917	19.917	20.3646	0.000110344	-37.5031	21.0213	20.0956	20.7616	20.0956	20.0939	20.0956	20.0939	23.9886	-303.938	-0.0719461	21.8103	37.9249	30.4593	37.9249	30.4593	37.9249	30.4593
4150	29.9617	383.476	0	29.7135	408.286	-319.984	34.5116	27.2519	32.9132	27.2519	27.2519	27.2519	27.2519	30.965	449.008	-169.499	34.4629	29.6689	32.66	29.663	29.6579	29.663	29.6579	20.28	0.000110715	-52.0884	20.9842	19.8966	20.8213	19.8966	19.8966	19.8966	19.8966	20.3217	0.000111093	-34.7343	20.9296	20.0735	20.6904	20.0735	20.0718	20.0735	20.0718	23.445	-1246.52	-0.0708487	20.4616	36.3004	30.4934	36.3004	30.4934	36.3004	30.4934
4151	29.9617	383.476	0	29.7138	408.267	-319.965	34.5117	27.2524	32.9133	27.2524	27.2524	27.2524	27.2524	30.9651	449.003	-169.497	34.4629	29.669	32.66	29.6631	29.6579	29.6631	29.6579	20.2386	0.000111326	-49.6476	20.9073	19.8743	20.7559	19.8743	19.8743	19.8743	19.8743	20.2791	0.000111804	-32.249	20.8415	20.0499	20.6229	20.05	20.0483	20.05	20.0483	23.1726	-828.056	-0.0666329	20.2438	34.7451	30.5255	34.7451	30.5255	34.7451	30.5255
4152	29.9617	383.476	0	29.7141	408.247	-319.946	34.5117	27.2528	32.9134	27.2528	27.2528	27.2528	27.2528	30.9652	448.998	-169.494	34.4629	29.669	32.6601	29.6632	29.658	29.6632	29.658	20.1959	0.000111934	-47.3279	20.8307	19.85	20.6907	19.85	19.85	19.85	19.85	20.236	0.000112492	-29.9775	20.756	20.0246	20.5574	20.0246	20.023	20.0246	20.023	23.1214	-548.016	-0.0600417	20.3829	33.396	30.5543	33.396	30.5543	33.396	30.5543
4153	29.9617	383.476	0	29.7144	408.228	-319.927	34.5117	27.2533	32.9135	27.2533	27.2533	27.2533	27.2533	30.9652	448.993	-169.492	34.4629	29.6691	32.6601	29.6632	29.6581	29.6632	29.6581	20.1521	0.000112537	-45.1215	20.755	19.8236	20.6253	19.8236	19.8236	19.8236	19.8236	20.1923	0.000113158	-27.8844	20.6733	19.9972	20.4931	19.9973	19.9957	19.9973	19.9957	23.1663	-356.175	-0.0520065	20.6786	32.1961	30.5789	32.1961	30.5789	32.1961	30.5789
4154	29.9617	383.476	0	29.7147	408.209	-319.908	34.5117	27.2537	32.9136	27.2537	27.2537	27.2537	27.2537	30.9653	448.989	-169.49	34.4629	29.6692	32.6601	29.6633	29.6581	29.6633	29.6581	20.1078	0.000113131	-43.0229	20.681	19.7956	20.5602	19.7956	19.7956	19.7956	19.7956	20.1485	0.0001138	-25.948	20.5938	19.9682	20.4299	19.9683	19.9668	19.9683	19.9668	23.2535	-224.548	-0.0434194	20.9978	31.0567	30.599	31.0567	30.599	31.0567	30.599
4155	29.9617	383.476	0	29.715	408.19	-319.89	34.5117	27.2542	32.9137	27.2542	27.2542	27.2542	27.2542	30.9653	448.984	-169.488	34.4629	29.6693	32.6602	29.6634	29.6582	29.6634	29.6582	20.0637	0.00011371	-41.025	20.6088	19.7667	20.496	19.7667	19.7667	19.7667	19.7667	20.1051	0.000114417	-24.1539	20.5175	19.9383	20.3683	19.9385	19.937	19.9385	19.937	23.3502	-131.364	-0.034855	21.3294	30.0796	30.6144	30.0796	30.6144	30.0796	30.6144
4156	29.9617	383.476	0	29.7153	408.172	-319.872	34.5118	27.2546	32.9138	27.2546	27.2546	27.2546	27.2546	30.9654	448.979	-169.486	34.4629	29.6693	32.6602	29.6634	29.6583	29.6634	29.6583	20.02	0.000114273	-39.121	20.5387	19.7375	20.433	19.7375	19.7375	19.7375	19.7375	20.0623	0.000115009	-22.4847	20.4443	19.908	20.3085	19.9082	19.9067	19.9082	19.9067	23.4555	-45.1614	-0.0265759	21.6841	29.1216	30.6252	29.1216	30.6252	29.1216	30.6252
4157	29.9617	383.476	0	29.7156	408.154	-319.854	34.5118	27.255	32.914	27.255	27.255	27.255	27.255	30.9654	448.975	-169.483	34.4629	29.6694	32.6602	29.6635	29.6583	29.6635	29.6583	20.8619	2625.18	-69.4112	26.3579	19.7151	20.8777	19.7151	19.7151	19.7151	19.7151	20.0203	0.000115576	-20.9335	20.3742	19.8776	20.2506	19.8779	19.8764	19.8779	19.8764	23.5754	54.1861	-0.018727	22.1113	28.0711	30.6319	28.0711	30.6319	28.0711	30.6319
4158	29.9617	383.476	0	29.7159	408.135	-319.836	34.5118	27.2555	32.9141	27.2555	27.2555	27.2555	27.2555	30.9655	448.97	-169.481	34.463	29.6694	32.6602	29.6636	29.6584	29.6636	29.6584	21.2698	0.318839	-199.626	23.3744	19.7817	23.2818	19.7817	19.7817	19.7817	19.7817	20.5981	2286.78	-37.8712	26.273	19.8551	20.4795	19.8553	19.8538	19.8553	19.8538	23.709	126.966	-0.0112832	22.5092	26.9903	30.6348	26.9903	30.6348	26.9903	30.6348
4159	29.9617	383.476	0	29.7161	408.117	-319.818	34.5118	27.2559	32.9142	27.2559	27.2559	27.2559	27.2559	30.9655	448.966	-169.479	34.463	29.6695	32.6603	29.6636	29.6585	29.6636	29.6585	20.9778	-0.109873	-166.94	22.7613	19.81	22.7862	19.81	19.81	19.81	19.81	21.2965	647.292	-165.268	23.5398	19.9932	22.8606	19.992	19.9897	19.992	19.9897	23.8148	100.942	-0.00397593	22.7077	26.3825	30.634	26.3825	30.634	26.3825	30.634
4160	29.9617	383.476	0	29.7164	408.099	-319.801	34.5119	27.2563	32.9143	27.2563	27.2563	27.2563	27.2563	30.9655	448.962	-169.477	34.463	29.6696	32.6603	29.6637	29.6585	29.6637	29.6585	20.7771	0.00511259	-137.366	22.3848	19.7983	22.2443	19.7983	19.7983	19.7983	19.7983	20.9603	9.46E-05	-133.008	22.6777	20.0731	22.4496	20.0714	20.0688	20.0714	20.0688	23.8407	-50.8537	0.00327646	22.5634	26.6868	30.6296	26.6868	30.6296	26.6868	30.6296
4161	29.9617	383.476	0	29.7167	408.082	-319.783	34.5119	27.2567	32.9144	27.2567	27.2567	27.2567	27.2567	30.9656	448.957	-169.475	34.463	29.6696	32.6603	29.6638	29.6586	29.6638	29.6586	20.6406	-1.19E-06	-119.173	22.1279	19.7775	21.8965	19.7775	19.7775	19.7775	19.7775	20.741	9.97E-05	-99.5354	22.1925	20.0621	21.8375	20.0606	20.0581	20.0606	20.0581	23.7702	-231.159	0.00968325	22.2298	27.7776	30.6218	27.7776	30.6218	27.7776	30.6218
4162	29.9617	383.476	0	29.717	408.064	-319.766	34.5119	27.2571	32.9145	27.2571	27.2571	27.2571	27.2571	30.9656	448.953	-169.473	34.463	29.6697	32.6603	29.6638	29.6587	29.6638	29.6587	20.5419	0.000104402	-107.4	21.9375	19.755	21.6628	19.755	19.755	19.755	19.755	20.5997	0.000102751	-80.8281	21.8845	20.0353	21.4739	20.034	20.0316	20.034	20.0316	23.6436	-378.657	0.013729	21.792	29.0377	30.6115	29.0377	30.6115	29.0377	30.6115
4163	29.9617	383.476	0	29.7173	408.047	-319.749	34.5119	27.2575	32.9146	27.2575	27.2575	27.2575	27.2575	30.9657	448.949	-169.471	34.463	29.6698	32.6604	29.6639	29.6587	29.6639	29.6587	20.4656	0.000104069	-99.135	21.7855	19.7337	21.4936	19.7337	19.7337	19.7337	19.7337	20.5019	0.00010479	-69.5674	21.668	20.0077	21.2438	20.0065	20.0042	20.0065	20.0042	23.4742	-533.094	0.0144387	21.2248	30.4884	30.6005	30.4884	30.6005	30.4884	30.6005
4164	29.9617	383.476	0	29.7175	408.03	-319.732	34.5119	27.2579	32.9147	27.2579	27.2579	27.2579	27.2579	30.9657	448.945	-169.47	34.463	29.6698	32.6604	29.6639	29.6588	29.6639	29.6588	20.4031	0.000105196	-92.8149	21.6566	19.7146	21.3615	19.7146	19.7146	19.7146	19.7146	20.4287	0.000106291	-62.0498	21.5007	19.9829	21.0843	19.9819	19.9796	19.9819	19.9796	23.2621	-687.052	0.0119964	20.5756	32.1674	30.5905	32.1674	30.5905	32.1674	30.5905
4165	29.9617	383.476	0	29.7178	408.013	-319.716	34.512	27.2583	32.9148	27.2583	27.2583	27.2583	27.2583	30.9658	448.941	-169.468	34.463	29.6699	32.6604	29.664	29.6588	29.664	29.6588	20.3493	0.000106155	-87.6085	21.5424	19.6975	21.2517	19.6975	19.6975	19.6975	19.6975	20.3699	0.000107494	-56.4736	21.362	19.9614	20.9631	19.9604	19.9583	19.9604	19.9583	23.0323	-761.739	0.00707038	20.2074	33.7604	30.583	33.7604	30.583	33.7604	30.583
4166	29.9617	383.476	0	29.7181	407.996	-319.699	34.512	27.2587	32.9149	27.2587	27.2587	27.2587	27.2587	30.9658	448.937	-169.466	34.463	29.6699	32.6604	29.664	29.6589	29.664	29.6589	20.3016	0.000107016	-83.0754	21.4385	19.6823	21.1558	19.6823	19.6823	19.6823	19.6823	20.3201	0.000108516	-51.9643	21.2412	19.9427	20.864	19.9418	19.9397	19.9418	19.9397	23.1347	1.20517	0.000113864	21.2078	35.0009	30.579	35.0009	30.579	35.0009	30.579
4167	29.9617	383.476	0	29.7183	407.98	-319.683	34.512	27.2591	32.915	27.2591	27.2591	27.2591	27.2591	30.9658	448.933	-169.464	34.463	29.67	32.6605	29.6641	29.659	29.6641	29.659	20.2582	0.000107809	-78.9789	21.342	19.6687	21.0694	19.6687	19.6687	19.6687	19.6687	20.2763	0.000109422	-48.0921	21.1327	19.9263	20.7787	19.9255	19.9234	19.9255	19.9234	23.3038	-0.176754	-0.00814112	21.6271	35.8893	30.5794	35.8893	30.5794	35.8893	30.5794
4168	29.9617	383.476	0	29.7186	407.963	-319.667	34.512	27.2595	32.9151	27.2595	27.2595	27.2595	27.2595	30.9659	448.929	-169.462	34.463	29.67	32.6605	29.6641	29.659	29.6641	29.659	20.218	0.000108548	-75.1925	21.2515	19.6564	20.9898	19.6564	19.6564	19.6564	19.6564	20.2367	0.000110243	-44.6425	21.0335	19.9115	20.7026	19.9108	19.9087	19.9108	19.9087	23.4229	0.0192895	-0.0165962	21.9165	36.5505	30.5844	36.5505	30.5844	36.5505	30.5844
4169	29.9617	383.476	0	29.7188	407.947	-319.651	34.512	27.2599	32.9152	27.2599	27.2599	27.2599	27.2599	30.9659	448.925	-169.46	34.463	29.6701	32.6605	29.6642	29.6591	29.6642	29.6591	20.1803	0.000109245	-71.6467	21.1655	19.645	20.9155	19.645	19.645	19.645	19.645	20.2003	0.000110999	-41.5046	20.9414	19.8979	20.6334	19.8972	19.8952	19.8972	19.8952	23.5153	0.0662613	-0.0243785	22.1403	37.0651	30.5938	37.0651	30.5938	37.0651	30.5938
4170	29.9617	383.476	0	29.7191	407.931	-319.635	34.5121	27.2603	32.9153	27.2603	27.2603	27.2603	27.2603	30.966	448.921	-169.458	34.463	29.6701	32.6605	29.6643	29.6591	29.6643	29.6591	20.1441	0.000109913	-68.2853	21.0828	19.634	20.845	19.634	19.634	19.634	19.634	20.1659	0.000111707	-38.6158	20.8546	19.8849	20.5691	19.8843	19.8823	19.8843	19.8823	23.5941	0.136403	-0.031091	22.3293	37.339	30.607	37.339	30.607	37.339	30.607
4171	29.9617	383.476	0	29.7194	407.915	-319.62	34.5121	27.2606	32.9154	27.2606	27.2606	27.2606	27.2606	30.966	448.918	-169.457	34.463	29.6702	32.6606	29.6643	29.6592	29.6643	29.6592	20.1087	0.000110558	-65.1006	21.0026	19.6228	20.7774	19.6228	19.6228	19.6228	19.6228	20.1324	1.12E-04	-35.9405	20.772	19.8715	20.5085	19.871	19.8691	19.871	19.8691	23.6659	0.0552906	-0.0366569	22.4976	37.2505	30.6232	37.2505	30.6232	37.2505	30.6232
4172	29.9617	383.476	0	29.7196	407.899	-319.604	34.5121	27.261	32.9155	27.261	27.261	27.261	27.261	30.966	448.914	-169.455	34.463	29.6702	32.6606	29.6644	29.6592	29.6644	29.6592	20.0736	0.000111184	-62.0721	20.925	19.6109	20.7118	19.6109	19.6109	19.6109	19.6109	20.0996	1.13E-04	-33.4566	20.6936	19.8575	20.4505	19.857	19.8551	19.857	19.8551	23.7339	0.00400111	-0.0409812	22.6523	36.5243	30.642	36.5243	30.642	36.5243	30.642
4173	29.9617	383.476	0	29.7199	407.884	-319.589	34.5121	27.2614	32.9156	27.2614	27.2614	27.2614	27.2614	30.9661	448.91	-169.453	34.463	29.6703	32.6606	29.6644	29.6593	29.6644	29.6593	20.0389	0.000111789	-59.1869	20.8499	19.5983	20.6481	19.5983	19.5983	19.5983	19.5983	20.0673	1.14E-04	-31.1479	20.6189	19.8427	20.3949	19.8423	19.8404	19.8423	19.8404	23.7992	-9.56E-05	-0.0436892	22.7963	35.1437	30.6623	35.1437	30.6623	35.1437	30.6623
4174	29.9617	383.476	0	29.7201	407.868	-319.574	34.5121	27.2617	32.9157	27.2617	27.2617	27.2617	27.2617	30.9661	448.907	-169.452	34.463	29.6703	32.6606	29.6645	29.6593	29.6645	29.6593	20.0121	604.163	-56.5365	23.8647	19.585	20.5874	19.585	19.585	19.585	19.585	20.0356	1.14E-04	-28.9999	20.5477	19.8272	20.3414	19.8269	19.8251	19.8269	19.8251	23.8617	-3.21E-05	-0.0440224	22.9301	33.8344	30.6831	33.8344	30.6831	33.8344	30.6831
4175	29.9617	383.476	0	29.7203	407.853	-319.559	34.5121	27.2621	32.9158	27.2621	27.2621	27.2621	27.2621	30.9662	448.903	-169.45	34.463	29.6704	32.6606	29.6645	29.6594	29.6645	29.6594	21.4007	2026	-166.229	24.2278	19.6154	22.4484	19.6154	19.6154	19.6154	19.6154	20.0114	6.04E+02	-27.0904	23.5813	19.8112	20.2911	19.8109	19.8091	19.8109	19.8091	23.9205	-2.80E-05	-0.041435	23.0538	32.5574	30.703	32.5574	30.703	32.5574	30.703
4176	29.9617	383.476	0	29.7206	407.838	-319.544	34.5122	27.2625	32.9159	27.2625	27.2625	27.2625	27.2625	30.9662	448.9	-169.448	34.463	29.6704	32.6607	29.6646	29.6594	29.6646	29.6594	21.1408	-0.373469	-204.45	23.3039	19.6971	23.3345	19.6971	19.6971	19.6971	19.6971	21.4071	2.33E+03	-129	24.3447	19.8816	22.0534	19.8806	19.8784	19.8806	19.8784	23.9748	-2.29E-05	-0.0365407	23.1676	31.262	30.7206	31.262	30.7206	31.262	30.7206
4177	29.9617	383.476	0	29.7208	407.823	-319.529	34.5122	27.2628	32.916	27.2628	27.2628	27.2628	27.2628	30.9662	448.896	-169.447	34.463	29.6705	32.6607	29.6646	29.6595	29.6646	29.6595	20.9015	-0.878607	-166.724	22.8205	19.7122	22.6805	19.7122	19.7122	19.7122	19.7122	21.1089	-4.11E-01	-158.567	23.1061	20.0385	22.8637	20.0363	20.0335	20.0363	20.0335	23.9248	-345.232	-0.0302167	22.4088	30.0129	30.7349	30.0129	30.7349	30.0129	30.7349
4178	29.9617	383.476	0	29.7211	407.808	-319.515	34.5122	27.2631	32.9161	27.2631	27.2631	27.2631	27.2631	30.9663	448.893	-169.445	34.4631	29.6705	32.6607	29.6647	29.6595	29.6647	29.6595	20.742	0.195017	-142.662	22.506	19.7067	22.2431	19.7067	19.7067	19.7067	19.7067	20.8515	-1.61E-01	-116.288	22.5031	20.0588	22.1329	20.0567	20.0539	20.0567	20.0539	23.7953	-279.497	-0.0230139	22.5046	28.649	30.7455	28.649	30.7455	28.649	30.7455
4179	29.9617	383.476	0	29.7213	407.794	-319.5	34.5122	27.2635	32.9162	27.2635	27.2635	27.2635	27.2635	30.9663	448.89	-169.444	34.4631	29.6706	32.6607	29.6647	29.6596	29.6647	29.6596	20.6308	-0.0197388	-127.334	22.2794	19.6954	21.9568	19.6954	19.6954	19.6954	19.6954	20.6898	-1.09E-03	-92.367	22.1342	20.0448	21.6885	20.0429	20.0402	20.0429	20.0402	23.8456	-49.6221	-0.0152789	22.8241	27.2088	30.752	27.2088	30.752	27.2088	30.752
4180	29.9617	383.476	0	29.7215	407.779	-319.486	34.5122	27.2638	32.9163	27.2638	27.2638	27.2638	27.2638	30.9663	448.887	-169.442	34.4631	29.6706	32.6608	29.6648	29.6596	29.6648	29.6596	20.5472	-0.0444782	-116.844	22.1011	19.6821	21.7558	19.6821	19.6821	19.6821	19.6821	20.5813	1.03E-04	-78.3203	21.8826	20.0243	21.4156	20.0226	20.02	20.0226	20.02	23.9457	59.2522	-0.00704529	23.1708	26.0954	30.7543	26.0954	30.7543	26.0954	30.7543
4181	29.9617	383.476	0	29.7218	407.765	-319.472	34.5123	27.2642	32.9164	27.2642	27.2642	27.2642	27.2642	30.9664	448.883	-169.441	34.4631	29.6707	32.6608	29.6648	29.6597	29.6648	29.6597	20.4789	0.00430695	-109.012	21.9512	19.6682	21.6022	19.6682	19.6682	19.6682	19.6682	20.5014	1.05E-04	-69.2375	21.6924	20.0035	21.232	20.0019	19.9994	20.0019	19.9994	24.0547	122.852	0.00164217	23.494	25.1884	30.7523	25.1884	30.7523	25.1884	30.7523
4182	29.9617	383.476	0	29.722	407.75	-319.458	34.5123	27.2645	32.9164	27.2645	27.2645	27.2645	27.2645	30.9664	448.88	-169.439	34.4631	29.6707	32.6608	29.6649	29.6597	29.6649	29.6597	20.4197	0.000172346	-102.691	21.8185	19.6542	21.4756	19.6542	19.6542	19.6542	19.6542	20.4372	1.06E-04	-62.7044	21.5361	19.9835	21.0953	19.9821	19.9797	19.9821	19.9797	24.1472	125.014	0.0101825	23.6926	24.5961	30.7457	24.5961	30.7457	24.5961	30.7457
4183	29.9617	383.476	0	29.7222	407.736	-319.444	34.5123	27.2648	32.9165	27.2648	27.2648	27.2648	27.2648	30.9664	448.877	-169.438	34.4631	29.6708	32.6608	29.6649	29.6597	29.6649	29.6597	20.3661	-3.70E-05	-97.2652	21.6972	19.6401	21.3652	19.6401	19.6401	19.6401	19.6401	20.3822	1.07E-04	-57.5406	21.4003	19.9646	20.9845	19.9633	19.961	19.9633	19.961	24.1973	72.0179	0.0180465	23.7482	24.4857	30.7351	24.4857	30.7351	24.4857	30.7351
4184	29.9617	383.476	0	29.7224	407.723	-319.43	34.5123	27.2652	32.9166	27.2652	27.2652	27.2652	27.2652	30.9665	448.874	-169.436	34.4631	29.6708	32.6608	29.6649	29.6598	29.6649	29.6598	20.3162	0.000107527	-92.4078	21.5839	19.6262	21.265	19.6262	19.6262	19.6262	19.6262	20.3329	1.08E-04	-53.1738	21.278	19.9466	20.8889	19.9454	19.9431	19.9454	19.9431	24.1842	-67.6764	0.0247635	23.5167	24.9866	30.7209	24.9866	30.7209	24.9866	30.7209
4185	29.9617	383.476	0	29.7226	407.709	-319.417	34.5123	27.2655	32.9167	27.2655	27.2655	27.2655	27.2655	30.9665	448.871	-169.435	34.4631	29.6709	32.6608	29.665	29.6598	29.665	29.6598	20.2691	0.000106668	-87.9426	21.4772	19.6123	21.1719	19.6123	19.6123	19.6123	19.6123	20.2875	1.09E-04	-49.3206	21.1659	19.9292	20.8031	19.9281	19.9258	19.9281	19.9258	24.0922	-223.613	0.0296883	23.1569	26.1198	30.704	26.1198	30.704	26.1198	30.704
4186	29.9617	383.476	0	29.7229	407.695	-319.404	34.5123	27.2658	32.9168	27.2658	27.2658	27.2658	27.2658	30.9665	448.868	-169.434	34.4631	29.6709	32.6609	29.665	29.6599	29.665	29.6599	20.2248	0.000107517	-83.7741	21.3772	19.5988	21.0844	19.5988	19.5988	19.5988	19.5988	20.2455	1.10E-04	-45.8365	21.0633	19.9124	20.7246	19.9114	19.9092	19.9114	19.9092	23.9644	-335.104	0.0320241	22.747	27.2626	30.6856	27.2626	30.6856	27.2626	30.6856
4187	29.9617	383.476	0	29.7231	407.682	-319.39	34.5123	27.2661	32.9169	27.2661	27.2661	27.2661	27.2661	30.9666	448.865	-169.432	34.4631	29.671	32.6609	29.6651	29.6599	29.6651	29.6599	20.1839	0.00010828	-79.849	21.2845	19.5866	21.0025	19.5866	19.5866	19.5866	19.5866	20.2074	1.11E-04	-42.6449	20.97	19.8971	20.6526	19.8962	19.894	19.8962	19.894	23.819	-421.522	0.0313303	22.3263	28.3687	30.6674	28.3687	30.6674	28.3687	30.6674
4188	29.9617	383.476	0	29.7233	407.668	-319.377	34.5124	27.2664	32.9169	27.2664	27.2664	27.2664	27.2664	30.9666	448.862	-169.431	34.4631	29.671	32.6609	29.6651	29.66	29.6651	29.66	20.1473	0.000108983	-76.1341	21.1997	19.5767	20.9265	19.5767	19.5767	19.5767	19.5767	20.174	1.11E-04	-39.7005	20.8863	19.8842	20.5873	19.8833	19.8812	19.8833	19.8812	23.6677	-487.77	0.0283663	21.9109	29.3957	30.6506	29.3957	30.6506	29.3957	30.6506
4189	29.9617	383.476	0	29.7235	407.655	-319.364	34.5124	27.2667	32.917	27.2667	27.2667	27.2667	27.2667	30.9666	448.859	-169.43	34.4631	29.671	32.6609	29.6652	29.66	29.6652	29.66	20.1159	0.000109622	-72.6078	21.1229	19.5702	20.8573	19.5702	19.5702	19.5702	19.5702	20.1459	1.12E-04	-36.9737	20.8122	19.8747	20.5292	19.8739	19.8718	19.8739	19.8718	23.5101	-560.402	0.0238264	21.4556	30.4359	30.6363	30.4359	30.6363	30.4359	30.6363
