Stunde im Jahr [h]	Variante 10.1 Raumlufttemperatur [C]	Variante 10.1 Heizleistung [W]	Variante 10.1 Kühlleistung [W]	Variante 10.2 Raumlufttemperatur [C]	Variante 10.2 Heizleistung [W]	Variante 10.2 Kühlleistung [W]	Variante 10.2 Rücklauftemperatur [C]	Variante 10.2 Innentemperatur.Dach [C]	Variante 10.2 Innentemperatur.Boden [C]	Variante 10.2 Innentemperatur.Wand.Nord [C]	Variante 10.2 Innentemperatur.Wand.Ost [C]	Variante 10.2 Innentemperatur.Wand.Süd [C]	Variante 10.2 Innentemperatur.Wand.West [C]
4491	31.0116	0	116.424	34.3194	41.9675	0	34.9361	33.9935	34.7346	33.9935	33.9935	33.9935	33.9935
4492	31.0118	0	117.703	34.3373	40.9137	0	34.9387	34.0195	34.742	34.0195	34.0195	34.0195	34.0195
4493	31.0119	0	118.953	34.3549	39.8706	0	34.9413	34.0452	34.7493	34.0452	34.0452	34.0452	34.0452
4494	31.012	0	120.174	34.3724	38.8378	0	34.9438	34.0707	34.7565	34.0707	34.0707	34.0707	34.0707
4495	31.0121	0	121.368	34.3897	37.8155	0	34.9463	34.0959	34.7636	34.0959	34.0959	34.0959	34.0959
4496	31.0123	0	122.534	34.4069	36.8034	0	34.9487	34.1208	34.7706	34.1208	34.1208	34.1208	34.1208
4497	31.0124	0	123.674	34.4238	35.8015	0	34.9512	34.1455	34.7776	34.1455	34.1455	34.1455	34.1455
4498	31.0125	0	124.788	34.4406	34.8097	0	34.9536	34.17	34.7845	34.17	34.17	34.17	34.17
4499	31.0126	0	125.877	34.4572	33.8278	0	34.956	34.1942	34.7914	34.1942	34.1942	34.1942	34.1942
4500	31.0127	0	126.94	34.4737	32.8558	0	34.9584	34.2181	34.7981	34.2181	34.2181	34.2181	34.2181
4501	31.0128	0	127.98	34.49	31.8936	0	34.9607	34.2418	34.8049	34.2418	34.2418	34.2418	34.2418
4502	31.0129	0	128.996	34.5061	30.9411	0	34.9631	34.2653	34.8115	34.2653	34.2653	34.2653	34.2653
4503	31.013	0	129.988	34.5221	29.998	0	34.9654	34.2886	34.8181	34.2886	34.2886	34.2886	34.2886
4504	31.0131	0	130.958	34.5379	29.0645	0	34.9676	34.3116	34.8246	34.3116	34.3116	34.3116	34.3116
4505	31.0132	0	131.906	34.5535	28.1404	0	34.9699	34.3344	34.831	34.3344	34.3344	34.3344	34.3344
4506	31.0133	0	132.833	34.569	27.2255	0	34.9721	34.3569	34.8374	34.3569	34.3569	34.3569	34.3569
4507	31.0134	0	133.738	34.5843	26.3199	0	34.9744	34.3792	34.8437	34.3792	34.3792	34.3792	34.3792
4508	31.0135	0	134.623	34.5995	25.4233	0	34.9765	34.4014	34.85	34.4014	34.4014	34.4014	34.4014
4509	31.0135	0	135.487	34.6145	24.5357	0	34.9787	34.4232	34.8561	34.4232	34.4232	34.4232	34.4232
4510	31.0136	0	136.332	34.6294	23.6571	0	34.9808	34.4449	34.8623	34.4449	34.4449	34.4449	34.4449
4511	31.0137	0	137.157	34.6441	22.7873	0	34.983	34.4663	34.8683	34.4663	34.4663	34.4663	34.4663
4512	31.0138	0	137.964	34.6587	21.9262	0	34.9851	34.4875	34.8743	34.4875	34.4875	34.4875	34.4875
4513	31.0139	0	138.752	34.6731	21.0738	0	34.9872	34.5086	34.8803	34.5086	34.5086	34.5086	34.5086
4514	31.014	0	139.523	34.6874	20.2299	0	34.9892	34.5294	34.8862	34.5294	34.5294	34.5294	34.5294
4515	31.014	0	140.276	34.7016	19.3945	0	34.9913	34.55	34.892	34.55	34.55	34.55	34.55
4516	31.0141	0	141.011	34.7156	18.5676	0	34.9933	34.5703	34.8978	34.5703	34.5703	34.5703	34.5703
4517	31.0142	0	141.73	34.7294	17.7489	0	34.9953	34.5905	34.9035	34.5905	34.5905	34.5905	34.5905
4518	31.0143	0	142.433	34.7431	16.9384	0	34.9973	34.6105	34.9091	34.6105	34.6105	34.6105	34.6105
4519	31.0143	0	143.119	34.7567	16.1361	0	34.9992	34.6303	34.9147	34.6303	34.6303	34.6303	34.6303
4520	31.0144	0	143.79	34.7702	15.3419	0	35.0012	34.6499	34.9203	34.6499	34.6499	34.6499	34.6499
4521	31.0145	0	144.446	34.7835	14.5556	0	35.0031	34.6692	34.9257	34.6692	34.6692	34.6692	34.6692
4522	31.0145	0	145.087	34.7967	13.7772	0	35.005	34.6884	34.9312	34.6884	34.6884	34.6884	34.6884
4523	31.0146	0	145.713	34.8097	13.0067	0	35.0069	34.7074	34.9365	34.7074	34.7074	34.7074	34.7074
4524	31.0146	0	146.324	34.8226	12.2439	0	35.0087	34.7262	34.9419	34.7262	34.7262	34.7262	34.7262
4525	31.0147	0	146.922	34.8354	11.4887	0	35.0106	34.7448	34.9471	34.7448	34.7448	34.7448	34.7448
4526	31.0148	0	147.506	34.8481	10.7411	0	35.0124	34.7633	34.9523	34.7633	34.7633	34.7633	34.7633
4527	31.0148	0	148.077	34.8606	10.0011	0	35.0142	34.7815	34.9575	34.7815	34.7815	34.7815	34.7815
4528	31.0149	0	148.635	34.873	9.26849	0	35.016	34.7996	34.9626	34.7996	34.7996	34.7996	34.7996
4529	31.0149	0	149.18	34.8853	8.54323	0	35.0178	34.8175	34.9676	34.8175	34.8175	34.8175	34.8175
4530	31.015	0	149.713	34.8974	7.82527	0	35.0195	34.8351	34.9727	34.8351	34.8351	34.8351	34.8351
4531	31.015	0	150.234	34.9095	7.11451	0	35.0213	34.8527	34.9776	34.8527	34.8527	34.8527	34.8527
4532	31.0151	0	150.743	34.9214	6.4109	0	35.023	34.87	34.9825	34.87	34.87	34.87	34.87
4533	31.0151	0	151.24	34.9332	5.71436	0	35.0247	34.8872	34.9874	34.8872	34.8872	34.8872	34.8872
4534	31.0152	0	151.726	34.9448	5.02482	0	35.0264	34.9042	34.9922	34.9042	34.9042	34.9042	34.9042
4535	31.0152	0	152.201	34.9564	4.3422	0	35.028	34.921	34.9969	34.921	34.921	34.921	34.921
4536	31.0153	0	152.665	34.9678	3.66644	0	35.0297	34.9377	35.0016	34.9377	34.9377	34.9377	34.9377
4537	31.0153	0	153.118	34.9792	2.99747	0	35.0313	34.9541	35.0063	34.9541	34.9541	34.9541	34.9541
4538	31.0154	0	153.561	34.9904	2.33523	0	35.0329	34.9705	35.0109	34.9705	34.9705	34.9705	34.9705
4539	31.0154	0	153.994	35.0015	1.67963	0	35.0345	34.9866	35.0155	34.9866	34.9866	34.9866	34.9866
4540	31.0155	0	154.417	35.0125	1.03062	0	35.0361	35.0026	35.02	35.0026	35.0026	35.0026	35.0026
4541	31.0155	0	154.831	35.0233	0.388138	0	35.0377	35.0185	35.0245	35.0185	35.0185	35.0185	35.0185
4542	31.0155	0	155.234	35.0341	0	0.247894	35.0392	35.0341	35.0289	35.0341	35.0341	35.0341	35.0341
4543	31.0156	0	155.629	35.0448	0	0.877536	35.0408	35.0497	35.0333	35.0497	35.0497	35.0497	35.0497
4544	31.0156	0	156.015	35.0553	0	1.50085	35.0423	35.065	35.0377	35.065	35.065	35.065	35.065
4545	31.0156	0	156.392	35.0658	0	2.1179	35.0438	35.0802	35.042	35.0802	35.0802	35.0802	35.0802
4546	31.0157	0	156.761	35.0761	0	2.72876	35.0453	35.0953	35.0462	35.0953	35.0953	35.0953	35.0953
4547	31.0157	0	157.121	35.0863	0	3.33347	35.0468	35.1102	35.0504	35.1102	35.1102	35.1102	35.1102
4548	31.0158	0	157.473	35.0965	0	3.93212	35.0482	35.125	35.0546	35.125	35.125	35.125	35.125
4549	31.0158	0	157.816	35.1065	0	4.52474	35.0497	35.1396	35.0588	35.1396	35.1396	35.1396	35.1396
4550	31.0158	0	158.153	35.1164	0	5.11141	35.0511	35.154	35.0628	35.154	35.154	35.154	35.154
4551	31.0159	0	158.481	35.1263	0	5.69219	35.0525	35.1684	35.0669	35.1684	35.1684	35.1684	35.1684
4552	31.0159	0	158.802	35.136	0	6.26713	35.0539	35.1825	35.0709	35.1825	35.1825	35.1825	35.1825
4756	31.0173	0	172.439	35.9728	0	55.697	35.1746	36.401	35.4155	36.401	36.401	36.401	36.401
4757	31.0173	0	172.442	35.974	0	55.7695	35.1748	36.4028	35.416	36.4028	36.4028	36.4028	36.4028
4758	31.0173	0	172.445	35.9752	0	55.8413	35.175	36.4046	35.4165	36.4046	36.4046	36.4046	36.4046
4759	31.0173	0	172.447	35.9764	0	55.9124	35.1752	36.4063	35.417	36.4063	36.4063	36.4063	36.4063
4760	31.0173	0	172.45	35.9776	0	55.9828	35.1754	36.4081	35.4175	36.4081	36.4081	36.4081	36.4081
4761	31.0173	0	172.453	35.9788	0	56.0525	35.1755	36.4098	35.418	36.4098	36.4098	36.4098	36.4098
4762	31.0173	0	172.455	35.98	0	56.1215	35.1757	36.4115	35.4185	36.4115	36.4115	36.4115	36.4115
4763	31.0173	0	172.458	35.9811	0	56.1897	35.1759	36.4132	35.4189	36.4132	36.4132	36.4132	36.4132
4764	31.0173	0	172.46	35.9823	0	56.2573	35.176	36.4148	35.4194	36.4148	36.4148	36.4148	36.4148
4765	31.0173	0	172.463	35.9834	0	56.3243	35.1762	36.4165	35.4199	36.4165	36.4165	36.4165	36.4165
4766	31.0173	0	172.465	35.9845	0	56.3905	35.1763	36.4181	35.4203	36.4181	36.4181	36.4181	36.4181
4767	31.0173	0	172.467	35.9856	0	56.4561	35.1765	36.4197	35.4208	36.4197	36.4197	36.4197	36.4197
4768	31.0173	0	172.469	35.9867	0	56.521	35.1767	36.4213	35.4212	36.4213	36.4213	36.4213	36.4213
4769	31.0173	0	172.471	35.9878	0	56.5853	35.1768	36.4229	35.4217	36.4229	36.4229	36.4229	36.4229
4770	31.0173	0	172.474	35.9889	0	56.6489	35.177	36.4245	35.4221	36.4245	36.4245	36.4245	36.4245
4771	31.0173	0	172.476	35.99	0	56.7119	35.1771	36.426	35.4226	36.426	36.426	36.426	36.426
4772	31.0173	0	172.478	35.991	0	56.7742	35.1773	36.4275	35.423	36.4275	36.4275	36.4275	36.4275
4773	31.0173	0	172.48	35.9921	0	56.8359	35.1774	36.4291	35.4234	36.4291	36.4291	36.4291	36.4291
4774	31.0173	0	172.482	35.9931	0	56.8971	35.1776	36.4306	35.4239	36.4306	36.4306	36.4306	36.4306
4775	31.0173	0	172.483	35.9941	0	56.9575	35.1777	36.4321	35.4243	36.4321	36.4321	36.4321	36.4321
4776	31.0173	0	172.485	35.9951	0	57.0174	35.1779	36.4335	35.4247	36.4335	36.4335	36.4335	36.4335
4777	31.0173	0	172.487	35.9961	0	57.0767	35.178	36.435	35.4251	36.435	36.435	36.435	36.435
4778	31.0173	0	172.489	35.9971	0	57.1354	35.1782	36.4365	35.4255	36.4365	36.4365	36.4365	36.4365
4779	31.0173	0	172.49	35.9981	0	57.1935	35.1783	36.4379	35.4259	36.4379	36.4379	36.4379	36.4379
4780	31.0173	0	172.492	35.9991	0	57.251	35.1784	36.4393	35.4263	36.4393	36.4393	36.4393	36.4393
4781	31.0173	0	172.494	36.0001	0	57.3079	35.1786	36.4407	35.4267	36.4407	36.4407	36.4407	36.4407
4782	31.0173	0	172.495	36.001	0	57.3643	35.1787	36.4421	35.4271	36.4421	36.4421	36.4421	36.4421
4783	31.0173	0	172.497	36.0019	0	57.4201	35.1789	36.4435	35.4275	36.4435	36.4435	36.4435	36.4435
4784	31.0173	0	172.499	36.0029	0	57.4753	35.179	36.4448	35.4279	36.4448	36.4448	36.4448	36.4448
4785	31.0173	0	172.5	36.0038	0	57.53	35.1791	36.4462	35.4283	36.4462	36.4462	36.4462	36.4462
4786	31.0173	0	172.501	36.0047	0	57.5841	35.1793	36.4475	35.4286	36.4475	36.4475	36.4475	36.4475
4787	31.0173	0	172.503	36.0056	0	57.6377	35.1794	36.4488	35.429	36.4488	36.4488	36.4488	36.4488
4788	31.0173	0	172.504	36.0065	0	57.6908	35.1795	36.4502	35.4294	36.4502	36.4502	36.4502	36.4502
4789	31.0173	0	172.506	36.0074	0	57.7433	35.1797	36.4514	35.4298	36.4514	36.4514	36.4514	36.4514
4790	31.0173	0	172.507	36.0083	0	57.7953	35.1798	36.4527	35.4301	36.4527	36.4527	36.4527	36.4527
4791	31.0173	0	172.508	36.0092	0	57.8467	35.1799	36.454	35.4305	36.454	36.454	36.454	36.454
4792	31.0173	0	172.51	36.01	0	57.8977	35.18	36.4552	35.4308	36.4552	36.4552	36.4552	36.4552
4793	31.0173	0	172.511	36.0109	0	57.9481	35.1801	36.4565	35.4312	36.4565	36.4565	36.4565	36.4565
4794	31.0173	0	172.512	36.0117	0	57.998	35.1803	36.4577	35.4315	36.4577	36.4577	36.4577	36.4577
4795	31.0173	0	172.513	36.0126	0	58.0475	35.1804	36.4589	35.4319	36.4589	36.4589	36.4589	36.4589
4796	31.0173	0	172.514	36.0134	0	58.0964	35.1805	36.4601	35.4322	36.4601	36.4601	36.4601	36.4601
4797	31.0173	0	172.515	36.0142	0	58.1448	35.1806	36.4613	35.4326	36.4613	36.4613	36.4613	36.4613
4798	31.0173	0	172.517	36.015	0	58.1928	35.1808	36.4625	35.4329	36.4625	36.4625	36.4625	36.4625
4799	31.0173	0	172.518	36.0158	0	58.2403	35.1809	36.4637	35.4332	36.4637	36.4637	36.4637	36.4637
4800	31.0173	0	172.519	36.0166	0	58.2873	35.181	36.4648	35.4335	36.4648	36.4648	36.4648	36.4648
4801	31.0173	0	172.52	36.0174	0	58.3338	35.1811	36.466	35.4339	36.466	36.466	36.466	36.466
4802	31.0173	0	172.521	36.0182	0	58.3798	35.1812	36.4671	35.4342	36.4671	36.4671	36.4671	36.4671
4803	31.0173	0	172.522	36.019	0	58.4254	35.1813	36.4683	35.4345	36.4683	36.4683	36.4683	36.4683
4804	31.0173	0	172.523	36.0197	0	58.4706	35.1814	36.4694	35.4348	36.4694	36.4694	36.4694	36.4694
4805	31.0173	0	172.524	36.0205	0	58.5152	35.1815	36.4705	35.4351	36.4705	36.4705	36.4705	36.4705
4806	31.0173	0	172.524	36.0212	0	58.5595	35.1816	36.4716	35.4355	36.4716	36.4716	36.4716	36.4716
4807	31.0173	0	172.525	36.022	0	58.6033	35.1818	36.4726	35.4358	36.4726	36.4726	36.4726	36.4726
4808	31.0173	0	172.526	36.0227	0	58.6466	35.1819	36.4737	35.4361	36.4737	36.4737	36.4737	36.4737
4809	31.0173	0	172.527	36.0234	0	58.6895	35.182	36.4748	35.4364	36.4748	36.4748	36.4748	36.4748
4810	31.0173	0	172.528	36.0241	0	58.732	35.1821	36.4758	35.4367	36.4758	36.4758	36.4758	36.4758
4811	31.0173	0	172.529	36.0249	0	58.7741	35.1822	36.4768	35.437	36.4768	36.4768	36.4768	36.4768
4812	31.0173	0	172.53	36.0256	0	58.8157	35.1823	36.4779	35.4372	36.4779	36.4779	36.4779	36.4779
4813	31.0173	0	172.53	36.0263	0	58.8569	35.1824	36.4789	35.4375	36.4789	36.4789	36.4789	36.4789
4814	31.0173	0	172.531	36.027	0	58.8977	35.1825	36.4799	35.4378	36.4799	36.4799	36.4799	36.4799
4815	31.0173	0	172.532	36.0276	0	58.9381	35.1826	36.4809	35.4381	36.4809	36.4809	36.4809	36.4809
4816	31.0173	0	172.533	36.0283	0	58.9781	35.1827	36.4819	35.4384	36.4819	36.4819	36.4819	36.4819
4817	31.0173	0	172.533	36.029	0	59.0176	35.1828	36.4829	35.4387	36.4829	36.4829	36.4829	36.4829
4818	31.0173	0	172.534	36.0296	0	59.0568	35.1829	36.4838	35.4389	36.4838	36.4838	36.4838	36.4838
4819	31.0173	0	172.535	36.0303	0	59.0956	35.1829	36.4848	35.4392	36.4848	36.4848	36.4848	36.4848
4820	31.0173	0	172.535	36.031	0	59.134	35.1831	36.4857	35.4395	36.4857	36.4857	36.4857	36.4857
4821	31.0173	0	172.536	36.0316	0	59.172	35.1831	36.4867	35.4397	36.4867	36.4867	36.4867	36.4867
4822	31.0173	0	172.537	36.0322	0	59.2097	35.1832	36.4876	35.44	36.4876	36.4876	36.4876	36.4876
4823	31.0173	0	172.537	36.0329	0	59.2469	35.1833	36.4885	35.4402	36.4885	36.4885	36.4885	36.4885
4824	31.0173	0	172.538	36.0335	0	59.2838	35.1834	36.4894	35.4405	36.4894	36.4894	36.4894	36.4894
4825	31.0173	0	172.538	36.0341	0	59.3203	35.1835	36.4903	35.4408	36.4903	36.4903	36.4903	36.4903
4826	31.0173	0	172.539	36.0347	0	59.3565	35.1836	36.4912	35.441	36.4912	36.4912	36.4912	36.4912
4827	31.0173	0	172.54	36.0353	0	59.3922	35.1837	36.4921	35.4413	36.4921	36.4921	36.4921	36.4921
4828	31.0173	0	172.54	36.0359	0	59.4276	35.1838	36.493	35.4415	36.493	36.493	36.493	36.493
4829	31.0173	0	172.541	36.0365	0	59.4627	35.1838	36.4938	35.4417	36.4938	36.4938	36.4938	36.4938
4830	31.0173	0	172.541	36.0371	0	59.4974	35.1839	36.4947	35.442	36.4947	36.4947	36.4947	36.4947
4831	31.0173	0	172.542	36.0377	0	59.5318	35.184	36.4955	35.4422	36.4955	36.4955	36.4955	36.4955
4832	31.0173	0	172.542	36.0383	0	59.5658	35.1841	36.4964	35.4425	36.4964	36.4964	36.4964	36.4964
4833	31.0173	0	172.543	36.0388	0	59.5995	35.1842	36.4972	35.4427	36.4972	36.4972	36.4972	36.4972
4834	31.0173	0	172.543	36.0394	0	59.6328	35.1843	36.498	35.4429	36.498	36.498	36.498	36.498
4835	31.0173	0	172.544	36.04	0	59.6658	35.1843	36.4988	35.4432	36.4988	36.4988	36.4988	36.4988
4836	31.0173	0	172.544	36.0405	0	59.6985	35.1844	36.4996	35.4434	36.4996	36.4996	36.4996	36.4996
4837	31.0173	0	172.545	36.0411	0	59.7308	35.1845	36.5004	35.4436	36.5004	36.5004	36.5004	36.5004
4838	31.0173	0	172.545	36.0416	0	59.7629	35.1846	36.5012	35.4438	36.5012	36.5012	36.5012	36.5012
4839	31.0173	0	172.546	36.0421	0	59.7946	35.1847	36.502	35.4441	36.502	36.502	36.502	36.502
4840	31.0173	0	172.546	36.0427	0	59.8259	35.1847	36.5028	35.4443	36.5028	36.5028	36.5028	36.5028
4841	31.0173	0	172.546	36.0432	0	59.857	35.1848	36.5035	35.4445	36.5035	36.5035	36.5035	36.5035
4842	31.0173	0	172.547	36.0437	0	59.8877	35.1849	36.5043	35.4447	36.5043	36.5043	36.5043	36.5043
4843	31.0173	0	172.547	36.0442	0	59.9182	35.185	36.5051	35.4449	36.5051	36.5051	36.5051	36.5051
4844	31.0173	0	172.548	36.0447	0	59.9483	35.185	36.5058	35.4451	36.5058	36.5058	36.5058	36.5058
4845	31.0173	0	172.548	36.0453	0	59.9782	35.1851	36.5065	35.4453	36.5065	36.5065	36.5065	36.5065
4846	31.0173	0	172.548	36.0457	0	60.0077	35.1852	36.5073	35.4455	36.5073	36.5073	36.5073	36.5073
4847	31.0173	0	172.549	36.0462	0	60.0369	35.1853	36.508	35.4457	36.508	36.508	36.508	36.508
4848	31.0173	0	172.549	36.0467	0	60.0659	35.1853	36.5087	35.446	36.5087	36.5087	36.5087	36.5087
4849	31.0173	0	172.549	36.0472	0	60.0945	35.1854	36.5094	35.4462	36.5094	36.5094	36.5094	36.5094
4850	31.0173	0	172.55	36.0477	0	60.1229	35.1855	36.5101	35.4464	36.5101	36.5101	36.5101	36.5101
4851	31.0173	0	172.55	36.0482	0	60.151	35.1855	36.5108	35.4466	36.5108	36.5108	36.5108	36.5108
4852	31.0173	0	172.55	36.0487	0	60.1788	35.1856	36.5115	35.4467	36.5115	36.5115	36.5115	36.5115
4853	31.0173	0	172.551	36.0491	0	60.2063	35.1857	36.5122	35.4469	36.5122	36.5122	36.5122	36.5122
4854	31.0173	0	172.551	36.0496	0	60.2335	35.1857	36.5128	35.4471	36.5128	36.5128	36.5128	36.5128
4855	31.0173	0	172.551	36.05	0	60.2605	35.1858	36.5135	35.4473	36.5135	36.5135	36.5135	36.5135
4856	31.0173	0	172.552	36.0505	0	60.2872	35.1859	36.5142	35.4475	36.5142	36.5142	36.5142	36.5142
4857	31.0173	0	172.552	36.0509	0	60.3136	35.1859	36.5148	35.4477	36.5148	36.5148	36.5148	36.5148
4858	31.0173	0	172.552	36.0514	0	60.3398	35.186	36.5155	35.4479	36.5155	36.5155	36.5155	36.5155
4859	31.0173	0	172.552	36.0518	0	60.3657	35.1861	36.5161	35.448	36.5161	36.5161	36.5161	36.5161
4860	31.0173	0	172.553	36.0522	0	60.3913	35.1861	36.5167	35.4482	36.5167	36.5167	36.5167	36.5167
4861	31.0173	0	172.553	36.0527	0	60.4167	35.1862	36.5173	35.4484	36.5173	36.5173	36.5173	36.5173
4862	31.0173	0	172.553	36.0531	0	60.4418	35.1862	36.518	35.4486	36.518	36.518	36.518	36.518
4863	31.0173	0	172.553	36.0535	0	60.4667	35.1863	36.5186	35.4487	36.5186	36.5186	36.5186	36.5186
4864	31.0173	0	172.554	36.0539	0	60.4913	35.1864	36.5192	35.4489	36.5192	36.5192	36.5192	36.5192
4865	31.0173	0	172.554	36.0543	0	60.5157	35.1864	36.5198	35.4491	36.5198	36.5198	36.5198	36.5198
4866	31.0173	0	172.554	36.0548	0	60.5398	35.1865	36.5204	35.4493	36.5204	36.5204	36.5204	36.5204
4867	31.0173	0	172.554	36.0552	0	60.5637	35.1865	36.521	35.4494	36.521	36.521	36.521	36.521
4868	31.0173	0	172.555	36.0556	0	60.5874	35.1866	36.5215	35.4496	36.5215	36.5215	36.5215	36.5215
4869	31.0173	0	172.555	36.056	0	60.6108	35.1867	36.5221	35.4498	36.5221	36.5221	36.5221	36.5221
4870	31.0173	0	172.555	36.0564	0	60.634	35.1867	36.5227	35.4499	36.5227	36.5227	36.5227	36.5227
4871	31.0173	0	172.555	36.0567	0	60.6569	35.1868	36.5233	35.4501	36.5233	36.5233	36.5233	36.5233
4872	31.0173	0	172.555	36.0571	0	60.6796	35.1868	36.5238	35.4502	36.5238	36.5238	36.5238	36.5238
4873	31.0173	0	172.556	36.0575	0	60.7021	35.1869	36.5244	35.4504	36.5244	36.5244	36.5244	36.5244
4874	31.0173	0	172.556	36.0579	0	60.7244	35.1869	36.5249	35.4505	36.5249	36.5249	36.5249	36.5249
4875	31.0173	0	172.556	36.0583	0	60.7464	35.187	36.5255	35.4507	36.5255	36.5255	36.5255	36.5255
4876	31.0173	0	172.556	36.0586	0	60.7682	35.187	36.526	35.4509	36.526	36.526	36.526	36.526
4877	31.0173	0	172.556	36.059	0	60.7898	35.1871	36.5265	35.451	36.5265	36.5265	36.5265	36.5265
4878	31.0173	0	172.556	36.0594	0	60.8112	35.1871	36.5271	35.4511	36.5271	36.5271	36.5271	36.5271
4879	31.0173	0	172.557	36.0597	0	60.8324	35.1872	36.5276	35.4513	36.5276	36.5276	36.5276	36.5276
4880	31.0173	0	172.557	36.0601	0	60.8533	35.1872	36.5281	35.4514	36.5281	36.5281	36.5281	36.5281
4881	31.0173	0	172.557	36.0604	0	60.8741	35.1873	36.5286	35.4516	36.5286	36.5286	36.5286	36.5286
4882	31.0173	0	172.557	36.0608	0	60.8946	35.1874	36.5291	35.4517	36.5291	36.5291	36.5291	36.5291
4883	31.0173	0	172.557	36.0611	0	60.9149	35.1874	36.5296	35.4519	36.5296	36.5296	36.5296	36.5296
4884	31.0173	0	172.558	36.0615	0	60.935	35.1874	36.5301	35.452	36.5301	36.5301	36.5301	36.5301
4885	31.0173	0	172.558	36.0618	0	60.955	35.1875	36.5306	35.4522	36.5306	36.5306	36.5306	36.5306
4886	31.0173	0	172.558	36.0621	0	60.9747	35.1875	36.5311	35.4523	36.5311	36.5311	36.5311	36.5311
4887	31.0173	0	172.558	36.0624	0	60.9942	35.1876	36.5316	35.4524	36.5316	36.5316	36.5316	36.5316
4888	31.0173	0	172.558	36.0628	0	61.0135	35.1876	36.5321	35.4526	36.5321	36.5321	36.5321	36.5321
4889	31.0173	0	172.558	36.0631	0	61.0326	35.1877	36.5325	35.4527	36.5325	36.5325	36.5325	36.5325
4890	31.0173	0	172.558	36.0634	0	61.0516	35.1877	36.533	35.4528	36.533	36.533	36.533	36.533
4891	31.0173	0	172.558	36.0637	0	61.0703	35.1878	36.5335	35.453	36.5335	36.5335	36.5335	36.5335
4892	31.0173	0	172.559	36.0641	0	61.0889	35.1878	36.5339	35.4531	36.5339	36.5339	36.5339	36.5339
4893	31.0173	0	172.559	36.0644	0	61.1073	35.1879	36.5344	35.4532	36.5344	36.5344	36.5344	36.5344
4894	31.0173	0	172.559	36.0647	0	61.1255	35.1879	36.5348	35.4533	36.5348	36.5348	36.5348	36.5348
4895	31.0173	0	172.559	36.065	0	61.1435	35.188	36.5353	35.4535	36.5353	36.5353	36.5353	36.5353
4896	31.0173	0	172.559	36.0653	0	61.1613	35.188	36.5357	35.4536	36.5357	36.5357	36.5357	36.5357
4897	31.0173	0	172.559	36.0656	0	61.1789	35.188	36.5361	35.4537	36.5361	36.5361	36.5361	36.5361
4898	31.0173	0	172.559	36.0659	0	61.1964	35.1881	36.5366	35.4538	36.5366	36.5366	36.5366	36.5366
4899	31.0173	0	172.559	36.0662	0	61.2137	35.1881	36.537	35.454	36.537	36.537	36.537	36.537
4900	31.0173	0	172.56	36.0665	0	61.2308	35.1882	36.5374	35.4541	36.5374	36.5374	36.5374	36.5374
4901	31.0173	0	172.56	36.0667	0	61.2478	35.1882	36.5378	35.4542	36.5378	36.5378	36.5378	36.5378
4902	31.0173	0	172.56	36.067	0	61.2645	35.1882	36.5382	35.4543	36.5382	36.5382	36.5382	36.5382
4903	31.0173	0	172.56	36.0673	0	61.2812	35.1883	36.5386	35.4544	36.5386	36.5386	36.5386	36.5386
4904	31.0173	0	172.56	36.0676	0	61.2976	35.1883	36.5391	35.4545	36.5391	36.5391	36.5391	36.5391
4905	31.0173	0	172.56	36.0679	0	61.3139	35.1884	36.5395	35.4547	36.5395	36.5395	36.5395	36.5395
4906	31.0173	0	172.56	36.0681	0	61.33	35.1884	36.5399	35.4548	36.5399	36.5399	36.5399	36.5399
4907	31.0173	0	172.56	36.0684	0	61.3459	35.1885	36.5403	35.4549	36.5403	36.5403	36.5403	36.5403
4908	31.0173	0	172.56	36.0687	0	61.3617	35.1885	36.5406	35.455	36.5406	36.5406	36.5406	36.5406
4909	31.0173	0	172.56	36.0689	0	61.3774	35.1885	36.541	35.4551	36.541	36.541	36.541	36.541
4910	31.0173	0	172.56	36.0692	0	61.3928	35.1886	36.5414	35.4552	36.5414	36.5414	36.5414	36.5414
4911	31.0173	0	172.56	36.0695	0	61.4082	35.1886	36.5418	35.4553	36.5418	36.5418	36.5418	36.5418
4912	31.0173	0	172.561	36.0697	0	61.4233	35.1886	36.5422	35.4554	36.5422	36.5422	36.5422	36.5422
4913	31.0173	0	172.561	36.07	0	61.4383	35.1887	36.5425	35.4555	36.5425	36.5425	36.5425	36.5425
4914	31.0173	0	172.561	36.0702	0	61.4532	35.1887	36.5429	35.4556	36.5429	36.5429	36.5429	36.5429
4915	31.0173	0	172.561	36.0705	0	61.4679	35.1887	36.5433	35.4557	36.5433	36.5433	36.5433	36.5433
4916	31.0173	0	172.561	36.0707	0	61.4825	35.1888	36.5436	35.4558	36.5436	36.5436	36.5436	36.5436
4917	31.0173	0	172.561	36.071	0	61.4969	35.1888	36.544	35.4559	36.544	36.544	36.544	36.544
4918	31.0173	0	172.561	36.0712	0	61.5112	35.1889	36.5443	35.456	36.5443	36.5443	36.5443	36.5443
4919	31.0173	0	172.561	36.0714	0	61.5253	35.1889	36.5447	35.4561	36.5447	36.5447	36.5447	36.5447
4920	31.0173	0	172.561	36.0717	0	61.5393	35.1889	36.545	35.4562	36.545	36.545	36.545	36.545
