Zeit [h]	Sun azimuth angle [Deg]	Sun elevation angle [Deg]	DIR_-_0	DIR_N_90	DIR_N_60	DIR_N_45	DIR_N_30	DIR_N-E_90	DIR_N-E_60	DIR_N-E_45	DIR_N-E_30	DIR_E_90	DIR_E_60	DIR_E_45	DIR_E_30	DIR_S-E_90	DIR_S-E_60	DIR_S-E_45	DIR_S-E_30	DIR_S_90	DIR_S_60	DIR_S_45	DIR_S_30	DIR_S-W_90	DIR_S-W_60	DIR_S-W_45	DIR_S-W_30	DIR_W_90	DIR_W_60	DIR_W_45	DIR_W_30	DIR_N-W_90	DIR_N-W_60	DIR_N-W_45	DIR_N-W_30	DIFF_-_0	DIFF_N_90	DIFF_N_60	DIFF_N_45	DIFF_N_30	DIFF_N-E_90	DIFF_N-E_60	DIFF_N-E_45	DIFF_N-E_30	DIFF_E_90	DIFF_E_60	DIFF_E_45	DIFF_E_30	DIFF_S-E_90	DIFF_S-E_60	DIFF_S-E_45	DIFF_S-E_30	DIFF_S_90	DIFF_S_60	DIFF_S_45	DIFF_S_30	DIFF_S-W_90	DIFF_S-W_60	DIFF_S-W_45	DIFF_S-W_30	DIFF_W_90	DIFF_W_60	DIFF_W_45	DIFF_W_30	DIFF_N-W_90	DIFF_N-W_60	DIFF_N-W_45	DIFF_N-W_30
0	354.847	-60.6285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	22.4315	-59.2375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	45.8676	-54.0724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	64.1041	-46.5704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	78.6592	-37.9056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	91.0982	-28.8031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	102.51	-19.7283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	113.63	-11.0381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	124.978	-3.06404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5	3.3	4.4	4.85563	5.20526	3.3	4.4	4.85563	5.20526	3.3	4.4	4.85563	5.20526	3.3	4.4	4.85563	5.20526	3.3	4.4	4.85563	5.20526	3.3	4.4	4.85563	5.20526	3.3	4.4	4.85563	5.20526	3.3	4.4	4.85563	5.20526
9	136.92	3.84574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.5	16.5	22	24.2782	26.0263	16.5	22	24.2782	26.0263	16.5	22	24.2782	26.0263	16.5	22	24.2782	26.0263	16.5	22	24.2782	26.0263	16.5	22	24.2782	26.0263	16.5	22	24.2782	26.0263	16.5	22	24.2782	26.0263
10	149.669	9.31717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.5	33.9	45.2	49.8806	53.4722	33.9	45.2	49.8806	53.4722	33.9	45.2	49.8806	53.4722	33.9	45.2	49.8806	53.4722	33.9	45.2	49.8806	53.4722	33.9	45.2	49.8806	53.4722	33.9	45.2	49.8806	53.4722	33.9	45.2	49.8806	53.4722
11	163.226	12.9781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80.5	48.3	64.4	71.0688	76.186	48.3	64.4	71.0688	76.186	48.3	64.4	71.0688	76.186	48.3	64.4	71.0688	76.186	48.3	64.4	71.0688	76.186	48.3	64.4	71.0688	76.186	48.3	64.4	71.0688	76.186	48.3	64.4	71.0688	76.186
12	177.337	14.5271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	40.2	53.6	59.1505	63.4095	40.2	53.6	59.1505	63.4095	40.2	53.6	59.1505	63.4095	40.2	53.6	59.1505	63.4095	40.2	53.6	59.1505	63.4095	40.2	53.6	59.1505	63.4095	40.2	53.6	59.1505	63.4095	40.2	53.6	59.1505	63.4095
13	191.546	13.8212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.5	22.5	30	33.1066	35.4904	22.5	30	33.1066	35.4904	22.5	30	33.1066	35.4904	22.5	30	33.1066	35.4904	22.5	30	33.1066	35.4904	22.5	30	33.1066	35.4904	22.5	30	33.1066	35.4904	22.5	30	33.1066	35.4904
14	205.356	10.9269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	17.4	23.2	25.6024	27.4459	17.4	23.2	25.6024	27.4459	17.4	23.2	25.6024	27.4459	17.4	23.2	25.6024	27.4459	17.4	23.2	25.6024	27.4459	17.4	23.2	25.6024	27.4459	17.4	23.2	25.6024	27.4459	17.4	23.2	25.6024	27.4459
15	218.424	6.09574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.5	9.3	12.4	13.6841	14.6694	9.3	12.4	13.6841	14.6694	9.3	12.4	13.6841	14.6694	9.3	12.4	13.6841	14.6694	9.3	12.4	13.6841	14.6694	9.3	12.4	13.6841	14.6694	9.3	12.4	13.6841	14.6694	9.3	12.4	13.6841	14.6694
16	230.658	-0.316709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1.8	2.4	2.64853	2.83923	1.8	2.4	2.64853	2.83923	1.8	2.4	2.64853	2.83923	1.8	2.4	2.64853	2.83923	1.8	2.4	2.64853	2.83923	1.8	2.4	2.64853	2.83923	1.8	2.4	2.64853	2.83923	1.8	2.4	2.64853	2.83923
17	242.198	-7.93133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	253.357	-16.3893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	264.595	-25.3556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	276.553	-34.4892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	290.168	-43.3781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	306.825	-51.416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	328.212	-57.612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	354.646	-60.5481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	22.1997	-59.1914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	45.6523	-54.0557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	63.9186	-46.5717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	78.4978	-37.9154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	90.9529	-28.8148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	102.375	-19.7372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	113.5	-11.0402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	124.849	-3.05587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6.6	8.8	9.71127	10.4105	6.6	8.8	9.71127	10.4105	6.6	8.8	9.71127	10.4105	6.6	8.8	9.71127	10.4105	6.6	8.8	9.71127	10.4105	6.6	8.8	9.71127	10.4105	6.6	8.8	9.71127	10.4105	6.6	8.8	9.71127	10.4105
33	136.793	3.86747	15.5805	0	0	0	0	0	1.54747	5.91989	9.88887	157.793	144.443	122.593	92.3895	230.361	207.289	173.907	128.674	167.987	153.271	129.802	97.4867	7.20856	14.0331	16.1143	17.0974	0	0	0	0	0	0	0	0	36	23.1581	29.579	32.2387	34.2795	23.1581	29.579	32.2387	34.2795	23.1581	29.579	32.2387	34.2795	23.1581	29.579	32.2387	34.2795	23.1581	29.579	32.2387	34.2795	23.1581	29.579	32.2387	34.2795	23.1581	29.579	32.2387	34.2795	23.1581	29.579	32.2387	34.2795
34	149.545	9.35522	61.364	0	0	0	0	0	0	0	6.37486	188.803	194.19	176.895	147.544	360.544	342.922	298.334	233.415	321.083	308.748	270.431	213.684	93.5358	111.686	109.531	99.9107	0	0	0	0	0	0	0	0	64	44.5364	54.2682	58.2992	61.3924	44.5364	54.2682	58.2992	61.3924	44.5364	54.2682	58.2992	61.3924	44.5364	54.2682	58.2992	61.3924	44.5364	54.2682	58.2992	61.3924	44.5364	54.2682	58.2992	61.3924	44.5364	54.2682	58.2992	61.3924	44.5364	54.2682	58.2992	61.3924
35	163.107	13.0342	116.261	0	0	0	0	0	0	0	0	145.95	184.527	185.411	173.66	442.998	441.778	395.456	322.184	480.544	474.294	422.005	340.957	236.593	263.027	249.506	218.982	0	0	0	27.7102	0	0	0	0	72.5	55.1261	63.8131	67.4113	70.1723	55.1261	63.8131	67.4113	70.1723	55.1261	63.8131	67.4113	70.1723	55.1261	63.8131	67.4113	70.1723	55.1261	63.8131	67.4113	70.1723	55.1261	63.8131	67.4113	70.1723	55.1261	63.8131	67.4113	70.1723	55.1261	63.8131	67.4113	70.1723
36	177.229	14.6015	144.323	0	0	0	0	0	0	0	0	26.7997	95.3707	121.002	138.387	410.236	427.436	392.132	330.105	553.361	551.387	493.337	401.668	372.335	394.613	365.333	311.155	0	48.9522	83.1014	111.587	0	0	0	0	75	59.4323	67.2161	70.4403	72.9143	59.4323	67.2161	70.4403	72.9143	59.4323	67.2161	70.4403	72.9143	59.4323	67.2161	70.4403	72.9143	59.4323	67.2161	70.4403	72.9143	59.4323	67.2161	70.4403	72.9143	59.4323	67.2161	70.4403	72.9143	59.4323	67.2161	70.4403	72.9143
37	191.452	13.912	141.974	0	0	0	0	0	0	0	0	0	0	19.9296	66.0584	316.77	345.318	324.381	281.338	561.77	557.494	497.622	403.838	477.693	484.681	438.17	361.799	113.789	169.531	180.852	179.848	0	0	0	0	80.5	62.4974	71.4987	75.2272	78.0881	62.4974	71.4987	75.2272	78.0881	62.4974	71.4987	75.2272	78.0881	62.4974	71.4987	75.2272	78.0881	62.4974	71.4987	75.2272	78.0881	62.4974	71.4987	75.2272	78.0881	62.4974	71.4987	75.2272	78.0881	62.4974	71.4987	75.2272	78.0881
38	205.278	11.031	122.457	0	0	0	0	0	0	0	0	0	0	0	0	211.997	244.823	236.495	212.049	568.032	553.159	488.25	390.067	591.322	573.328	504.718	401.712	268.223	293.517	276.253	240.162	0	0	0	0.0523095	68	53.0457	60.5228	63.62	65.9965	53.0457	60.5228	63.62	65.9965	53.0457	60.5228	63.62	65.9965	53.0457	60.5228	63.62	65.9965	53.0457	60.5228	63.62	65.9965	53.0457	60.5228	63.62	65.9965	53.0457	60.5228	63.62	65.9965	53.0457	60.5228	63.62	65.9965
39	218.362	6.20953	32.1247	0	0	0	0	0	0	0	0	0	0	0	0	34.1387	45.6273	46.8552	44.8901	231.518	216.563	186.424	143.58	293.277	270.048	230.094	174.459	183.239	174.752	152.285	119.44	0	0	0	10.7515	37.5	25.7125	31.6062	34.0475	35.9208	25.7125	31.6062	34.0475	35.9208	25.7125	31.6062	34.0475	35.9208	25.7125	31.6062	34.0475	35.9208	25.7125	31.6062	34.0475	35.9208	25.7125	31.6062	34.0475	35.9208	25.7125	31.6062	34.0475	35.9208	25.7125	31.6062	34.0475	35.9208
40	230.61	-0.196474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.5	5.1	6.8	7.50416	8.04449	5.1	6.8	7.50416	8.04449	5.1	6.8	7.50416	8.04449	5.1	6.8	7.50416	8.04449	5.1	6.8	7.50416	8.04449	5.1	6.8	7.50416	8.04449	5.1	6.8	7.50416	8.04449	5.1	6.8	7.50416	8.04449
41	242.161	-7.80714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
42	253.327	-16.2629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	264.568	-25.2281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	276.523	-34.3616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45	290.126	-43.2516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
46	306.754	-51.2935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	328.086	-57.5006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	354.449	-60.4608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49	21.9669	-59.1382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	45.4331	-54.0322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51	63.7282	-46.5667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	78.3317	-37.9193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53	90.8033	-28.8208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54	102.235	-19.7403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55	113.366	-11.0364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56	124.718	-3.04153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.5	5.1	6.8	7.50416	8.04449	5.1	6.8	7.50416	8.04449	5.1	6.8	7.50416	8.04449	5.1	6.8	7.50416	8.04449	5.1	6.8	7.50416	8.04449	5.1	6.8	7.50416	8.04449	5.1	6.8	7.50416	8.04449	5.1	6.8	7.50416	8.04449
57	136.664	3.89559	18.8868	0	0	0	0	0	2.47153	7.66246	12.3312	190.346	174.288	147.95	111.53	277.241	249.541	209.394	154.977	201.731	184.148	156.001	117.222	8.0504	16.4152	19.0475	20.3816	0	0	0	0	0	0	0	0	28	18.6887	23.3443	25.2728	26.7525	18.6887	23.3443	25.2728	26.7525	18.6887	23.3443	25.2728	26.7525	18.6887	23.3443	25.2728	26.7525	18.6887	23.3443	25.2728	26.7525	18.6887	23.3443	25.2728	26.7525	18.6887	23.3443	25.2728	26.7525	18.6887	23.3443	25.2728	26.7525
58	149.419	9.39987	84.7644	0	0	0	0	0	0	0	9.66278	260.509	267.989	244.145	203.662	495.905	471.849	410.596	321.361	440.808	424.133	371.636	293.812	127.491	152.792	150.087	137.153	0	0	0	0	0	0	0	0	44.5	35.1764	39.8382	41.7692	43.2509	35.1764	39.8382	41.7692	43.2509	35.1764	39.8382	41.7692	43.2509	35.1764	39.8382	41.7692	43.2509	35.1764	39.8382	41.7692	43.2509	35.1764	39.8382	41.7692	43.2509	35.1764	39.8382	41.7692	43.2509	35.1764	39.8382	41.7692	43.2509
59	162.987	13.0971	141.058	0	0	0	0	0	0	0	0	177.407	224.168	225.189	210.863	535.406	534.205	478.333	389.863	579.772	572.626	509.704	412.046	284.515	316.927	300.926	264.418	0	0	0	33.4567	0	0	0	0	55.5	47.4058	51.4529	53.1293	54.4156	47.4058	51.4529	53.1293	54.4156	47.4058	51.4529	53.1293	54.4156	47.4058	51.4529	53.1293	54.4156	47.4058	51.4529	53.1293	54.4156	47.4058	51.4529	53.1293	54.4156	47.4058	51.4529	53.1293	54.4156	47.4058	51.4529	53.1293	54.4156
60	177.121	14.6825	122.675	0	0	0	0	0	0	0	0	23.5302	81.7153	103.383	118.005	347.284	362.094	332.311	279.882	467.604	466.294	417.39	340.042	314.007	333.276	308.781	263.243	0	40.9598	70.106	94.4746	0	0	0	0	87.5	64.7675	76.1338	80.8418	84.4544	64.7675	76.1338	80.8418	84.4544	64.7675	76.1338	80.8418	84.4544	64.7675	76.1338	80.8418	84.4544	64.7675	76.1338	80.8418	84.4544	64.7675	76.1338	80.8418	84.4544	64.7675	76.1338	80.8418	84.4544	64.7675	76.1338	80.8418	84.4544
61	191.36	14.0093	121.16	0	0	0	0	0	0	0	0	0	0	18.0477	57.1093	269.03	293.567	275.906	239.443	476.103	472.897	422.329	342.979	404.281	410.698	371.543	307.068	95.6368	143.404	153.298	152.746	0	0	0	0	85	63.116	74.058	78.5903	82.0681	63.116	74.058	78.5903	82.0681	63.116	74.058	78.5903	82.0681	63.116	74.058	78.5903	82.0681	63.116	74.058	78.5903	82.0681	63.116	74.058	78.5903	82.0681	63.116	74.058	78.5903	82.0681	63.116	74.058	78.5903	82.0681
62	205.203	11.1413	109.56	0	0	0	0	0	0	0	0	0	0	0	0	188.43	217.965	210.711	189.097	503.362	490.704	433.401	346.563	523.431	508.084	447.592	356.597	236.881	259.925	244.971	213.322	0	0	0	0.666552	58.5	46.056	52.278	54.8552	56.8328	46.056	52.278	54.8552	56.8328	46.056	52.278	54.8552	56.8328	46.056	52.278	54.8552	56.8328	46.056	52.278	54.8552	56.8328	46.056	52.278	54.8552	56.8328	46.056	52.278	54.8552	56.8328	46.056	52.278	54.8552	56.8328
63	218.304	6.32905	25.079	0	0	0	0	0	0	0	0	0	0	0	0	26.3713	35.3777	36.3809	34.9047	177.443	166.209	143.204	110.44	224.57	207.023	176.529	134.004	140.148	133.911	116.833	91.793	0	0	0	8.53339	44.5	29.2079	36.854	40.021	42.4512	29.2079	36.854	40.021	42.4512	29.2079	36.854	40.021	42.4512	29.2079	36.854	40.021	42.4512	29.2079	36.854	40.021	42.4512	29.2079	36.854	40.021	42.4512	29.2079	36.854	40.021	42.4512	29.2079	36.854	40.021	42.4512
64	230.567	-0.0709553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	8.4	11.2	12.3598	13.2497	8.4	11.2	12.3598	13.2497	8.4	11.2	12.3598	13.2497	8.4	11.2	12.3598	13.2497	8.4	11.2	12.3598	13.2497	8.4	11.2	12.3598	13.2497	8.4	11.2	12.3598	13.2497	8.4	11.2	12.3598	13.2497
65	242.128	-7.67807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66	253.302	-16.1319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67	264.546	-25.0962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68	276.5	-34.2296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
69	290.092	-43.1204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70	306.691	-51.1657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71	327.967	-57.3831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
