Zeit [h]	Sun azimuth angle [Deg]	Sun elevation angle [Deg]	DIR_-_0	DIR_N_90	DIR_N_60	DIR_N_45	DIR_N_30	DIR_N-E_90	DIR_N-E_60	DIR_N-E_45	DIR_N-E_30	DIR_E_90	DIR_E_60	DIR_E_45	DIR_E_30	DIR_S-E_90	DIR_S-E_60	DIR_S-E_45	DIR_S-E_30	DIR_S_90	DIR_S_60	DIR_S_45	DIR_S_30	DIR_S-W_90	DIR_S-W_60	DIR_S-W_45	DIR_S-W_30	DIR_W_90	DIR_W_60	DIR_W_45	DIR_W_30	DIR_N-W_90	DIR_N-W_60	DIR_N-W_45	DIR_N-W_30	DIFF_-_0	DIFF_N_90	DIFF_N_60	DIFF_N_45	DIFF_N_30	DIFF_N-E_90	DIFF_N-E_60	DIFF_N-E_45	DIFF_N-E_30	DIFF_E_90	DIFF_E_60	DIFF_E_45	DIFF_E_30	DIFF_S-E_90	DIFF_S-E_60	DIFF_S-E_45	DIFF_S-E_30	DIFF_S_90	DIFF_S_60	DIFF_S_45	DIFF_S_30	DIFF_S-W_90	DIFF_S-W_60	DIFF_S-W_45	DIFF_S-W_30	DIFF_W_90	DIFF_W_60	DIFF_W_45	DIFF_W_30	DIFF_N-W_90	DIFF_N-W_60	DIFF_N-W_45	DIFF_N-W_30	DIFF_N-W_30
2889	118.242	37.5544	281.9	0	0	0	157.384	105.722	0	0	296.994	323.012	0	0	405.639	351.086	0	0	419.676	173.499	0	0	330.882	0	0	0	191.272	0	0	0	82.6272	0	0	0	68.5899	210	154.19	0	0	202.523	154.19	0	0	202.523	154.19	0	0	202.523	154.19	0	0	202.523	154.19	0	0	202.523	154.19	0	0	202.523	154.19	0	0	202.523	154.19	0	0	202.523	0
2890	134.927	44.917	499.906	0	0	0	255.9	0.63666	0	0	433.249	354.962	0	0	610.412	501.356	0	0	683.609	354.063	0	0	609.962	0	0	0	432.613	0	0	0	255.45	0	0	0	182.253	165.5	149.291	0	0	163.328	149.291	0	0	163.328	149.291	0	0	163.328	149.291	0	0	163.328	149.291	0	0	163.328	149.291	0	0	163.328	149.291	0	0	163.328	149.291	0	0	163.328	0
2891	155.038	50.195	561.575	0	0	0	274.211	0	0	0	406.166	197.493	0	0	585.084	439.642	0	0	706.159	424.255	0	0	698.465	160.346	0	0	566.511	0	0	0	387.592	0	0	0	266.517	175	161.157	0	0	173.145	161.157	0	0	173.145	161.157	0	0	173.145	161.157	0	0	173.145	161.157	0	0	173.145	161.157	0	0	173.145	161.157	0	0	173.145	161.157	0	0	173.145	0
2892	178.069	52.3479	542.338	0	0	0	260.576	0	0	0	326.807	14.104	0	0	476.73	305.689	0	0	622.523	418.205	0	0	678.781	285.743	0	0	612.55	0	0	0	462.627	0	0	0	316.835	216.5	184.134	0	0	212.164	184.134	0	0	212.164	184.134	0	0	212.164	184.134	0	0	212.164	184.134	0	0	212.164	184.134	0	0	212.164	184.134	0	0	212.164	184.134	0	0	212.164	0
2893	201.379	50.8064	453.384	0	0	0	220.518	0	0	0	223.286	0	0	0	325.261	148.13	0	0	466.707	344.249	0	0	564.766	338.712	0	0	561.998	134.762	0	0	460.023	0	0	0	318.577	255.5	198.638	0	0	247.882	198.638	0	0	247.882	198.638	0	0	247.882	198.638	0	0	247.882	198.638	0	0	247.882	198.638	0	0	247.882	198.638	0	0	247.882	198.638	0	0	247.882	0
2894	222.076	45.9907	270.07	0	0	0	137.065	0	0	0	103.613	0	0	0	146.474	13.3073	0	0	240.541	193.645	0	0	330.71	260.549	0	0	364.161	174.826	0	0	321.3	0	0	0	227.234	275	192.007	0	0	263.881	192.007	0	0	263.881	192.007	0	0	263.881	192.007	0	0	263.881	192.007	0	0	263.881	192.007	0	0	263.881	192.007	0	0	263.881	192.007	0	0	263.881	0
2895	239.303	38.9166	186.258	0	0	0	102.42	0	0	0	49.532	0	0	0	62.1186	0	0	0	132.807	117.768	0	0	220.188	223.544	0	0	273.076	198.371	0	0	260.489	56.9949	0	0	189.801	251.5	169.526	0	0	240.518	169.526	0	0	240.518	169.526	0	0	240.518	169.526	0	0	240.518	169.526	0	0	240.518	169.526	0	0	240.518	169.526	0	0	240.518	169.526	0	0	240.518	0
2896	253.75	30.5387	205.28	0	0	0	129.092	0	0	0	25.2448	0	0	0	10.7491	0	0	0	94.0967	97.3713	0	0	226.464	305.067	0	0	330.311	334.058	0	0	344.807	167.363	0	0	261.46	203	142.328	0	0	194.871	142.328	0	0	194.871	142.328	0	0	194.871	142.328	0	0	194.871	142.328	0	0	194.871	142.328	0	0	194.871	142.328	0	0	194.871	142.328	0	0	194.871	0
2897	266.437	21.5444	120.632	0	0	0	94.9753	0	0	0	0	0	0	0	0	0	0	0	3.36572	18.9903	0	0	113.966	229.066	0	0	219.004	304.958	0	0	256.95	202.21	0	0	205.576	143	97.8632	0	0	136.953	97.8632	0	0	136.953	97.8632	0	0	136.953	97.8632	0	0	136.953	97.8632	0	0	136.953	97.8632	0	0	136.953	97.8632	0	0	136.953	97.8632	0	0	136.953	0
2898	278.239	12.422	57.4344	37.3666	0	0	68.4229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.0562	156.052	0	0	127.766	258.058	0	0	178.769	208.897	0	0	154.188	82	54.9435	0	0	78.3751	54.9435	0	0	78.3751	54.9435	0	0	78.3751	54.9435	0	0	78.3751	54.9435	0	0	78.3751	54.9435	0	0	78.3751	54.9435	0	0	78.3751	54.9435	0	0	78.3751	0
2899	289.843	3.56418	10.9724	59.7963	0	0	39.4005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.8845	0	0	46.9446	165.699	0	0	92.352	159.45	0	0	89.2272	29.5	18.7972	0	0	28.0661	18.7972	0	0	28.0661	18.7972	0	0	28.0661	18.7972	0	0	28.0661	18.7972	0	0	28.0661	18.7972	0	0	28.0661	18.7972	0	0	28.0661	18.7972	0	0	28.0661	0
2900	301.797	-4.656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	0
2901	314.531	-11.837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2902	328.321	-17.5322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2903	343.175	-21.2818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2904	358.739	-22.7091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2905	14.3565	-21.6511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2906	29.3458	-18.2291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2907	43.2972	-12.7949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2908	56.1682	-5.80286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2.4	0	0	3.78564	2.4	0	0	3.78564	2.4	0	0	3.78564	2.4	0	0	3.78564	2.4	0	0	3.78564	2.4	0	0	3.78564	2.4	0	0	3.78564	2.4	0	0	3.78564	0
2909	68.1998	2.29559	5.42744	50.2805	0	0	29.8405	124.443	0	0	66.9218	125.709	0	0	67.5546	53.3359	0	0	31.3682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.5	14.6427	0	0	22.3133	14.6427	0	0	22.3133	14.6427	0	0	22.3133	14.6427	0	0	22.3133	14.6427	0	0	22.3133	14.6427	0	0	22.3133	14.6427	0	0	22.3133	14.6427	0	0	22.3133	0
2910	79.8036	11.0934	75.232	67.9232	0	0	99.1144	315.057	0	0	222.681	377.634	0	0	253.97	218.999	0	0	174.652	0	0	0	31.1915	0	0	0	0	0	0	0	0	0	0	0	0	51.5	38.4232	0	0	49.748	38.4232	0	0	49.748	38.4232	0	0	49.748	38.4232	0	0	49.748	38.4232	0	0	49.748	38.4232	0	0	49.748	38.4232	0	0	49.748	38.4232	0	0	49.748	0
2911	91.5086	20.2174	204.758	0	0	0	170.007	382.661	0	0	368.656	555.802	0	0	455.227	403.362	0	0	379.007	14.6385	0	0	184.645	0	0	0	0	0	0	0	0	0	0	0	0	69.5	62.1758	0	0	68.5187	62.1758	0	0	68.5187	62.1758	0	0	68.5187	62.1758	0	0	68.5187	62.1758	0	0	68.5187	62.1758	0	0	68.5187	62.1758	0	0	68.5187	62.1758	0	0	68.5187	0
2912	103.977	29.2847	356.835	0	0	0	232.191	327.926	0	0	472.991	617.433	0	0	617.744	545.256	0	0	581.656	153.676	0	0	385.866	0	0	0	145.066	0	0	0	0.31221	0	0	0	36.4003	73.5	79.7835	0	0	74.3418	79.7835	0	0	74.3418	79.7835	0	0	74.3418	79.7835	0	0	74.3418	79.7835	0	0	74.3418	79.7835	0	0	74.3418	79.7835	0	0	74.3418	79.7835	0	0	74.3418	0
2913	118.055	37.8312	504.163	0	0	0	283.947	189.227	0	0	531.231	572.949	0	0	723.092	621.046	0	0	747.14	305.342	0	0	589.289	0	0	0	342.005	0	0	0	150.144	0	0	0	126.095	86	102.016	0	0	88.1458	102.016	0	0	88.1458	102.016	0	0	88.1458	102.016	0	0	88.1458	102.016	0	0	88.1458	102.016	0	0	88.1458	102.016	0	0	88.1458	102.016	0	0	88.1458	0
2914	134.769	45.21	617.433	0	0	0	318.888	2.47383	0	0	535.95	435.149	0	0	752.287	612.92	0	0	841.173	431.651	0	0	750.538	0	0	0	533.476	0	0	0	317.139	0	0	0	228.253	100	121.743	0	0	102.913	121.743	0	0	102.913	121.743	0	0	102.913	121.743	0	0	102.913	121.743	0	0	102.913	121.743	0	0	102.913	121.743	0	0	102.913	121.743	0	0	102.913	0
2915	154.954	50.5039	694.115	0	0	0	341.967	0	0	0	503.501	242.197	0	0	722.22	537.76	0	0	870.001	518.31	0	0	860.276	195.242	0	0	698.742	0	0	0	480.023	0	0	0	332.242	98.5	128.512	0	0	102.521	128.512	0	0	102.521	128.512	0	0	102.521	128.512	0	0	102.521	128.512	0	0	102.521	128.512	0	0	102.521	128.512	0	0	102.521	128.512	0	0	102.521	0
2916	178.108	52.6602	741.784	0	0	0	359.607	0	0	0	449.04	18.6798	0	0	651.744	413.144	0	0	848.976	565.595	0	0	925.201	386.728	0	0	835.767	0	0	0	633.064	0	0	0	435.832	94.5	130.878	0	0	99.3738	130.878	0	0	99.3738	130.878	0	0	99.3738	130.878	0	0	99.3738	130.878	0	0	99.3738	130.878	0	0	99.3738	130.878	0	0	99.3738	130.878	0	0	99.3738	0
2917	201.541	51.1024	739.745	0	0	0	363.057	0	0	0	366.882	0	0	0	531.069	237.606	0	0	759.441	555.163	0	0	918.22	547.514	0	0	914.395	219.139	0	0	750.207	0	0	0	521.836	92	129.174	0	0	96.9804	129.174	0	0	96.9804	129.174	0	0	96.9804	129.174	0	0	96.9804	129.174	0	0	96.9804	129.174	0	0	96.9804	129.174	0	0	96.9804	129.174	0	0	96.9804	0
2918	222.307	46.2596	680.937	0	0	0	348.75	0	0	0	264.251	0	0	0	370.4	30.6179	0	0	605.018	481.918	0	0	830.668	650.918	0	0	915.168	438.619	0	0	809.018	0	0	0	574.401	94.5	124.794	0	0	98.5586	124.794	0	0	98.5586	124.794	0	0	98.5586	124.794	0	0	98.5586	124.794	0	0	98.5586	124.794	0	0	98.5586	124.794	0	0	98.5586	124.794	0	0	98.5586	0
2919	239.554	39.1611	571.825	0	0	0	317.33	0	0	0	155.43	0	0	0	192.571	0	0	0	406.997	355.77	0	0	673.1	679.571	0	0	835	605.289	0	0	797.86	176.438	0	0	583.434	97	115.382	0	0	99.4628	115.382	0	0	99.4628	115.382	0	0	99.4628	115.382	0	0	99.4628	115.382	0	0	99.4628	115.382	0	0	99.4628	115.382	0	0	99.4628	115.382	0	0	99.4628	0
2920	253.997	30.7674	419.729	0	0	0	266.315	0	0	0	55.1777	0	0	0	24.6487	0	0	0	192.612	194.361	0	0	460.677	616.637	0	0	671.815	677.696	0	0	702.344	341.77	0	0	534.381	95.5	99.2729	0	0	96.0055	99.2729	0	0	96.0055	99.2729	0	0	96.0055	99.2729	0	0	96.0055	99.2729	0	0	96.0055	99.2729	0	0	96.0055	99.2729	0	0	96.0055	99.2729	0	0	96.0055	0
2921	266.673	21.7664	211.555	0	0	0	167.837	0	0	0	0	0	0	0	0	0	0	0	7.07706	30.7483	0	0	198.586	395.754	0	0	381.089	528.933	0	0	447.678	352.27	0	0	359.346	97	79.3555	0	0	94.6361	79.3555	0	0	94.6361	79.3555	0	0	94.6361	79.3555	0	0	94.6361	79.3555	0	0	94.6361	79.3555	0	0	94.6361	79.3555	0	0	94.6361	79.3555	0	0	94.6361	0
2922	278.462	12.6455	92.6023	60.738	0	0	110.565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.8267	245.725	0	0	203.058	408.246	0	0	284.319	331.622	0	0	246.007	76.5	55.1602	0	0	73.641	55.1602	0	0	73.641	55.1602	0	0	73.641	55.1602	0	0	73.641	55.1602	0	0	73.641	55.1602	0	0	73.641	55.1602	0	0	73.641	55.1602	0	0	73.641	0
2923	290.052	3.79599	15.4586	79.8861	0	0	53.3306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98.272	0	0	62.5236	218.864	0	0	122.82	211.249	0	0	119.012	30.5	19.8459	0	0	29.0726	19.8459	0	0	29.0726	19.8459	0	0	29.0726	19.8459	0	0	29.0726	19.8459	0	0	29.0726	19.8459	0	0	29.0726	19.8459	0	0	29.0726	19.8459	0	0	29.0726	0
2924	301.989	-4.41033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2.4	0	0	3.78564	2.4	0	0	3.78564	2.4	0	0	3.78564	2.4	0	0	3.78564	2.4	0	0	3.78564	2.4	0	0	3.78564	2.4	0	0	3.78564	2.4	0	0	3.78564	0
2925	314.701	-11.5736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2926	328.459	-17.2498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2927	343.267	-20.9827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2928	358.776	-22.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2929	14.3359	-21.3409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2930	29.2747	-17.926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2931	43.1872	-12.5037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2932	56.0305	-5.52462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2.4	0	0	3.78564	2.4	0	0	3.78564	2.4	0	0	3.78564	2.4	0	0	3.78564	2.4	0	0	3.78564	2.4	0	0	3.78564	2.4	0	0	3.78564	2.4	0	0	3.78564	0
2933	68.0423	2.56263	6.50552	54.3513	0	0	32.8096	133.758	0	0	72.5127	134.81	0	0	73.0392	56.8933	0	0	34.0806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	13.8506	0	0	20.9082	13.8506	0	0	20.9082	13.8506	0	0	20.9082	13.8506	0	0	20.9082	13.8506	0	0	20.9082	13.8506	0	0	20.9082	13.8506	0	0	20.9082	13.8506	0	0	20.9082	0
2934	79.6312	11.353	80.6113	72.2613	0	0	105.942	330.355	0	0	234.989	394.931	0	0	267.277	228.162	0	0	183.893	0	0	0	33.681	0	0	0	0	0	0	0	0	0	0	0	0	47	36.2611	0	0	45.5613	36.2611	0	0	45.5613	36.2611	0	0	45.5613	36.2611	0	0	45.5613	36.2611	0	0	45.5613	36.2611	0	0	45.5613	36.2611	0	0	45.5613	36.2611	0	0	45.5613	0
2935	91.3248	20.4746	211.1	0	0	0	176.282	390.431	0	0	378.033	565.224	0	0	465.43	408.917	0	0	387.276	13.0723	0	0	189.354	0	0	0	0	0	0	0	0	0	0	0	0	63.5	59.21	0	0	62.9252	59.21	0	0	62.9252	59.21	0	0	62.9252	59.21	0	0	62.9252	59.21	0	0	62.9252	59.21	0	0	62.9252	59.21	0	0	62.9252	59.21	0	0	62.9252	0
2936	103.786	29.5457	357.756	0	0	0	234.626	327.092	0	0	473.372	612.977	0	0	616.314	539.789	0	0	579.721	150.4	0	0	385.026	0	0	0	146.281	0	0	0	3.3379	0	0	0	39.9315	73.5	79.8756	0	0	74.3542	79.8756	0	0	74.3542	79.8756	0	0	74.3542	79.8756	0	0	74.3542	79.8756	0	0	74.3542	79.8756	0	0	74.3542	79.8756	0	0	74.3542	79.8756	0	0	74.3542	0
2937	117.867	38.1026	495.817	0	0	0	281.621	186.267	0	0	522.524	558.959	0	0	708.87	604.221	0	0	731.5	295.539	0	0	577.159	0	0	0	336.257	0	0	0	149.911	0	0	0	127.28	80.5	97.8817	0	0	82.8287	97.8817	0	0	82.8287	97.8817	0	0	82.8287	97.8817	0	0	82.8287	97.8817	0	0	82.8287	97.8817	0	0	82.8287	97.8817	0	0	82.8287	97.8817	0	0	82.8287	0
2938	134.608	45.4977	613.014	0	0	0	319.346	4.11719	0	0	532.945	428.902	0	0	745.337	602.442	0	0	832.107	423.081	0	0	742.426	0	0	0	528.828	0	0	0	316.435	0	0	0	229.665	84.5	112.001	0	0	88.1845	112.001	0	0	88.1845	112.001	0	0	88.1845	112.001	0	0	88.1845	112.001	0	0	88.1845	112.001	0	0	88.1845	112.001	0	0	88.1845	112.001	0	0	88.1845	0
2939	154.868	50.8078	694.04	0	0	0	344.899	0	0	0	504.898	240.339	0	0	721.226	532.207	0	0	867.159	512.315	0	0	857.213	192.317	0	0	697.214	0	0	0	480.887	0	0	0	334.953	90	123.404	0	0	94.4753	123.404	0	0	94.4753	123.404	0	0	94.4753	123.404	0	0	94.4753	123.404	0	0	94.4753	123.404	0	0	94.4753	123.404	0	0	94.4753	123.404	0	0	94.4753	0
2940	178.145	52.968	693.722	0	0	0	339.236	0	0	0	421.83	16.9405	0	0	609.251	381.86	0	0	791.711	523.091	0	0	862.326	357.903	0	0	779.732	0	0	0	592.311	0	0	0	409.852	127.5	145.872	0	0	129.961	145.872	0	0	129.961	145.872	0	0	129.961	145.872	0	0	129.961	145.872	0	0	129.961	145.872	0	0	129.961	145.872	0	0	129.961	145.872	0	0	129.961	0
2941	201.699	51.3944	620.479	0	0	0	307.193	0	0	0	309.844	0	0	0	445.764	195.969	0	0	635.335	460.315	0	0	767.508	455.015	0	0	764.858	183.173	0	0	628.937	0	0	0	439.366	187.5	174.548	0	0	185.765	174.548	0	0	185.765	174.548	0	0	185.765	174.548	0	0	185.765	174.548	0	0	185.765	174.548	0	0	185.765	174.548	0	0	185.765	174.548	0	0	185.765	0
2942	222.534	46.5251	609.205	0	0	0	314.774	0	0	0	239.051	0	0	0	332.348	24.8528	0	0	540.013	425.625	0	0	740.399	577.073	0	0	816.123	390.479	0	0	722.826	0	0	0	515.161	161	157.52	0	0	160.534	157.52	0	0	160.534	157.52	0	0	160.534	157.52	0	0	160.534	157.52	0	0	160.534	157.52	0	0	160.534	157.52	0	0	160.534	157.52	0	0	160.534	0
2943	239.801	39.4026	593.822	0	0	0	332.464	0	0	0	164.826	0	0	0	201.884	0	0	0	421.931	363.602	0	0	696.066	698.88	0	0	863.705	624.764	0	0	826.647	184.67	0	0	606.6	93	115.182	0	0	95.9719	115.182	0	0	95.9719	115.182	0	0	95.9719	115.182	0	0	95.9719	115.182	0	0	95.9719	115.182	0	0	95.9719	115.182	0	0	95.9719	115.182	0	0	95.9719	0
2944	254.241	30.9934	477.349	0	0	0	305.484	0	0	0	66.7009	0	0	0	31.0075	0	0	0	219.312	215.825	0	0	521.309	693.391	0	0	760.092	764.779	0	0	795.786	388.17	0	0	607.481	75	92.7349	0	0	77.376	92.7349	0	0	77.376	92.7349	0	0	77.376	92.7349	0	0	77.376	92.7349	0	0	77.376	92.7349	0	0	77.376	92.7349	0	0	77.376	92.7349	0	0	77.376	0
2945	266.905	21.9861	321.407	0	0	0	256.856	0	0	0	0	0	0	0	0	0	0	0	12.502	42.9814	0	0	299.837	592.474	0	0	574.584	794.904	0	0	675.799	531.69	0	0	544.192	73.5	76.2407	0	0	73.8672	76.2407	0	0	73.8672	76.2407	0	0	73.8672	76.2407	0	0	73.8672	76.2407	0	0	73.8672	76.2407	0	0	73.8672	76.2407	0	0	73.8672	76.2407	0	0	73.8672	0
2946	278.681	12.8668	174.363	115.214	0	0	208.609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93.3952	452.11	0	0	377.057	754.594	0	0	528.299	615.048	0	0	458.526	57	51.6363	0	0	56.2814	51.6363	0	0	56.2814	51.6363	0	0	56.2814	51.6363	0	0	56.2814	51.6363	0	0	56.2814	51.6363	0	0	56.2814	51.6363	0	0	56.2814	51.6363	0	0	56.2814	0
2947	290.257	4.02555	26.4659	130.207	0	0	88.0234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157.404	0	0	101.622	352.81	0	0	199.325	341.545	0	0	193.692	22.5	16.1466	0	0	21.6488	16.1466	0	0	21.6488	16.1466	0	0	21.6488	16.1466	0	0	21.6488	16.1466	0	0	21.6488	16.1466	0	0	21.6488	16.1466	0	0	21.6488	16.1466	0	0	21.6488	0
2948	302.177	-4.16713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	1.8	0	0	2.83923	0
2949	314.866	-11.313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2950	328.591	-16.9706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2951	343.356	-20.6876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2952	358.81	-22.0954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2953	14.3136	-21.0356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2954	29.203	-17.6279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2955	43.0773	-12.2175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2956	55.8932	-5.25146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2.4	0	0	3.78564	2.4	0	0	3.78564	2.4	0	0	3.78564	2.4	0	0	3.78564	2.4	0	0	3.78564	2.4	0	0	3.78564	2.4	0	0	3.78564	2.4	0	0	3.78564	0
2957	67.8854	2.82459	4.36114	33.2763	0	0	20.415	81.4346	0	0	44.4941	81.8897	0	0	44.7217	34.3749	0	0	20.9643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	16.0361	0	0	24.6651	16.0361	0	0	24.6651	16.0361	0	0	24.6651	16.0361	0	0	24.6651	16.0361	0	0	24.6651	16.0361	0	0	24.6651	16.0361	0	0	24.6651	16.0361	0	0	24.6651	0
