Zeit [h]	Variante 10.1 Raumlufttemperatur [C]	Variante 10.1 Heizleistung [W]	Variante 10.1 Kühlleistung [W]	Variante 10.1 Rücklauftemperatur [C]	Variante 10.1 Innentemperatur.Wand.Nord [C]	Variante 10.1 Innentemperatur.Wand.Süd [C]	Variante 10.1 Innentemperatur.Boden [C]	Variante 10.1 Innentemperatur.Wand.Ost [C]	Variante 10.1 Innentemperatur.Wand.West [C]	Variante 10.1 Innentemperatur.Dach [C]	Variante 10.2 Raumlufttemperatur [C]	Variante 10.2 Heizleistung [W]	Variante 10.2 Kühlleistung [W]	Variante 10.2 Rücklauftemperatur [C]	Variante 10.2 Innentemperatur.Wand.Nord [C]	Variante 10.2 Innentemperatur.Wand.Süd [C]	Variante 10.2 Innentemperatur.Boden [C]	Variante 10.2 Innentemperatur.Wand.Ost [C]	Variante 10.2 Innentemperatur.Wand.West [C]	Variante 10.2 Innentemperatur.Dach [C]	Variante 10.3 Raumlufttemperatur [C]	Variante 10.3 Heizleistung [W]	Variante 10.3 Kühlleistung [W]	Variante 10.3 Rücklauftemperatur [C]	Variante 10.3 Innentemperatur.Wand.Nord [C]	Variante 10.3 Innentemperatur.Wand.Süd [C]	Variante 10.3 Innentemperatur.Boden [C]	Variante 10.3 Innentemperatur.Wand.Ost [C]	Variante 10.3 Innentemperatur.Wand.West [C]	Variante 10.3 Innentemperatur.Dach [C]	Variante 10.4 Raumlufttemperatur [C]	Variante 10.4 Heizleistung [W]	Variante 10.4 Kühlleistung [W]	Variante 10.4 Rücklauftemperatur [C]	Variante 10.4 Innentemperatur.Wand.Nord [C]	Variante 10.4 Innentemperatur.Wand.Süd [C]	Variante 10.4 Innentemperatur.Boden [C]	Variante 10.4 Innentemperatur.Wand.Ost [C]	Variante 10.4 Innentemperatur.Wand.West [C]	Variante 10.4 Innentemperatur.Dach [C]	Variante 10.5 Raumlufttemperatur [C]	Variante 10.5 Heizleistung [W]	Variante 10.5 Kühlleistung [W]	Variante 10.5 Rücklauftemperatur [C]	Variante 10.5 Innentemperatur.Wand.Nord [C]	Variante 10.5 Innentemperatur.Wand.Süd [C]	Variante 10.5 Innentemperatur.Boden [C]	Variante 10.5 Innentemperatur.Wand.Ost [C]	Variante 10.5 Innentemperatur.Wand.West [C]	Variante 10.5 Innentemperatur.Dach [C]	Variante 10.6 Raumlufttemperatur [C]	Variante 10.6 Heizleistung [W]	Variante 10.6 Kühlleistung [W]	Variante 10.6 Rücklauftemperatur [C]	Variante 10.6 Innentemperatur.Wand.Nord [C]	Variante 10.6 Innentemperatur.Wand.Süd [C]	Variante 10.6 Innentemperatur.Boden [C]	Variante 10.6 Innentemperatur.Wand.Ost [C]	Variante 10.6 Innentemperatur.Wand.West [C]	Variante 10.6 Innentemperatur.Dach [C]
6278	20.406	0	0	0	20.406	20.406	20.406	20.406	20.406	0.012	17.715	0	50.652	17.061	18.024	18.024	17.314	18.024	18.024	18.024	17.548	0	53.245	17.064	17.715	17.715	17.333	17.714	17.714	17.714	19.984	318.959	0	21.431	19.411	19.411	20.729	19.411	19.411	19.411	20.083	0	0	20.768	19.793	19.793	20.454	19.794	19.794	19.796	21.302	0	0	21.279	21.297	21.297	21.298	21.297	21.297	21.297
6279	20.405	0	0	0	20.405	20.405	20.405	20.405	20.405	0.012	17.715	0	50.625	17.061	18.023	18.023	17.313	18.023	18.023	18.023	17.548	0	53.237	17.064	17.715	17.715	17.333	17.714	17.714	17.713	20.06	169.836	0	21.525	19.406	19.406	20.916	19.406	19.406	19.406	20.046	0	0	20.686	19.776	19.776	20.392	19.777	19.777	19.779	21.28	0	0	21.258	21.275	21.275	21.276	21.275	21.275	21.275
6280	20.404	0	0	0	20.403	20.403	20.403	20.403	20.403	0.012	17.714	0	50.598	17.061	18.023	18.023	17.313	18.023	18.023	18.023	17.548	0	53.228	17.064	17.715	17.715	17.333	17.714	17.714	17.713	20.101	188.557	0	21.624	19.407	19.407	21.007	19.407	19.407	19.407	20.013	0	0	20.611	19.762	19.762	20.336	19.763	19.763	19.765	21.259	0	0	21.237	21.254	21.254	21.255	21.254	21.254	21.254
6281	20.402	0	0	0	20.402	20.402	20.402	20.402	20.402	0.012	17.714	0	50.572	17.06	18.022	18.022	17.313	18.022	18.022	18.022	17.548	0	53.22	17.064	17.715	17.715	17.332	17.714	17.714	17.713	20.149	254.178	0	21.842	19.412	19.412	21.114	19.412	19.412	19.412	20.027	448.422	0	21.377	19.754	19.754	20.397	19.756	19.756	19.758	21.238	0	0	21.217	21.234	21.234	21.235	21.234	21.234	21.234
6282	20.401	0	0	0	20.401	20.401	20.401	20.401	20.401	0.011	17.713	0	50.546	17.06	18.022	18.022	17.313	18.022	18.022	18.022	17.548	0	53.212	17.064	17.714	17.714	17.332	17.714	17.714	17.713	20.245	440.133	0	22.366	19.423	19.423	21.327	19.423	19.423	19.423	20.221	556.886	0	22.086	19.779	19.779	20.814	19.78	19.78	19.782	21.218	0	0	21.197	21.214	21.214	21.215	21.214	21.214	21.214
6283	20.4	0	0	0	20.399	20.399	20.399	20.399	20.399	0.011	17.713	0	50.52	17.06	18.021	18.021	17.313	18.021	18.021	18.021	17.548	0	53.204	17.064	17.714	17.714	17.332	17.714	17.714	17.713	20.419	573.994	0	23.008	19.444	19.444	21.707	19.444	19.444	19.444	20.434	664.386	0	22.792	19.823	19.823	21.248	19.824	19.824	19.827	21.198	0	0	21.178	21.194	21.194	21.195	21.194	21.194	21.194
6284	20.398	0	0	0	20.398	20.398	20.398	20.398	20.398	0.011	17.713	0	50.495	17.06	18.02	18.02	17.312	18.02	18.02	18.02	17.548	0	53.196	17.064	17.714	17.714	17.332	17.714	17.714	17.713	20.62	583.116	0	23.499	19.473	19.473	22.131	19.473	19.473	19.473	20.641	664.645	0	23.304	19.877	19.877	21.65	19.879	19.879	19.882	21.179	0	0	21.159	21.175	21.175	21.175	21.175	21.175	21.175
6285	20.397	0	0	0	20.397	20.397	20.397	20.397	20.397	0.011	17.712	0	50.47	17.06	18.02	18.02	17.312	18.02	18.02	18.02	17.548	0	53.188	17.064	17.714	17.714	17.332	17.714	17.714	17.713	20.793	575.96	0	23.878	19.503	19.503	22.486	19.503	19.503	19.503	20.81	655.692	0	23.688	19.932	19.932	21.963	19.933	19.933	19.937	21.16	0	0	21.141	21.156	21.156	21.157	21.156	21.156	21.156
6286	20.396	0	0	0	20.396	20.396	20.396	20.396	20.396	0.011	17.712	0	50.445	17.06	18.019	18.019	17.312	18.019	18.019	18.019	17.548	0	53.18	17.064	17.714	17.714	17.332	17.713	17.713	17.713	20.946	619.448	0	24.299	19.532	19.532	22.8	19.532	19.532	19.532	20.956	699.949	0	24.107	19.983	19.983	22.233	19.985	19.985	19.988	21.142	0	0	21.124	21.138	21.138	21.139	21.138	21.138	21.138
6287	20.394	0	0	0	20.394	20.394	20.394	20.394	20.394	0.011	17.711	0	50.42	17.06	18.018	18.018	17.312	18.018	18.018	18.018	17.548	0	53.172	17.064	17.714	17.714	17.332	17.713	17.713	17.712	20.964	0	0	23.294	19.552	19.552	22.782	19.552	19.552	19.552	20.96	0	0	22.918	20.018	20.018	22.162	20.02	20.02	20.023	21.124	0	0	21.105	21.121	21.121	21.121	21.121	21.121	21.121
6288	20.393	0	0	0	20.393	20.393	20.393	20.393	20.393	0.011	17.711	0	50.396	17.06	18.018	18.018	17.312	18.018	18.018	18.018	17.547	0	53.165	17.064	17.714	17.714	17.332	17.713	17.713	17.712	20.786	0	0	22.872	19.547	19.547	22.381	19.547	19.547	19.547	20.773	0	0	22.418	20.007	20.007	21.75	20.009	20.009	20.013	21.106	0	0	21.086	21.102	21.102	21.103	21.102	21.102	21.102
6289	20.392	0	0	0	20.392	20.392	20.392	20.392	20.392	0.011	17.71	0	50.371	17.06	18.017	18.017	17.312	18.017	18.017	18.017	17.547	0	53.157	17.064	17.714	17.714	17.332	17.713	17.713	17.712	20.646	0	0	22.583	19.531	19.531	22.084	19.531	19.531	19.531	20.635	0	0	22.096	19.983	19.983	21.469	19.985	19.985	19.988	21.086	0	0	21.065	21.082	21.082	21.083	21.082	21.082	21.082
6290	20.39	0	0	0	20.39	20.39	20.39	20.39	20.39	0.011	17.71	0	50.347	17.06	18.017	18.017	17.311	18.017	18.017	18.017	17.547	0	53.15	17.064	17.713	17.713	17.332	17.713	17.713	17.712	20.537	0	0	22.357	19.51	19.51	21.864	19.51	19.51	19.51	20.531	0	0	21.858	19.954	19.954	21.27	19.955	19.955	19.959	21.065	0	0	21.043	21.061	21.061	21.062	21.061	21.061	21.061
6291	20.389	0	0	0	20.389	20.389	20.389	20.389	20.389	0.011	17.71	0	50.324	17.06	18.016	18.016	17.311	18.016	18.016	18.016	17.547	0	53.143	17.064	17.713	17.713	17.332	17.713	17.713	17.712	20.446	0	0	22.166	19.485	19.485	21.687	19.485	19.485	19.485	20.445	0	0	21.663	19.922	19.922	21.115	19.924	19.924	19.927	21.043	0	0	21.02	21.039	21.039	21.04	21.039	21.039	21.039
6292	20.388	0	0	0	20.388	20.388	20.388	20.388	20.388	0.011	17.709	0	50.3	17.06	18.016	18.016	17.311	18.016	18.016	18.016	17.547	0	53.136	17.064	17.713	17.713	17.332	17.713	17.713	17.712	20.364	0	0	21.995	19.458	19.458	21.535	19.458	19.458	19.458	20.369	0	0	21.493	19.889	19.889	20.984	19.891	19.891	19.894	21.021	0	0	20.995	21.015	21.015	21.016	21.015	21.015	21.015
