Zeit [h]	Variante 10.1 Raumlufttemperatur [C]	Variante 10.1 Heizleistung [W]	Variante 10.1 Kühlleistung [W]	Variante 10.2 Raumlufttemperatur [C]	Variante 10.2 Heizleistung [W]	Variante 10.2 Kühlleistung [W]	Variante 10.2 Rücklauftemperatur [C]	Variante 10.2 Innentemperatur.Dach [C]	Variante 10.2 Innentemperatur.Boden [C]	Variante 10.2 Innentemperatur.Wand.Nord [C]	Variante 10.2 Innentemperatur.Wand.Ost [C]	Variante 10.2 Innentemperatur.Wand.Süd [C]	Variante 10.2 Innentemperatur.Wand.West [C]	Variante 10.3 Raumlufttemperatur [C]	Variante 10.3 Heizleistung [W]	Variante 10.3 Kühlleistung [W]	Variante 10.3 Rücklauftemperatur [C]	Variante 10.3 Innentemperatur.Dach [C]	Variante 10.3 Innentemperatur.Boden [C]	Variante 10.3 Innentemperatur.Wand.Nord [C]	Variante 10.3 Innentemperatur.Wand.Ost [C]	Variante 10.3 Innentemperatur.Wand.Süd [C]	Variante 10.3 Innentemperatur.Wand.West [C]	Variante 10.4 Raumlufttemperatur [C]	Variante 10.4 Heizleistung [W]	Variante 10.4 Kühlleistung [W]	Variante 10.4 Rücklauftemperatur [C]	Variante 10.4 Innentemperatur.Dach [C]	Variante 10.4 Innentemperatur.Boden [C]	Variante 10.4 Innentemperatur.Wand.Nord [C]	Variante 10.4 Innentemperatur.Wand.Ost [C]	Variante 10.4 Innentemperatur.Wand.Süd [C]	Variante 10.4 Innentemperatur.Wand.West [C]	Variante 10.5 Raumlufttemperatur [C]	Variante 10.5 Heizleistung [W]	Variante 10.5 Kühlleistung [W]	Variante 10.5 Rücklauftemperatur [C]	Variante 10.5 Innentemperatur.Dach [C]	Variante 10.5 Innentemperatur.Boden [C]	Variante 10.5 Innentemperatur.Wand.Nord [C]	Variante 10.5 Innentemperatur.Wand.Ost [C]	Variante 10.5 Innentemperatur.Wand.Süd [C]	Variante 10.5 Innentemperatur.Wand.West [C]	Variante 10.6 Raumlufttemperatur [C]	Variante 10.6 Heizleistung [W]	Variante 10.6 Kühlleistung [W]	Variante 10.6 Rücklauftemperatur [C]	Variante 10.6 Innentemperatur.Dach [C]	Variante 10.6 Innentemperatur.Boden [C]	Variante 10.6 Innentemperatur.Wand.Nord [C]	Variante 10.6 Innentemperatur.Wand.Ost [C]	Variante 10.6 Innentemperatur.Wand.Süd [C]	Variante 10.6 Innentemperatur.Wand.West [C]
2334	9.96166	383.475	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.6805	0.0689804	-297.61	24.4236	18.5048	23.7926	18.5048	18.5048	18.5048	18.5048	20.4944	9.34E-05	-145.895	22.8847	19.4608	22.0515	19.4556	19.4511	19.4556	19.4511	10.8579	0.00E+00	0	10.8549	10.8596	10.8597	10.8609	10.86	10.8609	10.86
2335	9.96166	383.475	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.475	0.0264732	-267.79	23.9804	18.4964	23.2502	18.4964	18.4964	18.4964	18.4964	20.3456	9.75E-05	-127.538	22.5245	19.4301	21.6917	19.4253	19.4209	19.4253	19.4209	10.8506	0.00E+00	0	10.8463	10.8539	10.854	10.8551	10.8543	10.8551	10.8543
2336	9.96166	383.475	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.3202	-0.00185487	-246.841	23.6299	18.4837	22.8629	18.4837	18.4837	18.4837	18.4837	20.2302	1.00E-04	-114.779	22.2363	19.4001	21.4337	19.3956	19.3913	19.3956	19.3913	10.8404	0.00E+00	0	10.835	10.8449	10.8451	10.8461	10.8453	10.8461	10.8453
2337	9.96166	383.475	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.1944	9.56E-05	-230.9	23.3336	18.4695	22.5645	18.4695	18.4695	18.4695	18.4695	20.1334	0.000102099	-104.979	21.9903	19.3713	21.2304	19.3671	19.363	19.3671	19.363	10.8278	0.00E+00	0	10.8216	10.8334	10.8335	10.8346	10.8338	10.8346	10.8338
2338	9.96166	383.475	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.0867	9.35E-05	-217.837	23.0727	18.4552	22.3177	18.4552	18.4552	18.4552	18.4552	20.0485	0.000103928	-96.8546	21.7731	19.344	21.0586	19.34	19.336	19.34	19.336	10.8141	0.00E+00	0	10.8076	10.82	10.8202	10.8213	10.8204	10.8213	10.8204
2339	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.0407	837.328	-207.27	26.2088	18.4425	22.1131	18.4425	18.4425	18.4425	18.4425	20.2873	1622.62	-96.9998	26.4403	19.3212	21.0135	19.3174	19.3135	19.3174	19.3135	10.8012	0.00E+00	0	10.7952	10.8066	10.8068	10.8078	10.807	10.8078	10.807
2340	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	21.3299	1806.7	-312.199	26.1525	18.4794	23.9027	18.4794	18.4794	18.4794	18.4794	21.2209	1141.51	-212.135	24.6844	19.4331	23.1073	19.4282	19.4238	19.4282	19.4238	10.7909	0.00E+00	0	10.7861	10.795	10.7952	10.7962	10.7954	10.7962	10.7954
2341	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	21.0347	-0.307858	-339.853	25.0852	18.5651	24.6008	18.5651	18.5651	18.5651	18.5651	20.8747	-0.000876293	-192.954	23.6666	19.5401	22.9737	19.5347	19.53	19.5347	19.53	10.7843	0.00E+00	0	10.7809	10.7866	10.7868	10.7878	10.787	10.7878	10.787
2342	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.757	2.34E-05	-296.006	24.4817	18.5889	23.8475	18.5889	18.5889	18.5889	18.5889	20.6327	9.21E-05	-154.408	23.0755	19.5451	22.289	19.54	19.5354	19.54	19.5354	10.7815	0.00E+00	0	10.7797	10.7821	10.7823	10.7833	10.7825	10.7833	10.7825
2343	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.5642	7.75E-05	-265.934	24.0512	18.5944	23.3144	18.5944	18.5944	18.5944	18.5944	20.4728	9.61E-05	-131.34	22.6764	19.5314	21.8611	19.5266	19.5222	19.5266	19.5222	10.7825	0.00E+00	0	10.7822	10.7814	10.7815	10.7826	10.7818	10.7826	10.7818
2344	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.4222	8.81E-05	-244.896	23.7129	18.5953	22.9391	18.5953	18.5953	18.5953	18.5953	20.3577	9.89E-05	-116.321	22.3747	19.5149	21.5758	19.5105	19.5063	19.5105	19.5063	10.7872	0.00E+00	0	10.7882	10.7844	10.7845	10.7856	10.7848	10.7856	10.7848
2345	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.3082	9.06E-05	-228.949	23.4278	18.5935	22.653	18.5935	18.5935	18.5935	18.5935	20.2659	0.000101015	-105.448	22.1269	19.4978	21.3649	19.4936	19.4896	19.4936	19.4896	10.7955	0.00E+00	0	10.798	10.7911	10.7911	10.7923	10.7914	10.7923	10.7914
2346	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.2106	9.27E-05	-215.923	23.1763	18.5898	22.4175	18.5898	18.5898	18.5898	18.5898	20.1874	0.000102837	-96.8231	21.9121	19.4804	21.194	19.4764	19.4725	19.4764	19.4725	10.8078	0.00E+00	0	10.812	10.8015	10.8015	10.8027	10.8019	10.8027	10.8019
2347	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.1238	9.46E-05	-204.649	22.9473	18.5855	22.213	18.5855	18.5855	18.5855	18.5855	20.1178	0.000104445	-89.5112	21.7197	19.4633	21.0471	19.4596	19.4557	19.4596	19.4557	10.8243	0.00E+00	0	10.8301	10.8162	10.8162	10.8174	10.8166	10.8174	10.8166
2348	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.044	9.63E-05	-194.501	22.733	18.5811	22.0285	18.5811	18.5811	18.5811	18.5811	20.054	0.000105906	-83.046	21.5421	19.4468	20.916	19.4432	19.4395	19.4432	19.4395	10.8441	0.00E+00	0	10.8511	10.8346	10.8345	10.8358	10.835	10.8358	10.835
2349	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.6104	2077.88	-206.387	27.751	18.5798	22.1872	18.5798	18.5798	18.5798	18.5798	20.0054	665.389	-77.3518	24.5482	19.4296	20.7971	19.4262	19.4227	19.4262	19.4227	10.8662	0.00E+00	0	10.874	10.8558	10.8556	10.857	10.8562	10.857	10.8562
2350	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	21.302	630.77	-336.3	25.5097	18.6579	24.5541	18.6579	18.6579	18.6579	18.6579	21.2772	2079.55	-172.358	24.8388	19.4959	22.441	19.4919	19.488	19.4919	19.488	10.8893	0.00E+00	0	10.8972	10.8785	10.8783	10.8798	10.8789	10.8798	10.8789
2351	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.9618	-0.323306	-310.313	24.6877	18.7148	24.2314	18.7148	18.7148	18.7148	18.7148	20.9531	-0.410486	-192.213	23.6181	19.6326	23.0519	19.6277	19.6232	19.6277	19.6232	10.9114	0.00E+00	0	10.9188	10.9012	10.901	10.9024	10.9016	10.9024	10.9016
2352	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.7065	0.0671165	-271.694	24.1494	18.7177	23.5444	18.7177	18.7177	18.7177	18.7177	20.6795	-0.0811106	-149.925	22.9661	19.6388	22.3063	19.6341	19.6297	19.6341	19.6297	10.9312	0.00E+00	0	10.9377	10.9222	10.922	10.9234	10.9226	10.9234	10.9226
2353	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.5199	0.00813894	-245.766	23.7473	18.7046	23.0672	18.7046	18.7046	18.7046	18.7046	20.4931	-0.0363422	-124.922	22.5333	19.6114	21.83	19.6069	19.6028	19.6069	19.6028	10.9485	0.00E+00	0	10.954	10.9406	10.9404	10.9418	10.941	10.9418	10.941
2354	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.3733	2.64E-05	-227.216	23.4221	18.6849	22.7163	18.6849	18.6849	18.6849	18.6849	20.3549	-0.0120441	-109.277	22.2118	19.5754	21.5139	19.5713	19.5673	19.5713	19.5673	10.9637	0.00E+00	0	10.9684	10.9567	10.9566	10.9579	10.9571	10.9579	10.9571
2355	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.2495	9.39E-05	-212.989	23.1411	18.662	22.4399	18.662	18.662	18.662	18.662	20.2429	0.00083766	-98.3654	21.9507	19.5373	21.2809	19.5334	19.5295	19.5334	19.5295	10.977	0.00E+00	0	10.9809	10.9709	10.9707	10.9721	10.9713	10.9721	10.9713
2356	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.139	9.49E-05	-201.174	22.8873	18.6373	22.2052	18.6373	18.6373	18.6373	18.6373	20.1455	0.000959576	-89.9722	21.7241	19.4987	21.093	19.4951	19.4913	19.4951	19.4913	10.9877	0.00E+00	0	10.9905	10.9828	10.9827	10.984	10.9832	10.984	10.9832
2357	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.0365	9.69E-05	-190.827	22.6515	18.6114	21.9955	18.6114	18.6114	18.6114	18.6114	20.0565	-0.000163359	-83.0056	21.5193	19.4599	20.9305	19.4565	19.4529	19.4565	19.4529	10.9947	0.00E+00	0	10.9959	10.9916	10.9915	10.9928	10.992	10.9928	10.992
2358	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.8401	2492.83	-218.401	28.1131	18.5932	22.3948	18.5932	18.5932	18.5932	18.5932	20.2204	1500.82	-82.1444	26.0671	19.4221	20.858	19.4189	19.4153	19.4189	19.4153	10.9984	0.00E+00	0	10.9986	10.9966	10.9966	10.9978	10.997	10.9978	10.997
2359	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	21.2675	303.195	-343.217	25.3927	18.6633	24.7024	18.6633	18.6633	18.6633	18.6633	21.2848	1395.54	-200.902	24.67	19.5124	22.9784	19.5082	19.5041	19.5082	19.5041	11.0006	0.00E+00	0	11.0002	10.9994	10.9994	11.0007	10.9998	11.0007	10.9998
2360	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.9113	0.15809	-306.661	24.5964	18.6961	24.1493	18.6961	18.6961	18.6961	18.6961	20.9095	6.24E-05	-189.845	23.5662	19.6132	22.9946	19.6083	19.6038	19.6083	19.6038	11.0006	0.00E+00	0	10.9992	11.0006	11.0006	11.0018	11.001	11.0018	11.001
2361	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.651	-0.0705754	-269.006	24.0634	18.6842	23.4638	18.6842	18.6842	18.6842	18.6842	20.6342	9.23E-05	-149.362	22.9335	19.5984	22.2561	19.5937	19.5894	19.5937	19.5894	10.9969	0.00E+00	0	10.994	10.9986	10.9987	10.9998	10.999	10.9998	10.999
2362	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.4605	-0.0308497	-243.794	23.6645	18.6611	22.9892	18.6611	18.6611	18.6611	18.6611	20.4451	9.74E-05	-125.608	22.5064	19.56	21.7911	19.5557	19.5515	19.5557	19.5515	10.9899	0.00E+00	0	10.986	10.9929	10.9931	10.9942	10.9933	10.9942	10.9933
2363	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.3117	-0.00918223	-225.758	23.3419	18.6352	22.641	18.6352	18.6352	18.6352	18.6352	20.3053	0.000100272	-110.373	22.1881	19.5181	21.4762	19.5141	19.5101	19.5141	19.5101	10.983	0.00E+00	0	10.9793	10.9856	10.9858	10.9869	10.986	10.9869	10.986
2364	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.1881	-0.0123046	-211.755	23.0655	18.6097	22.3657	18.6097	18.6097	18.6097	18.6097	20.1937	0.000102537	-99.6508	21.9301	19.4778	21.2442	19.474	19.4701	19.474	19.4701	10.9792	0.00E+00	0	10.977	10.9802	10.9804	10.9814	10.9806	10.9814	10.9806
2365	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.0808	-0.0113835	-200.079	22.8187	18.5859	22.1341	18.5859	18.5859	18.5859	18.5859	20.0991	0.000104426	-91.3202	21.7082	19.4405	21.0585	19.4369	19.4332	19.4369	19.4332	10.9804	0.00E+00	0	10.9802	10.9791	10.9792	10.9803	10.9795	10.9803	10.9795
2366	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.1787	1273.21	-193.783	26.7616	18.5643	21.9851	18.5643	18.5643	18.5643	18.5643	20.0155	0.000106085	-84.3434	21.5096	19.4061	20.9	19.4027	19.3991	19.4027	19.3991	10.9865	0.00E+00	0	10.9882	10.983	10.9831	10.9843	10.9834	10.9843	10.9834
2367	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	21.3529	1436.03	-316.097	25.8329	18.6052	24.1065	18.6052	18.6052	18.6052	18.6052	21.0901	2815.98	-133.379	26.1559	19.4098	21.6811	19.4063	19.4026	19.4063	19.4026	10.9968	0.00E+00	0	11.0001	10.9915	10.9915	10.9927	10.9919	10.9927	10.9919
2368	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	21.0181	-0.321878	-324.032	24.8562	18.6748	24.4337	18.6748	18.6748	18.6748	18.6748	21.0747	-0.0130584	-214.584	24.0286	19.5641	23.3553	19.5593	19.5549	19.5593	19.5549	11.0107	0.00E+00	0	11.0153	11.0038	11.0038	11.0051	11.0042	11.0051	11.0042
2369	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.7404	0.0513769	-281.516	24.272	18.6837	23.6859	18.6837	18.6837	18.6837	18.6837	20.7571	0.567723	-167.446	23.2514	19.5986	22.5793	19.5938	19.5893	19.5938	19.5893	11.0269	0.00E+00	0	11.0324	11.0191	11.0191	11.0204	11.0195	11.0204	11.0195
2370	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.5454	-0.0537118	-252.867	23.8514	18.6773	23.1662	18.6773	18.6773	18.6773	18.6773	20.5487	-0.103177	-137.052	22.7599	19.5816	22.0164	19.577	19.5728	19.577	19.5728	11.0447	0.00E+00	0	11.0508	11.0363	11.0362	11.0375	11.0367	11.0375	11.0367
2371	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.3996	0.00139425	-232.836	23.52	18.6669	22.7977	18.6669	18.6669	18.6669	18.6669	20.4043	0.0858754	-118.48	22.4104	19.5557	21.6574	19.5515	19.5475	19.5515	19.5475	11.0634	0.00E+00	0	11.0697	11.0546	11.0545	11.0558	11.055	11.0558	11.055
2372	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.2812	0.000101802	-217.698	23.2388	18.6549	22.5157	18.6549	18.6549	18.6549	18.6549	20.2935	-0.00183871	-105.969	22.1353	19.5286	21.4066	19.5246	19.5207	19.5246	19.5207	11.0822	0.00E+00	0	11.0885	11.0734	11.0732	11.0747	11.0738	11.0747	11.0738
2373	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.1776	9.42E-05	-205.304	22.9872	18.6412	22.2815	18.6412	18.6412	18.6412	18.6412	20.2005	-0.00261219	-96.5743	21.9011	19.501	21.2117	19.4973	19.4935	19.4973	19.4935	11.1007	0.00E+00	0	11.1068	11.0921	11.092	11.0934	11.0925	11.0934	11.0925
2374	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.0822	9.61E-05	-194.573	22.7546	18.6253	22.0752	18.6253	18.6253	18.6253	18.6253	20.1168	-0.000276827	-88.9216	21.6919	19.4725	21.0473	19.469	19.4653	19.469	19.4653	11.1182	0.00E+00	0	11.1239	11.1102	11.11	11.1114	11.1105	11.1114	11.1105
2375	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.0022	593.056	-185.055	25.4009	18.6072	21.8875	18.6072	18.6072	18.6072	18.6072	20.0384	0.000106188	-82.3215	21.4989	19.4427	20.9005	19.4394	19.4358	19.4394	19.4358	11.134	0.00E+00	0	11.1389	11.1268	11.1266	11.128	11.1272	11.128	11.1272
2376	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	21.3551	2132.99	-283.622	26.1023	18.6283	23.5411	18.6283	18.6283	18.6283	18.6283	20.5198	2.09E+03	-92.7067	26.8326	19.418	21.0161	19.4147	19.4112	19.4147	19.4112	11.1476	0.00E+00	0	11.1516	11.1413	11.1412	11.1426	11.1417	11.1426	11.1417
2377	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	21.0801	0.0982084	-328.161	24.9131	18.7054	24.5327	18.7054	18.7054	18.7054	18.7054	21.2518	8.31E+02	-214.262	24.4798	19.5448	23.2728	19.5404	19.5363	19.5404	19.5363	11.1588	0.00E+00	0	11.1618	11.1536	11.1535	11.1548	11.154	11.1548	11.154
2378	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.7738	0.101317	-283.54	24.2763	18.7133	23.7536	18.7133	18.7133	18.7133	18.7133	20.8792	-4.26E-01	-183.417	23.4894	19.6245	22.8921	19.6197	19.6152	19.6197	19.6152	11.1677	0.00E+00	0	11.1698	11.1635	11.1634	11.1648	11.1639	11.1648	11.1639
2379	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.554	0.0210058	-252.812	23.8205	18.6965	23.1864	18.6965	18.6965	18.6965	18.6965	20.6209	-1.16E-01	-145.84	22.8956	19.6055	22.1997	19.6009	19.5967	19.6009	19.5967	11.1743	0.00E+00	0	11.1754	11.1711	11.1711	11.1724	11.1715	11.1724	11.1715
2380	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.3861	-0.0138368	-231.705	23.4621	18.6714	22.7838	18.6714	18.6714	18.6714	18.6714	20.4403	2.17E-03	-123.668	22.4849	19.5663	21.7625	19.562	19.5579	19.562	19.5579	11.1786	0.00E+00	0	11.179	11.1765	11.1764	11.1777	11.1769	11.1777	11.1769
2381	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.247	0.000220035	-216.024	23.1585	18.6422	22.475	18.6422	18.6422	18.6422	18.6422	20.3012	7.13E-05	-109.317	22.1684	19.522	21.4614	19.518	19.5141	19.518	19.5141	11.1809	0.00E+00	0	11.1804	11.1797	11.1797	11.1809	11.1801	11.1809	11.1801
2382	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.1238	9.49E-05	-203.405	22.8874	18.6102	22.2184	18.6102	18.6102	18.6102	18.6102	20.1839	1.03E-04	-98.9855	21.9033	19.4759	21.2311	19.4722	19.4684	19.4722	19.4684	11.1812	0.00E+00	0	11.18	11.1809	11.1809	11.1821	11.1813	11.1821	11.1813
2383	9.96166	383.476	0	25.5387	731.487	-572.604	34.125	21.134	31.2647	21.134	21.134	21.134	21.134	27.6986	807.234	-309.545	34.0344	25.3321	30.794	25.3202	25.3116	25.3202	25.3116	20.0095	9.69E-05	-192.603	22.6366	18.5756	21.9921	18.5756	18.5756	18.5756	18.5756	20.0785	1.05E-04	-90.8285	21.668	19.4286	21.0388	19.4251	19.4214	19.4251	19.4214	11.18	0.00E+00	0	11.1782	11.1803	11.1804	11.1815	11.1807	11.1815	11.1807
