Zeit [h]	Variante 8.1 Raumlufttemperatur [C]	Variante 8.1 Wärmeleitung [W/m2]	Variante 8.1 Oberflächentemperatur [C]	Variante 8.2 Raumlufttemperatur [C]	Variante 8.2 Wärmeleitung [W/m2]	Variante 8.2 Oberflächentemperatur [C]	Variante 8.3 Raumlufttemperatur [C]	Variante 8.3 Wärmeleitung [W/m2]	Variante 8.3 Oberflächentemperatur [C]	Variante 8.4.Raumlufttemperatur [C]	Variante 8.4 Wärmeleitung [W/m2]	Variante 8.4 Oberflächentemperatur [C]
4272	40.819	0	0	38.239	0	0	34.8665	0	0	34.867	0	0
4273	40.819	0	0	38.239	0	0	34.818	0	0	34.8185	0	0
4274	40.819	0	0	38.239	0	0	34.7695	0	0	34.7695	0	0
4275	40.819	0	0	38.239	0	0	34.721	0	0	34.721	0	0
4276	40.819	0	0	38.239	0	0	34.6725	0	0	34.6725	0	0
4277	40.819	0	0	38.239	0	0	34.624	0	0	34.624	0	0
4278	40.819	0	0	38.239	0	0	35.501	0	0	34.695	0	0
4279	40.819	0	0	38.239	0	0	37.618	0	0	34.941	0	0
4280	40.819	0	0	38.239	0	0	39.7775	0	0	35.229	0	0
4281	40.819	0	0	38.239	0	0	40.758	0	0	35.403	0	0
4282	40.819	0	0	38.239	0	0	40.8315	0	0	35.477	0	0
4283	40.819	0	0	38.239	0	0	40.313	0	0	35.4745	0	0
4284	40.819	0	0	38.239	0	0	39.7825	0	0	35.46	0	0
4285	40.819	0	0	38.239	0	0	40.424	0	0	35.5855	0	0
4286	40.819	0	0	38.239	0	0	41.0775	0	0	35.7225	0	0
4287	40.819	0	0	38.239	0	0	41.15	0	0	35.7955	0	0
4288	40.819	0	0	38.239	0	0	40.297	0	0	35.7495	0	0
4289	40.819	0	0	38.239	0	0	38.205	0	0	35.528	0	0
4290	40.819	0	0	38.239	0	0	36.07	0	0	35.2635	0	0
4291	40.819	0	0	38.239	0	0	35.113	0	0	35.1135	0	0
4292	40.819	0	0	38.239	0	0	35.0635	0	0	35.064	0	0
4293	40.819	0	0	38.239	0	0	35.0145	0	0	35.0145	0	0
4294	40.819	0	0	38.239	0	0	34.965	0	0	34.9655	0	0
4295	40.819	0	0	38.239	0	0	34.9155	0	0	34.916	0	0
4296	40.819	0	0	38.239	0	0	34.8665	0	0	34.867	0	0
4297	40.819	0	0	38.239	0	0	34.818	0	0	34.8185	0	0
4298	40.819	0	0	38.239	0	0	34.7695	0	0	34.7695	0	0
4299	40.8195	0	0	38.239	0	0	34.721	0	0	34.721	0	0
4300	40.82	0	0	38.239	0	0	34.6725	0	0	34.6725	0	0
4301	40.82	0	0	38.239	0	0	34.624	0	0	34.624	0	0
4302	40.82	0	0	38.239	0	0	35.501	0	0	34.695	0	0
4303	40.82	0	0	38.239	0	0	37.618	0	0	34.941	0	0
4304	40.82	0	0	38.239	0	0	39.7775	0	0	35.229	0	0
4305	40.82	0	0	38.239	0	0	40.758	0	0	35.403	0	0
4306	40.82	0	0	38.239	0	0	40.8315	0	0	35.477	0	0
4307	40.82	0	0	38.239	0	0	40.313	0	0	35.4745	0	0
4308	40.82	0	0	38.239	0	0	39.7825	0	0	35.46	0	0
4309	40.82	0	0	38.239	0	0	40.424	0	0	35.5855	0	0
4310	40.82	0	0	38.239	0	0	41.0775	0	0	35.7225	0	0
4311	40.82	0	0	38.239	0	0	41.15	0	0	35.7955	0	0
4312	40.82	0	0	38.239	0	0	40.297	0	0	35.7495	0	0
4313	40.82	0	0	38.239	0	0	38.205	0	0	35.528	0	0
4314	40.82	0	0	38.239	0	0	36.07	0	0	35.2635	0	0
4315	40.82	0	0	38.239	0	0	35.1135	0	0	35.1135	0	0
4316	40.82	0	0	38.239	0	0	35.064	0	0	35.064	0	0
4317	40.82	0	0	38.239	0	0	35.0145	0	0	35.0145	0	0
4318	40.82	0	0	38.239	0	0	34.965	0	0	34.9655	0	0
4319	40.82	0	0	38.239	0	0	34.9155	0	0	34.916	0	0
4320	40.82	0	0	38.239	0	0	34.8665	0	0	34.867	0	0
4321	40.82	0	0	38.239	0	0	34.818	0	0	34.8185	0	0
4322	40.82	0	0	38.239	0	0	34.7695	0	0	34.7695	0	0
4323	40.82	0	0	38.239	0	0	34.721	0	0	34.721	0	0
4324	40.82	0	0	38.239	0	0	34.6725	0	0	34.6725	0	0
4325	40.82	0	0	38.239	0	0	34.624	0	0	34.624	0	0
4326	40.82	0	0	38.239	0	0	35.501	0	0	34.695	0	0
4327	40.82	0	0	38.239	0	0	37.618	0	0	34.941	0	0
4328	40.82	0	0	38.239	0	0	39.7775	0	0	35.229	0	0
4329	40.82	0	0	38.239	0	0	40.758	0	0	35.403	0	0
4330	40.82	0	0	38.239	0	0	40.832	0	0	35.477	0	0
4331	40.82	0	0	38.239	0	0	40.3135	0	0	35.4745	0	0
4332	40.82	0	0	38.239	0	0	39.7825	0	0	35.46	0	0
4333	40.82	0	0	38.239	0	0	40.424	0	0	35.5855	0	0
4334	40.82	0	0	38.239	0	0	41.0775	0	0	35.7225	0	0
4335	40.82	0	0	38.239	0	0	41.15	0	0	35.7955	0	0
4336	40.82	0	0	38.239	0	0	40.297	0	0	35.7495	0	0
4337	40.82	0	0	38.239	0	0	38.205	0	0	35.528	0	0
4338	40.82	0	0	38.239	0	0	36.07	0	0	35.2635	0	0
4339	40.82	0	0	38.239	0	0	35.1135	0	0	35.1135	0	0
4340	40.82	0	0	38.239	0	0	35.064	0	0	35.064	0	0
4341	40.82	0	0	38.239	0	0	35.0145	0	0	35.0145	0	0
4342	40.82	0	0	38.239	0	0	34.965	0	0	34.9655	0	0
4343	40.82	0	0	38.239	0	0	34.9155	0	0	34.916	0	0
4344	40.82	0	0	38.239	0	0	34.8665	0	0	34.867	0	0
4345	40.82	0	0	38.239	0	0	34.818	0	0	34.8185	0	0
4346	40.82	0	0	38.239	0	0	34.7695	0	0	34.7695	0	0
4347	40.82	0	0	38.239	0	0	34.721	0	0	34.721	0	0
4348	40.82	0	0	38.239	0	0	34.6725	0	0	34.6725	0	0
4349	40.82	0	0	38.239	0	0	34.624	0	0	34.624	0	0
4350	40.82	0	0	38.239	0	0	35.501	0	0	34.695	0	0
4351	40.82	0	0	38.239	0	0	37.618	0	0	34.941	0	0
4352	40.82	0	0	38.239	0	0	39.7775	0	0	35.229	0	0
4353	40.82	0	0	38.239	0	0	40.758	0	0	35.403	0	0
4354	40.82	0	0	38.239	0	0	40.832	0	0	35.477	0	0
4355	40.82	0	0	38.239	0	0	40.3135	0	0	35.4745	0	0
4356	40.82	0	0	38.239	0	0	39.7825	0	0	35.46	0	0
4357	40.82	0	0	38.239	0	0	40.424	0	0	35.5855	0	0
4358	40.82	0	0	38.239	0	0	41.0775	0	0	35.7225	0	0
4359	40.82	0	0	38.239	0	0	41.15	0	0	35.7955	0	0
4360	40.82	0	0	38.239	0	0	40.297	0	0	35.7495	0	0
4361	40.82	0	0	38.239	0	0	38.205	0	0	35.528	0	0
4362	40.82	0	0	38.239	0	0	36.07	0	0	35.2635	0	0
4363	40.82	0	0	38.239	0	0	35.1135	0	0	35.1135	0	0
4364	40.82	0	0	38.239	0	0	35.064	0	0	35.064	0	0
4365	40.82	0	0	38.239	0	0	35.0145	0	0	35.0145	0	0
4366	40.82	0	0	38.239	0	0	34.965	0	0	34.9655	0	0
4367	40.82	0	0	38.239	0	0	34.9155	0	0	34.916	0	0
4368	40.82	0	0	38.239	0	0	34.8665	0	0	34.867	0	0
4369	40.82	0	0	38.239	0	0	34.818	0	0	34.8185	0	0
4370	40.82	0	0	38.239	0	0	34.7695	0	0	34.7695	0	0
4371	40.82	0	0	38.239	0	0	34.721	0	0	34.721	0	0
4372	40.82	0	0	38.239	0	0	34.6725	0	0	34.6725	0	0
4373	40.82	0	0	38.239	0	0	34.624	0	0	34.624	0	0
4374	40.82	0	0	38.239	0	0	35.501	0	0	34.695	0	0
4375	40.82	0	0	38.239	0	0	37.618	0	0	34.941	0	0
4376	40.82	0	0	38.239	0	0	39.7775	0	0	35.2295	0	0
4377	40.82	0	0	38.239	0	0	40.758	0	0	35.4035	0	0
4378	40.82	0	0	38.239	0	0	40.832	0	0	35.477	0	0
4379	40.82	0	0	38.239	0	0	40.3135	0	0	35.4745	0	0
4380	40.82	0	0	38.239	0	0	39.7825	0	0	35.46	0	0
4381	40.82	0	0	38.239	0	0	40.424	0	0	35.5855	0	0
4382	40.82	0	0	38.239	0	0	41.0775	0	0	35.7225	0	0
4383	40.82	0	0	38.239	0	0	41.15	0	0	35.7955	0	0
4384	40.82	0	0	38.239	0	0	40.297	0	0	35.7495	0	0
4385	40.82	0	0	38.239	0	0	38.205	0	0	35.528	0	0
4386	40.82	0	0	38.239	0	0	36.07	0	0	35.2635	0	0
4387	40.82	0	0	38.239	0	0	35.1135	0	0	35.1135	0	0
4388	40.82	0	0	38.239	0	0	35.064	0	0	35.064	0	0
4389	40.82	0	0	38.239	0	0	35.0145	0	0	35.0145	0	0
4390	40.82	0	0	38.239	0	0	34.965	0	0	34.9655	0	0
4391	40.82	0	0	38.239	0	0	34.9155	0	0	34.916	0	0
4392	40.82	0	0	38.239	0	0	34.8665	0	0	34.867	0	0
4393	40.82	0	0	38.239	0	0	34.818	0	0	34.8185	0	0
4394	40.82	0	0	38.239	0	0	34.7695	0	0	34.7695	0	0
4395	40.82	0	0	38.239	0	0	34.721	0	0	34.721	0	0
4396	40.82	0	0	38.239	0	0	34.6725	0	0	34.673	0	0
4397	40.82	0	0	38.239	0	0	34.624	0	0	34.6245	0	0
4398	40.82	0	0	38.239	0	0	35.501	0	0	34.695	0	0
4399	40.82	0	0	38.239	0	0	37.618	0	0	34.941	0	0
4400	40.82	0	0	38.239	0	0	39.7775	0	0	35.2295	0	0
4401	40.82	0	0	38.239	0	0	40.758	0	0	35.4035	0	0
4402	40.82	0	0	38.239	0	0	40.832	0	0	35.477	0	0
4403	40.82	0	0	38.239	0	0	40.3135	0	0	35.4745	0	0
4404	40.82	0	0	38.239	0	0	39.7825	0	0	35.46	0	0
4405	40.82	0	0	38.239	0	0	40.424	0	0	35.5855	0	0
4406	40.82	0	0	38.239	0	0	41.0775	0	0	35.7225	0	0
4407	40.82	0	0	38.239	0	0	41.15	0	0	35.7955	0	0
4408	40.82	0	0	38.239	0	0	40.297	0	0	35.7495	0	0
4409	40.82	0	0	38.239	0	0	38.205	0	0	35.528	0	0
4410	40.82	0	0	38.239	0	0	36.07	0	0	35.2635	0	0
4411	40.82	0	0	38.239	0	0	35.1135	0	0	35.1135	0	0
4412	40.82	0	0	38.239	0	0	35.064	0	0	35.064	0	0
4413	40.82	0	0	38.239	0	0	35.0145	0	0	35.0145	0	0
4414	40.82	0	0	38.239	0	0	34.965	0	0	34.9655	0	0
4415	40.82	0	0	38.239	0	0	34.9155	0	0	34.916	0	0
4416	40.82	0	0	38.239	0	0	34.8665	0	0	34.867	0	0
4417	40.82	0	0	38.239	0	0	34.818	0	0	34.8185	0	0
4418	40.82	0	0	38.239	0	0	34.7695	0	0	34.7695	0	0
4419	40.82	0	0	38.239	0	0	34.721	0	0	34.721	0	0
4420	40.82	0	0	38.239	0	0	34.6725	0	0	34.673	0	0
4421	40.82	0	0	38.239	0	0	34.624	0	0	34.6245	0	0
4422	40.82	0	0	38.239	0	0	35.501	0	0	34.695	0	0
4423	40.82	0	0	38.239	0	0	37.618	0	0	34.941	0	0
4424	40.82	0	0	38.239	0	0	39.7775	0	0	35.2295	0	0
4425	40.82	0	0	38.239	0	0	40.758	0	0	35.4035	0	0
4426	40.82	0	0	38.239	0	0	40.832	0	0	35.477	0	0
4427	40.82	0	0	38.239	0	0	40.3135	0	0	35.4745	0	0
4428	40.82	0	0	38.239	0	0	39.7825	0	0	35.46	0	0
4429	40.82	0	0	38.239	0	0	40.424	0	0	35.5855	0	0
4430	40.82	0	0	38.239	0	0	41.0775	0	0	35.7225	0	0
4431	40.82	0	0	38.239	0	0	41.15	0	0	35.7955	0	0
4432	40.82	0	0	38.239	0	0	40.297	0	0	35.7495	0	0
4433	40.82	0	0	38.239	0	0	38.205	0	0	35.528	0	0
4434	40.82	0	0	38.239	0	0	36.07	0	0	35.2635	0	0
4435	40.82	0	0	38.239	0	0	35.1135	0	0	35.1135	0	0
4436	40.82	0	0	38.239	0	0	35.064	0	0	35.064	0	0
4437	40.82	0	0	38.239	0	0	35.0145	0	0	35.0145	0	0
4438	40.82	0	0	38.239	0	0	34.965	0	0	34.9655	0	0
4439	40.82	0	0	38.239	0	0	34.9155	0	0	34.916	0	0
4440	40.82	0	0	38.239	0	0	34.8665	0	0	34.867	0	0
4441	40.82	0	0	38.239	0	0	34.818	0	0	34.8185	0	0
4442	40.82	0	0	38.239	0	0	34.7695	0	0	34.7695	0	0
4443	40.82	0	0	38.239	0	0	34.721	0	0	34.721	0	0
4444	40.82	0	0	38.239	0	0	34.6725	0	0	34.673	0	0
4445	40.82	0	0	38.239	0	0	34.624	0	0	34.6245	0	0
4446	40.82	0	0	38.239	0	0	35.501	0	0	34.695	0	0
4447	40.82	0	0	38.239	0	0	37.618	0	0	34.941	0	0
4448	40.82	0	0	38.239	0	0	39.7775	0	0	35.2295	0	0
4449	40.82	0	0	38.239	0	0	40.758	0	0	35.4035	0	0
4450	40.82	0	0	38.239	0	0	40.832	0	0	35.477	0	0
4451	40.82	0	0	38.239	0	0	40.3135	0	0	35.4745	0	0
4452	40.82	0	0	38.239	0	0	39.7825	0	0	35.46	0	0
4453	40.82	0	0	38.239	0	0	40.424	0	0	35.5855	0	0
4454	40.82	0	0	38.239	0	0	41.0775	0	0	35.7225	0	0
4455	40.82	0	0	38.239	0	0	41.15	0	0	35.7955	0	0
4456	40.82	0	0	38.239	0	0	40.297	0	0	35.7495	0	0
4457	40.82	0	0	38.239	0	0	38.205	0	0	35.528	0	0
4458	40.82	0	0	38.239	0	0	36.07	0	0	35.2635	0	0
4459	40.82	0	0	38.239	0	0	35.1135	0	0	35.1135	0	0
4460	40.82	0	0	38.239	0	0	35.064	0	0	35.064	0	0
4461	40.82	0	0	38.239	0	0	35.0145	0	0	35.0145	0	0
4462	40.82	0	0	38.239	0	0	34.965	0	0	34.9655	0	0
4463	40.82	0	0	38.239	0	0	34.9155	0	0	34.916	0	0
4464	40.82	0	0	38.239	0	0	34.8665	0	0	34.867	0	0
4465	40.82	0	0	38.239	0	0	34.818	0	0	34.8185	0	0
4466	40.82	0	0	38.239	0	0	34.7695	0	0	34.7695	0	0
4467	40.82	0	0	38.239	0	0	34.721	0	0	34.721	0	0
4468	40.82	0	0	38.239	0	0	34.6725	0	0	34.673	0	0
4469	40.82	0	0	38.239	0	0	34.624	0	0	34.6245	0	0
4470	40.82	0	0	38.239	0	0	35.501	0	0	34.695	0	0
4471	40.82	0	0	38.239	0	0	37.618	0	0	34.941	0	0
4472	40.82	0	0	38.239	0	0	39.7775	0	0	35.2295	0	0
4473	40.82	0	0	38.239	0	0	40.758	0	0	35.4035	0	0
4474	40.82	0	0	38.239	0	0	40.832	0	0	35.477	0	0
4475	40.82	0	0	38.239	0	0	40.3135	0	0	35.4745	0	0
4476	40.82	0	0	38.239	0	0	39.7825	0	0	35.46	0	0
4477	40.82	0	0	38.239	0	0	40.424	0	0	35.5855	0	0
4478	40.82	0	0	38.239	0	0	41.0775	0	0	35.7225	0	0
4479	40.82	0	0	38.239	0	0	41.15	0	0	35.7955	0	0
4480	40.82	0	0	38.239	0	0	40.297	0	0	35.7495	0	0
4481	40.82	0	0	38.239	0	0	38.205	0	0	35.528	0	0
4482	40.82	0	0	38.239	0	0	36.07	0	0	35.2635	0	0
4483	40.82	0	0	38.239	0	0	35.1135	0	0	35.1135	0	0
4484	40.82	0	0	38.239	0	0	35.064	0	0	35.064	0	0
4485	40.82	0	0	38.239	0	0	35.0145	0	0	35.0145	0	0
4486	40.82	0	0	38.239	0	0	34.965	0	0	34.9655	0	0
4487	40.82	0	0	38.239	0	0	34.9155	0	0	34.916	0	0
4488	40.82	0	0	38.239	0	0	34.8665	0	0	34.867	0	0
4489	40.82	0	0	38.239	0	0	34.818	0	0	34.8185	0	0
4490	40.82	0	0	38.239	0	0	34.7695	0	0	34.7695	0	0
4491	40.82	0	0	38.239	0	0	34.721	0	0	34.721	0	0
4492	40.82	0	0	38.239	0	0	34.6725	0	0	34.673	0	0
4493	40.82	0	0	38.239	0	0	34.624	0	0	34.6245	0	0
4494	40.82	0	0	38.239	0	0	35.501	0	0	34.695	0	0
4495	40.82	0	0	38.239	0	0	37.618	0	0	34.941	0	0
4496	40.82	0	0	38.239	0	0	39.7775	0	0	35.2295	0	0
4497	40.82	0	0	38.239	0	0	40.758	0	0	35.4035	0	0
4498	40.82	0	0	38.239	0	0	40.832	0	0	35.477	0	0
4499	40.82	0	0	38.239	0	0	40.3135	0	0	35.4745	0	0
4500	40.82	0	0	38.239	0	0	39.7825	0	0	35.46	0	0
4501	40.82	0	0	38.239	0	0	40.424	0	0	35.5855	0	0
4502	40.82	0	0	38.239	0	0	41.0775	0	0	35.7225	0	0
4503	40.82	0	0	38.239	0	0	41.15	0	0	35.7955	0	0
4504	40.82	0	0	38.239	0	0	40.297	0	0	35.7495	0	0
4505	40.82	0	0	38.239	0	0	38.205	0	0	35.528	0	0
4506	40.82	0	0	38.239	0	0	36.07	0	0	35.2635	0	0
4507	40.82	0	0	38.239	0	0	35.1135	0	0	35.1135	0	0
4508	40.82	0	0	38.239	0	0	35.064	0	0	35.064	0	0
4509	40.82	0	0	38.239	0	0	35.0145	0	0	35.0145	0	0
4510	40.82	0	0	38.239	0	0	34.965	0	0	34.9655	0	0
4511	40.82	0	0	38.239	0	0	34.9155	0	0	34.916	0	0
4512	40.82	0	0	38.239	0	0	34.8665	0	0	34.867	0	0
4513	40.82	0	0	38.239	0	0	34.818	0	0	34.8185	0	0
4514	40.82	0	0	38.239	0	0	34.7695	0	0	34.7695	0	0
4515	40.82	0	0	38.239	0	0	34.721	0	0	34.721	0	0
4516	40.82	0	0	38.239	0	0	34.6725	0	0	34.673	0	0
4517	40.82	0	0	38.239	0	0	34.624	0	0	34.6245	0	0
4518	40.82	0	0	38.239	0	0	35.501	0	0	34.695	0	0
4519	40.82	0	0	38.239	0	0	37.618	0	0	34.941	0	0
4520	40.82	0	0	38.239	0	0	39.7775	0	0	35.2295	0	0
4521	40.82	0	0	38.239	0	0	40.758	0	0	35.4035	0	0
4522	40.82	0	0	38.239	0	0	40.832	0	0	35.477	0	0
4523	40.82	0	0	38.239	0	0	40.3135	0	0	35.4745	0	0
4524	40.82	0	0	38.239	0	0	39.7825	0	0	35.46	0	0
4525	40.82	0	0	38.239	0	0	40.424	0	0	35.5855	0	0
4526	40.82	0	0	38.239	0	0	41.0775	0	0	35.7225	0	0
4527	40.82	0	0	38.239	0	0	41.15	0	0	35.7955	0	0
4528	40.82	0	0	38.239	0	0	40.297	0	0	35.7495	0	0
4529	40.82	0	0	38.239	0	0	38.205	0	0	35.528	0	0
4530	40.82	0	0	38.239	0	0	36.07	0	0	35.2635	0	0
4531	40.82	0	0	38.239	0	0	35.1135	0	0	35.1135	0	0
4532	40.82	0	0	38.239	0	0	35.064	0	0	35.064	0	0
4533	40.82	0	0	38.239	0	0	35.0145	0	0	35.0145	0	0
4534	40.82	0	0	38.239	0	0	34.965	0	0	34.9655	0	0
4535	40.82	0	0	38.239	0	0	34.9155	0	0	34.916	0	0
4536	40.82	0	0	38.239	0	0	34.8665	0	0	34.867	0	0
4537	40.82	0	0	38.239	0	0	34.818	0	0	34.8185	0	0
4538	40.82	0	0	38.239	0	0	34.7695	0	0	34.7695	0	0
4539	40.82	0	0	38.239	0	0	34.721	0	0	34.721	0	0
4540	40.82	0	0	38.239	0	0	34.6725	0	0	34.673	0	0
4541	40.82	0	0	38.239	0	0	34.624	0	0	34.6245	0	0
4542	40.82	0	0	38.239	0	0	35.501	0	0	34.695	0	0
4543	40.82	0	0	38.239	0	0	37.618	0	0	34.941	0	0
4544	40.82	0	0	38.239	0	0	39.7775	0	0	35.2295	0	0
4545	40.82	0	0	38.239	0	0	40.758	0	0	35.4035	0	0
4546	40.82	0	0	38.239	0	0	40.832	0	0	35.477	0	0
4547	40.82	0	0	38.239	0	0	40.3135	0	0	35.4745	0	0
4548	40.82	0	0	38.239	0	0	39.7825	0	0	35.46	0	0
4549	40.82	0	0	38.239	0	0	40.424	0	0	35.5855	0	0
4550	40.82	0	0	38.239	0	0	41.0775	0	0	35.7225	0	0
4551	40.82	0	0	38.239	0	0	41.15	0	0	35.7955	0	0
4552	40.82	0	0	38.239	0	0	40.297	0	0	35.7495	0	0
4553	40.82	0	0	38.239	0	0	38.205	0	0	35.528	0	0
4554	40.82	0	0	38.239	0	0	36.07	0	0	35.2635	0	0
4555	40.82	0	0	38.239	0	0	35.1135	0	0	35.1135	0	0
4556	40.82	0	0	38.239	0	0	35.064	0	0	35.064	0	0
4557	40.82	0	0	38.239	0	0	35.0145	0	0	35.0145	0	0
4558	40.82	0	0	38.239	0	0	34.965	0	0	34.9655	0	0
4559	40.82	0	0	38.239	0	0	34.9155	0	0	34.9165	0	0
4560	40.82	0	0	38.239	0	0	34.8665	0	0	34.8675	0	0
4561	40.82	0	0	38.239	0	0	34.818	0	0	34.8185	0	0
4562	40.82	0	0	38.239	0	0	34.7695	0	0	34.7695	0	0
4563	40.82	0	0	38.239	0	0	34.721	0	0	34.721	0	0
4564	40.82	0	0	38.239	0	0	34.6725	0	0	34.673	0	0
4565	40.82	0	0	38.239	0	0	34.624	0	0	34.6245	0	0
4566	40.82	0	0	38.239	0	0	35.501	0	0	34.695	0	0
4567	40.82	0	0	38.239	0	0	37.618	0	0	34.941	0	0
4568	40.82	0	0	38.239	0	0	39.7775	0	0	35.2295	0	0
4569	40.82	0	0	38.239	0	0	40.758	0	0	35.4035	0	0
4570	40.82	0	0	38.239	0	0	40.832	0	0	35.477	0	0
4571	40.82	0	0	38.239	0	0	40.3135	0	0	35.4745	0	0
4572	40.82	0	0	38.239	0	0	39.7825	0	0	35.46	0	0
4573	40.82	0	0	38.239	0	0	40.424	0	0	35.5855	0	0
4574	40.82	0	0	38.239	0	0	41.0775	0	0	35.7225	0	0
4575	40.82	0	0	38.239	0	0	41.15	0	0	35.7955	0	0
4576	40.82	0	0	38.239	0	0	40.297	0	0	35.7495	0	0
4577	40.82	0	0	38.239	0	0	38.205	0	0	35.528	0	0
4578	40.82	0	0	38.239	0	0	36.07	0	0	35.264	0	0
4579	40.82	0	0	38.239	0	0	35.1135	0	0	35.114	0	0
4580	40.82	0	0	38.239	0	0	35.064	0	0	35.064	0	0
4581	40.82	0	0	38.239	0	0	35.0145	0	0	35.0145	0	0
4582	40.82	0	0	38.239	0	0	34.965	0	0	34.9655	0	0
4583	40.82	0	0	38.239	0	0	34.9155	0	0	34.9165	0	0
4584	40.82	0	0	38.239	0	0	34.8665	0	0	34.8675	0	0
4585	40.82	0	0	38.239	0	0	34.818	0	0	34.8185	0	0
4586	40.82	0	0	38.239	0	0	34.7695	0	0	34.7695	0	0
4587	40.82	0	0	38.239	0	0	34.721	0	0	34.721	0	0
4588	40.82	0	0	38.239	0	0	34.6725	0	0	34.673	0	0
4589	40.82	0	0	38.239	0	0	34.624	0	0	34.6245	0	0
4590	40.82	0	0	38.239	0	0	35.501	0	0	34.695	0	0
4591	40.82	0	0	38.239	0	0	37.618	0	0	34.941	0	0
4592	40.82	0	0	38.239	0	0	39.7775	0	0	35.2295	0	0
4593	40.82	0	0	38.239	0	0	40.758	0	0	35.4035	0	0
4594	40.82	0	0	38.239	0	0	40.832	0	0	35.477	0	0
4595	40.82	0	0	38.239	0	0	40.3135	0	0	35.4745	0	0
4596	40.82	0	0	38.239	0	0	39.7825	0	0	35.46	0	0
4597	40.82	0	0	38.239	0	0	40.424	0	0	35.5855	0	0
4598	40.82	0	0	38.239	0	0	41.0775	0	0	35.7225	0	0
4599	40.82	0	0	38.239	0	0	41.15	0	0	35.7955	0	0
4600	40.82	0	0	38.239	0	0	40.297	0	0	35.7495	0	0
4601	40.82	0	0	38.239	0	0	38.205	0	0	35.528	0	0
4602	40.82	0	0	38.239	0	0	36.07	0	0	35.264	0	0
4603	40.82	0	0	38.239	0	0	35.1135	0	0	35.114	0	0
4604	40.82	0	0	38.239	0	0	35.064	0	0	35.064	0	0
4605	40.82	0	0	38.239	0	0	35.0145	0	0	35.0145	0	0
4606	40.82	0	0	38.239	0	0	34.965	0	0	34.9655	0	0
4607	40.82	0	0	38.239	0	0	34.9155	0	0	34.9165	0	0
4608	40.82	0	0	38.239	0	0	34.8665	0	0	34.8675	0	0
4609	40.82	0	0	38.239	0	0	34.818	0	0	34.8185	0	0
4610	40.82	0	0	38.239	0	0	34.7695	0	0	34.7695	0	0
4611	40.82	0	0	38.239	0	0	34.721	0	0	34.721	0	0
4612	40.82	0	0	38.239	0	0	34.6725	0	0	34.673	0	0
4613	40.82	0	0	38.239	0	0	34.624	0	0	34.6245	0	0
4614	40.82	0	0	38.239	0	0	35.501	0	0	34.695	0	0
4615	40.82	0	0	38.239	0	0	37.618	0	0	34.941	0	0
4616	40.82	0	0	38.239	0	0	39.7775	0	0	35.2295	0	0
4617	40.82	0	0	38.239	0	0	40.758	0	0	35.4035	0	0
4618	40.82	0	0	38.239	0	0	40.832	0	0	35.477	0	0
4619	40.82	0	0	38.239	0	0	40.3135	0	0	35.4745	0	0
4620	40.82	0	0	38.239	0	0	39.7825	0	0	35.46	0	0
4621	40.82	0	0	38.239	0	0	40.424	0	0	35.5855	0	0
4622	40.82	0	0	38.239	0	0	41.0775	0	0	35.7225	0	0
4623	40.82	0	0	38.239	0	0	41.15	0	0	35.7955	0	0
4624	40.82	0	0	38.239	0	0	40.297	0	0	35.7495	0	0
4625	40.82	0	0	38.239	0	0	38.205	0	0	35.528	0	0
4626	40.82	0	0	38.239	0	0	36.07	0	0	35.264	0	0
4627	40.82	0	0	38.239	0	0	35.1135	0	0	35.114	0	0
4628	40.82	0	0	38.239	0	0	35.064	0	0	35.064	0	0
4629	40.82	0	0	38.239	0	0	35.0145	0	0	35.0145	0	0
4630	40.82	0	0	38.239	0	0	34.965	0	0	34.9655	0	0
4631	40.82	0	0	38.239	0	0	34.9155	0	0	34.9165	0	0
4632	40.82	0	0	38.239	0	0	34.8665	0	0	34.8675	0	0
4633	40.82	0	0	38.239	0	0	34.818	0	0	34.8185	0	0
4634	40.82	0	0	38.239	0	0	34.7695	0	0	34.7695	0	0
4635	40.82	0	0	38.239	0	0	34.721	0	0	34.721	0	0
4636	40.82	0	0	38.239	0	0	34.6725	0	0	34.673	0	0
4637	40.82	0	0	38.239	0	0	34.624	0	0	34.6245	0	0
4638	40.82	0	0	38.239	0	0	35.5015	0	0	34.695	0	0
4639	40.82	0	0	38.239	0	0	37.6185	0	0	34.941	0	0
4640	40.82	0	0	38.239	0	0	39.7775	0	0	35.2295	0	0
4641	40.82	0	0	38.239	0	0	40.758	0	0	35.4035	0	0
4642	40.82	0	0	38.239	0	0	40.832	0	0	35.477	0	0
4643	40.82	0	0	38.239	0	0	40.3135	0	0	35.4745	0	0
4644	40.82	0	0	38.239	0	0	39.7825	0	0	35.46	0	0
4645	40.82	0	0	38.239	0	0	40.424	0	0	35.5855	0	0
4646	40.82	0	0	38.239	0	0	41.0775	0	0	35.7225	0	0
4647	40.82	0	0	38.239	0	0	41.15	0	0	35.7955	0	0
4648	40.82	0	0	38.239	0	0	40.297	0	0	35.7495	0	0
4649	40.82	0	0	38.239	0	0	38.205	0	0	35.528	0	0
4650	40.82	0	0	38.239	0	0	36.07	0	0	35.264	0	0
4651	40.82	0	0	38.239	0	0	35.1135	0	0	35.114	0	0
4652	40.82	0	0	38.239	0	0	35.064	0	0	35.064	0	0
