Zeit [h]	Variante 8.1 Raumlufttemperatur [C]	Variante 8.1 Wärmeleitung [W/m2]	Variante 8.1 Oberflächentemperatur [C]	Variante 8.2 Raumlufttemperatur [C]	Variante 8.2 Wärmeleitung [W/m2]	Variante 8.2 Oberflächentemperatur [C]	Variante 8.3 Raumlufttemperatur [C]	Variante 8.3 Wärmeleitung [W/m2]	Variante 8.3 Oberflächentemperatur [C]	Variante 8.4.Raumlufttemperatur [C]	Variante 8.4 Wärmeleitung [W/m2]	Variante 8.4 Oberflächentemperatur [C]
1899	40.4195	0	0	37.839	0	0	34.3885	0	0	34.3885	0	0
1900	40.4205	0	0	37.8405	0	0	34.341	0	0	34.3415	0	0
1901	40.422	0	0	37.8415	0	0	34.2935	0	0	34.2945	0	0
1902	40.4235	0	0	37.843	0	0	35.172	0	0	34.366	0	0
1903	40.4245	0	0	37.8445	0	0	37.29	0	0	34.6125	0	0
1904	40.426	0	0	37.8455	0	0	39.4505	0	0	34.902	0	0
1905	40.4275	0	0	37.847	0	0	40.432	0	0	35.0775	0	0
1906	40.4285	0	0	37.8485	0	0	40.5065	0	0	35.1525	0	0
1907	40.4295	0	0	37.8495	0	0	39.989	0	0	35.151	0	0
1908	40.431	0	0	37.8505	0	0	39.4595	0	0	35.1375	0	0
1909	40.4325	0	0	37.852	0	0	40.1025	0	0	35.264	0	0
1910	40.4335	0	0	37.8535	0	0	40.757	0	0	35.402	0	0
1911	40.435	0	0	37.8545	0	0	40.8305	0	0	35.476	0	0
1912	40.4365	0	0	37.8555	0	0	39.9785	0	0	35.431	0	0
1913	40.4375	0	0	37.857	0	0	37.8875	0	0	35.2105	0	0
1914	40.4385	0	0	37.8585	0	0	35.7535	0	0	34.947	0	0
1915	40.44	0	0	37.8595	0	0	34.798	0	0	34.798	0	0
1916	40.4415	0	0	37.8605	0	0	34.7495	0	0	34.7495	0	0
1917	40.4425	0	0	37.862	0	0	34.701	0	0	34.701	0	0
1918	40.4435	0	0	37.8635	0	0	34.6525	0	0	34.653	0	0
1919	40.445	0	0	37.8645	0	0	34.604	0	0	34.605	0	0
1920	40.4465	0	0	37.8655	0	0	34.5565	0	0	34.557	0	0
1921	40.4475	0	0	37.867	0	0	34.509	0	0	34.509	0	0
1922	40.4485	0	0	37.8685	0	0	34.461	0	0	34.461	0	0
1923	40.4495	0	0	37.8695	0	0	34.4135	0	0	34.4135	0	0
1924	40.451	0	0	37.8705	0	0	34.3665	0	0	34.3665	0	0
1925	40.4525	0	0	37.8715	0	0	34.319	0	0	34.3195	0	0
1926	40.4535	0	0	37.873	0	0	35.197	0	0	34.391	0	0
1927	40.4545	0	0	37.8745	0	0	37.315	0	0	34.6375	0	0
1928	40.4555	0	0	37.8755	0	0	39.475	0	0	34.927	0	0
1929	40.457	0	0	37.8765	0	0	40.4565	0	0	35.1025	0	0
1930	40.4585	0	0	37.8775	0	0	40.5315	0	0	35.177	0	0
1931	40.4595	0	0	37.879	0	0	40.014	0	0	35.1755	0	0
1932	40.4605	0	0	37.8805	0	0	39.4845	0	0	35.162	0	0
1933	40.4615	0	0	37.8815	0	0	40.127	0	0	35.2885	0	0
1934	40.463	0	0	37.8825	0	0	40.781	0	0	35.4265	0	0
1935	40.4645	0	0	37.8835	0	0	40.8545	0	0	35.5	0	0
1936	40.4655	0	0	37.885	0	0	40.003	0	0	35.455	0	0
1937	40.4665	0	0	37.8865	0	0	37.912	0	0	35.2345	0	0
1938	40.4675	0	0	37.8875	0	0	35.7775	0	0	34.971	0	0
1939	40.4685	0	0	37.8885	0	0	34.822	0	0	34.822	0	0
1940	40.47	0	0	37.8895	0	0	34.7735	0	0	34.7735	0	0
1941	40.4715	0	0	37.8905	0	0	34.7245	0	0	34.725	0	0
1942	40.4725	0	0	37.8915	0	0	34.676	0	0	34.6765	0	0
1943	40.4735	0	0	37.893	0	0	34.628	0	0	34.628	0	0
1944	40.4745	0	0	37.8945	0	0	34.58	0	0	34.58	0	0
1945	40.4755	0	0	37.8955	0	0	34.532	0	0	34.532	0	0
1946	40.4765	0	0	37.8965	0	0	34.4845	0	0	34.4845	0	0
1947	40.4775	0	0	37.8975	0	0	34.437	0	0	34.437	0	0
1948	40.479	0	0	37.8985	0	0	34.3895	0	0	34.3895	0	0
1949	40.4805	0	0	37.8995	0	0	34.3425	0	0	34.3425	0	0
1950	40.4815	0	0	37.9005	0	0	35.2205	0	0	34.414	0	0
1951	40.4825	0	0	37.902	0	0	37.338	0	0	34.6605	0	0
1952	40.4835	0	0	37.9035	0	0	39.498	0	0	34.95	0	0
1953	40.4845	0	0	37.9045	0	0	40.4795	0	0	35.125	0	0
1954	40.4855	0	0	37.9055	0	0	40.5545	0	0	35.1995	0	0
1955	40.4865	0	0	37.9065	0	0	40.037	0	0	35.198	0	0
1956	40.4875	0	0	37.9075	0	0	39.507	0	0	35.1845	0	0
1957	40.489	0	0	37.9085	0	0	40.1495	0	0	35.311	0	0
1958	40.4905	0	0	37.9095	0	0	40.8035	0	0	35.449	0	0
1959	40.4915	0	0	37.9105	0	0	40.877	0	0	35.5225	0	0
1960	40.4925	0	0	37.9115	0	0	40.0255	0	0	35.477	0	0
1961	40.4935	0	0	37.9125	0	0	37.934	0	0	35.2565	0	0
1962	40.4945	0	0	37.914	0	0	35.7995	0	0	34.9935	0	0
1963	40.4955	0	0	37.9155	0	0	34.844	0	0	34.8445	0	0
1964	40.4965	0	0	37.9165	0	0	34.7955	0	0	34.7955	0	0
1965	40.4975	0	0	37.9175	0	0	34.7465	0	0	34.747	0	0
1966	40.4985	0	0	37.9185	0	0	34.698	0	0	34.6985	0	0
1967	40.4995	0	0	37.9195	0	0	34.65	0	0	34.65	0	0
1968	40.5005	0	0	37.9205	0	0	34.602	0	0	34.602	0	0
1969	40.5015	0	0	37.9215	0	0	34.554	0	0	34.554	0	0
1970	40.5025	0	0	37.9225	0	0	34.506	0	0	34.506	0	0
1971	40.5035	0	0	37.9235	0	0	34.4585	0	0	34.4585	0	0
1972	40.5045	0	0	37.9245	0	0	34.411	0	0	34.411	0	0
1973	40.5055	0	0	37.9255	0	0	34.3635	0	0	34.3635	0	0
1974	40.5065	0	0	37.9265	0	0	35.2415	0	0	34.435	0	0
1975	40.5075	0	0	37.9275	0	0	37.359	0	0	34.6815	0	0
1976	40.509	0	0	37.9285	0	0	39.519	0	0	34.971	0	0
1977	40.5105	0	0	37.9295	0	0	40.5005	0	0	35.1465	0	0
1978	40.5115	0	0	37.9305	0	0	40.5755	0	0	35.221	0	0
1979	40.5125	0	0	37.9315	0	0	40.058	0	0	35.219	0	0
1980	40.5135	0	0	37.9325	0	0	39.528	0	0	35.2055	0	0
1981	40.5145	0	0	37.9335	0	0	40.1705	0	0	35.332	0	0
1982	40.5155	0	0	37.9345	0	0	40.8245	0	0	35.47	0	0
1983	40.5165	0	0	37.9355	0	0	40.898	0	0	35.5435	0	0
1984	40.5175	0	0	37.9365	0	0	40.046	0	0	35.498	0	0
1985	40.5185	0	0	37.9375	0	0	37.954	0	0	35.2775	0	0
1986	40.5195	0	0	37.9385	0	0	35.82	0	0	35.014	0	0
1987	40.5205	0	0	37.9395	0	0	34.8645	0	0	34.8645	0	0
1988	40.5215	0	0	37.9405	0	0	34.8155	0	0	34.8155	0	0
1989	40.522	0	0	37.9415	0	0	34.767	0	0	34.767	0	0
1990	40.5225	0	0	37.9425	0	0	34.7185	0	0	34.7185	0	0
1991	40.5235	0	0	37.9435	0	0	34.67	0	0	34.67	0	0
1992	40.5245	0	0	37.9445	0	0	34.622	0	0	34.622	0	0
1993	40.5255	0	0	37.9455	0	0	34.574	0	0	34.574	0	0
1994	40.5265	0	0	37.9465	0	0	34.526	0	0	34.526	0	0
1995	40.5275	0	0	37.9475	0	0	34.4785	0	0	34.4785	0	0
1996	40.5285	0	0	37.9485	0	0	34.431	0	0	34.431	0	0
1997	40.5295	0	0	37.9495	0	0	34.3835	0	0	34.3835	0	0
1998	40.5305	0	0	37.9505	0	0	35.2615	0	0	34.455	0	0
1999	40.5315	0	0	37.9515	0	0	37.379	0	0	34.7015	0	0
2000	40.5325	0	0	37.9525	0	0	39.539	0	0	34.9905	0	0
2001	40.5335	0	0	37.9535	0	0	40.5205	0	0	35.1655	0	0
2002	40.5345	0	0	37.9545	0	0	40.595	0	0	35.24	0	0
2003	40.5355	0	0	37.955	0	0	40.077	0	0	35.2385	0	0
2004	40.5365	0	0	37.9555	0	0	39.547	0	0	35.225	0	0
2005	40.5375	0	0	37.9565	0	0	40.1895	0	0	35.351	0	0
2006	40.5385	0	0	37.9575	0	0	40.8435	0	0	35.489	0	0
2007	40.5395	0	0	37.9585	0	0	40.917	0	0	35.5625	0	0
2008	40.5405	0	0	37.9595	0	0	40.0655	0	0	35.517	0	0
2009	40.541	0	0	37.9605	0	0	37.9735	0	0	35.2965	0	0
2010	40.5415	0	0	37.9615	0	0	35.839	0	0	35.033	0	0
2011	40.5425	0	0	37.9625	0	0	34.8835	0	0	34.8835	0	0
2012	40.5435	0	0	37.9635	0	0	34.8345	0	0	34.8345	0	0
2013	40.5445	0	0	37.9645	0	0	34.7855	0	0	34.786	0	0
2014	40.5455	0	0	37.9655	0	0	34.737	0	0	34.7375	0	0
2015	40.5465	0	0	37.966	0	0	34.689	0	0	34.689	0	0
2016	40.5475	0	0	37.9665	0	0	34.6405	0	0	34.641	0	0
2017	40.5485	0	0	37.9675	0	0	34.592	0	0	34.593	0	0
2018	40.5495	0	0	37.9685	0	0	34.5445	0	0	34.545	0	0
2019	40.55	0	0	37.9695	0	0	34.497	0	0	34.497	0	0
2020	40.5505	0	0	37.9705	0	0	34.449	0	0	34.4495	0	0
2021	40.5515	0	0	37.9715	0	0	34.4015	0	0	34.402	0	0
2022	40.5525	0	0	37.9725	0	0	35.2795	0	0	34.473	0	0
2023	40.5535	0	0	37.9735	0	0	37.397	0	0	34.7195	0	0
2024	40.5545	0	0	37.974	0	0	39.557	0	0	35.0085	0	0
2025	40.5555	0	0	37.9745	0	0	40.5385	0	0	35.1835	0	0
2026	40.5565	0	0	37.9755	0	0	40.613	0	0	35.258	0	0
2027	40.557	0	0	37.9765	0	0	40.095	0	0	35.2565	0	0
2028	40.5575	0	0	37.9775	0	0	39.565	0	0	35.243	0	0
2029	40.5585	0	0	37.9785	0	0	40.2075	0	0	35.369	0	0
2030	40.5595	0	0	37.9795	0	0	40.8615	0	0	35.507	0	0
2031	40.5605	0	0	37.98	0	0	40.9345	0	0	35.5805	0	0
2032	40.5615	0	0	37.9805	0	0	40.0825	0	0	35.5345	0	0
2033	40.5625	0	0	37.9815	0	0	37.991	0	0	35.3135	0	0
2034	40.563	0	0	37.9825	0	0	35.8565	0	0	35.0505	0	0
2035	40.5635	0	0	37.9835	0	0	34.9005	0	0	34.9015	0	0
2036	40.5645	0	0	37.9845	0	0	34.8515	0	0	34.8525	0	0
2037	40.5655	0	0	37.9855	0	0	34.803	0	0	34.8035	0	0
2038	40.5665	0	0	37.986	0	0	34.7545	0	0	34.7545	0	0
2039	40.5675	0	0	37.9865	0	0	34.706	0	0	34.706	0	0
2040	40.568	0	0	37.9875	0	0	34.658	0	0	34.658	0	0
2041	40.5685	0	0	37.9885	0	0	34.61	0	0	34.61	0	0
2042	40.5695	0	0	37.9895	0	0	34.562	0	0	34.562	0	0
2043	40.5705	0	0	37.99	0	0	34.514	0	0	34.514	0	0
2044	40.5715	0	0	37.9905	0	0	34.466	0	0	34.4665	0	0
2045	40.572	0	0	37.9915	0	0	34.4185	0	0	34.419	0	0
2046	40.5725	0	0	37.9925	0	0	35.2965	0	0	34.49	0	0
2047	40.5735	0	0	37.9935	0	0	37.414	0	0	34.7365	0	0
2048	40.5745	0	0	37.9945	0	0	39.574	0	0	35.0255	0	0
2049	40.5755	0	0	37.995	0	0	40.555	0	0	35.2005	0	0
2050	40.5765	0	0	37.9955	0	0	40.6295	0	0	35.275	0	0
2051	40.577	0	0	37.9965	0	0	40.1115	0	0	35.273	0	0
2052	40.5775	0	0	37.9975	0	0	39.5815	0	0	35.259	0	0
2053	40.5785	0	0	37.9985	0	0	40.224	0	0	35.385	0	0
2054	40.5795	0	0	37.999	0	0	40.8775	0	0	35.523	0	0
2055	40.58	0	0	37.9995	0	0	40.951	0	0	35.5965	0	0
2056	40.5805	0	0	38.0005	0	0	40.099	0	0	35.551	0	0
2057	40.5815	0	0	38.0015	0	0	38.007	0	0	35.3305	0	0
2058	40.5825	0	0	38.002	0	0	35.873	0	0	35.067	0	0
2059	40.5835	0	0	38.0025	0	0	34.917	0	0	34.9175	0	0
2060	40.584	0	0	38.0035	0	0	34.868	0	0	34.8685	0	0
2061	40.5845	0	0	38.0045	0	0	34.8195	0	0	34.8195	0	0
2062	40.5855	0	0	38.0055	0	0	34.7705	0	0	34.7705	0	0
2063	40.5865	0	0	38.006	0	0	34.722	0	0	34.722	0	0
2064	40.587	0	0	38.0065	0	0	34.6735	0	0	34.674	0	0
2065	40.5875	0	0	38.0075	0	0	34.625	0	0	34.626	0	0
2066	40.5885	0	0	38.0085	0	0	34.577	0	0	34.578	0	0
2067	40.5895	0	0	38.009	0	0	34.5295	0	0	34.53	0	0
2068	40.5905	0	0	38.0095	0	0	34.482	0	0	34.482	0	0
2069	40.591	0	0	38.0105	0	0	34.434	0	0	34.4345	0	0
2070	40.5915	0	0	38.0115	0	0	35.3115	0	0	34.506	0	0
2071	40.5925	0	0	38.012	0	0	37.429	0	0	34.752	0	0
2072	40.5935	0	0	38.0125	0	0	39.589	0	0	35.041	0	0
2073	40.594	0	0	38.0135	0	0	40.5705	0	0	35.216	0	0
2074	40.5945	0	0	38.0145	0	0	40.645	0	0	35.29	0	0
2075	40.5955	0	0	38.015	0	0	40.127	0	0	35.288	0	0
2076	40.596	0	0	38.0155	0	0	39.597	0	0	35.2745	0	0
2077	40.5965	0	0	38.0165	0	0	40.239	0	0	35.401	0	0
2078	40.5975	0	0	38.0175	0	0	40.893	0	0	35.5385	0	0
2079	40.5985	0	0	38.018	0	0	40.9665	0	0	35.6115	0	0
2080	40.599	0	0	38.0185	0	0	40.114	0	0	35.566	0	0
2081	40.5995	0	0	38.0195	0	0	38.022	0	0	35.3455	0	0
2082	40.6005	0	0	38.02	0	0	35.8875	0	0	35.082	0	0
2083	40.6015	0	0	38.0205	0	0	34.9315	0	0	34.9325	0	0
2084	40.602	0	0	38.0215	0	0	34.8825	0	0	34.8835	0	0
2085	40.6025	0	0	38.0225	0	0	34.834	0	0	34.8345	0	0
2086	40.6035	0	0	38.023	0	0	34.7855	0	0	34.7855	0	0
2087	40.604	0	0	38.0235	0	0	34.7365	0	0	34.737	0	0
2088	40.6045	0	0	38.0245	0	0	34.688	0	0	34.6885	0	0
2089	40.6055	0	0	38.025	0	0	34.64	0	0	34.64	0	0
2090	40.6065	0	0	38.0255	0	0	34.592	0	0	34.592	0	0
2091	40.607	0	0	38.0265	0	0	34.544	0	0	34.544	0	0
2092	40.6075	0	0	38.0275	0	0	34.496	0	0	34.4965	0	0
2093	40.6085	0	0	38.028	0	0	34.4485	0	0	34.449	0	0
2094	40.609	0	0	38.0285	0	0	35.3265	0	0	34.52	0	0
2095	40.6095	0	0	38.0295	0	0	37.4435	0	0	34.7665	0	0
2096	40.6105	0	0	38.03	0	0	39.6035	0	0	35.0555	0	0
2097	40.611	0	0	38.0305	0	0	40.585	0	0	35.23	0	0
2098	40.6115	0	0	38.0315	0	0	40.659	0	0	35.304	0	0
2099	40.6125	0	0	38.032	0	0	40.141	0	0	35.3025	0	0
2100	40.613	0	0	38.0325	0	0	39.611	0	0	35.289	0	0
2101	40.6135	0	0	38.0335	0	0	40.253	0	0	35.415	0	0
2102	40.6145	0	0	38.034	0	0	40.907	0	0	35.5525	0	0
2103	40.615	0	0	38.0345	0	0	40.9805	0	0	35.6255	0	0
2104	40.6155	0	0	38.0355	0	0	40.128	0	0	35.58	0	0
2105	40.6165	0	0	38.036	0	0	38.036	0	0	35.359	0	0
2106	40.617	0	0	38.0365	0	0	35.9015	0	0	35.095	0	0
2107	40.6175	0	0	38.0375	0	0	34.9455	0	0	34.9455	0	0
2108	40.6185	0	0	38.038	0	0	34.8965	0	0	34.8965	0	0
2109	40.619	0	0	38.0385	0	0	34.8475	0	0	34.8475	0	0
2110	40.6195	0	0	38.0395	0	0	34.799	0	0	34.799	0	0
2111	40.6205	0	0	38.04	0	0	34.7505	0	0	34.7505	0	0
2112	40.621	0	0	38.0405	0	0	34.702	0	0	34.702	0	0
2113	40.6215	0	0	38.0415	0	0	34.6535	0	0	34.654	0	0
2114	40.6225	0	0	38.042	0	0	34.605	0	0	34.606	0	0
2115	40.623	0	0	38.0425	0	0	34.5575	0	0	34.558	0	0
2116	40.6235	0	0	38.0435	0	0	34.51	0	0	34.51	0	0
2117	40.6245	0	0	38.044	0	0	34.462	0	0	34.462	0	0
2118	40.625	0	0	38.0445	0	0	35.3395	0	0	34.533	0	0
2119	40.6255	0	0	38.0455	0	0	37.457	0	0	34.7795	0	0
2120	40.6265	0	0	38.046	0	0	39.617	0	0	35.0685	0	0
2121	40.627	0	0	38.0465	0	0	40.598	0	0	35.243	0	0
2122	40.6275	0	0	38.047	0	0	40.672	0	0	35.3175	0	0
2123	40.628	0	0	38.0475	0	0	40.154	0	0	35.316	0	0
2124	40.6285	0	0	38.0485	0	0	39.624	0	0	35.302	0	0
2125	40.6295	0	0	38.049	0	0	40.266	0	0	35.428	0	0
2126	40.63	0	0	38.0495	0	0	40.92	0	0	35.5655	0	0
2127	40.6305	0	0	38.0505	0	0	40.9935	0	0	35.6385	0	0
2128	40.6315	0	0	38.051	0	0	40.141	0	0	35.593	0	0
2129	40.632	0	0	38.0515	0	0	38.049	0	0	35.372	0	0
2130	40.6325	0	0	38.052	0	0	35.9145	0	0	35.108	0	0
2131	40.633	0	0	38.0525	0	0	34.9585	0	0	34.9585	0	0
2132	40.6335	0	0	38.0535	0	0	34.9095	0	0	34.9095	0	0
2133	40.6345	0	0	38.054	0	0	34.8605	0	0	34.8605	0	0
2134	40.635	0	0	38.0545	0	0	34.8115	0	0	34.8115	0	0
2135	40.6355	0	0	38.055	0	0	34.763	0	0	34.763	0	0
2136	40.636	0	0	38.0555	0	0	34.7145	0	0	34.7145	0	0
2137	40.6365	0	0	38.0565	0	0	34.666	0	0	34.666	0	0
2138	40.6375	0	0	38.057	0	0	34.618	0	0	34.618	0	0
2139	40.638	0	0	38.0575	0	0	34.57	0	0	34.57	0	0
2140	40.6385	0	0	38.058	0	0	34.522	0	0	34.522	0	0
2141	40.639	0	0	38.0585	0	0	34.4745	0	0	34.4745	0	0
2142	40.6395	0	0	38.0595	0	0	35.352	0	0	34.546	0	0
2143	40.6405	0	0	38.06	0	0	37.469	0	0	34.792	0	0
2144	40.641	0	0	38.0605	0	0	39.629	0	0	35.0805	0	0
2145	40.6415	0	0	38.061	0	0	40.61	0	0	35.2555	0	0
2146	40.642	0	0	38.0615	0	0	40.684	0	0	35.33	0	0
2147	40.6425	0	0	38.0625	0	0	40.166	0	0	35.328	0	0
2148	40.6435	0	0	38.063	0	0	39.636	0	0	35.314	0	0
2149	40.644	0	0	38.0635	0	0	40.278	0	0	35.44	0	0
2150	40.6445	0	0	38.064	0	0	40.9315	0	0	35.5775	0	0
2151	40.645	0	0	38.0645	0	0	41.005	0	0	35.6505	0	0
2152	40.6455	0	0	38.065	0	0	40.153	0	0	35.6045	0	0
2153	40.646	0	0	38.0655	0	0	38.061	0	0	35.3835	0	0
2154	40.6465	0	0	38.0665	0	0	35.9265	0	0	35.12	0	0
2155	40.6475	0	0	38.067	0	0	34.9705	0	0	34.9705	0	0
2156	40.648	0	0	38.0675	0	0	34.921	0	0	34.9215	0	0
2157	40.6485	0	0	38.068	0	0	34.872	0	0	34.8725	0	0
2158	40.649	0	0	38.0685	0	0	34.8235	0	0	34.8235	0	0
2159	40.6495	0	0	38.069	0	0	34.7745	0	0	34.7745	0	0
2160	40.65	0	0	38.0695	0	0	34.726	0	0	34.726	0	0
2161	40.6505	0	0	38.0705	0	0	34.6775	0	0	34.678	0	0
2162	40.651	0	0	38.071	0	0	34.629	0	0	34.63	0	0
2163	40.6515	0	0	38.0715	0	0	34.581	0	0	34.582	0	0
2164	40.6525	0	0	38.072	0	0	34.5335	0	0	34.534	0	0
2165	40.653	0	0	38.0725	0	0	34.486	0	0	34.486	0	0
2166	40.6535	0	0	38.073	0	0	35.3635	0	0	34.557	0	0
2167	40.654	0	0	38.0735	0	0	37.4805	0	0	34.803	0	0
2168	40.6545	0	0	38.074	0	0	39.64	0	0	35.092	0	0
2169	40.655	0	0	38.0745	0	0	40.621	0	0	35.267	0	0
2170	40.6555	0	0	38.075	0	0	40.695	0	0	35.341	0	0
2171	40.656	0	0	38.0755	0	0	40.177	0	0	35.339	0	0
2172	40.6565	0	0	38.0765	0	0	39.647	0	0	35.325	0	0
2173	40.657	0	0	38.077	0	0	40.289	0	0	35.451	0	0
2174	40.6575	0	0	38.0775	0	0	40.943	0	0	35.5885	0	0
2175	40.6585	0	0	38.078	0	0	41.0165	0	0	35.6615	0	0
2176	40.659	0	0	38.0785	0	0	40.164	0	0	35.6155	0	0
2177	40.6595	0	0	38.079	0	0	38.072	0	0	35.3945	0	0
2178	40.66	0	0	38.0795	0	0	35.9375	0	0	35.131	0	0
2179	40.6605	0	0	38.08	0	0	34.981	0	0	34.9815	0	0
2180	40.661	0	0	38.0805	0	0	34.9315	0	0	34.9325	0	0
2181	40.6615	0	0	38.081	0	0	34.8825	0	0	34.8835	0	0
2182	40.662	0	0	38.0815	0	0	34.834	0	0	34.8345	0	0
2183	40.6625	0	0	38.082	0	0	34.7855	0	0	34.7855	0	0
2184	40.663	0	0	38.0825	0	0	34.7365	0	0	34.737	0	0
2185	40.6635	0	0	38.083	0	0	34.688	0	0	34.6885	0	0
2186	40.664	0	0	38.0835	0	0	34.64	0	0	34.64	0	0
2187	40.6645	0	0	38.084	0	0	34.592	0	0	34.592	0	0
2188	40.665	0	0	38.0845	0	0	34.544	0	0	34.544	0	0
2189	40.6655	0	0	38.085	0	0	34.496	0	0	34.4965	0	0
2190	40.666	0	0	38.0855	0	0	35.3735	0	0	34.5675	0	0
2191	40.6665	0	0	38.086	0	0	37.491	0	0	34.8135	0	0
2192	40.667	0	0	38.0865	0	0	39.651	0	0	35.1025	0	0
2193	40.6675	0	0	38.087	0	0	40.632	0	0	35.277	0	0
2194	40.668	0	0	38.0875	0	0	40.706	0	0	35.351	0	0
2195	40.6685	0	0	38.088	0	0	40.1875	0	0	35.349	0	0
2196	40.669	0	0	38.0885	0	0	39.657	0	0	35.335	0	0
2197	40.6695	0	0	38.089	0	0	40.2995	0	0	35.461	0	0
2198	40.67	0	0	38.0895	0	0	40.9535	0	0	35.5985	0	0
2199	40.6705	0	0	38.09	0	0	41.0265	0	0	35.6715	0	0
2200	40.671	0	0	38.0905	0	0	40.174	0	0	35.6255	0	0
2201	40.6715	0	0	38.091	0	0	38.082	0	0	35.4045	0	0
2202	40.672	0	0	38.0915	0	0	35.9475	0	0	35.141	0	0
2203	40.6725	0	0	38.092	0	0	34.991	0	0	34.9915	0	0
2204	40.673	0	0	38.0925	0	0	34.9415	0	0	34.9425	0	0
2205	40.6735	0	0	38.093	0	0	34.8925	0	0	34.8935	0	0
2206	40.674	0	0	38.0935	0	0	34.8435	0	0	34.8445	0	0
2207	40.6745	0	0	38.094	0	0	34.795	0	0	34.7955	0	0
2208	40.675	0	0	38.0945	0	0	34.7465	0	0	34.7465	0	0
2209	40.6755	0	0	38.095	0	0	34.698	0	0	34.698	0	0
2210	40.676	0	0	38.0955	0	0	34.65	0	0	34.65	0	0
2211	40.6765	0	0	38.096	0	0	34.602	0	0	34.602	0	0
2212	40.677	0	0	38.0965	0	0	34.554	0	0	34.554	0	0
2213	40.677	0	0	38.097	0	0	34.506	0	0	34.506	0	0
2214	40.6775	0	0	38.0975	0	0	35.3835	0	0	34.577	0	0
2215	40.678	0	0	38.098	0	0	37.5005	0	0	34.8235	0	0
2216	40.6785	0	0	38.098	0	0	39.66	0	0	35.1125	0	0
2217	40.679	0	0	38.0985	0	0	40.641	0	0	35.287	0	0
2218	40.6795	0	0	38.099	0	0	40.715	0	0	35.361	0	0
2219	40.68	0	0	38.0995	0	0	40.197	0	0	35.359	0	0
2220	40.6805	0	0	38.1	0	0	39.667	0	0	35.345	0	0
2221	40.681	0	0	38.1005	0	0	40.309	0	0	35.4705	0	0
2222	40.6815	0	0	38.101	0	0	40.9625	0	0	35.608	0	0
2223	40.682	0	0	38.1015	0	0	41.0355	0	0	35.681	0	0
2224	40.682	0	0	38.102	0	0	40.1835	0	0	35.635	0	0
2225	40.6825	0	0	38.1025	0	0	38.0915	0	0	35.414	0	0
2226	40.683	0	0	38.103	0	0	35.9565	0	0	35.15	0	0
2227	40.6835	0	0	38.103	0	0	35.0005	0	0	35.0005	0	0
2228	40.684	0	0	38.1035	0	0	34.9515	0	0	34.9515	0	0
2229	40.6845	0	0	38.104	0	0	34.9025	0	0	34.9025	0	0
2230	40.685	0	0	38.1045	0	0	34.8535	0	0	34.8535	0	0
2231	40.6855	0	0	38.105	0	0	34.8045	0	0	34.8045	0	0
2232	40.686	0	0	38.1055	0	0	34.7555	0	0	34.756	0	0
2233	40.686	0	0	38.106	0	0	34.707	0	0	34.7075	0	0
2234	40.6865	0	0	38.1065	0	0	34.659	0	0	34.659	0	0
2235	40.687	0	0	38.107	0	0	34.611	0	0	34.611	0	0
2236	40.6875	0	0	38.107	0	0	34.563	0	0	34.563	0	0
2237	40.688	0	0	38.1075	0	0	34.515	0	0	34.515	0	0
2238	40.6885	0	0	38.108	0	0	35.3925	0	0	34.586	0	0
2239	40.689	0	0	38.1085	0	0	37.5095	0	0	34.832	0	0
2240	40.6895	0	0	38.109	0	0	39.669	0	0	35.1205	0	0
2241	40.69	0	0	38.1095	0	0	40.65	0	0	35.2955	0	0
2242	40.69	0	0	38.11	0	0	40.724	0	0	35.37	0	0
2243	40.6905	0	0	38.11	0	0	40.206	0	0	35.3675	0	0
2244	40.691	0	0	38.1105	0	0	39.676	0	0	35.353	0	0
2245	40.6915	0	0	38.111	0	0	40.318	0	0	35.479	0	0
2246	40.692	0	0	38.1115	0	0	40.9715	0	0	35.6165	0	0
2247	40.692	0	0	38.112	0	0	41.0445	0	0	35.6895	0	0
2248	40.6925	0	0	38.1125	0	0	40.192	0	0	35.644	0	0
2249	40.693	0	0	38.113	0	0	38.1	0	0	35.423	0	0
2250	40.6935	0	0	38.113	0	0	35.9655	0	0	35.159	0	0
2251	40.694	0	0	38.1135	0	0	35.009	0	0	35.0095	0	0
2252	40.6945	0	0	38.114	0	0	34.9595	0	0	34.96	0	0
2253	40.695	0	0	38.1145	0	0	34.9105	0	0	34.9105	0	0
2254	40.695	0	0	38.115	0	0	34.8615	0	0	34.8615	0	0
2255	40.6955	0	0	38.115	0	0	34.8125	0	0	34.813	0	0
2256	40.696	0	0	38.1155	0	0	34.764	0	0	34.7645	0	0
2257	40.6965	0	0	38.116	0	0	34.7155	0	0	34.716	0	0
2258	40.697	0	0	38.1165	0	0	34.667	0	0	34.6675	0	0
2259	40.697	0	0	38.117	0	0	34.619	0	0	34.619	0	0
2260	40.6975	0	0	38.117	0	0	34.571	0	0	34.571	0	0
2261	40.698	0	0	38.1175	0	0	34.523	0	0	34.5235	0	0
2262	40.6985	0	0	38.118	0	0	35.4005	0	0	34.5945	0	0
2263	40.699	0	0	38.1185	0	0	37.5175	0	0	34.8405	0	0
2264	40.699	0	0	38.119	0	0	39.677	0	0	35.1295	0	0
2265	40.6995	0	0	38.119	0	0	40.658	0	0	35.304	0	0
2266	40.7	0	0	38.1195	0	0	40.732	0	0	35.378	0	0
