Zeit [h]	Außentemperatur [C]	Variante 1 Raum A [C]	Variante 2 Raum A [C]	Variante 3 Raum A [C]	Variante 3 Raum B [C]	Variante 4 Raum A [C]	Variante 4 Raum B [C]
1599	30	30	24.1941	0	0	0	0
1600	30	30	24.4625	0	0	0	0
1601	30	30	24.7237	0	0	0	0
1602	30	30	24.9752	0	0	0	0
1603	30	30	25.1466	0	0	0	0
1604	30	30	25.1809	0	0	0	0
1605	30	30	25.187	0	0	0	0
1606	30	30	25.0913	0	0	0	0
1607	30	30	24.9285	0	0	0	0
1608	30	30	24.734	0	0	0	0
1609	30	30	24.5281	0	0	0	0
1610	30	30	24.3212	0	0	0	0
1611	30	30	24.1187	0	0	0	0
1612	30	30	23.9231	0	0	0	0
1613	30	30	23.7355	0	0	0	0
1614	30	30	23.5561	0	0	0	0
1615	30	30	23.385	0	0	0	0
1616	30	30	23.2219	0	0	0	0
1617	30	30	23.1358	0	0	0	0
1618	30	30	23.1837	0	0	0	0
1619	30	30	23.256	0	0	0	0
1620	30	30	23.4268	0	0	0	0
1621	30	30	23.6609	0	0	0	0
1622	30	30	23.9234	0	0	0	0
1623	30	30	24.1941	0	0	0	0
1624	30	30	24.4627	0	0	0	0
1625	30	30	24.7238	0	0	0	0
1626	30	30	24.9753	0	0	0	0
1627	30	30	25.1467	0	0	0	0
1628	30	30	25.181	0	0	0	0
1629	30	30	25.1871	0	0	0	0
1630	30	30	25.0913	0	0	0	0
1631	30	30	24.9286	0	0	0	0
1632	30	30	24.7341	0	0	0	0
1633	30	30	24.528	0	0	0	0
1634	30	30	24.3211	0	0	0	0
1635	30	30	24.1186	0	0	0	0
1636	30	30	23.923	0	0	0	0
1637	30	30	23.7354	0	0	0	0
1638	30	30	23.556	0	0	0	0
1639	30	30	23.3848	0	0	0	0
1640	30	30	23.2217	0	0	0	0
1641	30	30	23.1358	0	0	0	0
1642	30	30	23.1835	0	0	0	0
1643	30	30	23.2559	0	0	0	0
1644	30	30	23.4267	0	0	0	0
1645	30	30	23.6608	0	0	0	0
1646	30	30	23.9233	0	0	0	0
1647	30	30	24.194	0	0	0	0
1648	30	30	24.4625	0	0	0	0
1649	30	30	24.7236	0	0	0	0
1650	30	30	24.9751	0	0	0	0
1651	30	30	25.1467	0	0	0	0
1652	30	30	25.1809	0	0	0	0
1653	30	30	25.1871	0	0	0	0
1654	30	30	25.0913	0	0	0	0
1655	30	30	24.9286	0	0	0	0
1656	30	30	24.7341	0	0	0	0
1657	30	30	24.5282	0	0	0	0
1658	30	30	24.3214	0	0	0	0
1659	30	30	24.1189	0	0	0	0
1660	30	30	23.9232	0	0	0	0
1661	30	30	23.7354	0	0	0	0
1662	30	30	23.556	0	0	0	0
1663	30	30	23.385	0	0	0	0
1664	30	30	23.2219	0	0	0	0
1665	30	30	23.1359	0	0	0	0
1666	30	30	23.1837	0	0	0	0
1667	30	30	23.256	0	0	0	0
1668	30	30	23.4267	0	0	0	0
1669	30	30	23.6609	0	0	0	0
1670	30	30	23.9233	0	0	0	0
1671	30	30	24.1941	0	0	0	0
1672	30	30	24.4626	0	0	0	0
1673	30	30	24.7238	0	0	0	0
1674	30	30	24.9753	0	0	0	0
1675	30	30	25.1467	0	0	0	0
1676	30	30	25.1809	0	0	0	0
1677	30	30	25.1872	0	0	0	0
1678	30	30	25.0913	0	0	0	0
1679	30	30	24.9286	0	0	0	0
1680	30	30	24.7341	0	0	0	0
1681	30	30	24.5281	0	0	0	0
1682	30	30	24.3213	0	0	0	0
1683	30	30	24.1188	0	0	0	0
1684	30	30	23.9232	0	0	0	0
1685	30	30	23.7355	0	0	0	0
1686	30	30	23.5561	0	0	0	0
1687	30	30	23.385	0	0	0	0
1688	30	30	23.2219	0	0	0	0
1689	30	30	23.1359	0	0	0	0
1690	30	30	23.1837	0	0	0	0
1691	30	30	23.2561	0	0	0	0
1692	30	30	23.4267	0	0	0	0
1693	30	30	23.6608	0	0	0	0
1694	30	30	23.9234	0	0	0	0
1695	30	30	24.1941	0	0	0	0
1696	30	30	24.4625	0	0	0	0
1697	30	30	24.7237	0	0	0	0
1698	30	30	24.9752	0	0	0	0
1699	30	30	25.1467	0	0	0	0
1700	30	30	25.181	0	0	0	0
1701	30	30	25.1872	0	0	0	0
1702	30	30	25.0913	0	0	0	0
1703	30	30	24.9286	0	0	0	0
1704	30	30	24.7341	0	0	0	0
1705	30	30	24.5281	0	0	0	0
1706	30	30	24.3213	0	0	0	0
1707	30	30	24.1188	0	0	0	0
1708	30	30	23.9232	0	0	0	0
1709	30	30	23.7356	0	0	0	0
1710	30	30	23.5562	0	0	0	0
1711	30	30	23.385	0	0	0	0
1712	30	30	23.2219	0	0	0	0
1713	30	30	23.1359	0	0	0	0
1714	30	30	23.1837	0	0	0	0
1715	30	30	23.2562	0	0	0	0
1716	30	30	23.4268	0	0	0	0
1717	30	30	23.6609	0	0	0	0
1718	30	30	23.9234	0	0	0	0
1719	30	30	24.1941	0	0	0	0
1720	30	30	24.4626	0	0	0	0
1721	30	30	24.7237	0	0	0	0
1722	30	30	24.9752	0	0	0	0
1723	30	30	25.1467	0	0	0	0
1724	30	30	25.1809	0	0	0	0
1725	30	30	25.187	0	0	0	0
1726	30	30	25.0913	0	0	0	0
1727	30	30	24.9286	0	0	0	0
1728	30	30	24.734	0	0	0	0
1729	30	30	24.5281	0	0	0	0
1730	30	30	24.3212	0	0	0	0
1731	30	30	24.1187	0	0	0	0
1732	30	30	23.9231	0	0	0	0
1733	30	30	23.7355	0	0	0	0
1734	30	30	23.5561	0	0	0	0
1735	30	30	23.385	0	0	0	0
1736	30	30	23.2219	0	0	0	0
1737	30	30	23.1358	0	0	0	0
1738	30	30	23.1837	0	0	0	0
1739	30	30	23.256	0	0	0	0
1740	30	30	23.4267	0	0	0	0
1741	30	30	23.6608	0	0	0	0
1742	30	30	23.9234	0	0	0	0
1743	30	30	24.194	0	0	0	0
1744	30	30	24.4625	0	0	0	0
1745	30	30	24.7237	0	0	0	0
1746	30	30	24.9751	0	0	0	0
1747	30	30	25.1466	0	0	0	0
1748	30	30	25.1809	0	0	0	0
1749	30	30	25.1871	0	0	0	0
1750	30	30	25.0912	0	0	0	0
1751	30	30	24.9285	0	0	0	0
1752	30	30	24.734	0	0	0	0
1753	30	30	24.528	0	0	0	0
1754	30	30	24.3211	0	0	0	0
1755	30	30	24.1186	0	0	0	0
1756	30	30	23.923	0	0	0	0
1757	30	30	23.7353	0	0	0	0
1758	30	30	23.5559	0	0	0	0
1759	30	30	23.3847	0	0	0	0
1760	30	30	23.2217	0	0	0	0
1761	30	30	23.1358	0	0	0	0
1762	30	30	23.1836	0	0	0	0
1763	30	30	23.2559	0	0	0	0
1764	30	30	23.4267	0	0	0	0
1765	30	30	23.6608	0	0	0	0
1766	30	30	23.9233	0	0	0	0
1767	30	30	24.1941	0	0	0	0
1768	30	30	24.4626	0	0	0	0
1769	30	30	24.7238	0	0	0	0
1770	30	30	24.9752	0	0	0	0
1771	30	30	25.1467	0	0	0	0
1772	30	30	25.1809	0	0	0	0
1773	30	30	25.1872	0	0	0	0
1774	30	30	25.0913	0	0	0	0
1775	30	30	24.9285	0	0	0	0
1776	30	30	24.734	0	0	0	0
1777	30	30	24.5281	0	0	0	0
1778	30	30	24.3213	0	0	0	0
1779	30	30	24.1188	0	0	0	0
1780	30	30	23.9231	0	0	0	0
1781	30	30	23.7354	0	0	0	0
1782	30	30	23.5561	0	0	0	0
1783	30	30	23.3849	0	0	0	0
1784	30	30	23.2218	0	0	0	0
1785	30	30	23.1358	0	0	0	0
1786	30	30	23.1836	0	0	0	0
1787	30	30	23.2559	0	0	0	0
1788	30	30	23.4267	0	0	0	0
1789	30	30	23.6608	0	0	0	0
1790	30	30	23.9233	0	0	0	0
1791	30	30	24.1939	0	0	0	0
1792	30	30	24.4624	0	0	0	0
1793	30	30	24.7237	0	0	0	0
1794	30	30	24.9751	0	0	0	0
1795	30	30	25.1466	0	0	0	0
1796	30	30	25.1809	0	0	0	0
1797	30	30	25.1871	0	0	0	0
1798	30	30	25.0912	0	0	0	0
1799	30	30	24.9285	0	0	0	0
1800	30	30	24.734	0	0	0	0
1801	30	30	24.5279	0	0	0	0
1802	30	30	24.321	0	0	0	0
1803	30	30	24.1186	0	0	0	0
1804	30	30	23.923	0	0	0	0
1805	30	30	23.7353	0	0	0	0
1806	30	30	23.5559	0	0	0	0
1807	30	30	23.3848	0	0	0	0
1808	30	30	23.2217	0	0	0	0
1809	30	30	23.1358	0	0	0	0
1810	30	30	23.1836	0	0	0	0
1811	30	30	23.2559	0	0	0	0
1812	30	30	23.4267	0	0	0	0
1813	30	30	23.6608	0	0	0	0
1814	30	30	23.9233	0	0	0	0
1815	30	30	24.1941	0	0	0	0
1816	30	30	24.4626	0	0	0	0
1817	30	30	24.7238	0	0	0	0
1818	30	30	24.9752	0	0	0	0
1819	30	30	25.1467	0	0	0	0
1820	30	30	25.1809	0	0	0	0
1821	30	30	25.1871	0	0	0	0
1822	30	30	25.0913	0	0	0	0
1823	30	30	24.9285	0	0	0	0
1824	30	30	24.734	0	0	0	0
1825	30	30	24.528	0	0	0	0
1826	30	30	24.3211	0	0	0	0
1827	30	30	24.1186	0	0	0	0
1828	30	30	23.923	0	0	0	0
1829	30	30	23.7353	0	0	0	0
1830	30	30	23.5559	0	0	0	0
1831	30	30	23.3847	0	0	0	0
1832	30	30	23.2217	0	0	0	0
1833	30	30	23.1358	0	0	0	0
1834	30	30	23.1836	0	0	0	0
1835	30	30	23.256	0	0	0	0
1836	30	30	23.4267	0	0	0	0
1837	30	30	23.6608	0	0	0	0
1838	30	30	23.9233	0	0	0	0
1839	30	30	24.194	0	0	0	0
1840	30	30	24.4625	0	0	0	0
1841	30	30	24.7237	0	0	0	0
1842	30	30	24.9751	0	0	0	0
1843	30	30	25.1466	0	0	0	0
1844	30	30	25.1809	0	0	0	0
1845	30	30	25.1871	0	0	0	0
1846	30	30	25.0913	0	0	0	0
1847	30	30	24.9286	0	0	0	0
1848	30	30	24.734	0	0	0	0
1849	30	30	24.5281	0	0	0	0
1850	30	30	24.3213	0	0	0	0
1851	30	30	24.1188	0	0	0	0
1852	30	30	23.9232	0	0	0	0
1853	30	30	23.7355	0	0	0	0
1854	30	30	23.5561	0	0	0	0
1855	30	30	23.385	0	0	0	0
1856	30	30	23.2218	0	0	0	0
1857	30	30	23.1358	0	0	0	0
1858	30	30	23.1837	0	0	0	0
1859	30	30	23.256	0	0	0	0
1860	30	30	23.4267	0	0	0	0
1861	30	30	23.6609	0	0	0	0
1862	30	30	23.9233	0	0	0	0
1863	30	30	24.1941	0	0	0	0
1864	30	30	24.4627	0	0	0	0
1865	30	30	24.7238	0	0	0	0
1866	30	30	24.9753	0	0	0	0
1867	30	30	25.1467	0	0	0	0
1868	30	30	25.181	0	0	0	0
1869	30	30	25.1871	0	0	0	0
1870	30	30	25.0913	0	0	0	0
1871	30	30	24.9286	0	0	0	0
1872	30	30	24.7341	0	0	0	0
1873	30	30	24.5281	0	0	0	0
1874	30	30	24.3212	0	0	0	0
1875	30	30	24.1186	0	0	0	0
1876	30	30	23.923	0	0	0	0
1877	30	30	23.7354	0	0	0	0
1878	30	30	23.556	0	0	0	0
1879	30	30	23.3848	0	0	0	0
1880	30	30	23.2218	0	0	0	0
1881	30	30	23.1358	0	0	0	0
1882	30	30	23.1836	0	0	0	0
1883	30	30	23.2559	0	0	0	0
1884	30	30	23.4268	0	0	0	0
1885	30	30	23.6609	0	0	0	0
1886	30	30	23.9233	0	0	0	0
1887	30	30	24.1941	0	0	0	0
1888	30	30	24.4626	0	0	0	0
1889	30	30	24.7238	0	0	0	0
1890	30	30	24.9753	0	0	0	0
1891	30	30	25.1467	0	0	0	0
1892	30	30	25.181	0	0	0	0
1893	30	30	25.1872	0	0	0	0
1894	30	30	25.0913	0	0	0	0
1895	30	30	24.9286	0	0	0	0
1896	30	30	24.7341	0	0	0	0
1897	30	30	24.528	0	0	0	0
1898	30	30	24.3211	0	0	0	0
1899	30	30	24.1186	0	0	0	0
1900	30	30	23.923	0	0	0	0
1901	30	30	23.7353	0	0	0	0
1902	30	30	23.5559	0	0	0	0
1903	30	30	23.3848	0	0	0	0
1904	30	30	23.2218	0	0	0	0
1905	30	30	23.1358	0	0	0	0
1906	30	30	23.1836	0	0	0	0
1907	30	30	23.2561	0	0	0	0
1908	30	30	23.4267	0	0	0	0
1909	30	30	23.6608	0	0	0	0
1910	30	30	23.9233	0	0	0	0
1911	30	30	24.194	0	0	0	0
1912	30	30	24.4625	0	0	0	0
1913	30	30	24.7237	0	0	0	0
1914	30	30	24.9751	0	0	0	0
1915	30	30	25.1466	0	0	0	0
1916	30	30	25.181	0	0	0	0
1917	30	30	25.1871	0	0	0	0
1918	30	30	25.0913	0	0	0	0
1919	30	30	24.9286	0	0	0	0
1920	30	30	24.7341	0	0	0	0
1921	30	30	24.5281	0	0	0	0
1922	30	30	24.3212	0	0	0	0
1923	30	30	24.1188	0	0	0	0
1924	30	30	23.9232	0	0	0	0
1925	30	30	23.7354	0	0	0	0
1926	30	30	23.5561	0	0	0	0
1927	30	30	23.3849	0	0	0	0
1928	30	30	23.2218	0	0	0	0
1929	30	30	23.1359	0	0	0	0
1930	30	30	23.1837	0	0	0	0
1931	30	30	23.256	0	0	0	0
1932	30	30	23.4268	0	0	0	0
1933	30	30	23.6609	0	0	0	0
1934	30	30	23.9234	0	0	0	0
1935	30	30	24.1942	0	0	0	0
1936	30	30	24.4627	0	0	0	0
1937	30	30	24.7239	0	0	0	0
1938	30	30	24.9753	0	0	0	0
1939	30	30	25.1467	0	0	0	0
1940	30	30	25.1809	0	0	0	0
1941	30	30	25.187	0	0	0	0
1942	30	30	25.0912	0	0	0	0
1943	30	30	24.9285	0	0	0	0
1944	30	30	24.734	0	0	0	0
1945	30	30	24.5281	0	0	0	0
1946	30	30	24.3212	0	0	0	0
1947	30	30	24.1187	0	0	0	0
1948	30	30	23.9231	0	0	0	0
1949	30	30	23.7355	0	0	0	0
1950	30	30	23.5561	0	0	0	0
1951	30	30	23.3849	0	0	0	0
1952	30	30	23.2218	0	0	0	0
1953	30	30	23.1358	0	0	0	0
1954	30	30	23.1836	0	0	0	0
1955	30	30	23.2559	0	0	0	0
1956	30	30	23.4267	0	0	0	0
1957	30	30	23.6608	0	0	0	0
1958	30	30	23.9233	0	0	0	0
1959	30	30	24.1941	0	0	0	0
1960	30	30	24.4626	0	0	0	0
1961	30	30	24.7238	0	0	0	0
1962	30	30	24.9753	0	0	0	0
1963	30	30	25.1467	0	0	0	0
1964	30	30	25.181	0	0	0	0
1965	30	30	25.1872	0	0	0	0
1966	30	30	25.0913	0	0	0	0
1967	30	30	24.9286	0	0	0	0
1968	30	30	24.7341	0	0	0	0
1969	30	30	24.5282	0	0	0	0
1970	30	30	24.3213	0	0	0	0
1971	30	30	24.1188	0	0	0	0
1972	30	30	23.9232	0	0	0	0
1973	30	30	23.7355	0	0	0	0
1974	30	30	23.5561	0	0	0	0
1975	30	30	23.385	0	0	0	0
1976	30	30	23.2219	0	0	0	0
1977	30	30	23.1358	0	0	0	0
1978	30	30	23.1837	0	0	0	0
1979	30	30	23.256	0	0	0	0
1980	30	30	23.4267	0	0	0	0
1981	30	30	23.6608	0	0	0	0
1982	30	30	23.9233	0	0	0	0
1983	30	30	24.194	0	0	0	0
1984	30	30	24.4625	0	0	0	0
1985	30	30	24.7237	0	0	0	0
1986	30	30	24.9752	0	0	0	0
1987	30	30	25.1467	0	0	0	0
1988	30	30	25.1811	0	0	0	0
1989	30	30	25.1871	0	0	0	0
1990	30	30	25.0913	0	0	0	0
1991	30	30	24.9286	0	0	0	0
1992	30	30	24.7341	0	0	0	0
1993	30	30	24.5281	0	0	0	0
1994	30	30	24.3212	0	0	0	0
1995	30	30	24.1188	0	0	0	0
1996	30	30	23.9232	0	0	0	0
1997	30	30	23.7354	0	0	0	0
1998	30	30	23.5561	0	0	0	0
1999	30	30	23.3849	0	0	0	0
2000	30	30	23.2218	0	0	0	0
2001	30	30	23.1359	0	0	0	0
2002	30	30	23.1837	0	0	0	0
2003	30	30	23.256	0	0	0	0
2004	30	30	23.4267	0	0	0	0
2005	30	30	23.6608	0	0	0	0
2006	30	30	23.9233	0	0	0	0
2007	30	30	24.194	0	0	0	0
2008	30	30	24.4625	0	0	0	0
2009	30	30	24.7236	0	0	0	0
2010	30	30	24.9751	0	0	0	0
2011	30	30	25.1466	0	0	0	0
2012	30	30	25.1809	0	0	0	0
2013	30	30	25.1871	0	0	0	0
2014	30	30	25.0912	0	0	0	0
2015	30	30	24.9285	0	0	0	0
2016	30	30	24.7341	0	0	0	0
2017	30	30	24.528	0	0	0	0
2018	30	30	24.3211	0	0	0	0
2019	30	30	24.1186	0	0	0	0
2020	30	30	23.923	0	0	0	0
2021	30	30	23.7353	0	0	0	0
2022	30	30	23.5559	0	0	0	0
2023	30	30	23.3848	0	0	0	0
2024	30	30	23.2218	0	0	0	0
2025	30	30	23.1358	0	0	0	0
2026	30	30	23.1836	0	0	0	0
2027	30	30	23.256	0	0	0	0
2028	30	30	23.4267	0	0	0	0
2029	30	30	23.6608	0	0	0	0
2030	30	30	23.9233	0	0	0	0
2031	30	30	24.194	0	0	0	0
2032	30	30	24.4625	0	0	0	0
2033	30	30	24.7237	0	0	0	0
2034	30	30	24.9751	0	0	0	0
2035	30	30	25.1467	0	0	0	0
2036	30	30	25.1809	0	0	0	0
2037	30	30	25.187	0	0	0	0
2038	30	30	25.0913	0	0	0	0
2039	30	30	24.9286	0	0	0	0
2040	30	30	24.734	0	0	0	0
2041	30	30	24.5281	0	0	0	0
2042	30	30	24.3213	0	0	0	0
2043	30	30	24.1188	0	0	0	0
2044	30	30	23.9231	0	0	0	0
2045	30	30	23.7355	0	0	0	0
2046	30	30	23.5561	0	0	0	0
2047	30	30	23.385	0	0	0	0
2048	30	30	23.2219	0	0	0	0
2049	30	30	23.1359	0	0	0	0
2050	30	30	23.1837	0	0	0	0
2051	30	30	23.256	0	0	0	0
2052	30	30	23.4267	0	0	0	0
2053	30	30	23.6608	0	0	0	0
2054	30	30	23.9233	0	0	0	0
2055	30	30	24.194	0	0	0	0
2056	30	30	24.4625	0	0	0	0
2057	30	30	24.7236	0	0	0	0
2058	30	30	24.9751	0	0	0	0
2059	30	30	25.1467	0	0	0	0
2060	30	30	25.1809	0	0	0	0
2061	30	30	25.1871	0	0	0	0
2062	30	30	25.0913	0	0	0	0
2063	30	30	24.9286	0	0	0	0
2064	30	30	24.7341	0	0	0	0
2065	30	30	24.5281	0	0	0	0
2066	30	30	24.3211	0	0	0	0
2067	30	30	24.1186	0	0	0	0
2068	30	30	23.923	0	0	0	0
2069	30	30	23.7354	0	0	0	0
2070	30	30	23.556	0	0	0	0
2071	30	30	23.3848	0	0	0	0
2072	30	30	23.2217	0	0	0	0
2073	30	30	23.1358	0	0	0	0
2074	30	30	23.1836	0	0	0	0
2075	30	30	23.256	0	0	0	0
2076	30	30	23.4267	0	0	0	0
2077	30	30	23.6608	0	0	0	0
2078	30	30	23.9233	0	0	0	0
2079	30	30	24.194	0	0	0	0
2080	30	30	24.4624	0	0	0	0
2081	30	30	24.7236	0	0	0	0
2082	30	30	24.9751	0	0	0	0
2083	30	30	25.1466	0	0	0	0
2084	30	30	25.1809	0	0	0	0
2085	30	30	25.1871	0	0	0	0
2086	30	30	25.0913	0	0	0	0
2087	30	30	24.9286	0	0	0	0
2088	30	30	24.7341	0	0	0	0
2089	30	30	24.5281	0	0	0	0
2090	30	30	24.3212	0	0	0	0
2091	30	30	24.1186	0	0	0	0
2092	30	30	23.923	0	0	0	0
2093	30	30	23.7354	0	0	0	0
2094	30	30	23.556	0	0	0	0
2095	30	30	23.3848	0	0	0	0
2096	30	30	23.2217	0	0	0	0
2097	30	30	23.1358	0	0	0	0
2098	30	30	23.1835	0	0	0	0
2099	30	30	23.256	0	0	0	0
2100	30	30	23.4267	0	0	0	0
2101	30	30	23.6608	0	0	0	0
2102	30	30	23.9233	0	0	0	0
2103	30	30	24.194	0	0	0	0
2104	30	30	24.4624	0	0	0	0
2105	30	30	24.7236	0	0	0	0
2106	30	30	24.9751	0	0	0	0
2107	30	30	25.1467	0	0	0	0
2108	30	30	25.181	0	0	0	0
2109	30	30	25.1871	0	0	0	0
2110	30	30	25.0913	0	0	0	0
2111	30	30	24.9286	0	0	0	0
2112	30	30	24.7341	0	0	0	0
2113	30	30	24.5282	0	0	0	0
2114	30	30	24.3213	0	0	0	0
2115	30	30	24.1188	0	0	0	0
2116	30	30	23.9232	0	0	0	0
2117	30	30	23.7355	0	0	0	0
2118	30	30	23.5561	0	0	0	0
2119	30	30	23.385	0	0	0	0
2120	30	30	23.2219	0	0	0	0
2121	30	30	23.1359	0	0	0	0
2122	30	30	23.1837	0	0	0	0
2123	30	30	23.2561	0	0	0	0
2124	30	30	23.4267	0	0	0	0
2125	30	30	23.6609	0	0	0	0
2126	30	30	23.9234	0	0	0	0
2127	30	30	24.1941	0	0	0	0
2128	30	30	24.4625	0	0	0	0
2129	30	30	24.7237	0	0	0	0
2130	30	30	24.9752	0	0	0	0
2131	30	30	25.1467	0	0	0	0
2132	30	30	25.181	0	0	0	0
2133	30	30	25.1872	0	0	0	0
2134	30	30	25.0913	0	0	0	0
2135	30	30	24.9286	0	0	0	0
2136	30	30	24.7341	0	0	0	0
2137	30	30	24.5282	0	0	0	0
2138	30	30	24.3213	0	0	0	0
2139	30	30	24.1188	0	0	0	0
2140	30	30	23.9232	0	0	0	0
2141	30	30	23.7355	0	0	0	0
2142	30	30	23.5561	0	0	0	0
2143	30	30	23.385	0	0	0	0
2144	30	30	23.2218	0	0	0	0
2145	30	30	23.1359	0	0	0	0
2146	30	30	23.1837	0	0	0	0
2147	30	30	23.256	0	0	0	0
2148	30	30	23.4268	0	0	0	0
2149	30	30	23.6609	0	0	0	0
2150	30	30	23.9234	0	0	0	0
2151	30	30	24.194	0	0	0	0
2152	30	30	24.4625	0	0	0	0
2153	30	30	24.7237	0	0	0	0
2154	30	30	24.9752	0	0	0	0
2155	30	30	25.1467	0	0	0	0
2156	30	30	25.1811	0	0	0	0
2157	30	30	25.1872	0	0	0	0
2158	30	30	25.0913	0	0	0	0
2159	30	30	24.9286	0	0	0	0
2160	30	30	24.7341	0	0	0	0
2161	30	30	24.5282	0	0	0	0
2162	30	30	24.3214	0	0	0	0
2163	30	30	24.1189	0	0	0	0
2164	30	30	23.9232	0	0	0	0
2165	30	30	23.7354	0	0	0	0
2166	30	30	23.556	0	0	0	0
2167	30	30	23.3849	0	0	0	0
2168	30	30	23.2219	0	0	0	0
2169	30	30	23.1359	0	0	0	0
2170	30	30	23.1837	0	0	0	0
2171	30	30	23.256	0	0	0	0
2172	30	30	23.4268	0	0	0	0
2173	30	30	23.6608	0	0	0	0
2174	30	30	23.9233	0	0	0	0
2175	30	30	24.1941	0	0	0	0
2176	30	30	24.4625	0	0	0	0
2177	30	30	24.7237	0	0	0	0
2178	30	30	24.9751	0	0	0	0
2179	30	30	25.1467	0	0	0	0
2180	30	30	25.1809	0	0	0	0
2181	30	30	25.187	0	0	0	0
2182	30	30	25.0913	0	0	0	0
2183	30	30	24.9286	0	0	0	0
2184	30	30	24.7341	0	0	0	0
2185	30	30	24.5281	0	0	0	0
2186	30	30	24.3213	0	0	0	0
2187	30	30	24.1188	0	0	0	0
2188	30	30	23.9231	0	0	0	0
2189	30	30	23.7355	0	0	0	0
2190	30	30	23.5561	0	0	0	0
2191	30	30	23.385	0	0	0	0
2192	30	30	23.2219	0	0	0	0
2193	30	30	23.1359	0	0	0	0
2194	30	30	23.1837	0	0	0	0
2195	30	30	23.2561	0	0	0	0
2196	30	30	23.4267	0	0	0	0
2197	30	30	23.6609	0	0	0	0
2198	30	30	23.9234	0	0	0	0
2199	30	30	24.1941	0	0	0	0
2200	30	30	24.4625	0	0	0	0
2201	30	30	24.7237	0	0	0	0
2202	30	30	24.9752	0	0	0	0
2203	30	30	25.1467	0	0	0	0
2204	30	30	25.1809	0	0	0	0
2205	30	30	25.187	0	0	0	0
2206	30	30	25.0913	0	0	0	0
2207	30	30	24.9285	0	0	0	0
2208	30	30	24.734	0	0	0	0
2209	30	30	24.528	0	0	0	0
2210	30	30	24.3212	0	0	0	0
2211	30	30	24.1187	0	0	0	0
2212	30	30	23.9231	0	0	0	0
2213	30	30	23.7355	0	0	0	0
2214	30	30	23.5561	0	0	0	0
2215	30	30	23.385	0	0	0	0
2216	30	30	23.2218	0	0	0	0
2217	30	30	23.1358	0	0	0	0
2218	30	30	23.1837	0	0	0	0
2219	30	30	23.256	0	0	0	0
2220	30	30	23.4267	0	0	0	0
2221	30	30	23.6608	0	0	0	0
2222	30	30	23.9233	0	0	0	0
2223	30	30	24.194	0	0	0	0
2224	30	30	24.4624	0	0	0	0
2225	30	30	24.7235	0	0	0	0
2226	30	30	24.9751	0	0	0	0
2227	30	30	25.1466	0	0	0	0
2228	30	30	25.1809	0	0	0	0
2229	30	30	25.1871	0	0	0	0
2230	30	30	25.0913	0	0	0	0
2231	30	30	24.9285	0	0	0	0
2232	30	30	24.7341	0	0	0	0
2233	30	30	24.528	0	0	0	0
2234	30	30	24.3211	0	0	0	0
2235	30	30	24.1186	0	0	0	0
2236	30	30	23.923	0	0	0	0
2237	30	30	23.7354	0	0	0	0
2238	30	30	23.5559	0	0	0	0
2239	30	30	23.3848	0	0	0	0
2240	30	30	23.2218	0	0	0	0
2241	30	30	23.1358	0	0	0	0
2242	30	30	23.1836	0	0	0	0
2243	30	30	23.256	0	0	0	0
2244	30	30	23.4267	0	0	0	0
2245	30	30	23.6608	0	0	0	0
2246	30	30	23.9233	0	0	0	0
2247	30	30	24.194	0	0	0	0
2248	30	30	24.4624	0	0	0	0
2249	30	30	24.7235	0	0	0	0
2250	30	30	24.9751	0	0	0	0
2251	30	30	25.1466	0	0	0	0
2252	30	30	25.1811	0	0	0	0
2253	30	30	25.1871	0	0	0	0
2254	30	30	25.0913	0	0	0	0
2255	30	30	24.9286	0	0	0	0
2256	30	30	24.7341	0	0	0	0
2257	30	30	24.5282	0	0	0	0
2258	30	30	24.3214	0	0	0	0
2259	30	30	24.1189	0	0	0	0
2260	30	30	23.9232	0	0	0	0
2261	30	30	23.7354	0	0	0	0
2262	30	30	23.556	0	0	0	0
2263	30	30	23.385	0	0	0	0
2264	30	30	23.2218	0	0	0	0
2265	30	30	23.1359	0	0	0	0
2266	30	30	23.1837	0	0	0	0
2267	30	30	23.256	0	0	0	0
2268	30	30	23.4267	0	0	0	0
2269	30	30	23.6608	0	0	0	0
2270	30	30	23.9233	0	0	0	0
2271	30	30	24.194	0	0	0	0
2272	30	30	24.4625	0	0	0	0
2273	30	30	24.7236	0	0	0	0
2274	30	30	24.9752	0	0	0	0
2275	30	30	25.1466	0	0	0	0
2276	30	30	25.1809	0	0	0	0
2277	30	30	25.1872	0	0	0	0
2278	30	30	25.0913	0	0	0	0
2279	30	30	24.9286	0	0	0	0
2280	30	30	24.7341	0	0	0	0
2281	30	30	24.5281	0	0	0	0
2282	30	30	24.3213	0	0	0	0
2283	30	30	24.1188	0	0	0	0
2284	30	30	23.9232	0	0	0	0
2285	30	30	23.7356	0	0	0	0
2286	30	30	23.5562	0	0	0	0
2287	30	30	23.385	0	0	0	0
2288	30	30	23.2218	0	0	0	0
2289	30	30	23.1359	0	0	0	0
2290	30	30	23.1837	0	0	0	0
2291	30	30	23.256	0	0	0	0
2292	30	30	23.4267	0	0	0	0
2293	30	30	23.6609	0	0	0	0
2294	30	30	23.9233	0	0	0	0
2295	30	30	24.1941	0	0	0	0
2296	30	30	24.4627	0	0	0	0
2297	30	30	24.7238	0	0	0	0
