Zeit [h]	Variante 11.1 Raumlufttemperatur [C]	Variante 11.1 Strahlungstemperatur [C]	Variante 11.1 Trans.Strahlung.Fenster [W]	Variante 11.2 Raumlufttemperatur [C]	Variante 11.2 Strahlungstemperatur [C]	Variante 11.2 Heizleistung [W]	Variante 11.2 Trans.Strahlung.Fenster [W]	Variante 11.3 Raumlufttemperatur [C]	Variante 11.3 Strahlungstemperatur [C]	Variante 11.3 Heizleistung [W]	Variante 11.3 Trans.Strahlung.Fenster [W]	Variante 11.4 Raumlufttemperatur [C]	Variante 11.4 Strahlungstemperatur [C]	Variante 11.4 Heizleistung [W]	Variante 11.4 Trans.Strahlung.Fenster [W]	Variante 11.5 Raumlufttemperatur [C]	Variante 11.5 Strahlungstemperatur [C]	Variante 11.5 Heizleistung [W]	Variante 11.5 Trans.Strahlung.Fenster [W]
0	4.32	0	0	21	0	513.59	0	21	0	531.75	0	21	0	522.76	0	21	0	643.25	0
1	4.32	0	0	21	0	513.59	0	21	0	531.75	0	21	0	522.76	0	21	0	643.25	0
2	4.25	0	0	21	0	520.13	0	21	0	537.87	0	21	0	529.1	0	21	0	656.22	0
3	4.19	0	0	21	0	523.77	0	21	0	541.1	0	21	0	532.54	0	21	0	663.24	0
4	4.19	0	0	21	0	520.34	0	21	0	537.27	0	21	0	528.91	0	21	0	656.03	0
5	4.18	0	0	21	0	517.75	0	21	0	534.29	0	21	0	526.13	0	21	0	650.19	0
6	4.17	0	0	21	0	516.52	0	21	0	532.68	0	21	0	524.7	0	21	0	646.72	0
7	4.17	0	0	21	0	512.75	0	21	0	528.53	0	21	0	479.58	0	21	0	597.01	0
8	4.17	0	0	21	0	511.05	0	21	0	526.47	0	21	0	422.97	0	21	0	537.85	0
9	4.16	0	17.16	21	0	508.76	17.16	21	0	523.82	17.16	21	0	378.54	17.16	21	0	491.88	17.16
10	4.2	0	68.63	21	0	500.85	68.63	21	0	515.56	68.63	21	0	369.47	68.63	21	0	479.75	68.63
11	4.25	0	107.62	21	0	491.32	107.62	21	0	505.69	107.62	21	0	359.02	107.62	21	0	465.73	107.62
12	4.3	0	143.49	21	0	482.55	143.49	21	0	496.6	143.49	21	0	375.79	143.49	21	0	480.46	143.49
13	4.26	0	65.51	21	0	485.92	65.51	21	0	499.64	65.51	21	0	378.69	65.51	21	0	483.86	65.51
14	4.26	0	51.47	21	0	484.41	51.47	21	0	497.81	51.47	21	0	350.34	51.47	21	0	452.96	51.47
15	4.25	0	38.99	21	0	483.71	38.99	21	0	496.8	38.99	21	0	348.89	38.99	21	0	449.98	38.99
16	4.22	0	9.36	21	0	484.61	9.36	21	0	497.4	9.36	21	0	349.12	9.36	21	0	448.67	9.36
17	4.2	0	0	21	0	485.02	0	21	0	497.51	0	21	0	390.05	0	21	0	488.59	0
18	4.19	0	0	21	0	484.85	0	21	0	497.05	0	21	0	444.01	0	21	0	542.04	0
19	4.17	0	0	21	0	485.78	0	21	0	497.7	0	21	0	486.34	0	21	0	585.38	0
20	4.16	0	0	21	0	484.32	0	21	0	495.96	0	21	0	485.3	0	21	0	583.32	0
21	4.15	0	0	21	0	483.72	0	21	0	495.1	0	21	0	484.92	0	21	0	582.94	0
22	4.13	0	0	21	0	483.58	0	21	0	494.7	0	21	0	484.89	0	21	0	583.41	0
23	4.13	0	0	21	0	481.8	0	21	0	492.65	0	21	0	483.15	0	21	0	580.65	0
24	4.11	0	0	21	0	482.1	0	21	0	492.7	0	21	0	483.46	0	21	0	581.99	0
25	4.11	0	0	21	0	479.75	0	21	0	490.11	0	21	0	481.11	0	21	0	578.11	0
26	4.12	0	0	21	0	475.77	0	21	0	485.89	0	21	0	477.11	0	21	0	571.04	0
27	4.12	0	0	21	0	474.95	0	21	0	484.83	0	21	0	476.27	0	21	0	570.2	0
28	4.1	0	0	21	0	475.72	0	21	0	485.38	0	21	0	477.02	0	21	0	572.48	0
29	4.09	0	0	21	0	474.87	0	21	0	484.3	0	21	0	476.14	0	21	0	571.6	0
30	4.07	0	0	21	0	475.56	0	21	0	484.78	0	21	0	476.81	0	21	0	573.79	0
31	4.05	0	0	21	0	476.82	0	21	0	485.83	0	21	0	436.88	0	21	0	535.91	0
32	4.05	0	0	21	0	474.94	0	21	0	483.73	0	21	0	380.24	0	21	0	478.25	0
33	4.05	0	34.31	21	0	472.63	34.31	21	0	481.23	34.31	21	0	335.95	34.31	21	0	435.49	34.31
34	4.61	0	932.5	21	0	388.67	932.5	21	0	430.39	559.46	21	0	284.3	559.46	21	0	382.31	559.46
35	5.06	0	1141.34	21	0	329.24	1141.34	21	0	394.04	684.67	21	0	247.36	684.67	21	0	344.35	684.67
36	5.85	0	1987.71	21	0	220.65	1987.71	21	0	329.9	1191.63	21	0	209.09	1191.63	21	0	309.14	1191.63
37	6.14	0	1581.49	21	0	193.28	1581.49	21	0	313.98	948.34	21	0	193.03	948.34	21	0	295.11	948.34
38	6.68	0	2029.02	21	0	123.73	2029.02	21	0	273	1216.56	21	0	125.53	1216.56	21	0	230.16	1216.56
39	6.79	0	1547.76	21	0	121.24	1547.76	21	0	272.87	928.22	21	0	124.95	928.22	21	0	233.67	928.22
40	6.01	0	26.51	21	0	244.31	26.51	21	0	348.44	26.51	21	0	200.15	26.51	21	0	316.01	26.51
41	5.64	0	0	21	0	291.93	0	21	0	377.75	0	21	0	270.29	0	21	0	387.17	0
42	5.42	0	0	21	0	321.25	0	21	0	396.86	0	21	0	343.82	0	21	0	464.27	0
43	5.24	0	0	21	0	343.75	0	21	0	413.01	0	21	0	401.64	0	21	0	528.2	0
44	5.13	0	0	21	0	358.04	0	21	0	423.05	0	21	0	412.38	0	21	0	542.01	0
45	5.05	0	0	21	0	367.37	0	21	0	429.36	0	21	0	419.18	0	21	0	549.82	0
46	4.99	0	0	21	0	374.11	0	21	0	433.77	0	21	0	423.96	0	21	0	554.6	0
47	4.93	0	0	21	0	382.13	0	21	0	439.9	0	21	0	430.4	0	21	0	563.08	0
48	4.86	0	0	21	0	390.78	0	21	0	446.92	0	21	0	437.68	0	21	0	573.42	0
49	4.8	0	0	21	0	397.03	0	21	0	451.7	0	21	0	442.7	0	21	0	579.46	0
50	4.74	0	0	21	0	405.25	0	21	0	458.56	0	21	0	449.78	0	21	0	589.6	0
51	4.69	0	0	21	0	410.77	0	21	0	462.79	0	21	0	454.22	0	21	0	594.55	0
52	4.62	0	0	21	0	419.44	0	21	0	470.22	0	21	0	461.86	0	21	0	605.76	0
53	4.56	0	0	21	0	426.04	0	21	0	475.62	0	21	0	467.45	0	21	0	612.88	0
54	4.5	0	0	21	0	432.1	0	21	0	480.52	0	21	0	472.55	0	21	0	619	0
55	4.46	0	0	21	0	436.05	0	21	0	483.35	0	21	0	434.41	0	21	0	579.84	0
56	4.41	0	0	21	0	442.13	0	21	0	488.34	0	21	0	384.85	0	21	0	531.29	0
57	4.39	0	26.51	21	0	442.63	26.51	21	0	487.76	26.51	21	0	342.48	26.51	21	0	486.89	26.51
58	5.01	0	1060.37	21	0	349.3	1060.37	21	0	431.3	636.02	21	0	285.21	636.02	21	0	425.03	636.02
59	5.76	0	1677.64	21	0	248.36	1677.64	21	0	369.26	1005.83	21	0	222.58	1005.83	21	0	356.28	1005.83
60	6.42	0	1964	21	0	163.93	1964	21	0	317.21	1177.36	21	0	196.41	1177.36	21	0	324.49	1177.36
61	6.41	0	1121.42	21	0	180.41	1121.42	21	0	325.46	672.94	21	0	204.51	672.94	21	0	326.98	672.94
62	6.97	0	1973.97	21	0	103.6	1973.97	21	0	281.35	1183.37	21	0	133.88	1183.37	21	0	259.41	1183.37
63	6.92	0	1210.76	21	0	125.94	1210.76	21	0	295.88	726.24	21	0	147.96	726.24	21	0	275.03	726.24
64	6.25	0	43.67	21	0	230.49	43.67	21	0	359.3	43.67	21	0	211.02	43.67	21	0	342.67	43.67
65	5.86	0	0	21	0	281.28	0	21	0	393.29	0	21	0	285.83	0	21	0	423.1	0
66	5.6	0	0	21	0	315.19	0	21	0	417.4	0	21	0	364.36	0	21	0	509.27	0
67	5.44	0	0	21	0	335.18	0	21	0	430.97	0	21	0	419.6	0	21	0	567.07	0
68	5.32	0	0	21	0	351.09	0	21	0	442.34	0	21	0	431.67	0	21	0	582.2	0
69	5.21	0	0	21	0	363.99	0	21	0	451.79	0	21	0	441.61	0	21	0	594.68	0
70	5.12	0	0	21	0	376.06	0	21	0	461.04	0	21	0	451.24	0	21	0	607.37	0
71	5.03	0	0	21	0	386.32	0	21	0	468.89	0	21	0	459.38	0	21	0	617.56	0
72	4.95	0	0	21	0	397.22	0	21	0	477.62	0	21	0	468.38	0	21	0	629.62	0
73	4.87	0	0	21	0	406.86	0	21	0	485.25	0	21	0	476.25	0	21	0	639.52	0
74	4.79	0	0	21	0	415.84	0	21	0	492.33	0	21	0	483.56	0	21	0	648.36	0
75	4.71	0	0	21	0	424.77	0	21	0	499.44	0	21	0	490.88	0	21	0	657.21	0
76	4.63	0	0	21	0	434.2	0	21	0	507.11	0	21	0	498.75	0	21	0	667.13	0
77	4.56	0	0	21	0	442.54	0	21	0	513.75	0	21	0	505.59	0	21	0	674.98	0
78	4.48	0	0	21	0	451.37	0	21	0	520.93	0	21	0	512.96	0	21	0	683.88	0
79	4.41	0	0	21	0	459.11	0	21	0	527.06	0	21	0	478.11	0	21	0	649.54	0
80	4.33	0	0	21	0	467.86	0	21	0	534.23	0	21	0	430.74	0	21	0	603.71	0
81	4.25	0	21.84	21	0	475.66	21.84	21	0	540.5	21.84	21	0	395.22	21.84	21	0	570.73	21.84
82	4.94	0	1194.85	21	0	371.18	1194.85	21	0	477.24	716.59	21	0	331.14	716.59	21	0	501.05	716.59
83	5.77	0	1885.37	21	0	257.44	1885.37	21	0	406.84	1130.24	21	0	260.16	1130.24	21	0	421.39	1130.24
84	6.6	0	2268.54	21	0	150.91	2268.54	21	0	338.54	1359.7	21	0	217.73	1359.7	21	0	365.19	1359.7
85	7.35	0	2400.56	21	0	57.55	2400.56	21	0	274.76	1438.77	21	0	153.81	1438.77	21	0	279.85	1438.77
86	7.75	0	2314.45	21	0	17.16	2314.45	21	0	253.35	1387.26	21	0	105.88	1387.26	21	0	236.5	1387.26
87	7.92	0	1996.96	21	0	8.16	1996.96	21	0	250.14	1197.24	21	0	102.22	1197.24	21	0	236.42	1197.24
88	7.15	0	404.1	21	0	131.6	404.1	21	0	311.94	404.1	21	0	163.66	404.1	21	0	302.44	404.1
89	6.56	0	0	21	0	214.72	0	21	0	370.66	0	21	0	263.2	0	21	0	404.54	0
90	6.24	0	0	21	0	255.97	0	21	0	397.83	0	21	0	344.79	0	21	0	486.64	0
91	6.04	0	0	21	0	282.2	0	21	0	414.92	0	21	0	403.55	0	21	0	545.9	0
92	5.89	0	0	21	0	301.69	0	21	0	427.97	0	21	0	417.31	0	21	0	561.19	0
93	5.76	0	0	21	0	319.45	0	21	0	440.87	0	21	0	430.69	0	21	0	578.65	0
94	5.62	0	0	21	0	336.82	0	21	0	454.3	0	21	0	444.49	0	21	0	598.58	0
95	5.52	0	0	21	0	349.56	0	21	0	463.67	0	21	0	454.17	0	21	0	611.32	0
96	5.45	0	0	21	0	358.8	0	21	0	469.9	0	21	0	460.66	0	21	0	618.32	0
97	5.35	0	0	21	0	371.87	0	21	0	480.18	0	21	0	471.18	0	21	0	633.43	0
98	5.31	0	0	21	0	375.73	0	21	0	481.41	0	21	0	472.63	0	21	0	630.8	0
99	5.23	0	0	21	0	386.28	0	21	0	489.44	0	21	0	480.88	0	21	0	641.6	0
100	5.16	0	0	21	0	395.2	0	21	0	495.94	0	21	0	487.57	0	21	0	649.31	0
101	5.09	0	0	21	0	403.45	0	21	0	501.83	0	21	0	493.66	0	21	0	655.91	0
102	4.99	0	0	21	0	415.3	0	21	0	511.39	0	21	0	503.42	0	21	0	669.74	0
103	4.94	0	0	21	0	421.23	0	21	0	515.1	0	21	0	466.15	0	21	0	630.95	0
104	4.84	0	0	21	0	432.35	0	21	0	524.04	0	21	0	420.54	0	21	0	588.91	0
105	4.8	0	26.51	21	0	436.79	26.51	21	0	526.36	26.51	21	0	381.08	26.51	21	0	548.94	26.51
106	5.37	0	1001.04	21	0	350.54	1001.04	21	0	473.83	600.44	21	0	327.74	600.44	21	0	490.5	600.44
107	6.24	0	1873.58	21	0	229.7	1873.58	21	0	398.95	1123.18	21	0	252.27	1123.18	21	0	406.87	1123.18
108	7.19	0	2351.49	21	0	105.05	2351.49	21	0	316.13	1409.39	21	0	195.32	1409.39	21	0	328.5	1409.39
109	7.95	0	2429.5	21	0	13.66	2429.5	21	0	253.86	1456.18	21	0	132.91	1456.18	21	0	246.7	1456.18
110	8.33	0	2337.04	21.16	0	0	2337.04	21	0	236.04	1400.83	21	0	88.57	1400.83	21	0	211.03	1400.83
111	8.54	0	2024.64	21.27	0	0	2024.64	21	0	226.92	1213.84	21	0	79.01	1213.84	21	0	200.45	1213.84
112	7.78	0	406.69	21	0	81.02	406.69	21	0	287.79	406.69	21	0	139.51	406.69	21	0	264.52	406.69
113	7.16	0	0	21	0	172.88	0	21	0	351.12	0	21	0	243.66	0	21	0	375.81	0
114	6.8	0	0	21	0	220.51	0	21	0	383.75	0	21	0	330.72	0	21	0	468.99	0
115	6.59	0	0	21	0	247.53	0	21	0	400.92	0	21	0	389.55	0	21	0	528.84	0
116	6.43	0	0	21	0	269.83	0	21	0	416.18	0	21	0	405.51	0	21	0	548.89	0
117	6.32	0	0	21	0	284.11	0	21	0	425.06	0	21	0	414.88	0	21	0	558.76	0
118	6.24	0	0	21	0	294.82	0	21	0	431.34	0	21	0	421.53	0	21	0	564.9	0
119	6.16	0	0	21	0	305.16	0	21	0	437.84	0	21	0	428.34	0	21	0	572.22	0
120	6.12	0	0	21	0	310.37	0	21	0	439.6	0	21	0	430.36	0	21	0	570.67	0
121	6.05	0	0	21	0	320.29	0	21	0	446.3	0	21	0	437.3	0	21	0	579.14	0
122	6.06	0	0	21	0	319.17	0	21	0	442.14	0	21	0	433.36	0	21	0	566.53	0
123	6.05	0	0	21	0	320.74	0	21	0	440.79	0	21	0	432.22	0	21	0	559.78	0
124	6.03	0	0	21	0	324.6	0	21	0	441.83	0	21	0	433.47	0	21	0	557.97	0
125	6.01	0	0	21	0	327.51	0	21	0	442.01	0	21	0	433.84	0	21	0	554.77	0
126	6	0	0	21	0	328.87	0	21	0	440.7	0	21	0	432.73	0	21	0	549.06	0
127	5.97	0	0	21	0	333.47	0	21	0	442.71	0	21	0	393.76	0	21	0	509.07	0
128	5.96	0	0	21	0	334.46	0	21	0	441.17	0	21	0	337.68	0	21	0	448.91	0
129	5.95	0	4.68	21	0	336.71	4.68	21	0	440.95	4.68	21	0	295.68	4.68	21	0	404.87	4.68
130	5.95	0	29.63	21	0	336.57	29.63	21	0	438.4	29.63	21	0	292.31	29.63	21	0	399.46	29.63
131	5.99	0	65.51	21	0	330.35	65.51	21	0	429.82	65.51	21	0	283.14	65.51	21	0	384.68	65.51
132	5.99	0	34.31	21	0	331.82	34.31	21	0	428.99	34.31	21	0	308.19	34.31	21	0	407.18	34.31
133	5.97	0	34.31	21	0	334.81	34.31	21	0	429.74	34.31	21	0	308.79	34.31	21	0	407.78	34.31
134	5.94	0	26.51	21	0	340.27	26.51	21	0	433.01	26.51	21	0	285.54	26.51	21	0	386.57	26.51
135	5.91	0	12.48	21	0	344.25	12.48	21	0	434.84	12.48	21	0	286.92	12.48	21	0	387.95	12.48
136	5.88	0	4.68	21	0	347.41	4.68	21	0	435.91	4.68	21	0	287.63	4.68	21	0	388.15	4.68
137	5.85	0	0	21	0	351.35	0	21	0	437.8	0	21	0	330.34	0	21	0	431.37	0
138	5.84	0	0	21	0	352.64	0	21	0	437.1	0	21	0	384.06	0	21	0	483.56	0
139	5.82	0	0	21	0	355.27	0	21	0	437.77	0	21	0	426.4	0	21	0	525.9	0
140	5.81	0	0	21	0	357.22	0	21	0	437.81	0	21	0	427.15	0	21	0	526.14	0
141	5.8	0	0	21	0	358.49	0	21	0	437.23	0	21	0	427.05	0	21	0	525.01	0
142	5.79	0	0	21	0	359.11	0	21	0	436.02	0	21	0	426.21	0	21	0	522.65	0
143	5.77	0	0	21	0	361.21	0	21	0	436.34	0	21	0	426.84	0	21	0	523.27	0
144	5.76	0	0	21	0	363.21	0	21	0	436.61	0	21	0	427.37	0	21	0	523.81	0
145	5.75	0	0	21	0	364.04	0	21	0	435.74	0	21	0	426.74	0	21	0	522.16	0
146	5.73	0	0	21	0	365.83	0	21	0	435.87	0	21	0	427.09	0	21	0	522.51	0
147	5.72	0	0	21	0	367.54	0	21	0	435.96	0	21	0	427.4	0	21	0	522.82	0
148	5.7	0	0	21	0	370.24	0	21	0	437.09	0	21	0	428.72	0	21	0	525.16	0
149	5.68	0	0	21	0	371.83	0	21	0	437.13	0	21	0	428.96	0	21	0	525.4	0
150	5.67	0	0	21	0	373.36	0	21	0	437.15	0	21	0	429.18	0	21	0	525.61	0
151	5.64	0	0	21	0	376.46	0	21	0	438.78	0	21	0	389.83	0	21	0	487.8	0
152	5.62	0	0	21	0	379.04	0	21	0	439.91	0	21	0	336.42	0	21	0	435.41	0
153	5.6	0	9.36	21	0	381.29	9.36	21	0	440.76	9.36	21	0	295.48	9.36	21	0	395.99	9.36
154	5.59	0	29.63	21	0	381.1	29.63	21	0	439.2	29.63	21	0	293.11	29.63	21	0	394.13	29.63
155	5.6	0	51.47	21	0	378.98	51.47	21	0	435.73	51.47	21	0	289.05	51.47	21	0	389.57	51.47
156	5.6	0	51.47	21	0	379.3	51.47	21	0	434.74	51.47	21	0	313.93	51.47	21	0	414.96	51.47
157	5.59	0	56.15	21	0	379.67	56.15	21	0	433.83	56.15	21	0	312.88	56.15	21	0	414.41	56.15
158	5.58	0	48.35	21	0	380.14	48.35	21	0	433.04	48.35	21	0	285.57	48.35	21	0	386.6	48.35
159	5.57	0	38.99	21	0	381.26	38.99	21	0	432.94	38.99	21	0	285.03	38.99	21	0	385.55	38.99
160	5.53	0	12.48	21	0	385.94	12.48	21	0	436.43	12.48	21	0	288.14	12.48	21	0	389.68	12.48
161	5.5	0	0	21	0	390.38	0	21	0	439.7	0	21	0	332.24	0	21	0	434.8	0
162	5.46	0	0	21	0	393.82	0	21	0	442.01	0	21	0	388.97	0	21	0	492.55	0
163	5.44	0	0	21	0	395.32	0	21	0	442.39	0	21	0	431.02	0	21	0	534.09	0
164	5.42	0	0	21	0	398.23	0	21	0	444.21	0	21	0	433.55	0	21	0	537.63	0
165	5.39	0	0	21	0	401.07	0	21	0	445.99	0	21	0	435.81	0	21	0	540.91	0
166	5.36	0	0	21	0	403.32	0	21	0	447.2	0	21	0	437.39	0	21	0	543.01	0
167	5.34	0	0	21	0	405.54	0	21	0	448.41	0	21	0	438.9	0	21	0	545.03	0
168	5.32	0	0	21	0	407.76	0	21	0	449.64	0	21	0	440.4	0	21	0	547.03	0
169	5.29	0	0	21	0	409.45	0	21	0	450.36	0	21	0	441.36	0	21	0	547.99	0
170	5.27	0	0	21	0	411.13	0	21	0	451.09	0	21	0	442.31	0	21	0	548.95	0
171	5.25	0	0	21	0	413.34	0	21	0	452.38	0	21	0	443.81	0	21	0	550.96	0
172	5.23	0	0	21	0	415.01	0	21	0	453.14	0	21	0	444.78	0	21	0	551.93	0
173	5.2	0	0	21	0	417.72	0	21	0	454.98	0	21	0	446.81	0	21	0	554.98	0
174	5.17	0	0	21	0	420.97	0	21	0	457.36	0	21	0	449.38	0	21	0	559.08	0
175	5.13	0	0	21	0	423.68	0	21	0	459.23	0	21	0	410.29	0	21	0	521	0
176	5.11	0	0	21	0	425.87	0	21	0	460.6	0	21	0	357.11	0	21	0	468.33	0
177	5.09	0	9.36	21	0	426.69	9.36	21	0	460.62	9.36	21	0	315.34	9.36	21	0	426.57	9.36
178	5.09	0	29.63	21	0	425.08	29.63	21	0	458.23	29.63	21	0	312.14	29.63	21	0	422.34	29.63
179	5.1	0	51.47	21	0	422.57	51.47	21	0	454.95	51.47	21	0	308.27	51.47	21	0	417.46	51.47
180	5.13	0	104.5	21	0	416.07	104.5	21	0	447.7	104.5	21	0	326.89	104.5	21	0	434.55	104.5
181	5.12	0	65.51	21	0	417.06	65.51	21	0	447.96	65.51	21	0	327.01	65.51	21	0	434.16	65.51
182	5.13	0	82.66	21	0	414.43	82.66	21	0	444.62	82.66	21	0	297.15	82.66	21	0	402.76	82.66
183	5.1	0	43.67	21	0	418.14	43.67	21	0	447.63	43.67	21	0	299.71	43.67	21	0	405.84	43.67
184	5.06	0	12.48	21	0	423	12.48	21	0	451.81	12.48	21	0	303.52	12.48	21	0	410.16	12.48
185	5.02	0	0	21	0	427.06	0	21	0	455.2	0	21	0	347.74	0	21	0	454.89	0
186	4.99	0	0	21	0	429.91	0	21	0	457.4	0	21	0	404.36	0	21	0	512.02	0
187	4.96	0	0	21	0	431.76	0	21	0	458.61	0	21	0	447.24	0	21	0	554.9	0
188	4.93	0	0	21	0	433.89	0	21	0	460.12	0	21	0	449.46	0	21	0	557.62	0
189	4.9	0	0	21	0	436.42	0	21	0	462.05	0	21	0	451.87	0	21	0	561.05	0
190	4.87	0	0	21	0	438.88	0	21	0	463.92	0	21	0	454.11	0	21	0	564.31	0
191	4.84	0	0	21	0	442.38	0	21	0	466.83	0	21	0	457.33	0	21	0	569.57	0
192	4.81	0	0	21	0	443.75	0	21	0	467.64	0	21	0	458.4	0	21	0	570.65	0
193	4.79	0	0	21	0	445.65	0	21	0	468.99	0	21	0	459.99	0	21	0	572.75	0
194	4.76	0	0	21	0	447.07	0	21	0	469.87	0	21	0	461.09	0	21	0	573.85	0
195	4.74	0	0	21	0	448.5	0	21	0	470.77	0	21	0	462.21	0	21	0	574.96	0
196	4.71	0	0	21	0	451.01	0	21	0	472.77	0	21	0	464.4	0	21	0	578.18	0
197	4.69	0	0	21	0	451.94	0	21	0	473.19	0	21	0	465.02	0	21	0	578.29	0
198	4.67	0	0	21	0	452.84	0	21	0	473.6	0	21	0	465.62	0	21	0	578.38	0
199	4.65	0	0	21	0	453.19	0	21	0	473.47	0	21	0	424.52	0	21	0	536.26	0
200	4.63	0	0	21	0	454.04	0	21	0	473.86	0	21	0	370.36	0	21	0	481.59	0
201	4.61	0	9.36	21	0	454.54	9.36	21	0	473.89	9.36	21	0	328.61	9.36	21	0	439.84	9.36
202	4.61	0	26.51	21	0	453.33	26.51	21	0	472.24	26.51	21	0	326.15	26.51	21	0	436.87	26.51
203	4.61	0	43.67	21	0	451.45	43.67	21	0	469.92	43.67	21	0	323.24	43.67	21	0	433.45	43.67
204	4.61	0	60.83	21	0	449.04	60.83	21	0	467.08	60.83	21	0	346.28	60.83	21	0	455.97	60.83
205	4.61	0	65.51	21	0	447.86	65.51	21	0	465.49	65.51	21	0	344.54	65.51	21	0	454.23	65.51
206	4.59	0	43.67	21	0	449.78	43.67	21	0	467	43.67	21	0	319.53	43.67	21	0	429.73	43.67
207	4.55	0	26.51	21	0	452.98	26.51	21	0	469.8	26.51	21	0	321.89	26.51	21	0	433.11	26.51
208	4.51	0	9.36	21	0	456.77	9.36	21	0	473.21	9.36	21	0	324.92	9.36	21	0	437.17	9.36
209	4.48	0	0	21	0	458.73	0	21	0	474.79	0	21	0	367.33	0	21	0	479.07	0
210	4.45	0	0	21	0	461.49	0	21	0	477.18	0	21	0	424.14	0	21	0	536.89	0
211	4.42	0	0	21	0	464	0	21	0	479.32	0	21	0	467.95	0	21	0	581.72	0
212	4.39	0	0	21	0	465.83	0	21	0	480.8	0	21	0	470.13	0	21	0	584.42	0
213	4.37	0	0	21	0	466.53	0	21	0	481.15	0	21	0	470.97	0	21	0	584.74	0
214	4.34	0	0	21	0	468.25	0	21	0	482.53	0	21	0	472.72	0	21	0	587.01	0
215	4.32	0	0	21	0	469.43	0	21	0	483.38	0	21	0	473.88	0	21	0	588.16	0
216	4.28	0	0	21	0	472.19	0	21	0	485.82	0	21	0	476.58	0	21	0	592.4	0
217	4.25	0	0	21	0	474.43	0	21	0	487.75	0	21	0	478.75	0	21	0	595.58	0
218	4.22	0	0	21	0	475.61	0	21	0	488.61	0	21	0	479.84	0	21	0	596.67	0
219	4.21	0	0	21	0	475.72	0	21	0	488.42	0	21	0	479.86	0	21	0	595.67	0
220	4.19	0	0	21	0	475.83	0	21	0	488.24	0	21	0	479.88	0	21	0	594.68	0
221	4.17	0	0	21	0	475.94	0	21	0	488.06	0	21	0	479.89	0	21	0	593.67	0
222	4.15	0	0	21	0	476.54	0	21	0	488.38	0	21	0	480.41	0	21	0	593.67	0
223	4.13	0	0	21	0	477.08	0	21	0	488.65	0	21	0	439.71	0	21	0	552.46	0
224	4.12	0	0	21	0	477.56	0	21	0	488.86	0	21	0	385.37	0	21	0	497.61	0
225	4.11	0	9.36	21	0	476.57	9.36	21	0	487.62	9.36	21	0	342.34	9.36	21	0	453.57	9.36
226	4.1	0	26.51	21	0	476.01	26.51	21	0	486.8	26.51	21	0	340.7	26.51	21	0	452.44	26.51
227	4.09	0	34.31	21	0	475.09	34.31	21	0	485.63	34.31	21	0	338.95	34.31	21	0	450.69	34.31
228	4.08	0	38.99	21	0	474.34	38.99	21	0	484.63	38.99	21	0	363.82	38.99	21	0	475.56	38.99
229	4.06	0	34.31	21	0	474.43	34.31	21	0	484.49	34.31	21	0	363.54	34.31	21	0	475.27	34.31
230	4.05	0	26.51	21	0	475.17	26.51	21	0	485	26.51	21	0	337.52	26.51	21	0	449.26	26.51
231	4.02	0	17.16	21	0	476.41	17.16	21	0	486.01	17.16	21	0	338.1	17.16	21	0	449.83	17.16
232	3.99	0	9.36	21	0	478.37	9.36	21	0	487.74	9.36	21	0	339.46	9.36	21	0	451.7	9.36
233	3.96	0	0	21	0	480.65	0	21	0	489.81	0	21	0	382.35	0	21	0	495.11	0
234	3.93	0	0	21	0	482.31	0	21	0	491.26	0	21	0	438.22	0	21	0	551.49	0
235	3.91	0	0	21	0	483.77	0	21	0	492.51	0	21	0	481.15	0	21	0	594.92	0
236	3.88	0	0	21	0	485.14	0	21	0	493.68	0	21	0	483.02	0	21	0	597.3	0
237	3.85	0	0	21	0	487.01	0	21	0	495.35	0	21	0	485.17	0	21	0	600.47	0
238	3.82	0	0	21	0	488.86	0	21	0	497.01	0	21	0	487.2	0	21	0	603.53	0
239	3.79	0	0	21	0	491.26	0	21	0	499.22	0	21	0	489.72	0	21	0	607.58	0
240	3.76	0	0	21	0	492.1	0	21	0	499.88	0	21	0	490.64	0	21	0	608.49	0
241	3.74	0	0	21	0	492.43	0	21	0	500.03	0	21	0	491.03	0	21	0	608.37	0
242	3.72	0	0	21	0	493.32	0	21	0	500.75	0	21	0	491.97	0	21	0	609.32	0
243	3.69	0	0	21	0	495.31	0	21	0	502.56	0	21	0	494	0	21	0	612.36	0
244	3.65	0	0	21	0	498.39	0	21	0	505.47	0	21	0	497.11	0	21	0	617.51	0
245	3.61	0	0	21	0	502.02	0	21	0	508.94	0	21	0	500.77	0	21	0	623.73	0
246	3.56	0	0	21	0	506.23	0	21	0	512.99	0	21	0	505.01	0	21	0	631.03	0
247	3.52	0	0	21	0	509.46	0	21	0	516.06	0	21	0	467.12	0	21	0	595.17	0
248	3.46	0	0	21	0	514.39	0	21	0	520.84	0	21	0	417.35	0	21	0	548.98	0
249	3.43	0	26.51	21	0	514.96	26.51	21	0	521.26	26.51	21	0	375.98	26.51	21	0	509.14	26.51
250	3.39	0	56.15	21	0	517.96	56.15	21	0	524.11	56.15	21	0	378.02	56.15	21	0	516.28	56.15
251	3.4	0	77.98	21	0	514.02	77.98	21	0	520.03	77.98	21	0	373.35	77.98	21	0	510.08	77.98
252	3.42	0	95.14	21	0	508.06	95.14	21	0	513.94	95.14	21	0	393.13	95.14	21	0	526.29	95.14
