Zeit [h]	Variante 11.1 Raumlufttemperatur [C]	Variante 11.1 Strahlungstemperatur [C]	Variante 11.1 Trans.Strahlung.Fenster [W]	Variante 11.2 Raumlufttemperatur [C]	Variante 11.2 Strahlungstemperatur [C]	Variante 11.2 Heizleistung [W]	Variante 11.2 Trans.Strahlung.Fenster [W]	Variante 11.3 Raumlufttemperatur [C]	Variante 11.3 Strahlungstemperatur [C]	Variante 11.3 Heizleistung [W]	Variante 11.3 Trans.Strahlung.Fenster [W]	Variante 11.4 Raumlufttemperatur [C]	Variante 11.4 Strahlungstemperatur [C]	Variante 11.4 Heizleistung [W]	Variante 11.4 Trans.Strahlung.Fenster [W]	Variante 11.5 Raumlufttemperatur [C]	Variante 11.5 Strahlungstemperatur [C]	Variante 11.5 Heizleistung [W]	Variante 11.5 Trans.Strahlung.Fenster [W]
1171	5.79	0	0	21	0	317.57	0	21	0	350.43	0	21	0	339.06	0	21	0	434.98	0
1172	5.72	0	0	21	0	326.28	0	21	0	355.81	0	21	0	345.14	0	21	0	440.04	0
1173	5.66	0	0	21	0	334.29	0	21	0	361.65	0	21	0	351.48	0	21	0	447.9	0
1174	5.61	0	0	21	0	341.04	0	21	0	366.92	0	21	0	357.11	0	21	0	455.57	0
1175	5.57	0	0	21	0	346.76	0	21	0	371.54	0	21	0	362.04	0	21	0	462.55	0
1176	5.53	0	0	21	0	351.37	0	21	0	375.3	0	21	0	366.06	0	21	0	468.1	0
1177	5.51	0	0	21	0	354.08	0	21	0	377.29	0	21	0	368.29	0	21	0	470.33	0
1178	5.49	0	0	21	0	356.63	0	21	0	379.2	0	21	0	370.43	0	21	0	472.47	0
1179	5.47	0	0	21	0	359.11	0	21	0	381.11	0	21	0	372.54	0	21	0	474.58	0
1180	5.45	0	0	21	0	361.54	0	21	0	383	0	21	0	374.63	0	21	0	476.67	0
1181	5.44	0	0	21	0	363.92	0	21	0	384.87	0	21	0	376.7	0	21	0	478.74	0
1182	5.42	0	0	21	0	365.73	0	21	0	386.17	0	21	0	378.2	0	21	0	479.73	0
1183	5.4	0	0	21	0	369.07	0	21	0	389.04	0	21	0	340.09	0	21	0	442.64	0
1184	5.4	0	26.51	21	0	367.84	26.51	21	0	387.35	26.51	21	0	283.85	26.51	21	0	385.38	26.51
1185	5.43	0	73.31	21	0	363.56	73.31	21	0	382.61	73.31	21	0	237.33	73.31	21	0	337.84	73.31
1186	5.51	0	160.65	21	0	351.74	160.65	21	0	370.35	160.65	21	0	224.26	160.65	21	0	321.71	160.65
1187	5.6	0	204.32	21	0	340.25	204.32	21	0	358.43	204.32	21	0	211.75	204.32	21	0	305.63	204.32
1188	5.65	0	177.8	21	0	334.62	177.8	21	0	352.38	177.8	21	0	231.57	177.8	21	0	321.88	177.8
1189	5.63	0	82.66	21	0	339.1	82.66	21	0	356.45	82.66	21	0	235.5	82.66	21	0	323.77	82.66
1190	5.62	0	82.66	21	0	340.85	82.66	21	0	357.79	82.66	21	0	210.32	82.66	21	0	298.08	82.66
1191	5.58	0	43.67	21	0	346.56	43.67	21	0	363.11	43.67	21	0	215.2	43.67	21	0	303.97	43.67
1192	5.55	0	38.99	21	0	350.78	38.99	21	0	366.95	38.99	21	0	218.67	38.99	21	0	308.98	38.99
1193	5.5	0	12.48	21	0	358.48	12.48	21	0	374.28	12.48	21	0	266.82	12.48	21	0	360.7	12.48
1194	5.46	0	0	21	0	363.48	0	21	0	378.91	0	21	0	325.87	0	21	0	421.28	0
1195	5.43	0	0	21	0	366.79	0	21	0	381.86	0	21	0	370.49	0	21	0	466.92	0
1196	5.4	0	0	21	0	370.77	0	21	0	385.5	0	21	0	374.84	0	21	0	473.31	0
1197	5.37	0	0	21	0	374.63	0	21	0	389.01	0	21	0	378.83	0	21	0	479.34	0
1198	5.35	0	0	21	0	376.31	0	21	0	390.37	0	21	0	380.56	0	21	0	481.07	0
1199	5.34	0	0	21	0	377.98	0	21	0	391.71	0	21	0	382.21	0	21	0	482.72	0
1200	5.32	0	0	21	0	379.15	0	21	0	392.56	0	21	0	383.32	0	21	0	483.32	0
1201	5.31	0	0	21	0	380.87	0	21	0	393.97	0	21	0	384.97	0	21	0	484.97	0
1202	5.3	0	0	21	0	382.04	0	21	0	394.84	0	21	0	386.07	0	21	0	485.56	0
1203	5.27	0	0	21	0	384.79	0	21	0	397.29	0	21	0	388.73	0	21	0	489.24	0
1204	5.25	0	0	21	0	387.52	0	21	0	399.74	0	21	0	391.37	0	21	0	492.9	0
1205	5.23	0	0	21	0	389.69	0	21	0	401.62	0	21	0	393.46	0	21	0	495.5	0
1206	5.21	0	0	21	0	391.84	0	21	0	403.5	0	21	0	395.52	0	21	0	498.07	0
1207	5.18	0	0	21	0	394.53	0	21	0	405.91	0	21	0	356.96	0	21	0	460.54	0
1208	5.17	0	17.16	21	0	395.67	17.16	21	0	406.8	17.16	21	0	303.3	17.16	21	0	407.89	17.16
1209	5.18	0	60.83	21	0	393.16	60.83	21	0	404.03	60.83	21	0	258.75	60.83	21	0	363.85	60.83
1210	5.26	0	190.28	21	0	380.16	190.28	21	0	390.78	190.28	21	0	244.69	190.28	21	0	349.28	190.28
1211	5.37	0	243.31	21	0	366	243.31	21	0	376.37	243.31	21	0	229.69	243.31	21	0	330.71	243.31
1212	5.36	0	160.65	21	0	368.06	160.65	21	0	378.19	160.65	21	0	257.38	160.65	21	0	358.91	160.65
1213	5.38	0	160.65	21	0	365.75	160.65	21	0	375.64	160.65	21	0	254.69	160.65	21	0	354.69	160.65
1214	5.74	0	732.83	21	0	313.09	732.83	21	0	348.95	440.72	21	0	201.48	440.72	21	0	300.97	440.72
1215	5.97	0	718.65	21	0	284.78	718.65	21	0	332.57	432.12	21	0	184.65	432.12	21	0	280.57	432.12
1216	6	0	490.05	21	0	285.71	490.05	21	0	333.79	294.25	21	0	185.51	294.25	21	0	279.9	294.25
1217	5.87	0	211.42	21	0	308.2	211.42	21	0	341.24	211.42	21	0	233.79	211.42	21	0	330.22	211.42
1218	5.66	0	0	21	0	338.86	0	21	0	366.31	0	21	0	313.28	0	21	0	414.3	0
1219	5.52	0	0	21	0	356.43	0	21	0	380.77	0	21	0	369.4	0	21	0	476.03	0
1220	5.45	0	0	21	0	364.75	0	21	0	387.15	0	21	0	376.48	0	21	0	484.13	0
1221	5.41	0	0	21	0	368.73	0	21	0	389.82	0	21	0	379.64	0	21	0	486.27	0
1222	5.38	0	0	21	0	372.65	0	21	0	392.8	0	21	0	382.99	0	21	0	489.62	0
1223	5.31	0	0	21	0	381.84	0	21	0	401.25	0	21	0	391.75	0	21	0	503.99	0
1224	5.28	0	0	21	0	384.36	0	21	0	403.17	0	21	0	393.93	0	21	0	505.66	0
1225	5.27	0	0	21	0	385.03	0	21	0	403.32	0	21	0	394.32	0	21	0	504.01	0
1226	5.24	0	0	21	0	388.27	0	21	0	406.08	0	21	0	397.3	0	21	0	507.5	0
1227	5.22	0	0	21	0	391.48	0	21	0	408.85	0	21	0	400.28	0	21	0	511	0
1228	5.18	0	0	21	0	396.23	0	21	0	413.18	0	21	0	404.81	0	21	0	517.57	0
1229	5.14	0	0	21	0	400.4	0	21	0	416.95	0	21	0	408.79	0	21	0	523.07	0
1230	5.09	0	0	21	0	406.69	0	21	0	422.85	0	21	0	414.87	0	21	0	532.73	0
1231	5.04	0	0	21	0	411.41	0	21	0	427.2	0	21	0	378.25	0	21	0	498.14	0
1232	5.04	0	68.63	21	0	409.96	68.63	21	0	425.38	68.63	21	0	321.88	68.63	21	0	443.82	68.63
1233	5.5	0	773.62	21	0	341.4	773.62	21	0	384.82	463.84	21	0	239.54	463.84	21	0	357.9	463.84
1234	6.07	0	1240.67	21	0	264.31	1240.67	21	0	337.17	743.44	21	0	191.08	743.44	21	0	303.32	743.44
1235	6.23	0	833.98	21	0	250.93	833.98	21	0	325.92	500.77	21	0	179.24	500.77	21	0	281.79	500.77
1236	7.26	0	2332.04	21	0	104.8	2332.04	21	0	238.74	1397.41	21	0	117.93	1397.41	21	0	219.47	1397.41
1237	7.43	0	1454.86	21	0	100.89	1454.86	21	0	234.86	872.58	21	0	113.91	872.58	21	0	210.35	872.58
1238	6.92	0	320.47	21	0	185.14	320.47	21	0	275.38	320.47	21	0	127.91	320.47	21	0	226.89	320.47
1239	7.12	0	952.94	21	0	153.98	952.94	21	0	261.98	571.91	21	0	114.07	571.91	21	0	210.5	571.91
1240	6.99	0	534.91	21	0	179.56	534.91	21	0	280.03	321.28	21	0	131.75	321.28	21	0	230.22	321.28
1241	6.68	0	96.48	21	0	227.52	96.48	21	0	307.34	96.48	21	0	199.88	96.48	21	0	300.9	96.48
1242	6.41	0	0	21	0	264.44	0	21	0	335.37	0	21	0	282.33	0	21	0	391.51	0
1243	6.27	0	0	21	0	283.93	0	21	0	349.51	0	21	0	338.14	0	21	0	450.89	0
1244	6.14	0	0	21	0	300.39	0	21	0	362.35	0	21	0	351.68	0	21	0	470.05	0
1245	6.08	0	0	21	0	308.39	0	21	0	367.71	0	21	0	357.53	0	21	0	475.9	0
1246	6.04	0	0	21	0	313.36	0	21	0	370.61	0	21	0	360.8	0	21	0	477.64	0
1247	6.01	0	0	21	0	318.63	0	21	0	374.16	0	21	0	364.65	0	21	0	480.98	0
1248	5.96	0	0	21	0	324.55	0	21	0	378.55	0	21	0	369.31	0	21	0	486.15	0
1249	5.91	0	0	21	0	332.3	0	21	0	384.92	0	21	0	375.92	0	21	0	495.31	0
1250	5.85	0	0	21	0	340.39	0	21	0	391.72	0	21	0	382.94	0	21	0	505.39	0
1251	5.8	0	0	21	0	346.76	0	21	0	396.85	0	21	0	388.29	0	21	0	512.26	0
1252	5.78	0	0	21	0	349.31	0	21	0	398.23	0	21	0	389.86	0	21	0	511.8	0
1253	5.72	0	0	21	0	357.67	0	21	0	405.44	0	21	0	397.27	0	21	0	522.78	0
1254	5.68	0	0	21	0	363.41	0	21	0	410.06	0	21	0	402.09	0	21	0	528.62	0
1255	5.65	0	0	21	0	365.9	0	21	0	411.47	0	21	0	362.52	0	21	0	487.01	0
1256	5.65	0	29.63	21	0	365.11	29.63	21	0	409.62	29.63	21	0	306.12	29.63	21	0	428.06	29.63
1257	5.67	0	73.31	21	0	362.23	73.31	21	0	405.71	73.31	21	0	260.43	73.31	21	0	380.33	73.31
1258	5.71	0	112.3	21	0	356.56	112.3	21	0	399.04	112.3	21	0	252.95	112.3	21	0	369.28	112.3
1259	5.78	0	182.48	21	0	346.94	182.48	21	0	388.44	182.48	21	0	241.76	182.48	21	0	354.51	182.48
1260	5.88	0	268.26	21	0	333	268.26	21	0	373.53	268.26	21	0	252.73	268.26	21	0	361.4	268.26
1261	5.9	0	182.48	21	0	332.52	182.48	21	0	372.12	182.48	21	0	251.17	182.48	21	0	356.27	182.48
1262	5.87	0	99.82	21	0	338.04	99.82	21	0	376.72	99.82	21	0	229.25	99.82	21	0	331.8	99.82
1263	5.82	0	65.51	21	0	345.47	65.51	21	0	383.26	65.51	21	0	235.35	65.51	21	0	338.41	65.51
1264	5.77	0	38.99	21	0	352.38	38.99	21	0	389.29	38.99	21	0	241.01	38.99	21	0	344.58	38.99
1265	5.71	0	12.48	21	0	359.79	12.48	21	0	395.86	12.48	21	0	288.4	12.48	21	0	392.99	12.48
1266	5.66	0	0	21	0	366.65	0	21	0	401.88	0	21	0	348.84	0	21	0	454.96	0
1267	5.62	0	0	21	0	370.46	0	21	0	404.87	0	21	0	393.5	0	21	0	499.63	0
1268	5.6	0	0	21	0	373.64	0	21	0	407.26	0	21	0	396.6	0	21	0	502.72	0
1269	5.57	0	0	21	0	375.96	0	21	0	408.8	0	21	0	398.62	0	21	0	504.23	0
1270	5.55	0	0	21	0	379.14	0	21	0	411.22	0	21	0	401.41	0	21	0	507.53	0
1271	5.52	0	0	21	0	382.19	0	21	0	413.53	0	21	0	404.03	0	21	0	510.66	0
1272	5.49	0	0	21	0	385.15	0	21	0	415.76	0	21	0	406.52	0	21	0	513.66	0
1273	5.47	0	0	21	0	387.5	0	21	0	417.4	0	21	0	408.4	0	21	0	515.55	0
1274	5.45	0	0	21	0	389.79	0	21	0	419.01	0	21	0	410.23	0	21	0	517.37	0
1275	5.42	0	0	21	0	392.04	0	21	0	420.58	0	21	0	412.02	0	21	0	519.16	0
1276	5.4	0	0	21	0	394.26	0	21	0	422.14	0	21	0	413.78	0	21	0	520.92	0
1277	5.38	0	0	21	0	395.89	0	21	0	423.13	0	21	0	414.96	0	21	0	521.6	0
1278	5.36	0	0	21	0	398.01	0	21	0	424.62	0	21	0	416.64	0	21	0	523.27	0
1279	5.34	0	0	21	0	399.54	0	21	0	425.54	0	21	0	376.59	0	21	0	482.71	0
1280	5.34	0	26.51	21	0	398.08	26.51	21	0	423.47	26.51	21	0	319.98	26.51	21	0	425.08	26.51
1281	5.42	0	138.81	21	0	385.5	138.81	21	0	410.3	138.81	21	0	265.02	138.81	21	0	367.07	138.81
1282	5.47	0	151.29	21	0	379.49	151.29	21	0	403.72	151.29	21	0	257.63	151.29	21	0	358.65	151.29
1283	5.59	0	279.6	21	0	361.86	279.6	21	0	385.53	279.6	21	0	238.85	279.6	21	0	336.82	279.6
1284	5.67	0	260.47	21	0	351.75	260.47	21	0	374.88	260.47	21	0	254.07	260.47	21	0	347.95	260.47
1285	5.75	0	255.79	21	0	342.11	255.79	21	0	364.7	255.79	21	0	243.75	255.79	21	0	332.53	255.79
1286	5.82	0	282.3	21	0	333.7	282.3	21	0	355.77	282.3	21	0	208.3	282.3	21	0	295.04	282.3
1287	5.96	0	396.39	21	0	313.39	396.39	21	0	334.95	396.39	21	0	187.03	396.39	21	0	268.67	396.39
1288	6.13	0	467.65	21	0	292.73	467.65	21	0	330.67	281.27	21	0	182.39	281.27	21	0	259.43	281.27
1289	5.97	0	111.1	21	0	318.91	111.1	21	0	347.5	111.1	21	0	240.04	111.1	21	0	321.68	111.1
1290	5.82	0	0	21	0	340.66	0	21	0	366.38	0	21	0	313.34	0	21	0	400.08	0
1291	5.72	0	0	21	0	354.39	0	21	0	378.47	0	21	0	367.1	0	21	0	459.96	0
1292	5.65	0	0	21	0	361.89	0	21	0	384.84	0	21	0	374.18	0	21	0	470.1	0
1293	5.58	0	0	21	0	371.68	0	21	0	393.78	0	21	0	383.6	0	21	0	486.15	0
1294	5.52	0	0	21	0	378.22	0	21	0	399.63	0	21	0	389.82	0	21	0	496.45	0
1295	5.51	0	0	21	0	379.2	0	21	0	400.01	0	21	0	390.5	0	21	0	496.11	0
1296	5.5	0	0	21	0	379.06	0	21	0	399.31	0	21	0	390.07	0	21	0	493.65	0
1297	5.46	0	0	21	0	383.76	0	21	0	403.51	0	21	0	394.51	0	21	0	500.63	0
1298	5.42	0	0	21	0	389.09	0	21	0	408.37	0	21	0	399.59	0	21	0	508.77	0
1299	5.4	0	0	21	0	390.72	0	21	0	409.54	0	21	0	400.97	0	21	0	509.64	0
1300	5.35	0	0	21	0	396.6	0	21	0	414.98	0	21	0	406.62	0	21	0	518.86	0
1301	5.32	0	0	21	0	399.93	0	21	0	417.88	0	21	0	409.71	0	21	0	522.98	0
1302	5.27	0	0	21	0	405.96	0	21	0	423.49	0	21	0	415.51	0	21	0	532.35	0
1303	5.29	0	0	21	0	401.97	0	21	0	419.09	0	21	0	370.14	0	21	0	480.86	0
1304	5.31	0	82.66	21	0	396.83	82.66	21	0	413.56	82.66	21	0	310.06	82.66	21	0	420.78	82.66
1305	5.4	0	134.13	21	0	384.11	134.13	21	0	400.45	134.13	21	0	255.17	134.13	21	0	359.26	134.13
1306	5.46	0	121.66	21	0	375.87	121.66	21	0	391.83	121.66	21	0	245.74	121.66	21	0	343.19	121.66
1307	5.54	0	182.48	21	0	365.16	182.48	21	0	380.76	182.48	21	0	234.08	182.48	21	0	327.45	182.48
1308	5.61	0	199.64	21	0	356	199.64	21	0	371.23	199.64	21	0	250.43	199.64	21	0	339.71	199.64
1309	5.61	0	112.3	21	0	356.27	112.3	21	0	371.15	112.3	21	0	250.2	112.3	21	0	335.41	112.3
1310	5.6	0	77.98	21	0	358.05	77.98	21	0	372.58	77.98	21	0	225.12	77.98	21	0	308.28	77.98
1311	5.58	0	38.99	21	0	361.25	38.99	21	0	375.45	38.99	21	0	227.54	38.99	21	0	309.17	38.99
1312	5.57	0	26.51	21	0	362.71	26.51	21	0	376.58	26.51	21	0	228.3	26.51	21	0	308.4	26.51
1313	5.57	0	17.16	21	0	362.78	17.16	21	0	376.33	17.16	21	0	268.87	17.16	21	0	346.94	17.16
1314	5.57	0	0	21	0	362.62	0	21	0	375.86	0	21	0	322.82	0	21	0	398.33	0
1315	5.56	0	0	21	0	363.15	0	21	0	376.08	0	21	0	364.71	0	21	0	439.72	0
1316	5.53	0	0	21	0	367.35	0	21	0	379.99	0	21	0	369.32	0	21	0	447.9	0
1317	5.49	0	0	21	0	372.85	0	21	0	385.19	0	21	0	375.01	0	21	0	458.69	0
1318	5.46	0	0	21	0	376.05	0	21	0	388.11	0	21	0	378.3	0	21	0	465.04	0
1319	5.44	0	0	21	0	378.69	0	21	0	390.47	0	21	0	380.97	0	21	0	470.26	0
1320	5.44	0	0	21	0	377.71	0	21	0	389.22	0	21	0	379.98	0	21	0	468.24	0
1321	5.43	0	0	21	0	379.5	0	21	0	390.74	0	21	0	381.74	0	21	0	471.54	0
1322	5.41	0	0	21	0	381.47	0	21	0	392.45	0	21	0	383.67	0	21	0	475	0
1323	5.39	0	0	21	0	384.08	0	21	0	394.81	0	21	0	386.25	0	21	0	479.61	0
1324	5.38	0	0	21	0	384.14	0	21	0	394.62	0	21	0	386.26	0	21	0	479.12	0
1325	5.39	0	0	21	0	382.13	0	21	0	392.36	0	21	0	384.2	0	21	0	474.5	0
1326	5.36	0	0	21	0	386.55	0	21	0	396.55	0	21	0	388.57	0	21	0	482.45	0
1327	5.32	0	0	21	0	391.08	0	21	0	400.85	0	21	0	351.9	0	21	0	449.35	0
1328	5.29	0	17.16	21	0	393.57	17.16	21	0	403.11	17.16	21	0	299.62	17.16	21	0	400.13	17.16
1329	5.29	0	65.51	21	0	393.63	65.51	21	0	402.96	65.51	21	0	257.68	65.51	21	0	362.27	65.51
1330	5.33	0	126.33	21	0	386.6	126.33	21	0	395.71	126.33	21	0	249.62	126.33	21	0	354.21	126.33
1331	5.41	0	182.48	21	0	374.49	182.48	21	0	383.38	182.48	21	0	236.71	182.48	21	0	337.73	182.48
1332	5.76	0	614.34	21	0	324.41	614.34	21	0	355.07	369.92	21	0	234.26	369.92	21	0	328.65	369.92
1333	5.69	0	138.81	21	0	339.98	138.81	21	0	358.99	138.81	21	0	238.04	138.81	21	0	327.33	138.81
1334	5.66	0	121.66	21	0	344.84	121.66	21	0	360.51	121.66	21	0	213.04	121.66	21	0	300.79	121.66
1335	5.6	0	48.35	21	0	353.98	48.35	21	0	367.91	48.35	21	0	220	48.35	21	0	307.75	48.35
1336	5.56	0	38.99	21	0	358.84	38.99	21	0	371.7	38.99	21	0	223.42	38.99	21	0	311.18	38.99
1337	5.72	0	329.52	21	0	335.09	329.52	21	0	347.24	329.52	21	0	239.78	329.52	21	0	328.05	329.52
1338	5.58	0	0	21	0	358.18	0	21	0	369.8	0	21	0	316.76	0	21	0	408.6	0
1339	5.49	0	0	21	0	369.33	0	21	0	380.54	0	21	0	369.17	0	21	0	465.6	0
1340	5.45	0	0	21	0	373.53	0	21	0	384.4	0	21	0	373.74	0	21	0	470.67	0
1341	5.43	0	0	21	0	375.5	0	21	0	386.07	0	21	0	375.89	0	21	0	472.32	0
1342	5.41	0	0	21	0	377.48	0	21	0	387.78	0	21	0	377.97	0	21	0	474.39	0
1343	5.39	0	0	21	0	380.26	0	21	0	390.31	0	21	0	380.8	0	21	0	478.25	0
1344	5.4	0	0	21	0	378.11	0	21	0	387.91	0	21	0	378.67	0	21	0	472.55	0
1345	5.39	0	0	21	0	378.45	0	21	0	388.02	0	21	0	379.02	0	21	0	471.88	0
1346	5.39	0	0	21	0	378.72	0	21	0	388.07	0	21	0	379.29	0	21	0	471.13	0
1347	5.38	0	0	21	0	379.41	0	21	0	388.54	0	21	0	379.98	0	21	0	471.31	0
1348	5.37	0	0	21	0	379.99	0	21	0	388.91	0	21	0	380.54	0	21	0	471.36	0
1349	5.37	0	0	21	0	380.45	0	21	0	389.16	0	21	0	381	0	21	0	471.3	0
1350	5.36	0	0	21	0	381.35	0	21	0	389.86	0	21	0	381.88	0	21	0	472.19	0
1351	5.33	0	0	21	0	385.38	0	21	0	393.69	0	21	0	344.74	0	21	0	438.11	0
1352	5.36	0	98.55	21	0	379.34	98.55	21	0	387.46	98.55	21	0	283.96	98.55	21	0	379.37	98.55
1353	5.6	0	382.76	21	0	344.63	382.76	21	0	352.56	382.76	21	0	207.29	382.76	21	0	297.59	382.76
1354	5.7	0	320.53	21	0	332.33	320.53	21	0	340.08	320.53	21	0	193.99	320.53	21	0	280.73	320.53
1355	5.82	0	401.03	21	0	318.08	401.03	21	0	340.01	242.29	21	0	193.34	242.29	21	0	280.58	242.29
1356	6.11	0	631.9	21	0	277.14	631.9	21	0	313.97	380.83	21	0	193.16	380.83	21	0	270.21	380.83
1357	6.11	0	375.9	21	0	283.58	375.9	21	0	306.39	375.9	21	0	185.44	375.9	21	0	264.02	375.9
1358	6.08	0	246.43	21	0	290.1	246.43	21	0	308.51	246.43	21	0	161.04	246.43	21	0	237.58	246.43
1359	6	0	95.14	21	0	303.8	95.14	21	0	319.89	95.14	21	0	171.98	95.14	21	0	247.49	95.14
1360	5.96	0	82.66	21	0	309.2	82.66	21	0	323.89	82.66	21	0	175.6	82.66	21	0	250.1	82.66
1361	5.91	0	34.31	21	0	316.96	34.31	21	0	330.71	34.31	21	0	223.26	34.31	21	0	298.26	34.31
1362	5.85	0	0	21	0	326.51	0	21	0	339.6	0	21	0	286.56	0	21	0	364.63	0
1363	5.81	0	0	21	0	332.37	0	21	0	344.96	0	21	0	333.59	0	21	0	414.21	0
1364	5.78	0	0	21	0	336.46	0	21	0	348.65	0	21	0	337.99	0	21	0	420.64	0
1365	5.77	0	0	21	0	337.29	0	21	0	349.13	0	21	0	338.95	0	21	0	421.09	0
1366	5.75	0	0	21	0	339.94	0	21	0	351.47	0	21	0	341.66	0	21	0	425.33	0
1367	5.72	0	0	21	0	345.17	0	21	0	356.41	0	21	0	346.9	0	21	0	434.66	0
1368	5.65	0	0	21	0	354.14	0	21	0	365.11	0	21	0	355.87	0	21	0	451.27	0
1369	5.6	0	0	21	0	361.62	0	21	0	372.33	0	21	0	363.33	0	21	0	464.86	0
1370	5.56	0	0	21	0	365.54	0	21	0	375.99	0	21	0	367.21	0	21	0	471.29	0
1371	5.55	0	0	21	0	366.48	0	21	0	376.69	0	21	0	368.13	0	21	0	471.7	0
1372	5.52	0	0	21	0	369.81	0	21	0	379.78	0	21	0	371.42	0	21	0	476.52	0
1373	5.51	0	0	21	0	371.26	0	21	0	381	0	21	0	372.83	0	21	0	477.42	0
1374	5.48	0	0	21	0	374.97	0	21	0	384.48	0	21	0	376.51	0	21	0	482.63	0
1375	5.45	0	0	21	0	378.8	0	21	0	388.09	0	21	0	339.14	0	21	0	446.79	0
1376	5.54	0	203.39	21	0	364.54	203.39	21	0	373.62	203.39	21	0	270.13	203.39	21	0	380.33	203.39
1377	5.99	0	786.76	21	0	298.79	786.76	21	0	336.57	471.51	21	0	191.29	471.51	21	0	295.37	471.51
1378	6.72	0	1412.14	21	0	199.06	1412.14	21	0	272.41	845.72	21	0	126.32	845.72	21	0	215.61	845.72
1379	7.51	0	1953.47	21	0	97.05	1953.47	21	0	209.51	1169.54	21	0	62.83	1169.54	21	0	144.98	1169.54
1380	8.3	0	2302.79	21.01	0	0	2302.79	21	0	147.26	1378.49	21	0	26.45	1378.49	21	0	98.91	1378.49
1381	8.96	0	2399.31	21.54	0	0	2399.31	21	0	97.57	1436.27	21.16	0	0	1436.27	21	0	40.4	1436.27
1382	9.15	0	1825.73	21.65	0	0	1825.73	21	0	91.11	1093.79	21.4	0	0	1093.79	21	0	2.83	1093.79
1383	9.19	0	1469.94	21.63	0	0	1469.94	21	0	95.11	880.52	21.41	0	0	880.52	21	0	4.86	880.52
1384	9.07	0	1028.66	21.44	0	0	1028.66	21	0	112.74	616.36	21.3	0	0	616.36	21	0	22.63	616.36
1385	8.58	0	223.83	21	0	15.58	223.83	21	0	152.46	223.83	21	0	36.48	223.83	21	0	105.72	223.83
1386	8.18	0	0	21	0	80.3	0	21	0	194.22	0	21	0	136.93	0	21	0	209.05	0
1387	7.94	0	0	21	0	114.43	0	21	0	217.59	0	21	0	202.6	0	21	0	281.22	0
1388	7.82	0	0	21	0	134.03	0	21	0	230.21	0	21	0	216.31	0	21	0	297.61	0
1389	7.77	0	0	21	0	142.39	0	21	0	233.71	0	21	0	220.55	0	21	0	299.05	0
1390	7.72	0	0	21	0	152.06	0	21	0	239.74	0	21	0	227.12	0	21	0	306.98	0
1391	7.7	0	0	21	0	157.49	0	21	0	242.26	0	21	0	230.06	0	21	0	308.78	0
1392	7.68	0	0	21	0	164.05	0	21	0	246.35	0	21	0	234.52	0	21	0	314.16	0
1393	7.67	0	0	21	0	168.46	0	21	0	248.56	0	21	0	237.04	0	21	0	316.09	0
1394	7.65	0	0	21	0	173.53	0	21	0	251.6	0	21	0	240.38	0	21	0	319.87	0
1395	7.64	0	0	21	0	178.35	0	21	0	254.53	0	21	0	243.57	0	21	0	323.51	0
1396	7.61	0	0	21	0	184.6	0	21	0	258.95	0	21	0	248.27	0	21	0	330.19	0
1397	7.61	0	0	21	0	187.01	0	21	0	259.62	0	21	0	249.18	0	21	0	329.51	0
1398	7.59	0	0	21	0	193.56	0	21	0	264.46	0	21	0	254.27	0	21	0	337.1	0
1399	7.6	0	9.36	21	0	194.44	9.36	21	0	264.55	0	21	0	213.43	0	21	0	294.17	0
1400	7.66	0	93.1	21	0	188.54	93.1	21	0	256.59	93.1	21	0	150.98	93.1	21	0	230.14	93.1
1401	7.84	0	288.92	21	0	165.17	288.92	21	0	231.53	288.92	21	0	84.19	288.92	21	0	158.19	288.92
1402	8.61	0	1328.62	21	0	58	1328.62	21	0	170.87	795.85	21	0	22.77	795.85	21	0	91.12	795.85
1403	9.56	0	1932.25	21.45	0	0	1932.25	21	0	89.77	1156.84	21.4	0	0	1156.84	21.07	0	0	1156.84
1404	10.33	0	2126.68	22.12	0	0	2126.68	21	0	29.97	1273.18	21.68	0	0	1273.18	21.39	0	0	1273.18
1405	10.91	0	2138.42	22.63	0	0	2138.42	21.07	0	0	1280.34	21.99	0	0	1280.34	21.73	0	0	1280.34
1406	11.26	0	1900.99	22.93	0	0	1900.99	21.22	0	0	1138.4	22.37	0	0	1138.4	22.13	0	0	1138.4
1407	11.32	0	1412.62	22.93	0	0	1412.62	21.22	0	0	846.3	22.41	0	0	846.3	22.19	0	0	846.3
1408	11.06	0	765.78	22.62	0	0	765.78	21.01	0	0	459.12	22.23	0	0	459.12	22	0	0	459.12
1409	10.57	0	105.66	22.08	0	0	105.66	21	0	46.9	105.66	21.66	0	0	105.66	21.4	0	0	105.66
1410	10.29	0	9.36	21.75	0	0	9.36	21	0	73.98	9.36	21.06	0	0	9.36	21	0	31.07	9.36
1411	10.14	0	0	21.56	0	0	0	21	0	89.32	0	21	0	57.34	0	21	0	97.26	0
1412	9.95	0	0	21.31	0	0	0	21	0	115.14	0	21	0	86.69	0	21	0	143.13	0
1413	9.83	0	0	21.15	0	0	0	21	0	129.97	0	21	0	103.38	0	21	0	169.07	0
1414	9.75	0	0	21.02	0	0	0	21	0	141.85	0	21	0	116.58	0	21	0	190.11	0
1415	9.67	0	0	21	0	15.48	0	21	0	153.34	0	21	0	129.04	0	21	0	210.52	0
