Zeit [h]	Variante 11.1 Raumlufttemperatur [C]	Variante 11.1 Strahlungstemperatur [C]	Variante 11.1 Trans.Strahlung.Fenster [W]	Variante 11.2 Raumlufttemperatur [C]	Variante 11.2 Strahlungstemperatur [C]	Variante 11.2 Heizleistung [W]	Variante 11.2 Trans.Strahlung.Fenster [W]	Variante 11.3 Raumlufttemperatur [C]	Variante 11.3 Strahlungstemperatur [C]	Variante 11.3 Heizleistung [W]	Variante 11.3 Trans.Strahlung.Fenster [W]	Variante 11.4 Raumlufttemperatur [C]	Variante 11.4 Strahlungstemperatur [C]	Variante 11.4 Heizleistung [W]	Variante 11.4 Trans.Strahlung.Fenster [W]	Variante 11.5 Raumlufttemperatur [C]	Variante 11.5 Strahlungstemperatur [C]	Variante 11.5 Heizleistung [W]	Variante 11.5 Trans.Strahlung.Fenster [W]	Variante 11.6 Raumlufttemperatur [C]	Variante 11.6 Strahlungstemperatur [C]	Variante 11.6 Heizleistung [W]	Variante 11.6 Trans.Strahlung.Fenster [W]
628	10.3911	10.3885	0	20.9791	19.6309	208.966	0	20.9754	19.3882	246.01	0	20.9764	19.45	236.576	0	20.9703	19.4432	297.106	0	20.9695	19.4432	304.868	0
629	10.3667	10.3664	0	20.9788	19.6075	212.539	0	20.9751	19.3704	248.738	0	20.9761	19.4307	239.522	0	20.9698	19.4239	302.314	0	20.969	19.4239	309.921	0
630	10.3746	10.3758	0	20.9788	19.6123	211.807	0	20.9753	19.3806	247.18	0	20.9763	19.4396	237.254	0	20.9702	19.4329	298.339	0	20.9694	19.4329	305.876	0
631	10.3775	10.3765	0	20.9788	19.6078	212.5	0	20.9753	19.3813	247.066	0	20.9802	19.4438	198.077	0	20.9741	19.437	258.649	0	20.9734	19.437	266.084	0
632	10.3637	10.3632	0	20.9785	19.5913	215.018	0	20.9751	19.37	248.797	0	20.9855	19.4411	146.951	0	20.9792	19.4344	208.557	0	20.9784	19.4344	215.703	0
633	10.3319	10.3287	20.4295	20.978	19.5558	220.433	20.4295	20.9747	19.3395	253.441	20.4295	20.9888	19.4211	111.585	20.4295	20.9822	19.4143	177.667	20.4295	20.9816	19.4143	183.976	20.4295
634	10.3957	10.4182	402.427	20.9792	19.6381	207.937	402.427	20.9757	19.4068	243.22	313.289	20.9901	19.4951	98.9683	313.289	20.9829	19.4883	170.802	313.289	20.983	19.4883	169.559	313.289
635	11.2391	11.3056	1755.07	20.9913	20.4318	86.8604	1755.07	20.9828	19.8755	171.714	1052.08	20.9974	19.9683	26.8466	1052.08	20.9902	19.9615	97.9515	1052.08	20.9931	19.9615	69.5965	1052.08
636	11.674	11.6674	965.467	20.9953	20.6916	47.0422	965.467	20.9854	20.0408	146.399	580.967	21.0033	20.1348	26.256	580.967	20.991	20.1274	90.3642	580.967	20.994	20.1274	61.4027	580.967
637	11.3849	11.3613	188.841	20.9904	20.369	96.2617	188.841	20.983	19.8858	170.032	173.632	20.9951	19.9801	49.2746	173.632	20.989	19.9732	110.464	173.632	20.9904	19.9732	95.7749	173.632
638	11.1201	11.1092	53.4692	20.9867	20.1261	133.371	53.4692	20.9807	19.7327	193.413	53.4693	20.9952	19.8312	48.1822	53.4693	20.989	19.8245	110.088	53.4693	20.9896	19.8245	104.404	53.4693
639	10.9913	10.9847	29.5189	20.9848	20.0066	151.608	29.5189	20.9795	19.654	205.431	29.5188	20.9941	19.7562	59.0421	29.5188	20.9879	19.7495	121.435	29.5188	20.9881	19.7495	119.477	29.5188
640	10.9103	10.9058	19.9183	20.9837	19.9302	163.287	19.9183	20.9787	19.6023	213.324	19.9183	20.9933	19.7071	67.2452	19.9183	20.987	19.7005	130.39	19.9183	20.987	19.7005	130.434	19.9183
641	10.8469	10.8431	5.38163	20.9827	19.8686	172.675	5.38163	20.978	19.558	220.094	5.38163	20.9889	19.661	110.774	5.38163	20.9825	19.6544	175.133	5.38163	20.9823	19.6544	176.686	5.38163
642	10.7975	10.795	0.0364927	20.982	19.8207	179.996	0.0364927	20.9775	19.5226	225.496	0.0364927	20.9829	19.6175	170.761	0.0364927	20.9764	19.6109	236.305	0.0364927	20.9761	19.6109	239.158	0.0364927
643	10.765	10.7632	-0.000159373	20.9815	19.7876	185.056	-0.000159373	20.9771	19.4992	229.078	-0.000159373	20.9792	19.5857	208.538	-0.000159373	20.9725	19.5791	274.827	-0.000159373	20.9721	19.5791	278.617	-0.000159373
644	10.7378	10.736	-9.48117e-05	20.981	19.7581	189.548	-9.48117e-05	20.9768	19.4779	232.319	-9.48117e-05	20.9779	19.5577	221.035	-9.48117e-05	20.9712	19.5511	288.294	-9.48117e-05	20.9707	19.5511	292.873	-9.48117e-05
645	10.7179	10.7173	1.91152e-06	20.9807	19.7367	192.828	1.91152e-06	20.9766	19.4637	234.488	1.91152e-06	20.9777	19.5397	222.883	1.91152e-06	20.971	19.5332	290.406	1.91152e-06	20.9704	19.5332	295.558	1.91152e-06
646	10.7043	10.703	-4.64916e-08	20.9805	19.7187	195.575	-4.64916e-08	20.9764	19.4524	236.209	-4.64916e-08	20.9775	19.5257	225.031	-4.64916e-08	20.9707	19.5191	292.529	-4.64916e-08	20.9702	19.5191	298.158	-4.64916e-08
647	10.6826	10.6812	1.37422e-09	20.9801	19.694	199.333	1.37422e-09	20.9761	19.4342	238.997	1.37422e-09	20.9772	19.5052	228.163	1.37422e-09	20.9703	19.4986	296.667	1.37422e-09	20.9697	19.4986	302.713	1.37422e-09
648	10.6556	10.6534	3.31137e-11	20.9796	19.6645	203.834	3.31137e-11	20.9758	19.4108	242.57	3.31137e-11	20.9768	19.4798	232.033	3.31137e-11	20.9698	19.4732	302.293	3.31137e-11	20.9691	19.4732	308.716	3.31137e-11
649	10.6148	10.6116	0	20.979	19.6231	210.154	0	20.9752	19.3752	247.993	0	20.9762	19.4425	237.725	0	20.9689	19.4359	311.445	0	20.9682	19.4359	318.2	0
650	10.5894	10.5896	0	20.9787	19.6015	213.456	0	20.975	19.3593	250.424	0	20.976	19.425	240.406	0	20.9685	19.4184	314.861	0	20.9678	19.4184	321.972	0
651	10.5905	10.5901	0	20.9786	19.5993	213.802	0	20.975	19.3626	249.923	0	20.976	19.4267	240.142	0	20.9687	19.4201	312.612	0	20.968	19.4201	320.103	0
652	10.5765	10.575	0	20.9784	19.5823	216.391	0	20.9748	19.351	251.686	0	20.9758	19.4136	242.133	0	20.9686	19.4071	314.592	0	20.9678	19.4071	322.452	0
653	10.5541	10.5527	0	20.978	19.5596	219.858	0	20.9746	19.3336	254.347	0	20.9755	19.3947	245.014	0	20.9682	19.3882	318.232	0	20.9674	19.3882	326.447	0
654	10.5557	10.5574	0	20.9781	19.5622	219.463	0	20.9747	19.3414	253.165	0	20.9759	19.4013	241.284	0	20.9688	19.3948	311.776	0	20.968	19.3948	320.367	0
655	10.5863	10.5883	0	20.9784	19.5868	215.708	0	20.9751	19.371	248.642	0	20.9807	19.435	193.076	0	20.9742	19.4286	257.849	0	20.9733	19.4286	266.713	0
656	10.6177	10.6201	4.84787	20.9788	19.6108	212.041	4.84787	20.9756	19.4	244.224	4.84787	20.9859	19.4728	141.355	4.84787	20.9799	19.4664	200.676	4.84787	20.9791	19.4664	209.461	4.84787
657	10.7592	10.7744	281.853	20.9809	19.7458	191.463	281.853	20.9777	19.5398	222.912	281.853	20.992	19.6226	80.4797	281.853	20.9865	19.6164	135.332	281.853	20.9864	19.6164	136.559	281.853
658	11.0018	11.0225	512.461	20.9841	19.9564	159.328	512.461	20.9807	19.7381	192.639	440.604	20.9952	19.8275	48.2195	440.604	20.9902	19.8214	98.3581	440.604	20.991	19.8214	90.4225	440.604
659	11.5049	11.5476	1169.66	20.991	20.4096	90.2006	1169.66	20.9845	19.982	155.439	699.934	20.9993	20.0757	11.3183	699.934	20.9944	20.0697	56.1131	699.934	20.9963	20.0697	37.4151	699.934
660	12.143	12.1735	1423.96	21.0061	20.9275	12.4961	1423.96	20.9892	20.2931	107.927	854.387	21.0578	20.3923	-3.02821	854.387	21.0022	20.3819	26.3443	854.387	21.0351	20.3819	2.74223	854.387
661	12.1469	12.1233	489.527	20.9992	20.8158	28.1045	489.527	20.9886	20.2522	114.119	352.781	21.0663	20.3585	0.908524	352.781	20.9972	20.3414	28.2259	352.781	21.0217	20.3414	8.77851	352.781
662	11.8032	11.7857	96.4957	20.992	20.4787	79.5344	96.4957	20.9857	20.0611	143.282	96.4957	21.037	20.1692	1.69154	96.4957	20.9966	20.1547	34.2744	96.4957	20.9977	20.1547	23.3482	96.4957
663	11.6085	11.5996	45.7862	20.9893	20.2977	107.181	45.7862	20.9837	19.9344	162.639	45.7862	20.9985	20.0416	15.4935	45.7862	20.9943	20.0316	56.8079	45.7862	20.9948	20.0316	51.5085	45.7862
664	11.4483	11.4355	28.8495	20.9869	20.1398	131.263	28.8495	20.9818	19.8073	182.014	28.8495	20.9964	19.9163	35.8718	28.8495	20.9912	19.9072	87.6477	28.8495	20.9915	19.9072	84.6685	28.8495
665	11.3218	11.3193	8.2907	20.9852	20.0323	147.708	8.2907	20.9805	19.7196	195.427	8.2907	20.9913	19.8257	86.8587	8.2907	20.9854	19.817	146.037	8.2907	20.9855	19.817	144.633	8.2907
666	11.3041	11.3034	-0.0403959	20.985	20.0136	150.563	-0.0403959	20.9804	19.7149	196.149	-0.0403959	20.9861	19.8134	140.416	-0.0403959	20.9803	19.8051	196.786	-0.0403959	20.9803	19.8051	196.712	-0.0403959
667	11.2718	11.268	1.22134e-05	20.9843	19.9741	156.584	1.22134e-05	20.9799	19.6861	200.543	1.22134e-05	20.9814	19.7744	186.445	1.22134e-05	20.9755	19.7663	244.758	1.22134e-05	20.9754	19.7663	245.635	1.22134e-05
668	11.2365	11.2362	-1.19209e-09	20.9838	19.9393	161.899	-1.19209e-09	20.9795	19.66	204.526	-1.19209e-09	20.9808	19.7423	191.968	-1.19209e-09	20.9748	19.7343	252.274	-1.19209e-09	20.9746	19.7343	253.945	-1.19209e-09
669	11.2315	11.2306	0	20.9836	19.927	163.769	0	20.9795	19.6553	205.239	0	20.9807	19.7339	193.256	0	20.9747	19.726	252.776	0	20.9745	19.726	255.073	0
670	11.216	11.215	0	20.9833	19.9051	167.111	0	20.9793	19.6403	207.532	0	20.9804	19.716	195.979	0	20.9744	19.7082	256.223	0	20.9741	19.7082	259.055	0
671	11.2139	11.2149	0	20.9832	19.8979	168.217	0	20.9792	19.6395	207.658	0	20.9804	19.7129	196.457	0	20.9745	19.7052	255.469	0	20.9741	19.7052	258.824	0
672	11.2282	11.2288	0	20.9833	19.9021	167.574	0	20.9794	19.6498	206.083	0	20.9805	19.7212	195.187	0	20.9749	19.7136	251.436	0	20.9745	19.7136	255.289	0
673	11.2337	11.2338	0	20.9832	19.8976	168.26	0	20.9794	19.6512	205.873	0	20.9805	19.7208	195.252	0	20.975	19.7132	250.002	0	20.9746	19.7132	254.3	0
674	11.2318	11.2315	0	20.983	19.8868	169.91	0	20.9793	19.6461	206.655	0	20.9804	19.714	196.293	0	20.9749	19.7065	250.512	0	20.9745	19.7065	255.192	0
675	11.2308	11.231	0	20.9829	19.8782	171.233	0	20.9793	19.6429	207.135	0	20.9803	19.7092	197.017	0	20.9749	19.7019	250.539	0	20.9745	19.7019	255.54	0
676	11.2192	11.2171	0	20.9826	19.857	174.451	0	20.9791	19.6272	209.53	0	20.98	19.6919	199.648	0	20.9746	19.6846	254.337	0	20.974	19.6846	259.574	0
677	11.1943	11.1935	0	20.9821	19.829	178.739	0	20.9787	19.6044	213.017	0	20.9797	19.6676	203.363	0	20.974	19.6604	260.312	0	20.9734	19.6604	265.731	0
678	11.1865	11.1862	0	20.9819	19.8161	180.7	0	20.9786	19.5967	214.195	0	20.9799	19.6588	200.681	0	20.9742	19.6515	257.863	0	20.9737	19.6515	263.462	0
679	11.1814	11.1811	0	20.9818	19.8053	182.358	0	20.9785	19.5908	215.089	0	20.9837	19.6566	163.112	0	20.978	19.6494	220.299	0	20.9774	19.6494	225.974	0
680	11.1781	11.1781	2.13902	20.9816	19.7964	183.709	2.13902	20.9784	19.5869	215.694	2.13902	20.9886	19.661	113.985	2.13902	20.9829	19.6538	170.97	2.13902	20.9824	19.6538	176.491	2.13902
681	11.1872	11.188	44.5408	20.9817	19.7992	183.282	44.5408	20.9785	19.5944	214.538	44.5408	20.9942	19.6788	74.2766	44.5408	20.9868	19.6715	131.784	44.5408	20.9864	19.6715	135.88	44.5408
682	11.212	11.2173	127.78	20.982	19.8195	180.193	127.78	20.9789	19.6194	210.736	127.78	20.9934	19.7105	66.0654	127.78	20.9875	19.7034	125.286	127.78	20.9873	19.7034	126.755	127.78
683	11.477	11.5118	715.275	20.986	20.0805	140.428	715.275	20.982	19.821	180.01	509.204	20.9965	19.9164	34.7893	509.204	20.9906	19.9093	93.7532	509.204	20.9917	19.9093	83.1138	509.204
684	12.3534	12.4201	1863.22	21.0057	20.8775	20.6622	1863.22	20.989	20.2781	110.269	1117.93	21.0385	20.3769	-3.20534	1117.93	20.9956	20.3669	44.0811	1117.93	21.0104	20.3669	13.0644	1117.93
685	13.0977	13.1331	1911.05	21.452	21.4954	-0.257371	1911.05	20.9943	20.6243	57.3774	1146.63	21.4347	20.7679	-0.051752	1146.63	21.0766	20.7207	0.504266	1146.63	21.2882	20.7207	-0.148118	1146.63
686	13.662	13.6927	2087.14	21.975	22.0025	0	2087.14	20.9981	20.8742	19.2276	1252.28	21.9229	21.0947	0	1252.28	21.5133	21.026	2.9097e-07	1252.28	21.6951	21.026	0	1252.28
687	13.7943	13.7874	1427.75	22.0618	22.0522	0	1427.75	20.9979	20.8591	21.4845	856.652	21.9912	21.1285	0	856.652	21.5355	21.0425	-6.62274e-11	856.652	21.7191	21.0425	0	856.652
688	13.6887	13.6767	1014.95	21.9157	21.9012	0	1014.95	20.9962	20.75	38.1416	608.968	21.9032	21.0378	0	608.968	21.4105	20.9365	0	608.968	21.6032	20.9365	0	608.968
689	13.2573	13.2213	140.618	21.4464	21.408	0	140.618	20.9922	20.4857	78.4609	115.245	21.372	20.7321	0	115.245	21.0158	20.6326	24.4934	115.245	21.1335	20.6326	2.81834	115.245
690	12.8593	12.8432	0	21.0425	20.996	5.45564	0	20.9887	20.258	113.239	0	20.9989	20.4428	44.97	0	20.9883	20.3824	116.753	0	20.9908	20.3824	91.7537	0
691	12.6626	12.6515	0	20.9968	20.7916	31.7911	0	20.9868	20.1367	131.748	0	20.9894	20.2947	106.051	0	20.9822	20.2462	178.026	0	20.9839	20.2462	161.206	0
692	12.524	12.5169	0	20.9947	20.6516	53.1549	0	20.9854	20.0457	145.65	0	20.9876	20.1885	123.851	0	20.9801	20.1458	198.917	0	20.9813	20.1458	186.84	0
693	12.4338	12.429	0	20.9932	20.5575	67.5293	0	20.9845	19.984	155.062	0	20.9865	20.1177	134.658	0	20.9788	20.0783	211.687	0	20.9797	20.0783	202.657	0
694	12.3715	12.3681	0	20.9922	20.4888	78.0119	0	20.9838	19.9389	161.953	0	20.9857	20.0663	142.511	0	20.9779	20.029	220.744	0	20.9786	20.029	213.969	0
695	12.3099	12.305	0	20.9911	20.4182	88.794	0	20.983	19.8866	169.929	0	20.9849	20.0093	151.208	0	20.9768	19.9735	232.418	0	20.9773	19.9735	227.476	0
696	12.2313	12.2261	0	20.9899	20.3348	101.523	0	20.982	19.8186	180.307	0	20.9838	19.9375	162.168	0	20.9751	19.9027	248.924	0	20.9754	19.9027	245.584	0
697	12.1445	12.1384	0	20.9885	20.2453	115.172	0	20.9808	19.7428	191.877	0	20.9826	19.8584	174.24	0	20.9732	19.8244	267.805	0	20.9734	19.8244	265.932	0
698	12.0526	12.0468	0	20.9871	20.1549	128.977	0	20.9796	19.6649	203.775	0	20.9813	19.7775	186.589	0	20.9713	19.7441	287.282	0	20.9713	19.7441	286.816	0
699	11.9718	11.9671	0	20.9859	20.077	140.864	0	20.9786	19.5988	213.868	0	20.9803	19.7086	197.101	0	20.9697	19.6758	303.154	0	20.9696	19.6758	304.104	0
700	11.9129	11.91	0	20.9851	20.021	149.428	0	20.9779	19.5539	220.717	0	20.9796	19.6612	204.348	0	20.9688	19.6289	312.565	0	20.9685	19.6289	314.993	0
701	11.87	11.8671	0	20.9844	19.9774	156.072	0	20.9774	19.5212	225.708	0	20.979	19.626	209.721	0	20.9682	19.5942	318.106	0	20.9678	19.5942	322.065	0
702	11.8265	11.8239	0	20.9837	19.9339	162.721	0	20.9769	19.4882	230.754	0	20.9785	19.5905	214.748	0	20.9677	19.5593	323.068	0	20.9672	19.5593	328.574	0
703	11.7808	11.7774	0	20.983	19.8877	169.767	0	20.9764	19.4522	236.24	0	20.9816	19.5564	184.039	0	20.9707	19.5256	292.524	0	20.9701	19.5256	299.502	0
704	11.7316	11.7291	7.20943	20.9823	19.841	176.903	7.20943	20.9758	19.4154	241.856	7.20943	20.9874	19.5276	133.582	7.20943	20.9758	19.4973	242.429	7.20943	20.975	19.4973	250.445	7.20943
705	11.7279	11.7289	89.5117	20.9823	19.8387	177.259	89.5117	20.9759	19.4229	240.728	89.5117	20.9908	19.5449	91.8828	89.5117	20.9799	19.5152	200.52	89.5117	20.9793	19.5152	206.979	89.5117
706	11.7277	11.727	90.6329	20.9822	19.8324	178.212	90.6329	20.976	19.4261	240.232	90.6329	20.991	19.5539	89.9537	90.6329	20.9803	19.5246	197.524	90.6329	20.9796	19.5246	203.582	90.6329
707	11.7056	11.7038	74.1154	20.9818	19.8069	182.105	74.1154	20.9757	19.4098	242.711	74.1154	20.9907	19.5411	92.8565	74.1154	20.9801	19.5123	199.132	74.1154	20.9794	19.5123	206.15	74.1154
708	11.682	11.6806	88.7679	20.9814	19.7825	185.834	88.7679	20.9755	19.3945	245.059	88.7679	20.9883	19.5256	116.69	88.7679	20.9778	19.4972	222.39	88.7679	20.977	19.4972	229.879	88.7679
709	11.6698	11.6694	103.369	20.9812	19.7693	187.841	103.369	20.9754	19.3902	245.714	103.369	20.9881	19.5211	118.722	103.369	20.9777	19.4932	223.33	103.369	20.9769	19.4932	230.981	103.369
710	11.6492	11.6469	85.124	20.9809	19.7457	191.452	85.124	20.9752	19.3752	248.005	85.124	20.9902	19.5095	97.5991	85.124	20.9799	19.4821	200.92	85.124	20.9791	19.4821	209.429	85.124
711	11.6112	11.6085	67.7431	20.9803	19.7087	197.094	67.7431	20.9748	19.3466	252.358	67.7431	20.9899	19.4838	100.651	67.7431	20.9797	19.4568	203.405	67.7431	20.9787	19.4568	213.028	67.7431
712	11.5621	11.5583	42.9378	20.9796	19.6622	204.185	42.9378	20.9742	19.3084	258.189	42.9378	20.9893	19.4475	106.778	42.9378	20.9791	19.421	209.451	42.9378	20.978	19.421	220.484	42.9378
713	11.4937	11.4887	10.8871	20.9786	19.5999	213.686	10.8871	20.9734	19.2542	266.458	10.8871	20.985	19.3911	150.022	10.8871	20.9746	19.365	253.601	10.8871	20.9734	19.365	266.454	10.8871
714	11.4199	11.4155	-0.0948173	20.9777	19.5369	223.311	-0.0948173	20.9725	19.199	274.88	-0.0948173	20.9784	19.3267	216.001	-0.0948173	20.9679	19.301	320.991	-0.0948173	20.9664	19.301	335.565	-0.0948173
715	11.3539	11.3497	-0.010152	20.9768	19.482	231.699	-0.010152	20.9718	19.1518	282.094	-0.010152	20.9744	19.2701	256.465	-0.010152	20.9637	19.2447	363.149	-0.010152	20.9621	19.2447	378.872	-0.010152
716	11.2856	11.281	-0.000312536	20.976	19.4254	240.327	-0.000312536	20.9711	19.1028	289.572	-0.000312536	20.9728	19.2141	272.354	-0.000312536	20.9619	19.189	381.445	-0.000312536	20.9602	19.189	398.097	-0.000312536
717	11.221	11.2173	-1.34021e-06	20.9752	19.3748	248.057	-1.34021e-06	20.9704	19.0595	296.179	-1.34021e-06	20.972	19.1662	279.895	-1.34021e-06	20.9609	19.1415	390.887	-1.34021e-06	20.9592	19.1415	408.234	-1.34021e-06
718	11.1755	11.1733	2.66565e-09	20.9747	19.3426	252.965	2.66565e-09	20.97	19.0346	299.99	2.66565e-09	20.9716	19.1377	284.243	2.66565e-09	20.9605	19.1134	394.712	2.66565e-09	20.9587	19.1134	412.667	2.66565e-09
719	11.1393	11.1365	1.32455e-10	20.9743	19.3166	256.943	1.32455e-10	20.9697	19.0155	302.895	1.32455e-10	20.9713	19.1157	287.598	1.32455e-10	20.9603	19.0917	396.753	1.32455e-10	20.9585	19.0917	415.27	1.32455e-10
720	11.0982	11.0956	0	20.9739	19.287	261.457	0	20.9694	18.9928	306.361	0	20.9709	19.0904	291.464	0	20.96	19.0668	399.828	0	20.9581	19.0668	418.864	0
721	11.0578	11.055	0	20.9734	19.258	265.887	0	20.969	18.9705	309.768	0	20.9705	19.0657	295.238	0	20.9597	19.0424	402.807	0	20.9578	19.0424	422.314	0
722	11.0121	11.0089	0	20.9729	19.2245	270.996	0	20.9686	18.9436	313.876	0	20.97	19.0365	299.694	0	20.9593	19.0135	407.199	0	20.9573	19.0135	427.108	0
723	10.9656	10.9628	0	20.9724	19.1919	275.981	0	20.9682	18.9173	317.883	0	20.9696	19.0081	304.034	0	20.9589	18.9854	411.495	0	20.9568	18.9854	431.745	0
724	10.9204	10.9171	0	20.9719	19.1601	280.822	0	20.9678	18.8919	321.77	0	20.9692	18.9805	308.241	0	20.9584	18.9581	415.668	0	20.9564	18.9581	436.199	0
725	10.8646	10.8605	0	20.9713	19.119	287.094	0	20.9673	18.8569	327.108	0	20.9686	18.9435	313.89	0	20.9577	18.9214	422.71	0	20.9557	18.9214	443.457	0
726	10.8059	10.8026	0	20.9707	19.0782	293.329	0	20.9668	18.822	332.431	0	20.9681	18.9066	319.273	0	20.957	18.8849	429.564	0	20.955	18.8849	450.49	0
727	10.7541	10.7506	0	20.9701	19.0434	298.634	0	20.9663	18.7931	336.844	0	20.971	18.8796	290.426	0	20.9599	18.8581	401.45	0	20.9578	18.8581	422.493	0
728	10.7024	10.6994	3.08972	20.9696	19.0099	303.746	3.08972	20.9659	18.7653	341.085	3.08972	20.9764	18.8602	236.253	3.08972	20.9652	18.8389	347.995	3.08972	20.9631	18.8389	368.859	3.08972
729	10.6852	10.6862	70.385	20.9697	19.0117	303.485	70.385	20.966	18.7727	339.973	70.385	20.9806	18.8778	194.119	70.385	20.9694	18.8568	305.605	70.385	20.9676	18.8568	324.377	70.385
730	10.7246	10.7293	184.223	20.9704	19.0624	295.754	184.223	20.9669	18.8288	331.41	184.223	20.9816	18.9403	183.595	184.223	20.9706	18.9196	294.044	184.223	20.9691	18.9196	308.536	184.223
731	10.8751	10.8938	502.942	20.9728	19.2204	271.677	502.942	20.9693	18.9864	307.385	476.449	20.9839	19.1017	160.745	476.449	20.973	19.0812	269.921	476.449	20.9725	19.0812	274.7	476.449
732	11.3438	11.3739	1094.55	20.9794	19.6523	205.767	1094.55	20.9729	19.2218	271.441	659.557	20.9852	19.3368	148.084	659.557	20.9745	19.3167	255.482	659.557	20.9752	19.3167	248.21	659.557
733	11.4045	11.3901	410.943	20.9792	19.6386	207.769	410.943	20.9726	19.2059	273.831	303.267	20.985	19.3213	150.362	303.267	20.9746	19.3014	253.999	303.267	20.9748	19.3014	252.261	303.267
734	11.2736	11.2709	300.249	20.9775	19.5257	225.024	300.249	20.9724	19.1925	275.882	300.441	20.9872	19.3117	127.861	300.441	20.9773	19.2922	227.229	300.441	20.9772	19.2922	228.295	300.441
735	11.2198	11.2144	216.892	20.9767	19.4739	232.917	216.892	20.9721	19.1748	278.577	216.892	20.9871	19.2973	129.111	216.892	20.9774	19.2781	225.954	216.892	20.9771	19.2781	229.178	216.892
736	11.0904	11.0804	53.4334	20.9749	19.3554	251.003	53.4334	20.9706	19.0762	293.619	53.4334	20.9854	19.2008	146.331	53.4334	20.9758	19.1819	242.404	53.4334	20.9749	19.1819	251.471	53.4334
737	10.957	10.9492	9.43984	20.9732	19.2461	267.699	9.43984	20.9692	18.9803	308.258	9.43984	20.9803	19.1023	196.78	9.43984	20.9706	19.0835	294.265	9.43984	20.9693	19.0835	307.134	9.43984
738	10.8439	10.837	0.0872461	20.9719	19.1568	281.323	0.0872461	20.968	18.9011	320.352	0.0872461	20.9737	19.0152	263.305	0.0872461	20.9636	18.9967	364.181	0.0872461	20.9621	18.9967	378.958	0.0872461
739	10.7575	10.7532	1.64384e-05	20.9709	19.0953	290.72	1.64384e-05	20.9672	18.8476	328.523	1.64384e-05	20.9688	18.9513	312.248	1.64384e-05	20.9584	18.933	415.545	1.64384e-05	20.9569	18.933	431.418	1.64384e-05
740	10.6995	10.696	-1.24441e-07	20.9704	19.0576	296.478	-1.24441e-07	20.9667	18.8168	333.232	-1.24441e-07	20.9682	18.9142	318.355	-1.24441e-07	20.9578	18.8961	422.124	-1.24441e-07	20.9561	18.8961	438.655	-1.24441e-07
741	10.6496	10.6466	4.91738e-09	20.9699	19.0264	301.231	4.91738e-09	20.9663	18.7918	337.042	4.91738e-09	20.9677	18.8852	322.78	4.91738e-09	20.9573	18.8673	426.768	4.91738e-09	20.9556	18.8673	443.675	4.91738e-09
742	10.6032	10.6001	-3.97364e-10	20.9694	18.9977	305.616	-3.97364e-10	20.9659	18.7688	340.552	-3.97364e-10	20.9673	18.8591	326.768	-3.97364e-10	20.9569	18.8414	430.968	-3.97364e-10	20.9552	18.8414	448.151	-3.97364e-10
743	10.556	10.5529	-6.62274e-11	20.969	18.9684	310.082	-6.62274e-11	20.9656	18.745	344.188	-6.62274e-11	20.9669	18.8327	330.802	-6.62274e-11	20.9565	18.8152	435.478	-6.62274e-11	20.9547	18.8152	452.885	-6.62274e-11
744	10.5062	10.5028	0	20.9685	18.9367	314.921	0	20.9652	18.7185	348.231	0	20.9665	18.8039	335.198	0	20.9559	18.7866	440.814	0	20.9542	18.7866	458.408	0
745	10.4554	10.4524	0	20.968	18.9055	319.694	0	20.9648	18.6923	352.234	0	20.966	18.7755	339.525	0	20.9554	18.7584	446.113	0	20.9536	18.7584	463.871	0
746	10.4089	10.4059	0	20.9676	18.8782	323.856	0	20.9644	18.6699	355.648	0	20.9657	18.7512	343.244	0	20.955	18.7342	450.315	0	20.9532	18.7342	468.224	0
747	10.3643	10.3615	0	20.9672	18.8531	327.687	0	20.9641	18.6496	358.752	0	20.9653	18.7289	346.639	0	20.9546	18.7122	453.933	0	20.9528	18.7122	471.986	0
748	10.3201	10.3171	0	20.9669	18.8283	331.478	0	20.9638	18.6294	361.832	0	20.965	18.7069	350	0	20.9542	18.6903	457.509	0	20.9524	18.6903	475.697	0
749	10.2736	10.2706	0	20.9664	18.8019	335.508	0	20.9635	18.6075	365.169	0	20.9646	18.6833	353.61	0	20.9538	18.6668	461.581	0	20.952	18.6668	479.893	0
750	10.2267	10.2237	0	20.966	18.7756	339.509	0	20.9632	18.5858	368.493	0	20.9647	18.6602	352.675	0	20.9539	18.6439	461.124	0	20.952	18.6439	479.546	0
751	10.1797	10.1767	0	20.9657	18.7498	343.457	0	20.9628	18.5642	371.781	0	20.9683	18.6419	317.216	0	20.9574	18.6258	426.152	0	20.9555	18.6258	444.596	0
752	10.1367	10.1345	4.6649	20.9653	18.7288	346.666	4.6649	20.9626	18.5475	374.343	4.6649	20.9733	18.6339	266.681	4.6649	20.9624	18.618	375.62	4.6649	20.9606	18.618	393.765	4.6649
753	10.1197	10.1191	51.0052	20.9654	18.7321	346.155	51.0052	20.9627	18.5549	373.202	51.0052	20.9771	18.6512	229.198	51.0052	20.9662	18.6353	337.879	51.0052	20.9646	18.6353	354.275	51.0052
754	10.1103	10.1103	74.6499	20.9655	18.7401	344.94	74.6499	20.9629	18.5669	371.37	74.6499	20.9775	18.6694	224.982	74.6499	20.9667	18.6537	333.109	74.6499	20.9652	18.6537	347.959	74.6499
