Zeit [h]	Variante 7.3 Raumlufttemperatur [C]	Variante 7.3 Trans.Strahlung Fenster [W/m2]	Variante 7.3 Wärmeleitung Fenster [W/m2]	Variante 7.4 Raumlufttemperatur [C]	Variante 7.4 Trans.Strahlung Fenster [W/m2]	Variante 7.4 Wärmeleitung Fenster [W/m2]	Variante 7.5 Raumlufttemperatur [C]	Variante 7.5 Trans.Strahlung Fenster [W/m2]	Variante 7.5 Wärmeleitung Fenster [W/m2]	Variante 7.6 Raumlufttemperatur [C]	Variante 7.6 Trans.Strahlung Fenster [W/m2]	Variante 7.6 Wärmeleitung Fenster [W/m2]
0	23.191	0	-2.898015873	23.187	0	-7.833730159	23.187	0	-7.823412698	23.187	0	-7.841865079
1	22.329	0	-2.112301587	22.242	0	-3.246428571	22.281	0	-2.557936508	22.048	0	-7.164484127
2	22.3	0	-2.084126984	22.24	0	-2.946825397	22.303	0	-2.01031746	21.962	0	-7.62281746
3	22.284	0	-2.06765873	22.229	0	-2.864285714	22.303	0	-1.83125	21.928	0	-7.652579365
4	22.27	0	-2.053968254	22.216	0	-2.830952381	22.296	0	-1.764583333	21.906	0	-7.628373016
5	22.258	0	-2.041666667	22.204	0	-2.809920635	22.287	0	-1.736130952	21.888	0	-7.599603175
6	22.247	0	-2.030555556	22.193	0	-2.792460317	22.277	0	-1.72109127	21.872	0	-7.572222222
7	22.237	0	-2.01984127	22.182	0	-2.776388889	22.267	0	-1.710813492	21.857	0	-7.545833333
8	22.227	0	-2.009722222	22.172	0	-2.760912698	22.257	0	-1.702222222	21.842	0	-7.520634921
9	22.217	0	-1.999801587	22.161	0	-2.745833333	22.248	0	-1.694285714	21.828	0	-7.496031746
10	22.207	0	-1.990079365	22.151	0	-2.730753968	22.238	0	-1.68656746	21.814	0	-7.471825397
11	22.198	0	-1.980436508	22.142	0	-2.716071429	22.229	0	-1.678968254	21.801	0	-7.448015873
12	22.188	0	-1.970952381	22.132	0	-2.701587302	22.22	0	-1.67140873	21.788	0	-7.424603175
13	22.179	0	-1.961547619	22.122	0	-2.687103175	22.211	0	-1.66390873	21.774	0	-7.401388889
14	22.17	0	-1.952222222	22.113	0	-2.67281746	22.202	0	-1.656448413	21.761	0	-7.378373016
15	22.16	0	-1.942936508	22.103	0	-2.658531746	22.193	0	-1.649007937	21.748	0	-7.355555556
16	22.151	0	-1.933730159	22.094	0	-2.644444444	22.184	0	-1.641626984	21.735	0	-7.332936508
17	22.142	0	-1.924583333	22.084	0	-2.630357143	22.175	0	-1.634265873	21.722	0	-7.310515873
18	22.133	0	-1.91547619	22.075	0	-2.616269841	22.166	0	-1.626944444	21.71	0	-7.288293651
19	22.124	0	-1.906428571	22.066	0	-2.602579365	22.157	0	-1.619662698	21.697	0	-7.266071429
20	22.115	0	-1.897420635	22.056	0	-2.588690476	22.149	0	-1.612420635	21.685	0	-7.244246032
21	22.106	0	-1.888472222	22.047	0	-2.575	22.14	0	-1.605218254	21.672	0	-7.222420635
22	22.097	0	-1.879563492	22.038	0	-2.561507937	22.131	0	-1.598055556	21.66	0	-7.200793651
23	22.088	0	-1.870714286	22.029	0	-2.54781746	22.123	0	-1.590912698	21.647	0	-7.179166667
24	22.079	0	-1.861904762	22.02	0	-2.53452381	22.114	0	-1.583829365	21.635	0	-7.157936508
25	22.071	0	-1.853234127	22.011	0	-2.521230159	22.106	0	-1.576825397	21.623	0	-7.136904762
26	22.062	0	-1.84452381	22.002	0	-2.507936508	22.097	0	-1.569801587	21.611	0	-7.115873016
27	22.053	0	-1.835853175	21.993	0	-2.49484127	22.089	0	-1.56281746	21.599	0	-7.09484127
28	22.045	0	-1.827242063	21.984	0	-2.481746032	22.08	0	-1.555853175	21.587	0	-7.073611111
29	22.036	0	-1.818670635	21.975	0	-2.468650794	22.072	0	-1.548928571	21.575	0	-7.05218254
30	22.027	0	-1.810138889	21.967	0	-2.455753968	22.063	0	-1.542043651	21.563	0	-7.030753968
31	22.019	0	-1.801666667	21.958	0	-2.442857143	22.055	0	-1.535198413	21.551	0	-7.00952381
32	22.01	0	-1.793214286	21.949	0	-2.43015873	22.047	0	-1.528373016	21.539	0	-6.988492063
33	22.002	0	-1.78484127	21.941	0	-2.417460317	22.038	0	-1.521607143	21.527	0	-6.967460317
34	21.994	0	-1.776488095	21.932	0	-2.404761905	22.03	0	-1.51484127	21.515	0	-6.946626984
35	21.985	0	-1.768194444	21.923	0	-2.392261905	22.022	0	-1.508134921	21.503	0	-6.925992063
36	21.977	0	-1.759920635	21.915	0	-2.379761905	22.014	0	-1.501448413	21.491	0	-6.905555556
37	21.969	0	-1.75172619	21.906	0	-2.367261905	22.006	0	-1.494801587	21.479	0	-6.885119048
38	21.96	0	-1.743551587	21.898	0	-2.354960317	21.998	0	-1.488194444	21.468	0	-6.864880952
39	21.952	0	-1.735416667	21.89	0	-2.342857143	21.99	0	-1.481607143	21.456	0	-6.844642857
40	21.944	0	-1.72734127	21.881	0	-2.330555556	21.982	0	-1.475059524	21.445	0	-6.824801587
41	21.936	0	-1.719305556	21.873	0	-2.318452381	21.974	0	-1.468551587	21.433	0	-6.804960317
42	21.928	0	-1.711309524	21.865	0	-2.306547619	21.966	0	-1.462063492	21.422	0	-6.785119048
43	21.92	0	-1.703353175	21.857	0	-2.294642857	21.958	0	-1.455615079	21.41	0	-6.76547619
44	21.912	0	-1.695436508	21.848	0	-2.282738095	21.95	0	-1.449186508	21.399	0	-6.746031746
45	21.904	0	-1.687559524	21.84	0	-2.270833333	21.942	0	-1.442797619	21.388	0	-6.726785714
46	21.896	0	-1.679742063	21.832	0	-2.259126984	21.934	0	-1.436448413	21.377	0	-6.707539683
47	21.888	0	-1.671944444	21.824	0	-2.247420635	21.927	0	-1.430119048	21.366	0	-6.688492063
48	21.88	0	-1.664206349	21.816	0	-2.235912698	21.919	0	-1.423829365	21.354	0	-6.669444444
49	21.872	0	-1.656428571	21.808	0	-2.224404762	21.911	0	-1.417519841	21.344	0	-6.650396825
50	21.864	0	-1.648769841	21.8	0	-2.212896825	21.904	0	-1.411289683	21.333	0	-6.631547619
51	21.857	0	-1.641130952	21.792	0	-2.201587302	21.896	0	-1.405079365	21.322	0	-6.612896825
52	21.849	0	-1.633551587	21.784	0	-2.190277778	21.888	0	-1.398928571	21.311	0	-6.594444444
53	21.841	0	-1.626011905	21.777	0	-2.178968254	21.881	0	-1.392777778	21.3	0	-6.575992063
54	21.833	0	-1.618492063	21.769	0	-2.167857143	21.873	0	-1.386666667	21.29	0	-6.557738095
55	21.826	0	-1.611031746	21.761	0	-2.156746032	21.866	0	-1.380595238	21.279	0	-6.539484127
56	21.818	0	-1.603611111	21.753	0	-2.145634921	21.858	0	-1.374543651	21.268	0	-6.521428571
57	21.811	0	-1.596210317	21.746	0	-2.134722222	21.851	0	-1.368511905	21.258	0	-6.503373016
58	21.803	0	-1.588869048	21.738	0	-2.123809524	21.844	0	-1.362539683	21.247	0	-6.485515873
59	21.796	0	-1.581547619	21.731	0	-2.112896825	21.836	0	-1.35656746	21.237	0	-6.467857143
60	21.788	0	-1.574265873	21.723	0	-2.10218254	21.829	0	-1.350634921	21.227	0	-6.450198413
61	21.781	0	-1.567043651	21.715	0	-2.091468254	21.822	0	-1.344742063	21.216	0	-6.432539683
62	21.773	0	-1.55984127	21.708	0	-2.080753968	21.814	0	-1.338849206	21.206	0	-6.415079365
63	21.766	0	-1.552678571	21.701	0	-2.070238095	21.807	0	-1.333015873	21.196	0	-6.39781746
64	21.759	0	-1.545535714	21.693	0	-2.059722222	21.8	0	-1.327202381	21.186	0	-6.380555556
65	21.751	0	-1.538452381	21.686	0	-2.049206349	21.793	0	-1.32140873	21.176	0	-6.363293651
66	21.744	0	-1.53140873	21.678	0	-2.038690476	21.786	0	-1.315654762	21.166	0	-6.346230159
67	21.737	0	-1.524384921	21.671	0	-2.028373016	21.779	0	-1.309920635	21.156	0	-6.329166667
68	21.73	0	-1.517400794	21.664	0	-2.018253968	21.771	0	-1.304206349	21.146	0	-6.312301587
69	21.723	0	-1.510456349	21.657	0	-2.007936508	21.764	0	-1.298531746	21.136	0	-6.295634921
70	21.716	0	-1.503551587	21.65	0	-1.99781746	21.757	0	-1.292876984	21.126	0	-6.278968254
71	21.708	0	-1.496686508	21.642	0	-1.987698413	21.75	0	-1.287261905	21.117	0	-6.262301587
72	21.701	0	-1.48984127	21.635	0	-1.977638889	21.743	0	-1.281666667	21.107	0	-6.245833333
73	21.694	0	-1.483095238	21.628	0	-1.967757937	21.737	0	-1.276150794	21.097	0	-6.229563492
74	21.687	0	-1.476329365	21.621	0	-1.957837302	21.73	0	-1.270595238	21.088	0	-6.213293651
75	21.68	0	-1.469603175	21.614	0	-1.94797619	21.723	0	-1.265079365	21.078	0	-6.19702381
76	21.673	0	-1.462896825	21.607	0	-1.938154762	21.716	0	-1.259603175	21.069	0	-6.180952381
77	21.667	0	-1.456230159	21.6	0	-1.928412698	21.709	0	-1.254126984	21.059	0	-6.164880952
78	21.66	0	-1.449603175	21.593	0	-1.918710317	21.702	0	-1.248690476	21.05	0	-6.148809524
79	21.653	0	-1.443015873	21.586	0	-1.909087302	21.696	0	-1.243293651	21.04	0	-6.132936508
80	21.646	0	-1.436448413	21.58	0	-1.899503968	21.689	0	-1.237896825	21.031	0	-6.117261905
81	21.639	0	-1.429920635	21.573	0	-1.889980159	21.682	0	-1.232539683	21.022	0	-6.101587302
82	21.633	0	-1.423412698	21.566	0	-1.880496032	21.676	0	-1.227222222	21.013	0	-6.085912698
83	21.626	0	-1.416944444	21.559	0	-1.87109127	21.669	0	-1.221904762	21.003	0	-6.070436508
84	21.619	0	-1.410515873	21.552	0	-1.86172619	21.662	0	-1.216626984	20.994	0	-6.054960317
85	21.612	0	-1.404126984	21.546	0	-1.852420635	21.656	0	-1.211369048	20.985	0	-6.03968254
86	21.606	0	-1.397757937	21.539	0	-1.843154762	21.649	0	-1.206130952	20.976	0	-6.024404762
87	21.599	0	-1.391428571	21.533	0	-1.833968254	21.643	0	-1.20093254	20.967	0	-6.009126984
88	21.593	0	-1.385119048	21.526	0	-1.824821429	21.636	0	-1.195753968	20.958	0	-5.994047619
89	21.586	0	-1.378849206	21.519	0	-1.815714286	21.63	0	-1.190595238	20.949	0	-5.978968254
90	21.58	0	-1.372619048	21.513	0	-1.806686508	21.623	0	-1.185456349	20.94	0	-5.964087302
91	21.573	0	-1.36640873	21.506	0	-1.797698413	21.617	0	-1.180357143	20.932	0	-5.949206349
92	21.567	0	-1.360218254	21.5	0	-1.78875	21.61	0	-1.175277778	20.923	0	-5.934325397
93	21.56	0	-1.354087302	21.493	0	-1.779861111	21.604	0	-1.170218254	20.914	0	-5.919642857
94	21.554	0	-1.34797619	21.487	0	-1.771031746	21.598	0	-1.165178571	20.905	0	-5.904960317
95	21.548	0	-1.341884921	21.481	0	-1.762242063	21.591	0	-1.16015873	20.897	0	-5.89047619
96	21.541	0	-1.335833333	21.474	0	-1.753492063	21.585	0	-1.155178571	20.888	0	-5.875992063
97	21.535	0	-1.329761905	21.468	0	-1.744742063	21.579	0	-1.150178571	20.88	0	-5.861507937
98	21.529	0	-1.323769841	21.462	0	-1.736111111	21.573	0	-1.145238095	20.871	0	-5.84702381
99	21.522	0	-1.31781746	21.456	0	-1.727519841	21.566	0	-1.14031746	20.863	0	-5.832936508
100	21.516	0	-1.311884921	21.449	0	-1.718988095	21.56	0	-1.135436508	20.854	0	-5.818650794
101	21.51	0	-1.305972222	21.443	0	-1.710496032	21.554	0	-1.130555556	20.846	0	-5.804563492
102	21.504	0	-1.300099206	21.437	0	-1.702063492	21.548	0	-1.125714286	20.837	0	-5.79047619
103	21.498	0	-1.294265873	21.431	0	-1.693670635	21.542	0	-1.120892857	20.829	0	-5.776587302
104	21.491	0	-1.288452381	21.425	0	-1.68531746	21.536	0	-1.11609127	20.821	0	-5.762698413
105	21.485	0	-1.28265873	21.419	0	-1.67702381	21.53	0	-1.111309524	20.813	0	-5.748809524
106	21.479	0	-1.276904762	21.413	0	-1.668769841	21.524	0	-1.106547619	20.804	0	-5.735119048
107	21.473	0	-1.271170635	21.407	0	-1.660575397	21.518	0	-1.101805556	20.796	0	-5.721428571
108	21.467	0	-1.26547619	21.401	0	-1.652420635	21.512	0	-1.097103175	20.788	0	-5.707936508
109	21.461	0	-1.259801587	21.395	0	-1.644325397	21.506	0	-1.092400794	20.78	0	-5.694444444
110	21.455	0	-1.254166667	21.389	0	-1.636269841	21.5	0	-1.087738095	20.772	0	-5.680952381
111	21.449	0	-1.248551587	21.383	0	-1.628253968	21.494	0	-1.083095238	20.764	0	-5.667460317
112	21.443	0	-1.242956349	21.377	0	-1.620297619	21.488	0	-1.078472222	20.756	0	-5.654166667
113	21.438	0	-1.237400794	21.371	0	-1.612380952	21.482	0	-1.073869048	20.748	0	-5.640873016
114	21.432	0	-1.231865079	21.365	0	-1.604503968	21.477	0	-1.069285714	20.74	0	-5.627777778
115	21.426	0	-1.226369048	21.36	0	-1.596686508	21.471	0	-1.064722222	20.732	0	-5.61468254
116	21.42	0	-1.220892857	21.354	0	-1.588888889	21.465	0	-1.060178571	20.725	0	-5.601587302
117	21.414	0	-1.215436508	21.348	0	-1.581150794	21.459	0	-1.055674603	20.717	0	-5.588690476
118	21.409	0	-1.21	21.342	0	-1.573472222	21.453	0	-1.051170635	20.709	0	-5.575793651
119	21.403	0	-1.204603175	21.337	0	-1.565813492	21.448	0	-1.046686508	20.701	0	-5.562896825
120	21.397	0	-1.199246032	21.331	0	-1.558214286	21.442	0	-1.042242063	20.694	0	-5.550198413
121	21.391	0	-1.193948413	21.325	0	-1.550714286	21.436	0	-1.037837302	20.686	0	-5.5375
122	21.386	0	-1.188630952	21.32	0	-1.543194444	21.431	0	-1.03343254	20.678	0	-5.524801587
123	21.38	0	-1.183333333	21.314	0	-1.535714286	21.425	0	-1.029047619	20.671	0	-5.512301587
124	21.375	0	-1.178075397	21.309	0	-1.52827381	21.42	0	-1.024662698	20.663	0	-5.499801587
125	21.369	0	-1.172837302	21.303	0	-1.520892857	21.414	0	-1.02031746	20.656	0	-5.487301587
126	21.363	0	-1.167619048	21.298	0	-1.513531746	21.409	0	-1.015972222	20.648	0	-5.475
127	21.358	0	-1.162420635	21.292	0	-1.506230159	21.403	0	-1.011666667	20.641	0	-5.462698413
128	21.352	0	-1.157261905	21.287	0	-1.498948413	21.398	0	-1.007380952	20.634	0	-5.450396825
129	21.347	0	-1.152123016	21.281	0	-1.49172619	21.392	0	-1.003095238	20.626	0	-5.438095238
130	21.341	0	-1.147003968	21.276	0	-1.48452381	21.387	0	-0.998849206	20.619	0	-5.425992063
131	21.336	0	-1.141924603	21.271	0	-1.477380952	21.381	0	-0.994623016	20.612	0	-5.413888889
132	21.331	0	-1.136865079	21.265	0	-1.470277778	21.376	0	-0.990396825	20.604	0	-5.401984127
133	21.325	0	-1.131825397	21.26	0	-1.463194444	21.37	0	-0.986210317	20.597	0	-5.389880952
134	21.32	0	-1.126805556	21.255	0	-1.456170635	21.365	0	-0.982043651	20.59	0	-5.37797619
135	21.314	0	-1.121825397	21.249	0	-1.449166667	21.36	0	-0.977876984	20.583	0	-5.366269841
136	21.309	0	-1.116845238	21.244	0	-1.442222222	21.354	0	-0.97375	20.576	0	-5.354365079
137	21.304	0	-1.111904762	21.239	0	-1.435297619	21.349	0	-0.969623016	20.569	0	-5.34265873
138	21.299	0	-1.106984127	21.234	0	-1.42843254	21.344	0	-0.965535714	20.562	0	-5.331150794
139	21.293	0	-1.102103175	21.229	0	-1.421587302	21.339	0	-0.961448413	20.555	0	-5.319444444
140	21.288	0	-1.097222222	21.223	0	-1.414781746	21.333	0	-0.957380952	20.548	0	-5.307936508
141	21.283	0	-1.092380952	21.218	0	-1.408015873	21.328	0	-0.953353175	20.541	0	-5.296428571
142	21.278	0	-1.087559524	21.213	0	-1.401289683	21.323	0	-0.949325397	20.534	0	-5.285119048
143	21.272	0	-1.082757937	21.208	0	-1.394603175	21.318	0	-0.94531746	20.527	0	-5.273611111
144	21.267	0	-1.07797619	21.203	0	-1.387936508	21.313	0	-0.941329365	20.52	0	-5.262301587
145	21.262	0	-1.073194444	21.198	0	-1.381269841	21.308	0	-0.93734127	20.513	0	-5.250992063
146	21.257	0	-1.068472222	21.193	0	-1.37468254	21.302	0	-0.933373016	20.506	0	-5.239880952
147	21.252	0	-1.063769841	21.188	0	-1.368154762	21.297	0	-0.929444444	20.5	0	-5.228769841
148	21.247	0	-1.05906746	21.183	0	-1.361626984	21.292	0	-0.925535714	20.493	0	-5.21765873
149	21.242	0	-1.054424603	21.178	0	-1.35515873	21.287	0	-0.921646825	20.486	0	-5.206547619
150	21.237	0	-1.049781746	21.173	0	-1.348710317	21.282	0	-0.917757937	20.48	0	-5.195634921
151	21.232	0	-1.04515873	21.168	0	-1.342301587	21.277	0	-0.91390873	20.473	0	-5.184722222
152	21.227	0	-1.040575397	21.163	0	-1.33593254	21.272	0	-0.910059524	20.466	0	-5.173809524
153	21.222	0	-1.035992063	21.159	0	-1.329603175	21.267	0	-0.906230159	20.46	0	-5.163095238
154	21.217	0	-1.031448413	21.154	0	-1.323293651	21.262	0	-0.902420635	20.453	0	-5.152380952
155	21.212	0	-1.026924603	21.149	0	-1.31702381	21.257	0	-0.898630952	20.447	0	-5.141666667
156	21.207	0	-1.022420635	21.144	0	-1.310793651	21.253	0	-0.894861111	20.44	0	-5.130952381
157	21.202	0	-1.017936508	21.139	0	-1.304583333	21.248	0	-0.89109127	20.434	0	-5.120436508
158	21.198	0	-1.013492063	21.135	0	-1.298412698	21.243	0	-0.887361111	20.427	0	-5.109722222
159	21.193	0	-1.009047619	21.13	0	-1.292281746	21.238	0	-0.883630952	20.421	0	-5.099404762
160	21.188	0	-1.004623016	21.125	0	-1.286170635	21.233	0	-0.879940476	20.415	0	-5.088888889
161	21.183	0	-1.000238095	21.121	0	-1.280099206	21.228	0	-0.87625	20.408	0	-5.078571429
162	21.178	0	-0.995853175	21.116	0	-1.274047619	21.224	0	-0.872579365	20.402	0	-5.068253968
163	21.174	0	-0.991507937	21.111	0	-1.268055556	21.219	0	-0.86890873	20.396	0	-5.057936508
164	21.169	0	-0.98718254	21.107	0	-1.262063492	21.214	0	-0.865277778	20.39	0	-5.047619048
165	21.164	0	-0.982876984	21.102	0	-1.256130952	21.209	0	-0.861646825	20.383	0	-5.0375
166	21.16	0	-0.978571429	21.098	0	-1.250218254	21.205	0	-0.858055556	20.377	0	-5.027380952
167	21.155	0	-0.974305556	21.093	0	-1.244325397	21.2	0	-0.854464286	20.371	0	-5.017261905
168	21.15	0	-0.970059524	21.088	0	-1.238472222	21.195	0	-0.850892857	20.365	0	-5.00734127
169	21.146	0	-0.965873016	21.084	0	-1.232718254	21.191	0	-0.847361111	20.359	0	-4.997420635
170	21.141	0	-0.961666667	21.079	0	-1.226924603	21.186	0	-0.843829365	20.353	0	-4.9875
171	21.137	0	-0.957480159	21.075	0	-1.221170635	21.182	0	-0.840297619	20.347	0	-4.977579365
172	21.132	0	-0.953313492	21.071	0	-1.215436508	21.177	0	-0.836785714	20.341	0	-4.967857143
173	21.127	0	-0.949166667	21.066	0	-1.209742063	21.172	0	-0.833293651	20.335	0	-4.957936508
174	21.123	0	-0.945039683	21.062	0	-1.20406746	21.168	0	-0.829821429	20.329	0	-4.948214286
175	21.118	0	-0.94093254	21.057	0	-1.19843254	21.163	0	-0.826349206	20.323	0	-4.938492063
176	21.114	0	-0.936845238	21.053	0	-1.19281746	21.159	0	-0.822916667	20.317	0	-4.928968254
177	21.109	0	-0.932777778	21.049	0	-1.187242063	21.154	0	-0.819484127	20.311	0	-4.919444444
178	21.105	0	-0.928670635	21.044	0	-1.181587302	21.15	0	-0.816011905	20.305	0	-4.909722222
179	21.101	0	-0.924642857	21.04	0	-1.176071429	21.145	0	-0.811964286	20.299	0	-4.900198413
180	21.096	0	-0.920615079	21.036	0	-1.170575397	21.141	0	-0.808015873	20.294	0	-4.890674603
181	21.092	0	-0.916626984	21.031	0	-1.165119048	21.137	0	-0.804186508	20.288	0	-4.881349206
182	21.087	0	-0.91265873	21.027	0	-1.15968254	21.132	0	-0.800416667	20.282	0	-4.870833333
183	21.083	0	-0.908710317	21.023	0	-1.154265873	21.128	0	-0.796666667	20.276	0	-4.860714286
184	21.079	0	-0.904781746	21.019	0	-1.148888889	21.124	0	-0.792956349	20.271	0	-4.850396825
185	21.074	0	-0.900853175	21.014	0	-1.143531746	21.119	0	-0.789265873	20.265	0	-4.840277778
186	21.07	0	-0.896964286	21.01	0	-1.138214286	21.115	0	-0.785575397	20.259	0	-4.830357143
187	21.066	0	-0.893075397	21.006	0	-1.132916667	21.111	0	-0.781924603	20.254	0	-4.820238095
188	21.062	0	-0.88922619	21.002	0	-1.127638889	21.106	0	-0.77827381	20.248	0	-4.81031746
189	21.057	0	-0.885376984	20.998	0	-1.122400794	21.102	0	-0.774662698	20.243	0	-4.800396825
190	21.053	0	-0.881547619	20.994	0	-1.11718254	21.098	0	-0.771051587	20.237	0	-4.79047619
191	21.049	0	-0.877738095	20.989	0	-1.111984127	21.094	0	-0.767460317	20.232	0	-4.780753968
192	21.045	0	-0.873948413	20.985	0	-1.106825397	21.09	0	-0.763888889	20.226	0	-4.771031746
193	21.041	0	-0.870218254	20.981	0	-1.101746032	21.085	0	-0.760376984	20.221	0	-4.761309524
194	21.036	0	-0.866468254	20.977	0	-1.096626984	21.081	0	-0.756845238	20.216	0	-4.751785714
195	21.032	0	-0.862738095	20.973	0	-1.091547619	21.077	0	-0.753313492	20.21	0	-4.742063492
196	21.028	0	-0.859007937	20.969	0	-1.086488095	21.073	0	-0.749821429	20.205	0	-4.732539683
197	21.024	0	-0.85531746	20.965	0	-1.081448413	21.069	0	-0.746329365	20.2	0	-4.723015873
198	21.02	0	-0.851626984	20.961	0	-1.076448413	21.065	0	-0.742857143	20.194	0	-4.713492063
199	21.016	0	-0.847956349	20.957	0	-1.071468254	21.061	0	-0.739424603	20.189	0	-4.704166667
200	21.012	0	-0.844325397	20.953	0	-1.066507937	21.057	0	-0.735972222	20.184	0	-4.69484127
201	21.008	0	-0.840674603	20.949	0	-1.061587302	21.053	0	-0.732559524	20.179	0	-4.685515873
202	21.004	0	-0.837063492	20.946	0	-1.056686508	21.049	0	-0.729166667	20.173	0	-4.676190476
203	21	0	-0.833472222	20.942	0	-1.051805556	21.045	0	-0.72577381	20.168	0	-4.667063492
204	20.996	0	-0.829880952	20.938	0	-1.046944444	21.041	0	-0.722420635	20.163	0	-4.657936508
205	20.992	0	-0.826329365	20.934	0	-1.042123016	21.037	0	-0.71906746	20.158	0	-4.648809524
206	20.988	0	-0.822777778	20.93	0	-1.037301587	21.033	0	-0.715734127	20.153	0	-4.63968254
207	20.984	0	-0.819246032	20.926	0	-1.032519841	21.029	0	-0.712400794	20.148	0	-4.630753968
208	20.98	0	-0.815734127	20.922	0	-1.027777778	21.025	0	-0.709107143	20.143	0	-4.621626984
209	20.976	0	-0.811825397	20.919	0	-1.023035714	21.021	0	-0.705813492	20.138	0	-4.612698413
210	20.972	0	-0.807837302	20.915	0	-1.018333333	21.017	0	-0.702539683	20.133	0	-4.603968254
211	20.969	0	-0.803869048	20.911	0	-1.013650794	21.013	0	-0.699285714	20.128	0	-4.595039683
212	20.965	0	-0.799940476	20.907	0	-1.008988095	21.01	0	-0.696051587	20.123	0	-4.586309524
213	20.961	0	-0.796011905	20.904	0	-1.004345238	21.006	0	-0.692837302	20.118	0	-4.577579365
214	20.957	0	-0.792103175	20.9	0	-0.999722222	21.002	0	-0.689623016	20.113	0	-4.568849206
215	20.954	0	-0.788234127	20.896	0	-0.995138889	20.998	0	-0.686428571	20.108	0	-4.560119048
216	20.95	0	-0.784365079	20.893	0	-0.990575397	20.994	0	-0.683253968	20.104	0	-4.551587302
217	20.946	0	-0.780496032	20.889	0	-0.985992063	20.991	0	-0.680059524	20.099	0	-4.542857143
218	20.942	0	-0.776686508	20.885	0	-0.981468254	20.987	0	-0.676924603	20.094	0	-4.534325397
219	20.939	0	-0.772876984	20.882	0	-0.976964286	20.983	0	-0.673789683	20.089	0	-4.525793651
220	20.935	0	-0.769107143	20.878	0	-0.9725	20.979	0	-0.670674603	20.084	0	-4.517460317
221	20.931	0	-0.765337302	20.874	0	-0.968035714	20.976	0	-0.667579365	20.08	0	-4.509126984
222	20.928	0	-0.761587302	20.871	0	-0.963611111	20.972	0	-0.664484127	20.075	0	-4.500793651
223	20.924	0	-0.757876984	20.867	0	-0.959206349	20.968	0	-0.66140873	20.07	0	-4.492460317
224	20.92	0	-0.754166667	20.864	0	-0.954801587	20.965	0	-0.658353175	20.066	0	-4.484126984
225	20.917	0	-0.75047619	20.86	0	-0.950436508	20.961	0	-0.65531746	20.061	0	-4.475992063
226	20.913	0	-0.746805556	20.857	0	-0.946111111	20.957	0	-0.652281746	20.056	0	-4.46765873
227	20.91	0	-0.743154762	20.853	0	-0.941785714	20.954	0	-0.649265873	20.052	0	-4.45952381
228	20.906	0	-0.73952381	20.85	0	-0.937480159	20.95	0	-0.646269841	20.047	0	-4.451388889
229	20.903	0	-0.735912698	20.846	0	-0.933194444	20.946	0	-0.643293651	20.043	0	-4.443452381
230	20.899	0	-0.732321429	20.843	0	-0.928948413	20.943	0	-0.64031746	20.038	0	-4.43531746
231	20.896	0	-0.72875	20.839	0	-0.924702381	20.939	0	-0.637361111	20.034	0	-4.427380952
232	20.892	0	-0.725178571	20.836	0	-0.920496032	20.936	0	-0.634424603	20.029	0	-4.419444444
233	20.889	0	-0.721646825	20.832	0	-0.916289683	20.932	0	-0.631507937	20.025	0	-4.411507937
234	20.885	0	-0.718115079	20.829	0	-0.912123016	20.929	0	-0.62859127	20.02	0	-4.403769841
235	20.882	0	-0.714623016	20.826	0	-0.90797619	20.925	0	-0.625694444	20.016	0	-4.396031746
236	20.878	0	-0.711130952	20.822	0	-0.903829365	20.922	0	-0.622797619	20.011	0	-4.388095238
237	20.875	0	-0.70765873	20.819	0	-0.899722222	20.918	0	-0.619920635	20.007	0	-4.380357143
238	20.871	0	-0.704206349	20.815	0	-0.895634921	20.915	0	-0.617063492	20.002	0	-4.37281746
239	20.868	0	-0.70077381	20.812	0	-0.89156746	20.911	0	-0.61422619	19.998	0	-4.365079365
240	20.865	0	-0.697361111	20.809	0	-0.887519841	20.908	0	-0.611388889	19.994	0	-4.357539683
241	20.861	0	-0.694007937	20.805	0	-0.883511905	20.904	0	-0.608611111	19.99	0	-4.35
242	20.858	0	-0.690615079	20.802	0	-0.879503968	20.901	0	-0.605813492	19.985	0	-4.342460317
243	20.855	0	-0.687261905	20.799	0	-0.875515873	20.898	0	-0.603015873	19.981	0	-4.334920635
244	20.851	0	-0.68390873	20.796	0	-0.871547619	20.894	0	-0.600238095	19.977	0	-4.327380952
245	20.848	0	-0.680575397	20.792	0	-0.867599206	20.891	0	-0.597480159	19.972	0	-4.320039683
246	20.845	0	-0.677261905	20.789	0	-0.863650794	20.887	0	-0.594722222	19.968	0	-4.312698413
247	20.841	0	-0.673968254	20.786	0	-0.859742063	20.884	0	-0.591984127	19.964	0	-4.305357143
248	20.838	0	-0.670694444	20.783	0	-0.855853175	20.881	0	-0.589265873	19.96	0	-4.298015873
249	20.835	0	-0.667420635	20.78	0	-0.851984127	20.877	0	-0.586547619	19.956	0	-4.290674603
250	20.832	0	-0.664166667	20.776	0	-0.848115079	20.874	0	-0.583849206	19.952	0	-4.283531746
251	20.828	0	-0.660952381	20.773	0	-0.844285714	20.871	0	-0.581170635	19.948	0	-4.276190476
252	20.825	0	-0.657738095	20.77	0	-0.84047619	20.868	0	-0.578492063	19.943	0	-4.269047619
