Zeit [h]	Variante 7.3 Raumlufttemperatur [C]	Variante 7.3 Trans.Strahlung Fenster [W/m2]	Variante 7.3 Wärmeleitung Fenster [W/m2]	Variante 7.4 Raumlufttemperatur [C]	Variante 7.4 Trans.Strahlung Fenster [W/m2]	Variante 7.4 Wärmeleitung Fenster [W/m2]	Variante 7.5 Raumlufttemperatur [C]	Variante 7.5 Trans.Strahlung Fenster [W/m2]	Variante 7.5 Wärmeleitung Fenster [W/m2]	Variante 7.6 Raumlufttemperatur [C]	Variante 7.6 Trans.Strahlung Fenster [W/m2]	Variante 7.6 Wärmeleitung Fenster [W/m2]
7540	20	0.00E+00	-7.44E-06	20	0	-6.70E-06	20	0	-0.002026647	19.046	0	-2.775992063
7541	20	0.00E+00	-7.34E-06	20	0	-6.61E-06	20	0	-0.002026587	19.046	0	-2.775992063
7542	20	0.00E+00	-7.25E-06	20	0	-6.52E-06	20	0	-0.002026528	19.046	0	-2.775992063
7543	20	0.00E+00	-7.16E-06	20	0	-6.44E-06	20	0	-0.002026468	19.046	0	-2.775992063
7544	20	0.00E+00	-7.07E-06	20	0	-6.35E-06	20	0	-0.002026389	19.046	0	-2.775992063
7545	20	0.00E+00	-6.98E-06	20	0	-6.26E-06	20	0	-0.002026329	19.046	0	-2.775992063
7546	20	0.00E+00	-6.88E-06	20	0	-6.17E-06	20	0	-0.00202627	19.046	0	-2.775992063
7547	20	0.00E+00	-6.79E-06	20	0	-6.08E-06	20	0	-0.00202621	19.046	0	-2.775992063
7548	20	0.00E+00	-6.70E-06	20	0	-6.00E-06	20	0	-0.002026151	19.046	0	-2.775992063
7549	20	0.00E+00	-6.61E-06	20	0	-5.91E-06	20	0	-0.002026091	19.046	0	-2.775992063
7550	20	0.00E+00	-6.52E-06	20	0	-5.82E-06	20	0	-0.002026032	19.046	0	-2.775992063
7551	20	0.00E+00	-6.43E-06	20	0	-5.74E-06	20	0	-0.002025972	19.046	0	-2.775992063
7552	20	0.00E+00	-6.35E-06	20	0	-5.65E-06	20	0	-0.002025913	19.046	0	-2.775992063
7553	20	0.00E+00	-6.26E-06	20	0	-5.56E-06	20	0	-0.002025853	19.046	0	-2.775992063
7554	20	0.00E+00	-6.17E-06	20	0	-5.48E-06	20	0	-0.002025794	19.046	0	-2.775992063
7555	20	0.00E+00	-6.08E-06	20	0	-5.39E-06	20	0	-0.002025714	19.046	0	-2.775992063
7556	20	0.00E+00	-5.99E-06	20	0	-5.31E-06	20	0	-0.002025655	19.046	0	-2.775992063
7557	20	0.00E+00	-5.91E-06	20	0	-5.23E-06	20	0	-0.002025595	19.046	0	-2.775992063
7558	20	0.00E+00	-5.82E-06	20	0	-5.14E-06	20	0	-0.002025536	19.046	0	-2.775992063
7559	20	0.00E+00	-5.73E-06	20	0	-5.06E-06	20	0	-0.002025496	19.046	0	-2.775992063
7560	20	0.00E+00	-5.64E-06	20	0	-4.97E-06	20	0	-0.002025437	19.046	0	-2.775992063
7561	20	0.00E+00	-5.56E-06	20	0	-4.89E-06	20	0	-0.002025377	19.046	0	-2.775992063
7562	20	0.00E+00	-5.47E-06	20	0	-4.81E-06	20	0	-0.002025317	19.046	0	-2.775992063
7563	20	0.00E+00	-5.39E-06	20	0	-4.73E-06	20	0	-0.002025258	19.046	0	-2.775992063
7564	20	0.00E+00	-5.30E-06	20	0	-4.64E-06	20	0	-0.002025198	19.046	0	-2.775992063
7565	20	0.00E+00	-5.22E-06	20	0	-4.56E-06	20	0	-0.002025139	19.046	0	-2.775992063
7566	20	0.00E+00	-5.13E-06	20	0	-4.48E-06	20	0	-0.002025079	19.046	0	-2.775992063
7567	20	0.00E+00	-5.05E-06	20	0	-4.40E-06	20	0	-0.00202502	19.046	0	-2.775992063
7568	20	0.00E+00	-4.96E-06	20	0	-4.32E-06	20	0	-0.00202496	19.046	0	-2.775992063
7569	20	0.00E+00	-4.88E-06	20	0	-4.24E-06	20	0	-0.002024901	19.046	0	-2.775992063
7570	20	0.00E+00	-4.80E-06	20	0	-4.16E-06	20	0	-0.002024841	19.046	0	-2.775992063
7571	20	0.00E+00	-4.71E-06	20	0	-4.08E-06	20	0	-0.002024802	19.046	0	-2.775992063
7572	20	0.00E+00	-4.63E-06	20	0	-4.00E-06	20	0	-0.002024742	19.046	0	-2.775992063
7573	20	0.00E+00	-4.55E-06	20	0	-3.92E-06	20	0	-0.002024683	19.046	0	-2.775992063
7574	20	0.00E+00	-4.47E-06	20	0	-3.84E-06	20	0	-0.002024623	19.046	0	-2.775992063
7575	20	0.00E+00	-4.39E-06	20	0	-3.76E-06	20	0	-0.002024563	19.046	0	-2.775992063
7576	20	0.00E+00	-4.30E-06	20	0	-3.68E-06	20	0	-0.002024504	19.046	0	-2.775992063
7577	20	0.00E+00	-4.22E-06	20	0	-3.60E-06	20	0	-0.002024464	19.046	0	-2.775992063
7578	20	0.00E+00	-4.14E-06	20	0	-3.52E-06	20	0	-0.002024405	19.046	0	-2.775992063
7579	20	0.00E+00	-4.06E-06	20	0	-3.44E-06	20	0	-0.002024345	19.046	0	-2.775992063
7580	20	0.00E+00	-3.98E-06	20	0	-3.37E-06	20	0	-0.002024286	19.046	0	-2.775992063
7581	20	0.00E+00	-3.90E-06	20	0	-3.29E-06	20	0	-0.002024246	19.046	0	-2.775992063
7582	20	0.00E+00	-3.82E-06	20	0	-3.21E-06	20	0	-0.002024187	19.046	0	-2.775992063
7583	20	0.00E+00	-3.74E-06	20	0	-3.14E-06	20	0	-0.002024127	19.046	0	-2.775992063
7584	20	0.00E+00	-3.66E-06	20	0	-3.06E-06	20	0	-0.002024067	19.046	0	-2.775992063
7585	20	0.00E+00	-3.58E-06	20	0	-2.98E-06	20	0	-0.002024028	19.046	0	-2.775992063
7586	20	0.00E+00	-3.51E-06	20	0	-2.91E-06	20	0	-0.002023968	19.046	0	-2.775992063
7587	20	0.00E+00	-3.43E-06	20	0	-2.83E-06	20	0	-0.002023909	19.046	0	-2.775992063
7588	20	0.00E+00	-3.35E-06	20	0	-2.76E-06	20	0	-0.002023869	19.046	0	-2.775992063
7589	20	0.00E+00	-3.27E-06	20	0	-2.68E-06	20	0	-0.00202381	19.046	0	-2.775992063
7590	20	0.00E+00	-3.19E-06	20	0	-2.61E-06	20	0	-0.00202375	19.046	0	-2.775992063
7591	20	0.00E+00	-3.12E-06	20	0	-2.53E-06	20	0	-0.00202371	19.046	0	-2.775992063
7592	20	0.00E+00	-3.04E-06	20	0	-2.46E-06	20	0	-0.002023651	19.046	0	-2.775992063
7593	20	0.00E+00	-2.96E-06	20	0	-2.39E-06	20	0	-0.002023591	19.046	0	-2.775992063
7594	20	0.00E+00	-2.89E-06	20	0	-2.31E-06	20	0	-0.002023552	19.046	0	-2.775992063
7595	20	0.00E+00	-2.81E-06	20	0	-2.24E-06	20	0	-0.002023492	19.046	0	-2.775992063
7596	20	0.00E+00	-2.74E-06	20	0	-2.16E-06	20	0	-0.002023452	19.046	0	-2.775992063
7597	20	0.00E+00	-2.66E-06	20	0	-2.09E-06	20	0	-0.002023393	19.046	0	-2.775992063
7598	20	0.00E+00	-2.59E-06	20	0	-2.02E-06	20	0	-0.002023333	19.046	0	-2.775992063
7599	20	0.00E+00	-2.51E-06	20	0	-1.95E-06	20	0	-0.002023294	19.046	0	-2.775992063
7600	20	0.00E+00	-2.44E-06	20	0	-1.87E-06	20	0	-0.002023234	19.046	0	-2.775992063
7601	20	0.00E+00	-2.36E-06	20	0	-1.80E-06	20	0	-0.002023194	19.046	0	-2.775992063
7602	20	0.00E+00	-2.29E-06	20	0	-1.73E-06	20	0	-0.002023135	19.046	0	-2.775992063
7603	20	0.00E+00	-2.21E-06	20	0	-1.66E-06	20	0	-0.002023095	19.046	0	-2.775992063
7604	20	0.00E+00	-2.14E-06	20	0	-1.59E-06	20	0	-0.002023036	19.046	0	-2.775992063
7605	20	0.00E+00	-2.07E-06	20	0	-1.52E-06	20	0	-0.002022976	19.046	0	-2.775992063
7606	20	0.00E+00	-1.99E-06	20	0	-1.45E-06	20	0	-0.002022937	19.046	0	-2.775992063
7607	20	0.00E+00	-1.92E-06	20	0	-1.38E-06	20	0	-0.002022877	19.046	0	-2.775992063
7608	20	0.00E+00	-1.85E-06	20	0	-1.31E-06	20	0	-0.002022837	19.046	0	-2.775992063
7609	20	0.00E+00	-1.78E-06	20	0	-1.24E-06	20	0	-0.002022778	19.046	0	-2.775992063
7610	20	0.00E+00	-1.70E-06	20	0	-1.17E-06	20	0	-0.002022738	19.046	0	-2.775992063
7611	20	0.00E+00	-1.63E-06	20	0	-1.10E-06	20	0	-0.002022698	19.046	0	-2.775992063
7612	20	0.00E+00	-1.56E-06	20	0	-1.03E-06	20	0	-0.002022639	19.046	0	-2.775992063
7613	20	0.00E+00	-1.49E-06	20	0	-9.61E-07	20	0	-0.002022599	19.046	0	-2.775992063
7614	20	0.00E+00	-1.42E-06	20	0	-8.93E-07	20	0	-0.00202254	19.046	0	-2.775992063
7615	20	0.00E+00	-1.35E-06	20	0	-8.24E-07	20	0	-0.0020225	19.046	0	-2.775992063
7616	20	0.00E+00	-1.28E-06	20	0	-7.56E-07	20	0	-0.00202244	19.046	0	-2.775992063
7617	20	0.00E+00	-1.21E-06	20	0	-6.89E-07	20	0	-0.002022401	19.046	0	-2.775992063
7618	20	0.00E+00	-1.14E-06	20	0	-6.21E-07	20	0	-0.002022361	19.046	0	-2.775992063
7619	20	0.00E+00	-1.07E-06	20	0	-5.54E-07	20	0	-0.002022302	19.046	0	-2.775992063
7620	20	0.00E+00	-9.98E-07	20	0	-4.87E-07	20	0	-0.002022262	19.046	0	-2.775992063
7621	20	0.00E+00	-9.29E-07	20	0	-4.20E-07	20	0	-0.002022202	19.046	0	-2.775992063
7622	20	0.00E+00	-8.60E-07	20	0	-3.53E-07	20	0	-0.002022163	19.046	0	-2.775992063
7623	20	0.00E+00	-7.92E-07	20	0	-2.87E-07	20	0	-0.002022123	19.046	0	-2.775992063
7624	20	0.00E+00	-7.23E-07	20	0	-2.21E-07	20	0	-0.002022063	19.046	0	-2.775992063
7625	20	0.00E+00	-6.55E-07	20	0	-1.55E-07	20	0	-0.002022024	19.046	0	-2.775992063
7626	20	0.00E+00	-5.87E-07	20	0	-8.98E-08	20	0	-0.002021984	19.046	0	-2.775992063
7627	20	0.00E+00	-5.20E-07	20	0	-2.45E-08	20	0	-0.002021925	19.046	0	-2.775992063
7628	20	0.00E+00	-4.52E-07	20	0	4.06E-08	20	0	-0.002021885	19.046	0	-2.775992063
7629	20	0.00E+00	-3.85E-07	20	0	1.05E-07	20	0	-0.002021845	19.046	0	-2.775992063
7630	20	0.00E+00	-3.18E-07	20	0	1.70E-07	20	0	-0.002021786	19.046	0	-2.775992063
7631	20	0.00E+00	-2.52E-07	20	0	2.34E-07	20	0	-0.002021746	19.046	0	-2.775992063
7632	20	0.00E+00	-1.85E-07	20	0	2.99E-07	20	0	-0.002021706	19.046	0	-2.775992063
7633	20	0.00E+00	-1.19E-07	20	0	3.63E-07	20	0	-0.002021647	19.046	0	-2.775992063
7634	20	0.00E+00	-5.28E-08	20	0	4.26E-07	20	0	-0.002021607	19.046	0	-2.775992063
7635	20	0.00E+00	1.28E-08	20	0	4.90E-07	20	0	-0.002021567	19.046	0	-2.775992063
7636	20	0.00E+00	7.83E-08	20	0	5.53E-07	20	0	-0.002021528	19.046	0	-2.775992063
7637	20	0.00E+00	1.43E-07	20	0	6.16E-07	20	0	-0.002021468	19.046	0	-2.775992063
7638	20	0.00E+00	2.08E-07	20	0	6.79E-07	20	0	-0.002021429	19.046	0	-2.775992063
7639	20	0.00E+00	2.73E-07	20	0	7.41E-07	20	0	-0.002021389	19.046	0	-2.775992063
7640	20	0.00E+00	3.38E-07	20	0	8.03E-07	20	0	-0.002021349	19.046	0	-2.775992063
7641	20	0.00E+00	4.02E-07	20	0	8.65E-07	20	0	-0.00202131	19.046	0	-2.775992063
7642	20	0.00E+00	4.66E-07	20	0	9.27E-07	20	0	-0.00202125	19.046	0	-2.775992063
7643	20	0.00E+00	5.30E-07	20	0	9.89E-07	20	0	-0.00202121	19.046	0	-2.775992063
7644	20	0.00E+00	5.93E-07	20	0	1.05E-06	20	0	-0.002021171	19.046	0	-2.775992063
7645	20	0.00E+00	6.57E-07	20	0	1.11E-06	20	0	-0.002021131	19.046	0	-2.775992063
7646	20	0.00E+00	7.20E-07	20	0	1.17E-06	20	0	-0.002021091	19.046	0	-2.775992063
7647	20	0.00E+00	7.82E-07	20	0	1.23E-06	20	0	-0.002021032	19.046	0	-2.775992063
7648	20	0.00E+00	8.45E-07	20	0	1.29E-06	20	0	-0.002020992	19.046	0	-2.775992063
7649	20	0.00E+00	9.07E-07	20	0	1.35E-06	20	0	-0.002020952	19.046	0	-2.775992063
7650	20	0.00E+00	9.70E-07	20	0	1.41E-06	20	0	-0.002020913	19.046	0	-2.775992063
7651	20	0.00E+00	1.03E-06	20	0	1.47E-06	20	0	-0.002020873	19.046	0	-2.775992063
7652	20	0.00E+00	1.09E-06	20	0	1.53E-06	20	0	-0.002020833	19.046	0	-2.775992063
7653	20	0.00E+00	1.15E-06	20	0	1.59E-06	20	0	-0.002020794	19.046	0	-2.775992063
7654	20	0.00E+00	1.22E-06	20	0	1.65E-06	20	0	-0.002020754	19.046	0	-2.775992063
7655	20	0.00E+00	1.28E-06	20	0	1.71E-06	20	0	-0.002020694	19.046	0	-2.775992063
7656	20	0.00E+00	1.34E-06	20	0	1.77E-06	20	0	-0.002020655	19.046	0	-2.775992063
7657	20	0.00E+00	1.40E-06	20	0	1.83E-06	20	0	-0.002020615	19.046	0	-2.775992063
7658	20	0.00E+00	1.46E-06	20	0	1.89E-06	20	0	-0.002020575	19.046	0	-2.775992063
7659	20	0.00E+00	1.52E-06	20	0	1.94E-06	20	0	-0.002020536	19.046	0	-2.775992063
7660	20	0.00E+00	1.58E-06	20	0	2.00E-06	20	0	-0.002020496	19.046	0	-2.775992063
7661	20	0.00E+00	1.64E-06	20	0	2.06E-06	20	0	-0.002020456	19.046	0	-2.775992063
7662	20	0.00E+00	1.70E-06	20	0	2.12E-06	20	0	-0.002020417	19.046	0	-2.775992063
7663	20	0.00E+00	1.76E-06	20	0	2.17E-06	20	0	-0.002020377	19.046	0	-2.775992063
7664	20	0.00E+00	1.82E-06	20	0	2.23E-06	20	0	-0.002020337	19.046	0	-2.775992063
7665	20	0.00E+00	1.88E-06	20	0	2.29E-06	20	0	-0.002020298	19.046	0	-2.775992063
7666	20	0.00E+00	1.93E-06	20	0	2.35E-06	20	0	-0.002020258	19.046	0	-2.775992063
7667	20	0.00E+00	1.99E-06	20	0	2.40E-06	20	0	-0.002020218	19.046	0	-2.775992063
7668	20	0.00E+00	2.05E-06	20	0	2.46E-06	20	0	-0.002020179	19.046	0	-2.775992063
7669	20	0.00E+00	2.11E-06	20	0	2.51E-06	20	0	-0.002020139	19.046	0	-2.775992063
7670	20	0.00E+00	2.17E-06	20	0	2.57E-06	20	0	-0.002020099	19.046	0	-2.775992063
7671	20	0.00E+00	2.22E-06	20	0	2.63E-06	20	0	-0.00202006	19.046	0	-2.775992063
7672	20	0.00E+00	2.28E-06	20	0	2.68E-06	20	0	-0.00202002	19.046	0	-2.775992063
7673	20	0.00E+00	2.34E-06	20	0	2.74E-06	20	0	-0.00201998	19.046	0	-2.775992063
7674	20	0.00E+00	2.40E-06	20	0	2.79E-06	20	0	-0.00201994	19.046	0	-2.775992063
7675	20	0.00E+00	2.45E-06	20	0	2.85E-06	20	0	-0.002019901	19.046	0	-2.775992063
7676	20	0.00E+00	2.51E-06	20	0	2.90E-06	20	0	-0.002019861	19.046	0	-2.775992063
7677	20	0.00E+00	2.57E-06	20	0	2.95E-06	20	0	-0.002019821	19.046	0	-2.775992063
7678	20	0.00E+00	2.62E-06	20	0	3.01E-06	20	0	-0.002019782	19.046	0	-2.775992063
7679	20	0.00E+00	2.68E-06	20	0	3.06E-06	20	0	-0.002019742	19.046	0	-2.775992063
7680	20	0.00E+00	2.73E-06	20	0	3.12E-06	20	0	-0.002019702	19.046	0	-2.775992063
7681	20	0.00E+00	2.79E-06	20	0	3.17E-06	20	0	-0.002019663	19.046	0	-2.775992063
7682	20	0.00E+00	2.84E-06	20	0	3.22E-06	20	0	-0.002019623	19.046	0	-2.775992063
7683	20	0.00E+00	2.90E-06	20	0	3.28E-06	20	0	-0.002019603	19.046	0	-2.775992063
7684	20	0.00E+00	2.95E-06	20	0	3.33E-06	20	0	-0.002019563	19.046	0	-2.775992063
7685	20	0.00E+00	3.01E-06	20	0	3.38E-06	20	0	-0.002019524	19.046	0	-2.775992063
7686	20	0.00E+00	3.06E-06	20	0	3.44E-06	20	0	-0.002019484	19.046	0	-2.775992063
7687	20	0.00E+00	3.12E-06	20	0	3.49E-06	20	0	-0.002019444	19.046	0	-2.775992063
7688	20	0.00E+00	3.17E-06	20	0	3.54E-06	20	0	-0.002019405	19.046	0	-2.775992063
7689	20	0.00E+00	3.23E-06	20	0	3.59E-06	20	0	-0.002019365	19.046	0	-2.775992063
7690	20	0.00E+00	3.28E-06	20	0	3.64E-06	20	0	-0.002019325	19.046	0	-2.775992063
7691	20	0.00E+00	3.33E-06	20	0	3.70E-06	20	0	-0.002019306	19.046	0	-2.775992063
7692	20	0.00E+00	3.39E-06	20	0	3.75E-06	20	0	-0.002019266	19.046	0	-2.775992063
7693	20	0.00E+00	3.44E-06	20	0	3.80E-06	20	0	-0.002019226	19.046	0	-2.775992063
7694	20	0.00E+00	3.49E-06	20	0	3.85E-06	20	0	-0.002019187	19.046	0	-2.775992063
7695	20	0.00E+00	3.54E-06	20	0	3.90E-06	20	0	-0.002019147	19.046	0	-2.775992063
7696	20	0.00E+00	3.60E-06	20	0	3.95E-06	20	0	-0.002019127	19.046	0	-2.775992063
7697	20	0.00E+00	3.65E-06	20	0	4.00E-06	20	0	-0.002019087	19.046	0	-2.775992063
7698	20	0.00E+00	3.70E-06	20	0	4.05E-06	20	0	-0.002019048	19.046	0	-2.775992063
7699	20	0.00E+00	3.75E-06	20	0	4.10E-06	20	0	-0.002019008	19.046	0	-2.775992063
7700	20	0.00E+00	3.81E-06	20	0	4.15E-06	20	0	-0.002018968	19.046	0	-2.775992063
7701	20	0.00E+00	3.86E-06	20	0	4.20E-06	20	0	-0.002018948	19.046	0	-2.775992063
7702	20	0.00E+00	3.91E-06	20	0	4.25E-06	20	0	-0.002018909	19.046	0	-2.775992063
7703	20	0.00E+00	3.96E-06	20	0	4.30E-06	20	0	-0.002018869	19.046	0	-2.775992063
7704	20	0.00E+00	4.01E-06	20	0	4.35E-06	20	0	-0.002018829	19.046	0	-2.775992063
7705	20	0.00E+00	4.06E-06	20	0	4.40E-06	20	0	-0.00201881	19.046	0	-2.775992063
7706	20	0.00E+00	4.11E-06	20	0	4.45E-06	20	0	-0.00201877	19.046	0	-2.775992063
7707	20	0.00E+00	4.16E-06	20	0	4.50E-06	20	0	-0.00201873	19.046	0	-2.775992063
7708	20	0.00E+00	4.21E-06	20	0	4.55E-06	20	0	-0.00201869	19.046	0	-2.775992063
7709	20	0.00E+00	4.26E-06	20	0	4.59E-06	20	0	-0.002018671	19.046	0	-2.775992063
7710	20	0.00E+00	4.31E-06	20	0	4.64E-06	20	0	-0.002018631	19.046	0	-2.775992063
7711	20	0.00E+00	4.36E-06	20	0	4.69E-06	20	0	-0.002018591	19.046	0	-2.775992063
7712	20	0.00E+00	4.41E-06	20	0	4.74E-06	20	0	-0.002018552	19.046	0	-2.775992063
7713	20	0.00E+00	4.46E-06	20	0	4.79E-06	20	0	-0.002018532	19.046	0	-2.775992063
7714	20	0.00E+00	4.51E-06	20	0	4.83E-06	20	0	-0.002018492	19.046	0	-2.775992063
7715	20	0.00E+00	4.56E-06	20	0	4.88E-06	20	0	-0.002018452	19.046	0	-2.775992063
7716	20	0.00E+00	4.61E-06	20	0	4.93E-06	20	0	-0.002018433	19.046	0	-2.775992063
7717	20	0.00E+00	4.66E-06	20	0	4.97E-06	20	0	-0.002018393	19.046	0	-2.775992063
7718	20	0.00E+00	4.70E-06	20	0	5.02E-06	20	0	-0.002018353	19.046	0	-2.775992063
7719	20	0.00E+00	4.75E-06	20	0	5.07E-06	20	0	-0.002018333	19.046	0	-2.775992063
7720	20	0.00E+00	4.80E-06	20	0	5.11E-06	20	0	-0.002018294	19.046	0	-2.775992063
7721	20	0.00E+00	4.85E-06	20	0	5.16E-06	20	0	-0.002018254	19.046	0	-2.775992063
7722	20	0.00E+00	4.90E-06	20	0	5.21E-06	20	0	-0.002018234	19.046	0	-2.775992063
7723	20	0.00E+00	4.94E-06	20	0	5.25E-06	20	0	-0.002018194	19.046	0	-2.775992063
7724	20	0.00E+00	4.99E-06	20	0	5.30E-06	20	0	-0.002018155	19.046	0	-2.775992063
7725	20	0.00E+00	5.04E-06	20	0	5.34E-06	20	0	-0.002018135	19.046	0	-2.775992063
7726	20	0.00E+00	5.09E-06	20	0	5.39E-06	20	0	-0.002018095	19.046	0	-2.775992063
7727	20	0.00E+00	5.13E-06	20	0	5.44E-06	20	0	-0.002018075	19.046	0	-2.775992063
7728	20	0.00E+00	5.18E-06	20	0	5.48E-06	20	0	-0.002018036	19.046	0	-2.775992063
7729	20	0.00E+00	5.23E-06	20	0	5.53E-06	20	0	-0.002017996	19.046	0	-2.775992063
7730	20	0.00E+00	5.27E-06	20	0	5.57E-06	20	0	-0.002017976	19.046	0	-2.775992063
7731	20	0.00E+00	5.32E-06	20	0	5.62E-06	20	0	-0.002017937	19.046	0	-2.775992063
7732	20	0.00E+00	5.36E-06	20	0	5.66E-06	20	0	-0.002017917	19.046	0	-2.775992063
7733	20	0.00E+00	5.41E-06	20	0	5.70E-06	20	0	-0.002017877	19.046	0	-2.775992063
7734	20	0.00E+00	5.46E-06	20	0	5.75E-06	20	0	-0.002017837	19.046	0	-2.775992063
7735	20	0.00E+00	5.50E-06	20	0	5.79E-06	20	0	-0.002017817	19.046	0	-2.775992063
7736	20	0.00E+00	5.55E-06	20	0	5.84E-06	20	0	-0.002017778	19.046	0	-2.775992063
7737	20	0.00E+00	5.59E-06	20	0	5.88E-06	20	0	-0.002017758	19.046	0	-2.775992063
7738	20	0.00E+00	5.64E-06	20	0	5.92E-06	20	0	-0.002017718	19.046	0	-2.775992063
7739	20	0.00E+00	5.68E-06	20	0	5.97E-06	20	0	-0.002017698	19.046	0	-2.775992063
7740	20	0.00E+00	5.73E-06	20	0	6.01E-06	20	0	-0.002017659	19.046	0	-2.775992063
7741	20	0.00E+00	5.77E-06	20	0	6.05E-06	20	0	-0.002017639	19.046	0	-2.775992063
7742	20	0.00E+00	5.82E-06	20	0	6.10E-06	20	0	-0.002017599	19.046	0	-2.775992063
7743	20	0.00E+00	5.86E-06	20	0	6.14E-06	20	0	-0.002017579	19.046	0	-2.775992063
7744	20	0.00E+00	5.90E-06	20	0	6.18E-06	20	0	-0.00201754	19.046	0	-2.775992063
7745	20	0.00E+00	5.95E-06	20	0	6.22E-06	20	0	-0.0020175	19.046	0	-2.775992063
7746	20	0.00E+00	5.99E-06	20	0	6.27E-06	20	0	-0.00201748	19.046	0	-2.775992063
7747	20	0.00E+00	6.04E-06	20	0	6.31E-06	20	0	-0.00201744	19.046	0	-2.775992063
7748	20	0.00E+00	6.08E-06	20	0	6.35E-06	20	0	-0.002017421	19.046	0	-2.775992063
7749	20	0.00E+00	6.12E-06	20	0	6.39E-06	20	0	-0.002017381	19.046	0	-2.775992063
7750	20	0.00E+00	6.17E-06	20	0	6.43E-06	20	0	-0.002017361	19.046	0	-2.775992063
7751	20	0.00E+00	6.21E-06	20	0	6.47E-06	20	0	-0.002017341	19.046	0	-2.775992063
7752	20	0.00E+00	6.25E-06	20	0	6.52E-06	20	0	-0.002017302	19.046	0	-2.775992063
7753	20	0.00E+00	6.29E-06	20	0	6.56E-06	20	0	-0.002017282	19.046	0	-2.775992063
7754	20	0.00E+00	6.34E-06	20	0	6.60E-06	20	0	-0.002017242	19.046	0	-2.775992063
7755	20	0.00E+00	6.38E-06	20	0	6.64E-06	20	0	-0.002017222	19.046	0	-2.775992063
7756	20	0.00E+00	6.42E-06	20	0	6.68E-06	20	0	-0.002017183	19.046	0	-2.775992063
7757	20	0.00E+00	6.46E-06	20	0	6.72E-06	20	0	-0.002017163	19.046	0	-2.775992063
7758	20	0.00E+00	6.50E-06	20	0	6.76E-06	20	0	-0.002017123	19.046	0	-2.775992063
7759	20	0.00E+00	6.55E-06	20	0	6.80E-06	20	0	-0.002017103	19.046	0	-2.775992063
7760	20	0.00E+00	6.59E-06	20	0	6.84E-06	20	0	-0.002017063	19.046	0	-2.775992063
7761	20	0.00E+00	6.63E-06	20	0	6.88E-06	20	0	-0.002017044	19.046	0	-2.775992063
7762	20	0.00E+00	6.67E-06	20	0	6.92E-06	20	0	-0.002017024	19.046	0	-2.775992063
7763	20	0.00E+00	6.71E-06	20	0	6.96E-06	20	0	-0.002016984	19.046	0	-2.775992063
7764	20	0.00E+00	6.75E-06	20	0	7.00E-06	20	0	-0.002016964	19.046	0	-2.775992063
7765	20	0.00E+00	6.79E-06	20	0	7.04E-06	20	0	-0.002016925	19.046	0	-2.775992063
7766	20	0.00E+00	6.83E-06	20	0	7.08E-06	20	0	-0.002016905	19.046	0	-2.775992063
7767	20	0.00E+00	6.87E-06	20	0	7.12E-06	20	0	-0.002016885	19.046	0	-2.775992063
7768	20	0.00E+00	6.92E-06	20	0	7.16E-06	20	0	-0.002016845	19.046	0	-2.775992063
7769	20	0.00E+00	6.96E-06	20	0	7.20E-06	20	0	-0.002016825	19.046	0	-2.775992063
7770	20	0.00E+00	7.00E-06	20	0	7.24E-06	20	0	-0.002016786	19.046	0	-2.775992063
7771	20	0.00E+00	7.04E-06	20	0	7.27E-06	20	0	-0.002016766	19.046	0	-2.775992063
7772	20	0.00E+00	7.08E-06	20	0	7.31E-06	20	0	-0.002016746	19.046	0	-2.775992063
7773	20	0.00E+00	7.11E-06	20	0	7.35E-06	20	0	-0.002016706	19.046	0	-2.775992063
7774	20	0.00E+00	7.15E-06	20	0	7.39E-06	20	0	-0.002016687	19.046	0	-2.775992063
7775	20	0.00E+00	7.19E-06	20	0	7.43E-06	20	0	-0.002016667	19.046	0	-2.775992063
7776	20	0.00E+00	7.23E-06	20	0	7.46E-06	20	0	-0.002016627	19.046	0	-2.775992063
7777	20	0.00E+00	7.27E-06	20	0	7.50E-06	20	0	-0.002016607	19.046	0	-2.775992063
7778	20	0.00E+00	7.31E-06	20	0	7.54E-06	20	0	-0.002016567	19.046	0	-2.775992063
7779	20	0.00E+00	7.35E-06	20	0	7.58E-06	20	0	-0.002016548	19.046	0	-2.775992063
7780	20	0.00E+00	7.39E-06	20	0	7.61E-06	20	0	-0.002016528	19.046	0	-2.775992063
7781	20	0.00E+00	7.43E-06	20	0	7.65E-06	20	0	-0.002016488	19.046	0	-2.775992063
7782	20	0.00E+00	7.47E-06	20	0	7.69E-06	20	0	-0.002016468	19.046	0	-2.775992063
7783	20	0.00E+00	7.50E-06	20	0	7.73E-06	20	0	-0.002016448	19.046	0	-2.775992063
7784	20	0.00E+00	7.54E-06	20	0	7.76E-06	20	0	-0.002016429	19.046	0	-2.775992063
7785	20	0.00E+00	7.58E-06	20	0	7.80E-06	20	0	-0.002016389	19.046	0	-2.775992063
7786	20	0.00E+00	7.62E-06	20	0	7.84E-06	20	0	-0.002016369	19.046	0	-2.775992063
7787	20	0.00E+00	7.65E-06	20	0	7.87E-06	20	0	-0.002016349	19.046	0	-2.775992063
7788	20	0.00E+00	7.69E-06	20	0	7.91E-06	20	0	-0.00201631	19.046	0	-2.775992063
7789	20	0.00E+00	7.73E-06	20	0	7.94E-06	20	0	-0.00201629	19.046	0	-2.775992063
