Stunde im Jahr [h]	Var07.1.Raumlufttemperatur [C]	Var07.1.Trans.Strahlung.Fenster [W/m2]	Var07.1.Wärmeleitung.Fenster [W/m2]	Var07.2.Raumlufttemperatur [C]	Var07.2.Trans.Strahlung.Fenster [W/m2]	Var07.2.Wärmeleitung.Fenster [W/m2]	Var07.3.Raumlufttemperatur [C]	Var07.3.Trans.Strahlung.Fenster [W/m2]	Var07.3.Wärmeleitung.Fenster [W/m2]
4726	24.07	0	4.33	0	0	0	22.01	0	2.14
4727	24.07	0	4.32	0	0	0	22	0	2.13
4728	24.06	0	4.31	0	0	0	21.99	0	2.12
4729	24.04	0	4.3	0	0	0	21.99	0	2.11
4730	24.03	0	4.28	0	0	0	21.98	0	2.11
4731	24.01	0	4.27	0	0	0	21.97	0	2.1
4732	24	0	4.25	0	0	0	21.96	0	2.09
4733	23.98	0	4.23	0	0	0	21.95	0	2.08
4734	23.97	0	4.22	0	0	0	21.94	0	2.07
4735	23.95	0	4.2	0	0	0	21.94	0	2.06
4736	23.93	0	4.18	0	0	0	21.93	0	2.05
4737	24.28	0	-6.07	0	0	0	21.92	0	2.04
4738	24.31	0	-6.04	0	0	0	21.91	0	2.04
4739	24.31	0	-6.03	0	0	0	21.9	0	2.03
4740	24.32	0	-6.02	0	0	0	21.9	0	2.02
4741	24.34	0	-6.01	0	0	0	21.89	0	2.01
4742	24.35	0	-5.99	0	0	0	21.88	0	2
4743	24.37	0	-5.97	0	0	0	21.87	0	1.99
4744	24.39	0	-5.95	0	0	0	21.86	0	1.98
4745	24.41	0	-5.92	0	0	0	21.86	0	1.98
4746	24.44	0	-5.9	0	0	0	21.85	0	1.97
4747	24.1	0	4.36	0	0	0	21.84	0	1.96
4748	24.07	0	4.33	0	0	0	21.83	0	1.95
4749	24.07	0	4.33	0	0	0	21.83	0	1.94
4750	24.07	0	4.33	0	0	0	21.82	0	1.94
4751	24.07	0	4.32	0	0	0	21.81	0	1.93
4752	24.06	0	4.31	0	0	0	21.8	0	1.92
4753	24.04	0	4.3	0	0	0	21.8	0	1.91
4754	24.03	0	4.28	0	0	0	21.79	0	1.9
4755	24.01	0	4.27	0	0	0	21.78	0	1.9
4756	24	0	4.25	0	0	0	21.77	0	1.89
4757	23.98	0	4.23	0	0	0	21.77	0	1.88
4758	23.97	0	4.22	0	0	0	21.76	0	1.87
4759	23.95	0	4.2	0	0	0	21.75	0	1.87
4760	23.93	0	4.18	0	0	0	21.74	0	1.86
4761	24.28	0	-6.07	0	0	0	21.74	0	1.85
4762	24.31	0	-6.04	0	0	0	21.73	0	1.84
4763	24.31	0	-6.03	0	0	0	21.72	0	1.83
4764	24.32	0	-6.02	0	0	0	21.72	0	1.83
4765	24.34	0	-6.01	0	0	0	21.71	0	1.82
4766	24.35	0	-5.99	0	0	0	21.7	0	1.81
4767	24.37	0	-5.97	0	0	0	21.69	0	1.8
4768	24.39	0	-5.95	0	0	0	21.69	0	1.8
4769	24.41	0	-5.92	0	0	0	21.68	0	1.79
4770	24.44	0	-5.9	0	0	0	21.67	0	1.78
4771	24.1	0	4.36	0	0	0	21.67	0	1.77
4772	24.07	0	4.33	0	0	0	21.66	0	1.77
4773	24.07	0	4.33	0	0	0	21.65	0	1.76
4774	24.07	0	4.33	0	0	0	21.65	0	1.75
4775	24.07	0	4.32	0	0	0	21.64	0	1.74
4776	24.06	0	4.31	0	0	0	21.63	0	1.74
4777	24.04	0	4.3	0	0	0	21.62	0	1.73
4778	24.03	0	4.28	0	0	0	21.62	0	1.72
4779	24.01	0	4.27	0	0	0	21.61	0	1.72
4780	24	0	4.25	0	0	0	21.6	0	1.71
4781	23.98	0	4.23	0	0	0	21.6	0	1.7
4782	23.97	0	4.22	0	0	0	21.59	0	1.69
4783	23.95	0	4.2	0	0	0	21.58	0	1.69
4784	23.93	0	4.18	0	0	0	21.58	0	1.68
4785	24.28	0	-6.07	0	0	0	21.57	0	1.67
4786	24.31	0	-6.04	0	0	0	21.56	0	1.67
4787	24.31	0	-6.03	0	0	0	21.56	0	1.66
4788	24.32	0	-6.02	0	0	0	21.55	0	1.65
4789	24.34	0	-6.01	0	0	0	21.55	0	1.64
4790	24.35	0	-5.99	0	0	0	21.54	0	1.64
4791	24.37	0	-5.97	0	0	0	21.53	0	1.63
4792	24.39	0	-5.95	0	0	0	21.53	0	1.63
4793	24.41	0	-5.92	0	0	0	21.52	0	1.62
4794	24.44	0	-5.9	0	0	0	21.51	0	1.61
4795	24.1	0	4.36	0	0	0	21.51	0	1.61
4796	24.07	0	4.33	0	0	0	21.5	0	1.6
4797	24.07	0	4.33	0	0	0	21.49	0	1.59
4798	24.07	0	4.33	0	0	0	21.49	0	1.59
4799	24.07	0	4.32	0	0	0	21.48	0	1.58
4800	24.06	0	4.31	0	0	0	21.48	0	1.57
4801	24.04	0	4.3	0	0	0	21.47	0	1.57
4802	24.03	0	4.28	0	0	0	21.46	0	1.56
4803	24.01	0	4.27	0	0	0	21.46	0	1.55
4804	24	0	4.25	0	0	0	21.45	0	1.55
4805	23.98	0	4.23	0	0	0	21.45	0	1.54
4806	23.97	0	4.22	0	0	0	21.44	0	1.53
4807	23.95	0	4.2	0	0	0	21.43	0	1.53
4808	23.93	0	4.18	0	0	0	21.43	0	1.52
4809	24.28	0	-6.07	0	0	0	21.42	0	1.51
4810	24.31	0	-6.04	0	0	0	21.42	0	1.51
4811	24.31	0	-6.03	0	0	0	21.41	0	1.5
4812	24.32	0	-6.02	0	0	0	21.4	0	1.5
4813	24.34	0	-6.01	0	0	0	21.4	0	1.49
4814	24.35	0	-5.99	0	0	0	21.39	0	1.48
4815	24.37	0	-5.97	0	0	0	21.39	0	1.48
4816	24.39	0	-5.95	0	0	0	21.38	0	1.47
4817	24.41	0	-5.92	0	0	0	21.37	0	1.46
4818	24.44	0	-5.9	0	0	0	21.37	0	1.46
4819	24.1	0	4.36	0	0	0	21.36	0	1.45
4820	24.07	0	4.33	0	0	0	21.36	0	1.45
4821	24.07	0	4.33	0	0	0	21.35	0	1.44
4822	24.07	0	4.33	0	0	0	21.35	0	1.43
4823	24.07	0	4.32	0	0	0	21.34	0	1.43
4824	24.06	0	4.31	0	0	0	21.33	0	1.42
4825	24.04	0	4.3	0	0	0	21.33	0	1.42
4826	24.03	0	4.28	0	0	0	21.32	0	1.41
4827	24.01	0	4.27	0	0	0	21.32	0	1.4
4828	24	0	4.25	0	0	0	21.31	0	1.4
4829	23.98	0	4.23	0	0	0	21.31	0	1.39
4830	23.97	0	4.22	0	0	0	21.3	0	1.39
4831	23.95	0	4.2	0	0	0	21.3	0	1.38
4832	23.93	0	4.18	0	0	0	21.29	0	1.38
4833	24.28	0	-6.07	0	0	0	21.29	0	1.37
4834	24.31	0	-6.04	0	0	0	21.28	0	1.37
4835	24.31	0	-6.03	0	0	0	21.27	0	1.36
4836	24.32	0	-6.02	0	0	0	21.27	0	1.35
4837	24.34	0	-6.01	0	0	0	21.26	0	1.35
4838	24.35	0	-5.99	0	0	0	21.26	0	1.34
4839	24.37	0	-5.97	0	0	0	21.25	0	1.34
4840	24.39	0	-5.95	0	0	0	21.25	0	1.33
4841	24.41	0	-5.92	0	0	0	21.24	0	1.33
4842	24.44	0	-5.9	0	0	0	21.24	0	1.32
4843	24.1	0	4.36	0	0	0	21.23	0	1.31
4844	24.07	0	4.33	0	0	0	21.23	0	1.31
4845	24.07	0	4.33	0	0	0	21.22	0	1.3
4846	24.07	0	4.33	0	0	0	21.22	0	1.3
4847	24.07	0	4.32	0	0	0	21.21	0	1.29
4848	24.06	0	4.31	0	0	0	21.21	0	1.29
4849	24.04	0	4.3	0	0	0	21.2	0	1.28
4850	24.03	0	4.28	0	0	0	21.2	0	1.28
4851	24.01	0	4.27	0	0	0	21.19	0	1.27
4852	24	0	4.25	0	0	0	21.19	0	1.27
4853	23.98	0	4.23	0	0	0	21.18	0	1.26
4854	23.97	0	4.22	0	0	0	21.18	0	1.26
4855	23.95	0	4.2	0	0	0	21.17	0	1.25
4856	23.93	0	4.18	0	0	0	21.17	0	1.24
4857	24.28	0	-6.07	0	0	0	21.16	0	1.24
4858	24.31	0	-6.04	0	0	0	21.16	0	1.23
4859	24.31	0	-6.03	0	0	0	21.15	0	1.23
4860	24.32	0	-6.02	0	0	0	21.15	0	1.22
4861	24.34	0	-6.01	0	0	0	21.14	0	1.22
4862	24.35	0	-5.99	0	0	0	21.14	0	1.21
4863	24.37	0	-5.97	0	0	0	21.13	0	1.21
4864	24.39	0	-5.95	0	0	0	21.13	0	1.2
4865	24.41	0	-5.92	0	0	0	21.12	0	1.2
4866	24.44	0	-5.9	0	0	0	21.12	0	1.19
4867	24.1	0	4.36	0	0	0	21.11	0	1.19
4868	24.07	0	4.33	0	0	0	21.11	0	1.18
4869	24.07	0	4.33	0	0	0	21.11	0	1.18
4870	24.07	0	4.33	0	0	0	21.1	0	1.17
4871	24.07	0	4.32	0	0	0	21.1	0	1.17
4872	24.06	0	4.31	0	0	0	21.09	0	1.16
4873	24.04	0	4.3	0	0	0	21.09	0	1.16
4874	24.03	0	4.28	0	0	0	21.08	0	1.15
4875	24.01	0	4.27	0	0	0	21.08	0	1.15
4876	24	0	4.25	0	0	0	21.07	0	1.14
4877	23.98	0	4.23	0	0	0	21.07	0	1.14
4878	23.97	0	4.22	0	0	0	21.06	0	1.13
4879	23.95	0	4.2	0	0	0	21.06	0	1.13
4880	23.93	0	4.18	0	0	0	21.06	0	1.13
4881	24.28	0	-6.07	0	0	0	21.05	0	1.12
4882	24.31	0	-6.04	0	0	0	21.05	0	1.12
4883	24.31	0	-6.03	0	0	0	21.04	0	1.11
4884	24.32	0	-6.02	0	0	0	21.04	0	1.11
4885	24.34	0	-6.01	0	0	0	21.03	0	1.1
4886	24.35	0	-5.99	0	0	0	21.03	0	1.1
4887	24.37	0	-5.97	0	0	0	21.03	0	1.09
4888	24.39	0	-5.95	0	0	0	21.02	0	1.09
4889	24.41	0	-5.92	0	0	0	21.02	0	1.09
4890	24.44	0	-5.9	0	0	0	21.01	0	1.08
4891	24.1	0	4.36	0	0	0	21.01	0	1.08
4892	24.07	0	4.33	0	0	0	21	0	1.07
4893	24.07	0	4.33	0	0	0	21	0	1.07
4894	24.07	0	4.33	0	0	0	21	0	1.06
4895	24.07	0	4.32	0	0	0	20.99	0	1.06
4896	24.06	0	4.31	0	0	0	20.99	0	1.05
4897	24.04	0	4.3	0	0	0	20.98	0	1.05
4898	24.03	0	4.28	0	0	0	20.98	0	1.05
4899	24.01	0	4.27	0	0	0	20.98	0	1.04
4900	24	0	4.25	0	0	0	20.97	0	1.04
4901	23.98	0	4.23	0	0	0	20.97	0	1.03
4902	23.97	0	4.22	0	0	0	20.96	0	1.03
4903	23.95	0	4.2	0	0	0	20.96	0	1.02
4904	23.93	0	4.18	0	0	0	20.95	0	1.02
4905	24.28	0	-6.07	0	0	0	20.95	0	1.01
4906	24.31	0	-6.04	0	0	0	20.95	0	1.01
4907	24.31	0	-6.03	0	0	0	20.94	0	1.01
4908	24.32	0	-6.02	0	0	0	20.94	0	1
4909	24.34	0	-6.01	0	0	0	20.93	0	1
4910	24.35	0	-5.99	0	0	0	20.93	0	0.99
4911	24.37	0	-5.97	0	0	0	20.93	0	0.99
4912	24.39	0	-5.95	0	0	0	20.92	0	0.99
4913	24.41	0	-5.92	0	0	0	20.92	0	0.98
4914	24.44	0	-5.9	0	0	0	20.92	0	0.98
4915	24.1	0	4.36	0	0	0	20.91	0	0.97
4916	24.07	0	4.33	0	0	0	20.91	0	0.97
4917	24.07	0	4.33	0	0	0	20.9	0	0.96
4918	24.07	0	4.33	0	0	0	20.9	0	0.96
4919	24.07	0	4.32	0	0	0	20.9	0	0.96
4920	24.06	0	4.31	0	0	0	20.89	0	0.95
4921	24.04	0	4.3	0	0	0	20.89	0	0.95
4922	24.03	0	4.28	0	0	0	20.89	0	0.94
4923	24.01	0	4.27	0	0	0	20.88	0	0.94
4924	24	0	4.25	0	0	0	20.88	0	0.94
4925	23.98	0	4.23	0	0	0	20.87	0	0.93
4926	23.97	0	4.22	0	0	0	20.87	0	0.93
4927	23.95	0	4.2	0	0	0	20.87	0	0.93
4928	23.93	0	4.18	0	0	0	20.86	0	0.92
4929	24.28	0	-6.07	0	0	0	20.86	0	0.92
4930	24.31	0	-6.04	0	0	0	20.86	0	0.91
4931	24.31	0	-6.03	0	0	0	20.85	0	0.91
4932	24.32	0	-6.02	0	0	0	20.85	0	0.91
4933	24.34	0	-6.01	0	0	0	20.85	0	0.9
4934	24.35	0	-5.99	0	0	0	20.84	0	0.9
4935	24.37	0	-5.97	0	0	0	20.84	0	0.89
4936	24.39	0	-5.95	0	0	0	20.84	0	0.89
4937	24.41	0	-5.92	0	0	0	20.83	0	0.89
4938	24.44	0	-5.9	0	0	0	20.83	0	0.88
4939	24.1	0	4.36	0	0	0	20.82	0	0.88
4940	24.07	0	4.33	0	0	0	20.82	0	0.88
4941	24.07	0	4.33	0	0	0	20.82	0	0.87
4942	24.07	0	4.33	0	0	0	20.81	0	0.87
4943	24.07	0	4.32	0	0	0	20.81	0	0.87
4944	24.06	0	4.31	0	0	0	20.81	0	0.86
4945	24.04	0	4.3	0	0	0	20.8	0	0.86
4946	24.03	0	4.28	0	0	0	20.8	0	0.86
4947	24.01	0	4.27	0	0	0	20.8	0	0.85
4948	24	0	4.25	0	0	0	20.79	0	0.85
4949	23.98	0	4.23	0	0	0	20.79	0	0.85
4950	23.97	0	4.22	0	0	0	20.79	0	0.84
4951	23.95	0	4.2	0	0	0	20.78	0	0.84
4952	23.93	0	4.18	0	0	0	20.78	0	0.83
4953	24.28	0	-6.07	0	0	0	20.78	0	0.83
4954	24.31	0	-6.04	0	0	0	20.77	0	0.83
4955	24.31	0	-6.03	0	0	0	20.77	0	0.82
4956	24.32	0	-6.02	0	0	0	20.77	0	0.82
4957	24.34	0	-6.01	0	0	0	20.76	0	0.82
4958	24.35	0	-5.99	0	0	0	20.76	0	0.81
4959	24.37	0	-5.97	0	0	0	20.76	0	0.81
4960	24.39	0	-5.95	0	0	0	20.75	0	0.81
4961	24.41	0	-5.92	0	0	0	20.75	0	0.8
4962	24.44	0	-5.9	0	0	0	20.75	0	0.8
4963	24.1	0	4.36	0	0	0	20.75	0	0.8
4964	24.07	0	4.33	0	0	0	20.74	0	0.79
4965	24.07	0	4.33	0	0	0	20.74	0	0.79
4966	24.07	0	4.33	0	0	0	20.74	0	0.79
4967	24.07	0	4.32	0	0	0	20.73	0	0.78
4968	24.06	0	4.31	0	0	0	20.73	0	0.78
4969	24.04	0	4.3	0	0	0	20.73	0	0.78
4970	24.03	0	4.28	0	0	0	20.72	0	0.77
4971	24.01	0	4.27	0	0	0	20.72	0	0.77
4972	24	0	4.25	0	0	0	20.72	0	0.77
4973	23.98	0	4.23	0	0	0	20.71	0	0.76
4974	23.97	0	4.22	0	0	0	20.71	0	0.76
4975	23.95	0	4.2	0	0	0	20.71	0	0.76
4976	23.93	0	4.18	0	0	0	20.71	0	0.75
4977	24.28	0	-6.07	0	0	0	20.7	0	0.75
4978	24.31	0	-6.04	0	0	0	20.7	0	0.75
4979	24.31	0	-6.03	0	0	0	20.7	0	0.75
4980	24.32	0	-6.02	0	0	0	20.69	0	0.74
4981	24.34	0	-6.01	0	0	0	20.69	0	0.74
4982	24.35	0	-5.99	0	0	0	20.69	0	0.74
4983	24.37	0	-5.97	0	0	0	20.69	0	0.73
4984	24.39	0	-5.95	0	0	0	20.68	0	0.73
4985	24.41	0	-5.92	0	0	0	20.68	0	0.73
4986	24.44	0	-5.9	0	0	0	20.68	0	0.72
4987	24.1	0	4.36	0	0	0	20.67	0	0.72
4988	24.07	0	4.33	0	0	0	20.67	0	0.72
4989	24.07	0	4.33	0	0	0	20.67	0	0.71
4990	24.07	0	4.33	0	0	0	20.67	0	0.71
4991	24.07	0	4.32	0	0	0	20.66	0	0.71
4992	24.06	0	4.31	0	0	0	20.66	0	0.71
4993	24.04	0	4.3	0	0	0	20.66	0	0.7
4994	24.03	0	4.28	0	0	0	20.65	0	0.7
4995	24.01	0	4.27	0	0	0	20.65	0	0.7
4996	24	0	4.25	0	0	0	20.65	0	0.69
4997	23.98	0	4.23	0	0	0	20.65	0	0.69
4998	23.97	0	4.22	0	0	0	20.64	0	0.69
4999	23.95	0	4.2	0	0	0	20.64	0	0.69
5000	23.93	0	4.18	0	0	0	20.64	0	0.68
5001	24.28	0	-6.07	0	0	0	20.64	0	0.68
5002	24.31	0	-6.04	0	0	0	20.63	0	0.68
5003	24.31	0	-6.03	0	0	0	20.63	0	0.67
5004	24.32	0	-6.02	0	0	0	20.63	0	0.67
5005	24.34	0	-6.01	0	0	0	20.63	0	0.67
5006	24.35	0	-5.99	0	0	0	20.62	0	0.67
5007	24.37	0	-5.97	0	0	0	20.62	0	0.66
5008	24.39	0	-5.95	0	0	0	20.62	0	0.66
5009	24.41	0	-5.92	0	0	0	20.61	0	0.66
5010	24.44	0	-5.9	0	0	0	20.61	0	0.65
5011	24.1	0	4.36	0	0	0	20.61	0	0.65
5012	24.07	0	4.33	0	0	0	20.61	0	0.65
5013	24.07	0	4.33	0	0	0	20.6	0	0.65
5014	24.07	0	4.33	0	0	0	20.6	0	0.64
5015	24.07	0	4.32	0	0	0	20.6	0	0.64
5016	24.06	0	4.31	0	0	0	20.6	0	0.64
5017	24.04	0	4.3	0	0	0	20.59	0	0.64
5018	24.03	0	4.28	0	0	0	20.59	0	0.63
5019	24.01	0	4.27	0	0	0	20.59	0	0.63
5020	24	0	4.25	0	0	0	20.59	0	0.63
5021	23.98	0	4.23	0	0	0	20.58	0	0.63
5022	23.97	0	4.22	0	0	0	20.58	0	0.62
5023	23.95	0	4.2	0	0	0	20.58	0	0.62
5024	23.93	0	4.18	0	0	0	20.58	0	0.62
5025	24.28	0	-6.07	0	0	0	20.57	0	0.62
5026	24.31	0	-6.04	0	0	0	20.57	0	0.61
5027	24.31	0	-6.03	0	0	0	20.57	0	0.61
5028	24.32	0	-6.02	0	0	0	20.57	0	0.61
5029	24.34	0	-6.01	0	0	0	20.57	0	0.61
5030	24.35	0	-5.99	0	0	0	20.56	0	0.6
5031	24.37	0	-5.97	0	0	0	20.56	0	0.6
5032	24.39	0	-5.95	0	0	0	20.56	0	0.6
5033	24.41	0	-5.92	0	0	0	20.56	0	0.6
5034	24.44	0	-5.9	0	0	0	20.55	0	0.59
5035	24.1	0	4.36	0	0	0	20.55	0	0.59
5036	24.07	0	4.33	0	0	0	20.55	0	0.59
5037	24.07	0	4.33	0	0	0	20.55	0	0.59
5038	24.07	0	4.33	0	0	0	20.54	0	0.58
5039	24.07	0	4.32	0	0	0	20.54	0	0.58
5040	24.06	0	4.31	0	0	0	20.54	0	0.58
5041	24.04	0	4.3	0	0	0	20.54	0	0.58
5042	24.03	0	4.28	0	0	0	20.54	0	0.57
5043	24.01	0	4.27	0	0	0	20.53	0	0.57
5044	24	0	4.25	0	0	0	20.53	0	0.57
5045	23.98	0	4.23	0	0	0	20.53	0	0.57
5046	23.97	0	4.22	0	0	0	20.53	0	0.56
5047	23.95	0	4.2	0	0	0	20.52	0	0.56
5048	23.93	0	4.18	0	0	0	20.52	0	0.56
5049	24.28	0	-6.07	0	0	0	20.52	0	0.56
5050	24.31	0	-6.04	0	0	0	20.52	0	0.56
5051	24.31	0	-6.03	0	0	0	20.52	0	0.55
5052	24.32	0	-6.02	0	0	0	20.51	0	0.55
5053	24.34	0	-6.01	0	0	0	20.51	0	0.55
5054	24.35	0	-5.99	0	0	0	20.51	0	0.55
5055	24.37	0	-5.97	0	0	0	20.51	0	0.54
5056	24.39	0	-5.95	0	0	0	20.5	0	0.54
5057	24.41	0	-5.92	0	0	0	20.5	0	0.54
5058	24.44	0	-5.9	0	0	0	20.5	0	0.54
5059	24.1	0	4.36	0	0	0	20.5	0	0.53
5060	24.07	0	4.33	0	0	0	20.5	0	0.53
5061	24.07	0	4.33	0	0	0	20.49	0	0.53
5062	24.07	0	4.33	0	0	0	20.49	0	0.53
5063	24.07	0	4.32	0	0	0	20.49	0	0.53
5064	24.06	0	4.31	0	0	0	20.49	0	0.52
5065	24.04	0	4.3	0	0	0	20.49	0	0.52
5066	24.03	0	4.28	0	0	0	20.48	0	0.52
5067	24.01	0	4.27	0	0	0	20.48	0	0.52
5068	24	0	4.25	0	0	0	20.48	0	0.51
5069	23.98	0	4.23	0	0	0	20.48	0	0.51
5070	23.97	0	4.22	0	0	0	20.48	0	0.51
5071	23.95	0	4.2	0	0	0	20.47	0	0.51
5072	23.93	0	4.18	0	0	0	20.47	0	0.51
5073	24.28	0	-6.07	0	0	0	20.47	0	0.5
5074	24.31	0	-6.04	0	0	0	20.47	0	0.5
5075	24.31	0	-6.03	0	0	0	20.47	0	0.5
5076	24.32	0	-6.02	0	0	0	20.46	0	0.5
5077	24.34	0	-6.01	0	0	0	20.46	0	0.5
5078	24.35	0	-5.99	0	0	0	20.46	0	0.49
5079	24.37	0	-5.97	0	0	0	20.46	0	0.49
5080	24.39	0	-5.95	0	0	0	20.46	0	0.49
5081	24.41	0	-5.92	0	0	0	20.45	0	0.49
5082	24.44	0	-5.9	0	0	0	20.45	0	0.49
5083	24.1	0	4.36	0	0	0	20.45	0	0.48
5084	24.07	0	4.33	0	0	0	20.45	0	0.48
5085	24.07	0	4.33	0	0	0	20.45	0	0.48
5086	24.07	0	4.33	0	0	0	20.44	0	0.48
5087	24.07	0	4.32	0	0	0	20.44	0	0.48
5088	24.06	0	4.31	0	0	0	20.44	0	0.47
5089	24.04	0	4.3	0	0	0	20.44	0	0.47
5090	24.03	0	4.28	0	0	0	20.44	0	0.47
5091	24.01	0	4.27	0	0	0	20.44	0	0.47
5092	24	0	4.25	0	0	0	20.43	0	0.47
5093	23.98	0	4.23	0	0	0	20.43	0	0.46
5094	23.97	0	4.22	0	0	0	20.43	0	0.46
5095	23.95	0	4.2	0	0	0	20.43	0	0.46
5096	23.93	0	4.18	0	0	0	20.43	0	0.46
5097	24.28	0	-6.07	0	0	0	20.42	0	0.46
5098	24.31	0	-6.04	0	0	0	20.42	0	0.45
5099	24.31	0	-6.03	0	0	0	20.42	0	0.45
5100	24.32	0	-6.02	0	0	0	20.42	0	0.45
5101	24.34	0	-6.01	0	0	0	20.42	0	0.45
5102	24.35	0	-5.99	0	0	0	20.42	0	0.45
5103	24.37	0	-5.97	0	0	0	20.41	0	0.44
5104	24.39	0	-5.95	0	0	0	20.41	0	0.44
5105	24.41	0	-5.92	0	0	0	20.41	0	0.44
5106	24.44	0	-5.9	0	0	0	20.41	0	0.44
5107	24.1	0	4.36	0	0	0	20.41	0	0.44
5108	24.07	0	4.33	0	0	0	20.41	0	0.44
5109	24.07	0	4.33	0	0	0	20.4	0	0.43
5110	24.07	0	4.33	0	0	0	20.4	0	0.43
5111	24.07	0	4.32	0	0	0	20.4	0	0.43
5112	24.06	0	4.31	0	0	0	20.4	0	0.43
5113	24.04	0	4.3	0	0	0	20.4	0	0.43
5114	24.03	0	4.28	0	0	0	20.4	0	0.42
5115	24.01	0	4.27	0	0	0	20.39	0	0.42
5116	24	0	4.25	0	0	0	20.39	0	0.42
5117	23.98	0	4.23	0	0	0	20.39	0	0.42
5118	23.97	0	4.22	0	0	0	20.39	0	0.42
5119	23.95	0	4.2	0	0	0	20.39	0	0.42
5120	23.93	0	4.18	0	0	0	20.39	0	0.41
5121	24.28	0	-6.07	0	0	0	20.38	0	0.41
5122	24.31	0	-6.04	0	0	0	20.38	0	0.41
5123	24.31	0	-6.03	0	0	0	20.38	0	0.41
5124	24.32	0	-6.02	0	0	0	20.38	0	0.41
5125	24.34	0	-6.01	0	0	0	20.38	0	0.41
5126	24.35	0	-5.99	0	0	0	20.38	0	0.4
5127	24.37	0	-5.97	0	0	0	20.37	0	0.4
5128	24.39	0	-5.95	0	0	0	20.37	0	0.4
5129	24.41	0	-5.92	0	0	0	20.37	0	0.4
5130	24.44	0	-5.9	0	0	0	20.37	0	0.4
5131	24.1	0	4.36	0	0	0	20.37	0	0.39
5132	24.07	0	4.33	0	0	0	20.37	0	0.39
5133	24.07	0	4.33	0	0	0	20.36	0	0.39
5134	24.07	0	4.33	0	0	0	20.36	0	0.39
5135	24.07	0	4.32	0	0	0	20.36	0	0.39
5136	24.06	0	4.31	0	0	0	20.36	0	0.39
5137	24.04	0	4.3	0	0	0	20.36	0	0.39
5138	24.03	0	4.28	0	0	0	20.36	0	0.38
5139	24.01	0	4.27	0	0	0	20.36	0	0.38
5140	24	0	4.25	0	0	0	20.35	0	0.38
5141	23.98	0	4.23	0	0	0	20.35	0	0.38
5142	23.97	0	4.22	0	0	0	20.35	0	0.38
5143	23.95	0	4.2	0	0	0	20.35	0	0.38
5144	23.93	0	4.18	0	0	0	20.35	0	0.38
5145	24.28	0	-6.07	0	0	0	20.35	0	0.37
5146	24.31	0	-6.04	0	0	0	20.35	0	0.37
5147	24.31	0	-6.03	0	0	0	20.34	0	0.37
5148	24.32	0	-6.02	0	0	0	20.34	0	0.37
5149	24.34	0	-6.01	0	0	0	20.34	0	0.37
5150	24.35	0	-5.99	0	0	0	20.34	0	0.37
5151	24.37	0	-5.97	0	0	0	20.34	0	0.37
5152	24.39	0	-5.95	0	0	0	20.34	0	0.36
5153	24.41	0	-5.92	0	0	0	20.34	0	0.36
5154	24.44	0	-5.9	0	0	0	20.33	0	0.36
5155	24.1	0	4.36	0	0	0	20.33	0	0.36
5156	24.07	0	4.33	0	0	0	20.33	0	0.36
5157	24.07	0	4.33	0	0	0	20.33	0	0.36
5158	24.07	0	4.33	0	0	0	20.33	0	0.35
5159	24.07	0	4.32	0	0	0	20.33	0	0.35
5160	24.06	0	4.31	0	0	0	20.33	0	0.35
5161	24.04	0	4.3	0	0	0	20.32	0	0.35
5162	24.03	0	4.28	0	0	0	20.32	0	0.35
5163	24.01	0	4.27	0	0	0	20.32	0	0.35
5164	24	0	4.25	0	0	0	20.32	0	0.35
5165	23.98	0	4.23	0	0	0	20.32	0	0.34
5166	23.97	0	4.22	0	0	0	20.32	0	0.34
5167	23.95	0	4.2	0	0	0	20.32	0	0.34
5168	23.93	0	4.18	0	0	0	20.31	0	0.34
5169	24.28	0	-6.07	0	0	0	20.31	0	0.34
5170	24.31	0	-6.04	0	0	0	20.31	0	0.34
5171	24.31	0	-6.03	0	0	0	20.31	0	0.34
5172	24.32	0	-6.02	0	0	0	20.31	0	0.33
5173	24.34	0	-6.01	0	0	0	20.31	0	0.33
5174	24.35	0	-5.99	0	0	0	20.31	0	0.33
5175	24.37	0	-5.97	0	0	0	20.31	0	0.33
5176	24.39	0	-5.95	0	0	0	20.3	0	0.33
5177	24.41	0	-5.92	0	0	0	20.3	0	0.33
5178	24.44	0	-5.9	0	0	0	20.3	0	0.33
5179	24.1	0	4.36	0	0	0	20.3	0	0.32
5180	24.07	0	4.33	0	0	0	20.3	0	0.32
5181	24.07	0	4.33	0	0	0	20.3	0	0.32
5182	24.07	0	4.33	0	0	0	20.3	0	0.32
5183	24.07	0	4.32	0	0	0	20.3	0	0.32
5184	24.06	0	4.31	0	0	0	20.29	0	0.32
5185	24.04	0	4.3	0	0	0	20.29	0	0.32
5186	24.03	0	4.28	0	0	0	20.29	0	0.32
5187	24.01	0	4.27	0	0	0	20.29	0	0.31
5188	24	0	4.25	0	0	0	20.29	0	0.31
5189	23.98	0	4.23	0	0	0	20.29	0	0.31
5190	23.97	0	4.22	0	0	0	20.29	0	0.31
5191	23.95	0	4.2	0	0	0	20.29	0	0.31
5192	23.93	0	4.18	0	0	0	20.28	0	0.31
5193	24.28	0	-6.07	0	0	0	20.28	0	0.31
5194	24.31	0	-6.04	0	0	0	20.28	0	0.3
