Stunde im Jahr [h]	Var07.1.Raumlufttemperatur [C]	Var07.1.Trans.Strahlung.Fenster [W/m2]	Var07.1.Wärmeleitung.Fenster [W/m2]	Var07.2.Raumlufttemperatur [C]	Var07.2.Trans.Strahlung.Fenster [W/m2]	Var07.2.Wärmeleitung.Fenster [W/m2]	Var07.3.Raumlufttemperatur [C]	Var07.3.Trans.Strahlung.Fenster [W/m2]	Var07.3.Wärmeleitung.Fenster [W/m2]
1890	24.4	0	-5.94	0	0	0	20	0	0
1891	24.06	0	4.32	0	0	0	20	0	0
1892	24.04	0	4.29	0	0	0	20	0	0
1893	24.04	0	4.29	0	0	0	20	0	0
1894	24.04	0	4.29	0	0	0	20	0	0
1895	24.03	0	4.29	0	0	0	20	0	0
1896	24.02	0	4.28	0	0	0	20	0	0
1897	24.01	0	4.26	0	0	0	20	0	0
1898	24	0	4.25	0	0	0	20	0	0
1899	23.98	0	4.23	0	0	0	20	0	0
1900	23.97	0	4.21	0	0	0	20	0	0
1901	23.95	0	4.2	0	0	0	20	0	0
1902	23.93	0	4.18	0	0	0	20	0	0
1903	23.92	0	4.16	0	0	0	20	0	0
1904	23.9	0	4.15	0	0	0	20	0	0
1905	24.25	0	-6.1	0	0	0	20	0	0
1906	24.28	0	-6.07	0	0	0	20	0	0
1907	24.28	0	-6.06	0	0	0	20	0	0
1908	24.29	0	-6.06	0	0	0	20	0	0
1909	24.3	0	-6.04	0	0	0	20	0	0
1910	24.32	0	-6.02	0	0	0	20	0	0
1911	24.34	0	-6	0	0	0	20	0	0
1912	24.36	0	-5.98	0	0	0	20	0	0
1913	24.38	0	-5.96	0	0	0	20	0	0
1914	24.41	0	-5.93	0	0	0	20	0	0
1915	24.07	0	4.32	0	0	0	20	0	0
1916	24.04	0	4.3	0	0	0	20	0	0
1917	24.04	0	4.3	0	0	0	20	0	0
1918	24.04	0	4.3	0	0	0	20	0	0
1919	24.04	0	4.29	0	0	0	20	0	0
1920	24.03	0	4.28	0	0	0	20	0	0
1921	24.01	0	4.27	0	0	0	20	0	0
1922	24	0	4.25	0	0	0	20	0	0
1923	23.98	0	4.23	0	0	0	20	0	0
1924	23.97	0	4.22	0	0	0	20	0	0
1925	23.95	0	4.2	0	0	0	20	0	0
1926	23.94	0	4.18	0	0	0	20	0	0
1927	23.92	0	4.17	0	0	0	20	0	0
1928	23.9	0	4.15	0	0	0	20	0	0
1929	24.25	0	-6.1	0	0	0	20	0	0
1930	24.28	0	-6.07	0	0	0	20	0	0
1931	24.29	0	-6.06	0	0	0	20	0	0
1932	24.29	0	-6.05	0	0	0	20	0	0
1933	24.31	0	-6.04	0	0	0	20	0	0
1934	24.32	0	-6.02	0	0	0	20	0	0
1935	24.34	0	-6	0	0	0	20	0	0
1936	24.36	0	-5.98	0	0	0	20	0	0
1937	24.39	0	-5.95	0	0	0	20	0	0
1938	24.41	0	-5.93	0	0	0	20	0	0
1939	24.07	0	4.33	0	0	0	20	0	0
1940	24.05	0	4.3	0	0	0	20	0	0
1941	24.05	0	4.3	0	0	0	20	0	0
1942	24.05	0	4.3	0	0	0	20	0	0
1943	24.04	0	4.29	0	0	0	20	0	0
1944	24.03	0	4.28	0	0	0	20	0	0
1945	24.02	0	4.27	0	0	0	20	0	0
1946	24	0	4.25	0	0	0	20	0	0
1947	23.99	0	4.24	0	0	0	20	0	0
1948	23.97	0	4.22	0	0	0	20	0	0
1949	23.96	0	4.2	0	0	0	20	0	0
1950	23.94	0	4.19	0	0	0	20	0	0
1951	23.92	0	4.17	0	0	0	20	0	0
1952	23.91	0	4.15	0	0	0	20	0	0
1953	24.25	0	-6.1	0	0	0	20	0	0
1954	24.28	0	-6.06	0	0	0	20	0	0
1955	24.29	0	-6.06	0	0	0	20	0	0
1956	24.3	0	-6.05	0	0	0	20	0	0
1957	24.31	0	-6.04	0	0	0	20	0	0
1958	24.33	0	-6.02	0	0	0	20	0	0
1959	24.35	0	-6	0	0	0	20	0	0
1960	24.37	0	-5.97	0	0	0	20	0	0
1961	24.39	0	-5.95	0	0	0	20	0	0
1962	24.41	0	-5.93	0	0	0	20	0	0
1963	24.07	0	4.33	0	0	0	20	0	0
1964	24.05	0	4.3	0	0	0	20	0	0
1965	24.05	0	4.3	0	0	0	20	0	0
1966	24.05	0	4.3	0	0	0	20	0	0
1967	24.04	0	4.3	0	0	0	20	0	0
1968	24.03	0	4.29	0	0	0	20	0	0
1969	24.02	0	4.27	0	0	0	20	0	0
1970	24	0	4.26	0	0	0	20	0	0
1971	23.99	0	4.24	0	0	0	20	0	0
1972	23.97	0	4.22	0	0	0	20	0	0
1973	23.96	0	4.21	0	0	0	20	0	0
1974	23.94	0	4.19	0	0	0	20	0	0
1975	23.93	0	4.17	0	0	0	20	0	0
1976	23.91	0	4.15	0	0	0	20	0	0
1977	24.26	0	-6.1	0	0	0	20	0	0
1978	24.29	0	-6.06	0	0	0	20	0	0
1979	24.29	0	-6.05	0	0	0	20	0	0
1980	24.3	0	-6.05	0	0	0	20	0	0
1981	24.31	0	-6.03	0	0	0	20	0	0
1982	24.33	0	-6.01	0	0	0	20	0	0
1983	24.35	0	-5.99	0	0	0	20	0	0
1984	24.37	0	-5.97	0	0	0	20	0	0
1985	24.39	0	-5.95	0	0	0	20	0	0
1986	24.41	0	-5.92	0	0	0	20	0	0
1987	24.07	0	4.33	0	0	0	20	0	0
1988	24.05	0	4.31	0	0	0	20	0	0
1989	24.05	0	4.31	0	0	0	20	0	0
1990	24.05	0	4.31	0	0	0	20	0	0
1991	24.04	0	4.3	0	0	0	20	0	0
1992	24.03	0	4.29	0	0	0	20	0	0
1993	24.02	0	4.27	0	0	0	20	0	0
1994	24.01	0	4.26	0	0	0	20	0	0
1995	23.99	0	4.24	0	0	0	20	0	0
1996	23.98	0	4.23	0	0	0	20	0	0
1997	23.96	0	4.21	0	0	0	20	0	0
1998	23.94	0	4.19	0	0	0	20	0	0
1999	23.93	0	4.17	0	0	0	20	0	0
2000	23.91	0	4.16	0	0	0	20	0	0
2001	24.26	0	-6.09	0	0	0	20	0	0
2002	24.29	0	-6.06	0	0	0	20	0	0
2003	24.29	0	-6.05	0	0	0	20	0	0
2004	24.3	0	-6.04	0	0	0	20	0	0
2005	24.31	0	-6.03	0	0	0	20	0	0
2006	24.33	0	-6.01	0	0	0	20	0	0
2007	24.35	0	-5.99	0	0	0	20	0	0
2008	24.37	0	-5.97	0	0	0	20	0	0
2009	24.39	0	-5.95	0	0	0	20	0	0
2010	24.42	0	-5.92	0	0	0	20	0	0
2011	24.08	0	4.33	0	0	0	20	0	0
2012	24.05	0	4.31	0	0	0	20	0	0
2013	24.05	0	4.31	0	0	0	20	0	0
2014	24.05	0	4.31	0	0	0	20	0	0
2015	24.05	0	4.3	0	0	0	20	0	0
2016	24.04	0	4.29	0	0	0	20	0	0
2017	24.02	0	4.28	0	0	0	20	0	0
2018	24.01	0	4.26	0	0	0	20	0	0
2019	23.99	0	4.25	0	0	0	20	0	0
2020	23.98	0	4.23	0	0	0	20	0	0
2021	23.96	0	4.21	0	0	0	20	0	0
2022	23.95	0	4.19	0	0	0	20	0	0
2023	23.93	0	4.18	0	0	0	20	0	0
2024	23.91	0	4.16	0	0	0	20	0	0
2025	24.26	0	-6.09	0	0	0	20	0	0
2026	24.29	0	-6.06	0	0	0	20	0	0
2027	24.3	0	-6.05	0	0	0	20	0	0
2028	24.3	0	-6.04	0	0	0	20	0	0
2029	24.32	0	-6.03	0	0	0	20	0	0
2030	24.33	0	-6.01	0	0	0	20	0	0
2031	24.35	0	-5.99	0	0	0	20	0	0
2032	24.37	0	-5.97	0	0	0	20	0	0
2033	24.4	0	-5.94	0	0	0	20	0	0
2034	24.42	0	-5.92	0	0	0	20	0	0
2035	24.08	0	4.34	0	0	0	20	0	0
2036	24.05	0	4.31	0	0	0	20	0	0
2037	24.06	0	4.31	0	0	0	20	0	0
2038	24.05	0	4.31	0	0	0	20	0	0
2039	24.05	0	4.3	0	0	0	20	0	0
2040	24.04	0	4.29	0	0	0	20	0	0
2041	24.03	0	4.28	0	0	0	20	0	0
2042	24.01	0	4.26	0	0	0	20	0	0
2043	24	0	4.25	0	0	0	20	0	0
2044	23.98	0	4.23	0	0	0	20	0	0
2045	23.96	0	4.21	0	0	0	20	0	0
2046	23.95	0	4.2	0	0	0	20	0	0
2047	23.93	0	4.18	0	0	0	20	0	0
2048	23.92	0	4.16	0	0	0	20	0	0
2049	24.26	0	-6.09	0	0	0	20	0	0
2050	24.29	0	-6.05	0	0	0	20	0	0
2051	24.3	0	-6.05	0	0	0	20	0	0
2052	24.31	0	-6.04	0	0	0	20	0	0
2053	24.32	0	-6.03	0	0	0	20	0	0
2054	24.34	0	-6.01	0	0	0	20	0	0
2055	24.35	0	-5.99	0	0	0	20	0	0
2056	24.38	0	-5.96	0	0	0	20	0	0
2057	24.4	0	-5.94	0	0	0	20	0	0
2058	24.42	0	-5.92	0	0	0	20	0	0
2059	24.08	0	4.34	0	0	0	20	0	0
2060	24.06	0	4.31	0	0	0	20	0	0
2061	24.06	0	4.31	0	0	0	20	0	0
2062	24.06	0	4.31	0	0	0	20	0	0
2063	24.05	0	4.31	0	0	0	20	0	0
2064	24.04	0	4.29	0	0	0	20	0	0
2065	24.03	0	4.28	0	0	0	20	0	0
2066	24.01	0	4.27	0	0	0	20	0	0
2067	24	0	4.25	0	0	0	20	0	0
2068	23.98	0	4.23	0	0	0	20	0	0
2069	23.97	0	4.22	0	0	0	20	0	0
2070	23.95	0	4.2	0	0	0	20	0	0
2071	23.93	0	4.18	0	0	0	20	0	0
2072	23.92	0	4.16	0	0	0	20	0	0
2073	24.26	0	-6.09	0	0	0	20	0	0
2074	24.29	0	-6.05	0	0	0	20	0	0
2075	24.3	0	-6.05	0	0	0	20	0	0
2076	24.31	0	-6.04	0	0	0	20	0	0
2077	24.32	0	-6.02	0	0	0	20	0	0
2078	24.34	0	-6.01	0	0	0	20	0	0
2079	24.36	0	-5.99	0	0	0	20	0	0
2080	24.38	0	-5.96	0	0	0	20	0	0
2081	24.4	0	-5.94	0	0	0	20	0	0
2082	24.42	0	-5.92	0	0	0	20	0	0
2083	24.08	0	4.34	0	0	0	20	0	0
2084	24.06	0	4.31	0	0	0	20	0	0
2085	24.06	0	4.31	0	0	0	20	0	0
2086	24.06	0	4.31	0	0	0	20	0	0
2087	24.05	0	4.31	0	0	0	20	0	0
2088	24.04	0	4.3	0	0	0	20	0	0
2089	24.03	0	4.28	0	0	0	20	0	0
2090	24.01	0	4.27	0	0	0	20	0	0
2091	24	0	4.25	0	0	0	20	0	0
2092	23.98	0	4.23	0	0	0	20	0	0
2093	23.97	0	4.22	0	0	0	20	0	0
2094	23.95	0	4.2	0	0	0	20	0	0
2095	23.93	0	4.18	0	0	0	20	0	0
2096	23.92	0	4.16	0	0	0	20	0	0
2097	24.26	0	-6.08	0	0	0	20	0	0
2098	24.3	0	-6.05	0	0	0	20	0	0
2099	24.3	0	-6.04	0	0	0	20	0	0
2100	24.31	0	-6.04	0	0	0	20	0	0
2101	24.32	0	-6.02	0	0	0	20	0	0
2102	24.34	0	-6	0	0	0	20	0	0
2103	24.36	0	-5.98	0	0	0	20	0	0
2104	24.38	0	-5.96	0	0	0	20	0	0
2105	24.4	0	-5.94	0	0	0	20	0	0
2106	24.42	0	-5.91	0	0	0	20	0	0
2107	24.08	0	4.34	0	0	0	20	0	0
2108	24.06	0	4.32	0	0	0	20	0	0
2109	24.06	0	4.32	0	0	0	20	0	0
2110	24.06	0	4.31	0	0	0	20	0	0
2111	24.05	0	4.31	0	0	0	20	0	0
2112	24.04	0	4.3	0	0	0	20	0	0
2113	24.03	0	4.28	0	0	0	20	0	0
2114	24.02	0	4.27	0	0	0	20	0	0
2115	24	0	4.25	0	0	0	20	0	0
2116	23.98	0	4.24	0	0	0	20	0	0
2117	23.97	0	4.22	0	0	0	20	0	0
2118	23.95	0	4.2	0	0	0	20	0	0
2119	23.94	0	4.18	0	0	0	20	0	0
2120	23.92	0	4.17	0	0	0	20	0	0
2121	24.27	0	-6.08	0	0	0	20	0	0
2122	24.3	0	-6.05	0	0	0	20	0	0
2123	24.3	0	-6.04	0	0	0	20	0	0
2124	24.31	0	-6.03	0	0	0	20	0	0
2125	24.32	0	-6.02	0	0	0	20	0	0
2126	24.34	0	-6	0	0	0	20	0	0
2127	24.36	0	-5.98	0	0	0	20	0	0
2128	24.38	0	-5.96	0	0	0	20	0	0
2129	24.4	0	-5.94	0	0	0	20	0	0
2130	24.42	0	-5.91	0	0	0	20	0	0
2131	24.08	0	4.34	0	0	0	20	0	0
2132	24.06	0	4.32	0	0	0	20	0	0
2133	24.06	0	4.32	0	0	0	20	0	0
2134	24.06	0	4.32	0	0	0	20	0	0
2135	24.05	0	4.31	0	0	0	20	0	0
2136	24.04	0	4.3	0	0	0	20	0	0
2137	24.03	0	4.29	0	0	0	20	0	0
2138	24.02	0	4.27	0	0	0	20	0	0
2139	24	0	4.25	0	0	0	20	0	0
2140	23.99	0	4.24	0	0	0	20	0	0
2141	23.97	0	4.22	0	0	0	20	0	0
2142	23.95	0	4.2	0	0	0	20	0	0
2143	23.94	0	4.19	0	0	0	20	0	0
2144	23.92	0	4.17	0	0	0	20	0	0
2145	24.27	0	-6.08	0	0	0	20	0	0
2146	24.3	0	-6.05	0	0	0	20	0	0
2147	24.3	0	-6.04	0	0	0	20	0	0
2148	24.31	0	-6.03	0	0	0	20	0	0
2149	24.32	0	-6.02	0	0	0	20	0	0
2150	24.34	0	-6	0	0	0	20	0	0
2151	24.36	0	-5.98	0	0	0	20	0	0
2152	24.38	0	-5.96	0	0	0	20	0	0
2153	24.4	0	-5.94	0	0	0	20	0	0
2154	24.43	0	-5.91	0	0	0	20	0	0
2155	24.09	0	4.34	0	0	0	20	0	0
2156	24.06	0	4.32	0	0	0	20	0	0
2157	24.06	0	4.32	0	0	0	20	0	0
2158	24.06	0	4.32	0	0	0	20	0	0
2159	24.06	0	4.31	0	0	0	20	0	0
2160	24.05	0	4.3	0	0	0	20	0	0
2161	24.03	0	4.29	0	0	0	20	0	0
2162	24.02	0	4.27	0	0	0	20	0	0
2163	24	0	4.26	0	0	0	20	0	0
2164	23.99	0	4.24	0	0	0	20	0	0
2165	23.97	0	4.22	0	0	0	20	0	0
2166	23.95	0	4.2	0	0	0	20	0	0
2167	23.94	0	4.19	0	0	0	20	0	0
2168	23.92	0	4.17	0	0	0	20	0	0
2169	24.27	0	-6.08	0	0	0	20	0	0
2170	24.3	0	-6.05	0	0	0	20	0	0
2171	24.3	0	-6.04	0	0	0	20	0	0
2172	24.31	0	-6.03	0	0	0	20	0	0
2173	24.32	0	-6.02	0	0	0	20	0	0
2174	24.34	0	-6	0	0	0	20	0	0
2175	24.36	0	-5.98	0	0	0	20	0	0
2176	24.38	0	-5.96	0	0	0	20	0	0
2177	24.4	0	-5.93	0	0	0	20	0	0
2178	24.43	0	-5.91	0	0	0	20	0	0
2179	24.09	0	4.35	0	0	0	20	0	0
2180	24.06	0	4.32	0	0	0	20	0	0
2181	24.06	0	4.32	0	0	0	20	0	0
2182	24.06	0	4.32	0	0	0	20	0	0
2183	24.06	0	4.31	0	0	0	20	0	0
2184	24.05	0	4.3	0	0	0	20	0	0
2185	24.03	0	4.29	0	0	0	20	0	0
2186	24.02	0	4.27	0	0	0	20	0	0
2187	24	0	4.26	0	0	0	20	0	0
2188	23.99	0	4.24	0	0	0	20	0	0
2189	23.97	0	4.22	0	0	0	20	0	0
2190	23.96	0	4.2	0	0	0	20	0	0
2191	23.94	0	4.19	0	0	0	20	0	0
2192	23.92	0	4.17	0	0	0	20	0	0
2193	24.27	0	-6.08	0	0	0	20	0	0
2194	24.3	0	-6.05	0	0	0	20	0	0
2195	24.31	0	-6.04	0	0	0	20	0	0
2196	24.31	0	-6.03	0	0	0	20	0	0
2197	24.33	0	-6.02	0	0	0	20	0	0
2198	24.34	0	-6	0	0	0	20	0	0
2199	24.36	0	-5.98	0	0	0	20	0	0
2200	24.38	0	-5.96	0	0	0	20	0	0
2201	24.4	0	-5.93	0	0	0	20	0	0
2202	24.43	0	-5.91	0	0	0	20	0	0
2203	24.09	0	4.35	0	0	0	20	0	0
2204	24.06	0	4.32	0	0	0	20	0	0
2205	24.06	0	4.32	0	0	0	20	0	0
2206	24.06	0	4.32	0	0	0	20	0	0
2207	24.06	0	4.31	0	0	0	20	0	0
2208	24.05	0	4.3	0	0	0	20	0	0
2209	24.03	0	4.29	0	0	0	20	0	0
2210	24.02	0	4.27	0	0	0	20	0	0
2211	24	0	4.26	0	0	0	20	0	0
2212	23.99	0	4.24	0	0	0	20	0	0
2213	23.97	0	4.22	0	0	0	20	0	0
2214	23.96	0	4.21	0	0	0	20	0	0
2215	23.94	0	4.19	0	0	0	20	0	0
2216	23.92	0	4.17	0	0	0	20	0	0
2217	24.27	0	-6.08	0	0	0	20	0	0
2218	24.3	0	-6.04	0	0	0	20	0	0
2219	24.31	0	-6.04	0	0	0	20	0	0
2220	24.31	0	-6.03	0	0	0	20	0	0
2221	24.33	0	-6.02	0	0	0	20	0	0
2222	24.34	0	-6	0	0	0	20	0	0
2223	24.36	0	-5.98	0	0	0	20	0	0
2224	24.38	0	-5.96	0	0	0	20	0	0
2225	24.41	0	-5.93	0	0	0	20	0	0
2226	24.43	0	-5.91	0	0	0	20	0	0
2227	24.09	0	4.35	0	0	0	20	0	0
2228	24.06	0	4.32	0	0	0	20	0	0
2229	24.07	0	4.32	0	0	0	20	0	0
2230	24.06	0	4.32	0	0	0	20	0	0
2231	24.06	0	4.31	0	0	0	20	0	0
2232	24.05	0	4.3	0	0	0	20	0	0
2233	24.04	0	4.29	0	0	0	20	0	0
2234	24.02	0	4.27	0	0	0	20	0	0
2235	24.01	0	4.26	0	0	0	20	0	0
2236	23.99	0	4.24	0	0	0	20	0	0
2237	23.97	0	4.22	0	0	0	20	0	0
2238	23.96	0	4.21	0	0	0	20	0	0
2239	23.94	0	4.19	0	0	0	20	0	0
2240	23.93	0	4.17	0	0	0	20	0	0
2241	24.27	0	-6.08	0	0	0	20	0	0
2242	24.3	0	-6.04	0	0	0	20	0	0
2243	24.31	0	-6.04	0	0	0	20	0	0
2244	24.31	0	-6.03	0	0	0	20	0	0
2245	24.33	0	-6.02	0	0	0	20	0	0
2246	24.34	0	-6	0	0	0	20	0	0
2247	24.36	0	-5.98	0	0	0	20	0	0
2248	24.38	0	-5.95	0	0	0	20	0	0
2249	24.41	0	-5.93	0	0	0	20	0	0
2250	24.43	0	-5.91	0	0	0	20	0	0
2251	24.09	0	4.35	0	0	0	20	0	0
2252	24.07	0	4.32	0	0	0	20	0	0
2253	24.07	0	4.32	0	0	0	20	0	0
2254	24.07	0	4.32	0	0	0	20	0	0
2255	24.06	0	4.31	0	0	0	20	0	0
2256	24.05	0	4.3	0	0	0	20	0	0
2257	24.04	0	4.29	0	0	0	20	0	0
2258	24.02	0	4.28	0	0	0	20	0	0
2259	24.01	0	4.26	0	0	0	20	0	0
2260	23.99	0	4.24	0	0	0	20	0	0
2261	23.97	0	4.22	0	0	0	20	0	0
2262	23.96	0	4.21	0	0	0	20	0	0
2263	23.94	0	4.19	0	0	0	20	0	0
2264	23.93	0	4.17	0	0	0	20	0	0
2265	24.27	0	-6.08	0	0	0	20	0	0
2266	24.3	0	-6.04	0	0	0	20	0	0
2267	24.31	0	-6.04	0	0	0	20	0	0
2268	24.32	0	-6.03	0	0	0	20	0	0
2269	24.33	0	-6.01	0	0	0	20	0	0
2270	24.35	0	-6	0	0	0	20	0	0
2271	24.36	0	-5.98	0	0	0	20	0	0
2272	24.39	0	-5.95	0	0	0	20	0	0
2273	24.41	0	-5.93	0	0	0	20	0	0
2274	24.43	0	-5.91	0	0	0	20	0	0
2275	24.09	0	4.35	0	0	0	20	0	0
2276	24.07	0	4.32	0	0	0	20	0	0
2277	24.07	0	4.32	0	0	0	20	0	0
2278	24.07	0	4.32	0	0	0	20	0	0
2279	24.06	0	4.32	0	0	0	20	0	0
2280	24.05	0	4.3	0	0	0	20	0	0
2281	24.04	0	4.29	0	0	0	20	0	0
2282	24.02	0	4.28	0	0	0	20	0	0
2283	24.01	0	4.26	0	0	0	20	0	0
2284	23.99	0	4.24	0	0	0	20	0	0
2285	23.98	0	4.23	0	0	0	20	0	0
2286	23.96	0	4.21	0	0	0	20	0	0
2287	23.94	0	4.19	0	0	0	20	0	0
2288	23.93	0	4.17	0	0	0	20	0	0
2289	24.27	0	-6.08	0	0	0	20	0	0
2290	24.3	0	-6.04	0	0	0	20	0	0
2291	24.31	0	-6.04	0	0	0	20	0	0
2292	24.32	0	-6.03	0	0	0	20	0	0
2293	24.33	0	-6.01	0	0	0	20	0	0
2294	24.35	0	-6	0	0	0	20	0	0
2295	24.37	0	-5.98	0	0	0	20	0	0
2296	24.39	0	-5.95	0	0	0	20	0	0
2297	24.41	0	-5.93	0	0	0	20	0	0
2298	24.43	0	-5.91	0	0	0	20	0	0
2299	24.09	0	4.35	0	0	0	20	0	0
2300	24.07	0	4.32	0	0	0	20	0	0
2301	24.07	0	4.32	0	0	0	20	0	0
2302	24.07	0	4.32	0	0	0	20	0	0
2303	24.06	0	4.32	0	0	0	20	0	0
2304	24.05	0	4.31	0	0	0	20	0	0
2305	24.04	0	4.29	0	0	0	20	0	0
2306	24.02	0	4.28	0	0	0	20	0	0
2307	24.01	0	4.26	0	0	0	20	0	0
2308	23.99	0	4.24	0	0	0	20	0	0
2309	23.98	0	4.23	0	0	0	20	0	0
2310	23.96	0	4.21	0	0	0	20	0	0
2311	23.94	0	4.19	0	0	0	20	0	0
2312	23.93	0	4.17	0	0	0	20	0	0
2313	24.27	0	-6.08	0	0	0	20	0	0
2314	24.3	0	-6.04	0	0	0	20	0	0
2315	24.31	0	-6.04	0	0	0	20	0	0
2316	24.32	0	-6.03	0	0	0	20	0	0
2317	24.33	0	-6.01	0	0	0	20	0	0
2318	24.35	0	-6	0	0	0	20	0	0
2319	24.37	0	-5.98	0	0	0	20	0	0
2320	24.39	0	-5.95	0	0	0	20	0	0
2321	24.41	0	-5.93	0	0	0	20	0	0
2322	24.43	0	-5.91	0	0	0	20	0	0
2323	24.09	0	4.35	0	0	0	20	0	0
2324	24.07	0	4.32	0	0	0	20	0	0
2325	24.07	0	4.32	0	0	0	20	0	0
2326	24.07	0	4.32	0	0	0	20	0	0
2327	24.06	0	4.32	0	0	0	20	0	0
2328	24.05	0	4.31	0	0	0	20	0	0
2329	24.04	0	4.29	0	0	0	20	0	0
2330	24.02	0	4.28	0	0	0	20	0	0
2331	24.01	0	4.26	0	0	0	20	0	0
2332	23.99	0	4.24	0	0	0	20	0	0
2333	23.98	0	4.23	0	0	0	20	0	0
2334	23.96	0	4.21	0	0	0	20	0	0
2335	23.94	0	4.19	0	0	0	20	0	0
2336	23.93	0	4.17	0	0	0	20	0	0
2337	24.27	0	-6.08	0	0	0	20	0	0
2338	24.3	0	-6.04	0	0	0	20	0	0
2339	24.31	0	-6.04	0	0	0	20	0	0
2340	24.32	0	-6.03	0	0	0	20	0	0
2341	24.33	0	-6.01	0	0	0	20	0	0
2342	24.35	0	-6	0	0	0	20	0	0
2343	24.37	0	-5.97	0	0	0	20	0	0
2344	24.39	0	-5.95	0	0	0	20	0	0
2345	24.41	0	-5.93	0	0	0	20	0	0
2346	24.43	0	-5.9	0	0	0	20	0	0
2347	24.09	0	4.35	0	0	0	20	0	0
2348	24.07	0	4.32	0	0	0	20	0	0
2349	24.07	0	4.33	0	0	0	20	0	0
2350	24.07	0	4.32	0	0	0	20	0	0
2351	24.06	0	4.32	0	0	0	20	0	0
2352	24.05	0	4.31	0	0	0	20	0	0
2353	24.04	0	4.29	0	0	0	20	0	0
2354	24.02	0	4.28	0	0	0	20	0	0
2355	24.01	0	4.26	0	0	0	20	0	0
2356	23.99	0	4.24	0	0	0	20	0	0
2357	23.98	0	4.23	0	0	0	20	0	0
2358	23.96	0	4.21	0	0	0	20	0	0
2359	23.94	0	4.19	0	0	0	20	0	0
2360	23.93	0	4.18	0	0	0	20	0	0
2361	24.27	0	-6.07	0	0	0	20	0	0
2362	24.3	0	-6.04	0	0	0	20	0	0
2363	24.31	0	-6.03	0	0	0	20	0	0
2364	24.32	0	-6.03	0	0	0	20	0	0
2365	24.33	0	-6.01	0	0	0	20	0	0
2366	24.35	0	-5.99	0	0	0	20	0	0
2367	24.37	0	-5.97	0	0	0	20	0	0
2368	24.39	0	-5.95	0	0	0	20	0	0
2369	24.41	0	-5.93	0	0	0	20	0	0
2370	24.43	0	-5.9	0	0	0	20	0	0
2371	24.09	0	4.35	0	0	0	20	0	0
2372	24.07	0	4.32	0	0	0	20	0	0
2373	24.07	0	4.33	0	0	0	20	0	0
2374	24.07	0	4.32	0	0	0	20	0	0
2375	24.06	0	4.32	0	0	0	20	0	0
2376	24.05	0	4.31	0	0	0	20	0	0
2377	24.04	0	4.29	0	0	0	20	0	0
2378	24.02	0	4.28	0	0	0	20	0	0
2379	24.01	0	4.26	0	0	0	20	0	0
2380	23.99	0	4.25	0	0	0	20	0	0
2381	23.98	0	4.23	0	0	0	20	0	0
2382	23.96	0	4.21	0	0	0	20	0	0
2383	23.95	0	4.19	0	0	0	20	0	0
2384	23.93	0	4.18	0	0	0	20	0	0
2385	24.27	0	-6.07	0	0	0	20	0	0
2386	24.31	0	-6.04	0	0	0	20	0	0
2387	24.31	0	-6.03	0	0	0	20	0	0
2388	24.32	0	-6.03	0	0	0	20	0	0
2389	24.33	0	-6.01	0	0	0	20	0	0
2390	24.35	0	-5.99	0	0	0	20	0	0
2391	24.37	0	-5.97	0	0	0	20	0	0
2392	24.39	0	-5.95	0	0	0	20	0	0
2393	24.41	0	-5.93	0	0	0	20	0	0
2394	24.43	0	-5.9	0	0	0	20	0	0
2395	24.09	0	4.35	0	0	0	20	0	0
2396	24.07	0	4.33	0	0	0	20	0	0
2397	24.07	0	4.33	0	0	0	20	0	0
2398	24.07	0	4.33	0	0	0	20	0	0
2399	24.06	0	4.32	0	0	0	20	0	0
2400	24.05	0	4.31	0	0	0	20	0	0
2401	24.04	0	4.29	0	0	0	20	0	0
2402	24.03	0	4.28	0	0	0	20	0	0
2403	24.01	0	4.26	0	0	0	20	0	0
2404	23.99	0	4.25	0	0	0	20	0	0
2405	23.98	0	4.23	0	0	0	20	0	0
2406	23.96	0	4.21	0	0	0	20	0	0
2407	23.95	0	4.19	0	0	0	20	0	0
2408	23.93	0	4.18	0	0	0	20	0	0
2409	24.28	0	-6.07	0	0	0	20	0	0
2410	24.31	0	-6.04	0	0	0	20	0	0
2411	24.31	0	-6.03	0	0	0	20	0	0
2412	24.32	0	-6.03	0	0	0	20	0	0
2413	24.33	0	-6.01	0	0	0	20	0	0
2414	24.35	0	-5.99	0	0	0	20	0	0
2415	24.37	0	-5.97	0	0	0	20	0	0
2416	24.39	0	-5.95	0	0	0	20	0	0
2417	24.41	0	-5.93	0	0	0	20	0	0
2418	24.43	0	-5.9	0	0	0	20	0	0
2419	24.09	0	4.35	0	0	0	20	0	0
2420	24.07	0	4.33	0	0	0	20	0	0
2421	24.07	0	4.33	0	0	0	20	0	0
2422	24.07	0	4.33	0	0	0	20	0	0
2423	24.06	0	4.32	0	0	0	20	0	0
2424	24.05	0	4.31	0	0	0	20	0	0
2425	24.04	0	4.29	0	0	0	20	0	0
2426	24.03	0	4.28	0	0	0	20	0	0
2427	24.01	0	4.26	0	0	0	20	0	0
2428	23.99	0	4.25	0	0	0	20	0	0
2429	23.98	0	4.23	0	0	0	20	0	0
2430	23.96	0	4.21	0	0	0	20	0	0
2431	23.95	0	4.19	0	0	0	20	0	0
2432	23.93	0	4.18	0	0	0	20	0	0
