Zeit [min]	Potsdam Altitude [Deg]	Potsdam Azimuth [Deg]	Shanghai Altitude [Deg]	Shanghai Azimuth [Deg]	Kaxgar Altitude [Deg]	Kaxgar Azimuth [Deg]	Singapur Altitude [Deg]	Singapur Azimuth [Deg]	Lima Altitude [Deg]	Lima Azimuth [Deg]	Denver Altitude [Deg]	Denver Azimuth [Deg]	Barrow Altitude [Deg]	Barrow Azimuth [Deg]	Melbourne Altitude [Deg]	Melbourne Azimuth [Deg]
90720	-44.5838	352.963	-65.9308	355.907	-36.9164	294.554	-70.0653	252.525	-70.1501	195.454	-57.2847	354.539	-24.0092	332.793	-44.5089	191.562
90721	-44.6017	353.311	-65.9447	356.514	-37.0916	294.774	-70.3037	252.323	-70.2141	194.747	-57.302	354.997	-24.0454	333.061	-44.5482	191.218
90722	-44.6188	353.659	-65.9563	357.122	-37.2665	294.995	-70.5418	252.115	-70.2751	194.035	-57.3177	355.455	-24.0813	333.33	-44.5864	190.874
90723	-44.6349	354.006	-65.9656	357.731	-37.4411	295.216	-70.7796	251.902	-70.3332	193.32	-57.3319	355.914	-24.1168	333.599	-44.6234	190.529
90724	-44.6501	354.354	-65.9727	358.34	-37.6154	295.439	-71.0171	251.683	-70.3883	192.6	-57.3446	356.373	-24.1521	333.868	-44.6593	190.184
90725	-44.6644	354.703	-65.9775	358.949	-37.7894	295.662	-71.2543	251.458	-70.4404	191.876	-57.3557	356.833	-24.1869	334.137	-44.6939	189.839
90726	-44.6778	355.051	-65.98	359.558	-37.963	295.887	-71.4912	251.228	-70.4895	191.149	-57.3653	357.292	-24.2215	334.407	-44.7274	189.493
90727	-44.6902	355.399	-65.9803	0.167802	-38.1363	296.112	-71.7278	250.991	-70.5355	190.418	-57.3733	357.752	-24.2557	334.676	-44.7598	189.147
90728	-44.7017	355.748	-65.9782	0.777247	-38.3092	296.339	-71.9641	250.748	-70.5785	189.684	-57.3798	358.212	-24.2895	334.946	-44.7909	188.8
90729	-44.7123	356.097	-65.9739	1.38654	-38.4818	296.566	-72.2	250.498	-70.6183	188.947	-57.3848	358.672	-24.323	335.216	-44.8208	188.453
90730	-44.722	356.446	-65.9673	1.99559	-38.6541	296.794	-72.4355	250.242	-70.6551	188.207	-57.3882	359.133	-24.3562	335.485	-44.8496	188.105
90731	-44.7307	356.795	-65.9585	2.60428	-38.826	297.023	-72.6706	249.978	-70.6887	187.464	-57.3901	359.593	-24.389	335.755	-44.8772	187.758
90732	-44.7385	357.144	-65.9474	3.21251	-38.9976	297.254	-72.9054	249.707	-70.7191	186.719	-57.3904	0.053087	-24.4215	336.025	-44.9036	187.409
90733	-44.7454	357.493	-65.934	3.82017	-39.1688	297.485	-73.1397	249.428	-70.7464	185.972	-57.3892	0.513433	-24.4536	336.296	-44.9288	187.061
90734	-44.7513	357.842	-65.9183	4.42716	-39.3397	297.717	-73.3736	249.141	-70.7705	185.223	-57.3864	0.973731	-24.4854	336.566	-44.9528	186.712
90735	-44.7563	358.191	-65.9004	5.03338	-39.5102	297.95	-73.607	248.845	-70.7915	184.472	-57.3821	1.43394	-24.5169	336.836	-44.9756	186.363
90736	-44.7604	358.541	-65.8803	5.63872	-39.6803	298.185	-73.84	248.541	-70.8092	183.719	-57.3762	1.89403	-24.548	337.107	-44.9972	186.013
90737	-44.7636	358.89	-65.8579	6.24309	-39.8501	298.42	-74.0725	248.228	-70.8237	182.965	-57.3689	2.35397	-24.5787	337.378	-45.0176	185.664
90738	-44.7658	359.24	-65.8332	6.84639	-40.0194	298.656	-74.3045	247.905	-70.835	182.211	-57.3599	2.8137	-24.6091	337.648	-45.0367	185.314
90739	-44.7671	359.589	-65.8063	7.44851	-40.1884	298.894	-74.5359	247.572	-70.8431	181.455	-57.3495	3.27321	-24.6392	337.919	-45.0547	184.964
90740	-44.7675	359.938	-65.7772	8.04936	-40.357	299.132	-74.7668	247.229	-70.848	180.699	-57.3374	3.73244	-24.6689	338.19	-45.0715	184.613
90741	-44.7669	0.287698	-65.7459	8.64884	-40.5252	299.372	-74.997	246.875	-70.8496	179.943	-57.3239	4.19137	-24.6982	338.461	-45.0871	184.262
90742	-44.7654	0.637124	-65.7123	9.24687	-40.693	299.613	-75.2267	246.51	-70.848	179.187	-57.3088	4.64995	-24.7272	338.733	-45.1015	183.912
90743	-44.763	0.986529	-65.6766	9.84333	-40.8605	299.854	-75.4557	246.134	-70.8432	178.431	-57.2922	5.10815	-24.7558	339.004	-45.1146	183.561
90744	-44.7596	1.3359	-65.6387	10.4382	-41.0275	300.097	-75.6841	245.744	-70.8352	177.675	-57.2741	5.56594	-24.7841	339.275	-45.1266	183.209
90745	-44.7553	1.68523	-65.5985	11.0312	-41.194	300.341	-75.9117	245.343	-70.8239	176.921	-57.2544	6.02328	-24.812	339.547	-45.1373	182.858
90746	-44.7501	2.0345	-65.5563	11.6225	-41.3602	300.586	-76.1386	244.927	-70.8094	176.167	-57.2332	6.48014	-24.8396	339.819	-45.1469	182.507
90747	-44.7439	2.38372	-65.5118	12.2119	-41.526	300.832	-76.3648	244.498	-70.7918	175.414	-57.2105	6.93647	-24.8668	340.09	-45.1552	182.155
90748	-44.7369	2.73285	-65.4652	12.7992	-41.6913	301.08	-76.5901	244.054	-70.7709	174.663	-57.1862	7.39224	-24.8937	340.362	-45.1623	181.803
90749	-44.7288	3.0819	-65.4165	13.3845	-41.8562	301.328	-76.8145	243.594	-70.7468	173.914	-57.1605	7.84743	-24.9202	340.634	-45.1682	181.452
90750	-44.7199	3.43086	-65.3657	13.9677	-42.0207	301.578	-77.0381	243.118	-70.7195	173.167	-57.1332	8.30199	-24.9463	340.906	-45.1728	181.1
90751	-44.71	3.77971	-65.3127	14.5486	-42.1847	301.829	-77.2606	242.626	-70.6891	172.422	-57.1044	8.75589	-24.9721	341.178	-45.1763	180.748
90752	-44.6993	4.12844	-65.2577	15.1272	-42.3482	302.081	-77.4822	242.116	-70.6556	171.679	-57.0742	9.2091	-24.9975	341.451	-45.1785	180.396
90753	-44.6875	4.47705	-65.2005	15.7034	-42.5114	302.334	-77.7028	241.587	-70.6189	170.939	-57.0424	9.66158	-25.0226	341.723	-45.1796	180.044
90754	-44.6749	4.82552	-65.1413	16.2771	-42.674	302.588	-77.9222	241.038	-70.5791	170.202	-57.0091	10.1133	-25.0473	341.995	-45.1794	179.692
90755	-44.6613	5.17384	-65.0801	16.8484	-42.8362	302.844	-78.1404	240.469	-70.5362	169.468	-56.9744	10.5642	-25.0716	342.268	-45.178	179.34
90756	-44.6468	5.522	-65.0168	17.4171	-42.9979	303.101	-78.3574	239.879	-70.4902	168.737	-56.9381	11.0143	-25.0956	342.541	-45.1754	178.988
90757	-44.6314	5.87	-64.9515	17.9831	-43.1592	303.359	-78.5731	239.265	-70.4412	168.009	-56.9004	11.4636	-25.1192	342.813	-45.1715	178.636
90758	-44.6151	6.21782	-64.8842	18.5464	-43.32	303.618	-78.7873	238.628	-70.3891	167.286	-56.8612	11.912	-25.1424	343.086	-45.1665	178.284
90759	-44.5978	6.56545	-64.8149	19.1069	-43.4802	303.879	-79.0001	237.966	-70.334	166.566	-56.8205	12.3594	-25.1653	343.359	-45.1602	177.933
90760	-44.5797	6.91288	-64.7436	19.6646	-43.64	304.141	-79.2114	237.278	-70.276	165.85	-56.7784	12.8059	-25.1878	343.632	-45.1527	177.581
90761	-44.5606	7.26011	-64.6704	20.2194	-43.7993	304.404	-79.421	236.562	-70.215	165.139	-56.7348	13.2514	-25.2099	343.905	-45.144	177.229
90762	-44.5406	7.60711	-64.5953	20.7713	-43.9581	304.668	-79.6288	235.817	-70.1511	164.432	-56.6897	13.696	-25.2317	344.178	-45.1341	176.878
90763	-44.5196	7.95389	-64.5182	21.3202	-44.1164	304.934	-79.8348	235.041	-70.0842	163.729	-56.6432	14.1394	-25.2531	344.451	-45.123	176.527
90764	-44.4978	8.30043	-64.4392	21.8661	-44.2742	305.201	-80.0388	234.233	-70.0145	163.031	-56.5953	14.5819	-25.2741	344.725	-45.1107	176.176
90765	-44.475	8.64672	-64.3583	22.4089	-44.4315	305.469	-80.2407	233.391	-69.942	162.338	-56.5459	15.0232	-25.2948	344.998	-45.0971	175.825
90766	-44.4514	8.99276	-64.2756	22.9486	-44.5882	305.739	-80.4404	232.514	-69.8666	161.65	-56.4951	15.4634	-25.3151	345.272	-45.0824	175.474
90767	-44.4268	9.33852	-64.191	23.4851	-44.7444	306.01	-80.6377	231.599	-69.7885	160.967	-56.4429	15.9025	-25.335	345.545	-45.0664	175.123
90768	-44.4013	9.68402	-64.1046	24.0184	-44.9	306.282	-80.8325	230.644	-69.7076	160.29	-56.3893	16.3404	-25.3546	345.819	-45.0493	174.773
90769	-44.3749	10.0292	-64.0163	24.5486	-45.0552	306.556	-81.0245	229.648	-69.6241	159.618	-56.3342	16.7771	-25.3738	346.093	-45.0309	174.423
90770	-44.3476	10.3741	-63.9263	25.0754	-45.2097	306.831	-81.2137	228.609	-69.5378	158.951	-56.2778	17.2126	-25.3926	346.366	-45.0113	174.073
90771	-44.3194	10.7187	-63.8345	25.5989	-45.3637	307.107	-81.3999	227.524	-69.4489	158.29	-56.22	17.6469	-25.411	346.64	-44.9906	173.723
90772	-44.2903	11.063	-63.7409	26.1192	-45.5172	307.385	-81.5827	226.39	-69.3574	157.634	-56.1608	18.0799	-25.4291	346.914	-44.9686	173.374
90773	-44.2603	11.407	-63.6456	26.636	-45.67	307.664	-81.7621	225.207	-69.2633	156.985	-56.1002	18.5115	-25.4468	347.188	-44.9454	173.025
90774	-44.2294	11.7506	-63.5486	27.1495	-45.8223	307.945	-81.9378	223.971	-69.1666	156.341	-56.0382	18.9419	-25.4641	347.462	-44.9211	172.676
90775	-44.1976	12.0939	-63.4499	27.6597	-45.974	308.227	-82.1095	222.681	-69.0675	155.703	-55.9749	19.371	-25.4811	347.737	-44.8955	172.328
90776	-44.1649	12.4368	-63.3495	28.1663	-46.1252	308.511	-82.277	221.333	-68.9659	155.071	-55.9102	19.7987	-25.4977	348.011	-44.8687	171.979
90777	-44.1314	12.7794	-63.2474	28.6696	-46.2757	308.795	-82.44	219.927	-68.8618	154.445	-55.8441	20.225	-25.5139	348.285	-44.8408	171.632
90778	-44.0969	13.1216	-63.1437	29.1694	-46.4256	309.082	-82.5982	218.459	-68.7553	153.825	-55.7768	20.6499	-25.5297	348.559	-44.8117	171.284
90779	-44.0615	13.4635	-63.0384	29.6658	-46.5749	309.37	-82.7512	216.927	-68.6465	153.211	-55.708	21.0734	-25.5451	348.834	-44.7813	170.937
90780	-44.0253	13.8049	-62.9315	30.1586	-46.7236	309.659	-82.8989	215.331	-68.5354	152.603	-55.638	21.4955	-25.5602	349.108	-44.7498	170.591
90781	-43.9882	14.146	-62.823	30.648	-46.8717	309.95	-83.0407	213.667	-68.4219	152.002	-55.5667	21.9161	-25.5749	349.383	-44.7172	170.245
90782	-43.9502	14.4866	-62.7129	31.1339	-47.0191	310.242	-83.1763	211.936	-68.3062	151.406	-55.494	22.3352	-25.5892	349.657	-44.6833	169.899
90783	-43.9113	14.8269	-62.6013	31.6163	-47.1659	310.536	-83.3054	210.136	-68.1883	150.817	-55.4201	22.7529	-25.6031	349.932	-44.6483	169.553
90784	-43.8715	15.1667	-62.4881	32.0952	-47.3121	310.831	-83.4276	208.267	-68.0682	150.235	-55.3448	23.1691	-25.6167	350.207	-44.6121	169.209
90785	-43.8309	15.5061	-62.3735	32.5706	-47.4576	311.128	-83.5425	206.329	-67.9459	149.658	-55.2683	23.5837	-25.6299	350.482	-44.5747	168.864
90786	-43.7894	15.845	-62.2573	33.0425	-47.6024	311.426	-83.6497	204.323	-67.8216	149.088	-55.1905	23.9968	-25.6427	350.756	-44.5361	168.52
90787	-43.747	16.1835	-62.1397	33.5108	-47.7466	311.726	-83.7488	202.25	-67.6951	148.524	-55.1115	24.4084	-25.6551	351.031	-44.4964	168.177
90788	-43.7038	16.5216	-62.0206	33.9757	-47.8901	312.027	-83.8394	200.113	-67.5666	147.966	-55.0312	24.8184	-25.6671	351.306	-44.4556	167.834
90789	-43.6597	16.8592	-61.9001	34.437	-48.0329	312.33	-83.9211	197.916	-67.4361	147.415	-54.9496	25.2268	-25.6788	351.581	-44.4135	167.491
90790	-43.6148	17.1963	-61.7782	34.8949	-48.175	312.634	-83.9936	195.662	-67.3037	146.87	-54.8668	25.6336	-25.6901	351.856	-44.3704	167.149
90791	-43.5689	17.533	-61.6549	35.3492	-48.3165	312.94	-84.0565	193.356	-67.1693	146.331	-54.7828	26.0388	-25.701	352.131	-44.326	166.808
90792	-43.5223	17.8692	-61.5302	35.8001	-48.4572	313.248	-84.1095	191.005	-67.033	145.798	-54.6976	26.4424	-25.7115	352.406	-44.2805	166.467
90793	-43.4748	18.2049	-61.4041	36.2475	-48.5972	313.557	-84.1523	188.615	-66.8948	145.271	-54.6111	26.8444	-25.7216	352.681	-44.2339	166.127
90794	-43.4264	18.5401	-61.2767	36.6914	-48.7365	313.868	-84.1848	186.194	-66.7547	144.751	-54.5235	27.2448	-25.7314	352.957	-44.1862	165.787
90795	-43.3772	18.8748	-61.148	37.1318	-48.8751	314.181	-84.2067	183.75	-66.6129	144.237	-54.4347	27.6435	-25.7408	353.232	-44.1373	165.448
90796	-43.3271	19.2089	-61.018	37.5688	-49.0129	314.495	-84.218	181.292	-66.4693	143.728	-54.3446	28.0406	-25.7498	353.507	-44.0872	165.11
90797	-43.2762	19.5426	-60.8867	38.0024	-49.15	314.81	-84.2185	178.829	-66.324	143.226	-54.2534	28.436	-25.7584	353.782	-44.0361	164.772
90798	-43.2245	19.8757	-60.7541	38.4325	-49.2863	315.128	-84.2083	176.371	-66.1769	142.73	-54.1611	28.8297	-25.7666	354.058	-43.9838	164.435
90799	-43.1719	20.2084	-60.6203	38.8592	-49.4219	315.447	-84.1875	173.925	-66.0282	142.24	-54.0676	29.2217	-25.7744	354.333	-43.9304	164.098
90800	-43.1185	20.5404	-60.4852	39.2825	-49.5567	315.767	-84.156	171.501	-65.8778	141.756	-53.9729	29.6121	-25.7819	354.608	-43.8759	163.762
90801	-43.0643	20.872	-60.3489	39.7025	-49.6908	316.089	-84.1142	169.108	-65.7258	141.277	-53.8771	30.0008	-25.789	354.884	-43.8202	163.427
90802	-43.0093	21.2029	-60.2114	40.1191	-49.824	316.413	-84.0621	166.753	-65.5723	140.805	-53.7802	30.3877	-25.7956	355.159	-43.7635	163.093
90803	-42.9534	21.5334	-60.0728	40.5323	-49.9565	316.739	-84.0002	164.442	-65.4171	140.338	-53.6822	30.773	-25.802	355.435	-43.7056	162.759
90804	-42.8967	21.8632	-59.9329	40.9422	-50.0881	317.066	-83.9287	162.183	-65.2605	139.877	-53.583	31.1566	-25.8079	355.71	-43.6467	162.425
90805	-42.8392	22.1925	-59.7919	41.3488	-50.219	317.395	-83.8479	159.979	-65.1023	139.421	-53.4828	31.5384	-25.8134	355.986	-43.5866	162.093
90806	-42.7809	22.5212	-59.6498	41.7522	-50.349	317.726	-83.7582	157.837	-64.9427	138.971	-53.3815	31.9185	-25.8186	356.261	-43.5255	161.761
90807	-42.7218	22.8494	-59.5066	42.1522	-50.4782	318.058	-83.6599	155.757	-64.7817	138.527	-53.2791	32.2969	-25.8233	356.537	-43.4633	161.43
90808	-42.6619	23.1769	-59.3622	42.5491	-50.6065	318.392	-83.5535	153.745	-64.6192	138.088	-53.1756	32.6736	-25.8277	356.812	-43.3999	161.1
90809	-42.6011	23.5039	-59.2168	42.9427	-50.7341	318.728	-83.4393	151.8	-64.4553	137.655	-53.0711	33.0486	-25.8317	357.088	-43.3356	160.77
90810	-42.5396	23.8303	-59.0703	43.3331	-50.8607	319.065	-83.3179	149.924	-64.2901	137.227	-52.9655	33.4218	-25.8353	357.364	-43.2701	160.441
90811	-42.4773	24.156	-58.9227	43.7203	-50.9865	319.405	-83.1894	148.117	-64.1236	136.805	-52.8588	33.7933	-25.8386	357.639	-43.2036	160.113
90812	-42.4142	24.4812	-58.7742	44.1044	-51.1115	319.745	-83.0544	146.379	-63.9557	136.387	-52.7512	34.163	-25.8414	357.915	-43.136	159.786
90813	-42.3503	24.8058	-58.6245	44.4853	-51.2355	320.088	-82.9132	144.709	-63.7866	135.975	-52.6425	34.531	-25.8439	358.19	-43.0673	159.459
90814	-42.2856	25.1297	-58.4739	44.8632	-51.3587	320.432	-82.7661	143.105	-63.6162	135.568	-52.5328	34.8973	-25.8459	358.466	-42.9976	159.134
90815	-42.2202	25.453	-58.3223	45.238	-51.4809	320.779	-82.6136	141.568	-63.4445	135.166	-52.4221	35.2619	-25.8476	358.742	-42.9268	158.809
90816	-42.1539	25.7757	-58.1697	45.6097	-51.6023	321.127	-82.4559	140.093	-63.2717	134.769	-52.3104	35.6247	-25.8489	359.017	-42.855	158.485
90817	-42.0869	26.0978	-58.0161	45.9784	-51.7228	321.476	-82.2933	138.68	-63.0976	134.377	-52.1977	35.9858	-25.8498	359.293	-42.7822	158.161
90818	-42.0191	26.4192	-57.8616	46.344	-51.8423	321.828	-82.1263	137.327	-62.9224	133.99	-52.084	36.3451	-25.8504	359.569	-42.7083	157.839
90819	-41.9506	26.74	-57.7061	46.7067	-51.9609	322.181	-81.955	136.031	-62.7461	133.608	-51.9694	36.7027	-25.8505	359.844	-42.6334	157.517
90820	-41.8813	27.0601	-57.5497	47.0665	-52.0785	322.536	-81.7797	134.79	-62.5687	133.23	-51.8538	37.0586	-25.8503	0.120007	-42.5574	157.196
90821	-41.8112	27.3796	-57.3924	47.4233	-52.1952	322.892	-81.6006	133.602	-62.3901	132.858	-51.7373	37.4127	-25.8496	0.395684	-42.4805	156.876
90822	-41.7404	27.6985	-57.2342	47.7772	-52.3109	323.251	-81.4181	132.464	-62.2105	132.489	-51.6198	37.7652	-25.8486	0.671357	-42.4025	156.557
90823	-41.6688	28.0166	-57.0752	48.1283	-52.4257	323.611	-81.2322	131.374	-62.0298	132.126	-51.5014	38.1159	-25.8472	0.947025	-42.3235	156.239
90824	-41.5965	28.3342	-56.9152	48.4765	-52.5395	323.973	-81.0433	130.33	-61.848	131.767	-51.382	38.4648	-25.8454	1.22269	-42.2435	155.921
90825	-41.5235	28.6511	-56.7544	48.8219	-52.6523	324.337	-80.8515	129.33	-61.6653	131.412	-51.2618	38.8121	-25.8433	1.49834	-42.1625	155.605
90826	-41.4497	28.9673	-56.5928	49.1644	-52.7641	324.702	-80.657	128.371	-61.4816	131.062	-51.1406	39.1576	-25.8407	1.77399	-42.0805	155.289
90827	-41.3751	29.2828	-56.4303	49.5043	-52.8749	325.07	-80.46	127.452	-61.2968	130.716	-51.0186	39.5015	-25.8378	2.04962	-41.9975	154.974
90828	-41.2998	29.5977	-56.267	49.8413	-52.9846	325.439	-80.2605	126.571	-61.1112	130.374	-50.8956	39.8436	-25.8344	2.32524	-41.9136	154.66
90829	-41.2239	29.9119	-56.1029	50.1757	-53.0934	325.809	-80.0588	125.725	-60.9246	130.037	-50.7718	40.184	-25.8307	2.60085	-41.8286	154.347
90830	-41.1471	30.2254	-55.938	50.5074	-53.2011	326.182	-79.855	124.914	-60.737	129.704	-50.6471	40.5228	-25.8266	2.87644	-41.7427	154.035
90831	-41.0697	30.5382	-55.7723	50.8364	-53.3077	326.556	-79.6492	124.135	-60.5486	129.374	-50.5216	40.8598	-25.8221	3.15201	-41.6558	153.724
90832	-40.9915	30.8504	-55.6058	51.1628	-53.4133	326.933	-79.4415	123.387	-60.3593	129.049	-50.3952	41.1951	-25.8173	3.42757	-41.568	153.413
90833	-40.9127	31.1618	-55.4386	51.4866	-53.5179	327.311	-79.2321	122.668	-60.1691	128.728	-50.2679	41.5288	-25.812	3.70311	-41.4792	153.104
90834	-40.8331	31.4726	-55.2706	51.8078	-53.6213	327.69	-79.021	121.977	-59.978	128.411	-50.1398	41.8608	-25.8064	3.97862	-41.3894	152.795
90835	-40.7528	31.7827	-55.1019	52.1264	-53.7237	328.072	-78.8083	121.313	-59.7861	128.097	-50.0109	42.1911	-25.8004	4.25411	-41.2987	152.488
90836	-40.6718	32.0921	-54.9325	52.4426	-53.825	328.455	-78.5942	120.673	-59.5934	127.788	-49.8812	42.5198	-25.794	4.52957	-41.2071	152.181
90837	-40.5901	32.4008	-54.7623	52.7562	-53.9252	328.84	-78.3787	120.058	-59.3999	127.482	-49.7507	42.8468	-25.7872	4.80501	-41.1145	151.875
90838	-40.5077	32.7088	-54.5915	53.0674	-54.0243	329.227	-78.1618	119.465	-59.2056	127.18	-49.6193	43.1721	-25.78	5.08042	-41.021	151.571
90839	-40.4247	33.0161	-54.4199	53.3761	-54.1222	329.615	-77.9437	118.894	-59.0105	126.881	-49.4872	43.4958	-25.7724	5.3558	-40.9265	151.267
90840	-40.3409	33.3227	-54.2477	53.6824	-54.219	330.005	-77.7244	118.343	-58.8147	126.586	-49.3543	43.8179	-25.7645	5.63115	-40.8312	150.964
90841	-40.2565	33.6286	-54.0748	53.9863	-54.3147	330.397	-77.5039	117.813	-58.6181	126.294	-49.2206	44.1383	-25.7562	5.90647	-40.7349	150.662
90842	-40.1714	33.9337	-53.9012	54.2878	-54.4092	330.791	-77.2824	117.3	-58.4207	126.006	-49.0861	44.4571	-25.7475	6.18175	-40.6377	150.361
90843	-40.0856	34.2382	-53.727	54.587	-54.5026	331.186	-77.0599	116.806	-58.2227	125.722	-48.9509	44.7743	-25.7384	6.457	-40.5396	150.061
90844	-39.9992	34.542	-53.5521	54.8839	-54.5948	331.583	-76.8365	116.329	-58.024	125.441	-48.8149	45.0899	-25.7289	6.73221	-40.4407	149.762
90845	-39.912	34.8451	-53.3766	55.1784	-54.6858	331.982	-76.6121	115.868	-57.8245	125.163	-48.6782	45.4039	-25.719	7.00738	-40.3408	149.463
90846	-39.8243	35.1474	-53.2005	55.4708	-54.7756	332.383	-76.3869	115.422	-57.6244	124.888	-48.5408	45.7163	-25.7088	7.28251	-40.24	149.166
90847	-39.7358	35.449	-53.0237	55.7609	-54.8643	332.785	-76.1608	114.991	-57.4236	124.617	-48.4026	46.0271	-25.6982	7.5576	-40.1384	148.87
90848	-39.6467	35.75	-52.8464	56.0487	-54.9517	333.189	-75.934	114.574	-57.2221	124.348	-48.2637	46.3363	-25.6872	7.83265	-40.0359	148.575
90849	-39.557	36.0502	-52.6684	56.3344	-55.0379	333.594	-75.7064	114.171	-57.0201	124.083	-48.124	46.644	-25.6758	8.10765	-39.9325	148.28
90850	-39.4666	36.3497	-52.4899	56.6179	-55.1229	334.001	-75.4781	113.781	-56.8173	123.821	-47.9837	46.9501	-25.664	8.3826	-39.8283	147.987
90851	-39.3756	36.6485	-52.3108	56.8993	-55.2066	334.41	-75.2491	113.402	-56.614	123.562	-47.8427	47.2546	-25.6519	8.65751	-39.7232	147.694
90852	-39.2839	36.9465	-52.1311	57.1786	-55.2891	334.821	-75.0195	113.036	-56.41	123.306	-47.701	47.5577	-25.6394	8.93237	-39.6172	147.403
90853	-39.1916	37.2439	-51.9508	57.4558	-55.3703	335.233	-74.7893	112.681	-56.2055	123.053	-47.5586	47.8591	-25.6265	9.20717	-39.5104	147.112
90854	-39.0987	37.5405	-51.77	57.7309	-55.4503	335.646	-74.5585	112.337	-56.0004	122.803	-47.4155	48.1591	-25.6132	9.48193	-39.4027	146.823
90855	-39.0051	37.8364	-51.5887	58.004	-55.529	336.062	-74.3271	112.003	-55.7947	122.555	-47.2717	48.4575	-25.5995	9.75663	-39.2943	146.534
90856	-38.911	38.1316	-51.4068	58.275	-55.6064	336.478	-74.0951	111.68	-55.5884	122.311	-47.1273	48.7545	-25.5855	10.0313	-39.185	146.247
90857	-38.8162	38.4261	-51.2244	58.5441	-55.6826	336.897	-73.8627	111.365	-55.3815	122.069	-46.9823	49.0499	-25.5711	10.3059	-39.0748	145.96
90858	-38.7208	38.7198	-51.0414	58.8112	-55.7574	337.317	-73.6298	111.06	-55.1742	121.83	-46.8365	49.3439	-25.5563	10.5804	-38.9639	145.675
90859	-38.6247	39.0128	-50.858	59.0763	-55.8309	337.738	-73.3963	110.764	-54.9663	121.593	-46.6902	49.6364	-25.5411	10.8549	-38.8521	145.39
90860	-38.5281	39.3052	-50.674	59.3396	-55.9031	338.161	-73.1625	110.476	-54.7578	121.359	-46.5432	49.9274	-25.5255	11.1293	-38.7395	145.106
90861	-38.4309	39.5968	-50.4895	59.6009	-55.974	338.586	-72.9282	110.196	-54.5489	121.128	-46.3956	50.2169	-25.5096	11.4036	-38.6261	144.823
90862	-38.3331	39.8876	-50.3046	59.8603	-56.0436	339.012	-72.6935	109.924	-54.3394	120.9	-46.2474	50.505	-25.4933	11.6779	-38.5119	144.542
90863	-38.2347	40.1778	-50.1192	60.1179	-56.1118	339.439	-72.4583	109.659	-54.1294	120.673	-46.0985	50.7917	-25.4766	11.9521	-38.397	144.261
90864	-38.1357	40.4672	-49.9333	60.3737	-56.1786	339.868	-72.2228	109.402	-53.919	120.45	-45.9491	51.0769	-25.4596	12.2263	-38.2812	143.981
90865	-38.0361	40.7559	-49.7469	60.6276	-56.2441	340.298	-71.987	109.152	-53.708	120.228	-45.799	51.3607	-25.4421	12.5004	-38.1647	143.702
90866	-37.9359	41.0439	-49.56	60.8798	-56.3083	340.73	-71.7508	108.908	-53.4966	120.01	-45.6484	51.6431	-25.4243	12.7744	-38.0474	143.425
90867	-37.8352	41.3312	-49.3727	61.1302	-56.371	341.163	-71.5142	108.671	-53.2847	119.793	-45.4971	51.9241	-25.4062	13.0483	-37.9293	143.148
90868	-37.7338	41.6178	-49.185	61.3788	-56.4324	341.597	-71.2773	108.439	-53.0724	119.579	-45.3453	52.2037	-25.3876	13.3222	-37.8104	142.872
90869	-37.632	41.9036	-48.9968	61.6257	-56.4924	342.033	-71.0401	108.214	-52.8596	119.367	-45.193	52.4819	-25.3687	13.596	-37.6908	142.597
90870	-37.5295	42.1888	-48.8081	61.8709	-56.5509	342.47	-70.8026	107.995	-52.6464	119.158	-45.04	52.7588	-25.3494	13.8697	-37.5705	142.323
90871	-37.4265	42.4732	-48.6191	62.1144	-56.6081	342.908	-70.5648	107.781	-52.4327	118.95	-44.8865	53.0343	-25.3297	14.1434	-37.4494	142.05
90872	-37.3229	42.7569	-48.4296	62.3563	-56.6639	343.348	-70.3267	107.573	-52.2186	118.745	-44.7324	53.3084	-25.3097	14.4169	-37.3275	141.778
90873	-37.2188	43.0399	-48.2397	62.5965	-56.7182	343.789	-70.0883	107.369	-52.0041	118.542	-44.5778	53.5812	-25.2893	14.6904	-37.2049	141.507
90874	-37.1141	43.3222	-48.0494	62.8351	-56.7711	344.231	-69.8497	107.171	-51.7892	118.341	-44.4227	53.8526	-25.2685	14.9638	-37.0816	141.237
90875	-37.0089	43.6038	-47.8587	63.072	-56.8226	344.674	-69.6108	106.977	-51.5739	118.142	-44.267	54.1228	-25.2473	15.2372	-36.9576	140.968
90876	-36.9031	43.8846	-47.6676	63.3074	-56.8726	345.118	-69.3717	106.789	-51.3581	117.946	-44.1108	54.3916	-25.2258	15.5104	-36.8328	140.7
90877	-36.7968	44.1648	-47.4761	63.5412	-56.9212	345.564	-69.1323	106.604	-51.142	117.751	-43.954	54.6591	-25.2039	15.7836	-36.7073	140.432
90878	-36.69	44.4442	-47.2842	63.7735	-56.9684	346.01	-68.8927	106.424	-50.9255	117.558	-43.7968	54.9254	-25.1817	16.0567	-36.5811	140.166
90879	-36.5826	44.723	-47.0919	64.0043	-57.014	346.458	-68.6529	106.249	-50.7086	117.367	-43.639	55.1903	-25.1591	16.3296	-36.4542	139.901
90880	-36.4747	45.001	-46.8992	64.2335	-57.0582	346.906	-68.4129	106.077	-50.4914	117.179	-43.4807	55.454	-25.1361	16.6025	-36.3266	139.636
