Zeit [min]	Potsdam Altitude [Deg]	Potsdam Azimuth [Deg]	Shanghai Altitude [Deg]	Shanghai Azimuth [Deg]	Kaxgar Altitude [Deg]	Kaxgar Azimuth [Deg]	Singapur Altitude [Deg]	Singapur Azimuth [Deg]	Lima Altitude [Deg]	Lima Azimuth [Deg]	Denver Altitude [Deg]	Denver Azimuth [Deg]	Barrow Altitude [Deg]	Barrow Azimuth [Deg]	Melbourne Altitude [Deg]	Melbourne Azimuth [Deg]
380434	-13.1462	72.8478	-15.5879	80.632	-43.9419	38.1569	-35.5742	89.3432	-21.116	95.0148	-14.9905	77.5153	-12.4748	50.2596	-19.1564	105.939
380435	-13.0005	73.0564	-15.3769	80.7713	-43.8224	38.4617	-35.3242	89.3516	-20.8722	94.955	-14.803	77.6865	-12.4133	50.5078	-18.9658	105.768
380436	-12.8546	73.2648	-15.1659	80.9103	-43.7022	38.7653	-35.0742	89.3599	-20.6285	94.8953	-14.6153	77.8573	-12.3516	50.7559	-18.775	105.597
380437	-12.7086	73.473	-14.9547	81.049	-43.5812	39.0677	-34.8243	89.3681	-20.3847	94.8358	-14.4275	78.0279	-12.2897	51.0039	-18.5841	105.427
380438	-12.5624	73.6809	-14.7434	81.1874	-43.4594	39.3689	-34.5743	89.3763	-20.1409	94.7766	-14.2396	78.1981	-12.2275	51.2518	-18.3931	105.257
380439	-12.4161	73.8886	-14.5321	81.3256	-43.3368	39.6688	-34.3243	89.3845	-19.8971	94.7175	-14.0515	78.3681	-12.1652	51.4995	-18.2018	105.087
380440	-12.2696	74.096	-14.3207	81.4635	-43.2134	39.9676	-34.0744	89.3926	-19.6532	94.6586	-13.8634	78.5378	-12.1026	51.7472	-18.0105	104.917
380441	-12.123	74.3033	-14.1092	81.6011	-43.0893	40.2651	-33.8244	89.4007	-19.4094	94.5999	-13.6751	78.7073	-12.0398	51.9947	-17.8189	104.748
380442	-11.9762	74.5103	-13.8977	81.7385	-42.9644	40.5614	-33.5744	89.4088	-19.1655	94.5414	-13.4867	78.8765	-11.9768	52.2421	-17.6273	104.58
380443	-11.8292	74.7171	-13.686	81.8757	-42.8387	40.8566	-33.3245	89.4168	-18.9216	94.483	-13.2982	79.0454	-11.9135	52.4894	-17.4355	104.412
380444	-11.6821	74.9236	-13.4743	82.0126	-42.7123	41.1505	-33.0745	89.4247	-18.6777	94.4249	-13.1096	79.214	-11.8501	52.7366	-17.2435	104.244
380445	-11.5349	75.13	-13.2626	82.1493	-42.5852	41.4433	-32.8245	89.4327	-18.4337	94.3669	-12.9209	79.3824	-11.7865	52.9836	-17.0514	104.076
380446	-11.3876	75.3361	-13.0507	82.2857	-42.4573	41.7348	-32.5745	89.4406	-18.1898	94.3091	-12.7321	79.5506	-11.7226	53.2306	-16.8592	103.909
380447	-11.2401	75.542	-12.8388	82.4219	-42.3286	42.0252	-32.3246	89.4484	-17.9458	94.2514	-12.5432	79.7185	-11.6586	53.4774	-16.6668	103.742
380448	-11.0924	75.7477	-12.6268	82.5579	-42.1993	42.3144	-32.0746	89.4562	-17.7018	94.1939	-12.3542	79.8862	-11.5943	53.7242	-16.4743	103.576
380449	-10.9446	75.9533	-12.4148	82.6937	-42.0692	42.6023	-31.8246	89.464	-17.4578	94.1366	-12.1651	80.0536	-11.5298	53.9708	-16.2816	103.41
380450	-10.7967	76.1586	-12.2027	82.8293	-41.9384	42.8892	-31.5746	89.4718	-17.2137	94.0794	-11.9759	80.2208	-11.4652	54.2173	-16.0888	103.244
380451	-10.6487	76.3637	-11.9905	82.9646	-41.8069	43.1748	-31.3247	89.4795	-16.9697	94.0224	-11.7866	80.3877	-11.4003	54.4637	-15.8959	103.078
380452	-10.5005	76.5686	-11.7783	83.0997	-41.6747	43.4593	-31.0747	89.4871	-16.7256	93.9655	-11.5972	80.5545	-11.3352	54.7099	-15.7029	102.913
380453	-10.3522	76.7733	-11.566	83.2347	-41.5418	43.7426	-30.8247	89.4948	-16.4815	93.9088	-11.4077	80.721	-11.27	54.9561	-15.5097	102.748
380454	-10.2038	76.9778	-11.3536	83.3694	-41.4083	44.0247	-30.5747	89.5024	-16.2374	93.8522	-11.2181	80.8873	-11.2045	55.2022	-15.3164	102.584
380455	-10.0553	77.1822	-11.1412	83.5039	-41.274	44.3057	-30.3248	89.5099	-15.9933	93.7958	-11.0284	81.0534	-11.1388	55.4481	-15.123	102.419
380456	-9.90659	77.3863	-10.9287	83.6383	-41.1391	44.5856	-30.0748	89.5175	-15.7492	93.7395	-10.8387	81.2193	-11.073	55.6939	-14.9294	102.255
380457	-9.7578	77.5903	-10.7162	83.7724	-41.0035	44.8642	-29.8248	89.525	-15.5051	93.6834	-10.6488	81.3849	-11.0069	55.9397	-14.7358	102.092
380458	-9.6089	77.7941	-10.5036	83.9064	-40.8672	45.1418	-29.5748	89.5325	-15.2609	93.6274	-10.4589	81.5504	-10.9407	56.1853	-14.542	101.928
380459	-9.45989	77.9977	-10.291	84.0402	-40.7303	45.4182	-29.3249	89.5399	-15.0167	93.5715	-10.2689	81.7156	-10.8742	56.4308	-14.3481	101.765
380460	-9.31076	78.2012	-10.0783	84.1738	-40.5927	45.6934	-29.0749	89.5473	-14.7725	93.5158	-10.0788	81.8807	-10.8076	56.6762	-14.1541	101.603
380461	-9.16152	78.4045	-9.86558	84.3072	-40.4545	45.9676	-28.8249	89.5547	-14.5283	93.4602	-9.88867	82.0456	-10.7408	56.9215	-13.96	101.44
380462	-9.01217	78.6076	-9.65279	84.4405	-40.3156	46.2406	-28.5749	89.5621	-14.2841	93.4047	-9.69844	82.2103	-10.6738	57.1667	-13.7657	101.278
380463	-8.86272	78.8105	-9.43996	84.5736	-40.1761	46.5125	-28.325	89.5694	-14.0399	93.3494	-9.50812	82.3748	-10.6066	57.4118	-13.5714	101.116
380464	-8.71316	79.0133	-9.22708	84.7066	-40.0359	46.7833	-28.075	89.5767	-13.7956	93.2942	-9.31774	82.5391	-10.5392	57.6567	-13.3769	100.954
380465	-8.5635	79.2159	-9.01415	84.8394	-39.8952	47.0529	-27.825	89.5839	-13.5514	93.2391	-9.12728	82.7033	-10.4717	57.9016	-13.1824	100.793
380466	-8.41373	79.4184	-8.80118	84.972	-39.7538	47.3215	-27.575	89.5912	-13.3071	93.1841	-8.93675	82.8673	-10.4039	58.1464	-12.9877	100.632
380467	-8.26387	79.6207	-8.58816	85.1045	-39.6118	47.589	-27.325	89.5984	-13.0628	93.1292	-8.74616	83.0311	-10.336	58.391	-12.7929	100.471
380468	-8.11391	79.8229	-8.37511	85.2369	-39.4692	47.8553	-27.0751	89.6056	-12.8185	93.0745	-8.55549	83.1948	-10.2679	58.6356	-12.5981	100.31
380469	-7.96385	80.0249	-8.16201	85.3691	-39.326	48.1206	-26.8251	89.6127	-12.5742	93.0198	-8.36477	83.3583	-10.1996	58.88	-12.4031	100.15
380470	-7.81371	80.2268	-7.94887	85.5012	-39.1822	48.3848	-26.5751	89.6199	-12.3299	92.9653	-8.17397	83.5216	-10.1312	59.1244	-12.208	99.9896
380471	-7.66347	80.4285	-7.7357	85.6331	-39.0378	48.6479	-26.3251	89.627	-12.0855	92.9109	-7.98312	83.6848	-10.0626	59.3686	-12.0129	99.8297
380472	-7.51314	80.6301	-7.52248	85.765	-38.8929	48.91	-26.0751	89.6341	-11.8412	92.8566	-7.79221	83.8478	-9.99376	59.6127	-11.8176	99.67
380473	-7.36272	80.8316	-7.30923	85.8966	-38.7473	49.171	-25.8252	89.6411	-11.5968	92.8024	-7.60123	84.0107	-9.92478	59.8568	-11.6223	99.5106
380474	-7.21222	81.0329	-7.09594	86.0282	-38.6012	49.4309	-25.5752	89.6482	-11.3524	92.7482	-7.4102	84.1735	-9.85564	60.1007	-11.4268	99.3514
380475	-7.06163	81.2341	-6.88262	86.1597	-38.4545	49.6898	-25.3252	89.6552	-11.1081	92.6942	-7.21912	84.3361	-9.78632	60.3445	-11.2313	99.1924
380476	-6.91096	81.4352	-6.66927	86.291	-38.3072	49.9476	-25.0752	89.6622	-10.8637	92.6403	-7.02798	84.4986	-9.71683	60.5883	-11.0357	99.0337
380477	-6.76022	81.6361	-6.45589	86.4223	-38.1594	50.2044	-24.8252	89.6691	-10.6193	92.5865	-6.83679	84.661	-9.64718	60.8319	-10.84	98.8751
380478	-6.60939	81.8369	-6.24247	86.5534	-38.0111	50.4601	-24.5753	89.6761	-10.3748	92.5327	-6.64555	84.8232	-9.57735	61.0754	-10.6442	98.7168
380479	-6.45849	82.0376	-6.02903	86.6844	-37.8622	50.7148	-24.3253	89.683	-10.1304	92.4791	-6.45426	84.9853	-9.50737	61.3189	-10.4484	98.5586
380480	-6.30751	82.2382	-5.81555	86.8153	-37.7127	50.9685	-24.0753	89.6899	-9.88598	92.4255	-6.26292	85.1473	-9.43722	61.5622	-10.2524	98.4007
380481	-6.15647	82.4387	-5.60205	86.9462	-37.5627	51.2212	-23.8253	89.6968	-9.64154	92.3721	-6.07153	85.3092	-9.36691	61.8055	-10.0564	98.243
380482	-6.00535	82.639	-5.38853	87.0769	-37.4122	51.4728	-23.5753	89.7036	-9.39708	92.3187	-5.8801	85.4709	-9.29644	62.0486	-9.86029	98.0855
380483	-5.85416	82.8393	-5.17498	87.2076	-37.2611	51.7234	-23.3254	89.7105	-9.15262	92.2654	-5.68863	85.6326	-9.22581	62.2916	-9.66411	97.9281
380484	-5.70291	83.0394	-4.9614	87.3381	-37.1095	51.9731	-23.0754	89.7173	-8.90815	92.2121	-5.49712	85.7942	-9.15502	62.5346	-9.46785	97.771
380485	-5.55159	83.2395	-4.7478	87.4686	-36.9574	52.2217	-22.8254	89.7241	-8.66367	92.159	-5.30557	85.9556	-9.08407	62.7775	-9.27152	97.614
380486	-5.40021	83.4394	-4.53418	87.599	-36.8048	52.4694	-22.5754	89.7309	-8.41918	92.1059	-5.11397	86.117	-9.01297	63.0202	-9.07512	97.4572
380487	-5.24877	83.6393	-4.32054	87.7294	-36.6517	52.7161	-22.3254	89.7376	-8.17468	92.0529	-4.92235	86.2782	-8.94171	63.2629	-8.87865	97.3006
380488	-5.09727	83.839	-4.10689	87.8597	-36.4981	52.9617	-22.0754	89.7444	-7.93018	91.9999	-4.73068	86.4394	-8.8703	63.5055	-8.68211	97.1442
380489	-4.94571	84.0387	-3.89321	87.9899	-36.344	53.2065	-21.8255	89.7511	-7.68567	91.9471	-4.53899	86.6005	-8.79874	63.7479	-8.48551	96.9879
380490	-4.7941	84.2383	-3.67951	88.12	-36.1894	53.4502	-21.5755	89.7578	-7.44115	91.8943	-4.34726	86.7615	-8.72703	63.9903	-8.28884	96.8318
380491	-4.64243	84.4378	-3.4658	88.2501	-36.0343	53.693	-21.3255	89.7645	-7.19662	91.8415	-4.1555	86.9225	-8.65517	64.2326	-8.0921	96.6759
380492	-4.49071	84.6372	-3.25208	88.3801	-35.8787	53.9349	-21.0755	89.7712	-6.95208	91.7888	-3.96371	87.0833	-8.58317	64.4748	-7.8953	96.5201
380493	-4.33895	84.8365	-3.03834	88.5101	-35.7226	54.1758	-20.8255	89.7778	-6.70754	91.7362	-3.77189	87.2441	-8.51101	64.7169	-7.69844	96.3644
380494	-4.18713	85.0357	-2.82459	88.6401	-35.5661	54.4157	-20.5755	89.7845	-6.46299	91.6837	-3.58005	87.4049	-8.43872	64.959	-7.50152	96.2089
380495	-4.03527	85.2349	-2.61083	88.77	-35.4091	54.6548	-20.3256	89.7911	-6.21844	91.6312	-3.38819	87.5655	-8.36627	65.2009	-7.30455	96.0536
380496	-3.88336	85.434	-2.39705	88.8998	-35.2516	54.8929	-20.0756	89.7977	-5.97388	91.5787	-3.1963	87.7261	-8.29369	65.4427	-7.10751	95.8984
380497	-3.73142	85.6331	-2.18327	89.0296	-35.0937	55.13	-19.8256	89.8043	-5.72931	91.5263	-3.00439	87.8867	-8.22097	65.6845	-6.91043	95.7433
380498	-3.57943	85.832	-1.96948	89.1594	-34.9353	55.3663	-19.5756	89.8109	-5.48473	91.474	-2.81245	88.0472	-8.14811	65.9262	-6.71328	95.5884
380499	-3.4274	86.031	-1.75568	89.2892	-34.7764	55.6017	-19.3256	89.8174	-5.24015	91.4217	-2.62051	88.2076	-8.07511	66.1678	-6.51609	95.4336
380500	-3.27534	86.2298	-1.54188	89.4189	-34.6172	55.8361	-19.0756	89.824	-4.99557	91.3694	-2.42854	88.368	-8.00197	66.4093	-6.31885	95.2789
380501	-3.12324	86.4286	-1.32807	89.5487	-34.4574	56.0697	-18.8257	89.8305	-4.75098	91.3172	-2.23656	88.5284	-7.9287	66.6507	-6.12155	95.1244
380502	-2.97111	86.6273	-1.11425	89.6784	-34.2973	56.3024	-18.5757	89.837	-4.50638	91.2651	-2.04456	88.6887	-7.85529	66.892	-5.92421	94.97
380503	-2.81895	86.826	-0.900438	89.808	-34.1367	56.5341	-18.3257	89.8435	-4.26178	91.213	-1.85256	88.849	-7.78175	67.1332	-5.72683	94.8156
380504	-2.66676	87.0247	-0.686621	89.9377	-33.9756	56.7651	-18.0757	89.85	-4.01718	91.1609	-1.66054	89.0093	-7.70808	67.3744	-5.52939	94.6614
380505	-2.51454	87.2233	-0.472803	90.0674	-33.8142	56.9951	-17.8257	89.8565	-3.77257	91.1088	-1.46851	89.1695	-7.63428	67.6155	-5.33192	94.5073
380506	-2.36229	87.4218	-0.258986	90.197	-33.6523	57.2243	-17.5757	89.863	-3.52796	91.0568	-1.27648	89.3297	-7.56035	67.8565	-5.1344	94.3533
380507	-2.21002	87.6203	-0.04517	90.3267	-33.49	57.4526	-17.3258	89.8694	-3.28334	91.0048	-1.08443	89.4899	-7.48629	68.0974	-4.93685	94.1994
380508	-2.05773	87.8188	0.168643	90.4564	-33.3273	57.6801	-17.0758	89.8759	-3.03872	90.9529	-0.892387	89.6501	-7.41211	68.3382	-4.73925	94.0457
380509	-1.90542	88.0172	0.382452	90.5861	-33.1641	57.9067	-16.8258	89.8823	-2.79409	90.901	-0.700338	89.8102	-7.33781	68.579	-4.54162	93.8919
380510	-1.75309	88.2157	0.596256	90.7157	-33.0006	58.1325	-16.5758	89.8887	-2.54946	90.8491	-0.508286	89.9704	-7.26338	68.8197	-4.34395	93.7383
380511	-1.60075	88.414	0.810054	90.8454	-32.8367	58.3574	-16.3258	89.8951	-2.30483	90.7972	-0.316234	90.1305	-7.18883	69.0603	-4.14624	93.5848
380512	-1.44839	88.6124	1.02384	90.9752	-32.6724	58.5815	-16.0758	89.9015	-2.0602	90.7454	-0.124184	90.2907	-7.11416	69.3008	-3.94851	93.4313
380513	-1.29602	88.8107	1.23763	91.1049	-32.5076	58.8048	-15.8258	89.9079	-1.81556	90.6935	0.0678639	90.4508	-7.03937	69.5412	-3.75074	93.278
380514	-1.14363	89.009	1.4514	91.2347	-32.3425	59.0273	-15.5759	89.9143	-1.57092	90.6417	0.259907	90.611	-6.96446	69.7816	-3.55294	93.1247
380515	-0.991239	89.2073	1.66516	91.3645	-32.177	59.249	-15.3259	89.9207	-1.32627	90.59	0.451945	90.7711	-6.88944	70.0219	-3.35511	92.9714
380516	-0.838839	89.4056	1.87891	91.4943	-32.0111	59.4699	-15.0759	89.927	-1.08163	90.5382	0.643976	90.9313	-6.8143	70.2621	-3.15726	92.8183
380517	-0.686433	89.6039	2.09265	91.6242	-31.8449	59.69	-14.8259	89.9334	-0.836982	90.4864	0.835998	91.0915	-6.73904	70.5023	-2.95937	92.6652
380518	-0.534023	89.8021	2.30638	91.7541	-31.6783	59.9093	-14.5759	89.9397	-0.592333	90.4347	1.02801	91.2517	-6.66368	70.7423	-2.76147	92.5121
380519	-0.381612	90.0004	2.52009	91.884	-31.5113	60.1278	-14.3259	89.9461	-0.347682	90.383	1.22001	91.412	-6.5882	70.9823	-2.56354	92.3591
380520	-0.229201	90.1986	2.73378	92.014	-31.3439	60.3455	-14.0759	89.9524	-0.10303	90.3312	1.412	91.5722	-6.51262	71.2223	-2.36559	92.2062
380521	-0.0767913	90.3969	2.94746	92.1441	-31.1762	60.5625	-13.826	89.9587	0.141624	90.2795	1.60397	91.7325	-6.43693	71.4621	-2.16762	92.0533
380522	0.0756145	90.5951	3.16112	92.2742	-31.0081	60.7787	-13.576	89.965	0.386278	90.2278	1.79592	91.8928	-6.36113	71.7019	-1.96963	91.9005
380523	0.228015	90.7934	3.37475	92.4044	-30.8396	60.9941	-13.326	89.9713	0.630934	90.1761	1.98786	92.0532	-6.28522	71.9416	-1.77162	91.7477
380524	0.380408	90.9916	3.58837	92.5346	-30.6709	61.2088	-13.076	89.9776	0.87559	90.1244	2.17978	92.2136	-6.20921	72.1813	-1.5736	91.5949
380525	0.532792	91.1899	3.80197	92.6649	-30.5017	61.4228	-12.826	89.9839	1.12025	90.0727	2.37168	92.3741	-6.1331	72.4209	-1.37556	91.4422
380526	0.685164	91.3882	4.01555	92.7953	-30.3322	61.636	-12.576	89.9902	1.3649	90.021	2.56355	92.5346	-6.05689	72.6604	-1.17751	91.2895
380527	0.837524	91.5865	4.2291	92.9257	-30.1624	61.8484	-12.3261	89.9964	1.60956	89.9693	2.7554	92.6951	-5.98058	72.8998	-0.979448	91.1368
380528	0.98987	91.7848	4.44262	93.0562	-29.9922	62.0602	-12.0761	90.0027	1.85422	89.9175	2.94723	92.8558	-5.90416	73.1392	-0.781374	90.9842
380529	1.1422	91.9831	4.65612	93.1868	-29.8217	62.2712	-11.8261	90.009	2.09887	89.8658	3.13903	93.0164	-5.82766	73.3786	-0.583292	90.8315
380530	1.29451	92.1815	4.86959	93.3175	-29.6509	62.4815	-11.5761	90.0152	2.34353	89.8141	3.3308	93.1772	-5.75105	73.6178	-0.385202	90.6789
380531	1.4468	92.3799	5.08304	93.4483	-29.4797	62.6911	-11.3261	90.0215	2.58819	89.7623	3.52254	93.338	-5.67435	73.857	-0.187105	90.5263
380532	1.59907	92.5783	5.29645	93.5791	-29.3083	62.9	-11.0761	90.0277	2.83284	89.7105	3.71425	93.4988	-5.59756	74.0961	0.0109957	90.3737
380533	1.75131	92.7768	5.50984	93.7101	-29.1365	63.1082	-10.8261	90.034	3.07749	89.6588	3.90593	93.6598	-5.52068	74.3352	0.2091	90.2211
380534	1.90353	92.9753	5.72319	93.8411	-28.9643	63.3157	-10.5762	90.0402	3.32215	89.6069	4.09757	93.8208	-5.4437	74.5742	0.407207	90.0685
380535	2.05572	93.1738	5.93651	93.9723	-28.7919	63.5225	-10.3262	90.0464	3.5668	89.5551	4.28917	93.9819	-5.36664	74.8132	0.605314	89.9159
380536	2.20789	93.3724	6.1498	94.1035	-28.6192	63.7287	-10.0762	90.0526	3.81144	89.5033	4.48074	94.1431	-5.28949	75.0521	0.803421	89.7633
380537	2.36002	93.571	6.36305	94.2349	-28.4461	63.9341	-9.8262	90.0589	4.05609	89.4514	4.67227	94.3044	-5.21225	75.2909	1.00152	89.6107
380538	2.51212	93.7697	6.57626	94.3664	-28.2728	64.1389	-9.57622	90.0651	4.30074	89.3995	4.86376	94.4658	-5.13493	75.5297	1.19963	89.4581
380539	2.66418	93.9684	6.78944	94.498	-28.0991	64.3431	-9.32623	90.0713	4.54538	89.3476	5.0552	94.6273	-5.05753	75.7684	1.39772	89.3054
380540	2.81621	94.1671	7.00258	94.6297	-27.9252	64.5465	-9.07625	90.0775	4.79002	89.2956	5.24661	94.7888	-4.98004	76.0071	1.59581	89.1528
380541	2.96819	94.366	7.21567	94.7616	-27.7509	64.7494	-8.82626	90.0837	5.03466	89.2437	5.43796	94.9505	-4.90247	76.2457	1.79389	89.0001
380542	3.12014	94.5649	7.42873	94.8936	-27.5764	64.9516	-8.57628	90.0899	5.27929	89.1916	5.62927	95.1123	-4.82482	76.4842	1.99196	88.8474
380543	3.27205	94.7638	7.64175	95.0257	-27.4015	65.1531	-8.32629	90.0961	5.52392	89.1396	5.82054	95.2742	-4.7471	76.7227	2.19003	88.6946
380544	3.42391	94.9628	7.85472	95.1579	-27.2264	65.354	-8.07631	90.1023	5.76855	89.0875	6.01175	95.4362	-4.66929	76.9612	2.38808	88.5418
380545	3.57572	95.1619	8.06765	95.2903	-27.051	65.5543	-7.82632	90.1085	6.01317	89.0354	6.20291	95.5983	-4.59142	77.1996	2.58611	88.389
380546	3.72749	95.361	8.28053	95.4229	-26.8754	65.754	-7.57634	90.1147	6.25779	88.9832	6.39401	95.7606	-4.51347	77.438	2.78413	88.2361
380547	3.87921	95.5602	8.49336	95.5556	-26.6994	65.953	-7.32635	90.1209	6.50241	88.931	6.58507	95.9229	-4.43544	77.6763	2.98214	88.0832
380548	4.03088	95.7595	8.70615	95.6884	-26.5232	66.1514	-7.07637	90.1271	6.74702	88.8787	6.77606	96.0854	-4.35735	77.9145	3.18013	87.9303
380549	4.18249	95.9589	8.91889	95.8214	-26.3467	66.3493	-6.82638	90.1333	6.99163	88.8264	6.967	96.2481	-4.27918	78.1527	3.3781	87.7772
380550	4.33405	96.1583	9.13157	95.9545	-26.1699	66.5465	-6.5764	90.1395	7.23624	88.7741	7.15788	96.4109	-4.20095	78.3909	3.57604	87.6242
380551	4.48555	96.3579	9.34421	96.0879	-25.9929	66.7432	-6.32641	90.1457	7.48084	88.7217	7.3487	96.5738	-4.12265	78.629	3.77397	87.471
380552	4.63699	96.5575	9.55679	96.2214	-25.8156	66.9392	-6.07643	90.1519	7.72543	88.6692	7.53945	96.7368	-4.04428	78.8671	3.97187	87.3178
380553	4.78837	96.7572	9.76932	96.355	-25.6381	67.1347	-5.82645	90.158	7.97002	88.6167	7.73014	96.9	-3.96585	79.1051	4.16975	87.1646
380554	4.93969	96.957	9.98179	96.4889	-25.4603	67.3296	-5.57646	90.1642	8.2146	88.5641	7.92077	97.0634	-3.88736	79.3431	4.3676	87.0112
380555	5.09095	97.1569	10.1942	96.6229	-25.2822	67.5239	-5.32648	90.1704	8.45918	88.5115	8.11132	97.2269	-3.8088	79.581	4.56543	86.8578
380556	5.24213	97.3569	10.4066	96.7571	-25.1039	67.7176	-5.07649	90.1766	8.70375	88.4588	8.30181	97.3906	-3.73019	79.8189	4.76322	86.7043
380557	5.39325	97.557	10.6189	96.8915	-24.9254	67.9108	-4.82651	90.1828	8.94832	88.406	8.49223	97.5544	-3.65151	80.0567	4.96099	86.5507
380558	5.5443	97.7572	10.8311	97.026	-24.7466	68.1035	-4.57652	90.189	9.19288	88.3532	8.68257	97.7184	-3.57278	80.2946	5.15872	86.397
380559	5.69528	97.9575	11.0433	97.1608	-24.5676	68.2956	-4.32654	90.1952	9.43743	88.3003	8.87284	97.8826	-3.49399	80.5323	5.35642	86.2433
380560	5.84618	98.1579	11.2554	97.2958	-24.3883	68.4871	-4.07656	90.2014	9.68198	88.2474	9.06304	98.047	-3.41515	80.7701	5.55409	86.0894
380561	5.99701	98.3584	11.4674	97.431	-24.2088	68.6781	-3.82657	90.2076	9.92652	88.1944	9.25316	98.2115	-3.33625	81.0078	5.75171	85.9354
380562	6.14776	98.559	11.6794	97.5664	-24.029	68.8686	-3.57659	90.2138	10.171	88.1413	9.44319	98.3762	-3.25731	81.2454	5.94931	85.7814
380563	6.29843	98.7598	11.8913	97.702	-23.849	69.0585	-3.32661	90.22	10.4156	88.0881	9.63315	98.5411	-3.17831	81.4831	6.14686	85.6272
380564	6.44902	98.9606	12.1032	97.8378	-23.6688	69.2479	-3.07662	90.2262	10.6601	88.0348	9.82303	98.7062	-3.09926	81.7207	6.34437	85.4729
380565	6.59953	99.1616	12.315	97.9738	-23.4884	69.4368	-2.82664	90.2324	10.9046	87.9815	10.0128	98.8715	-3.02016	81.9582	6.54184	85.3186
380566	6.74994	99.3628	12.5267	98.1101	-23.3077	69.6252	-2.57666	90.2386	11.1491	87.9281	10.2025	99.037	-2.94102	82.1958	6.73926	85.1641
380567	6.90028	99.564	12.7383	98.2466	-23.1269	69.8131	-2.32667	90.2448	11.3936	87.8746	10.3921	99.2027	-2.86183	82.4332	6.93665	85.0094
380568	7.05052	99.7654	12.9499	98.3833	-22.9458	70.0005	-2.07669	90.2511	11.6381	87.821	10.5817	99.3686	-2.7826	82.6707	7.13398	84.8547
380569	7.20067	99.9669	13.1614	98.5203	-22.7645	70.1874	-1.82671	90.2573	11.8826	87.7673	10.7711	99.5347	-2.70333	82.9081	7.33127	84.6998
380570	7.35073	100.169	13.3728	98.6575	-22.5829	70.3738	-1.57673	90.2635	12.127	87.7136	10.9605	99.701	-2.62401	83.1455	7.5285	84.5448
380571	7.5007	100.37	13.5841	98.7949	-22.4012	70.5597	-1.32674	90.2697	12.3715	87.6597	11.1497	99.8675	-2.54466	83.3829	7.72569	84.3896
380572	7.65056	100.572	13.7954	98.9326	-22.2193	70.7451	-1.07676	90.276	12.6159	87.6058	11.3389	100.034	-2.46527	83.6203	7.92282	84.2343
380573	7.80033	100.774	14.0066	99.0706	-22.0371	70.93	-0.82678	90.2822	12.8604	87.5517	11.5279	100.201	-2.38584	83.8576	8.1199	84.0789
380574	7.95	100.977	14.2177	99.2088	-21.8548	71.1145	-0.576798	90.2884	13.1048	87.4976	11.7169	100.368	-2.30637	84.0949	8.31693	83.9233
380575	8.09957	101.179	14.4287	99.3473	-21.6722	71.2985	-0.326816	90.2947	13.3492	87.4433	11.9057	100.536	-2.22687	84.3322	8.5139	83.7676
380576	8.24903	101.382	14.6396	99.486	-21.4894	71.4821	-0.0768345	90.3009	13.5936	87.389	12.0945	100.704	-2.14734	84.5694	8.71081	83.6117
380577	8.39838	101.584	14.8505	99.625	-21.3065	71.6652	0.173147	90.3072	13.838	87.3345	12.2831	100.872	-2.06778	84.8066	8.90766	83.4557
380578	8.54762	101.787	15.0612	99.7643	-21.1233	71.8478	0.423128	90.3135	14.0824	87.28	12.4717	101.04	-1.98818	85.0438	9.10445	83.2994
380579	8.69676	101.99	15.2719	99.9039	-20.94	72.03	0.67311	90.3197	14.3268	87.2253	12.6601	101.208	-1.90856	85.281	9.30117	83.1431
380580	8.84578	102.193	15.4825	100.044	-20.7565	72.2117	0.923091	90.326	14.5712	87.1705	12.8485	101.377	-1.82891	85.5182	9.49783	82.9865
380581	8.99469	102.397	15.6929	100.184	-20.5728	72.393	1.17307	90.3323	14.8155	87.1156	13.0367	101.546	-1.74924	85.7553	9.69443	82.8298
380582	9.14348	102.6	15.9033	100.324	-20.3889	72.5739	1.42305	90.3386	15.0599	87.0606	13.2248	101.715	-1.66954	85.9925	9.89095	82.6729
380583	9.29215	102.804	16.1136	100.465	-20.2048	72.7544	1.67303	90.3449	15.3042	87.0054	13.4127	101.884	-1.58981	86.2296	10.0874	82.5158
380584	9.44071	103.008	16.3238	100.606	-20.0205	72.9344	1.92301	90.3512	15.5485	86.9502	13.6006	102.054	-1.51007	86.4666	10.2838	82.3585
380585	9.58914	103.212	16.5339	100.748	-19.8361	73.114	2.17299	90.3575	15.7928	86.8948	13.7884	102.224	-1.4303	86.7037	10.4801	82.2011
380586	9.73744	103.416	16.744	100.889	-19.6515	73.2932	2.42297	90.3638	16.0371	86.8393	13.976	102.394	-1.35052	86.9408	10.6764	82.0434
380587	9.88562	103.62	16.9539	101.031	-19.4667	73.472	2.67295	90.3702	16.2814	86.7836	14.1635	102.565	-1.27072	87.1778	10.8725	81.8855
380588	10.0337	103.825	17.1637	101.174	-19.2817	73.6504	2.92293	90.3765	16.5257	86.7278	14.3509	102.736	-1.1909	87.4149	11.0686	81.7275
380589	10.1816	104.03	17.3734	101.316	-19.0966	73.8284	3.17291	90.3829	16.7699	86.6719	14.5381	102.907	-1.11106	87.6519	11.2646	81.5692
380590	10.3294	104.235	17.583	101.459	-18.9113	74.006	3.42289	90.3892	17.0142	86.6159	14.7253	103.078	-1.03122	87.8889	11.4606	81.4107
380591	10.477	104.44	17.7925	101.602	-18.7259	74.1832	3.67287	90.3956	17.2584	86.5597	14.9122	103.25	-0.951358	88.1259	11.6564	81.252
