Zeit [h]	Var12.1.Buero110.OperativeTemperatur [C]	Var12.1.Buero110.Heizleistung [W]	Var12.2.Buero110.OperativeTemperatur [C]	Var12.2.Buero110.Heizleistung [W]	Var12.2.Buero108.OperativeTemperatur [C]	Var12.2.Buero108.Heizleistung [W]	Var12.3.Buero110.OperativeTemperatur [C]	Var12.3.Buero110.Heizleistung [W]	Var12.3.Buero108.OperativeTemperatur [C]	Var12.3.Buero108.Heizleistung [W]
0	19.8514	1291.5	19.8121	1291.5	19.9209	1291.5	19.877	1291.5	19.9209	1291.5
1	20.5108	776.333	20.4819	688.435	20.6249	655.285	20.5288	862.71	20.6249	655.277
2	20.5396	726.567	20.4963	662.548	20.6575	597.835	20.5687	788.388	20.6581	597.468
3	20.5574	710.45	20.5053	661.272	20.6777	578.413	20.5945	755.217	20.6799	576.781
4	20.5777	689.152	20.5221	648.88	20.6961	557.207	20.6188	722.79	20.7	553.751
5	20.5919	663.875	20.5343	629.728	20.7092	533.652	20.636	689.234	20.715	528.048
6	20.604	646.598	20.5455	616.145	20.7216	517.073	20.65	666.538	20.7291	509.534
7	20.6217	591.648	20.5646	563.078	20.7386	462.266	20.668	608.246	20.7476	453.063
8	20.6385	520.466	20.5831	493.24	20.755	392.461	20.6846	534.42	20.7654	381.704
9	20.6603	439.974	20.6083	413.588	20.7732	323.917	20.705	451.912	20.7847	311.789
10	20.6912	356.928	20.6442	331.439	20.7952	271.172	20.7331	367.071	20.8077	257.898
11	20.7209	279.17	20.6778	255.549	20.8145	222.225	20.7604	287.16	20.8277	208.064
12	20.7319	252.025	20.6868	231.636	20.8204	214.034	20.7723	257.014	20.8342	199.131
13	20.7198	317.552	20.6697	301.888	20.8143	249.801	20.7636	318.559	20.8287	234.248
14	20.7208	317.409	20.6714	301.799	20.8169	235.919	20.7645	317.826	20.8318	219.772
15	20.717	331.174	20.6673	315.286	20.8157	240.243	20.7612	331.404	20.831	223.635
16	20.7085	362.34	20.6579	346.26	20.8102	255.351	20.7535	362.455	20.8256	238.445
17	20.7009	411.348	20.6504	394.546	20.8037	298.259	20.7461	411.782	20.8193	281.203
18	20.6947	463.395	20.6445	445.609	20.798	349.158	20.7398	464.446	20.8135	332.062
19	20.6896	504.516	20.6398	485.798	20.7946	389.346	20.7347	506.281	20.8101	372.324
20	20.6905	505.69	20.6418	485.884	20.7958	389.371	20.7349	508.418	20.8111	372.51
21	20.6907	504.357	20.6425	483.961	20.7968	387.394	20.7347	507.735	20.8118	370.773
22	20.6906	504.806	20.6425	484.203	20.7977	386.867	20.7343	508.57	20.8124	370.531
23	20.6931	502.673	20.6456	482.049	20.8	384.388	20.7363	506.706	20.8145	368.367
24	20.6926	502.13	20.6447	481.635	20.8007	383.167	20.7357	506.344	20.8148	367.492
25	20.6961	499.352	20.6488	479.046	20.8036	380.24	20.7385	503.726	20.8174	364.933
26	20.7021	489.84	20.6559	469.732	20.8079	372.096	20.7435	494.398	20.8213	357.179
27	20.7033	484.13	20.6571	464.285	20.8095	366.965	20.7445	488.813	20.8225	352.434
28	20.7021	485.934	20.6553	466.436	20.8096	367.685	20.7434	490.686	20.8223	353.56
29	20.7033	486.585	20.6564	467.404	20.8111	367.574	20.7443	491.428	20.8234	353.846
30	20.7046	487.555	20.6576	468.683	20.8144	367.583	20.7454	492.493	20.8263	354.248
31	20.7083	453.688	20.6616	434.706	20.8209	331.027	20.7487	459.078	20.8325	318.092
32	20.7227	395.567	20.6787	376.374	20.8343	273.803	20.761	401.491	20.8455	261.26
33	20.8107	199.644	20.8216	178.181	21.1066	105.875	20.8337	208.555	21.1389	97.619
34	21.1889	0	21.3355	0	21.5592	0	21.1311	0.0105774	21.5971	0
35	20.8214	105.18	20.7755	104.291	20.9442	30.9897	20.8565	101.284	20.9568	23.8669
36	20.7838	276.342	20.736	276.389	20.9014	151.686	20.8214	268.736	20.9126	138.889
37	20.7683	311.587	20.7228	305.519	20.8846	190.643	20.8047	308.881	20.8951	178.844
38	20.7579	306.769	20.7137	296.265	20.8749	185.332	20.7938	307.984	20.8848	174.166
39	20.7682	284.45	20.7298	270.338	20.8805	178.098	20.8006	288.769	20.8899	167.519
40	20.7379	317.621	20.6909	303.893	20.8576	203.811	20.775	322.176	20.8664	193.843
41	20.7212	412.028	20.672	398.915	20.8434	279.267	20.7596	416.412	20.8517	269.889
42	20.7056	481.076	20.655	466.846	20.8306	344.25	20.745	486.507	20.8384	335.403
43	20.6896	541.393	20.6369	526.082	20.8196	400.463	20.7304	547.907	20.827	392.132
44	20.6813	561.123	20.6278	544.645	20.8144	415.724	20.7226	568.859	20.8213	407.901
45	20.6772	570.892	20.6232	553.746	20.8118	423.033	20.7185	579.498	20.8182	415.717
46	20.6751	574.893	20.6209	557.45	20.8105	425.734	20.7164	584.084	20.8166	418.916
47	20.6701	580.977	20.6146	563.528	20.8078	430.017	20.7119	590.475	20.8134	423.629
48	20.6636	592.04	20.6064	574.771	20.8042	438.091	20.7063	601.701	20.8095	432.138
49	20.6604	600.119	20.6022	583.084	20.8026	443.846	20.7035	609.88	20.8075	438.281
50	20.6541	609.161	20.5941	592.427	20.7992	450.329	20.6982	618.959	20.8038	445.129
51	20.6518	616.29	20.5909	599.865	20.7981	455.319	20.6962	626.105	20.8024	450.453
52	20.6447	625.497	20.5818	609.422	20.7943	461.91	20.6902	635.281	20.7983	457.357
53	20.6408	635.45	20.5766	619.732	20.7923	469.069	20.6869	645.186	20.7961	464.809
54	20.6402	640.637	20.5755	625.233	20.7939	472.354	20.6865	650.349	20.7975	468.362
55	20.6462	603.076	20.5822	587.502	20.8011	432.959	20.6918	613.152	20.8044	429.206
56	20.6537	547.929	20.5908	532.206	20.8101	377.667	20.6985	558.341	20.8132	374.145
57	20.7558	330.376	20.7214	310.128	21.0219	169.612	20.7835	344.205	21.0299	166.911
58	21.0385	10.3738	21.1275	5.27331	21.5793	0	20.999	14.9545	21.5886	0
59	20.7529	230.378	20.6901	231.128	20.9207	92.8298	20.7933	229.728	20.9233	90.6418
60	20.7327	394.433	20.6716	395.951	20.8868	225.355	20.7734	392.704	20.8892	222.674
61	20.7301	396.12	20.6734	391.873	20.8766	240.566	20.7684	398.785	20.879	237.975
62	20.7176	386.553	20.661	378.927	20.8649	230.668	20.7562	392.04	20.8672	228.165
63	20.7374	335.949	20.6882	324.341	20.8758	207.173	20.7716	344.543	20.8779	204.847
64	20.7118	363.098	20.6545	352.819	20.8552	228.285	20.7505	371.025	20.8569	226.217
65	20.6838	476.468	20.6214	467.689	20.8339	315.935	20.726	483.315	20.8354	314.129
66	20.6606	564.904	20.5951	555.008	20.8163	395.556	20.705	572.504	20.8177	393.967
67	20.6495	625.582	20.5834	614.394	20.8078	452.234	20.6945	634.195	20.8089	450.862
68	20.6407	641.338	20.5736	628.752	20.8019	464.662	20.6863	651.148	20.8028	463.537
69	20.6335	654.683	20.5655	641.379	20.7973	474.997	20.6799	665.182	20.798	474.12
70	20.6261	667.549	20.5566	653.954	20.7927	484.846	20.6734	678.398	20.7932	484.205
71	20.6206	678.045	20.5498	664.398	20.7893	492.782	20.6686	689.052	20.7896	492.354
72	20.6136	689.704	20.541	676.171	20.7852	501.551	20.6626	700.736	20.7853	501.329
73	20.6083	700.616	20.5342	687.29	20.782	509.694	20.6581	711.595	20.782	509.656
74	20.6038	708.906	20.5284	695.829	20.7794	515.767	20.6544	719.794	20.7792	515.888
75	20.5994	716.784	20.5226	703.999	20.7768	521.477	20.6508	727.539	20.7765	521.742
76	20.5941	725.222	20.5159	712.734	20.7738	527.636	20.6465	735.822	20.7735	528.014
77	20.5905	731.488	20.5111	719.269	20.7718	532.121	20.6435	741.941	20.7713	532.589
78	20.5887	737.688	20.5084	725.769	20.7724	536.335	20.6421	747.972	20.7719	536.889
79	20.5918	703.893	20.5116	691.793	20.7778	500.012	20.6452	714.396	20.7772	500.631
80	20.5973	653.558	20.5177	641.333	20.7852	448.433	20.6503	664.235	20.7846	449.114
81	20.7169	389.378	20.671	370.968	21.0611	189.988	20.7499	404.502	21.059	190.535
82	20.9015	21.3149	20.9308	13.7794	21.5682	0	20.8905	28.6972	21.5649	0
83	20.6896	367.439	20.6092	372.345	20.8924	168.507	20.7395	365.757	20.8909	169.77
84	20.6828	495.187	20.6072	499.572	20.8657	290.177	20.7308	493.517	20.8645	291.646
85	20.7046	461.038	20.6392	459.887	20.869	276.889	20.7466	463.672	20.868	278.112
86	20.691	424.769	20.6252	419.698	20.8566	247.954	20.7335	430.588	20.8556	249.044
87	20.696	426.073	20.6344	418.352	20.8583	256.002	20.7363	433.916	20.8573	257.086
88	20.6755	432.74	20.6079	424.606	20.8409	265.641	20.7193	440.986	20.8398	266.805
89	20.6574	521.298	20.5867	514.221	20.8253	338.167	20.7033	528.739	20.824	339.454
90	20.6473	586.086	20.5761	578.246	20.815	400.759	20.6938	593.995	20.8137	402.151
91	20.6408	630.452	20.5696	621.628	20.8087	445.378	20.6875	639.078	20.8073	446.879
92	20.6355	638.318	20.564	628.406	20.8047	452.18	20.6825	647.804	20.8032	453.796
93	20.6271	650.794	20.554	640.36	20.7991	462.3	20.6751	660.708	20.7975	464.032
94	20.6159	670.562	20.5404	659.972	20.7922	477.974	20.6655	680.608	20.7905	479.82
95	20.6097	686.945	20.5327	676.363	20.7883	490.929	20.6602	697.004	20.7865	492.877
96	20.6076	694.064	20.5301	683.548	20.7867	496.609	20.6584	704.105	20.7848	498.646
97	20.5991	704.848	20.5194	694.523	20.7816	505.064	20.6513	714.759	20.7797	507.172
98	20.6042	705.669	20.5255	695.496	20.7842	505.716	20.6557	715.492	20.7822	507.879
99	20.599	705.575	20.5188	695.612	20.7811	505.605	20.6515	715.255	20.7791	507.809
100	20.5961	712.911	20.5149	703.234	20.7792	511.233	20.6491	722.369	20.7772	513.463
101	20.5941	716.831	20.5121	707.417	20.7779	514.184	20.6476	726.084	20.7759	516.426
102	20.5888	725.644	20.5053	716.503	20.7765	520.786	20.6434	734.672	20.7744	523.027
103	20.5959	691.737	20.5134	682.377	20.784	484.622	20.6497	700.951	20.7819	486.854
104	20.5996	640.133	20.5174	630.591	20.7904	432.596	20.6534	649.506	20.7884	434.815
105	20.7056	406.781	20.6527	392.068	20.9459	200.088	20.7418	419.837	20.941	202.087
106	20.8454	52.4058	20.8447	41.3379	21.46	8.27842e-12	20.8498	63.2664	21.4525	0
107	20.689	350.886	20.6071	356.671	20.8867	163.588	20.7394	348.815	20.884	166.066
108	20.6976	467.591	20.6235	473.232	20.8717	270.488	20.7441	465.438	20.8693	273.306
109	20.7186	419.901	20.6538	420.344	20.8762	245.47	20.7595	421.772	20.8741	247.938
110	20.6999	394.589	20.6332	391.786	20.8618	223.828	20.7423	399.06	20.8598	226.096
111	20.7142	391.799	20.6539	386.603	20.8694	228.153	20.7531	398.07	20.8675	230.333
112	20.696	385.622	20.6299	379.935	20.8535	228.444	20.7382	392.338	20.8515	230.626
113	20.671	483.428	20.6	479.104	20.834	307.421	20.7163	489.074	20.832	309.648
114	20.6526	566.605	20.5793	561.594	20.8191	384.218	20.6998	572.594	20.8171	386.473
115	20.6458	619.231	20.5725	613.289	20.8127	435.332	20.6932	625.861	20.8106	437.619
116	20.637	632.122	20.5627	625.01	20.8067	446.163	20.6852	639.649	20.8045	448.502
117	20.6345	641.312	20.5602	633.54	20.8045	453.849	20.6828	649.362	20.8023	456.251
118	20.6341	642.61	20.5598	634.496	20.8036	455.243	20.6822	650.946	20.8014	457.708
119	20.6322	644.048	20.5576	635.82	20.8022	456.648	20.6807	652.484	20.7999	459.17
120	20.6369	638.936	20.5634	630.685	20.8045	452.88	20.6847	647.405	20.8021	455.446
121	20.6338	637.404	20.5593	629.259	20.8024	451.855	20.6821	645.791	20.8	454.452
122	20.6467	624.38	20.5751	616.3	20.8094	441.88	20.6932	632.731	20.807	444.494
123	20.6551	600.785	20.5852	592.764	20.8139	423.678	20.7005	609.108	20.8115	426.296
124	20.6597	587.081	20.5905	579.232	20.8163	413.165	20.7045	595.259	20.8139	415.773
125	20.6652	574.835	20.597	567.201	20.8192	403.83	20.7093	582.821	20.8169	406.414
126	20.6725	560.593	20.6058	553.128	20.8232	392.969	20.7157	568.426	20.8208	395.52
127	20.6745	552.669	20.6079	545.409	20.8241	387.045	20.7176	560.308	20.8218	389.556
128	20.682	542.049	20.617	534.955	20.8283	379.286	20.7241	549.521	20.826	381.747
129	20.6909	521.153	20.6279	513.999	20.8337	365.429	20.7317	528.62	20.8315	367.834
130	20.7074	478.082	20.648	470.543	20.8441	339.557	20.7459	485.787	20.8419	341.904
131	20.7251	425.314	20.6679	418.172	20.8537	307.004	20.7619	432.746	20.8516	309.298
132	20.7265	432.039	20.6681	427.2	20.8534	308.744	20.7638	437.799	20.8514	310.977
133	20.7268	432.419	20.6681	428.18	20.8532	308.416	20.7643	437.622	20.8514	310.544
134	20.7211	446.032	20.6608	442.246	20.8493	317.304	20.7597	450.793	20.8476	319.307
135	20.717	465.787	20.6561	462.24	20.8464	329.459	20.7562	470.274	20.8448	331.342
136	20.715	476.759	20.6541	472.912	20.8449	335.698	20.7542	481.371	20.8433	337.467
137	20.7127	483.589	20.6519	479.27	20.8434	339.742	20.752	488.467	20.8419	341.415
138	20.7149	482.333	20.6551	477.522	20.8446	338.666	20.7537	487.518	20.8431	340.265
139	20.7152	480.06	20.6557	474.957	20.8447	337.046	20.7539	485.419	20.8433	338.586
140	20.7166	478.274	20.6574	473.05	20.8453	335.882	20.755	483.686	20.844	337.376
141	20.7188	474.716	20.6602	469.463	20.8465	333.382	20.7569	480.119	20.8452	334.834
142	20.7219	469.246	20.664	464.015	20.8481	329.406	20.7596	474.609	20.8468	330.819
143	20.7227	466.706	20.6648	461.553	20.8485	327.695	20.7604	471.983	20.8472	329.072
144	20.7235	465.761	20.6657	460.738	20.8488	327.279	20.7611	470.906	20.8476	328.612
145	20.7259	462.888	20.6685	457.964	20.8501	325.315	20.7632	467.934	20.8489	326.61
146	20.7267	460.678	20.6694	455.874	20.8504	323.887	20.764	465.603	20.8493	325.14
147	20.7275	459.736	20.6702	455.073	20.8508	323.463	20.7648	464.52	20.8497	324.67
148	20.7267	461.104	20.669	456.58	20.8502	324.794	20.7642	465.751	20.8492	325.959
149	20.7274	461.503	20.6698	457.106	20.8506	325.379	20.7649	466.02	20.8496	326.501
150	20.7281	460.797	20.6706	456.524	20.8509	325.112	20.7656	465.188	20.8499	326.187
151	20.7264	463.049	20.6683	458.9	20.8498	327.088	20.7642	467.315	20.8489	328.124
152	20.7268	464.461	20.6688	460.385	20.8502	328.861	20.7646	468.632	20.8493	329.854
153	20.7305	453.902	20.6734	449.649	20.8528	323.764	20.7678	458.165	20.852	324.717
154	20.7398	425.947	20.6845	421.541	20.8588	308.593	20.7759	430.306	20.858	309.509
155	20.7495	397.466	20.6953	393.464	20.8644	292.555	20.7847	401.544	20.8636	293.441
156	20.7534	388.853	20.6989	386.083	20.8664	288.045	20.7886	392.037	20.8657	288.892
157	20.7555	383.665	20.7005	381.744	20.8673	285.696	20.7909	386.195	20.8666	286.484
158	20.7553	390.6	20.6996	389.568	20.8666	289.916	20.791	392.438	20.866	290.622
159	20.7509	403.982	20.6939	403.467	20.8632	297.448	20.7874	405.388	20.8627	298.07
160	20.7404	437.28	20.6814	437.172	20.8565	316.881	20.7784	438.314	20.856	317.414
161	20.7333	460.846	20.6738	460.048	20.8523	331.025	20.7718	462.283	20.8519	331.47
162	20.7295	469.029	20.6703	467.072	20.8502	336.344	20.7681	471.249	20.8499	336.723
163	20.7291	470.605	20.6704	468.015	20.85	337.212	20.7674	473.273	20.8497	337.567
164	20.7267	472.837	20.6678	469.85	20.8487	338.72	20.7653	475.791	20.8484	339.07
165	20.7246	477.475	20.6654	474.267	20.8475	342.161	20.7634	480.585	20.8472	342.519
166	20.7234	480.095	20.664	476.793	20.8468	344.097	20.7623	483.275	20.8465	344.466
167	20.7223	482.395	20.6627	479.075	20.8462	345.81	20.7614	485.59	20.8458	346.19
168	20.7213	484.677	20.6613	481.391	20.8456	347.513	20.7605	487.847	20.8452	347.904
169	20.721	485.196	20.6609	481.946	20.8454	347.866	20.7603	488.343	20.8451	348.261
170	20.7208	485.462	20.6606	482.272	20.8453	348.018	20.7601	488.565	20.8449	348.417
171	20.7197	487.028	20.6592	483.922	20.8447	349.177	20.7593	490.064	20.8444	349.577
172	20.7195	487.714	20.6588	484.685	20.8446	349.656	20.7592	490.688	20.8442	350.054
173	20.7177	489.909	20.6565	486.967	20.8436	351.31	20.7577	492.807	20.8432	351.704
174	20.7175	494.237	20.6562	491.393	20.8452	354.461	20.7577	497.048	20.8449	354.848
175	20.7215	459.712	20.6607	456.509	20.8511	317.938	20.7614	462.819	20.8508	318.318
176	20.7285	408.663	20.6686	405.211	20.8591	265.741	20.7677	411.995	20.8588	266.118
177	20.7379	354.843	20.6795	351.345	20.867	216.939	20.7762	358.224	20.8667	217.321
178	20.7508	319.552	20.6944	316.569	20.8758	195.299	20.7876	322.536	20.8754	195.692
179	20.768	277.343	20.7148	274.815	20.8863	170.249	20.8026	280	20.8859	170.653
180	20.7823	240.962	20.7299	239.385	20.8936	159.452	20.8159	242.942	20.8932	159.858
181	20.7836	258.071	20.7299	259.351	20.8947	169.051	20.8178	258.037	20.8944	169.445
182	20.7882	222.636	20.7345	224.071	20.8976	137.128	20.8222	222.467	20.8973	137.46
183	20.7755	262.312	20.7183	265.384	20.8891	159.487	20.8118	260.921	20.8889	159.741
184	20.7609	308.466	20.7014	311.683	20.8785	186.284	20.7987	306.864	20.8784	186.455
185	20.7478	369.984	20.6874	372.4	20.8676	239.028	20.7866	368.828	20.8675	239.128
186	20.7377	429.536	20.6771	430.662	20.8582	296.61	20.7768	429.234	20.8582	296.675
187	20.732	472.855	20.6719	472.722	20.8533	339.443	20.7711	473.47	20.8532	339.516
188	20.7284	478.001	20.6687	476.442	20.8507	343.394	20.7674	479.733	20.8506	343.507
189	20.725	483.35	20.6652	480.996	20.8485	347.447	20.764	485.726	20.8483	347.618
190	20.722	488.599	20.6619	485.79	20.8466	351.409	20.7613	491.359	20.8464	351.65
191	20.7177	495.364	20.6569	492.353	20.8441	356.556	20.7575	498.303	20.8438	356.859
192	20.7168	498.911	20.6559	495.791	20.8435	359.195	20.7567	501.962	20.8432	359.559
193	20.7153	500.963	20.6539	497.809	20.8426	360.656	20.7553	504.071	20.8422	361.079
194	20.7145	502.289	20.653	499.157	20.8421	361.551	20.7547	505.405	20.8417	362.023
195	20.7138	503.288	20.652	500.217	20.8417	362.177	20.7542	506.38	20.8412	362.691
196	20.7116	506.36	20.6491	503.378	20.8404	364.431	20.7523	509.394	20.8399	364.975
197	20.7117	507.038	20.6493	504.132	20.8405	364.826	20.7525	510.024	20.84	365.394
198	20.7145	505.254	20.6525	502.418	20.8438	363.132	20.7549	508.198	20.8433	363.718
199	20.7214	464.545	20.6605	461.337	20.8513	321.733	20.7611	467.813	20.8508	322.332
200	20.7297	408.781	20.6701	405.323	20.8601	265.785	20.7686	412.285	20.8595	266.397
201	20.7385	354.561	20.6801	351.093	20.8676	216.428	20.7765	358.088	20.867	217.057
202	20.7489	325.893	20.6919	323.077	20.8748	198.846	20.786	328.921	20.8742	199.496
203	20.7585	294.009	20.7025	292.003	20.8801	179.972	20.7946	296.446	20.8795	180.637
204	20.7667	293.15	20.7114	292.276	20.8844	190.055	20.8022	294.746	20.8838	190.72
205	20.77	284.255	20.714	284.567	20.8867	184.973	20.8057	285.008	20.8862	185.62
206	20.7652	283.91	20.7072	285.319	20.884	174.212	20.8021	283.885	20.8835	174.819
207	20.757	311.741	20.6972	313.74	20.879	190.405	20.7951	311.217	20.8785	190.95
208	20.746	340.478	20.6845	342.308	20.8707	207.606	20.7853	340.004	20.8703	208.09
209	20.7366	392.722	20.6744	394.255	20.8619	254.861	20.7766	392.372	20.8615	255.306
210	20.7264	450.014	20.6635	450.797	20.8524	311.076	20.767	450.136	20.8521	311.503
211	20.7195	495.522	20.6564	495.412	20.8467	355.766	20.7604	496.285	20.8463	356.2
212	20.7161	501.758	20.6532	500.467	20.8443	360.672	20.7569	503.444	20.8438	361.133
213	20.7151	503.625	20.6526	501.654	20.8434	362.061	20.7557	505.864	20.8429	362.561
214	20.7129	505.708	20.6503	503.365	20.842	363.585	20.7537	508.254	20.8415	364.13
215	20.7118	507.835	20.6491	505.277	20.8412	365.11	20.7527	510.566	20.8407	365.705
216	20.7085	511.83	20.645	509.222	20.8393	368.099	20.7499	514.608	20.8387	368.733
217	20.7061	517.158	20.642	514.563	20.8378	372.103	20.7478	519.932	20.8372	372.776
218	20.7053	519.123	20.641	516.559	20.8374	373.499	20.7472	521.882	20.8367	374.202
219	20.7062	517.851	20.6421	515.324	20.8378	372.375	20.748	520.59	20.8372	373.102
220	20.7071	515.012	20.6431	512.54	20.8384	370.023	20.7488	517.715	20.8377	370.766
221	20.7081	511.88	20.6442	509.486	20.8389	367.43	20.7497	514.523	20.8382	368.184
222	20.7109	510.001	20.6475	507.664	20.8422	365.703	20.7522	512.597	20.8415	366.46
223	20.717	470.227	20.6545	467.527	20.8492	325.039	20.7577	473.125	20.8486	325.797
224	20.7255	415.21	20.6643	412.249	20.8581	269.685	20.7653	418.337	20.8574	270.444
225	20.7359	358.154	20.6764	355.186	20.8665	218.294	20.7746	361.296	20.8658	219.059
226	20.7435	333.507	20.6845	331.232	20.8719	203.216	20.7817	336.108	20.8712	203.991
227	20.7478	318.676	20.6887	317.425	20.8738	194.634	20.7859	320.516	20.8731	195.414
228	20.7496	334.472	20.69	334.447	20.8741	214.485	20.7879	335.375	20.8734	215.255
229	20.7507	338.03	20.6907	338.748	20.8755	216.563	20.7891	338.379	20.8748	217.298
230	20.7498	323.424	20.6893	324.259	20.8755	197.263	20.7885	323.696	20.8749	197.956
231	20.7468	337.325	20.6856	338.448	20.8737	204.855	20.786	337.344	20.8731	205.497
232	20.7398	349.776	20.6774	350.796	20.8679	212.292	20.7798	349.83	20.8673	212.901
233	20.7299	401.055	20.6662	402.285	20.8586	259.27	20.7709	400.879	20.8581	259.859
234	20.7212	457.659	20.6568	458.531	20.8501	315.313	20.7628	457.669	20.8495	315.888
235	20.7157	501.026	20.6512	501.172	20.8451	358.514	20.7574	501.548	20.8446	359.087
236	20.7126	506.421	20.6483	505.508	20.8428	362.888	20.7543	507.768	20.8423	363.474
237	20.7094	510.83	20.6449	509.418	20.8406	366.398	20.7513	512.583	20.8401	367.006
238	20.7066	515.732	20.6418	514	20.8389	370.119	20.7488	517.732	20.8383	370.756
239	20.7033	521.486	20.6378	519.604	20.8368	374.536	20.7459	523.602	20.8362	375.203
240	20.7024	524.504	20.6368	522.551	20.8363	376.81	20.7451	526.679	20.8356	377.504
241	20.7025	523.99	20.6369	522.001	20.8362	376.318	20.7452	526.199	20.8356	377.035
242	20.7018	524.35	20.636	522.382	20.8358	376.488	20.7446	526.544	20.8351	377.225
243	20.6995	527.369	20.6331	525.468	20.8345	378.724	20.7427	529.505	20.8338	379.473
244	20.6957	533.665	20.6283	531.863	20.8322	383.505	20.7395	535.709	20.8316	384.261
245	20.691	542.367	20.6225	540.681	20.8296	390.158	20.7356	544.304	20.8289	390.916
246	20.688	551.96	20.6186	550.383	20.8296	397.355	20.7332	553.793	20.8289	398.111
247	20.6899	521.61	20.6206	519.676	20.8343	363.998	20.7352	523.734	20.8336	364.751
248	20.6941	474.995	20.6254	472.724	20.8411	315.81	20.7391	477.394	20.8404	316.561
249	20.7067	408.713	20.64	406.036	20.8512	261.478	20.7502	411.417	20.8506	262.235
250	20.7135	376.331	20.6468	374.476	20.8566	244.579	20.7568	378.425	20.8559	245.355
251	20.7274	344.842	20.6622	344.303	20.8643	227.536	20.7695	346.001	20.8636	228.324
252	20.7435	327.354	20.6804	328.473	20.8732	226.647	20.7839	327.318	20.8725	227.423
253	20.7548	294.681	20.6924	297.002	20.8802	206.129	20.7945	293.806	20.8796	206.86
254	20.7513	287.623	20.6865	291.622	20.8778	190.563	20.7923	285.56	20.8772	191.224
255	20.7414	326.601	20.6739	331.901	20.871	212.136	20.784	323.513	20.8705	212.695
256	20.7258	370.274	20.6558	375.661	20.8595	236.542	20.7702	367.022	20.8591	236.997
257	20.7099	444.368	20.6386	449.073	20.8467	295.615	20.7554	441.466	20.8464	295.98
258	20.7003	503.722	20.6296	506.624	20.8378	352.025	20.7459	502.023	20.8375	352.335
259	20.6934	546.316	20.6232	547.564	20.8321	393.878	20.7389	545.814	20.8318	394.185
260	20.6873	554.421	20.6171	554.07	20.8282	399.869	20.7329	555.153	20.8278	400.214
261	20.6911	552.012	20.6228	550.617	20.8301	397.684	20.7357	553.592	20.8297	398.092
262	20.699	535.895	20.6329	533.78	20.8343	384.872	20.7421	538.095	20.8339	385.357
263	20.7057	518.989	20.6414	516.475	20.8381	371.484	20.7476	521.551	20.8375	372.043
264	20.7088	507.705	20.6453	505.022	20.8398	362.504	20.7502	510.432	20.8392	363.131
265	20.7121	499.331	20.6494	496.608	20.8416	355.826	20.7531	502.116	20.841	356.516
266	20.7133	494.945	20.6508	492.262	20.8423	352.333	20.7542	497.714	20.8416	353.065
267	20.7124	494.994	20.6494	492.412	20.8417	352.333	20.7534	497.689	20.841	353.1
268	20.7123	495.717	20.6493	493.25	20.8417	352.901	20.7534	498.329	20.841	353.694
269	20.7132	494.66	20.6502	492.296	20.8421	352.116	20.7542	497.197	20.8414	352.926
270	20.7158	493.185	20.6532	490.92	20.8453	350.864	20.7565	495.647	20.8445	351.686
271	20.7217	454.34	20.6601	451.736	20.8523	311.1	20.7619	457.094	20.8515	311.925
272	20.7304	399.669	20.6702	396.816	20.8613	256.329	20.7697	402.649	20.8606	257.16
273	20.7436	338.871	20.6857	335.876	20.8715	203.034	20.7814	341.971	20.8708	203.875
274	20.7548	301.148	20.6981	298.733	20.8791	180.414	20.7915	303.806	20.8783	181.269
275	20.7647	277.409	20.7089	276.226	20.8843	166.265	20.8006	279.181	20.8835	167.131
276	20.7668	284.691	20.7099	285.047	20.8843	180.887	20.8032	285.315	20.8836	181.744
277	20.764	307.328	20.7058	309.228	20.8831	194.029	20.8012	306.819	20.8823	194.848
278	20.7621	295.193	20.7034	296.904	20.8825	176.279	20.7995	294.792	20.8818	177.033
279	20.7592	310.002	20.7001	311.82	20.8806	184.15	20.7969	309.482	20.88	184.842
280	20.7531	325.404	20.6933	326.966	20.8753	192.462	20.7914	325.028	20.8748	193.108
281	20.7459	369.611	20.6856	370.947	20.8677	234.741	20.7846	369.321	20.8672	235.363
282	20.7368	424.688	20.6758	425.635	20.8589	289.861	20.7761	424.615	20.8583	290.474
283	20.7323	467.015	20.6715	467.279	20.8546	332.282	20.7717	467.429	20.854	332.902
284	20.7304	470.089	20.6701	469.268	20.8529	334.964	20.7696	471.356	20.8523	335.604
285	20.7285	472.884	20.6682	471.498	20.8515	337.264	20.7676	474.606	20.8508	337.932
286	20.7269	475.505	20.6666	473.784	20.8503	339.381	20.7661	477.501	20.8497	340.086
287	20.7263	476.679	20.666	474.803	20.8499	340.337	20.7656	478.805	20.8492	341.076
288	20.7251	478.367	20.6646	476.439	20.8491	341.672	20.7646	480.537	20.8484	342.438
289	20.7248	479.17	20.6642	477.242	20.8488	342.312	20.7643	481.345	20.8481	343.103
290	20.7245	479.763	20.6638	477.881	20.8486	342.779	20.7641	481.906	20.8479	343.591
291	20.7235	481.19	20.6624	479.374	20.848	343.887	20.7632	483.278	20.8472	344.712
292	20.7233	481.935	20.662	480.187	20.8478	344.462	20.7631	483.966	20.847	345.293
293	20.7214	484.383	20.6597	482.728	20.8467	346.356	20.7616	486.332	20.846	347.19
294	20.722	484.874	20.6603	483.293	20.847	346.728	20.7621	486.758	20.8463	347.559
