Zeit [h]	Var12.1.Buero110.OperativeTemperatur [C]	Var12.1.Buero110.Heizleistung [W]	Var12.2.Buero110.OperativeTemperatur [C]	Var12.2.Buero110.Heizleistung [W]	Var12.2.Buero108.OperativeTemperatur [C]	Var12.2.Buero108.Heizleistung [W]	Var12.3.Buero110.OperativeTemperatur [C]	Var12.3.Buero110.Heizleistung [W]	Var12.3.Buero108.OperativeTemperatur [C]	Var12.3.Buero108.Heizleistung [W]
1754	20.7681	426.168	20.7181	423.933	20.8745	307.99	20.7998	429.763	20.8723	310.4
1755	20.7699	419.175	20.7203	416.927	20.8754	302.329	20.8013	422.804	20.8732	304.746
1756	20.7662	420.645	20.7155	418.511	20.8733	303.239	20.7983	424.185	20.8711	305.654
1757	20.7656	423.273	20.7146	421.283	20.8729	305.035	20.7979	426.693	20.8707	307.437
1758	20.7675	422.158	20.7171	420.159	20.8762	304.788	20.7995	425.559	20.874	307.171
1759	20.7933	342.539	20.7491	339.245	20.8965	241.735	20.8215	346.911	20.8944	244.093
1760	20.8251	195.764	20.7856	191.462	20.9195	133.571	20.8499	200.977	20.9174	135.918
1761	20.8526	110.354	20.8159	108.686	20.937	64.1581	20.875	113.802	20.9348	66.5083
1762	20.8728	57.3437	20.8388	57.8624	20.9507	31.6073	20.8933	59.1476	20.9486	33.9159
1763	20.9359	0.792944	20.9131	0.891772	20.9868	0.366829	20.9451	1.0303	20.9801	0.693517
1764	20.895	9.46763	20.8584	15.9621	20.9605	16.3984	20.9157	7.00085	20.9585	18.8705
1765	20.9631	6.01867	20.9298	11.451	20.9889	12.0509	20.9762	3.79398	20.9842	13.8781
1766	21.045	0	21.0319	0	21.06	0	21.0447	0	21.0543	0
1767	20.9132	4.48311	20.872	12.4033	20.9696	1.56747	20.9358	1.58188	20.9676	2.2951
1768	20.8839	68.8466	20.8404	83.619	20.9491	35.9945	20.9087	59.7538	20.9476	37.8635
1769	20.8511	183.482	20.8053	195.399	20.9258	119.524	20.8781	176.34	20.9245	121.023
1770	20.8277	279.259	20.7816	287.218	20.9085	198.601	20.8555	274.931	20.9074	199.881
1771	20.8121	348.433	20.7668	352.797	20.8978	256.804	20.8401	346.764	20.8967	258.001
1772	20.8043	362.896	20.7603	363.719	20.8929	266.246	20.8318	363.945	20.8918	267.469
1773	20.7979	371.967	20.7544	370.705	20.8891	272.333	20.8254	374.678	20.8879	273.65
1774	20.7833	390.714	20.7374	388.367	20.8807	286.214	20.8124	394.313	20.8794	287.653
1775	20.7798	405.811	20.7337	402.804	20.8787	297.356	20.809	409.995	20.8772	298.936
1776	20.7784	408.067	20.7322	404.663	20.8778	298.588	20.8076	412.656	20.8762	300.306
1777	20.7772	408.79	20.7308	405.243	20.8772	298.664	20.8066	413.582	20.8755	300.505
1778	20.7754	410.321	20.7285	406.79	20.8762	299.419	20.805	415.172	20.8744	301.358
1779	20.7738	412.17	20.7263	408.751	20.8752	300.414	20.8037	416.995	20.8734	302.437
1780	20.7722	414.194	20.7242	410.967	20.8744	301.512	20.8024	418.926	20.8725	303.607
1781	20.7716	414.153	20.7232	411.051	20.8741	301.194	20.802	418.817	20.8721	303.323
1782	20.7775	408.223	20.7305	405.139	20.8796	296.958	20.807	412.89	20.8776	299.115
1783	20.7995	332.102	20.7579	327.862	20.8979	235.409	20.8258	337.664	20.8959	237.584
1784	20.8448	169.865	20.8122	164.069	20.9303	117.919	20.8652	176.675	20.9283	120.121
1785	20.8864	17.5004	20.8642	14.5973	20.9578	10.7824	20.8994	22.8678	20.9518	12.4744
1786	20.8901	3.56192	20.8574	4.58613	20.957	0.726574	20.9084	4.26327	20.9545	1.62734
1787	20.8887	36.1097	20.854	41.2361	20.9542	15.0796	20.9082	35.3859	20.952	17.567
1788	20.8967	42.945	20.8647	48.2176	20.9587	27.6758	20.9149	41.7902	20.9568	29.8497
1789	20.9077	9.60742	20.8766	14.1482	20.968	7.22565	20.9249	8.84045	20.9656	9.12886
1790	20.9028	9.05254	20.8706	13.7148	20.9633	0.125503	20.9208	7.90757	20.9613	0.433515
1791	20.8929	51.9686	20.8593	58.2767	20.9559	15.98	20.912	49.8066	20.9544	17.8257
1792	20.8828	79.6422	20.8489	84.7116	20.948	31.0513	20.9025	78.2293	20.9466	32.6726
1793	20.8681	141.108	20.8326	145.303	20.9352	82.9712	20.889	140.217	20.9339	84.4626
1794	20.8535	226.062	20.8173	229.492	20.9226	153.845	20.8752	225.645	20.9214	155.271
1795	20.846	276.159	20.8109	277.485	20.9166	199.195	20.8675	277.23	20.9154	200.599
1796	20.8425	280.688	20.8085	279.768	20.9142	201.966	20.8635	283.457	20.9129	203.396
1797	20.8391	284.415	20.8054	282.145	20.912	204.458	20.86	288.246	20.9106	205.957
1798	20.8374	287.465	20.804	284.481	20.9109	206.564	20.8582	291.882	20.9094	208.151
1799	20.8355	290.054	20.8019	286.726	20.9097	208.394	20.8564	294.771	20.9082	210.069
1800	20.8339	293.094	20.8	289.642	20.9088	210.609	20.8549	297.946	20.9071	212.373
1801	20.8317	296.624	20.7972	293.196	20.9075	213.249	20.8531	301.486	20.9058	215.081
1802	20.8304	299.155	20.7955	295.82	20.9067	215.133	20.852	303.969	20.905	217.016
1803	20.8292	301.714	20.7938	298.536	20.906	217.035	20.8511	306.426	20.9043	218.963
1804	20.8264	305.927	20.7902	302.922	20.9044	220.237	20.8488	310.513	20.9026	222.193
1805	20.826	308.037	20.7895	305.204	20.9042	221.803	20.8486	312.496	20.9024	223.776
1806	20.8271	306.214	20.7907	303.513	20.9049	220.571	20.8496	310.57	20.9031	222.552
1807	20.8316	295.589	20.7964	292.805	20.9081	214.32	20.8534	299.987	20.9063	216.3
1808	20.8426	261.609	20.8095	258.511	20.9152	194.664	20.863	266.228	20.9134	196.638
1809	20.852	230.471	20.8198	227.896	20.9207	176.499	20.8717	234.733	20.9189	178.467
1810	20.861	216.115	20.83	214.702	20.9264	168.069	20.8798	219.529	20.9246	170.018
1811	20.8746	169.974	20.8455	168.736	20.9345	141.488	20.892	173.224	20.9328	143.389
1812	20.8833	152.822	20.8547	153.074	20.9396	131.769	20.9001	154.986	20.9379	133.61
1813	20.8962	121.225	20.8694	122.204	20.947	113.084	20.9117	122.814	20.9455	114.843
1814	20.8968	111.757	20.8682	114.202	20.9461	107.106	20.9132	112.244	20.9446	108.761
1815	20.891	151.687	20.8608	155.944	20.9418	129.5	20.9084	150.775	20.9405	131.038
1816	20.8865	155.877	20.8559	159.441	20.9388	131.801	20.9043	155.315	20.9376	133.194
1817	20.8754	190.717	20.8426	194.409	20.9313	152.226	20.8947	189.972	20.9302	153.487
1818	20.8625	233.142	20.828	236.522	20.9232	176.486	20.8832	232.522	20.9222	177.646
1819	20.8509	263.921	20.8156	266.024	20.9165	194.652	20.8725	264.121	20.9155	195.732
1820	20.8464	276.173	20.8117	276.53	20.9141	202.256	20.8678	277.579	20.9131	203.29
1821	20.8424	282.107	20.8078	281.39	20.912	206.07	20.864	284.285	20.911	207.104
1822	20.8384	288.667	20.8034	287.344	20.9098	210.628	20.8603	291.292	20.9088	211.693
1823	20.838	291.107	20.8032	289.454	20.9096	212.141	20.8598	293.987	20.9086	213.243
1824	20.8347	294.809	20.7991	293.01	20.9078	214.688	20.8569	297.809	20.9067	215.832
1825	20.8338	297.618	20.7981	295.787	20.9074	216.599	20.8562	300.651	20.9063	217.779
1826	20.8331	298.613	20.7971	296.814	20.907	217.112	20.8556	301.631	20.9059	218.323
1827	20.8316	300.526	20.7952	298.808	20.9062	218.384	20.8544	303.487	20.9051	219.616
1828	20.8245	309.604	20.7863	308.043	20.9023	225.24	20.8485	312.432	20.9012	226.485
1829	20.8222	318.416	20.7834	317.007	20.901	231.889	20.8466	321.114	20.8999	233.142
1830	20.8233	317.634	20.7848	316.241	20.902	231.67	20.8476	320.312	20.9008	232.923
1831	20.8318	296.858	20.7954	295.081	20.9079	219.7	20.8547	299.805	20.9067	220.95
1832	20.8547	236.449	20.8235	233.982	20.9227	184.073	20.8744	239.916	20.9215	185.324
1833	20.8779	160.978	20.8497	158.954	20.9361	138.628	20.8952	164.207	20.9349	139.884
1834	20.8941	138.006	20.8678	138.445	20.9457	123.254	20.9098	139.508	20.9446	124.505
1835	20.8909	68.9378	20.858	69.3727	20.9383	79.3701	20.9096	70.1079	20.9373	80.5637
1836	20.8836	189.458	20.8504	195.953	20.9355	150.49	20.903	186.594	20.9346	151.595
1837	20.955	182.694	20.9444	187.278	20.9666	141.147	20.9603	180.906	20.9658	142.087
1838	20.9374	4.71253	20.919	4.97927	20.9692	31.4433	20.9476	5.50544	20.9685	32.2506
1839	20.9357	17.5233	20.9153	20.465	20.9693	50.6149	20.9472	17.1888	20.9686	51.4073
1840	20.9348	10.4663	20.9097	12.8824	20.9649	44.1522	20.9482	9.53933	20.9643	44.8868
1841	20.8967	153.714	20.8628	163.676	20.9403	131.827	20.916	148.198	20.9398	132.457
1842	20.8666	226.597	20.8298	234.045	20.9234	175.942	20.8886	222.498	20.9231	176.393
1843	20.8516	271.678	20.8148	276.024	20.9151	205.206	20.8743	269.649	20.9149	205.512
1844	20.8424	290.831	20.8059	292.47	20.9102	217.719	20.8653	290.733	20.91	217.984
1845	20.8333	306.817	20.7961	306.783	20.9053	228.868	20.8568	307.96	20.905	229.174
1846	20.825	321.852	20.7869	320.913	20.9008	239.689	20.8493	323.693	20.9004	240.074
1847	20.8148	338.793	20.7748	337.391	20.8952	252.186	20.8404	341.009	20.8947	252.659
1848	20.8049	360.817	20.7627	359.184	20.8897	268.618	20.8318	363.248	20.8891	269.198
1849	20.7958	380.01	20.7516	378.327	20.8847	282.951	20.824	382.522	20.884	283.623
1850	20.7875	396.154	20.7414	394.501	20.8801	294.947	20.8169	398.687	20.8794	295.697
1851	20.7823	405.369	20.735	403.757	20.8773	301.643	20.8125	407.911	20.8765	302.45
1852	20.7803	410.475	20.7325	408.911	20.8763	305.046	20.8108	413.029	20.8755	305.912
1853	20.7824	407.758	20.7349	406.224	20.8775	302.34	20.8126	410.339	20.8767	303.255
1854	20.7864	401.212	20.7398	399.657	20.8819	296.977	20.816	403.843	20.881	297.932
1855	20.8018	339.884	20.7585	337.57	20.8951	242.639	20.8294	343.142	20.8942	243.625
1856	20.8233	246.83	20.7839	244.008	20.9122	163.65	20.8483	250.556	20.9113	164.669
1857	20.8463	150.59	20.8104	148.099	20.9284	88.5006	20.8688	154.15	20.9275	89.5586
1858	20.8665	90.9289	20.8329	89.9462	20.9415	52.2043	20.8872	93.4093	20.9405	53.2901
1859	20.8815	45.1823	20.8488	46.2824	20.9497	25.1236	20.9011	46.1585	20.9488	26.2091
1860	20.8956	32.4632	20.8642	35.6382	20.9575	28.0187	20.9142	31.8931	20.9566	29.0621
1861	20.9221	3.28832	20.8864	6.81914	20.9701	10.4505	20.9405	2.60262	20.9688	11.3968
1862	20.9269	0	20.882	0.00569991	20.9845	0	20.9475	0	20.9819	0
1863	20.8938	39.5911	20.856	49.9894	20.9557	19.7691	20.9156	34.1668	20.9549	20.5764
1864	20.8834	69.4404	20.8453	78.1224	20.9473	37.1235	20.9057	64.5872	20.9468	37.813
1865	20.862	150.775	20.821	158.808	20.9304	100.86	20.8864	146.31	20.93	101.399
1866	20.8388	252.943	20.7955	259.937	20.9127	182.715	20.8651	249.143	20.9123	183.167
1867	20.823	327.475	20.7796	332.038	20.9018	243.605	20.8499	325.39	20.9015	244.016
1868	20.8155	342.242	20.7732	343.693	20.8973	253.119	20.8421	342.48	20.8969	253.549
1869	20.8095	350.75	20.7675	350.316	20.8937	258.761	20.836	352.457	20.8932	259.272
1870	20.8055	357.08	20.7636	355.525	20.8914	262.944	20.8321	359.695	20.8908	263.572
1871	20.8023	362.323	20.7602	360.096	20.8896	266.35	20.829	365.519	20.8888	267.123
1872	20.7987	367.161	20.756	364.661	20.8876	269.644	20.8258	370.618	20.8867	270.526
1873	20.7954	372.898	20.752	370.3	20.8857	273.618	20.8229	376.486	20.8848	274.619
1874	20.7906	379.798	20.7461	377.224	20.8831	278.595	20.8189	383.408	20.8821	279.683
1875	20.7876	386.179	20.7422	383.692	20.8814	283.154	20.8163	389.763	20.8803	284.326
1876	20.7846	391.696	20.7384	389.342	20.8798	287.021	20.8139	395.216	20.8786	288.266
1877	20.7816	397.219	20.7346	395.027	20.8782	290.895	20.8114	400.641	20.877	292.198
1878	20.7823	398.825	20.7353	396.669	20.8806	292.191	20.8121	402.227	20.8794	293.525
1879	20.7946	344.677	20.7504	341.765	20.8923	244.173	20.8228	348.683	20.8911	245.539
1880	20.8141	249.331	20.773	245.763	20.9082	166.264	20.8401	253.904	20.9069	167.665
1881	20.8321	169.418	20.7932	166.728	20.9216	102.994	20.8564	173.429	20.9203	104.437
1882	20.8518	107.433	20.8145	106.217	20.9338	66.5505	20.8746	110.384	20.9325	68.0188
1883	20.8576	95.7136	20.8192	97.378	20.9364	59.7467	20.8808	96.5879	20.9351	61.2096
1884	20.875	80.749	20.8396	83.7831	20.9466	61.4934	20.8961	80.544	20.9453	62.8961
1885	20.8976	21.3268	20.8639	24.833	20.9596	25.8997	20.9167	20.7615	20.9584	27.2064
1886	20.8991	1.32312	20.8637	3.27708	20.9604	1.06217	20.9192	0.758959	20.9592	1.45782
1887	20.8857	45.5067	20.8471	54.137	20.9516	27.5139	20.9078	41.3094	20.9506	28.7452
1888	20.8723	78.1844	20.8317	86.2919	20.9412	46.041	20.896	74.1677	20.9404	47.0653
1889	20.8464	180.91	20.8017	189.214	20.9215	121.883	20.8729	176.601	20.9208	122.756
1890	20.8233	283.895	20.7769	290.771	20.9041	204.044	20.8515	280.458	20.9035	204.807
1891	20.7986	364.957	20.7502	369.188	20.8884	270.895	20.8287	363.336	20.8878	271.6
1892	20.7847	396.271	20.7358	397.569	20.8802	293.433	20.8155	396.806	20.8795	294.15
1893	20.7841	403.932	20.7369	403.294	20.8797	298.4	20.8141	405.98	20.8789	299.193
1894	20.7711	415.975	20.7218	414.225	20.8723	306.974	20.8025	418.917	20.8714	307.881
1895	20.7603	439.107	20.7089	436.815	20.8662	324.265	20.793	442.5	20.8652	325.302
1896	20.7506	457.988	20.6972	455.45	20.8607	338.342	20.7846	461.615	20.8596	339.5
1897	20.7443	471.941	20.6895	469.31	20.8572	348.626	20.7792	475.693	20.856	349.892
1898	20.738	484.612	20.6818	482.003	20.8537	357.834	20.7738	488.406	20.8524	359.207
1899	20.731	497.719	20.673	495.225	20.8498	367.402	20.7679	501.467	20.8484	368.86
1900	20.7247	508.746	20.6651	506.391	20.8463	375.384	20.7626	512.421	20.8449	376.906
1901	20.7176	520.574	20.6562	518.387	20.8424	384.005	20.7567	524.14	20.8409	385.575
1902	20.7194	523.672	20.6588	521.416	20.846	387.113	20.7582	527.289	20.8446	388.717
1903	21.5423	154.516	21.7937	152.062	22.1459	109.538	21.3995	157.455	22.141	110.07
1904	20.9104	44.8016	20.8507	57.7087	21.1596	0	20.9368	40.1922	21.1523	0
1905	20.877	111.657	20.8206	140.084	21.0946	0	20.9067	96.4065	21.0853	6.62274e-11
1906	20.8607	133.071	20.8088	152.386	20.9961	1.00996	20.8893	122.426	20.993	1.85675
1907	20.8458	160.143	20.7962	173.404	20.9667	36.4219	20.8736	153.748	20.9642	39.3903
1908	20.8379	209.873	20.7912	219.172	20.9476	99.6948	20.8645	206.449	20.9453	102.32
1909	20.8353	218.773	20.7921	224.06	20.9409	114.588	20.8604	218.338	20.9387	117.07
1910	20.8395	188.917	20.8	190.762	20.9405	87.6351	20.8626	191.053	20.9382	90.1237
1911	20.8365	186.67	20.7979	186.679	20.9366	86.7588	20.8593	190.133	20.9342	89.3524
1912	20.8284	196.428	20.7888	195.397	20.9287	94.4756	20.8518	200.603	20.9261	97.22
1913	20.8151	250.831	20.7735	249.632	20.9163	145.509	20.84	255.036	20.9136	148.421
1914	20.8022	304.348	20.7591	302.356	20.9052	203.777	20.8283	309.007	20.9023	206.845
1915	20.7715	402.486	20.7215	401.397	20.8841	285.312	20.8021	406.465	20.8811	288.538
1916	20.7545	446.86	20.7021	444.683	20.8735	318.391	20.7869	451.587	20.8704	321.749
1917	20.7447	469.323	20.6908	466.233	20.8671	335.909	20.7781	474.726	20.8639	339.37
1918	20.7418	478.982	20.6878	475.306	20.8649	343.453	20.7754	484.851	20.8616	347.024
1919	20.7321	490.763	20.676	486.862	20.8589	352.569	20.7671	496.809	20.8556	356.244
1920	20.7248	506.538	20.6671	502.635	20.8544	364.722	20.7609	512.579	20.851	368.484
1921	20.7201	516.468	20.6611	512.64	20.8514	372.281	20.7569	522.446	20.8479	376.108
1922	20.7138	526.331	20.6531	522.658	20.8476	379.745	20.7517	532.179	20.844	383.618
1923	20.7066	538.539	20.6441	535.081	20.8433	388.997	20.7458	544.198	20.8397	392.895
1924	20.7028	547.142	20.6391	543.884	20.8408	395.424	20.7426	552.622	20.8373	399.33
1925	20.6997	552.219	20.6351	549.16	20.8389	399.071	20.7402	557.519	20.8354	402.967
1926	20.7045	548.9	20.6414	545.764	20.8442	397.821	20.7443	554.207	20.8407	401.696
1927	21.485	147.302	21.7171	143.279	22.0978	97.6777	21.3516	151.987	22.0862	98.7959
1928	20.889	63.464	20.8315	74.1826	21.124	6.62274e-11	20.9162	60.1638	21.1097	0
1929	20.8749	112.25	20.8229	135.125	21.1319	-6.62274e-11	20.9025	100.688	21.115	0
1930	20.8693	105.589	20.8226	121.074	21.0832	0	20.8949	97.9909	21.0658	0
1931	20.8601	121.984	20.8158	132.788	20.9881	0.622794	20.8847	117.65	20.9818	1.89215
1932	20.8551	168.211	20.8139	175.643	20.9663	51.7277	20.8783	166.354	20.9613	57.6725
1933	20.8572	164.708	20.8202	168.397	20.9608	61.7954	20.8782	165.676	20.9562	66.9789
1934	20.8635	130.194	20.8301	130.839	20.9605	33.0219	20.8824	133.498	20.9561	37.8696
1935	20.8664	120.996	20.8351	120.097	20.9593	27.6786	20.8843	125.437	20.955	32.4023
1936	20.8603	123.833	20.8285	122.051	20.9521	30.8512	20.8786	128.869	20.9478	35.5595
1937	20.8484	175.819	20.8148	173.97	20.9402	80.8037	20.868	180.788	20.9358	85.5475
1938	20.8316	235.966	20.7955	233.472	20.9266	144.559	20.853	241.243	20.9222	149.353
1939	20.799	339.393	20.7555	337.877	20.9041	231.127	20.8252	343.899	20.8996	235.981
1940	20.7871	380.335	20.7423	377.78	20.8961	261.948	20.8144	385.545	20.8916	266.848
1941	20.7775	401.037	20.7313	397.473	20.8896	278.622	20.8058	406.982	20.8851	283.558
1942	20.7747	410.022	20.7285	405.967	20.8873	286.05	20.8032	416.341	20.8827	291.025
1943	20.7643	423.504	20.7157	419.262	20.8807	296.912	20.7943	429.952	20.8761	301.925
1944	20.7571	440.738	20.7068	436.521	20.876	310.606	20.7882	447.143	20.8715	315.646
1945	20.7538	449.511	20.7027	445.372	20.8737	317.64	20.7855	455.843	20.8691	322.689
1946	20.7443	462.602	20.6907	458.656	20.8679	327.961	20.7775	468.758	20.8633	333.003
1947	20.7394	475.791	20.6845	472.071	20.8647	338.304	20.7735	481.743	20.8601	343.323
1948	20.7345	485.297	20.6782	481.81	20.8616	345.734	20.7695	491.035	20.857	350.71
1949	20.7303	493.086	20.6729	489.823	20.8589	351.779	20.7661	498.616	20.8544	356.701
1950	20.7327	493.423	20.676	490.143	20.8625	353.313	20.7682	498.912	20.8581	358.176
1951	21.7378	108.611	22.0568	106.626	22.3801	74.2215	21.5525	111.332	22.3656	75.4125
1952	20.9466	16.5789	20.8921	32.2591	21.3163	0	20.9672	11.2198	21.2989	0
1953	20.9271	19.2156	20.8814	48.6497	21.3507	0	20.9485	5.26604	21.3305	6.62274e-11
1954	20.9556	2.86897	20.901	17.5198	21.3808	0	20.9786	0.0725808	21.36	-6.62274e-11
1955	20.9277	1.42394	20.8956	9.86792	21.3123	0	20.9447	0.385578	21.2909	0
1956	20.9197	44.4243	20.8917	53.7685	21.1914	0	20.9347	40.2338	21.1694	0
1957	20.9274	39.146	20.9059	43.5689	21.206	0	20.9387	38.8409	21.1832	0
1958	20.9294	1.90513	20.9114	2.66454	21.2552	0	20.9386	4.57865	21.2312	-6.62274e-11
1959	20.9614	0	20.9592	0	21.2895	0	20.9571	0.299842	21.2642	6.62274e-11
1960	20.9348	0.0447483	20.9282	0	21.2719	0	20.9402	0.408744	21.2452	-6.62274e-11
1961	20.9219	38.0946	20.9053	35.6346	21.158	0	20.9301	44.0491	21.1296	6.62274e-11
1962	20.9043	96.5741	20.8851	93.5834	21.011	0.778117	20.9145	102.48	21.0003	3.80776
1963	20.87	205.624	20.8429	203.736	20.9757	92.05	20.8853	210.709	20.9671	102.147
1964	20.8554	252.145	20.8264	249.318	20.9599	136.671	20.8721	258.024	20.952	145.623
1965	20.8479	272.288	20.818	268.562	20.9507	158.308	20.8652	278.93	20.9431	166.78
1966	20.8394	288.691	20.8079	284.476	20.9424	175.267	20.8577	295.746	20.935	183.514
1967	20.831	306.456	20.7977	302.08	20.9351	192.046	20.8505	313.632	20.9277	200.207
1968	20.8274	315.893	20.7933	311.493	20.9312	201.308	20.8475	323.08	20.9238	209.441
1969	20.8182	329.073	20.7818	324.793	20.9244	213.2	20.8398	336.139	20.917	221.322
1970	20.8145	341.062	20.7772	336.963	20.9209	223.87	20.8368	347.956	20.9136	231.976
1971	20.814	343.749	20.7763	339.808	20.9195	227.07	20.8364	350.495	20.9121	235.146
1972	20.8023	357.315	20.7616	353.652	20.9118	238.496	20.8267	363.791	20.9045	246.524
1973	20.7936	378.082	20.7506	374.749	20.9059	255.437	20.8195	384.233	20.8987	263.395
1974	20.8	375.728	20.7589	372.323	20.9096	255.955	20.8248	381.876	20.9025	263.83
1975	21.8875	71.3113	22.2548	70.3082	22.486	48.9686	21.6714	72.9997	22.4624	50.582
1976	20.9891	14.8097	20.9444	31.6686	21.2942	0	21.0028	9.08709	21.267	0
1977	20.9743	44.5269	20.9409	75.0838	21.2665	0	20.9871	30.2034	21.2355	-6.62274e-11
1978	20.9711	28.1931	20.9467	47.4621	21.239	0	20.9803	19.7209	21.2066	6.62274e-11
1979	20.9629	37.635	20.9431	49.907	21.1548	-6.62274e-11	20.9704	33.6922	21.1214	-6.62274e-11
1980	20.9599	56.6327	20.9446	63.9771	21.0779	6.62274e-11	20.9654	56.0425	21.0432	6.62274e-11
1981	20.9654	47.5484	20.9557	50.5347	21.0774	6.62274e-11	20.968	50.0976	21.0417	6.62274e-11
1982	20.9644	36.5203	20.957	36.4309	21.0669	-6.62274e-11	20.9659	41.3423	21.0299	-6.62274e-11
1983	20.9651	34.8476	20.9594	32.8611	21.06	6.62274e-11	20.9657	41.013	21.0216	6.62274e-11
1984	20.9584	42.3358	20.9521	39.4348	21.027	-6.62274e-11	20.9596	49.0892	21.0031	3.21754
1985	20.9522	59.3385	20.945	55.9209	21.0076	4.66952	20.9541	66.3823	20.9963	17.6317
1986	20.9422	51.6014	20.9329	47.3408	21.0001	13.0013	20.9455	59.3892	20.9893	22.1007
1987	20.9083	141.392	20.8904	138.814	20.9767	73.4551	20.9172	147.645	20.9669	84.68
1988	20.893	189.315	20.8725	186.356	20.9661	110.893	20.9037	195.699	20.9568	121.33
1989	20.8802	217.765	20.8574	214.248	20.9573	134.527	20.8927	224.481	20.9484	144.469
1990	20.8693	241.446	20.8442	237.684	20.9498	154.198	20.8833	248.295	20.9412	163.816
1991	20.8656	254.069	20.8398	250.2	20.9466	165.014	20.8801	260.97	20.9382	174.4
1992	20.8675	253.883	20.8422	249.958	20.9467	165.74	20.8818	260.811	20.9384	174.922
1993	20.8662	252.291	20.8403	248.429	20.9451	165.214	20.8807	259.147	20.937	174.212
1994	20.8688	248.972	20.8434	245.225	20.9458	163.212	20.8831	255.706	20.9378	172.035
1995	20.8619	253.524	20.8346	250.007	20.9411	167.271	20.8774	260.025	20.9333	175.913
1996	20.8589	262.341	20.8307	259.088	20.9387	174.609	20.8751	268.572	20.9311	183.061
1997	20.8504	274.124	20.8199	271.146	20.9333	184.199	20.8681	280.07	20.9258	192.463
1998	20.8569	271.378	20.8286	268.24	20.9378	185.033	20.8734	277.354	20.9305	193.105
1999	21.0781	92.9687	21.1361	87.9133	21.2579	49.2372	21.0411	99.4973	21.2363	54.027
2000	20.9211	67.03	20.8913	68.9162	20.9988	29.1207	20.9346	68.0157	20.9904	33.4409
2001	20.9204	154.211	20.8942	163.435	20.9863	90.5581	20.9333	151.919	20.9787	99.3118
2002	20.9267	122.384	20.9055	127.564	20.9876	73.2421	20.9371	122.453	20.9805	81.2756
2003	20.9448	75.3145	20.9292	77.8022	20.9952	37.4576	20.9518	77.2691	20.9885	44.9443
2004	20.945	66.6911	20.9298	68.7214	20.9897	37.5402	20.9518	68.9266	20.9834	44.6413
2005	20.9433	71.4503	20.9287	72.8106	20.9866	44.8672	20.95	74.0271	20.9805	51.6666
2006	20.9508	63.5783	20.9386	64.1149	20.9893	39.4859	20.956	66.6448	20.9834	46.0323
2007	20.9454	64.9492	20.9324	65.0564	20.985	40.1919	20.9514	68.2186	20.9793	46.513
2008	20.932	91.7301	20.9163	91.7567	20.9762	59.1508	20.9399	94.92	20.9707	65.2747
2009	20.9551	99.4138	20.9624	99.3764	20.9889	67.8305	20.9517	101.973	20.9836	73.7755
2010	20.9178	82.7648	20.8978	81.4077	20.9667	66.7066	20.9283	86.9961	20.9614	72.4993
2011	20.888	195.134	20.8613	197.029	20.9481	137.059	20.903	196.808	20.943	142.726
2012	20.8757	232.709	20.8479	233.252	20.9408	163.161	20.8917	235.139	20.9359	168.638
2013	20.8612	257.659	20.8312	256.987	20.9323	181.971	20.8789	260.867	20.9276	187.275
2014	20.8522	279.074	20.8208	277.702	20.9269	198.331	20.871	282.744	20.9222	203.51
2015	20.8435	297.439	20.8105	295.655	20.9217	212.401	20.8635	301.379	20.9171	217.471
2016	20.8342	314.964	20.7992	313.044	20.9161	225.86	20.8555	318.98	20.9116	230.84
2017	20.8289	326.017	20.7927	324.065	20.9129	234.298	20.851	330.04	20.9084	239.199
2018	20.8236	336.218	20.7861	334.307	20.9096	242.013	20.8465	340.196	20.9053	246.818
2019	20.8174	347.192	20.7784	345.394	20.9059	250.306	20.8414	351.061	20.9016	255.014
2020	20.8089	359.949	20.7677	358.301	20.9008	260.004	20.8342	363.676	20.8967	264.628
2021	20.8026	373.009	20.7599	371.526	20.8971	269.887	20.829	376.579	20.893	274.411
2022	20.7992	380.689	20.7563	379.01	20.8982	278.128	20.8259	384.337	20.8942	282.555
2023	20.8393	245.605	20.8058	241.101	20.9336	172.978	20.8603	251.313	20.9297	177.306
2024	20.9002	63.7328	20.877	59.6601	20.9708	47.0698	20.9128	69.3246	20.9655	51.2861
2025	21.0762	0	21.1014	0	21.0902	6.62274e-11	21.0551	0	21.0769	0
2026	20.8954	54.2907	20.8515	61.1981	20.9608	27.8838	20.918	51.2126	20.9561	30.5877
2027	20.8778	136.319	20.836	149.888	20.9501	70.447	20.901	129.718	20.9462	75.1316
2028	20.8743	157.615	20.8366	166.346	20.9477	90.9458	20.8959	153.928	20.9442	94.9728
2029	20.8825	131.679	20.8496	136.507	20.9537	73.4531	20.9014	130.659	20.9505	77.0656
2030	20.9046	66.2229	20.8778	68.7482	20.9668	19.035	20.9197	66.9108	20.9638	22.4305
2031	20.915	40.9252	20.8909	43.145	20.9898	0.46092	20.9285	41.8583	20.9804	1.79882
2032	20.9172	32.2985	20.8941	34.2367	20.9952	-6.62274e-11	20.9301	33.385	20.9844	-6.62274e-11
2033	20.9713	73.2586	20.9655	75.1628	21.0147	21.6766	20.972	74.1295	21.0083	25.5907
2034	20.9082	51.0989	20.8838	51.4215	20.9601	34.584	20.9219	52.8156	20.9569	37.685
2035	20.869	215.982	20.8362	219.575	20.9341	154.622	20.8882	215.699	20.931	158.028
