Zeit [h]	Var12.1.Buero110.OperativeTemperatur [C]	Var12.1.Buero110.Heizleistung [W]	Var12.2.Buero110.OperativeTemperatur [C]	Var12.2.Buero110.Heizleistung [W]	Var12.2.Buero108.OperativeTemperatur [C]	Var12.2.Buero108.Heizleistung [W]	Var12.3.Buero110.OperativeTemperatur [C]	Var12.3.Buero110.Heizleistung [W]	Var12.3.Buero108.OperativeTemperatur [C]	Var12.3.Buero108.Heizleistung [W]
0.5	20.616	566	20.657	687	20.657	709	20.65	699	20.65	720
1.5	20.617	555	20.676	660	20.675	690	20.674	663	20.674	691
2.5	20.614	544	20.687	640	20.688	673	20.685	643	20.687	675
3.5	20.608	527	20.694	619	20.699	650	20.692	621	20.698	651
4.5	20.6	508	20.698	596	20.71	623	20.697	598	20.709	624
5.5	20.592	493	20.702	577	20.72	599	20.701	579	20.719	600
6.5	20.587	439	20.706	520	20.731	535	20.705	522	20.73	536
7.5	20.582	373	20.711	452	20.742	459	20.71	453	20.742	460
8.5	20.584	316	20.721	390	20.756	394	20.72	391	20.755	395
9.5	20.601	280	20.744	346	20.774	359	20.743	347	20.774	360
10.5	20.618	242	20.766	302	20.791	324	20.766	303	20.791	325
11.5	20.637	230	20.789	283	20.808	315	20.788	284	20.807	316
12.5	20.609	247	20.769	307	20.804	319	20.769	308	20.803	319
13.5	20.601	221	20.768	282	20.81	283	20.767	282	20.81	283
14.5	20.592	220	20.764	282	20.815	271	20.764	282	20.814	271
15.5	20.573	230	20.753	294	20.815	267	20.753	295	20.815	267
16.5	20.557	275	20.744	341	20.816	300	20.744	341	20.815	300
17.5	20.543	331	20.737	397	20.816	346	20.737	398	20.815	346
18.5	20.529	377	20.73	444	20.816	382	20.73	444	20.815	382
19.5	20.518	383	20.726	449	20.818	378	20.726	449	20.817	378
20.5	20.509	387	20.723	452	20.82	373	20.723	452	20.82	374
21.5	20.5	392	20.72	456	20.822	370	20.72	456	20.822	371
22.5	20.492	396	20.717	459	20.824	367	20.717	459	20.823	367
23.5	20.484	400	20.715	462	20.825	364	20.715	462	20.825	364
24.5	20.477	404	20.713	463	20.827	361	20.713	464	20.826	361
25.5	20.47	403	20.712	461	20.828	354	20.712	461	20.828	355
26.5	20.464	403	20.711	459	20.83	349	20.711	459	20.83	349
27.5	20.459	407	20.71	462	20.831	348	20.71	462	20.831	348
28.5	20.454	411	20.71	464	20.833	348	20.71	464	20.832	348
29.5	20.448	416	20.708	467	20.833	348	20.708	467	20.833	348
30.5	20.444	383	20.709	432	20.835	310	20.709	432	20.835	310
31.5	20.44	334	20.709	382	20.837	258	20.709	382	20.837	258
32.5	20.541	186	20.804	204	20.881	153	20.804	204	20.881	153
33.5	21.225	0	21.489	0	21.252	0	21.473	0	21.245	0
34.5	20.621	82	20.877	86	20.923	87	20.875	88	20.923	88
35.5	20.623	104	20.877	111	20.945	83	20.876	113	20.944	84
36.5	20.599	132	20.856	148	20.947	88	20.855	150	20.946	89
37.5	20.6	111	20.857	127	20.966	43	20.856	129	20.965	44
38.5	21.454	0	21.691	0	21.918	0	21.666	0	21.894	0
39.5	20.668	39	20.923	39	21.061	0	20.92	44	21.057	0
40.5	20.615	136	20.873	156	20.997	54	20.871	160	20.995	57
41.5	20.572	230	20.837	261	20.976	135	20.835	265	20.974	138
42.5	20.531	312	20.805	353	20.956	207	20.803	356	20.954	210
43.5	20.495	352	20.777	400	20.939	239	20.775	403	20.937	241
44.5	20.461	385	20.752	438	20.922	264	20.75	440	20.921	266
45.5	20.43	411	20.729	469	20.907	284	20.728	471	20.906	286
46.5	20.402	436	20.71	497	20.894	304	20.709	499	20.892	306
47.5	20.375	461	20.692	525	20.881	325	20.691	526	20.88	327
48.5	20.349	484	20.676	550	20.868	345	20.675	551	20.867	346
49.5	20.325	505	20.661	572	20.857	363	20.66	573	20.856	364
50.5	20.302	524	20.647	593	20.846	380	20.646	593	20.845	381
51.5	20.28	542	20.634	612	20.835	397	20.634	612	20.835	398
52.5	20.259	561	20.622	631	20.826	413	20.621	631	20.825	414
53.5	20.239	576	20.61	647	20.816	427	20.61	647	20.816	428
54.5	20.222	548	20.602	618	20.81	397	20.602	619	20.809	398
55.5	20.208	506	20.597	576	20.805	354	20.596	576	20.805	355
56.5	20.328	333	20.71	366	20.854	238	20.71	366	20.853	239
57.5	20.87	0	21.282	0	21.181	0	21.272	0	21.175	0
58.5	20.401	220	20.779	239	20.895	161	20.778	241	20.895	162
59.5	20.387	248	20.766	273	20.907	161	20.765	275	20.906	162
60.5	20.354	274	20.737	308	20.897	170	20.736	310	20.897	171
61.5	20.361	242	20.744	274	20.921	111	20.744	275	20.92	112
62.5	20.737	0	21.137	0	21.536	0	21.129	0	21.521	0
63.5	20.397	207	20.78	229	20.953	74	20.778	231	20.952	76
64.5	20.347	305	20.735	342	20.928	158	20.734	344	20.926	160
65.5	20.311	401	20.706	446	20.909	245	20.705	447	20.907	247
66.5	20.276	479	20.679	531	20.891	316	20.678	532	20.889	317
67.5	20.245	512	20.656	568	20.875	341	20.655	569	20.874	343
68.5	20.217	542	20.636	601	20.861	366	20.635	602	20.86	367
69.5	20.19	569	20.617	632	20.847	389	20.617	632	20.846	391
70.5	20.164	594	20.6	659	20.834	411	20.6	659	20.833	412
71.5	20.14	617	20.585	683	20.822	431	20.584	684	20.821	432
72.5	20.117	639	20.57	706	20.81	451	20.57	707	20.809	452
73.5	20.096	658	20.557	726	20.799	468	20.557	726	20.798	469
74.5	20.075	675	20.545	744	20.789	484	20.545	744	20.788	485
75.5	20.055	691	20.534	761	20.779	499	20.533	761	20.779	500
76.5	20.036	706	20.523	776	20.77	513	20.523	776	20.77	514
77.5	20.018	720	20.513	790	20.762	526	20.513	790	20.761	527
78.5	20.003	693	20.506	762	20.756	498	20.506	763	20.755	498
79.5	19.991	652	20.501	720	20.751	455	20.501	720	20.751	456
80.5	20.195	392	20.691	401	20.834	292	20.691	402	20.833	293
81.5	20.637	0	21.21	0	21.104	0	21.203	0	21.101	0
82.5	20.222	327	20.715	340	20.856	246	20.714	341	20.855	247
83.5	20.209	346	20.702	365	20.871	232	20.701	366	20.871	232
84.5	20.197	330	20.691	354	20.887	182	20.69	354	20.887	182
85.5	20.196	300	20.688	324	20.902	128	20.688	324	20.902	128
86.5	20.184	326	20.677	353	20.904	138	20.676	353	20.904	139
87.5	20.25	265	20.737	273	20.971	44	20.736	274	20.97	45
88.5	20.144	423	20.64	461	20.876	234	20.64	462	20.876	234
89.5	20.118	502	20.62	545	20.861	306	20.619	545	20.861	306
90.5	20.095	566	20.601	611	20.848	363	20.601	611	20.847	363
91.5	20.076	588	20.587	635	20.837	380	20.587	635	20.836	380
92.5	20.058	612	20.574	659	20.826	400	20.574	660	20.826	400
93.5	20.041	638	20.562	686	20.816	423	20.562	686	20.816	423
94.5	20.024	661	20.551	711	20.806	444	20.55	711	20.805	445
95.5	20.007	679	20.54	728	20.796	460	20.54	729	20.796	460
96.5	19.992	696	20.53	746	20.787	477	20.53	746	20.787	477
97.5	19.977	708	20.521	759	20.778	488	20.521	759	20.778	488
98.5	19.964	717	20.513	768	20.77	497	20.513	768	20.77	497
99.5	19.951	730	20.506	780	20.763	509	20.506	780	20.763	509
100.5	19.94	740	20.499	790	20.756	519	20.499	790	20.756	519
101.5	19.928	752	20.493	802	20.75	531	20.492	802	20.75	532
102.5	19.92	722	20.489	771	20.746	501	20.489	771	20.746	502
103.5	19.913	678	20.486	726	20.743	457	20.486	726	20.743	457
104.5	20.078	463	20.639	463	20.809	319	20.639	463	20.809	319
105.5	20.413	94	20.938	8	20.991	30	20.938	8	20.991	30
106.5	20.124	385	20.671	393	20.836	264	20.671	393	20.836	264
107.5	20.123	386	20.668	396	20.857	234	20.668	396	20.857	234
108.5	20.121	359	20.664	370	20.876	177	20.664	370	20.876	177
109.5	20.128	327	20.668	337	20.894	125	20.668	337	20.894	125
110.5	20.124	347	20.662	358	20.898	132	20.662	358	20.898	132
111.5	20.2	275	20.728	265	20.967	29	20.728	265	20.967	29
112.5	20.101	431	20.636	451	20.875	220	20.636	451	20.875	220
113.5	20.081	516	20.619	540	20.861	299	20.619	540	20.861	299
114.5	20.062	582	20.602	608	20.848	361	20.602	609	20.848	361
115.5	20.046	605	20.589	634	20.838	380	20.589	634	20.838	380
116.5	20.031	625	20.577	656	20.827	398	20.577	656	20.827	398
117.5	20.017	640	20.567	671	20.818	411	20.567	671	20.818	411
118.5	20.005	652	20.558	684	20.809	422	20.558	684	20.809	422
119.5	19.994	660	20.55	692	20.801	430	20.55	692	20.801	430
120.5	19.986	668	20.545	699	20.795	437	20.545	699	20.795	437
121.5	19.982	668	20.542	698	20.79	437	20.542	698	20.79	437
122.5	19.981	659	20.542	687	20.788	429	20.542	687	20.788	429
123.5	19.983	654	20.543	680	20.787	424	20.543	680	20.787	424
124.5	19.986	650	20.546	673	20.786	421	20.546	673	20.786	421
125.5	19.99	643	20.549	663	20.785	415	20.549	663	20.785	415
126.5	19.999	599	20.556	614	20.788	371	20.556	614	20.788	371
127.5	20.011	540	20.565	551	20.793	312	20.565	551	20.793	312
128.5	20.025	489	20.576	496	20.798	264	20.576	496	20.798	264
129.5	20.047	469	20.594	469	20.806	250	20.594	469	20.806	250
130.5	20.078	437	20.618	429	20.818	228	20.618	429	20.818	228
131.5	20.082	456	20.618	449	20.816	249	20.618	449	20.816	249
132.5	20.096	447	20.628	437	20.82	243	20.628	437	20.82	243
133.5	20.107	420	20.634	409	20.823	218	20.634	409	20.823	218
134.5	20.113	423	20.636	411	20.823	221	20.636	411	20.823	221
135.5	20.12	422	20.638	410	20.825	220	20.638	410	20.825	220
136.5	20.124	461	20.639	449	20.824	260	20.639	449	20.824	260
137.5	20.128	510	20.639	498	20.823	311	20.639	498	20.823	311
138.5	20.132	547	20.64	536	20.822	349	20.64	536	20.822	349
139.5	20.139	546	20.642	534	20.822	349	20.642	534	20.822	349
140.5	20.145	544	20.645	531	20.823	347	20.645	531	20.823	347
141.5	20.152	540	20.647	527	20.824	345	20.647	527	20.824	345
142.5	20.158	537	20.65	523	20.825	343	20.65	523	20.825	343
143.5	20.165	535	20.653	521	20.826	342	20.653	521	20.826	342
144.5	20.172	533	20.656	518	20.827	341	20.656	518	20.827	341
145.5	20.179	530	20.659	514	20.828	340	20.659	514	20.828	340
146.5	20.185	527	20.661	512	20.829	339	20.661	512	20.829	339
147.5	20.191	526	20.664	511	20.83	340	20.664	511	20.83	340
148.5	20.197	525	20.666	510	20.831	340	20.666	510	20.831	340
149.5	20.203	523	20.668	508	20.832	340	20.668	508	20.832	340
150.5	20.211	483	20.672	467	20.834	301	20.672	467	20.834	301
151.5	20.22	431	20.678	414	20.838	250	20.678	414	20.838	250
152.5	20.232	387	20.686	368	20.843	208	20.686	368	20.843	208
153.5	20.248	374	20.697	354	20.848	202	20.697	354	20.848	202
154.5	20.266	358	20.71	335	20.855	192	20.71	335	20.855	192
155.5	20.274	374	20.714	352	20.856	214	20.714	352	20.856	214
156.5	20.284	366	20.72	344	20.858	211	20.72	344	20.858	211
157.5	20.289	338	20.722	317	20.859	186	20.722	317	20.859	186
158.5	20.292	336	20.722	318	20.859	186	20.722	318	20.859	186
159.5	20.285	345	20.713	331	20.855	192	20.713	331	20.855	192
160.5	20.28	392	20.706	381	20.851	237	20.706	381	20.851	237
161.5	20.276	448	20.701	440	20.848	293	20.701	440	20.848	293
162.5	20.272	491	20.696	484	20.845	335	20.696	484	20.845	335
163.5	20.271	494	20.693	489	20.843	337	20.693	489	20.843	337
164.5	20.27	498	20.69	495	20.842	341	20.69	495	20.842	341
165.5	20.268	502	20.688	500	20.841	344	20.688	500	20.841	344
166.5	20.267	505	20.686	504	20.84	347	20.686	504	20.84	347
167.5	20.266	508	20.684	507	20.838	349	20.684	507	20.838	349
168.5	20.265	510	20.682	510	20.837	351	20.682	510	20.837	351
169.5	20.264	511	20.68	512	20.836	353	20.68	512	20.836	353
170.5	20.264	513	20.679	515	20.835	355	20.679	515	20.835	355
171.5	20.263	514	20.677	517	20.834	356	20.677	517	20.834	356
172.5	20.262	516	20.676	520	20.834	358	20.676	520	20.834	358
173.5	20.261	520	20.675	524	20.833	362	20.675	524	20.833	362
174.5	20.262	484	20.675	488	20.834	326	20.675	488	20.834	326
175.5	20.265	433	20.677	437	20.836	275	20.677	437	20.836	275
176.5	20.272	390	20.683	392	20.839	233	20.683	392	20.839	233
177.5	20.282	377	20.692	377	20.844	225	20.692	377	20.844	225
178.5	20.295	360	20.703	358	20.849	214	20.703	358	20.849	214
179.5	20.322	352	20.726	344	20.859	219	20.726	344	20.859	219
180.5	20.316	356	20.719	353	20.855	224	20.719	353	20.855	224
181.5	20.33	315	20.73	310	20.861	189	20.73	310	20.861	189
182.5	20.32	325	20.72	324	20.856	196	20.72	324	20.856	196
183.5	20.308	339	20.708	342	20.85	205	20.708	342	20.85	205
184.5	20.298	388	20.698	394	20.845	251	20.698	394	20.845	251
185.5	20.29	445	20.691	454	20.841	307	20.691	454	20.841	307
186.5	20.283	490	20.685	501	20.837	350	20.685	501	20.837	350
187.5	20.279	495	20.681	507	20.835	353	20.681	507	20.835	353
188.5	20.275	500	20.678	513	20.834	356	20.678	513	20.834	356
189.5	20.272	506	20.675	519	20.833	360	20.675	519	20.833	360
190.5	20.269	512	20.673	525	20.831	364	20.673	525	20.831	364
191.5	20.266	517	20.67	531	20.83	368	20.67	531	20.83	368
192.5	20.263	520	20.668	534	20.829	370	20.668	534	20.829	370
193.5	20.26	523	20.666	538	20.828	372	20.666	538	20.828	372
194.5	20.257	525	20.664	540	20.826	374	20.664	540	20.826	374
195.5	20.255	528	20.662	543	20.825	376	20.662	543	20.825	376
196.5	20.252	530	20.66	546	20.824	378	20.66	546	20.824	378
197.5	20.25	531	20.659	547	20.824	378	20.659	547	20.824	378
198.5	20.251	492	20.66	507	20.825	338	20.66	507	20.825	338
199.5	20.254	439	20.663	453	20.828	284	20.663	453	20.828	284
200.5	20.261	394	20.669	406	20.832	240	20.669	406	20.832	240
201.5	20.27	383	20.678	392	20.836	233	20.678	392	20.836	233
202.5	20.282	370	20.688	376	20.841	224	20.688	376	20.841	224
203.5	20.293	380	20.698	384	20.845	241	20.698	384	20.845	241
204.5	20.302	370	20.705	373	20.849	235	20.705	373	20.849	235
205.5	20.3	349	20.702	353	20.848	213	20.702	353	20.848	213
206.5	20.296	355	20.698	361	20.846	218	20.698	361	20.846	218
207.5	20.29	364	20.692	373	20.844	224	20.692	373	20.844	224
208.5	20.281	410	20.684	421	20.84	267	20.684	421	20.84	267
209.5	20.275	466	20.678	479	20.836	322	20.678	479	20.836	322
210.5	20.268	511	20.673	526	20.833	365	20.673	526	20.833	365
211.5	20.264	516	20.669	532	20.831	369	20.669	532	20.831	369
212.5	20.26	520	20.666	536	20.829	371	20.666	536	20.829	371
213.5	20.256	523	20.663	540	20.828	373	20.663	540	20.828	373
214.5	20.253	527	20.661	544	20.826	376	20.661	544	20.826	376
215.5	20.25	531	20.659	548	20.825	379	20.659	548	20.825	379
216.5	20.247	536	20.657	553	20.824	383	20.657	553	20.824	383
217.5	20.244	539	20.654	557	20.823	385	20.654	557	20.823	385
218.5	20.241	540	20.653	558	20.821	386	20.653	558	20.821	386
219.5	20.238	540	20.651	558	20.82	385	20.651	558	20.82	385
220.5	20.236	540	20.65	558	20.82	385	20.65	558	20.82	385
221.5	20.235	540	20.649	558	20.819	384	20.649	558	20.819	384
222.5	20.236	500	20.651	517	20.821	344	20.651	517	20.821	344
223.5	20.239	447	20.654	463	20.823	290	20.654	463	20.823	290
224.5	20.247	402	20.661	415	20.828	245	20.661	415	20.828	245
225.5	20.257	390	20.67	401	20.832	238	20.67	401	20.832	238
226.5	20.265	383	20.677	392	20.836	233	20.677	392	20.836	233
227.5	20.27	401	20.681	409	20.837	255	20.681	409	20.837	255
228.5	20.272	398	20.683	407	20.838	254	20.683	407	20.838	254
229.5	20.273	373	20.683	382	20.839	229	20.683	382	20.839	229
230.5	20.272	375	20.682	385	20.839	230	20.682	385	20.839	230
231.5	20.269	379	20.679	389	20.838	231	20.679	389	20.838	231
232.5	20.262	424	20.673	436	20.834	275	20.673	436	20.834	275
233.5	20.257	479	20.668	493	20.831	329	20.668	493	20.831	329
234.5	20.252	522	20.664	537	20.828	372	20.664	537	20.828	372
235.5	20.248	526	20.661	542	20.826	374	20.661	542	20.826	374
236.5	20.245	531	20.659	547	20.825	378	20.659	547	20.825	378
237.5	20.242	535	20.656	552	20.824	381	20.656	552	20.824	381
238.5	20.239	540	20.654	557	20.823	385	20.654	557	20.823	385
239.5	20.236	544	20.652	561	20.821	388	20.652	561	20.821	388
240.5	20.233	546	20.65	563	20.82	390	20.65	563	20.82	390
241.5	20.23	547	20.648	565	20.819	391	20.648	565	20.819	391
242.5	20.228	550	20.646	568	20.818	393	20.646	568	20.818	393
243.5	20.225	554	20.645	573	20.817	397	20.645	573	20.817	397
244.5	20.222	560	20.643	579	20.815	403	20.643	579	20.815	403
245.5	20.218	567	20.64	587	20.814	409	20.64	587	20.814	409
246.5	20.216	535	20.64	554	20.814	376	20.64	554	20.814	376
247.5	20.215	490	20.64	509	20.815	330	20.64	509	20.815	330
248.5	20.225	444	20.65	461	20.821	288	20.65	461	20.821	288
249.5	20.235	435	20.66	448	20.825	285	20.66	448	20.825	285
250.5	20.245	423	20.67	435	20.829	281	20.67	435	20.829	281
251.5	20.253	429	20.678	439	20.832	295	20.678	439	20.832	295
252.5	20.265	407	20.689	416	20.837	281	20.689	416	20.837	281
253.5	20.264	379	20.688	390	20.837	254	20.688	390	20.837	254
254.5	20.255	386	20.68	400	20.834	258	20.68	400	20.834	258
255.5	20.24	398	20.667	417	20.828	265	20.667	417	20.828	265
256.5	20.222	452	20.652	475	20.821	312	20.652	475	20.821	312
257.5	20.211	509	20.643	535	20.816	366	20.643	535	20.816	366
258.5	20.199	556	20.634	583	20.81	409	20.634	583	20.81	409
259.5	20.188	566	20.626	595	20.805	416	20.626	595	20.805	416
260.5	20.18	570	20.621	600	20.802	418	20.621	600	20.802	418
261.5	20.175	566	20.618	595	20.801	411	20.618	595	20.801	411
262.5	20.174	558	20.618	587	20.801	401	20.618	587	20.801	401
263.5	20.173	554	20.618	581	20.801	395	20.618	581	20.801	395
264.5	20.174	550	20.619	576	20.802	390	20.619	576	20.802	390
265.5	20.177	548	20.622	571	20.803	386	20.622	571	20.803	386
266.5	20.179	547	20.624	569	20.805	385	20.624	569	20.805	385
267.5	20.182	548	20.626	567	20.806	384	20.626	567	20.806	384
268.5	20.184	547	20.629	565	20.807	383	20.629	565	20.807	383
269.5	20.187	546	20.631	563	20.808	382	20.631	563	20.808	382
270.5	20.193	506	20.635	521	20.811	341	20.635	521	20.811	341
271.5	20.199	453	20.641	465	20.816	287	20.641	465	20.816	287
272.5	20.211	405	20.651	414	20.822	240	20.651	414	20.822	240
273.5	20.228	389	20.665	393	20.828	230	20.665	393	20.828	230
274.5	20.239	376	20.675	378	20.833	223	20.675	378	20.833	223
275.5	20.252	387	20.685	387	20.837	239	20.685	387	20.837	239
276.5	20.249	391	20.681	393	20.835	243	20.681	393	20.835	243
277.5	20.255	365	20.685	366	20.838	216	20.685	366	20.838	216
278.5	20.255	367	20.683	369	20.838	217	20.683	369	20.838	217
279.5	20.253	370	20.68	373	20.837	217	20.68	373	20.837	217
280.5	20.251	410	20.677	415	20.835	256	20.677	415	20.835	256
281.5	20.249	464	20.674	469	20.833	309	20.674	469	20.833	309
282.5	20.246	506	20.671	512	20.831	351	20.671	512	20.831	351
283.5	20.246	508	20.67	514	20.831	352	20.67	514	20.831	352
284.5	20.246	510	20.669	517	20.83	353	20.669	517	20.83	353
285.5	20.246	513	20.669	519	20.83	355	20.669	519	20.83	355
286.5	20.246	514	20.668	521	20.83	356	20.668	521	20.83	356
287.5	20.247	516	20.668	522	20.829	357	20.668	522	20.829	357
288.5	20.247	517	20.667	524	20.829	358	20.667	524	20.829	358
289.5	20.247	518	20.667	524	20.829	359	20.667	524	20.829	359
290.5	20.248	519	20.667	525	20.828	360	20.667	525	20.828	360
291.5	20.248	520	20.666	526	20.828	361	20.666	526	20.828	361
292.5	20.248	521	20.666	528	20.828	363	20.666	528	20.828	363
293.5	20.249	522	20.666	529	20.827	364	20.666	529	20.827	364
294.5	20.251	483	20.668	490	20.829	325	20.668	490	20.829	325
295.5	20.256	432	20.671	438	20.832	273	20.671	438	20.832	273
296.5	20.265	388	20.679	391	20.837	231	20.679	391	20.837	231
297.5	20.285	368	20.696	367	20.846	219	20.696	367	20.846	219
298.5	20.313	337	20.72	330	20.857	200	20.72	330	20.857	200
299.5	20.34	329	20.743	316	20.867	206	20.743	316	20.867	206
300.5	20.343	322	20.743	312	20.866	204	20.743	312	20.866	204
301.5	20.329	311	20.73	307	20.86	188	20.73	307	20.86	188
302.5	20.338	301	20.736	296	20.864	181	20.736	296	20.864	181
303.5	20.317	324	20.716	326	20.854	196	20.716	326	20.854	196
304.5	20.306	375	20.706	381	20.849	243	20.706	381	20.849	243
305.5	20.298	434	20.698	443	20.844	300	20.698	443	20.844	300
306.5	20.29	481	20.69	491	20.84	343	20.69	491	20.84	343
307.5	20.285	488	20.686	499	20.838	348	20.686	499	20.838	348
308.5	20.281	494	20.682	507	20.837	352	20.682	507	20.837	352
309.5	20.277	500	20.679	513	20.835	355	20.679	513	20.835	355
310.5	20.274	505	20.676	518	20.834	358	20.676	518	20.834	358
311.5	20.27	510	20.674	523	20.833	362	20.674	523	20.833	362
312.5	20.266	517	20.67	532	20.83	368	20.67	532	20.83	368
313.5	20.258	529	20.665	545	20.826	380	20.665	545	20.826	380
314.5	20.249	542	20.658	560	20.821	393	20.658	560	20.821	393
315.5	20.239	554	20.65	575	20.816	405	20.65	575	20.816	405
316.5	20.228	564	20.643	587	20.811	416	20.643	587	20.811	416
317.5	20.217	573	20.636	597	20.805	424	20.636	597	20.805	424
318.5	20.209	541	20.631	568	20.803	392	20.631	568	20.803	392
319.5	20.202	498	20.628	525	20.801	348	20.628	525	20.801	348
320.5	20.346	304	20.76	292	20.858	223	20.76	292	20.858	223
321.5	20.599	24	21.059	0	20.992	10	21.056	0	20.992	10
322.5	20.342	284	20.752	284	20.856	216	20.752	285	20.856	216
323.5	20.334	308	20.743	312	20.862	222	20.743	313	20.862	222
324.5	20.334	294	20.743	300	20.878	186	20.743	300	20.878	186
325.5	20.33	271	20.738	279	20.885	150	20.737	280	20.885	150
326.5	20.394	211	20.795	202	20.931	87	20.795	203	20.931	87
327.5	20.469	134	20.86	109	21.055	0	20.86	109	21.053	0
328.5	20.329	323	20.733	340	20.889	198	20.733	340	20.889	199
329.5	20.303	403	20.711	427	20.876	270	20.711	427	20.876	270
330.5	20.279	464	20.691	493	20.864	325	20.691	493	20.864	325
331.5	20.259	486	20.675	518	20.854	339	20.675	518	20.854	339
332.5	20.24	507	20.661	542	20.845	356	20.661	542	20.845	356
333.5	20.223	527	20.648	564	20.836	371	20.648	564	20.836	371
334.5	20.206	543	20.637	582	20.828	384	20.637	582	20.828	384
335.5	20.191	558	20.626	598	20.821	396	20.626	598	20.821	396
336.5	20.177	570	20.617	611	20.813	406	20.617	611	20.813	406
337.5	20.164	580	20.608	622	20.807	414	20.608	622	20.807	414
338.5	20.152	590	20.601	631	20.801	422	20.601	631	20.801	423
339.5	20.14	603	20.594	645	20.795	434	20.594	645	20.795	434
340.5	20.129	617	20.587	659	20.79	447	20.587	659	20.789	448
341.5	20.117	626	20.581	669	20.784	456	20.581	669	20.784	456
342.5	20.109	595	20.577	638	20.781	424	20.577	638	20.781	424
343.5	20.102	550	20.574	592	20.779	378	20.574	592	20.779	378
344.5	20.279	320	20.736	312	20.848	232	20.736	312	20.848	232
345.5	20.726	0	21.262	0	21.105	0	21.253	0	21.102	0
346.5	20.319	250	20.771	240	20.874	183	20.77	241	20.873	183
347.5	20.313	269	20.762	265	20.889	174	20.761	266	20.889	174
348.5	20.305	266	20.752	267	20.904	140	20.751	268	20.904	140
349.5	20.302	246	20.747	249	20.915	100	20.746	250	20.915	101
350.5	20.293	264	20.736	271	20.918	104	20.736	272	20.918	105
351.5	20.579	0	21.079	0	21.523	0	21.074	0	21.509	0
352.5	20.313	288	20.755	288	20.945	112	20.754	290	20.944	113
353.5	20.284	376	20.726	388	20.926	192	20.725	389	20.925	194
354.5	20.256	446	20.702	465	20.91	257	20.701	466	20.909	258
355.5	20.233	476	20.682	500	20.896	281	20.681	501	20.895	283
356.5	20.211	503	20.664	531	20.882	304	20.664	532	20.882	306
357.5	20.191	526	20.649	557	20.87	325	20.648	558	20.869	326
358.5	20.173	547	20.635	581	20.858	344	20.634	581	20.858	345
359.5	20.156	568	20.622	603	20.848	363	20.622	604	20.847	364
360.5	20.139	587	20.61	624	20.837	382	20.61	624	20.837	383
361.5	20.124	602	20.599	640	20.827	397	20.599	641	20.827	398
362.5	20.109	615	20.59	654	20.818	410	20.589	655	20.818	411
363.5	20.096	626	20.581	666	20.81	422	20.581	666	20.809	422
364.5	20.084	637	20.573	678	20.802	434	20.573	678	20.802	434
365.5	20.072	650	20.566	691	20.795	447	20.566	691	20.794	448
366.5	20.063	620	20.561	661	20.79	418	20.561	661	20.79	418
367.5	20.056	576	20.558	616	20.787	373	20.558	616	20.786	374
368.5	20.228	352	20.716	343	20.852	234	20.716	343	20.852	234
369.5	20.662	0	21.239	0	21.125	0	21.231	0	21.121	0
370.5	20.273	275	20.754	262	20.877	181	20.753	264	20.877	181
371.5	20.265	295	20.743	289	20.89	175	20.743	290	20.89	175
372.5	20.257	288	20.733	287	20.903	140	20.732	288	20.902	141
373.5	20.365	150	20.827	122	21.003	0	20.826	123	21.001	0
374.5	20.266	267	20.733	271	20.9	127	20.733	272	20.9	128
375.5	20.241	300	20.709	310	20.889	145	20.709	311	20.888	146
376.5	20.22	365	20.689	381	20.878	200	20.689	381	20.878	200
377.5	20.206	436	20.675	454	20.87	263	20.675	454	20.87	263
378.5	20.193	491	20.663	511	20.862	312	20.663	512	20.862	312
379.5	20.184	505	20.655	525	20.857	320	20.655	525	20.857	320
380.5	20.176	515	20.648	536	20.852	326	20.648	536	20.852	327
381.5	20.171	524	20.643	544	20.848	332	20.643	544	20.848	332
382.5	20.166	532	20.639	550	20.844	337	20.639	551	20.844	337
383.5	20.163	538	20.636	556	20.841	342	20.636	556	20.841	342
384.5	20.16	543	20.634	560	20.837	346	20.634	560	20.837	346
385.5	20.159	546	20.632	561	20.835	348	20.632	561	20.835	348
386.5	20.159	547	20.632	561	20.833	350	20.632	561	20.833	350
387.5	20.159	549	20.632	561	20.832	352	20.632	561	20.831	352
388.5	20.161	550	20.633	561	20.83	353	20.632	561	20.83	354
389.5	20.162	552	20.633	562	20.829	357	20.633	562	20.829	357
390.5	20.166	515	20.636	523	20.83	320	20.636	523	20.83	320
391.5	20.172	464	20.64	470	20.832	269	20.64	470	20.832	269
392.5	20.199	405	20.663	403	20.843	218	20.663	403	20.843	218
393.5	20.384	208	20.829	157	20.93	84	20.828	157	20.93	84
394.5	20.263	332	20.715	321	20.866	180	20.715	322	20.866	181
395.5	20.271	342	20.719	331	20.875	184	20.719	331	20.875	184
396.5	20.279	325	20.724	314	20.885	159	20.724	314	20.885	159
397.5	20.373	202	20.805	168	20.932	62	20.805	168	20.932	62
398.5	20.353	231	20.783	206	20.914	94	20.783	206	20.914	94
399.5	20.43	153	20.849	111	21.02	0	20.849	111	21.019	0
400.5	20.319	317	20.745	310	20.895	171	20.745	310	20.895	171
401.5	20.3	395	20.727	395	20.884	244	20.727	395	20.884	245
402.5	20.282	455	20.71	460	20.873	300	20.71	460	20.873	300
403.5	20.267	473	20.697	481	20.864	313	20.697	481	20.864	313
