Zeit [h]	Var12.1.Buero110.OperativeTemperatur [C]	Var12.1.Buero110.Heizleistung [W]	Var12.2.Buero110.OperativeTemperatur [C]	Var12.2.Buero110.Heizleistung [W]	Var12.2.Buero108.OperativeTemperatur [C]	Var12.2.Buero108.Heizleistung [W]	Var12.3.Buero110.OperativeTemperatur [C]	Var12.3.Buero110.Heizleistung [W]	Var12.3.Buero108.OperativeTemperatur [C]	Var12.3.Buero108.Heizleistung [W]
4597.5	23.923	0	23.896	0	23.427	0	24.071	0	23.633	0
4598.5	23.971	0	23.939	0	23.465	0	24.111	0	23.671	0
4599.5	24.039	0	24.002	0	23.513	0	24.171	0	23.72	0
4600.5	24.023	0	23.995	0	23.5	0	24.163	0	23.709	0
4601.5	23.973	0	23.958	0	23.462	0	24.126	0	23.674	0
4602.5	23.994	0	23.988	0	23.459	0	24.155	0	23.673	0
4603.5	23.945	0	23.94	0	23.438	0	24.107	0	23.654	0
4604.5	23.918	0	23.915	0	23.429	0	24.082	0	23.647	0
4605.5	23.897	0	23.898	0	23.424	0	24.061	0	23.644	0
4606.5	23.848	0	23.857	0	23.407	0	24.02	0	23.624	0
4607.5	23.764	0	23.786	0	23.356	0	23.951	0	23.575	0
4608.5	23.676	0	23.71	0	23.303	0	23.876	0	23.525	0
4609.5	23.592	0	23.635	0	23.254	0	23.804	0	23.479	0
4610.5	23.496	0	23.549	0	23.198	0	23.721	0	23.426	0
4611.5	23.411	0	23.471	0	23.151	0	23.646	0	23.382	0
4612.5	23.528	0	23.587	0	23.142	0	23.761	0	23.375	0
4613.5	23.953	0	23.997	0	23.17	0	24.161	0	23.404	0
4614.5	23.764	0	23.789	0	23.21	0	23.959	0	23.445	0
4615.5	23.958	0	23.949	0	23.342	0	24.115	0	23.579	0
4616.5	24.14	0	24.103	0	23.494	0	24.265	0	23.73	0
4617.5	24.26	0	24.204	0	23.573	0	24.367	0	23.814	0
4618.5	24.368	0	24.301	0	23.649	0	24.461	0	23.891	0
4619.5	24.429	0	24.361	0	23.698	0	24.518	0	23.942	0
4620.5	24.523	0	24.446	0	23.782	0	24.598	0	24.025	0
4621.5	24.677	0	24.58	0	23.902	0	24.726	0	24.143	0
4622.5	24.764	0	24.658	0	23.963	0	24.799	0	24.203	0
4623.5	24.824	0	24.71	0	24.01	0	24.846	0	24.25	0
4624.5	24.838	0	24.742	0	23.987	0	24.875	0	24.229	0
4625.5	24.655	0	24.612	0	23.839	0	24.743	0	24.081	0
4626.5	24.602	0	24.565	0	23.791	0	24.693	0	24.033	0
4627.5	24.509	0	24.472	0	23.746	0	24.599	0	23.99	0
4628.5	24.414	0	24.378	0	23.702	0	24.506	0	23.948	0
4629.5	24.335	0	24.305	0	23.664	0	24.433	0	23.911	0
4630.5	24.25	0	24.225	0	23.62	0	24.355	0	23.869	0
4631.5	24.166	0	24.146	0	23.579	0	24.278	0	23.83	0
4632.5	24.084	0	24.068	0	23.538	0	24.203	0	23.791	0
4633.5	23.995	0	23.985	0	23.492	0	24.123	0	23.748	0
4634.5	23.909	0	23.904	0	23.45	0	24.045	0	23.707	0
4635.5	23.817	0	23.818	0	23.402	0	23.963	0	23.662	0
4636.5	23.809	0	23.812	0	23.369	0	23.96	0	23.632	0
4637.5	23.954	0	23.954	0	23.395	0	24.101	0	23.659	0
4638.5	23.834	0	23.824	0	23.38	0	23.976	0	23.645	0
4639.5	24.003	0	23.966	0	23.476	0	24.115	0	23.741	0
4640.5	24.199	0	24.132	0	23.617	0	24.281	0	23.882	0
4641.5	24.386	0	24.295	0	23.755	0	24.442	0	24.02	0
4642.5	24.571	0	24.453	0	23.882	0	24.6	0	24.152	0
4643.5	24.595	0	24.475	0	23.913	0	24.622	0	24.185	0
4644.5	24.685	0	24.557	0	23.981	0	24.702	0	24.253	0
4645.5	24.739	0	24.602	0	24.026	0	24.745	0	24.299	0
4646.5	24.834	0	24.688	0	24.092	0	24.826	0	24.363	0
4647.5	24.896	0	24.743	0	24.138	0	24.879	0	24.409	0
4648.5	24.875	0	24.732	0	24.118	0	24.867	0	24.391	0
4649.5	24.828	0	24.697	0	24.082	0	24.832	0	24.357	0
4650.5	24.945	0	24.817	0	24.124	0	24.948	0	24.399	0
4651.5	24.839	0	24.717	0	24.069	0	24.849	0	24.347	0
4652.5	24.758	0	24.648	0	24.04	0	24.777	0	24.313	0
4653.5	24.648	0	24.555	0	23.97	0	24.686	0	24.245	0
4654.5	24.522	0	24.446	0	23.892	0	24.58	0	24.169	0
4655.5	24.422	0	24.355	0	23.835	0	24.492	0	24.114	0
4656.5	24.327	0	24.268	0	23.783	0	24.408	0	24.065	0
4657.5	24.231	0	24.179	0	23.732	0	24.324	0	24.016	0
4658.5	24.14	0	24.094	0	23.685	0	24.243	0	23.971	0
4659.5	24.065	0	24.022	0	23.65	0	24.176	0	23.938	0
4660.5	24.034	0	23.992	0	23.639	0	24.149	0	23.929	0
4661.5	24.019	0	23.976	0	23.634	0	24.137	0	23.925	0
4662.5	24.058	0	24.003	0	23.675	0	24.165	0	23.966	0
4663.5	24.284	0	24.21	0	23.806	0	24.368	0	24.095	0
4664.5	24.286	0	24.2	0	23.829	0	24.359	0	24.118	0
4665.5	24.411	0	24.309	0	23.917	0	24.467	0	24.204	0
4666.5	24.556	0	24.438	0	24.028	0	24.593	0	24.314	0
4667.5	24.57	0	24.451	0	24.047	0	24.608	0	24.334	0
4668.5	24.559	0	24.444	0	24.045	0	24.6	0	24.333	0
4669.5	24.615	0	24.494	0	24.089	0	24.648	0	24.376	0
4670.5	24.671	0	24.544	0	24.135	0	24.696	0	24.42	0
4671.5	24.706	0	24.575	0	24.168	0	24.726	0	24.452	0
4672.5	24.642	0	24.524	0	24.126	0	24.677	0	24.412	0
4673.5	24.538	0	24.438	0	24.051	0	24.594	0	24.339	0
4674.5	24.493	0	24.418	0	23.987	0	24.576	0	24.278	0
4675.5	24.292	0	24.235	0	23.86	0	24.399	0	24.155	0
4676.5	24.137	0	24.09	0	23.772	0	24.26	0	24.069	0
4677.5	23.994	0	23.961	0	23.688	0	24.137	0	23.989	0
4678.5	23.848	0	23.827	0	23.602	0	24.011	0	23.907	0
4679.5	23.71	0	23.699	0	23.524	0	23.89	0	23.833	0
4680.5	23.582	0	23.578	0	23.453	0	23.778	0	23.766	0
4681.5	23.442	0	23.448	0	23.374	0	23.657	0	23.691	0
4682.5	23.301	0	23.316	0	23.295	0	23.535	0	23.616	0
4683.5	23.155	0	23.181	0	23.212	0	23.411	0	23.538	0
4684.5	23.289	0	23.318	0	23.143	0	23.552	0	23.474	0
4685.5	23.659	0	23.677	0	23.153	0	23.909	0	23.487	0
4686.5	23.29	0	23.297	0	23.133	0	23.544	0	23.471	0
4687.5	23.341	0	23.322	0	23.205	0	23.574	0	23.545	0
4688.5	23.383	0	23.35	0	23.257	0	23.606	0	23.598	0
4689.5	23.397	0	23.359	0	23.279	0	23.619	0	23.622	0
4690.5	23.406	0	23.361	0	23.301	0	23.626	0	23.646	0
4691.5	23.459	0	23.414	0	23.341	0	23.682	0	23.688	0
4692.5	23.499	0	23.442	0	23.385	0	23.715	0	23.734	0
4693.5	23.643	0	23.564	0	23.516	0	23.837	0	23.864	0
4694.5	23.557	0	23.489	0	23.459	0	23.768	0	23.811	0
4695.5	23.5	0	23.447	0	23.416	0	23.731	0	23.77	0
4696.5	23.516	0	23.475	0	23.402	0	23.762	0	23.76	0
4697.5	23.311	0	23.287	0	23.276	0	23.583	0	23.638	0
4698.5	23.179	0	23.169	0	23.193	0	23.473	0	23.56	0
4699.5	23.101	0	23.098	0	23.145	0	23.409	0	23.516	0
4700.5	22.92	0	22.936	0	23.034	0	23.258	0	23.41	0
4701.5	22.784	0	23.025	0	22.954	0	23.144	0	23.335	0
4702.5	22.944	0	22.967	0	22.907	0	23.06	0	23.288	0
4703.5	22.879	0	22.903	0	22.841	0	22.962	0	23.226	0
4704.5	22.803	0	22.831	0	22.982	0	22.848	0	23.15	0
4705.5	22.718	0	22.755	0	22.936	0	22.966	0	23.059	0
4706.5	22.626	0	22.669	0	22.884	0	22.893	0	22.965	0
4707.5	22.542	0	22.59	0	22.84	0	22.824	0	22.892	0
4708.5	22.66	0	22.705	0	22.823	0	22.943	0	22.85	0
4709.5	22.924	0	23.017	0	22.84	0	23.252	0	22.841	0
4710.5	22.838	0	22.859	0	22.83	0	22.848	0	22.825	0
4711.5	22.71	0	22.759	0	22.915	0	22.967	0	22.924	0
4712.5	22.853	0	22.87	0	22.875	0	23.086	0	23.069	0
4713.5	22.946	0	22.947	0	22.956	0	23.172	0	23.155	0
4714.5	22.978	0	22.972	0	22.996	0	23.205	0	23.2	0
4715.5	22.941	0	22.941	0	22.979	0	23.183	0	23.189	0
4716.5	22.924	0	22.93	0	22.978	0	23.18	0	23.194	0
4717.5	23.068	0	23.053	0	23.11	0	23.305	0	23.327	0
4718.5	23.231	0	23.192	0	23.243	0	23.445	0	23.46	0
4719.5	23.299	0	23.254	0	23.297	0	23.512	0	23.518	0
4720.5	23.263	0	23.229	0	23.269	0	23.493	0	23.496	0
4721.5	23.163	0	23.149	0	23.194	0	23.42	0	23.427	0
4722.5	23.033	0	23.042	0	23.102	0	23.321	0	23.341	0
4723.5	22.981	0	23.003	0	23.058	0	23.289	0	23.303	0
4724.5	22.803	0	22.967	0	22.945	0	23.142	0	23.197	0
4725.5	22.857	0	22.903	0	23.007	0	23.028	0	23.114	0
4726.5	22.798	0	22.849	0	22.977	0	22.94	0	23.058	0
4727.5	22.748	0	22.803	0	22.956	0	22.876	0	23.024	0
4728.5	22.699	0	22.757	0	22.934	0	22.974	0	22.99	0
4729.5	22.64	0	22.704	0	22.904	0	22.931	0	22.938	0
4730.5	22.578	0	22.647	0	22.872	0	22.884	0	22.883	0
4731.5	22.508	0	22.584	0	22.834	0	22.829	0	23.006	0
4732.5	22.584	0	22.663	0	22.809	0	22.917	0	22.988	0
4733.5	22.794	0	22.918	0	22.821	0	23.17	0	23.006	0
4734.5	22.748	0	22.807	0	22.827	0	22.856	0	22.815	0
4735.5	22.698	0	22.927	0	22.929	0	22.995	0	22.948	0
4736.5	22.933	0	22.997	0	22.969	0	23.197	0	23.121	0
4737.5	23.03	0	23.074	0	23.065	0	23.283	0	23.225	0
4738.5	23.141	0	23.171	0	23.152	0	23.383	0	23.314	0
4739.5	23.254	0	23.279	0	23.23	0	23.5	0	23.399	0
4740.5	23.309	0	23.328	0	23.277	0	23.554	0	23.45	0
4741.5	23.425	0	23.429	0	23.364	0	23.657	0	23.54	0
4742.5	23.511	0	23.509	0	23.424	0	23.739	0	23.604	0
4743.5	23.574	0	23.567	0	23.466	0	23.8	0	23.649	0
4744.5	23.797	0	23.793	0	23.559	0	24.023	0	23.744	0
4745.5	23.582	0	23.599	0	23.428	0	23.838	0	23.621	0
4746.5	23.676	0	23.699	0	23.454	0	23.938	0	23.65	0
4747.5	23.575	0	23.605	0	23.398	0	23.848	0	23.599	0
4748.5	23.434	0	23.485	0	23.31	0	23.729	0	23.514	0
4749.5	23.332	0	23.396	0	23.245	0	23.645	0	23.453	0
4750.5	23.249	0	23.322	0	23.197	0	23.576	0	23.41	0
4751.5	23.155	0	23.238	0	23.141	0	23.497	0	23.36	0
4752.5	23.053	0	23.146	0	23.081	0	23.412	0	23.305	0
4753.5	22.956	0	23.057	0	23.025	0	23.33	0	23.254	0
4754.5	22.851	0	22.962	0	22.963	0	23.243	0	23.198	0
4755.5	22.957	0	22.866	0	22.902	0	23.154	0	23.143	0
4756.5	22.963	0	23.044	0	22.885	0	23.333	0	23.13	0
4757.5	23.503	0	23.569	0	22.892	0	23.849	0	23.143	0
4758.5	23.148	0	23.204	0	22.899	0	23.497	0	23.155	0
4759.5	23.373	0	23.387	0	23.047	0	23.678	0	23.305	0
4760.5	23.669	0	23.639	0	23.259	0	23.927	0	23.519	0
4761.5	23.852	0	23.799	0	23.379	0	24.094	0	23.648	0
4762.5	23.936	0	23.873	0	23.457	0	24.169	0	23.73	0
4763.5	24.036	0	23.97	0	23.534	0	24.265	0	23.81	0
4764.5	24.156	0	24.081	0	23.637	0	24.374	0	23.914	0
4765.5	24.302	0	24.211	0	23.745	0	24.5	0	24.024	0
4766.5	24.412	0	24.311	0	23.82	0	24.596	0	24.1	0
4767.5	24.526	0	24.418	0	23.9	0	24.7	0	24.182	0
4768.5	24.544	0	24.444	0	23.905	0	24.724	0	24.19	0
4769.5	24.495	0	24.41	0	23.863	0	24.691	0	24.152	0
4770.5	24.441	0	24.37	0	23.82	0	24.651	0	24.114	0
4771.5	24.482	0	24.414	0	23.837	0	24.693	0	24.133	0
4772.5	24.403	0	24.344	0	23.793	0	24.624	0	24.092	0
4773.5	24.343	0	24.296	0	23.77	0	24.57	0	24.066	0
4774.5	24.289	0	24.25	0	23.74	0	24.523	0	24.038	0
4775.5	24.241	0	24.208	0	23.717	0	24.48	0	24.017	0
4776.5	24.195	0	24.166	0	23.694	0	24.438	0	23.997	0
4777.5	24.14	0	24.117	0	23.666	0	24.39	0	23.972	0
4778.5	24.084	0	24.066	0	23.637	0	24.34	0	23.946	0
4779.5	24.014	0	24.003	0	23.598	0	24.28	0	23.91	0
4780.5	24.055	0	24.055	0	23.545	0	24.331	0	23.86	0
4781.5	24.713	0	24.702	0	23.52	0	24.961	0	23.839	0
4782.5	24.327	0	24.302	0	23.546	0	24.572	0	23.868	0
4783.5	24.566	0	24.498	0	23.698	0	24.761	0	24.021	0
4784.5	24.856	0	24.744	0	23.895	0	25.001	0	24.225	0
4785.5	25.042	0	24.905	0	24.016	0	25.164	0	24.349	0
4786.5	25.198	0	25.042	0	24.139	0	25.298	0	24.474	0
4787.5	25.287	0	25.126	0	24.221	0	25.377	0	24.557	0
4788.5	25.417	0	25.242	0	24.341	0	25.486	0	24.676	0
4789.5	25.589	0	25.395	0	24.474	0	25.631	0	24.808	0
4790.5	25.701	0	25.498	0	24.556	0	25.727	0	24.89	0
4791.5	25.813	0	25.601	0	24.635	0	25.822	0	24.969	0
4792.5	25.816	0	25.611	0	24.629	0	25.827	0	24.964	0
4793.5	25.778	0	25.585	0	24.595	0	25.798	0	24.932	0
4794.5	25.729	0	25.548	0	24.558	0	25.758	0	24.898	0
4795.5	25.754	0	25.574	0	24.571	0	25.779	0	24.912	0
4796.5	25.7	0	25.526	0	24.543	0	25.728	0	24.886	0
4797.5	25.658	0	25.494	0	24.529	0	25.688	0	24.873	0
4798.5	25.626	0	25.466	0	24.527	0	25.656	0	24.872	0
4799.5	25.552	0	25.402	0	24.492	0	25.591	0	24.831	0
4800.5	25.442	0	25.308	0	24.426	0	25.496	0	24.767	0
4801.5	25.366	0	25.237	0	24.387	0	25.424	0	24.729	0
4802.5	25.268	0	25.149	0	24.333	0	25.337	0	24.677	0
4803.5	25.146	0	25.04	0	24.262	0	25.23	0	24.609	0
4804.5	25.304	0	25.2	0	24.226	0	25.384	0	24.574	0
4805.5	25.278	0	25.165	0	24.277	0	25.35	0	24.625	0
4806.5	25.265	0	25.131	0	24.305	0	25.314	0	24.653	0
4807.5	25.477	0	25.311	0	24.431	0	25.488	0	24.777	0
4808.5	25.628	0	25.433	0	24.582	0	25.606	0	24.927	0
4809.5	25.741	0	25.544	0	24.648	0	25.713	0	24.991	0
4810.5	25.702	0	25.516	0	24.621	0	25.681	0	24.965	0
4811.5	25.757	0	25.563	0	24.676	0	25.725	0	25.019	0
4812.5	25.906	0	25.687	0	24.807	0	25.842	0	25.152	0
4813.5	26.005	0	25.757	0	24.866	0	25.91	0	25.212	0
4814.5	26.056	0	25.814	0	24.906	0	25.958	0	25.252	0
4815.5	26.173	0	25.946	0	24.954	0	26.083	0	25.29	0
4816.5	25.928	0	25.725	0	24.807	0	25.863	0	25.147	0
4817.5	25.871	0	25.668	0	24.777	0	25.804	0	25.116	0
4818.5	25.757	0	25.567	0	24.711	0	25.704	0	25.052	0
4819.5	25.711	0	25.528	0	24.684	0	25.664	0	25.026	0
4820.5	25.577	0	25.403	0	24.613	0	25.541	0	24.957	0
4821.5	25.482	0	25.314	0	24.566	0	25.454	0	24.91	0
4822.5	25.401	0	25.237	0	24.529	0	25.379	0	24.875	0
4823.5	25.314	0	25.155	0	24.488	0	25.3	0	24.835	0
4824.5	25.241	0	25.084	0	24.458	0	25.232	0	24.806	0
4825.5	25.161	0	25.008	0	24.421	0	25.159	0	24.771	0
4826.5	25.072	0	24.925	0	24.378	0	25.081	0	24.729	0
4827.5	24.984	0	24.842	0	24.335	0	25.003	0	24.688	0
4828.5	24.931	0	24.794	0	24.308	0	24.958	0	24.662	0
4829.5	24.93	0	24.793	0	24.308	0	24.96	0	24.663	0
4830.5	25.075	0	24.925	0	24.395	0	25.09	0	24.75	0
4831.5	25.018	0	24.855	0	24.394	0	25.024	0	24.749	0
4832.5	25.136	0	24.956	0	24.478	0	25.123	0	24.831	0
4833.5	25.252	0	25.057	0	24.567	0	25.224	0	24.919	0
4834.5	25.357	0	25.15	0	24.653	0	25.316	0	25.004	0
4835.5	25.419	0	25.205	0	24.715	0	25.37	0	25.064	0
4836.5	25.492	0	25.269	0	24.784	0	25.432	0	25.131	0
4837.5	25.569	0	25.337	0	24.845	0	25.497	0	25.19	0
4838.5	25.616	0	25.382	0	24.888	0	25.54	0	25.231	0
4839.5	25.678	0	25.441	0	24.943	0	25.596	0	25.284	0
4840.5	25.68	0	25.446	0	24.935	0	25.6	0	25.283	0
4841.5	25.58	0	25.366	0	24.872	0	25.522	0	25.217	0
4842.5	25.464	0	25.27	0	24.794	0	25.429	0	25.139	0
4843.5	25.447	0	25.263	0	24.774	0	25.422	0	25.119	0
4844.5	25.278	0	25.112	0	24.675	0	25.275	0	25.022	0
4845.5	25.141	0	24.992	0	24.59	0	25.16	0	24.939	0
4846.5	25.014	0	24.878	0	24.515	0	25.051	0	24.866	0
4847.5	24.895	0	24.77	0	24.449	0	24.949	0	24.802	0
4848.5	24.763	0	24.65	0	24.373	0	24.836	0	24.729	0
4849.5	24.637	0	24.534	0	24.303	0	24.728	0	24.662	0
4850.5	24.51	0	24.418	0	24.233	0	24.619	0	24.595	0
4851.5	24.353	0	24.276	0	24.141	0	24.487	0	24.506	0
4852.5	24.471	0	24.4	0	24.068	0	24.613	0	24.438	0
4853.5	24.835	0	24.754	0	24.062	0	24.965	0	24.434	0
4854.5	24.436	0	24.348	0	24.045	0	24.573	0	24.42	0
4855.5	24.535	0	24.423	0	24.115	0	24.648	0	24.49	0
4856.5	24.652	0	24.515	0	24.22	0	24.743	0	24.595	0
4857.5	24.685	0	24.539	0	24.268	0	24.771	0	24.645	0
4858.5	24.73	0	24.581	0	24.305	0	24.815	0	24.683	0
4859.5	24.735	0	24.581	0	24.328	0	24.819	0	24.707	0
4860.5	24.777	0	24.618	0	24.374	0	24.858	0	24.753	0
4861.5	24.813	0	24.646	0	24.415	0	24.888	0	24.794	0
4862.5	24.836	0	24.666	0	24.443	0	24.909	0	24.822	0
4863.5	24.85	0	24.682	0	24.461	0	24.927	0	24.84	0
4864.5	24.827	0	24.662	0	24.453	0	24.91	0	24.833	0
4865.5	24.925	0	24.77	0	24.477	0	25.018	0	24.859	0
4866.5	24.734	0	24.605	0	24.346	0	24.86	0	24.732	0
4867.5	24.576	0	24.459	0	24.252	0	24.72	0	24.642	0
4868.5	24.46	0	24.353	0	24.188	0	24.621	0	24.58	0
4869.5	24.346	0	24.251	0	24.124	0	24.525	0	24.519	0
4870.5	24.199	0	24.121	0	24.035	0	24.403	0	24.434	0
4871.5	24.074	0	24.006	0	23.964	0	24.297	0	24.367	0
4872.5	23.978	0	23.915	0	23.916	0	24.214	0	24.322	0
4873.5	23.87	0	23.817	0	23.859	0	24.125	0	24.269	0
4874.5	23.764	0	23.719	0	23.803	0	24.037	0	24.216	0
4875.5	23.65	0	23.615	0	23.74	0	23.942	0	24.158	0
4876.5	23.534	0	23.509	0	23.674	0	23.847	0	24.096	0
4877.5	23.449	0	23.432	0	23.624	0	23.78	0	24.05	0
4878.5	23.537	0	23.514	0	23.675	0	23.867	0	24.102	0
4879.5	23.481	0	23.449	0	23.667	0	23.81	0	24.097	0
4880.5	23.748	0	23.699	0	23.813	0	24.06	0	24.242	0
4881.5	23.574	0	23.533	0	23.722	0	23.904	0	24.155	0
4882.5	23.544	0	23.502	0	23.713	0	23.88	0	24.149	0
4883.5	23.505	0	23.467	0	23.694	0	23.851	0	24.132	0
4884.5	23.512	0	23.471	0	23.707	0	23.861	0	24.147	0
4885.5	23.52	0	23.473	0	23.728	0	23.868	0	24.17	0
4886.5	23.719	0	23.667	0	23.827	0	24.062	0	24.268	0
4887.5	23.793	0	23.738	0	23.857	0	24.134	0	24.299	0
4888.5	23.708	0	23.664	0	23.789	0	24.066	0	24.235	0
4889.5	23.575	0	23.548	0	23.692	0	23.957	0	24.141	0
4890.5	23.417	0	23.407	0	23.588	0	23.823	0	24.042	0
4891.5	23.318	0	23.313	0	23.533	0	23.736	0	23.99	0
4892.5	23.216	0	23.218	0	23.477	0	23.65	0	23.937	0
4893.5	23.11	0	23.123	0	23.415	0	23.563	0	23.88	0
4894.5	23.003	0	23.026	0	23.353	0	23.474	0	23.822	0
4895.5	22.897	0	22.929	0	23.292	0	23.387	0	23.765	0
4896.5	22.791	0	23.028	0	23.232	0	23.3	0	23.708	0
4897.5	22.933	0	22.973	0	23.174	0	23.214	0	23.652	0
4898.5	22.871	0	22.914	0	23.108	0	23.121	0	23.589	0
4899.5	22.805	0	22.852	0	23.038	0	23.024	0	23.523	0
4900.5	22.763	0	22.811	0	22.982	0	22.95	0	23.469	0
4901.5	22.78	0	22.828	0	22.958	0	22.937	0	23.447	0
4902.5	22.751	0	22.832	0	23.068	0	23.132	0	23.555	0
4903.5	22.762	0	22.827	0	23.087	0	23.139	0	23.579	0
4904.5	22.887	0	22.94	0	23.157	0	23.259	0	23.648	0
4905.5	22.706	0	22.769	0	23.057	0	23.103	0	23.553	0
4906.5	22.862	0	22.923	0	23.124	0	23.261	0	23.62	0
4907.5	22.838	0	22.906	0	23.088	0	23.254	0	23.586	0
4908.5	22.661	0	22.953	0	22.995	0	23.091	0	23.497	0
4909.5	22.703	0	22.801	0	23.042	0	23.126	0	23.54	0
4910.5	22.764	0	22.85	0	23.094	0	23.184	0	23.596	0
4911.5	22.845	0	22.913	0	23.169	0	23.253	0	23.67	0
4912.5	22.828	0	22.895	0	23.164	0	23.244	0	23.666	0
4913.5	22.908	0	22.983	0	23.181	0	23.338	0	23.685	0
4914.5	22.866	0	22.938	0	23.091	0	23.234	0	23.598	0
4915.5	22.794	0	22.869	0	23.033	0	23.15	0	23.542	0
4916.5	22.74	0	22.819	0	22.984	0	23.082	0	23.494	0
4917.5	22.701	0	22.782	0	22.945	0	23.029	0	23.457	0
4918.5	22.661	0	22.744	0	23.015	0	22.974	0	23.419	0
4919.5	22.619	0	22.708	0	22.995	0	22.917	0	23.378	0
4920.5	22.575	0	22.669	0	22.973	0	22.989	0	23.336	0
4921.5	22.53	0	22.628	0	22.95	0	22.959	0	23.295	0
4922.5	22.484	0	22.587	0	22.927	0	22.927	0	23.254	0
4923.5	22.441	0	22.547	0	22.906	0	22.898	0	23.217	0
4924.5	22.493	0	22.6	0	22.896	0	22.957	0	23.193	0
4925.5	22.55	0	22.656	0	22.928	0	22.873	0	23.211	0
4926.5	22.677	0	22.769	0	22.865	0	22.963	0	23.269	0
4927.5	22.688	0	22.762	0	22.901	0	22.957	0	23.305	0
4928.5	22.766	0	22.825	0	22.959	0	23.011	0	23.363	0
4929.5	22.818	0	22.873	0	22.985	0	23.051	0	23.39	0
4930.5	22.814	0	22.884	0	23.06	0	23.156	0	23.464	0
4931.5	22.885	0	22.947	0	23.113	0	23.226	0	23.52	0
4932.5	22.981	0	23.031	0	23.187	0	23.313	0	23.593	0
4933.5	23.152	0	23.181	0	23.324	0	23.473	0	23.733	0
4934.5	23.216	0	23.242	0	23.37	0	23.538	0	23.784	0
4935.5	23.305	0	23.325	0	23.442	0	23.624	0	23.856	0
4936.5	23.276	0	23.307	0	23.413	0	23.611	0	23.829	0
4937.5	23.259	0	23.323	0	23.347	0	23.626	0	23.758	0
4938.5	22.917	0	23.03	0	23.104	0	23.345	0	23.522	0
4939.5	22.803	0	22.923	0	23.03	0	23.245	0	23.45	0
4940.5	22.885	0	22.976	0	22.954	0	23.134	0	23.377	0
4941.5	22.822	0	22.916	0	22.89	0	23.039	0	23.313	0
4942.5	22.763	0	22.859	0	23.014	0	22.955	0	23.26	0
4943.5	22.709	0	22.81	0	22.988	0	22.881	0	23.216	0
4944.5	22.661	0	22.764	0	22.966	0	22.993	0	23.182	0
4945.5	22.611	0	22.717	0	22.943	0	22.957	0	23.146	0
4946.5	22.56	0	22.67	0	22.919	0	22.918	0	23.103	0
4947.5	22.508	0	22.622	0	22.893	0	22.879	0	23.059	0
4948.5	22.549	0	22.662	0	22.877	0	22.925	0	23.028	0
4949.5	22.554	0	22.668	0	22.887	0	22.937	0	23.024	0
4950.5	22.684	0	22.783	0	22.967	0	22.888	0	23.089	0
4951.5	22.868	0	22.946	0	22.91	0	23.021	0	23.171	0
4952.5	22.681	0	22.779	0	22.934	0	22.998	0	23.196	0
4953.5	22.706	0	22.795	0	22.963	0	23.021	0	23.23	0
4954.5	22.787	0	22.872	0	23.015	0	23.102	0	23.283	0
4955.5	22.783	0	22.869	0	23.021	0	23.106	0	23.293	0
4956.5	22.768	0	22.854	0	23.019	0	23.097	0	23.293	0
4957.5	22.855	0	22.93	0	23.084	0	23.175	0	23.358	0
4958.5	22.862	0	22.934	0	23.098	0	23.185	0	23.374	0
4959.5	22.895	0	22.968	0	23.124	0	23.221	0	23.401	0
4960.5	22.854	0	22.934	0	23.096	0	23.194	0	23.377	0
4961.5	22.838	0	22.917	0	23.023	0	23.114	0	23.308	0
4962.5	22.822	0	22.914	0	22.968	0	23.085	0	23.255	0
4963.5	22.739	0	22.836	0	22.995	0	22.973	0	23.174	0
4964.5	22.66	0	22.765	0	22.951	0	23.002	0	23.095	0
4965.5	22.593	0	22.704	0	22.913	0	22.949	0	23.021	0
4966.5	22.527	0	22.643	0	22.877	0	22.895	0	22.953	0
4967.5	22.466	0	22.587	0	22.846	0	22.845	0	22.899	0
4968.5	22.411	0	22.535	0	22.819	0	22.8	0	22.854	0
4969.5	22.356	0	22.484	0	22.792	0	22.754	0	22.993	0
4970.5	22.298	0	22.431	0	22.764	0	22.712	0	22.97	0
4971.5	22.239	0	22.376	0	22.733	0	22.665	0	22.945	0
4972.5	22.271	0	22.41	0	22.709	0	22.705	0	22.925	0
4973.5	22.329	0	22.466	0	22.728	0	22.766	0	22.947	0
4974.5	22.365	0	22.49	0	22.731	0	22.795	0	22.953	0
4975.5	22.45	0	22.556	0	22.819	0	22.868	0	22.876	0
4976.5	22.532	0	22.621	0	22.899	0	22.782	0	22.961	0
4977.5	22.568	0	22.654	0	22.927	0	22.806	0	22.988	0
4978.5	22.591	0	22.674	0	22.827	0	22.815	0	23.004	0
4979.5	22.566	0	22.653	0	22.915	0	22.903	0	22.981	0
4980.5	22.614	0	22.699	0	22.842	0	22.843	0	23.013	0
4981.5	22.727	0	22.796	0	22.935	0	22.949	0	23.106	0
4982.5	22.776	0	22.841	0	22.983	0	23.004	0	23.156	0
4983.5	22.787	0	22.858	0	23.043	0	23.074	0	23.218	0
4984.5	22.806	0	22.875	0	23.043	0	23.076	0	23.222	0
4985.5	22.733	0	22.816	0	23.001	0	23.038	0	23.184	0
4986.5	22.649	0	22.748	0	22.945	0	22.962	0	23.113	0
4987.5	22.654	0	22.759	0	22.942	0	22.936	0	23.075	0
4988.5	22.572	0	22.684	0	22.896	0	22.915	0	23.001	0
4989.5	22.524	0	22.641	0	22.87	0	22.879	0	22.951	0
