Variable	Start [h]	End [h]
Variante 9.1 Sonnenlichtfaktor	3559.5	3564
Variante 9.2 Sonnenlichtfaktor	3559.5	3564
Variante 9.3 Sonnenlichtfaktor	3559.5	3564
Variante 9.4 Sonnenlichtfaktor	3559.5	3564
Variante 9.5 Sonnenlichtfaktor	3559.5	3564
Variante 9.6 Sonnenlichtfaktor	3559.5	3564

