Zeit [min]	Potsdam Altitude [Deg]	Potsdam Azimuth [Deg]	Shanghai Altitude [Deg]	Shanghai Azimuth [Deg]	Kaxgar Altitude [Deg]	Kaxgar Azimuth [Deg]	Singapur Altitude [Deg]	Singapur Azimuth [Deg]	Lima Altitude [Deg]	Lima Azimuth [Deg]	Denver Altitude [Deg]	Denver Azimuth [Deg]	Barrow Altitude [Deg]	Barrow Azimuth [Deg]	Melbourne Altitude [Deg]	Melbourne Azimuth [Deg]
90720	-43.361	353.381	-64.707	356.577	-36.154	295.871	-70.584	255.982	-71.403	195.837	-56.064	355.079	-22.792	333.224	-45.771	191.548
90721	-43.379	353.723	-64.719	357.158	-36.328	296.092	-70.827	255.814	-71.468	195.084	-56.079	355.523	-22.828	333.491	-45.810	191.195
90722	-43.395	354.064	-64.728	357.740	-36.501	296.314	-71.069	255.641	-71.530	194.325	-56.094	355.968	-22.863	333.758	-45.848	190.843
90723	-43.410	354.406	-64.736	358.322	-36.674	296.536	-71.311	255.464	-71.589	193.561	-56.106	356.414	-22.899	334.025	-45.885	190.489
90724	-43.424	354.747	-64.741	358.905	-36.846	296.760	-71.553	255.282	-71.645	192.793	-56.118	356.859	-22.934	334.293	-45.920	190.136
90725	-43.438	355.089	-64.744	359.488	-37.018	296.984	-71.795	255.095	-71.697	192.020	-56.127	357.305	-22.968	334.560	-45.954	189.782
90726	-43.451	355.431	-64.745	0.070	-37.190	297.210	-72.036	254.903	-71.747	191.242	-56.136	357.751	-23.002	334.828	-45.987	189.427
90727	-43.462	355.774	-64.743	0.653	-37.362	297.436	-72.277	254.706	-71.793	190.461	-56.142	358.197	-23.036	335.095	-46.019	189.072
90728	-43.473	356.116	-64.740	1.236	-37.533	297.663	-72.518	254.503	-71.835	189.676	-56.148	358.643	-23.070	335.363	-46.050	188.716
90729	-43.483	356.458	-64.734	1.819	-37.704	297.892	-72.759	254.294	-71.875	188.888	-56.152	359.090	-23.103	335.631	-46.079	188.361
90730	-43.492	356.801	-64.726	2.401	-37.874	298.121	-72.999	254.078	-71.911	188.096	-56.154	359.536	-23.136	335.899	-46.107	188.004
90731	-43.500	357.143	-64.716	2.983	-38.044	298.351	-73.239	253.857	-71.944	187.302	-56.155	359.983	-23.169	336.167	-46.134	187.648
90732	-43.507	357.486	-64.704	3.564	-38.214	298.582	-73.479	253.629	-71.973	186.505	-56.154	0.429	-23.201	336.435	-46.160	187.291
90733	-43.513	357.829	-64.690	4.145	-38.383	298.814	-73.719	253.394	-71.999	185.705	-56.152	0.875	-23.233	336.704	-46.184	186.933
90734	-43.519	358.172	-64.673	4.725	-38.552	299.047	-73.958	253.152	-72.022	184.903	-56.148	1.322	-23.264	336.972	-46.208	186.576
90735	-43.523	358.515	-64.654	5.305	-38.720	299.281	-74.197	252.902	-72.041	184.099	-56.143	1.768	-23.295	337.241	-46.230	186.218
90736	-43.527	358.858	-64.634	5.883	-38.888	299.516	-74.436	252.644	-72.057	183.294	-56.136	2.214	-23.326	337.509	-46.251	185.859
90737	-43.529	359.200	-64.611	6.461	-39.056	299.753	-74.675	252.378	-72.069	182.488	-56.128	2.660	-23.357	337.778	-46.270	185.501
90738	-43.531	359.543	-64.585	7.038	-39.224	299.990	-74.913	252.104	-72.078	181.680	-56.118	3.106	-23.387	338.047	-46.288	185.142
90739	-43.532	359.886	-64.558	7.613	-39.390	300.228	-75.150	251.820	-72.083	180.872	-56.107	3.552	-23.417	338.316	-46.306	184.783
90740	-43.532	0.229	-64.529	8.188	-39.557	300.467	-75.387	251.527	-72.085	180.064	-56.095	3.997	-23.446	338.585	-46.321	184.424
90741	-43.530	0.572	-64.497	8.761	-39.723	300.707	-75.624	251.225	-72.084	179.256	-56.080	4.442	-23.475	338.855	-46.336	184.064
90742	-43.528	0.915	-64.464	9.333	-39.889	300.949	-75.861	250.912	-72.079	178.447	-56.065	4.887	-23.504	339.124	-46.350	183.704
90743	-43.526	1.258	-64.428	9.903	-40.054	301.191	-76.097	250.588	-72.071	177.640	-56.048	5.331	-23.532	339.393	-46.362	183.345
90744	-43.522	1.601	-64.390	10.472	-40.219	301.435	-76.332	250.252	-72.059	176.833	-56.029	5.775	-23.560	339.663	-46.373	182.985
90745	-43.517	1.944	-64.350	11.040	-40.384	301.679	-76.567	249.905	-72.044	176.028	-56.009	6.218	-23.588	339.932	-46.382	182.624
90746	-43.511	2.287	-64.308	11.606	-40.548	301.925	-76.802	249.545	-72.025	175.224	-55.988	6.661	-23.615	340.202	-46.391	182.264
90747	-43.505	2.630	-64.264	12.170	-40.711	302.172	-77.035	249.172	-72.003	174.422	-55.964	7.104	-23.642	340.472	-46.398	181.904
90748	-43.497	2.972	-64.218	12.732	-40.874	302.420	-77.269	248.784	-71.977	173.622	-55.940	7.546	-23.669	340.742	-46.404	181.543
90749	-43.489	3.315	-64.170	13.292	-41.037	302.669	-77.501	248.383	-71.949	172.824	-55.914	7.987	-23.695	341.012	-46.409	181.183
90750	-43.480	3.657	-64.119	13.851	-41.199	302.919	-77.733	247.965	-71.916	172.029	-55.887	8.428	-23.721	341.282	-46.412	180.822
90751	-43.470	4.000	-64.067	14.407	-41.361	303.170	-77.965	247.532	-71.881	171.237	-55.858	8.868	-23.747	341.552	-46.414	180.461
90752	-43.458	4.342	-64.013	14.962	-41.522	303.423	-78.195	247.081	-71.842	170.448	-55.827	9.308	-23.772	341.823	-46.415	180.101
90753	-43.446	4.684	-63.957	15.514	-41.683	303.676	-78.425	246.612	-71.800	169.663	-55.796	9.747	-23.797	342.093	-46.415	179.740
90754	-43.434	5.026	-63.899	16.064	-41.843	303.931	-78.654	246.124	-71.754	168.881	-55.762	10.185	-23.821	342.363	-46.413	179.379
90755	-43.420	5.368	-63.838	16.612	-42.003	304.187	-78.882	245.615	-71.705	168.103	-55.728	10.622	-23.845	342.634	-46.411	179.019
90756	-43.405	5.710	-63.776	17.157	-42.163	304.444	-79.109	245.085	-71.653	167.329	-55.691	11.059	-23.869	342.905	-46.407	178.658
90757	-43.389	6.051	-63.712	17.700	-42.322	304.702	-79.336	244.532	-71.598	166.560	-55.654	11.495	-23.892	343.175	-46.401	178.298
90758	-43.373	6.393	-63.646	18.241	-42.480	304.962	-79.561	243.955	-71.540	165.796	-55.615	11.930	-23.915	343.446	-46.395	177.937
90759	-43.355	6.734	-63.578	18.779	-42.638	305.223	-79.785	243.353	-71.478	165.036	-55.574	12.364	-23.938	343.717	-46.387	177.577
90760	-43.337	7.075	-63.509	19.315	-42.795	305.485	-80.007	242.723	-71.413	164.282	-55.533	12.798	-23.960	343.988	-46.378	177.216
90761	-43.318	7.416	-63.437	19.848	-42.952	305.748	-80.229	242.064	-71.345	163.532	-55.489	13.230	-23.982	344.259	-46.368	176.856
90762	-43.298	7.756	-63.363	20.379	-43.109	306.013	-80.449	241.374	-71.275	162.788	-55.445	13.661	-24.004	344.530	-46.356	176.496
90763	-43.277	8.097	-63.288	20.907	-43.264	306.278	-80.668	240.652	-71.201	162.050	-55.398	14.092	-24.025	344.802	-46.344	176.137
90764	-43.255	8.437	-63.211	21.432	-43.420	306.545	-80.885	239.895	-71.124	161.318	-55.351	14.522	-24.046	345.073	-46.330	175.777
90765	-43.232	8.777	-63.132	21.954	-43.575	306.814	-81.100	239.100	-71.044	160.591	-55.302	14.950	-24.066	345.344	-46.315	175.418
90766	-43.208	9.117	-63.051	22.474	-43.729	307.083	-81.313	238.267	-70.961	159.871	-55.252	15.378	-24.086	345.616	-46.298	175.058
90767	-43.183	9.456	-62.968	22.990	-43.882	307.354	-81.525	237.391	-70.876	159.157	-55.200	15.804	-24.106	345.887	-46.281	174.699
90768	-43.158	9.795	-62.884	23.504	-44.036	307.626	-81.734	236.470	-70.787	158.449	-55.147	16.230	-24.126	346.159	-46.262	174.341
90769	-43.132	10.134	-62.797	24.015	-44.188	307.900	-81.942	235.501	-70.696	157.747	-55.093	16.654	-24.144	346.431	-46.241	173.982
90770	-43.104	10.473	-62.709	24.523	-44.340	308.175	-82.146	234.481	-70.602	157.053	-55.037	17.077	-24.163	346.702	-46.220	173.624
90771	-43.076	10.811	-62.620	25.029	-44.492	308.451	-82.348	233.406	-70.506	156.364	-54.980	17.499	-24.181	346.974	-46.198	173.266
90772	-43.047	11.149	-62.528	25.531	-44.642	308.728	-82.548	232.273	-70.406	155.683	-54.921	17.920	-24.199	347.246	-46.174	172.909
90773	-43.017	11.487	-62.435	26.030	-44.793	309.007	-82.744	231.079	-70.304	155.008	-54.862	18.340	-24.217	347.518	-46.149	172.552
90774	-42.986	11.824	-62.341	26.526	-44.942	309.287	-82.936	229.818	-70.200	154.341	-54.800	18.758	-24.234	347.790	-46.122	172.195
90775	-42.955	12.161	-62.244	27.019	-45.091	309.569	-83.125	228.486	-70.092	153.680	-54.738	19.175	-24.251	348.062	-46.095	171.838
90776	-42.922	12.498	-62.146	27.509	-45.240	309.852	-83.311	227.080	-69.983	153.026	-54.674	19.591	-24.267	348.334	-46.066	171.482
90777	-42.888	12.834	-62.047	27.996	-45.388	310.136	-83.491	225.594	-69.871	152.380	-54.609	20.006	-24.283	348.607	-46.036	171.126
90778	-42.854	13.170	-61.946	28.480	-45.535	310.422	-83.668	224.025	-69.756	151.740	-54.543	20.420	-24.299	348.879	-46.005	170.771
90779	-42.819	13.506	-61.843	28.960	-45.682	310.709	-83.839	222.366	-69.639	151.108	-54.475	20.832	-24.314	349.151	-45.973	170.416
90780	-42.783	13.841	-61.738	29.438	-45.828	310.998	-84.004	220.614	-69.520	150.482	-54.406	21.243	-24.329	349.424	-45.939	170.062
90781	-42.746	14.176	-61.633	29.912	-45.973	311.287	-84.164	218.764	-69.398	149.864	-54.336	21.652	-24.343	349.696	-45.905	169.708
90782	-42.708	14.511	-61.525	30.383	-46.118	311.579	-84.317	216.811	-69.274	149.253	-54.264	22.060	-24.358	349.969	-45.869	169.354
90783	-42.669	14.845	-61.416	30.851	-46.262	311.872	-84.463	214.753	-69.148	148.649	-54.191	22.467	-24.371	350.241	-45.831	169.001
90784	-42.630	15.179	-61.306	31.316	-46.405	312.166	-84.602	212.586	-69.020	148.053	-54.117	22.872	-24.385	350.514	-45.793	168.649
90785	-42.590	15.512	-61.194	31.778	-46.548	312.462	-84.732	210.307	-68.889	147.463	-54.042	23.276	-24.398	350.786	-45.754	168.297
90786	-42.548	15.845	-61.080	32.236	-46.690	312.759	-84.854	207.917	-68.757	146.881	-53.965	23.679	-24.410	351.059	-45.713	167.946
90787	-42.506	16.178	-60.966	32.692	-46.831	313.057	-84.966	205.416	-68.622	146.306	-53.888	24.080	-24.423	351.332	-45.671	167.595
90788	-42.463	16.510	-60.849	33.144	-46.972	313.358	-85.068	202.805	-68.485	145.737	-53.809	24.480	-24.435	351.605	-45.628	167.244
90789	-42.419	16.842	-60.732	33.593	-47.112	313.659	-85.160	200.089	-68.347	145.176	-53.728	24.878	-24.446	351.878	-45.584	166.895
90790	-42.375	17.173	-60.613	34.038	-47.251	313.962	-85.240	197.276	-68.206	144.622	-53.647	25.275	-24.457	352.150	-45.538	166.545
90791	-42.329	17.504	-60.492	34.481	-47.390	314.267	-85.308	194.373	-68.064	144.075	-53.564	25.670	-24.468	352.423	-45.491	166.197
90792	-42.283	17.834	-60.370	34.920	-47.527	314.573	-85.364	191.392	-67.919	143.535	-53.480	26.064	-24.478	352.696	-45.444	165.849
90793	-42.236	18.164	-60.247	35.356	-47.665	314.881	-85.406	188.348	-67.773	143.001	-53.395	26.456	-24.488	352.969	-45.395	165.501
90794	-42.188	18.493	-60.123	35.789	-47.801	315.190	-85.436	185.255	-67.625	142.475	-53.309	26.847	-24.498	353.242	-45.345	165.155
90795	-42.139	18.822	-59.997	36.219	-47.937	315.500	-85.452	182.130	-67.475	141.955	-53.222	27.236	-24.507	353.516	-45.293	164.809
90796	-42.089	19.151	-59.870	36.646	-48.071	315.813	-85.455	178.993	-67.323	141.442	-53.133	27.624	-24.516	353.789	-45.241	164.463
90797	-42.039	19.479	-59.742	37.070	-48.206	316.126	-85.443	175.862	-67.170	140.936	-53.044	28.010	-24.525	354.062	-45.187	164.119
90798	-41.988	19.806	-59.612	37.490	-48.339	316.442	-85.419	172.755	-67.015	140.436	-52.953	28.394	-24.533	354.335	-45.133	163.775
90799	-41.936	20.133	-59.481	37.907	-48.472	316.759	-85.380	169.691	-66.859	139.943	-52.861	28.778	-24.540	354.608	-45.077	163.431
90800	-41.883	20.460	-59.349	38.321	-48.603	317.077	-85.329	166.686	-66.701	139.456	-52.768	29.159	-24.548	354.881	-45.020	163.089
90801	-41.829	20.786	-59.216	38.732	-48.734	317.397	-85.265	163.754	-66.541	138.976	-52.674	29.539	-24.555	355.155	-44.962	162.747
90802	-41.774	21.111	-59.082	39.140	-48.865	317.719	-85.190	160.907	-66.380	138.502	-52.578	29.917	-24.561	355.428	-44.902	162.406
90803	-41.719	21.436	-58.946	39.545	-48.994	318.042	-85.102	158.156	-66.217	138.034	-52.482	30.294	-24.567	355.701	-44.842	162.065
90804	-41.663	21.761	-58.809	39.947	-49.123	318.367	-85.004	155.507	-66.053	137.573	-52.384	30.669	-24.573	355.975	-44.780	161.726
90805	-41.606	22.084	-58.671	40.346	-49.250	318.693	-84.895	152.966	-65.887	137.118	-52.286	31.043	-24.579	356.248	-44.718	161.387
90806	-41.548	22.408	-58.532	40.742	-49.377	319.021	-84.777	150.536	-65.720	136.668	-52.186	31.415	-24.584	356.522	-44.654	161.049
90807	-41.490	22.730	-58.392	41.134	-49.504	319.351	-84.649	148.217	-65.551	136.225	-52.085	31.786	-24.588	356.795	-44.589	160.711
90808	-41.430	23.053	-58.251	41.524	-49.629	319.682	-84.514	146.010	-65.381	135.788	-51.984	32.154	-24.593	357.068	-44.523	160.375
90809	-41.370	23.374	-58.109	41.911	-49.753	320.015	-84.370	143.913	-65.210	135.356	-51.881	32.522	-24.597	357.342	-44.456	160.039
90810	-41.309	23.695	-57.965	42.294	-49.877	320.349	-84.220	141.923	-65.038	134.930	-51.777	32.887	-24.600	357.615	-44.388	159.704
90811	-41.247	24.016	-57.821	42.675	-50.000	320.685	-84.062	140.037	-64.864	134.510	-51.672	33.251	-24.603	357.889	-44.319	159.370
90812	-41.185	24.336	-57.675	43.053	-50.121	321.023	-83.899	138.250	-64.689	134.096	-51.566	33.614	-24.606	358.162	-44.249	159.037
90813	-41.122	24.655	-57.529	43.428	-50.242	321.362	-83.729	136.559	-64.513	133.686	-51.459	33.974	-24.608	358.436	-44.177	158.705
90814	-41.058	24.974	-57.381	43.800	-50.362	321.703	-83.555	134.958	-64.335	133.283	-51.352	34.334	-24.610	358.709	-44.105	158.373
90815	-40.993	25.292	-57.233	44.169	-50.482	322.046	-83.376	133.443	-64.157	132.885	-51.243	34.691	-24.612	358.983	-44.032	158.043
90816	-40.927	25.610	-57.083	44.536	-50.600	322.390	-83.192	132.008	-63.977	132.492	-51.133	35.047	-24.613	359.256	-43.957	157.713
90817	-40.861	25.927	-56.933	44.899	-50.717	322.736	-83.005	130.651	-63.796	132.104	-51.022	35.401	-24.614	359.530	-43.882	157.384
90818	-40.794	26.244	-56.781	45.260	-50.834	323.083	-82.813	129.365	-63.614	131.721	-50.910	35.754	-24.615	359.803	-43.805	157.056
90819	-40.726	26.559	-56.629	45.618	-50.949	323.432	-82.618	128.147	-63.431	131.344	-50.797	36.105	-24.615	0.077	-43.727	156.729
90820	-40.657	26.875	-56.475	45.973	-51.064	323.783	-82.420	126.993	-63.247	130.971	-50.684	36.454	-24.614	0.350	-43.649	156.403
90821	-40.588	27.189	-56.321	46.325	-51.177	324.136	-82.219	125.898	-63.062	130.604	-50.569	36.802	-24.614	0.624	-43.569	156.077
90822	-40.518	27.503	-56.166	46.675	-51.290	324.490	-82.015	124.858	-62.876	130.241	-50.453	37.149	-24.613	0.897	-43.488	155.753
90823	-40.447	27.817	-56.010	47.022	-51.401	324.845	-81.809	123.872	-62.688	129.883	-50.337	37.493	-24.611	1.171	-43.406	155.429
90824	-40.375	28.129	-55.853	47.366	-51.512	325.203	-81.600	122.934	-62.500	129.530	-50.219	37.836	-24.609	1.444	-43.324	155.107
90825	-40.303	28.442	-55.695	47.708	-51.622	325.562	-81.389	122.042	-62.311	129.181	-50.101	38.178	-24.607	1.718	-43.240	154.785
90826	-40.230	28.753	-55.536	48.047	-51.730	325.923	-81.177	121.194	-62.121	128.837	-49.982	38.517	-24.605	1.991	-43.155	154.465
90827	-40.156	29.064	-55.377	48.384	-51.838	326.285	-80.962	120.385	-61.930	128.497	-49.862	38.855	-24.602	2.265	-43.069	154.145
90828	-40.082	29.374	-55.217	48.718	-51.944	326.649	-80.745	119.615	-61.738	128.162	-49.741	39.192	-24.598	2.538	-42.982	153.826
90829	-40.007	29.684	-55.055	49.049	-52.050	327.015	-80.527	118.881	-61.546	127.831	-49.619	39.527	-24.594	2.812	-42.895	153.508
90830	-39.931	29.993	-54.893	49.378	-52.155	327.382	-80.308	118.180	-61.352	127.505	-49.496	39.860	-24.590	3.085	-42.806	153.192
90831	-39.854	30.301	-54.731	49.704	-52.258	327.751	-80.087	117.510	-61.158	127.182	-49.373	40.192	-24.586	3.359	-42.716	152.876
90832	-39.777	30.609	-54.567	50.028	-52.360	328.122	-79.865	116.870	-60.963	126.864	-49.248	40.522	-24.581	3.632	-42.625	152.561
90833	-39.699	30.916	-54.403	50.349	-52.462	328.494	-79.641	116.257	-60.766	126.550	-49.123	40.851	-24.576	3.905	-42.534	152.247
90834	-39.620	31.222	-54.238	50.668	-52.562	328.868	-79.416	115.671	-60.570	126.240	-48.997	41.178	-24.570	4.179	-42.441	151.934
90835	-39.540	31.528	-54.072	50.984	-52.661	329.243	-79.190	115.110	-60.372	125.933	-48.870	41.504	-24.564	4.452	-42.347	151.622
90836	-39.460	31.833	-53.905	51.298	-52.760	329.620	-78.964	114.572	-60.174	125.631	-48.742	41.828	-24.558	4.725	-42.253	151.311
90837	-39.379	32.137	-53.738	51.610	-52.857	329.999	-78.736	114.056	-59.975	125.332	-48.613	42.150	-24.551	4.999	-42.157	151.001
90838	-39.298	32.441	-53.570	51.919	-52.953	330.379	-78.507	113.560	-59.775	125.038	-48.484	42.471	-24.544	5.272	-42.061	150.692
90839	-39.216	32.744	-53.401	52.226	-53.047	330.761	-78.278	113.085	-59.574	124.746	-48.354	42.790	-24.536	5.545	-41.964	150.384
90840	-39.133	33.047	-53.232	52.531	-53.141	331.145	-78.047	112.628	-59.373	124.459	-48.223	43.108	-24.528	5.818	-41.865	150.077
90841	-39.049	33.348	-53.062	52.833	-53.234	331.530	-77.816	112.188	-59.171	124.175	-48.091	43.424	-24.520	6.092	-41.766	149.771
90842	-38.965	33.650	-52.891	53.133	-53.325	331.917	-77.585	111.765	-58.968	123.895	-47.959	43.739	-24.511	6.365	-41.666	149.466
90843	-38.880	33.950	-52.720	53.431	-53.415	332.305	-77.352	111.358	-58.765	123.618	-47.825	44.052	-24.502	6.638	-41.565	149.162
90844	-38.795	34.250	-52.547	53.727	-53.504	332.695	-77.119	110.965	-58.561	123.344	-47.691	44.363	-24.493	6.911	-41.463	148.859
90845	-38.708	34.549	-52.375	54.021	-53.592	333.087	-76.885	110.587	-58.356	123.074	-47.557	44.673	-24.483	7.184	-41.361	148.557
90846	-38.622	34.847	-52.201	54.312	-53.679	333.480	-76.651	110.223	-58.151	122.807	-47.421	44.982	-24.473	7.457	-41.257	148.256
90847	-38.534	35.145	-52.027	54.601	-53.765	333.874	-76.416	109.871	-57.945	122.544	-47.285	45.289	-24.462	7.730	-41.152	147.957
90848	-38.446	35.442	-51.852	54.888	-53.849	334.270	-76.181	109.531	-57.739	122.283	-47.148	45.595	-24.451	8.003	-41.047	147.658
90849	-38.357	35.738	-51.677	55.173	-53.932	334.668	-75.945	109.203	-57.532	122.026	-47.010	45.899	-24.440	8.276	-40.941	147.360
90850	-38.268	36.034	-51.501	55.456	-54.014	335.067	-75.709	108.886	-57.324	121.771	-46.872	46.201	-24.428	8.549	-40.833	147.063
90851	-38.178	36.329	-51.325	55.737	-54.095	335.468	-75.472	108.580	-57.116	121.520	-46.733	46.502	-24.416	8.821	-40.725	146.767
90852	-38.087	36.624	-51.148	56.016	-54.175	335.870	-75.235	108.283	-56.907	121.272	-46.593	46.802	-24.403	9.094	-40.617	146.472
90853	-37.996	36.917	-50.970	56.293	-54.253	336.274	-74.998	107.997	-56.698	121.027	-46.453	47.100	-24.390	9.367	-40.507	146.179
90854	-37.904	37.210	-50.792	56.568	-54.330	336.679	-74.760	107.719	-56.488	120.784	-46.312	47.397	-24.377	9.639	-40.396	145.886
90855	-37.811	37.502	-50.613	56.840	-54.406	337.085	-74.522	107.450	-56.278	120.545	-46.170	47.693	-24.364	9.912	-40.285	145.594
90856	-37.718	37.794	-50.434	57.111	-54.480	337.493	-74.283	107.190	-56.067	120.308	-46.027	47.987	-24.350	10.185	-40.173	145.304
90857	-37.624	38.085	-50.254	57.380	-54.553	337.903	-74.044	106.937	-55.856	120.074	-45.884	48.279	-24.335	10.457	-40.060	145.014
90858	-37.530	38.375	-50.073	57.647	-54.625	338.314	-73.805	106.692	-55.644	119.843	-45.741	48.570	-24.321	10.729	-39.946	144.725
90859	-37.434	38.665	-49.892	57.913	-54.696	338.726	-73.565	106.454	-55.431	119.614	-45.596	48.860	-24.305	11.002	-39.831	144.438
90860	-37.339	38.954	-49.711	58.176	-54.765	339.139	-73.325	106.224	-55.219	119.388	-45.451	49.148	-24.290	11.274	-39.716	144.151
90861	-37.243	39.242	-49.529	58.438	-54.833	339.554	-73.085	106.000	-55.005	119.164	-45.305	49.435	-24.274	11.546	-39.599	143.866
90862	-37.146	39.530	-49.346	58.697	-54.900	339.970	-72.845	105.783	-54.791	118.943	-45.159	49.721	-24.258	11.819	-39.482	143.581
90863	-37.048	39.816	-49.163	58.955	-54.966	340.388	-72.604	105.572	-54.577	118.725	-45.012	50.005	-24.241	12.091	-39.364	143.298
90864	-36.950	40.103	-48.980	59.211	-55.030	340.807	-72.363	105.366	-54.363	118.509	-44.865	50.287	-24.224	12.363	-39.246	143.016
90865	-36.852	40.388	-48.796	59.466	-55.093	341.227	-72.122	105.167	-54.147	118.295	-44.716	50.569	-24.207	12.635	-39.126	142.734
90866	-36.753	40.673	-48.611	59.718	-55.154	341.648	-71.881	104.973	-53.932	118.084	-44.568	50.849	-24.189	12.907	-39.006	142.454
90867	-36.653	40.957	-48.426	59.969	-55.214	342.071	-71.639	104.784	-53.716	117.875	-44.418	51.128	-24.171	13.179	-38.885	142.174
90868	-36.553	41.240	-48.241	60.219	-55.273	342.495	-71.398	104.600	-53.500	117.669	-44.269	51.405	-24.153	13.450	-38.763	141.896
90869	-36.452	41.523	-48.055	60.466	-55.330	342.920	-71.156	104.422	-53.283	117.465	-44.118	51.681	-24.134	13.722	-38.641	141.619
90870	-36.350	41.805	-47.869	60.712	-55.386	343.346	-70.914	104.247	-53.066	117.262	-43.967	51.956	-24.115	13.994	-38.518	141.342
90871	-36.248	42.087	-47.682	60.956	-55.441	343.774	-70.671	104.078	-52.848	117.063	-43.815	52.230	-24.095	14.265	-38.394	141.067
90872	-36.146	42.367	-47.495	61.199	-55.494	344.202	-70.429	103.913	-52.630	116.865	-43.663	52.502	-24.075	14.537	-38.269	140.793
90873	-36.043	42.647	-47.307	61.440	-55.546	344.632	-70.186	103.752	-52.412	116.669	-43.510	52.773	-24.055	14.808	-38.143	140.520
90874	-35.939	42.927	-47.119	61.679	-55.596	345.062	-69.943	103.595	-52.193	116.476	-43.357	53.042	-24.034	15.080	-38.017	140.248
90875	-35.835	43.205	-46.930	61.917	-55.645	345.494	-69.700	103.442	-51.974	116.284	-43.203	53.311	-24.013	15.351	-37.890	139.976
90876	-35.730	43.483	-46.742	62.154	-55.693	345.927	-69.457	103.293	-51.755	116.095	-43.049	53.578	-23.992	15.622	-37.763	139.706
90877	-35.625	43.761	-46.552	62.389	-55.739	346.361	-69.214	103.147	-51.535	115.907	-42.894	53.844	-23.970	15.893	-37.634	139.437
90878	-35.519	44.037	-46.362	62.622	-55.784	346.795	-68.970	103.005	-51.315	115.722	-42.739	54.108	-23.948	16.164	-37.505	139.169
90879	-35.413	44.313	-46.172	62.854	-55.827	347.231	-68.727	102.866	-51.094	115.538	-42.583	54.372	-23.925	16.435	-37.376	138.902
90880	-35.306	44.589	-45.982	63.084	-55.869	347.668	-68.483	102.731	-50.873	115.357	-42.426	54.634	-23.903	16.706	-37.245	138.635
90881	-35.198	44.863	-45.791	63.313	-55.910	348.105	-68.239	102.599	-50.652	115.177	-42.269	54.895	-23.879	16.977	-37.114	138.370
90882	-35.090	45.137	-45.599	63.540	-55.949	348.543	-67.995	102.470	-50.431	114.999	-42.112	55.154	-23.856	17.247	-36.982	138.106
90883	-34.982	45.411	-45.408	63.766	-55.986	348.983	-67.751	102.344	-50.209	114.823	-41.954	55.413	-23.832	17.518	-36.850	137.843
90884	-34.873	45.683	-45.216	63.991	-56.023	349.423	-67.507	102.221	-49.987	114.648	-41.795	55.670	-23.807	17.789	-36.717	137.581
90885	-34.764	45.955	-45.023	64.214	-56.057	349.863	-67.263	102.100	-49.765	114.476	-41.636	55.927	-23.783	18.059	-36.583	137.319
90886	-34.654	46.227	-44.831	64.436	-56.091	350.305	-67.018	101.982	-49.542	114.305	-41.477	56.182	-23.758	18.329	-36.448	137.059
90887	-34.543	46.497	-44.637	64.656	-56.122	350.747	-66.774	101.867	-49.319	114.136	-41.317	56.435	-23.732	18.600	-36.313	136.800
90888	-34.432	46.767	-44.444	64.876	-56.153	351.190	-66.529	101.755	-49.095	113.968	-41.157	56.688	-23.707	18.870	-36.177	136.541
90889	-34.321	47.037	-44.250	65.093	-56.181	351.634	-66.284	101.645	-48.872	113.803	-40.996	56.940	-23.681	19.140	-36.041	136.284
90890	-34.209	47.305	-44.056	65.310	-56.209	352.078	-66.039	101.537	-48.648	113.638	-40.834	57.190	-23.654	19.410	-35.904	136.028
90891	-34.097	47.573	-43.861	65.525	-56.235	352.523	-65.794	101.432	-48.424	113.476	-40.673	57.440	-23.627	19.680	-35.766	135.772
90892	-33.984	47.841	-43.666	65.739	-56.259	352.968	-65.549	101.329	-48.199	113.315	-40.510	57.688	-23.600	19.949	-35.628	135.518
90893	-33.870	48.108	-43.471	65.952	-56.282	353.414	-65.304	101.228	-47.975	113.155	-40.348	57.935	-23.573	20.219	-35.489	135.264
90894	-33.757	48.374	-43.276	66.163	-56.303	353.861	-65.059	101.129	-47.750	112.997	-40.185	58.181	-23.545	20.489	-35.349	135.012
90895	-33.642	48.639	-43.080	66.373	-56.323	354.308	-64.814	101.032	-47.525	112.841	-40.021	58.426	-23.516	20.758	-35.209	134.760
90896	-33.527	48.904	-42.884	66.582	-56.342	354.755	-64.569	100.937	-47.299	112.686	-39.857	58.670	-23.488	21.028	-35.068	134.510
90897	-33.412	49.168	-42.687	66.790	-56.358	355.203	-64.323	100.845	-47.073	112.533	-39.693	58.912	-23.459	21.297	-34.927	134.260
90898	-33.297	49.432	-42.491	66.997	-56.374	355.651	-64.078	100.754	-46.847	112.381	-39.528	59.154	-23.430	21.566	-34.785	134.011
90899	-33.180	49.695	-42.294	67.202	-56.388	356.099	-63.832	100.665	-46.621	112.230	-39.363	59.395	-23.400	21.835	-34.642	133.763
90900	-33.064	49.957	-42.096	67.406	-56.400	356.548	-63.586	100.577	-46.395	112.081	-39.197	59.635	-23.370	22.104	-34.499	133.517
90901	-32.947	50.218	-41.899	67.609	-56.411	356.997	-63.341	100.492	-46.168	111.933	-39.031	59.873	-23.340	22.373	-34.355	133.271
90902	-32.829	50.479	-41.701	67.811	-56.420	357.446	-63.095	100.408	-45.941	111.787	-38.865	60.111	-23.309	22.642	-34.211	133.026
