Zeit [min]	Potsdam Altitude [Deg]	Potsdam Azimuth [Deg]	Shanghai Altitude [Deg]	Shanghai Azimuth [Deg]	Kaxgar Altitude [Deg]	Kaxgar Azimuth [Deg]	Singapur Altitude [Deg]	Singapur Azimuth [Deg]	Lima Altitude [Deg]	Lima Azimuth [Deg]	Denver Altitude [Deg]	Denver Azimuth [Deg]	Barrow Altitude [Deg]	Barrow Azimuth [Deg]	Melbourne Altitude [Deg]	Melbourne Azimuth [Deg]
90746	-43.529	2.834	-64.265	12.515	-40.829	302.294	-77.164	248.824	-71.960	173.957	-55.978	7.371	-23.686	340.629	-46.373	181.689
90747	-43.521	3.177	-64.217	13.077	-40.992	302.542	-77.397	248.427	-71.933	173.159	-55.953	7.813	-23.713	340.899	-46.379	181.329
90748	-43.512	3.519	-64.168	13.637	-41.155	302.792	-77.629	248.014	-71.902	172.365	-55.926	8.254	-23.739	341.169	-46.382	180.968
90749	-43.502	3.862	-64.116	14.194	-41.317	303.043	-77.860	247.585	-71.868	171.572	-55.898	8.695	-23.764	341.439	-46.385	180.608
90750	-43.491	4.204	-64.063	14.750	-41.478	303.295	-78.091	247.140	-71.830	170.783	-55.868	9.135	-23.790	341.709	-46.387	180.247
90751	-43.480	4.547	-64.008	15.304	-41.639	303.548	-78.321	246.676	-71.789	169.998	-55.837	9.574	-23.815	341.980	-46.387	179.887
90752	-43.467	4.889	-63.950	15.855	-41.800	303.803	-78.550	246.194	-71.745	169.215	-55.804	10.013	-23.839	342.250	-46.386	179.526
90753	-43.454	5.231	-63.891	16.404	-41.960	304.058	-78.778	245.692	-71.698	168.437	-55.770	10.451	-23.864	342.521	-46.384	179.166
90754	-43.439	5.573	-63.829	16.951	-42.120	304.315	-79.005	245.168	-71.647	167.663	-55.734	10.888	-23.888	342.791	-46.380	178.806
90755	-43.424	5.915	-63.766	17.496	-42.279	304.573	-79.232	244.623	-71.593	166.893	-55.697	11.325	-23.911	343.062	-46.375	178.445
90756	-43.408	6.256	-63.701	18.038	-42.437	304.832	-79.457	244.053	-71.536	166.128	-55.659	11.761	-23.934	343.333	-46.369	178.085
90757	-43.391	6.598	-63.633	18.578	-42.596	305.092	-79.681	243.459	-71.476	165.367	-55.619	12.196	-23.957	343.604	-46.362	177.725
90758	-43.373	6.939	-63.564	19.115	-42.753	305.354	-79.904	242.838	-71.413	164.612	-55.578	12.630	-23.980	343.875	-46.354	177.365
90759	-43.354	7.280	-63.493	19.650	-42.910	305.616	-80.126	242.189	-71.346	163.861	-55.535	13.063	-24.002	344.146	-46.344	177.005
90760	-43.334	7.621	-63.421	20.182	-43.067	305.880	-80.346	241.510	-71.277	163.116	-55.491	13.495	-24.023	344.417	-46.333	176.645
90761	-43.313	7.961	-63.346	20.711	-43.223	306.146	-80.565	240.798	-71.204	162.376	-55.445	13.926	-24.045	344.688	-46.321	176.285
90762	-43.292	8.302	-63.269	21.238	-43.379	306.412	-80.782	240.053	-71.129	161.643	-55.398	14.356	-24.066	344.960	-46.307	175.926
90763	-43.269	8.642	-63.191	21.762	-43.534	306.680	-80.998	239.272	-71.050	160.915	-55.350	14.786	-24.086	345.231	-46.293	175.567
90764	-43.246	8.982	-63.111	22.283	-43.688	306.949	-81.212	238.452	-70.969	160.193	-55.300	15.214	-24.107	345.503	-46.277	175.207
90765	-43.222	9.322	-63.029	22.801	-43.842	307.219	-81.424	237.591	-70.884	159.477	-55.249	15.641	-24.126	345.774	-46.260	174.849
90766	-43.197	9.661	-62.945	23.317	-43.996	307.491	-81.634	236.687	-70.797	158.767	-55.197	16.067	-24.146	346.046	-46.241	174.490
90767	-43.171	10.000	-62.859	23.829	-44.148	307.764	-81.842	235.735	-70.707	158.064	-55.143	16.492	-24.165	346.318	-46.222	174.132
90768	-43.144	10.339	-62.772	24.339	-44.301	308.038	-82.047	234.734	-70.615	157.367	-55.087	16.916	-24.184	346.589	-46.201	173.774
90769	-43.116	10.678	-62.683	24.845	-44.452	308.314	-82.250	233.680	-70.519	156.677	-55.031	17.339	-24.202	346.861	-46.179	173.416
90770	-43.087	11.016	-62.592	25.349	-44.604	308.591	-82.450	232.570	-70.421	155.994	-54.973	17.760	-24.220	347.133	-46.155	173.058
90771	-43.057	11.354	-62.500	25.850	-44.754	308.869	-82.647	231.399	-70.320	155.317	-54.914	18.181	-24.238	347.405	-46.131	172.701
90772	-43.027	11.691	-62.406	26.347	-44.904	309.149	-82.840	230.164	-70.217	154.647	-54.853	18.600	-24.255	347.677	-46.105	172.344
90773	-42.996	12.029	-62.310	26.842	-45.053	309.430	-83.030	228.860	-70.111	153.984	-54.791	19.018	-24.272	347.949	-46.078	171.988
90774	-42.963	12.366	-62.213	27.334	-45.202	309.712	-83.217	227.484	-70.002	153.328	-54.728	19.435	-24.289	348.221	-46.050	171.632
90775	-42.930	12.702	-62.114	27.822	-45.350	309.996	-83.399	226.031	-69.891	152.679	-54.663	19.850	-24.305	348.494	-46.021	171.276
90776	-42.896	13.039	-62.013	28.307	-45.498	310.281	-83.576	224.496	-69.778	152.038	-54.597	20.264	-24.321	348.766	-45.990	170.921
90777	-42.861	13.375	-61.911	28.790	-45.645	310.568	-83.749	222.874	-69.662	151.403	-54.530	20.677	-24.336	349.038	-45.958	170.566
90778	-42.826	13.710	-61.807	29.269	-45.791	310.856	-83.916	221.162	-69.544	150.775	-54.462	21.089	-24.351	349.311	-45.925	170.212
90779	-42.789	14.046	-61.702	29.745	-45.937	311.145	-84.078	219.354	-69.423	150.155	-54.392	21.499	-24.366	349.583	-45.891	169.858
90780	-42.752	14.381	-61.595	30.217	-46.082	311.436	-84.233	217.447	-69.300	149.541	-54.321	21.908	-24.380	349.856	-45.855	169.504
90781	-42.713	14.715	-61.486	30.687	-46.226	311.728	-84.382	215.435	-69.175	148.935	-54.248	22.316	-24.394	350.128	-45.819	169.151
90782	-42.674	15.049	-61.376	31.153	-46.370	312.022	-84.523	213.318	-69.048	148.336	-54.175	22.722	-24.408	350.401	-45.781	168.799
90783	-42.634	15.383	-61.265	31.617	-46.513	312.317	-84.656	211.091	-68.919	147.744	-54.100	23.127	-24.421	350.674	-45.742	168.447
90784	-42.593	15.716	-61.152	32.077	-46.655	312.614	-84.781	208.753	-68.787	147.159	-54.024	23.530	-24.434	350.946	-45.702	168.095
90785	-42.551	16.049	-61.038	32.534	-46.797	312.912	-84.896	206.306	-68.653	146.581	-53.946	23.932	-24.446	351.219	-45.660	167.744
90786	-42.509	16.381	-60.922	32.987	-46.938	313.212	-85.002	203.749	-68.518	146.011	-53.868	24.332	-24.458	351.492	-45.618	167.394
90787	-42.465	16.713	-60.805	33.438	-47.078	313.513	-85.097	201.087	-68.380	145.447	-53.788	24.731	-24.470	351.765	-45.574	167.044
90788	-42.421	17.045	-60.686	33.885	-47.218	313.815	-85.182	198.326	-68.240	144.890	-53.707	25.129	-24.481	352.038	-45.529	166.695
90789	-42.376	17.376	-60.566	34.329	-47.357	314.119	-85.254	195.473	-68.099	144.341	-53.625	25.525	-24.492	352.311	-45.483	166.346
90790	-42.330	17.707	-60.445	34.770	-47.495	314.425	-85.315	192.539	-67.955	143.798	-53.541	25.919	-24.502	352.584	-45.435	165.998
90791	-42.283	18.037	-60.322	35.208	-47.632	314.732	-85.363	189.536	-67.810	143.262	-53.457	26.313	-24.513	352.857	-45.387	165.651
90792	-42.235	18.367	-60.198	35.642	-47.769	315.041	-85.397	186.479	-67.663	142.733	-53.371	26.704	-24.522	353.130	-45.337	165.304
90793	-42.187	18.696	-60.073	36.073	-47.905	315.351	-85.419	183.384	-67.514	142.211	-53.284	27.094	-24.532	353.403	-45.287	164.958
90794	-42.138	19.025	-59.946	36.501	-48.040	315.662	-85.427	180.270	-67.363	141.695	-53.196	27.483	-24.541	353.676	-45.235	164.612
90795	-42.087	19.353	-59.819	36.926	-48.175	315.976	-85.421	177.153	-67.211	141.186	-53.107	27.870	-24.549	353.949	-45.182	164.268
90796	-42.036	19.681	-59.689	37.348	-48.309	316.290	-85.402	174.054	-67.056	140.684	-53.016	28.255	-24.558	354.223	-45.127	163.924
90797	-41.985	20.008	-59.559	37.767	-48.442	316.607	-85.370	170.989	-66.901	140.189	-52.925	28.639	-24.566	354.496	-45.072	163.580
90798	-41.932	20.335	-59.427	38.183	-48.574	316.925	-85.324	167.976	-66.743	139.700	-52.832	29.021	-24.573	354.769	-45.015	163.237
90799	-41.879	20.661	-59.295	38.595	-48.705	317.244	-85.266	165.029	-66.584	139.217	-52.738	29.402	-24.580	355.043	-44.958	162.895
90800	-41.824	20.987	-59.160	39.004	-48.836	317.565	-85.195	162.161	-66.424	138.740	-52.643	29.781	-24.587	355.316	-44.899	162.554
90801	-41.769	21.312	-59.025	39.411	-48.966	317.888	-85.113	159.383	-66.262	138.270	-52.547	30.159	-24.593	355.589	-44.839	162.214
90802	-41.713	21.637	-58.889	39.814	-49.095	318.212	-85.019	156.704	-66.098	137.806	-52.450	30.535	-24.599	355.863	-44.778	161.874
90803	-41.657	21.961	-58.751	40.214	-49.223	318.538	-84.915	154.129	-65.933	137.349	-52.352	30.909	-24.605	356.136	-44.716	161.535
90804	-41.599	22.285	-58.613	40.611	-49.350	318.865	-84.801	151.662	-65.767	136.897	-52.253	31.282	-24.610	356.410	-44.653	161.197
90805	-41.541	22.608	-58.473	41.005	-49.477	319.194	-84.678	149.306	-65.599	136.451	-52.153	31.654	-24.615	356.683	-44.588	160.859
90806	-41.482	22.931	-58.332	41.396	-49.602	319.525	-84.546	147.060	-65.430	136.012	-52.051	32.023	-24.619	356.956	-44.523	160.522
90807	-41.422	23.253	-58.190	41.784	-49.727	319.857	-84.407	144.923	-65.260	135.578	-51.949	32.391	-24.623	357.230	-44.457	160.187
90808	-41.361	23.574	-58.047	42.169	-49.851	320.191	-84.259	142.894	-65.088	135.150	-51.845	32.758	-24.627	357.503	-44.389	159.852
90809	-41.300	23.895	-57.903	42.551	-49.974	320.526	-84.105	140.969	-64.915	134.727	-51.741	33.122	-24.630	357.777	-44.320	159.517
90810	-41.238	24.215	-57.758	42.931	-50.097	320.863	-83.945	139.144	-64.740	134.310	-51.635	33.486	-24.633	358.050	-44.250	159.184
90811	-41.175	24.535	-57.611	43.307	-50.218	321.202	-83.778	137.415	-64.565	133.899	-51.529	33.847	-24.636	358.324	-44.180	158.851
90812	-41.111	24.854	-57.464	43.680	-50.338	321.542	-83.607	135.778	-64.388	133.493	-51.421	34.207	-24.638	358.598	-44.108	158.520
90813	-41.047	25.173	-57.316	44.051	-50.458	321.885	-83.430	134.229	-64.210	133.093	-51.313	34.565	-24.640	358.871	-44.035	158.189
90814	-40.981	25.491	-57.167	44.418	-50.577	322.228	-83.248	132.761	-64.031	132.698	-51.203	34.922	-24.641	359.145	-43.961	157.859
90815	-40.915	25.808	-57.017	44.783	-50.694	322.573	-83.063	131.372	-63.850	132.308	-51.093	35.277	-24.642	359.418	-43.885	157.530
90816	-40.848	26.125	-56.865	45.145	-50.811	322.920	-82.873	130.057	-63.669	131.923	-50.981	35.631	-24.643	359.692	-43.809	157.202
90817	-40.781	26.441	-56.713	45.504	-50.927	323.269	-82.680	128.810	-63.487	131.544	-50.869	35.983	-24.643	359.965	-43.732	156.874
90818	-40.713	26.757	-56.560	45.860	-51.042	323.619	-82.484	127.628	-63.303	131.169	-50.755	36.333	-24.643	0.239	-43.654	156.548
90819	-40.643	27.072	-56.406	46.214	-51.156	323.971	-82.285	126.507	-63.118	130.800	-50.641	36.681	-24.642	0.513	-43.575	156.222
90820	-40.574	27.386	-56.251	46.565	-51.269	324.325	-82.082	125.444	-62.933	130.435	-50.526	37.028	-24.641	0.786	-43.494	155.898
90821	-40.503	27.700	-56.096	46.913	-51.381	324.680	-81.877	124.434	-62.746	130.075	-50.409	37.374	-24.640	1.060	-43.413	155.574
90822	-40.432	28.013	-55.939	47.258	-51.492	325.037	-81.670	123.474	-62.559	129.720	-50.292	37.718	-24.638	1.333	-43.331	155.251
90823	-40.360	28.325	-55.781	47.601	-51.602	325.395	-81.461	122.562	-62.370	129.369	-50.174	38.060	-24.636	1.607	-43.247	154.929
90824	-40.287	28.637	-55.623	47.941	-51.712	325.756	-81.249	121.694	-62.180	129.023	-50.055	38.400	-24.634	1.880	-43.163	154.608
90825	-40.213	28.948	-55.464	48.279	-51.820	326.117	-81.035	120.867	-61.990	128.682	-49.936	38.739	-24.631	2.154	-43.078	154.289
90826	-40.139	29.259	-55.304	48.614	-51.927	326.481	-80.820	120.079	-61.799	128.344	-49.815	39.076	-24.628	2.427	-42.991	153.969
90827	-40.064	29.569	-55.143	48.946	-52.033	326.846	-80.603	119.328	-61.606	128.012	-49.693	39.412	-24.624	2.701	-42.904	153.651
90828	-39.989	29.878	-54.981	49.276	-52.138	327.213	-80.384	118.611	-61.413	127.683	-49.571	39.746	-24.620	2.974	-42.816	153.334
90829	-39.912	30.187	-54.819	49.603	-52.242	327.581	-80.164	117.926	-61.219	127.359	-49.448	40.079	-24.616	3.248	-42.726	153.018
90830	-39.835	30.495	-54.655	49.928	-52.345	327.951	-79.943	117.272	-61.025	127.039	-49.323	40.410	-24.611	3.521	-42.636	152.703
90831	-39.757	30.802	-54.491	50.251	-52.447	328.323	-79.720	116.646	-60.829	126.723	-49.198	40.739	-24.606	3.795	-42.545	152.389
90832	-39.679	31.109	-54.326	50.570	-52.547	328.696	-79.496	116.048	-60.633	126.411	-49.073	41.067	-24.601	4.068	-42.453	152.076
90833	-39.600	31.415	-54.161	50.888	-52.647	329.071	-79.271	115.474	-60.435	126.103	-48.946	41.393	-24.595	4.342	-42.359	151.763
90834	-39.520	31.721	-53.994	51.203	-52.746	329.448	-79.045	114.924	-60.237	125.799	-48.818	41.718	-24.589	4.615	-42.265	151.452
90835	-39.439	32.025	-53.827	51.516	-52.843	329.826	-78.817	114.397	-60.039	125.499	-48.690	42.041	-24.582	4.888	-42.170	151.142
90836	-39.358	32.330	-53.659	51.826	-52.940	330.206	-78.589	113.892	-59.839	125.203	-48.561	42.362	-24.575	5.162	-42.074	150.833
90837	-39.276	32.633	-53.491	52.134	-53.035	330.588	-78.360	113.406	-59.639	124.910	-48.431	42.682	-24.568	5.435	-41.977	150.524
90838	-39.193	32.936	-53.322	52.439	-53.129	330.971	-78.131	112.939	-59.438	124.621	-48.300	43.001	-24.560	5.708	-41.880	150.217
90839	-39.110	33.238	-53.152	52.743	-53.222	331.355	-77.900	112.491	-59.237	124.335	-48.169	43.318	-24.552	5.981	-41.781	149.911
90840	-39.026	33.539	-52.981	53.044	-53.314	331.742	-77.669	112.059	-59.034	124.053	-48.037	43.633	-24.543	6.255	-41.681	149.606
90841	-38.942	33.840	-52.810	53.343	-53.405	332.130	-77.437	111.643	-58.831	123.775	-47.904	43.947	-24.534	6.528	-41.581	149.301
90842	-38.856	34.140	-52.638	53.639	-53.495	332.519	-77.204	111.243	-58.628	123.500	-47.770	44.259	-24.525	6.801	-41.479	148.998
90843	-38.770	34.440	-52.465	53.934	-53.583	332.910	-76.971	110.858	-58.424	123.228	-47.635	44.570	-24.515	7.074	-41.377	148.696
90844	-38.684	34.738	-52.292	54.226	-53.671	333.303	-76.737	110.486	-58.219	122.960	-47.500	44.879	-24.505	7.347	-41.274	148.395
90845	-38.596	35.037	-52.118	54.516	-53.757	333.697	-76.503	110.127	-58.013	122.695	-47.364	45.187	-24.495	7.620	-41.169	148.094
90846	-38.508	35.334	-51.944	54.804	-53.842	334.093	-76.268	109.781	-57.807	122.433	-47.228	45.493	-24.484	7.893	-41.064	147.795
90847	-38.420	35.631	-51.769	55.090	-53.925	334.490	-76.032	109.447	-57.601	122.174	-47.090	45.798	-24.473	8.166	-40.958	147.497
90848	-38.331	35.927	-51.593	55.373	-54.008	334.889	-75.796	109.124	-57.393	121.919	-46.952	46.101	-24.461	8.439	-40.852	147.200
90849	-38.241	36.222	-51.417	55.655	-54.089	335.289	-75.560	108.812	-57.185	121.666	-46.813	46.403	-24.449	8.712	-40.744	146.904
90850	-38.150	36.517	-51.240	55.935	-54.169	335.691	-75.323	108.510	-56.977	121.416	-46.674	46.703	-24.437	8.985	-40.636	146.609
90851	-38.059	36.811	-51.062	56.212	-54.248	336.094	-75.086	108.217	-56.768	121.170	-46.533	47.002	-24.424	9.257	-40.526	146.315
90852	-37.967	37.104	-50.884	56.488	-54.326	336.499	-74.849	107.935	-56.559	120.926	-46.393	47.300	-24.411	9.530	-40.416	146.022
90853	-37.875	37.397	-50.706	56.762	-54.402	336.905	-74.611	107.661	-56.348	120.685	-46.251	47.596	-24.398	9.803	-40.305	145.730
90854	-37.782	37.689	-50.526	57.033	-54.477	337.312	-74.372	107.396	-56.138	120.447	-46.109	47.890	-24.384	10.075	-40.193	145.439
90855	-37.688	37.980	-50.347	57.303	-54.551	337.721	-74.134	107.138	-55.927	120.212	-45.966	48.183	-24.369	10.348	-40.081	145.149
90856	-37.594	38.271	-50.166	57.571	-54.623	338.132	-73.895	106.889	-55.715	119.979	-45.822	48.475	-24.355	10.620	-39.967	144.860
90857	-37.499	38.561	-49.986	57.837	-54.695	338.544	-73.655	106.647	-55.503	119.750	-45.678	48.766	-24.340	10.893	-39.853	144.572
90858	-37.404	38.850	-49.804	58.101	-54.764	338.957	-73.416	106.413	-55.291	119.522	-45.533	49.054	-24.325	11.165	-39.738	144.285
90859	-37.308	39.138	-49.622	58.363	-54.833	339.372	-73.176	106.185	-55.078	119.298	-45.388	49.342	-24.309	11.437	-39.622	143.999
90860	-37.211	39.426	-49.440	58.624	-54.900	339.787	-72.936	105.964	-54.864	119.076	-45.242	49.628	-24.293	11.710	-39.505	143.714
90861	-37.114	39.714	-49.257	58.882	-54.966	340.205	-72.695	105.749	-54.650	118.856	-45.095	49.913	-24.276	11.982	-39.387	143.431
90862	-37.016	40.000	-49.074	59.139	-55.031	340.623	-72.455	105.540	-54.436	118.639	-44.948	50.196	-24.260	12.254	-39.269	143.148
90863	-36.918	40.286	-48.890	59.394	-55.095	341.043	-72.214	105.337	-54.221	118.424	-44.800	50.478	-24.242	12.526	-39.150	142.866
90864	-36.819	40.571	-48.706	59.648	-55.157	341.464	-71.973	105.140	-54.006	118.212	-44.651	50.759	-24.225	12.798	-39.030	142.585
90865	-36.720	40.855	-48.521	59.899	-55.217	341.887	-71.731	104.948	-53.790	118.002	-44.502	51.038	-24.207	13.070	-38.910	142.306
90866	-36.619	41.139	-48.335	60.149	-55.277	342.310	-71.490	104.761	-53.574	117.794	-44.352	51.316	-24.189	13.342	-38.788	142.027
90867	-36.519	41.422	-48.150	60.397	-55.334	342.735	-71.248	104.580	-53.357	117.589	-44.202	51.593	-24.170	13.614	-38.666	141.750
90868	-36.417	41.705	-47.963	60.644	-55.391	343.161	-71.006	104.403	-53.140	117.386	-44.051	51.868	-24.151	13.885	-38.543	141.473
90869	-36.316	41.986	-47.777	60.889	-55.446	343.588	-70.764	104.230	-52.923	117.185	-43.900	52.142	-24.131	14.157	-38.420	141.197
90870	-36.213	42.268	-47.590	61.132	-55.500	344.017	-70.521	104.062	-52.705	116.986	-43.748	52.415	-24.112	14.429	-38.295	140.923
90871	-36.110	42.548	-47.402	61.374	-55.553	344.446	-70.279	103.899	-52.487	116.789	-43.595	52.686	-24.091	14.700	-38.170	140.649
90872	-36.007	42.828	-47.214	61.614	-55.604	344.877	-70.036	103.739	-52.269	116.595	-43.442	52.957	-24.071	14.972	-38.044	140.377
90873	-35.903	43.107	-47.026	61.852	-55.653	345.308	-69.793	103.584	-52.050	116.403	-43.288	53.226	-24.050	15.243	-37.918	140.105
90874	-35.798	43.385	-46.837	62.089	-55.702	345.741	-69.550	103.432	-51.831	116.212	-43.134	53.493	-24.029	15.514	-37.790	139.834
90875	-35.693	43.663	-46.648	62.324	-55.748	346.174	-69.307	103.284	-51.611	116.024	-42.979	53.760	-24.007	15.785	-37.662	139.565
90876	-35.588	43.940	-46.458	62.558	-55.794	346.609	-69.064	103.140	-51.391	115.837	-42.824	54.025	-23.985	16.057	-37.534	139.296
90877	-35.482	44.216	-46.268	62.791	-55.838	347.045	-68.820	102.999	-51.171	115.653	-42.668	54.289	-23.963	16.328	-37.404	139.029
90878	-35.375	44.492	-46.078	63.022	-55.880	347.481	-68.577	102.862	-50.950	115.470	-42.512	54.551	-23.940	16.599	-37.274	138.762
90879	-35.268	44.767	-45.887	63.251	-55.921	347.919	-68.333	102.728	-50.729	115.290	-42.355	54.813	-23.917	16.869	-37.144	138.497
90880	-35.160	45.041	-45.696	63.479	-55.961	348.357	-68.089	102.597	-50.508	115.111	-42.198	55.073	-23.894	17.140	-37.012	138.232
90881	-35.052	45.315	-45.504	63.706	-55.999	348.796	-67.845	102.468	-50.287	114.934	-42.040	55.332	-23.870	17.411	-36.880	137.969
90882	-34.943	45.587	-45.312	63.931	-56.036	349.236	-67.601	102.343	-50.065	114.759	-41.882	55.590	-23.846	17.681	-36.747	137.706
90883	-34.834	45.860	-45.120	64.154	-56.071	349.677	-67.357	102.221	-49.842	114.585	-41.723	55.847	-23.821	17.952	-36.614	137.445
90884	-34.724	46.131	-44.927	64.377	-56.105	350.118	-67.113	102.102	-49.620	114.414	-41.564	56.102	-23.796	18.222	-36.479	137.184
90885	-34.614	46.402	-44.734	64.598	-56.138	350.561	-66.868	101.985	-49.397	114.244	-41.404	56.356	-23.771	18.493	-36.345	136.924
90886	-34.503	46.673	-44.541	64.817	-56.169	351.004	-66.624	101.871	-49.174	114.075	-41.244	56.610	-23.745	18.763	-36.209	136.666
90887	-34.392	46.942	-44.347	65.036	-56.198	351.447	-66.379	101.759	-48.951	113.909	-41.083	56.862	-23.719	19.033	-36.073	136.408
90888	-34.280	47.211	-44.153	65.253	-56.226	351.891	-66.134	101.650	-48.727	113.744	-40.922	57.113	-23.693	19.303	-35.936	136.151
90889	-34.168	47.480	-43.958	65.468	-56.252	352.336	-65.889	101.543	-48.503	113.580	-40.760	57.362	-23.666	19.573	-35.799	135.896
90890	-34.055	47.747	-43.763	65.683	-56.277	352.782	-65.644	101.438	-48.279	113.419	-40.598	57.611	-23.639	19.843	-35.661	135.641
90891	-33.942	48.015	-43.568	65.896	-56.301	353.228	-65.399	101.336	-48.054	113.258	-40.436	57.859	-23.612	20.113	-35.522	135.387
90892	-33.828	48.281	-43.373	66.108	-56.323	353.674	-65.154	101.235	-47.829	113.100	-40.273	58.105	-23.584	20.382	-35.383	135.134
90893	-33.714	48.547	-43.177	66.318	-56.343	354.121	-64.909	101.137	-47.604	112.943	-40.109	58.351	-23.556	20.652	-35.243	134.882
90894	-33.599	48.812	-42.981	66.528	-56.362	354.569	-64.664	101.041	-47.379	112.787	-39.945	58.595	-23.528	20.921	-35.102	134.631
90895	-33.484	49.076	-42.785	66.736	-56.380	355.017	-64.419	100.947	-47.153	112.633	-39.781	58.838	-23.499	21.191	-34.961	134.381
90896	-33.369	49.340	-42.588	66.943	-56.396	355.465	-64.173	100.855	-46.928	112.480	-39.617	59.080	-23.470	21.460	-34.820	134.132
90897	-33.253	49.603	-42.391	67.149	-56.410	355.914	-63.928	100.764	-46.701	112.329	-39.451	59.321	-23.440	21.729	-34.677	133.884
90898	-33.136	49.866	-42.194	67.353	-56.423	356.363	-63.682	100.676	-46.475	112.179	-39.286	59.561	-23.410	21.998	-34.534	133.637
90899	-33.020	50.128	-41.996	67.557	-56.435	356.812	-63.436	100.589	-46.249	112.030	-39.120	59.800	-23.380	22.267	-34.391	133.391
