Zeit [min]	Potsdam Altitude [Deg]	Potsdam Azimuth [Deg]	Shanghai Altitude [Deg]	Shanghai Azimuth [Deg]	Kaxgar Altitude [Deg]	Kaxgar Azimuth [Deg]	Singapur Altitude [Deg]	Singapur Azimuth [Deg]	Lima Altitude [Deg]	Lima Azimuth [Deg]	Denver Altitude [Deg]	Denver Azimuth [Deg]	Barrow Altitude [Deg]	Barrow Azimuth [Deg]	Melbourne Altitude [Deg]	Melbourne Azimuth [Deg]
91327	25.401	143.516	43.505	137.814	7.808	104.377	42.731	99.386	56.998	82.361	36.286	141.073	5.504	127.526	44.494	54.889
91328	25.492	143.773	43.648	138.094	7.995	104.543	42.978	99.430	57.240	82.258	36.407	141.343	5.567	127.767	44.656	54.624
91329	25.582	144.030	43.791	138.376	8.182	104.709	43.224	99.475	57.482	82.154	36.527	141.614	5.631	128.009	44.817	54.357
91330	25.671	144.287	43.932	138.660	8.369	104.875	43.471	99.519	57.724	82.049	36.645	141.886	5.694	128.251	44.977	54.089
91331	25.760	144.545	44.073	138.945	8.555	105.041	43.717	99.565	57.966	81.943	36.764	142.159	5.757	128.492	45.137	53.820
91332	25.848	144.803	44.213	139.231	8.741	105.208	43.963	99.611	58.209	81.836	36.881	142.432	5.819	128.734	45.297	53.549
91333	25.936	145.062	44.353	139.519	8.928	105.374	44.210	99.657	58.451	81.727	36.998	142.707	5.882	128.976	45.456	53.276
91334	26.023	145.321	44.491	139.808	9.114	105.542	44.456	99.704	58.693	81.617	37.114	142.983	5.944	129.218	45.614	53.003
91335	26.109	145.580	44.629	140.099	9.299	105.709	44.703	99.752	58.934	81.506	37.230	143.259	6.006	129.460	45.772	52.727
91336	26.195	145.840	44.765	140.391	9.485	105.876	44.949	99.800	59.176	81.393	37.344	143.536	6.068	129.703	45.929	52.451
91337	26.281	146.101	44.901	140.684	9.671	106.044	45.195	99.849	59.418	81.279	37.458	143.815	6.129	129.945	46.086	52.173
91338	26.365	146.361	45.036	140.979	9.856	106.212	45.441	99.898	59.660	81.164	37.571	144.094	6.190	130.187	46.242	51.893
91339	26.450	146.623	45.171	141.276	10.041	106.381	45.688	99.948	59.901	81.047	37.683	144.374	6.252	130.430	46.397	51.612
91340	26.533	146.884	45.304	141.574	10.226	106.550	45.934	99.999	60.143	80.929	37.795	144.655	6.313	130.672	46.552	51.330
91341	26.616	147.146	45.437	141.873	10.411	106.719	46.180	100.050	60.384	80.809	37.906	144.937	6.373	130.915	46.706	51.046
91342	26.699	147.409	45.568	142.174	10.596	106.888	46.426	100.101	60.626	80.687	38.016	145.220	6.434	131.158	46.860	50.760
91343	26.781	147.672	45.699	142.477	10.781	107.057	46.672	100.154	60.867	80.564	38.125	145.504	6.494	131.400	47.013	50.473
91344	26.862	147.935	45.829	142.781	10.965	107.227	46.918	100.207	61.108	80.439	38.233	145.788	6.554	131.643	47.165	50.184
91345	26.943	148.199	45.958	143.086	11.149	107.397	47.164	100.260	61.349	80.313	38.341	146.074	6.614	131.886	47.317	49.894
91346	27.023	148.463	46.086	143.393	11.333	107.568	47.410	100.315	61.590	80.185	38.448	146.360	6.673	132.129	47.468	49.602
91347	27.102	148.728	46.213	143.702	11.517	107.739	47.656	100.370	61.831	80.055	38.554	146.648	6.733	132.372	47.618	49.309
91348	27.181	148.992	46.339	144.012	11.701	107.910	47.901	100.425	62.072	79.923	38.659	146.936	6.792	132.616	47.768	49.014
91349	27.260	149.258	46.464	144.323	11.884	108.081	48.147	100.482	62.313	79.790	38.764	147.225	6.851	132.859	47.917	48.717
91350	27.337	149.524	46.589	144.636	12.068	108.253	48.393	100.539	62.553	79.654	38.867	147.515	6.909	133.102	48.065	48.419
91351	27.414	149.790	46.712	144.951	12.251	108.425	48.639	100.597	62.794	79.516	38.970	147.806	6.968	133.346	48.213	48.119
91352	27.491	150.057	46.834	145.267	12.434	108.597	48.884	100.655	63.034	79.377	39.072	148.098	7.026	133.589	48.360	47.818
91353	27.567	150.324	46.956	145.585	12.617	108.770	49.130	100.715	63.274	79.235	39.173	148.391	7.084	133.833	48.506	47.515
91354	27.642	150.591	47.076	145.904	12.800	108.943	49.375	100.775	63.515	79.092	39.274	148.685	7.141	134.077	48.652	47.210
91355	27.717	150.859	47.195	146.224	12.982	109.116	49.621	100.835	63.755	78.946	39.373	148.979	7.199	134.321	48.796	46.904
91356	27.791	151.127	47.314	146.546	13.164	109.290	49.866	100.897	63.995	78.797	39.472	149.275	7.256	134.565	48.941	46.596
91357	27.864	151.396	47.431	146.870	13.346	109.464	50.112	100.960	64.234	78.647	39.569	149.571	7.313	134.809	49.084	46.286
91358	27.937	151.665	47.548	147.195	13.528	109.638	50.357	101.023	64.474	78.494	39.666	149.868	7.370	135.053	49.227	45.975
91359	28.009	151.934	47.663	147.522	13.710	109.813	50.602	101.087	64.714	78.339	39.762	150.166	7.426	135.297	49.369	45.662
91360	28.080	152.204	47.777	147.850	13.891	109.988	50.848	101.152	64.953	78.181	39.858	150.466	7.483	135.541	49.510	45.347
91361	28.151	152.474	47.891	148.180	14.073	110.163	51.093	101.218	65.192	78.020	39.952	150.765	7.539	135.785	49.650	45.030
91362	28.221	152.745	48.003	148.511	14.254	110.339	51.338	101.284	65.431	77.857	40.045	151.066	7.594	136.030	49.790	44.712
91363	28.291	153.016	48.114	148.844	14.434	110.515	51.583	101.352	65.670	77.691	40.138	151.368	7.650	136.274	49.929	44.392
91364	28.360	153.287	48.224	149.178	14.615	110.692	51.828	101.420	65.909	77.522	40.229	151.671	7.705	136.519	50.067	44.070
91365	28.428	153.559	48.333	149.514	14.796	110.868	52.073	101.490	66.148	77.351	40.320	151.974	7.760	136.764	50.204	43.747
91366	28.496	153.831	48.441	149.851	14.976	111.046	52.318	101.560	66.387	77.176	40.410	152.278	7.815	137.009	50.340	43.421
91367	28.563	154.104	48.548	150.190	15.156	111.223	52.563	101.631	66.625	76.999	40.499	152.583	7.870	137.253	50.476	43.094
91368	28.629	154.377	48.654	150.530	15.336	111.401	52.808	101.704	66.863	76.818	40.587	152.889	7.924	137.498	50.611	42.766
91369	28.695	154.650	48.759	150.872	15.515	111.580	53.052	101.777	67.101	76.634	40.674	153.196	7.978	137.744	50.745	42.435
91370	28.760	154.924	48.862	151.215	15.694	111.759	53.297	101.851	67.339	76.446	40.760	153.504	8.032	137.989	50.878	42.103
91371	28.824	155.198	48.965	151.560	15.874	111.938	53.541	101.927	67.577	76.255	40.846	153.813	8.085	138.234	51.010	41.768
91372	28.888	155.472	49.066	151.906	16.052	112.117	53.786	102.003	67.814	76.060	40.930	154.122	8.138	138.479	51.141	41.432
91373	28.951	155.747	49.166	152.254	16.231	112.298	54.030	102.080	68.051	75.862	41.013	154.432	8.191	138.725	51.272	41.095
91374	29.013	156.022	49.265	152.603	16.410	112.478	54.275	102.159	68.288	75.660	41.096	154.743	8.244	138.970	51.401	40.755
91375	29.075	156.298	49.363	152.954	16.588	112.659	54.519	102.239	68.525	75.454	41.177	155.055	8.297	139.216	51.530	40.413
91376	29.136	156.574	49.460	153.306	16.766	112.840	54.763	102.320	68.762	75.244	41.258	155.368	8.349	139.462	51.658	40.070
91377	29.196	156.850	49.555	153.660	16.944	113.022	55.007	102.402	68.998	75.029	41.338	155.682	8.401	139.707	51.785	39.725
91378	29.256	157.127	49.650	154.015	17.121	113.204	55.251	102.485	69.234	74.811	41.416	155.996	8.453	139.953	51.911	39.378
91379	29.315	157.404	49.743	154.371	17.298	113.386	55.495	102.569	69.470	74.587	41.494	156.311	8.504	140.199	52.036	39.029
91380	29.373	157.681	49.835	154.729	17.475	113.569	55.739	102.655	69.706	74.360	41.571	156.627	8.555	140.445	52.160	38.678
91381	29.431	157.959	49.925	155.088	17.652	113.753	55.983	102.742	69.941	74.127	41.646	156.944	8.606	140.691	52.283	38.326
91382	29.488	158.237	50.015	155.449	17.829	113.937	56.227	102.831	70.176	73.889	41.721	157.261	8.657	140.938	52.406	37.971
91383	29.544	158.515	50.103	155.811	18.005	114.121	56.470	102.920	70.411	73.646	41.795	157.580	8.707	141.184	52.527	37.615
91384	29.599	158.794	50.190	156.174	18.181	114.306	56.714	103.011	70.645	73.398	41.868	157.899	8.757	141.430	52.647	37.257
91385	29.654	159.073	50.276	156.539	18.357	114.491	56.957	103.104	70.879	73.145	41.940	158.219	8.807	141.677	52.766	36.897
91386	29.708	159.352	50.360	156.906	18.532	114.677	57.201	103.197	71.113	72.885	42.010	158.539	8.857	141.923	52.885	36.535
91387	29.762	159.632	50.444	157.273	18.707	114.863	57.444	103.293	71.347	72.620	42.080	158.861	8.906	142.170	53.002	36.171
91388	29.815	159.912	50.526	157.642	18.882	115.050	57.687	103.389	71.580	72.348	42.149	159.183	8.955	142.417	53.118	35.805
91389	29.867	160.192	50.606	158.012	19.057	115.237	57.930	103.488	71.813	72.071	42.217	159.506	9.004	142.664	53.234	35.438
91390	29.918	160.473	50.686	158.384	19.231	115.424	58.173	103.587	72.045	71.786	42.284	159.829	9.052	142.911	53.348	35.068
91391	29.969	160.754	50.764	158.757	19.406	115.612	58.416	103.689	72.277	71.495	42.349	160.153	9.100	143.158	53.461	34.697
91392	30.019	161.035	50.841	159.131	19.579	115.801	58.659	103.792	72.509	71.196	42.414	160.478	9.148	143.405	53.573	34.323
91393	30.068	161.316	50.916	159.506	19.753	115.990	58.902	103.896	72.740	70.890	42.478	160.804	9.196	143.652	53.684	33.948
91394	30.116	161.598	50.991	159.883	19.926	116.179	59.144	104.003	72.971	70.577	42.540	161.131	9.243	143.899	53.794	33.571
91395	30.164	161.880	51.064	160.261	20.099	116.370	59.387	104.111	73.202	70.255	42.602	161.458	9.290	144.147	53.903	33.192
91396	30.211	162.163	51.135	160.640	20.272	116.560	59.629	104.221	73.432	69.926	42.663	161.786	9.337	144.394	54.011	32.811
91397	30.258	162.446	51.205	161.021	20.445	116.751	59.871	104.332	73.661	69.587	42.722	162.114	9.384	144.642	54.117	32.429
91398	30.303	162.729	51.274	161.402	20.617	116.943	60.113	104.446	73.890	69.240	42.781	162.443	9.430	144.889	54.223	32.044
91399	30.348	163.012	51.342	161.785	20.789	117.135	60.355	104.561	74.118	68.883	42.838	162.773	9.476	145.137	54.327	31.658
91400	30.392	163.296	51.408	162.169	20.960	117.327	60.597	104.679	74.346	68.516	42.895	163.103	9.522	145.385	54.431	31.269
91401	30.436	163.579	51.473	162.554	21.132	117.520	60.839	104.798	74.573	68.139	42.950	163.434	9.567	145.633	54.533	30.879
91402	30.479	163.864	51.536	162.941	21.303	117.714	61.080	104.919	74.800	67.752	43.004	163.766	9.612	145.881	54.634	30.487
91403	30.521	164.148	51.598	163.328	21.473	117.908	61.322	105.043	75.026	67.354	43.057	164.098	9.657	146.129	54.734	30.093
91404	30.562	164.433	51.659	163.716	21.644	118.103	61.563	105.168	75.251	66.944	43.109	164.431	9.701	146.377	54.832	29.697
91405	30.603	164.718	51.718	164.106	21.814	118.298	61.804	105.296	75.476	66.522	43.160	164.765	9.746	146.625	54.930	29.299
91406	30.643	165.003	51.776	164.496	21.984	118.494	62.045	105.426	75.700	66.088	43.210	165.099	9.790	146.874	55.026	28.900
91407	30.682	165.288	51.833	164.888	22.153	118.690	62.286	105.559	75.923	65.640	43.259	165.433	9.833	147.122	55.121	28.498
91408	30.720	165.574	51.888	165.281	22.322	118.887	62.527	105.694	76.146	65.179	43.307	165.769	9.877	147.371	55.215	28.095
91409	30.758	165.860	51.941	165.674	22.491	119.085	62.767	105.831	76.367	64.704	43.354	166.104	9.920	147.619	55.307	27.690
91410	30.795	166.146	51.994	166.069	22.660	119.283	63.008	105.971	76.588	64.213	43.399	166.441	9.962	147.868	55.399	27.284
91411	30.831	166.433	52.044	166.464	22.828	119.482	63.248	106.113	76.807	63.707	43.444	166.777	10.005	148.117	55.489	26.875
91412	30.866	166.719	52.094	166.861	22.996	119.681	63.488	106.258	77.026	63.185	43.487	167.115	10.047	148.366	55.578	26.465
91413	30.901	167.006	52.142	167.258	23.163	119.880	63.728	106.405	77.244	62.645	43.530	167.453	10.089	148.615	55.665	26.052
91414	30.935	167.293	52.188	167.657	23.330	120.081	63.967	106.556	77.460	62.088	43.571	167.791	10.131	148.864	55.751	25.638
91415	30.968	167.581	52.233	168.056	23.497	120.282	64.207	106.709	77.676	61.512	43.611	168.130	10.172	149.113	55.836	25.223
91416	31.000	167.868	52.277	168.456	23.664	120.483	64.446	106.865	77.890	60.916	43.650	168.469	10.213	149.362	55.920	24.805
91417	31.032	168.156	52.319	168.856	23.830	120.685	64.685	107.024	78.103	60.300	43.688	168.809	10.254	149.611	56.002	24.386
91418	31.063	168.444	52.359	169.258	23.995	120.888	64.924	107.186	78.315	59.661	43.724	169.149	10.294	149.860	56.083	23.965
91419	31.093	168.732	52.398	169.660	24.161	121.091	65.163	107.352	78.525	59.001	43.760	169.490	10.334	150.110	56.163	23.543
91420	31.123	169.021	52.436	170.063	24.326	121.295	65.401	107.521	78.734	58.316	43.795	169.831	10.374	150.359	56.242	23.119
91421	31.151	169.309	52.472	170.467	24.491	121.500	65.639	107.693	78.942	57.607	43.828	170.172	10.413	150.609	56.319	22.693
91422	31.179	169.598	52.507	170.871	24.655	121.705	65.877	107.868	79.147	56.871	43.860	170.514	10.453	150.859	56.394	22.265
91423	31.207	169.887	52.540	171.276	24.819	121.911	66.115	108.047	79.351	56.108	43.891	170.856	10.491	151.108	56.469	21.836
91424	31.233	170.176	52.572	171.682	24.983	122.117	66.353	108.230	79.553	55.316	43.921	171.199	10.530	151.358	56.541	21.405
91425	31.259	170.465	52.602	172.088	25.146	122.324	66.590	108.416	79.753	54.494	43.950	171.542	10.568	151.608	56.613	20.973
91426	31.283	170.755	52.631	172.495	25.309	122.532	66.827	108.606	79.951	53.641	43.978	171.885	10.606	151.858	56.683	20.539
91427	31.308	171.044	52.658	172.902	25.471	122.740	67.064	108.801	80.147	52.754	44.004	172.229	10.644	152.108	56.752	20.103
91428	31.331	171.334	52.683	173.310	25.634	122.949	67.300	108.999	80.341	51.832	44.030	172.573	10.681	152.358	56.819	19.666
91429	31.354	171.624	52.708	173.718	25.795	123.159	67.536	109.202	80.532	50.873	44.054	172.917	10.718	152.609	56.885	19.228
91430	31.375	171.914	52.730	174.127	25.957	123.369	67.772	109.409	80.720	49.877	44.077	173.262	10.755	152.859	56.949	18.788
91431	31.397	172.204	52.751	174.536	26.118	123.580	68.008	109.620	80.905	48.840	44.099	173.607	10.791	153.109	57.012	18.347
91432	31.417	172.495	52.771	174.946	26.278	123.792	68.243	109.836	81.088	47.761	44.120	173.952	10.827	153.360	57.074	17.904
91433	31.436	172.785	52.789	175.356	26.438	124.004	68.478	110.057	81.268	46.639	44.140	174.297	10.863	153.610	57.134	17.459
91434	31.455	173.076	52.806	175.766	26.598	124.217	68.713	110.283	81.444	45.471	44.158	174.643	10.899	153.861	57.193	17.014
91435	31.473	173.367	52.821	176.177	26.758	124.430	68.947	110.514	81.616	44.255	44.176	174.988	10.934	154.112	57.250	16.567
91436	31.490	173.658	52.834	176.588	26.917	124.645	69.181	110.750	81.785	42.989	44.192	175.334	10.969	154.362	57.306	16.118
91437	31.507	173.949	52.846	176.999	27.075	124.860	69.414	110.992	81.949	41.672	44.207	175.681	11.003	154.613	57.360	15.669
91438	31.523	174.240	52.857	177.411	27.233	125.075	69.647	111.239	82.110	40.302	44.221	176.027	11.037	154.864	57.413	15.218
91439	31.538	174.531	52.865	177.822	27.391	125.292	69.880	111.492	82.266	38.876	44.233	176.373	11.071	155.115	57.464	14.766
91440	31.552	174.822	52.873	178.234	27.548	125.509	70.113	111.751	82.417	37.394	44.245	176.720	11.105	155.366	57.513	14.313
91441	31.565	175.114	52.879	178.646	27.705	125.726	70.344	112.016	82.563	35.853	44.255	177.067	11.138	155.617	57.562	13.858
91442	31.578	175.405	52.883	179.058	27.862	125.945	70.576	112.287	82.703	34.253	44.265	177.414	11.171	155.869	57.608	13.402
91443	31.590	175.697	52.886	179.470	28.018	126.164	70.807	112.566	82.838	32.592	44.273	177.761	11.204	156.120	57.653	12.946
91444	31.601	175.988	52.887	179.882	28.173	126.384	71.038	112.851	82.966	30.869	44.280	178.108	11.236	156.371	57.697	12.488
91445	31.611	176.280	52.887	180.294	28.328	126.604	71.268	113.143	83.089	29.085	44.285	178.455	11.268	156.623	57.739	12.029
91446	31.620	176.572	52.885	180.706	28.483	126.826	71.497	113.442	83.204	27.240	44.290	178.803	11.300	156.874	57.779	11.569
91447	31.629	176.864	52.881	181.118	28.637	127.048	71.726	113.749	83.312	25.333	44.293	179.150	11.331	157.126	57.818	11.108
91448	31.637	177.155	52.876	181.530	28.791	127.271	71.955	114.064	83.413	23.366	44.296	179.497	11.362	157.377	57.856	10.646
91449	31.644	177.447	52.870	181.942	28.945	127.494	72.183	114.386	83.506	21.341	44.297	179.845	11.393	157.629	57.891	10.184
91450	31.651	177.739	52.862	182.354	29.097	127.718	72.410	114.718	83.591	19.261	44.297	180.192	11.423	157.881	57.926	9.720
91451	31.656	178.031	52.852	182.765	29.250	127.943	72.637	115.058	83.667	17.128	44.296	180.540	11.453	158.133	57.958	9.256
91452	31.661	178.324	52.841	183.176	29.402	128.169	72.863	115.407	83.735	14.947	44.293	180.887	11.483	158.385	57.989	8.790
91453	31.665	178.616	52.829	183.587	29.553	128.396	73.088	115.765	83.794	12.722	44.290	181.234	11.512	158.637	58.019	8.324
91454	31.669	178.908	52.814	183.998	29.704	128.623	73.313	116.134	83.843	10.458	44.285	181.582	11.541	158.889	58.046	7.858
91455	31.671	179.200	52.799	184.409	29.855	128.851	73.537	116.512	83.882	8.162	44.279	181.929	11.570	159.141	58.073	7.390
91456	31.673	179.492	52.782	184.819	30.005	129.080	73.760	116.901	83.912	5.840	44.272	182.276	11.598	159.393	58.097	6.922
91457	31.674	179.784	52.763	185.229	30.155	129.309	73.983	117.300	83.932	3.499	44.264	182.623	11.626	159.645	58.120	6.454
91458	31.674	180.076	52.743	185.638	30.304	129.540	74.204	117.711	83.942	1.146	44.254	182.970	11.654	159.897	58.142	5.984
91459	31.673	180.369	52.721	186.047	30.452	129.771	74.425	118.134	83.942	358.790	44.244	183.317	11.681	160.150	58.162	5.515
91460	31.672	180.661	52.698	186.456	30.600	130.003	74.645	118.569	83.932	356.438	44.232	183.664	11.708	160.402	58.180	5.044
91461	31.670	180.953	52.673	186.864	30.748	130.235	74.864	119.017	83.911	354.097	44.219	184.010	11.735	160.655	58.197	4.574
91462	31.667	181.245	52.646	187.272	30.895	130.469	75.082	119.478	83.881	351.776	44.205	184.357	11.761	160.907	58.211	4.103
91463	31.663	181.537	52.619	187.679	31.041	130.703	75.299	119.952	83.841	349.480	44.190	184.703	11.787	161.160	58.225	3.631
91464	31.659	181.829	52.589	188.085	31.188	130.938	75.515	120.441	83.792	347.217	44.174	185.049	11.813	161.412	58.237	3.160
91465	31.653	182.121	52.558	188.491	31.333	131.174	75.730	120.945	83.733	344.993	44.156	185.394	11.839	161.665	58.247	2.688
91466	31.647	182.413	52.526	188.897	31.478	131.411	75.944	121.464	83.665	342.813	44.138	185.740	11.864	161.918	58.255	2.215
91467	31.641	182.705	52.492	189.302	31.623	131.648	76.157	121.999	83.589	340.682	44.118	186.085	11.888	162.171	58.262	1.743
91468	31.633	182.997	52.457	189.706	31.766	131.886	76.368	122.551	83.504	338.603	44.097	186.430	11.913	162.424	58.267	1.270
91469	31.625	183.289	52.420	190.109	31.910	132.126	76.578	123.120	83.411	336.580	44.075	186.775	11.937	162.677	58.271	0.797
91470	31.616	183.581	52.382	190.512	32.053	132.365	76.786	123.708	83.310	334.615	44.052	187.120	11.960	162.930	58.273	0.325
91471	31.606	183.873	52.342	190.914	32.195	132.606	76.994	124.314	83.201	332.710	44.027	187.464	11.984	163.183	58.273	359.852
91472	31.595	184.164	52.301	191.315	32.337	132.848	77.199	124.940	83.085	330.866	44.002	187.808	12.007	163.436	58.272	359.379
91473	31.583	184.456	52.258	191.715	32.478	133.090	77.403	125.586	82.963	329.083	43.975	188.152	12.029	163.689	58.269	358.906
91474	31.571	184.747	52.214	192.115	32.619	133.333	77.606	126.254	82.834	327.362	43.947	188.495	12.052	163.942	58.264	358.433
91475	31.558	185.039	52.168	192.514	32.759	133.578	77.806	126.943	82.699	325.703	43.918	188.838	12.074	164.196	58.258	357.961
91476	31.544	185.330	52.121	192.911	32.898	133.823	78.005	127.656	82.559	324.104	43.888	189.180	12.095	164.449	58.250	357.489
91477	31.530	185.621	52.073	193.308	33.037	134.068	78.202	128.393	82.413	322.565	43.857	189.523	12.117	164.702	58.241	357.016
91478	31.514	185.913	52.023	193.705	33.176	134.315	78.397	129.155	82.262	321.085	43.824	189.864	12.138	164.956	58.229	356.545
91479	31.498	186.204	51.971	194.100	33.313	134.562	78.590	129.942	82.106	319.660	43.791	190.206	12.158	165.209	58.217	356.073
91480	31.482	186.495	51.919	194.494	33.451	134.811	78.780	130.757	81.945	318.292	43.756	190.547	12.179	165.463	58.202	355.602
91481	31.464	186.785	51.864	194.887	33.587	135.060	78.968	131.600	81.780	316.976	43.721	190.887	12.199	165.716	58.186	355.131
91482	31.445	187.076	51.809	195.279	33.723	135.310	79.154	132.472	81.611	315.712	43.684	191.227	12.218	165.970	58.169	354.661
91483	31.426	187.367	51.752	195.670	33.859	135.561	79.337	133.374	81.439	314.497	43.646	191.567	12.237	166.223	58.149	354.191
91484	31.406	187.657	51.693	196.061	33.994	135.813	79.517	134.307	81.263	313.330	43.607	191.906	12.256	166.477	58.129	353.721
91485	31.386	187.947	51.633	196.450	34.128	136.065	79.695	135.273	81.083	312.209	43.566	192.245	12.275	166.731	58.106	353.252
91486	31.364	188.238	51.572	196.838	34.261	136.319	79.869	136.273	80.901	311.131	43.525	192.584	12.293	166.985	58.082	352.784
91487	31.342	188.528	51.509	197.225	34.394	136.573	80.040	137.307	80.715	310.096	43.483	192.921	12.311	167.239	58.056	352.316
91488	31.319	188.817	51.445	197.610	34.527	136.829	80.208	138.377	80.526	309.100	43.439	193.259	12.329	167.492	58.029	351.850
91489	31.295	189.107	51.380	197.995	34.658	137.085	80.372	139.484	80.335	308.143	43.395	193.595	12.346	167.746	58.000	351.383
91490	31.271	189.397	51.313	198.378	34.789	137.342	80.533	140.630	80.142	307.222	43.349	193.932	12.363	168.000	57.970	350.918
91491	31.245	189.686	51.245	198.761	34.920	137.600	80.689	141.814	79.946	306.336	43.302	194.267	12.379	168.254	57.938	350.453
91492	31.219	189.975	51.176	199.142	35.050	137.859	80.841	143.038	79.748	305.483	43.254	194.602	12.395	168.508	57.904	349.989
91493	31.192	190.264	51.105	199.522	35.179	138.119	80.990	144.303	79.548	304.662	43.205	194.937	12.411	168.763	57.869	349.526
91494	31.165	190.553	51.033	199.900	35.307	138.379	81.133	145.610	79.346	303.871	43.155	195.271	12.426	169.017	57.832	349.064
91495	31.137	190.842	50.959	200.278	35.435	138.641	81.272	146.960	79.142	303.108	43.104	195.604	12.442	169.271	57.794	348.603
91496	31.107	191.130	50.884	200.654	35.562	138.903	81.406	148.352	78.936	302.374	43.052	195.937	12.456	169.525	57.754	348.142
91497	31.078	191.418	50.808	201.029	35.689	139.167	81.534	149.787	78.729	301.665	42.998	196.270	12.471	169.779	57.713	347.683
91498	31.047	191.707	50.731	201.403	35.815	139.431	81.657	151.266	78.520	300.981	42.944	196.601	12.485	170.033	57.670	347.225
91499	31.016	191.994	50.652	201.775	35.940	139.696	81.774	152.788	78.309	300.321	42.889	196.932	12.498	170.288	57.625	346.768
91500	30.984	192.282	50.572	202.146	36.064	139.962	81.885	154.353	78.098	299.684	42.832	197.262	12.512	170.542	57.579	346.312
91501	30.951	192.570	50.491	202.516	36.188	140.229	81.990	155.960	77.885	299.068	42.774	197.592	12.525	170.796	57.532	345.857
91502	30.917	192.857	50.408	202.884	36.311	140.497	82.089	157.609	77.670	298.472	42.716	197.921	12.537	171.051	57.482	345.403
91503	30.883	193.144	50.324	203.251	36.434	140.766	82.181	159.297	77.455	297.897	42.656	198.250	12.550	171.305	57.432	344.950
91504	30.848	193.431	50.239	203.617	36.556	141.035	82.266	161.025	77.238	297.340	42.596	198.577	12.562	171.560	57.380	344.499
91505	30.812	193.717	50.153	203.981	36.677	141.306	82.343	162.789	77.020	296.801	42.534	198.904	12.573	171.814	57.326	344.049
91506	30.775	194.003	50.065	204.344	36.797	141.578	82.413	164.588	76.801	296.279	42.471	199.231	12.585	172.069	57.271	343.600
91507	30.738	194.290	49.977	204.705	36.916	141.850	82.476	166.418	76.582	295.773	42.407	199.556	12.595	172.323	57.214	343.153
91508	30.700	194.575	49.887	205.065	37.035	142.124	82.531	168.277	76.361	295.283	42.342	199.881	12.606	172.578	57.156	342.707
91509	30.661	194.861	49.795	205.424	37.153	142.398	82.578	170.162	76.140	294.808	42.276	200.206	12.616	172.832	57.097	342.262
91510	30.622	195.146	49.703	205.781	37.271	142.673	82.616	172.068	75.917	294.347	42.210	200.529	12.626	173.087	57.036	341.818
91511	30.582	195.431	49.609	206.137	37.387	142.949	82.646	173.993	75.694	293.900	42.142	200.852	12.635	173.342	56.973	341.377
91512	30.541	195.716	49.515	206.492	37.503	143.226	82.668	175.931	75.470	293.466	42.073	201.174	12.645	173.596	56.909	340.936
91513	30.499	196.001	49.419	206.845	37.618	143.504	82.682	177.879	75.245	293.045	42.003	201.495	12.653	173.851	56.844	340.497
91514	30.456	196.285	49.321	207.196	37.733	143.783	82.687	179.831	75.020	292.635	41.932	201.816	12.662	174.106	56.777	340.059
91515	30.413	196.569	49.223	207.546	37.847	144.063	82.683	181.784	74.794	292.237	41.860	202.135	12.670	174.360	56.709	339.623
91516	30.369	196.853	49.124	207.895	37.959	144.344	82.671	183.733	74.567	291.850	41.787	202.454	12.677	174.615	56.639	339.189
91517	30.325	197.136	49.023	208.242	38.072	144.626	82.651	185.673	74.340	291.474	41.713	202.773	12.685	174.870	56.568	338.756
91518	30.280	197.419	48.921	208.587	38.183	144.908	82.622	187.600	74.112	291.107	41.638	203.090	12.692	175.125	56.496	338.325
91519	30.233	197.702	48.818	208.931	38.293	145.192	82.585	189.510	73.884	290.751	41.562	203.407	12.698	175.380	56.422	337.895
91520	30.187	197.985	48.714	209.274	38.403	145.476	82.539	191.398	73.655	290.404	41.486	203.723	12.705	175.634	56.347	337.467
91521	30.139	198.267	48.609	209.615	38.512	145.762	82.486	193.262	73.425	290.065	41.408	204.038	12.711	175.889	56.270	337.040
91522	30.091	198.549	48.503	209.955	38.620	146.048	82.425	195.098	73.195	289.736	41.329	204.352	12.716	176.144	56.193	336.615
91523	30.042	198.831	48.395	210.293	38.728	146.335	82.356	196.902	72.965	289.414	41.249	204.666	12.721	176.399	56.113	336.192
91524	29.993	199.112	48.287	210.630	38.834	146.624	82.280	198.673	72.734	289.101	41.169	204.978	12.726	176.654	56.033	335.771
91525	29.942	199.393	48.177	210.965	38.940	146.913	82.196	200.407	72.503	288.795	41.087	205.290	12.731	176.909	55.951	335.351
91526	29.891	199.674	48.067	211.298	39.045	147.203	82.105	202.102	72.271	288.497	41.004	205.601	12.735	177.164	55.868	334.933
91527	29.839	199.955	47.955	211.631	39.149	147.494	82.008	203.758	72.039	288.206	40.921	205.911	12.739	177.418	55.783	334.516
91528	29.787	200.235	47.842	211.961	39.252	147.786	81.904	205.372	71.807	287.922	40.836	206.220	12.742	177.673	55.697	334.102
91529	29.734	200.515	47.729	212.290	39.355	148.078	81.794	206.945	71.574	287.644	40.751	206.529	12.745	177.928	55.610	333.689
91530	29.680	200.794	47.614	212.618	39.457	148.372	81.678	208.474	71.341	287.373	40.665	206.837	12.748	178.183	55.522	333.278
91531	29.626	201.073	47.498	212.944	39.557	148.667	81.556	209.960	71.107	287.108	40.578	207.143	12.750	178.438	55.432	332.869
