Zeit [min]	Potsdam Altitude [Deg]	Potsdam Azimuth [Deg]	Shanghai Altitude [Deg]	Shanghai Azimuth [Deg]	Kaxgar Altitude [Deg]	Kaxgar Azimuth [Deg]	Singapur Altitude [Deg]	Singapur Azimuth [Deg]	Lima Altitude [Deg]	Lima Azimuth [Deg]	Denver Altitude [Deg]	Denver Azimuth [Deg]	Barrow Altitude [Deg]	Barrow Azimuth [Deg]	Melbourne Altitude [Deg]	Melbourne Azimuth [Deg]
298890	53.62	211.27	66.52	244.55	61.59	128.95	71.56	345.1	53.73	328.97	62.55	227.52	37.86	179.02	31.26	342.5
298891	53.54	211.64	66.33	244.89	61.74	129.33	71.5	344.39	53.6	328.63	62.4	227.93	37.86	179.31	31.2	342.24
298892	53.46	212.02	66.13	245.22	61.89	129.72	71.43	343.68	53.48	328.3	62.26	228.33	37.86	179.61	31.14	341.97
298893	53.37	212.39	65.94	245.55	62.03	130.11	71.36	342.97	53.35	327.96	62.12	228.73	37.86	179.91	31.08	341.7
298894	53.29	212.76	65.74	245.88	62.18	130.51	71.28	342.27	53.22	327.63	61.97	229.13	37.86	180.21	31.02	341.44
298895	53.21	213.13	65.55	246.2	62.33	130.91	71.21	341.58	53.08	327.31	61.83	229.53	37.86	180.51	30.95	341.17
298896	53.12	213.5	65.35	246.51	62.47	131.31	71.13	340.89	52.95	326.98	61.68	229.92	37.86	180.81	30.89	340.91
298897	53.04	213.86	65.15	246.83	62.62	131.71	71.04	340.21	52.82	326.66	61.53	230.3	37.86	181.11	30.82	340.64
298898	52.95	214.23	64.96	247.13	62.76	132.12	70.96	339.53	52.68	326.34	61.38	230.69	37.85	181.41	30.76	340.38
298899	52.87	214.59	64.76	247.44	62.9	132.54	70.87	338.86	52.55	326.02	61.23	231.07	37.85	181.71	30.69	340.12
298900	52.78	214.96	64.56	247.74	63.04	132.95	70.78	338.2	52.41	325.71	61.08	231.45	37.85	182.01	30.62	339.85
298901	52.69	215.32	64.36	248.04	63.19	133.37	70.68	337.54	52.27	325.39	60.93	231.82	37.85	182.31	30.55	339.59
298902	52.6	215.68	64.17	248.33	63.33	133.79	70.59	336.89	52.13	325.08	60.78	232.19	37.84	182.6	30.48	339.33
298903	52.51	216.04	63.97	248.62	63.46	134.22	70.49	336.25	51.99	324.77	60.63	232.56	37.84	182.9	30.41	339.07
298904	52.42	216.4	63.77	248.91	63.6	134.65	70.39	335.61	51.85	324.47	60.48	232.93	37.83	183.2	30.34	338.81
298905	52.33	216.75	63.57	249.19	63.74	135.09	70.28	334.99	51.71	324.16	60.32	233.29	37.83	183.5	30.27	338.54
298906	52.24	217.11	63.37	249.47	63.87	135.52	70.17	334.36	51.57	323.86	60.17	233.65	37.82	183.8	30.2	338.28
298907	52.15	217.46	63.17	249.75	64.01	135.97	70.07	333.75	51.42	323.56	60.01	234.01	37.82	184.1	30.13	338.03
298908	52.06	217.82	62.97	250.02	64.14	136.41	69.95	333.14	51.28	323.26	59.86	234.36	37.81	184.4	30.05	337.77
298909	51.96	218.17	62.76	250.3	64.27	136.86	69.84	332.54	51.13	322.97	59.7	234.71	37.81	184.7	29.98	337.51
298910	51.87	218.52	62.56	250.56	64.41	137.31	69.72	331.94	50.98	322.67	59.54	235.06	37.8	185	29.9	337.25
298911	51.77	218.87	62.36	250.83	64.54	137.77	69.6	331.35	50.83	322.38	59.39	235.41	37.79	185.29	29.82	336.99
298912	51.67	219.22	62.16	251.09	64.66	138.23	69.48	330.77	50.68	322.09	59.23	235.75	37.78	185.59	29.75	336.74
298913	51.58	219.56	61.96	251.35	64.79	138.7	69.36	330.2	50.53	321.81	59.07	236.09	37.78	185.89	29.67	336.48
298914	51.48	219.91	61.75	251.6	64.92	139.17	69.24	329.63	50.38	321.52	58.91	236.43	37.77	186.19	29.59	336.22
298915	51.38	220.25	61.55	251.86	65.04	139.64	69.11	329.07	50.23	321.24	58.75	236.76	37.76	186.49	29.51	335.97
298916	51.28	220.6	61.35	252.11	65.17	140.12	68.98	328.52	50.07	320.96	58.59	237.09	37.75	186.79	29.43	335.71
298917	51.18	220.94	61.14	252.36	65.29	140.6	68.85	327.98	49.92	320.68	58.42	237.42	37.74	187.09	29.35	335.46
298918	51.08	221.28	60.94	252.6	65.41	141.08	68.71	327.44	49.76	320.41	58.26	237.75	37.73	187.38	29.26	335.2
298919	50.98	221.62	60.73	252.85	65.53	141.57	68.58	326.91	49.61	320.13	58.1	238.07	37.72	187.68	29.18	334.95
298920	50.88	221.96	60.53	253.09	65.65	142.07	68.44	326.38	49.45	319.86	57.93	238.4	37.71	187.98	29.1	334.7
298921	50.78	222.29	60.32	253.32	65.77	142.56	68.3	325.86	49.29	319.59	57.77	238.71	37.7	188.28	29.01	334.45
298922	50.67	222.63	60.12	253.56	65.89	143.06	68.16	325.35	49.13	319.32	57.61	239.03	37.68	188.58	28.93	334.19
298923	50.57	222.96	59.91	253.79	66	143.57	68.02	324.85	48.97	319.06	57.44	239.35	37.67	188.87	28.84	333.94
298924	50.46	223.3	59.71	254.02	66.12	144.08	67.87	324.35	48.81	318.79	57.28	239.66	37.66	189.17	28.75	333.69
298925	50.36	223.63	59.5	254.25	66.23	144.59	67.73	323.86	48.65	318.53	57.11	239.97	37.64	189.47	28.66	333.44
298926	50.25	223.96	59.3	254.48	66.34	145.11	67.58	323.38	48.49	318.27	56.94	240.27	37.63	189.77	28.58	333.19
298927	50.15	224.29	59.09	254.7	66.45	145.64	67.43	322.9	48.33	318.02	56.77	240.58	37.62	190.07	28.49	332.95
298928	50.04	224.62	58.88	254.93	66.56	146.16	67.28	322.43	48.16	317.76	56.61	240.88	37.6	190.36	28.4	332.7
298929	49.93	224.94	58.68	255.15	66.66	146.69	67.13	321.97	48	317.51	56.44	241.18	37.59	190.66	28.3	332.45
298930	49.82	225.27	58.47	255.36	66.77	147.23	66.97	321.51	47.83	317.26	56.27	241.48	37.57	190.96	28.21	332.2
298931	49.72	225.59	58.26	255.58	66.87	147.77	66.81	321.06	47.67	317.01	56.1	241.78	37.56	191.26	28.12	331.96
298932	49.61	225.92	58.05	255.8	66.97	148.31	66.66	320.61	47.5	316.76	55.93	242.07	37.54	191.55	28.03	331.71
298933	49.5	226.24	57.85	256.01	67.07	148.86	66.5	320.17	47.33	316.51	55.76	242.36	37.53	191.85	27.93	331.46
298934	49.39	226.56	57.64	256.22	67.17	149.41	66.34	319.74	47.16	316.27	55.59	242.65	37.51	192.15	27.84	331.22
298935	49.27	226.88	57.43	256.43	67.27	149.97	66.17	319.31	46.99	316.03	55.42	242.94	37.49	192.44	27.74	330.98
298936	49.16	227.2	57.22	256.63	67.37	150.53	66.01	318.89	46.82	315.79	55.25	243.23	37.47	192.74	27.65	330.73
298937	49.05	227.52	57.02	256.84	67.46	151.09	65.85	318.48	46.65	315.55	55.08	243.51	37.46	193.04	27.55	330.49
298938	48.94	227.83	56.81	257.04	67.55	151.66	65.68	318.07	46.48	315.31	54.9	243.79	37.44	193.33	27.45	330.25
298939	48.82	228.15	56.6	257.24	67.64	152.23	65.51	317.67	46.31	315.08	54.73	244.07	37.42	193.63	27.35	330
298940	48.71	228.46	56.39	257.44	67.73	152.81	65.34	317.27	46.14	314.85	54.56	244.35	37.4	193.93	27.25	329.76
298941	48.6	228.77	56.18	257.64	67.82	153.39	65.17	316.88	45.96	314.62	54.38	244.62	37.38	194.22	27.15	329.52
298942	48.48	229.08	55.97	257.84	67.91	153.97	65	316.49	45.79	314.39	54.21	244.9	37.36	194.52	27.05	329.28
298943	48.36	229.4	55.76	258.03	67.99	154.56	64.83	316.11	45.61	314.16	54.04	245.17	37.34	194.81	26.95	329.04
298944	48.25	229.7	55.55	258.23	68.07	155.15	64.66	315.74	45.44	313.93	53.86	245.44	37.32	195.11	26.85	328.8
298945	48.13	230.01	55.34	258.42	68.15	155.75	64.48	315.37	45.26	313.71	53.69	245.71	37.3	195.41	26.75	328.57
298946	48.01	230.32	55.13	258.61	68.23	156.35	64.3	315	45.09	313.49	53.51	245.97	37.27	195.7	26.64	328.33
298947	47.9	230.62	54.92	258.8	68.31	156.95	64.13	314.64	44.91	313.27	53.34	246.24	37.25	196	26.54	328.09
298948	47.78	230.93	54.71	258.99	68.38	157.56	63.95	314.29	44.73	313.05	53.16	246.5	37.23	196.29	26.44	327.86
298949	47.66	231.23	54.5	259.17	68.45	158.17	63.77	313.94	44.55	312.83	52.98	246.76	37.21	196.59	26.33	327.62
298950	47.54	231.53	54.29	259.36	68.52	158.78	63.59	313.6	44.37	312.62	52.81	247.02	37.18	196.88	26.22	327.38
298951	47.42	231.84	54.08	259.54	68.59	159.4	63.41	313.26	44.19	312.41	52.63	247.28	37.16	197.18	26.12	327.15
298952	47.3	232.14	53.87	259.72	68.66	160.02	63.23	312.92	44.01	312.19	52.45	247.53	37.14	197.47	26.01	326.92
298953	47.18	232.43	53.66	259.9	68.72	160.65	63.04	312.6	43.83	311.98	52.27	247.79	37.11	197.77	25.9	326.68
298954	47.06	232.73	53.45	260.08	68.79	161.28	62.86	312.27	43.65	311.78	52.09	248.04	37.09	198.06	25.79	326.45
298955	46.94	233.03	53.24	260.26	68.85	161.91	62.67	311.95	43.46	311.57	51.92	248.29	37.06	198.36	25.68	326.22
298956	46.81	233.32	53.03	260.44	68.91	162.54	62.49	311.64	43.28	311.36	51.74	248.54	37.04	198.65	25.57	325.99
298957	46.69	233.62	52.82	260.61	68.96	163.18	62.3	311.32	43.1	311.16	51.56	248.79	37.01	198.94	25.46	325.75
298958	46.57	233.91	52.61	260.79	69.02	163.82	62.11	311.02	42.91	310.96	51.38	249.04	36.98	199.24	25.35	325.52
298959	46.44	234.2	52.4	260.96	69.07	164.47	61.92	310.72	42.73	310.76	51.2	249.28	36.96	199.53	25.24	325.29
298960	46.32	234.5	52.18	261.13	69.12	165.11	61.73	310.42	42.54	310.56	51.02	249.53	36.93	199.82	25.13	325.06
298961	46.19	234.79	51.97	261.31	69.17	165.76	61.54	310.12	42.36	310.36	50.84	249.77	36.9	200.12	25.01	324.84
298962	46.07	235.07	51.76	261.47	69.21	166.41	61.35	309.84	42.17	310.17	50.66	250.01	36.87	200.41	24.9	324.61
298963	45.94	235.36	51.55	261.64	69.26	167.07	61.16	309.55	41.98	309.97	50.48	250.25	36.85	200.7	24.78	324.38
298964	45.82	235.65	51.34	261.81	69.3	167.72	60.97	309.27	41.8	309.78	50.3	250.49	36.82	201	24.67	324.15
298965	45.69	235.94	51.13	261.98	69.34	168.38	60.77	308.99	41.61	309.59	50.11	250.72	36.79	201.29	24.55	323.93
298966	45.56	236.22	50.91	262.14	69.38	169.05	60.58	308.72	41.42	309.4	49.93	250.96	36.76	201.58	24.43	323.7
298967	45.44	236.5	50.7	262.31	69.41	169.71	60.38	308.45	41.23	309.21	49.75	251.19	36.73	201.87	24.32	323.48
298968	45.31	236.79	50.49	262.47	69.45	170.37	60.19	308.18	41.04	309.02	49.57	251.42	36.7	202.17	24.2	323.25
298969	45.18	237.07	50.28	262.63	69.48	171.04	59.99	307.92	40.85	308.84	49.39	251.65	36.67	202.46	24.08	323.03
298970	45.05	237.35	50.07	262.8	69.51	171.71	59.79	307.66	40.66	308.65	49.2	251.88	36.64	202.75	23.96	322.81
298971	44.92	237.63	49.85	262.96	69.53	172.38	59.59	307.41	40.47	308.47	49.02	252.11	36.61	203.04	23.84	322.58
298972	44.8	237.91	49.64	263.12	69.56	173.05	59.39	307.16	40.28	308.29	48.84	252.34	36.57	203.33	23.72	322.36
298973	44.67	238.19	49.43	263.28	69.58	173.73	59.2	306.91	40.08	308.11	48.65	252.56	36.54	203.63	23.6	322.14
298974	44.54	238.46	49.22	263.43	69.6	174.4	59	306.66	39.89	307.93	48.47	252.79	36.51	203.92	23.48	321.92
298975	44.41	238.74	49	263.59	69.62	175.08	58.79	306.42	39.7	307.75	48.29	253.01	36.48	204.21	23.36	321.7
298976	44.27	239.02	48.79	263.75	69.63	175.76	58.59	306.19	39.51	307.58	48.1	253.23	36.44	204.5	23.23	321.48
298977	44.14	239.29	48.58	263.9	69.64	176.43	58.39	305.95	39.31	307.4	47.92	253.45	36.41	204.79	23.11	321.26
298978	44.01	239.56	48.37	264.06	69.66	177.11	58.19	305.72	39.12	307.23	47.73	253.67	36.38	205.08	22.99	321.04
298979	43.88	239.83	48.15	264.21	69.66	177.79	57.99	305.49	38.92	307.06	47.55	253.89	36.34	205.37	22.86	320.82
298980	43.75	240.11	47.94	264.36	69.67	178.47	57.78	305.27	38.73	306.89	47.37	254.11	36.31	205.66	22.74	320.61
298981	43.62	240.38	47.73	264.52	69.67	179.15	57.58	305.05	38.53	306.72	47.18	254.33	36.27	205.95	22.61	320.39
298982	43.48	240.64	47.51	264.67	69.68	179.83	57.37	304.83	38.34	306.55	46.99	254.54	36.24	206.24	22.48	320.17
298983	43.35	240.91	47.3	264.82	69.67	180.51	57.17	304.61	38.14	306.38	46.81	254.76	36.2	206.53	22.36	319.96
298984	43.22	241.18	47.09	264.97	69.67	181.19	56.96	304.4	37.94	306.22	46.62	254.97	36.17	206.82	22.23	319.74
298985	43.08	241.45	46.87	265.12	69.67	181.87	56.76	304.19	37.74	306.05	46.44	255.18	36.13	207.11	22.1	319.53
298986	42.95	241.71	46.66	265.26	69.66	182.55	56.55	303.98	37.55	305.89	46.25	255.39	36.09	207.39	21.97	319.31
298987	42.81	241.98	46.45	265.41	69.65	183.23	56.34	303.78	37.35	305.73	46.07	255.6	36.05	207.68	21.84	319.1
298988	42.68	242.24	46.23	265.56	69.64	183.9	56.13	303.58	37.15	305.57	45.88	255.81	36.02	207.97	21.72	318.89
298989	42.54	242.5	46.02	265.71	69.62	184.58	55.92	303.38	36.95	305.41	45.69	256.02	35.98	208.26	21.58	318.68
298990	42.41	242.77	45.81	265.85	69.61	185.26	55.72	303.18	36.75	305.25	45.51	256.22	35.94	208.55	21.45	318.47
298991	42.27	243.03	45.59	266	69.59	185.93	55.51	302.99	36.55	305.09	45.32	256.43	35.9	208.84	21.32	318.25
298992	42.13	243.29	45.38	266.14	69.57	186.61	55.3	302.8	36.35	304.94	45.13	256.64	35.86	209.12	21.19	318.04
298993	42	243.55	45.17	266.28	69.54	187.28	55.09	302.61	36.15	304.78	44.95	256.84	35.82	209.41	21.06	317.83
298994	41.86	243.81	44.95	266.43	69.52	187.95	54.88	302.42	35.95	304.63	44.76	257.04	35.78	209.7	20.93	317.63
298995	41.72	244.06	44.74	266.57	69.49	188.62	54.66	302.24	35.75	304.48	44.57	257.24	35.74	209.98	20.79	317.42
298996	41.59	244.32	44.53	266.71	69.46	189.29	54.45	302.06	35.55	304.33	44.38	257.45	35.7	210.27	20.66	317.21
298997	41.45	244.58	44.31	266.85	69.43	189.96	54.24	301.88	35.34	304.18	44.2	257.65	35.66	210.56	20.52	317
298998	41.31	244.83	44.1	266.99	69.39	190.62	54.03	301.7	35.14	304.03	44.01	257.84	35.62	210.84	20.39	316.8
298999	41.17	245.09	43.89	267.13	69.35	191.28	53.82	301.53	34.94	303.88	43.82	258.04	35.58	211.13	20.25	316.59
299000	41.03	245.34	43.67	267.27	69.31	191.94	53.6	301.36	34.74	303.73	43.63	258.24	35.54	211.42	20.12	316.38
299001	40.89	245.59	43.46	267.41	69.27	192.6	53.39	301.19	34.53	303.59	43.44	258.44	35.5	211.7	19.98	316.18
299002	40.75	245.85	43.24	267.55	69.23	193.26	53.18	301.02	34.33	303.44	43.25	258.63	35.45	211.99	19.84	315.97
299003	40.62	246.1	43.03	267.68	69.18	193.91	52.96	300.85	34.13	303.3	43.07	258.83	35.41	212.27	19.71	315.77
299004	40.48	246.35	42.82	267.82	69.14	194.56	52.75	300.69	33.92	303.16	42.88	259.02	35.37	212.56	19.57	315.57
299005	40.34	246.6	42.6	267.96	69.09	195.21	52.53	300.53	33.72	303.02	42.69	259.22	35.32	212.84	19.43	315.36
299006	40.2	246.85	42.39	268.09	69.04	195.85	52.32	300.37	33.51	302.87	42.5	259.41	35.28	213.12	19.29	315.16
299007	40.05	247.1	42.17	268.23	68.98	196.49	52.1	300.21	33.31	302.74	42.31	259.6	35.24	213.41	19.15	314.96
299008	39.91	247.34	41.96	268.36	68.93	197.13	51.88	300.06	33.1	302.6	42.12	259.79	35.19	213.69	19.01	314.76
299009	39.77	247.59	41.75	268.5	68.87	197.77	51.67	299.91	32.89	302.46	41.93	259.98	35.15	213.98	18.87	314.56
299010	39.63	247.84	41.53	268.63	68.81	198.4	51.45	299.75	32.69	302.32	41.74	260.17	35.1	214.26	18.73	314.36
299011	39.49	248.08	41.32	268.77	68.75	199.03	51.23	299.61	32.48	302.19	41.55	260.36	35.06	214.54	18.59	314.16
299012	39.35	248.32	41.11	268.9	68.68	199.66	51.02	299.46	32.27	302.05	41.36	260.55	35.01	214.83	18.44	313.96
299013	39.21	248.57	40.89	269.03	68.62	200.28	50.8	299.31	32.07	301.92	41.17	260.73	34.96	215.11	18.3	313.76
299014	39.06	248.81	40.68	269.16	68.55	200.9	50.58	299.17	31.86	301.79	40.98	260.92	34.92	215.39	18.16	313.56
299015	38.92	249.05	40.46	269.29	68.48	201.51	50.36	299.03	31.65	301.65	40.79	261.11	34.87	215.67	18.01	313.37
299016	38.78	249.3	40.25	269.43	68.41	202.13	50.14	298.89	31.44	301.52	40.6	261.29	34.82	215.96	17.87	313.17
299017	38.64	249.54	40.04	269.56	68.33	202.73	49.92	298.75	31.23	301.39	40.41	261.48	34.78	216.24	17.73	312.97
299018	38.49	249.78	39.82	269.69	68.26	203.34	49.71	298.61	31.02	301.26	40.22	261.66	34.73	216.52	17.58	312.78
299019	38.35	250.02	39.61	269.82	68.18	203.94	49.49	298.48	30.82	301.14	40.03	261.84	34.68	216.8	17.44	312.58
299020	38.21	250.25	39.39	269.95	68.1	204.54	49.27	298.35	30.61	301.01	39.84	262.02	34.63	217.08	17.29	312.39
299021	38.06	250.49	39.18	270.08	68.02	205.13	49.05	298.22	30.4	300.88	39.65	262.21	34.58	217.36	17.14	312.19
299022	37.92	250.73	38.97	270.2	67.94	205.72	48.83	298.09	30.19	300.76	39.46	262.39	34.54	217.64	17	312
299023	37.77	250.97	38.75	270.33	67.85	206.31	48.61	297.96	29.98	300.63	39.27	262.57	34.49	217.92	16.85	311.81
299024	37.63	251.2	38.54	270.46	67.76	206.89	48.38	297.83	29.77	300.51	39.08	262.75	34.44	218.2	16.7	311.61
299025	37.48	251.44	38.32	270.59	67.68	207.47	48.16	297.71	29.56	300.39	38.89	262.93	34.39	218.48	16.55	311.42
299026	37.34	251.67	38.11	270.72	67.59	208.04	47.94	297.58	29.34	300.27	38.7	263.1	34.34	218.76	16.41	311.23
299027	37.19	251.91	37.9	270.84	67.49	208.61	47.72	297.46	29.13	300.14	38.51	263.28	34.29	219.04	16.26	311.04
299028	37.05	252.14	37.68	270.97	67.4	209.18	47.5	297.34	28.92	300.02	38.32	263.46	34.24	219.32	16.11	310.85
299029	36.9	252.37	37.47	271.1	67.31	209.74	47.28	297.22	28.71	299.9	38.13	263.64	34.18	219.6	15.96	310.66
299030	36.76	252.61	37.25	271.22	67.21	210.29	47.05	297.11	28.5	299.79	37.93	263.81	34.13	219.88	15.81	310.47
299031	36.61	252.84	37.04	271.35	67.11	210.85	46.83	296.99	28.29	299.67	37.74	263.99	34.08	220.16	15.66	310.28
299032	36.47	253.07	36.83	271.47	67.01	211.4	46.61	296.88	28.07	299.55	37.55	264.16	34.03	220.43	15.51	310.09
299033	36.32	253.3	36.61	271.6	66.91	211.94	46.39	296.76	27.86	299.44	37.36	264.34	33.98	220.71	15.35	309.9
299034	36.17	253.53	36.4	271.72	66.81	212.48	46.16	296.65	27.65	299.32	37.17	264.51	33.92	220.99	15.2	309.72
299035	36.03	253.76	36.18	271.85	66.7	213.02	45.94	296.54	27.43	299.21	36.98	264.69	33.87	221.27	15.05	309.53
299036	35.88	253.99	35.97	271.97	66.6	213.55	45.72	296.43	27.22	299.09	36.79	264.86	33.82	221.54	14.9	309.34
299037	35.73	254.22	35.76	272.09	66.49	214.08	45.49	296.32	27.01	298.98	36.6	265.03	33.76	221.82	14.74	309.16
299038	35.59	254.44	35.54	272.22	66.38	214.6	45.27	296.22	26.79	298.87	36.4	265.2	33.71	222.1	14.59	308.97
299039	35.44	254.67	35.33	272.34	66.27	215.12	45.04	296.11	26.58	298.76	36.21	265.37	33.66	222.37	14.44	308.79
299040	35.29	254.9	35.12	272.46	66.16	215.64	44.82	296.01	26.36	298.65	36.02	265.54	33.6	222.65	14.28	308.6
299041	35.14	255.12	34.9	272.59	66.04	216.15	44.59	295.91	26.15	298.54	35.83	265.71	33.55	222.93	14.13	308.42
299042	35	255.35	34.69	272.71	65.93	216.66	44.37	295.8	25.93	298.43	35.64	265.88	33.49	223.2	13.97	308.23
299043	34.85	255.57	34.47	272.83	65.81	217.16	44.14	295.7	25.72	298.32	35.44	266.05	33.44	223.48	13.82	308.05
299044	34.7	255.8	34.26	272.95	65.69	217.66	43.92	295.61	25.5	298.21	35.25	266.22	33.38	223.75	13.66	307.87
299045	34.55	256.02	34.05	273.07	65.58	218.16	43.69	295.51	25.29	298.1	35.06	266.39	33.33	224.03	13.51	307.69
299046	34.4	256.24	33.83	273.2	65.46	218.65	43.47	295.41	25.07	298	34.87	266.56	33.27	224.3	13.35	307.5
299047	34.26	256.47	33.62	273.32	65.33	219.13	43.24	295.32	24.86	297.89	34.68	266.73	33.21	224.58	13.19	307.32
299048	34.11	256.69	33.41	273.44	65.21	219.62	43.02	295.22	24.64	297.79	34.49	266.89	33.16	224.85	13.03	307.14
299049	33.96	256.91	33.19	273.56	65.09	220.09	42.79	295.13	24.42	297.68	34.29	267.06	33.1	225.12	12.88	306.96
299050	33.81	257.13	32.98	273.68	64.96	220.57	42.56	295.04	24.21	297.58	34.1	267.23	33.04	225.4	12.72	306.78
299051	33.66	257.35	32.76	273.8	64.84	221.04	42.34	294.95	23.99	297.48	33.91	267.39	32.99	225.67	12.56	306.6
299052	33.51	257.57	32.55	273.92	64.71	221.51	42.11	294.86	23.77	297.37	33.72	267.56	32.93	225.94	12.4	306.42
299053	33.36	257.79	32.34	274.04	64.58	221.97	41.88	294.77	23.56	297.27	33.53	267.72	32.87	226.22	12.24	306.24
299054	33.21	258.01	32.12	274.16	64.45	222.43	41.66	294.68	23.34	297.17	33.33	267.89	32.81	226.49	12.08	306.07
299055	33.06	258.23	31.91	274.28	64.32	222.88	41.43	294.59	23.12	297.07	33.14	268.05	32.75	226.76	11.92	305.89
299056	32.91	258.44	31.7	274.4	64.19	223.33	41.2	294.51	22.9	296.97	32.95	268.22	32.7	227.03	11.76	305.71
299057	32.76	258.66	31.48	274.52	64.06	223.78	40.98	294.42	22.69	296.87	32.76	268.38	32.64	227.3	11.6	305.54
299058	32.61	258.88	31.27	274.63	63.92	224.22	40.75	294.34	22.47	296.78	32.56	268.54	32.58	227.58	11.44	305.36
299059	32.46	259.1	31.06	274.75	63.79	224.66	40.52	294.26	22.25	296.68	32.37	268.7	32.52	227.85	11.28	305.18
299060	32.31	259.31	30.84	274.87	63.65	225.1	40.29	294.18	22.03	296.58	32.18	268.87	32.46	228.12	11.12	305.01
299061	32.16	259.53	30.63	274.99	63.51	225.53	40.06	294.1	21.81	296.49	31.99	269.03	32.4	228.39	10.95	304.83
299062	32.01	259.74	30.42	275.11	63.37	225.96	39.84	294.02	21.59	296.39	31.8	269.19	32.34	228.66	10.79	304.66
299063	31.86	259.96	30.21	275.23	63.23	226.38	39.61	293.94	21.37	296.3	31.6	269.35	32.28	228.93	10.63	304.48
299064	31.71	260.17	29.99	275.34	63.09	226.8	39.38	293.86	21.15	296.2	31.41	269.51	32.22	229.2	10.47	304.31
299065	31.56	260.38	29.78	275.46	62.95	227.22	39.15	293.78	20.94	296.11	31.22	269.67	32.16	229.47	10.3	304.14
299066	31.41	260.6	29.57	275.58	62.81	227.63	38.92	293.71	20.72	296.02	31.03	269.83	32.1	229.74	10.14	303.96
299067	31.26	260.81	29.35	275.7	62.67	228.04	38.69	293.63	20.5	295.92	30.83	269.99	32.03	230.01	9.97	303.79
299068	31.11	261.02	29.14	275.81	62.52	228.45	38.46	293.56	20.28	295.83	30.64	270.15	31.97	230.28	9.81	303.62
299069	30.96	261.24	28.93	275.93	62.38	228.85	38.23	293.49	20.06	295.74	30.45	270.31	31.91	230.54	9.64	303.45
299070	30.81	261.45	28.71	276.05	62.23	229.25	38.01	293.41	19.84	295.65	30.26	270.47	31.85	230.81	9.48	303.28
299071	30.66	261.66	28.5	276.16	62.09	229.65	37.78	293.34	19.62	295.56	30.06	270.63	31.79	231.08	9.31	303.11
299072	30.51	261.87	28.29	276.28	61.94	230.04	37.55	293.27	19.39	295.47	29.87	270.79	31.72	231.35	9.15	302.94
299073	30.36	262.08	28.08	276.4	61.79	230.43	37.32	293.2	19.17	295.38	29.68	270.95	31.66	231.62	8.98	302.77
299074	30.2	262.29	27.86	276.51	61.64	230.82	37.09	293.13	18.95	295.29	29.49	271.1	31.6	231.88	8.82	302.6
299075	30.05	262.5	27.65	276.63	61.49	231.2	36.86	293.06	18.73	295.2	29.3	271.26	31.53	232.15	8.65	302.43
299076	29.9	262.71	27.44	276.75	61.34	231.58	36.63	293	18.51	295.12	29.1	271.42	31.47	232.42	8.48	302.26
299077	29.75	262.92	27.23	276.86	61.19	231.96	36.4	292.93	18.29	295.03	28.91	271.58	31.41	232.68	8.31	302.09
299078	29.6	263.13	27.01	276.98	61.03	232.33	36.17	292.87	18.07	294.94	28.72	271.73	31.34	232.95	8.15	301.92
299079	29.45	263.33	26.8	277.09	60.88	232.7	35.94	292.8	17.85	294.86	28.53	271.89	31.28	233.22	7.98	301.75
299080	29.29	263.54	26.59	277.21	60.73	233.07	35.71	292.74	17.62	294.77	28.33	272.05	31.21	233.48	7.81	301.59
299081	29.14	263.75	26.38	277.33	60.57	233.43	35.48	292.67	17.4	294.69	28.14	272.2	31.15	233.75	7.64	301.42
299082	28.99	263.96	26.16	277.44	60.42	233.79	35.25	292.61	17.18	294.61	27.95	272.36	31.08	234.01	7.47	301.25
299083	28.84	264.16	25.95	277.56	60.26	234.15	35.01	292.55	16.96	294.52	27.76	272.51	31.02	234.28	7.3	301.09
299084	28.69	264.37	25.74	277.67	60.1	234.51	34.78	292.49	16.73	294.44	27.57	272.67	30.95	234.54	7.13	300.92
299085	28.53	264.58	25.53	277.79	59.95	234.86	34.55	292.43	16.51	294.36	27.37	272.82	30.89	234.81	6.96	300.76
299086	28.38	264.78	25.32	277.9	59.79	235.21	34.32	292.37	16.29	294.28	27.18	272.98	30.82	235.07	6.79	300.59
299087	28.23	264.99	25.1	278.02	59.63	235.55	34.09	292.31	16.07	294.19	26.99	273.13	30.76	235.34	6.62	300.43
299088	28.08	265.19	24.89	278.13	59.47	235.9	33.86	292.25	15.84	294.11	26.8	273.29	30.69	235.6	6.45	300.26
299089	27.93	265.4	24.68	278.25	59.31	236.24	33.63	292.19	15.62	294.03	26.61	273.44	30.62	235.86	6.28	300.1
299090	27.77	265.6	24.47	278.36	59.15	236.58	33.4	292.14	15.4	293.95	26.41	273.59	30.56	236.13	6.11	299.93
299091	27.62	265.8	24.26	278.48	58.99	236.91	33.17	292.08	15.17	293.87	26.22	273.75	30.49	236.39	5.94	299.77
299092	27.47	266.01	24.05	278.59	58.82	237.25	32.93	292.03	14.95	293.8	26.03	273.9	30.42	236.65	5.77	299.61
299093	27.32	266.21	23.83	278.71	58.66	237.58	32.7	291.97	14.73	293.72	25.84	274.05	30.36	236.91	5.6	299.44
299094	27.16	266.41	23.62	278.82	58.5	237.9	32.47	291.92	14.5	293.64	25.65	274.21	30.29	237.18	5.42	299.28
