Zeit [min]	Barrow Azimuth [Deg]	Barrow Altitude [Deg]	Denver Azimuth [Deg]	Denver Altitude [Deg]	Kaxgar Azimuth [Deg]	Kaxgar Altitude [Deg]	Lima Azimuth [Deg]	Lima Altitude [Deg]	Melbourne Azimuth [Deg]	Melbourne Altitude [Deg]	Potsdam Azimuth [Deg]	Potsdam Altitude [Deg]	Shanghai Azimuth [Deg]	Shanghai Altitude [Deg]	Singapur Azimuth [Deg]	Singapur Altitude [Deg]
91351	132.801	6.419	147.259	38.329	108.278	11.494	80.717	62.259	49.27	48.146	149.233	26.825	144.42	46.034	101.044	47.928
91352	133.044	6.478	147.547	38.433	108.449	11.678	80.589	62.5	48.972	48.296	149.497	26.903	144.731	46.158	101.104	48.174
91353	133.287	6.536	147.836	38.536	108.621	11.861	80.459	62.741	48.673	48.445	149.762	26.98	145.043	46.281	101.164	48.419
91354	133.53	6.595	148.126	38.638	108.793	12.043	80.328	62.983	48.372	48.593	150.028	27.057	145.356	46.403	101.225	48.664
91355	133.774	6.653	148.417	38.739	108.965	12.226	80.194	63.224	48.069	48.741	150.293	27.133	145.671	46.525	101.287	48.909
91356	134.017	6.71	148.708	38.839	109.138	12.408	80.059	63.464	47.765	48.887	150.559	27.208	145.987	46.645	101.349	49.154
91357	134.26	6.768	149.001	38.938	109.311	12.591	79.921	63.705	47.459	49.034	150.826	27.283	146.305	46.764	101.412	49.399
91358	134.504	6.825	149.294	39.037	109.484	12.773	79.781	63.946	47.151	49.179	151.093	27.357	146.625	46.882	101.476	49.644
91359	134.747	6.882	149.589	39.135	109.658	12.955	79.64	64.187	46.842	49.324	151.36	27.43	146.946	46.999	101.541	49.889
91360	134.991	6.939	149.884	39.231	109.832	13.136	79.496	64.427	46.53	49.468	151.628	27.503	147.268	47.115	101.607	50.134
91361	135.235	6.996	150.18	39.327	110.006	13.318	79.349	64.667	46.218	49.611	151.896	27.575	147.592	47.231	101.674	50.379
91362	135.479	7.052	150.477	39.423	110.181	13.499	79.201	64.908	45.903	49.753	152.165	27.647	147.917	47.345	101.741	50.623
91363	135.723	7.108	150.775	39.517	110.356	13.68	79.05	65.148	45.587	49.895	152.434	27.718	148.244	47.458	101.81	50.868
