Zeit [min]	Potsdam Altitude [Deg]	Potsdam Azimuth [Deg]	Shanghai Altitude [Deg]	Shanghai Azimuth [Deg]	Kaxgar Altitude [Deg]	Kaxgar Azimuth [Deg]	Singapur Altitude [Deg]	Singapur Azimuth [Deg]	Lima Altitude [Deg]	Lima Azimuth [Deg]	Denver Altitude [Deg]	Denver Azimuth [Deg]	Barrow Altitude [Deg]	Barrow Azimuth [Deg]	Melbourne Altitude [Deg]	Melbourne Azimuth [Deg]
298346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.273239508	40.36010263	0.0	0.0	
298347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.325117259	40.59128553	0.0	0.0	
298348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.377240613	40.8224325	0.0	0.0	
298349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.429608684	41.05354372	0.0	0.0	
298350	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.482220578	41.28461942	0.0	0.0	
298351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.535075401	41.51565981	0.0	0.0	
298352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.588172253	41.74666511	0.0	0.0	
298353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.641510232	41.97763555	0.0	0.0	
298354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.695088433	42.20857136	0.0	0.0	
298355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.748905947	42.43947279	0.0	0.0	
298356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.802961863	42.67034007	0.0	0.0	
298357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.857255264	42.90117346	0.0	0.0	
298358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.911785234	43.13197322	0.0	0.0	
298359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.96655085	43.36273961	0.0	0.0	
298360	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.021551187	43.59347289	0.0	0.0	
298361	2.005438462	60.09812585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.076785319	43.82417334	0.0	0.0	
298362	2.137722126	60.29349666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.132252313	44.05484125	0.0	0.0	
298363	2.270263652	60.4887095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.187951236	44.2854769	0.0	0.0	
298364	2.403061292	60.68376613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.24388115	44.51608057	0.0	0.0	
298365	2.536113302	60.87866829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.300041115	44.74665258	0.0	0.0	
298366	2.669417941	61.07341775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.356430189	44.97719321	0.0	0.0	
298367	2.802973471	61.26801629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.413047424	45.20770279	0.0	0.0	
298368	2.936778156	61.46246569	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.469891872	45.43818162	0.0	0.0	
298369	3.070830265	61.65676774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.526962579	45.66863003	0.0	0.0	
298370	3.205128067	61.85092425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.584258591	45.89904835	0.0	0.0	
298371	3.339669837	62.04493704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.641778949	46.1294369	0.0	0.0	
298372	3.474453851	62.23880793	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.699522693	46.35979603	0.0	0.0	
298373	3.609478388	62.43253875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.757488857	46.59012608	0.0	0.0	
298374	3.744741731	62.62613135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.815676475	46.8204274	0.0	0.0	
298375	3.880242165	62.81958759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.874084578	47.05070035	0.0	0.0	
298376	4.015977977	63.01290932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.932712191	47.28094528	0.0	0.0	
298377	4.15194746	63.20609843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.991558339	47.51116257	0.0	0.0	
298378	4.288148905	63.3991568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.050622045	47.74135259	0.0	0.0	
298379	4.42458061	63.59208632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.109902326	47.97151573	0.0	0.0	
298380	4.561240874	63.7848889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.169398199	48.20165235	0.0	0.0	
298381	4.698127999	63.97756644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.229108676	48.43176286	0.0	0.0	
298382	4.835240289	64.17012089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.289032768	48.66184765	0.0	0.0	
298383	4.972576051	64.36255416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.349169483	48.89190712	0.0	0.0	
298384	5.110133595	64.5548682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.409517825	49.12194169	0.0	0.0	
298385	5.247911235	64.74706497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.470076796	49.35195176	0.0	0.0	
298386	5.385907284	64.93914643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.530845396	49.58193775	0.0	0.0	
298387	5.524120061	65.13111455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.591822621	49.81190009	0.0	0.0	
298388	5.662547885	65.3229713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.653007466	50.04183922	0.0	0.0	
298389	5.80118908	65.5147187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.714398922	50.27175556	0.0	0.0	
298390	5.940041971	65.70635873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.065484104	66.40758673	7.775995978	50.50164956	0.0	0.0	
298391	6.079104886	65.8978934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.241605741	66.5647138	7.837797619	50.73152167	0.0	0.0	
298392	6.218376154	66.08932474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.417937	66.72162449	7.89980283	50.96137234	0.0	0.0	
298393	6.357854107	66.28065478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.59447627	66.87832144	7.962010591	51.19120203	0.0	0.0	
298394	6.497537082	66.47188556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.771221948	67.03480729	8.024419881	51.4210112	0.0	0.0	
298395	6.637423415	66.66301912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.948172439	67.19108468	8.087029675	51.65080033	0.0	0.0	
298396	6.777511445	66.85405754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.125326155	67.34715627	8.149838946	51.8805699	0.0	0.0	
298397	6.917799515	67.04500286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.302681514	67.5030247	8.212846666	52.11032037	0.0	0.0	
298398	7.058285968	67.23585719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.480236943	67.65869263	8.276051802	52.34005225	0.0	0.0	
298399	7.19896915	67.42662259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.657990875	67.81416271	8.339453321	52.56976603	0.0	0.0	
298400	7.33984741	67.61730118	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.835941749	67.96943762	8.403050184	52.79946219	0.0	0.0	
298401	7.480919098	67.80789506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.014088013	68.12452001	8.466841354	53.02914126	0.0	0.0	
298402	7.622182566	67.99840634	2.082520007	68.4579105	0.0	0.0	0.0	0.0	0.0	0.0	4.19242812	68.27941255	8.530825788	53.25880373	0.0	0.0	
298403	7.76363617	68.18883716	2.281491326	68.58445065	0.0	0.0	0.0	0.0	0.0	0.0	4.37096053	68.43411791	8.595002442	53.48845013	0.0	0.0	
298404	7.905278265	68.37918964	2.480635145	68.71073666	0.0	0.0	0.0	0.0	0.0	0.0	4.54968371	68.58863878	8.659370269	53.71808097	0.0	0.0	
298405	8.04710721	68.56946595	2.679950152	68.83677124	0.0	0.0	0.0	0.0	0.0	0.0	4.728596134	68.74297784	8.72392822	53.94769678	0.0	0.0	
298406	8.189121366	68.75966823	2.879435043	68.96255713	0.0	0.0	0.0	0.0	0.0	0.0	4.907696282	68.89713775	8.788675244	54.1772981	0.0	0.0	
298407	8.331319095	68.94979865	3.079088522	69.08809703	0.0	0.0	0.0	0.0	0.0	0.0	5.086982639	69.05112123	8.853610287	54.40688545	0.0	0.0	
298408	8.473698761	69.13985938	3.278909304	69.21339366	0.0	0.0	0.0	0.0	0.0	0.0	5.2664537	69.20493094	8.918732293	54.63645939	0.0	0.0	
298409	8.61625873	69.32985262	3.478896111	69.33844973	0.0	0.0	0.0	0.0	0.0	0.0	5.446107963	69.35856961	8.984040202	54.86602046	0.0	0.0	
298410	8.75899737	69.51978055	3.679047671	69.46326794	0.0	0.0	0.0	0.0	0.0	0.0	5.625943933	69.51203991	9.049532954	55.09556922	0.0	0.0	
298411	8.90191305	69.70964539	3.879362723	69.58785098	0.0	0.0	0.0	0.0	0.0	0.0	5.805960122	69.66534457	9.115209485	55.32510622	0.0	0.0	
298412	9.045004141	69.89944934	4.079840015	69.71220156	0.0	0.0	0.0	0.0	0.0	0.0	5.986155047	69.81848628	9.18106873	55.55463203	0.0	0.0	
298413	9.188269017	70.08919464	4.280478299	69.83632237	0.0	0.0	0.0	0.0	0.0	0.0	6.166527232	69.97146777	9.24710962	55.78414722	0.0	0.0	
298414	9.331706051	70.27888351	4.481276339	69.96021609	0.0	0.0	0.0	0.0	0.0	0.0	6.347075206	70.12429175	9.313331086	56.01365237	0.0	0.0	
298415	9.475313619	70.46851821	4.682232905	70.0838854	0.0	0.0	0.0	0.0	0.0	0.0	6.527797504	70.27696094	9.379732055	56.24314806	0.0	0.0	
298416	9.6190901	70.65810099	4.883346775	70.207333	0.0	0.0	0.0	0.0	0.0	0.0	6.708692667	70.42947808	9.44631145	56.47263488	0.0	0.0	
298417	9.763033871	70.84763411	5.084616735	70.33056155	0.0	0.0	0.0	0.0	0.0	0.0	6.889759243	70.58184589	9.513068197	56.70211341	0.0	0.0	
298418	9.907143312	71.03711985	5.286041577	70.45357374	0.0	0.0	0.0	0.0	0.0	0.0	7.070995783	70.73406712	9.580001214	56.93158425	0.0	0.0	
298419	10.05141681	71.2265605	5.487620103	70.57637223	0.0	0.0	0.0	0.0	0.0	0.0	7.252400845	70.8861445	9.64710942	57.16104801	0.0	0.0	
298420	10.19585274	71.41595834	5.689351122	70.6989597	0.0	0.0	0.0	0.0	0.0	0.0	7.433972993	71.0380808	9.714391731	57.3905053	0.0	0.0	
298421	10.34044949	71.6053157	5.891233449	70.8213388	0.0	0.0	0.0	0.0	0.0	0.0	7.615710795	71.18987875	9.781847061	57.61995672	0.0	0.0	
298422	10.48520544	71.79463487	6.093265908	70.94351221	0.0	0.0	0.0	0.0	0.0	0.0	7.797612826	71.34154113	9.849474321	57.8494029	0.0	0.0	
298423	10.63011899	71.98391819	6.295447328	71.06548259	0.0	0.0	0.0	0.0	0.0	0.0	7.979677665	71.49307069	9.91727242	58.07884446	0.0	0.0	
298424	10.77518851	72.173168	6.497776547	71.18725259	0.0	0.0	0.0	0.0	0.0	0.0	8.161903896	71.64447021	9.985240266	58.30828203	0.0	0.0	
298425	10.92041241	72.36238663	6.70025241	71.30882487	0.0	0.0	0.0	0.0	0.0	0.0	8.34429011	71.79574247	10.05337676	58.53771624	0.0	0.0	
298426	11.06578906	72.55157646	6.902873768	71.4302021	0.0	0.0	0.0	0.0	0.0	0.0	8.5268349	71.94689024	10.12168082	58.76714774	0.0	0.0	
298427	11.21131686	72.74073983	7.10563948	71.55138691	0.0	0.0	0.0	0.0	0.0	0.0	8.709536866	72.09791632	10.19015132	58.99657717	0.0	0.0	
298428	11.3569942	72.92987915	7.308548411	71.67238198	0.0	0.0	0.0	0.0	0.0	0.0	8.892394614	72.24882351	10.25878718	59.22600518	0.0	0.0	
298429	11.50281948	73.11899678	7.511599433	71.79318994	0.0	0.0	0.0	0.0	0.0	0.0	9.075406752	72.3996146	10.32758729	59.45543242	0.0	0.0	
298430	11.64879108	73.30809514	7.714791424	71.91381345	0.0	0.0	0.0	0.0	0.0	0.0	9.258571893	72.55029241	10.39655054	59.68485956	0.0	0.0	
298431	11.7949074	73.49717663	7.918123271	72.03425516	0.0	0.0	0.0	0.0	0.0	0.0	9.441888658	72.70085974	10.46567583	59.91428726	0.0	0.0	
298432	11.94116683	73.68624367	8.121593865	72.15451771	0.0	0.0	0.0	0.0	0.0	0.0	9.62535567	72.85131943	10.53496204	60.14371619	0.0	0.0	
298433	12.08756778	73.87529869	8.325202103	72.27460375	0.0	0.0	0.0	0.0	0.0	0.0	9.808971555	73.00167429	10.60440806	60.37314702	0.0	0.0	
298434	12.23410863	74.06434414	8.528946892	72.39451594	0.0	0.0	0.0	0.0	0.0	0.0	9.992734946	73.15192718	10.67401278	60.60258045	0.0	0.0	
298435	12.38078778	74.25338246	8.732827141	72.51425691	0.0	0.0	0.0	0.0	0.0	0.0	10.17664448	73.30208092	10.74377509	60.83201715	0.0	0.0	
298436	12.52760364	74.44241613	8.936841768	72.63382931	0.0	0.0	0.0	0.0	0.0	0.0	10.3606988	73.45213838	10.81369385	61.06145781	0.0	0.0	
298437	12.67455459	74.63144762	9.140989697	72.75323579	0.0	0.0	0.0	0.0	0.0	0.0	10.54489654	73.60210241	10.88376796	61.29090314	0.0	0.0	
298438	12.82163904	74.8204794	9.345269856	72.872479	0.0	0.0	0.0	0.0	0.0	0.0	10.72923637	73.75197588	10.95399628	61.52035383	0.0	0.0	
298439	12.96885538	75.00951399	9.549681182	72.99156159	0.0	0.0	0.0	0.0	0.0	0.0	10.91371692	73.90176166	11.0243777	61.74981059	0.0	0.0	
298440	13.11620201	75.19855388	9.754222614	73.1104862	0.0	0.0	0.0	0.0	0.0	0.0	11.09833686	74.05146263	11.09491109	61.97927413	0.0	0.0	
298441	13.26367733	75.3876016	9.958893101	73.22925547	0.0	0.0	0.0	0.0	0.0	0.0	11.28309485	74.2010817	11.16559531	62.20874517	0.0	0.0	
298442	13.41127974	75.57665968	10.1636916	73.34787207	0.0	0.0	0.0	0.0	0.0	0.0	11.46798956	74.35062174	11.23642924	62.43822443	0.0	0.0	
298443	13.55900763	75.76573066	10.36861706	73.46633864	0.0	0.0	0.0	0.0	0.0	0.0	11.65301964	74.50008569	11.30741174	62.66771263	0.0	0.0	
298444	13.70685942	75.95481709	10.57366845	73.58465783	0.0	0.0	0.0	0.0	0.0	0.0	11.83818378	74.64947644	11.37854169	62.8972105	0.0	0.0	
298445	13.85483348	76.14392154	10.77884474	73.7028323	0.0	0.0	0.0	0.0	0.0	0.0	12.02348065	74.79879693	11.44981793	63.12671879	0.0	0.0	
298446	14.00292823	76.33304658	10.9841449	73.8208647	0.0	0.0	0.0	0.0	0.0	0.0	12.20890893	74.9480501	11.52123933	63.35623823	0.0	0.0	
298447	14.15114206	76.52219481	11.18956793	73.93875769	0.0	0.0	0.0	0.0	0.0	0.0	12.3944673	75.09723888	11.59280475	63.58576957	0.0	0.0	
298448	14.29947336	76.71136882	11.39511279	74.05651393	0.0	0.0	0.0	0.0	0.0	0.0	12.58015444	75.24636624	11.66451305	63.81531355	0.0	0.0	
298449	14.44792055	76.90057123	11.60077849	74.17413608	0.0	0.0	0.0	0.0	0.0	0.0	12.76596905	75.39543513	11.73636308	64.04487094	0.0	0.0	
298450	14.596482	77.08980465	11.80656401	74.29162681	0.0	0.0	0.0	0.0	0.0	0.0	12.95190982	75.54444853	11.80835369	64.2744425	0.0	0.0	
298451	14.74515613	77.27907173	12.01246837	74.40898879	0.0	0.0	0.0	0.0	0.0	0.0	13.13797545	75.69340942	11.88048374	64.50402898	0.0	0.0	
298452	14.89394132	77.46837512	12.21849057	74.52622468	0.0	0.0	0.0	0.0	0.0	0.0	13.32416462	75.8423208	11.95275207	64.73363116	0.0	0.0	
298453	15.04283598	77.65771746	12.42462961	74.64333715	0.0	0.0	0.0	0.0	0.0	0.0	13.51047605	75.99118568	12.02515752	64.96324982	0.0	0.0	
298454	15.19183849	77.84710144	12.63088452	74.76032889	0.0	0.0	0.0	0.0	0.0	0.0	13.69690844	76.14000707	12.09769896	65.19288572	0.0	0.0	
298455	15.34094725	78.03652974	12.83725432	74.87720258	0.0	0.0	0.0	0.0	0.0	0.0	13.88346049	76.28878799	12.1703752	65.42253967	0.0	0.0	
298456	15.49016066	78.22600506	13.04373804	74.9939609	0.0	0.0	0.0	0.0	0.0	0.0	14.07013091	76.43753149	12.24318511	65.65221244	0.0	0.0	
298457	15.63947711	78.4155301	13.25033469	75.11060654	0.0	0.0	0.0	0.0	0.0	0.0	14.25691842	76.58624061	12.31612751	65.88190482	0.0	0.0	
298458	15.78889498	78.60510759	13.45704333	75.22714219	0.0	0.0	0.0	0.0	0.0	0.0	14.44382172	76.73491842	12.38920124	66.11161762	0.0	0.0	
298459	15.93841267	78.79474026	13.66386298	75.34357056	0.0	0.0	0.0	0.0	0.0	0.0	14.63083955	76.88356799	12.46240514	66.34135164	0.0	0.0	
298460	16.08802858	78.98443087	13.8707927	75.45989434	0.0	0.0	0.0	0.0	0.0	0.0	14.8179706	77.03219241	12.53573804	66.57110768	0.0	0.0	
298461	16.23774108	79.17418216	14.07783153	75.57611624	0.0	0.0	0.0	0.0	0.0	0.0	15.00521362	77.18079477	12.60919877	66.80088656	0.0	0.0	
298462	16.38754856	79.36399692	14.28497853	75.69223898	0.0	0.0	0.0	0.0	0.0	0.0	15.19256732	77.32937818	12.68278615	67.03068909	0.0	0.0	
298463	16.53744942	79.55387793	14.49223275	75.80826527	0.0	0.0	0.0	0.0	0.0	0.0	15.38003042	77.47794576	12.75649903	67.2605161	0.0	0.0	
298464	16.68744203	79.74382799	14.69959325	75.92419784	0.0	0.0	0.0	0.0	0.0	0.0	15.56760165	77.62650066	12.83033621	67.4903684	0.0	0.0	
298465	16.83752478	79.93384992	14.9070591	76.04003942	0.0	0.0	0.0	0.0	0.0	0.0	15.75527975	77.77504602	12.90429653	67.72024683	0.0	0.0	
298466	16.98769605	80.12394653	15.11462938	76.15579275	0.0	0.0	0.0	0.0	0.0	0.0	15.94306344	77.92358501	12.9783788	67.95015222	0.0	0.0	
298467	17.13795421	80.31412067	15.32230315	76.27146058	0.0	0.0	0.0	0.0	0.0	0.0	16.13095146	78.07212079	13.05258185	68.18008542	0.0	0.0	
298468	17.28829766	80.5043752	15.53007949	76.38704564	0.0	0.0	0.0	0.0	0.0	0.0	16.31894255	78.22065658	13.12690448	68.41004725	0.0	0.0	
298469	17.43872476	80.69471297	15.73795748	76.50255071	0.0	0.0	0.0	0.0	0.0	0.0	16.50703543	78.36919556	13.20134553	68.64003858	0.0	0.0	
298470	17.58923388	80.88513688	15.94593621	76.61797854	0.0	0.0	0.0	0.0	0.0	0.0	16.69522884	78.51774096	13.27590379	68.87006024	0.0	0.0	
298471	17.73982341	81.07564981	16.15401477	76.7333319	0.0	0.0	0.0	0.0	0.0	0.0	16.88352153	78.66629601	13.35057808	69.10011311	0.0	0.0	
298472	17.89049171	81.26625467	16.36219224	76.84861359	0.0	0.0	0.0	0.0	0.0	0.0	17.07191223	78.81486397	13.42536722	69.33019803	0.0	0.0	
298473	18.04123716	81.45695439	16.57046774	76.96382639	0.0	0.0	0.0	0.0	0.0	0.0	17.26039969	78.9634481	13.50027	69.56031587	0.0	0.0	
298474	18.1920581	81.64775191	16.77884035	77.07897309	0.0	0.0	0.0	0.0	0.0	0.0	17.44898264	79.11205168	13.57528523	69.79046751	0.0	0.0	
298475	18.34295292	81.83865017	16.98730917	77.19405651	0.0	0.0	0.0	0.0	0.0	0.0	17.63765984	79.26067801	13.65041172	70.0206538	0.0	0.0	
298476	18.49391998	82.02965214	17.19587332	77.30907946	0.0	0.0	0.0	0.0	0.0	0.0	17.82643002	79.4093304	13.72564827	70.25087564	0.0	0.0	
298477	18.64495762	82.2207608	17.40453191	77.42404476	0.0	0.0	0.0	0.0	0.0	0.0	18.01529193	79.55801219	13.80099367	70.48113391	0.0	0.0	
298478	18.79606421	82.41197915	17.61328404	77.53895525	0.0	0.0	0.0	0.0	0.0	0.0	18.20424432	79.70672671	13.87644673	70.71142947	0.0	0.0	
298479	18.94723811	82.60331019	17.82212884	77.65381377	0.0	0.0	0.0	0.0	0.0	0.0	18.39328593	79.85547734	13.95200625	70.94176324	0.0	0.0	
298480	19.09847767	82.79475696	18.03106542	77.76862319	0.0	0.0	0.0	0.0	0.0	0.0	18.5824155	80.00426746	14.02767101	71.1721361	0.0	0.0	
298481	19.24978122	82.98632249	18.2400929	77.88338636	0.0	0.0	0.0	0.0	2.053503176	69.76832137	18.7716318	80.15310047	14.1034398	71.40254895	0.0	0.0	
298482	19.40114713	83.17800983	18.44921041	77.99810616	0.0	0.0	0.0	0.0	2.282949276	69.7132886	18.96093355	80.30197978	14.17931143	71.63300268	0.0	0.0	
298483	19.55257373	83.36982206	18.65841708	78.11278549	0.0	0.0	0.0	0.0	2.512313907	69.65790699	19.15031952	80.45090884	14.25528467	71.86349822	0.0	0.0	
298484	19.70405937	83.56176226	18.86771204	78.22742724	0.0	0.0	0.0	0.0	2.741596337	69.60217469	19.33978844	80.59989109	14.33135832	72.09403646	0.0	0.0	
298485	19.85560237	83.75383353	19.07709442	78.34203432	0.0	0.0	0.0	0.0	2.970795826	69.54608987	19.52933907	80.74893001	14.40753115	72.32461832	0.0	0.0	
298486	20.00720108	83.946039	19.28656335	78.45660966	0.0	0.0	0.0	0.0	3.199911629	69.48965065	19.71897015	80.89802911	14.48380195	72.55524471	0.0	0.0	
298487	20.15885382	84.13838178	19.49611798	78.57115619	0.0	0.0	0.0	0.0	3.428942994	69.43285513	19.90868043	81.04719188	14.5601695	72.78591657	0.0	0.0	
298488	20.31055893	84.33086504	19.70575745	78.68567687	0.0	0.0	0.0	0.0	3.657889162	69.37570137	20.09846866	81.19642186	14.63663258	73.01663481	0.0	0.0	
298489	20.46231472	84.52349194	19.91548089	78.80017466	0.0	0.0	0.0	0.0	3.886749366	69.31818742	20.28833358	81.34572261	14.71318997	73.24740037	0.0	0.0	
298490	20.61411952	84.71626565	20.12528746	78.91465254	0.0	0.0	0.0	0.0	4.115522832	69.26031131	20.47827395	81.49509771	14.78984043	73.47821417	0.0	0.0	
298491	20.76597164	84.90918938	20.33517631	79.02911349	0.0	0.0	0.0	0.0	4.344208779	69.20207101	20.6682885	81.64455075	14.86658275	73.70907716	0.0	0.0	
298492	20.91786939	85.10226633	20.54514657	79.14356053	0.0	0.0	0.0	0.0	4.572806419	69.1434645	20.85837598	81.79408535	14.9434157	73.93999028	0.0	0.0	
298493	21.06981109	85.29549975	20.75519742	79.25799667	0.0	0.0	0.0	0.0	4.801314956	69.08448971	21.04853513	81.94370514	15.02033804	74.17095446	0.0	0.0	
298494	21.22179503	85.48889287	20.96532799	79.37242495	0.0	0.0	0.0	0.0	5.029733587	69.02514455	21.2387647	82.0934138	15.09734854	74.40197066	0.0	0.0	
298495	21.37381952	85.68244896	21.17553745	79.48684842	0.0	0.0	0.0	0.0	5.258061501	68.9654269	21.42906343	82.24321501	15.17444596	74.63303984	0.0	0.0	
298496	21.52588286	85.87617129	21.38582496	79.60127015	0.0	0.0	0.0	0.0	5.486297879	68.90533461	21.61943005	82.39311247	15.25162908	74.86416293	0.0	0.0	
298497	21.67798334	86.07006318	21.59618967	79.71569323	0.0	0.0	0.0	0.0	5.714441893	68.84486551	21.80986332	82.54310992	15.32889664	75.09534092	0.0	0.0	
298498	21.83011924	86.26412793	21.80663074	79.83012074	0.0	0.0	0.0	0.0	5.94249271	68.78401739	22.00036196	82.69321112	15.40624742	75.32657475	0.0	0.0	
298499	21.98228885	86.45836888	22.01714735	79.94455582	0.0	0.0	0.0	0.0	6.170449486	68.72278802	22.19092472	82.84341984	15.48368016	75.55786539	0.0	0.0	
298500	22.13449044	86.65278937	22.22773865	80.0590016	0.0	0.0	0.0	0.0	6.39831137	68.66117514	22.38155032	82.99373988	15.56119363	75.78921382	0.0	0.0	
298501	22.2867223	86.84739278	22.43840381	80.17346123	0.0	0.0	0.0	0.0	6.626077504	68.59917645	22.5722375	83.14417509	15.63878658	76.02062101	0.0	0.0	
298502	22.43898269	87.04218249	22.649142	80.28793789	0.0	0.0	0.0	0.0	6.853747019	68.53678963	22.762985	83.29472932	15.71645775	76.25208793	0.0	0.0	
298503	22.59126987	87.2371619	22.85995239	80.40243476	0.0	0.0	0.0	0.0	7.081319038	68.47401234	22.95379153	83.44540644	15.79420591	76.48361557	0.0	0.0	
298504	22.74358212	87.43233444	23.07083415	80.51695505	0.0	0.0	0.0	0.0	7.308792678	68.4108422	23.14465583	83.59621037	15.87202979	76.7152049	0.0	0.0	
298505	22.89591766	87.62770354	23.28178645	80.631502	0.0	0.0	0.0	0.0	7.536167044	68.34727679	23.33557663	83.74714503	15.94992814	76.94685692	0.0	0.0	
298506	23.04827477	87.82327267	23.49280847	80.74607887	0.0	0.0	0.0	0.0	7.763441233	68.28331367	23.52655264	83.89821441	16.02789971	77.17857261	0.0	0.0	
298507	23.20065168	88.0190453	23.70389937	80.86068891	0.0	0.0	0.0	0.0	7.990614334	68.21895037	23.71758258	84.04942247	16.10594324	77.41035298	0.0	0.0	
298508	23.35304664	88.21502493	23.91505834	80.97533542	0.0	0.0	0.0	0.0	8.217685426	68.15418439	23.90866518	84.20077325	16.18405747	77.64219901	0.0	0.0	
298509	23.50545786	88.41121507	24.12628454	81.09002172	0.0	0.0	0.0	0.0	8.44465358	68.08901319	24.09979914	84.35227079	16.26224114	77.87411171	0.0	0.0	
298510	23.65788359	88.60761925	24.33757716	81.20475115	0.0	0.0	0.0	0.0	8.671517855	68.02343421	24.29098318	84.50391917	16.34049298	78.10609207	0.0	0.0	
298511	23.81032204	88.80424104	24.54893537	81.31952707	0.0	0.0	0.0	0.0	8.898277303	67.95744486	24.48221601	84.65572249	16.41881173	78.33814112	0.0	0.0	
298512	23.96277143	89.001084	24.76035836	81.43435285	0.0	0.0	0.0	0.0	9.124930965	67.89104249	24.67349633	84.8076849	16.49719613	78.57025985	0.0	0.0	
